unit_id,ProductTiter,FeedWaterFlowRate,Temperature,Osmolality,pH,do_FeedWaterFlowRate
25,-4.7418586919321575,25.292663556684683,28.804255698914552,49.17106416224712,41.807616022230285,25.0
26,-22.7095912862283,25.816358211425612,35.37715447826088,65.54580236466876,70.7781188629249,25.0
27,17.44019399820552,23.46657610787746,54.47306438320191,52.71376300338383,39.9902199467021,25.0
28,-23.532719688107132,27.645167038464884,48.93577073970285,77.56999772036315,60.87740629608953,25.0
29,-8.978561522257111,26.786647166936152,47.62709208235249,48.6668942019179,49.359623313905956,25.0
30,-5.581452171690635,27.02096552072961,56.71240927705081,44.230596793162135,32.8322814901669,25.0
31,-3.5475846999538714,24.735314836767916,44.424212147164035,52.04377476935149,47.93665488244076,25.0
32,-15.152348776959865,27.599037970491317,65.06529161141265,40.936046427902774,67.84817490972164,25.0
33,-19.456698878251316,23.42683086256202,53.467026054406645,32.20886962400225,34.11063102774504,25.0
34,-21.481101473341493,21.113479118306238,50.63194429521946,62.63344486998991,49.546897212843334,25.0
35,-17.97156242386257,24.28673766462961,46.22333706847617,46.018896979044975,58.67744641706319,25.0
36,-8.515980918209582,20.593018582148186,26.650945769892935,50.70205430125767,54.85155478644243,25.0
37,-17.953818520160027,25.232627833062008,44.866065885220806,60.90753372014274,46.338060582969874,25.0
38,-14.052983463670639,22.56881938178781,44.56290714114501,20.547509413981217,53.389183937754446,25.0
39,5.01284417910143,22.18669143416547,37.62518522413979,42.1898977172491,59.77668318586427,25.0
40,1.2777343864479251,22.83138022826239,36.717094868016495,47.75319478967661,43.039740099553654,25.0
41,-9.398453832489116,30.328302537677864,49.694314522508414,46.18382499022224,68.82244400038857,25.0
42,13.024186556341288,31.049269946758894,54.09702532422652,50.180248786919094,40.72213726116807,25.0
43,-18.48331462082756,24.89028840482494,50.03087306851996,53.34865683310957,38.09851893443332,25.0
44,4.222554107648102,26.774156359488792,35.265111379398,59.12373794537763,40.9173696834766,25.0
45,0.5842449959062636,25.43695249095912,47.79253648768932,44.501010695178,43.94364644720126,25.0
46,-2.3545585531919033,25.577190053107305,49.56807320364044,52.99469574399633,52.22404983687588,25.0
47,0.5688609155016455,26.23284021814429,40.662411189147974,36.607152012022425,31.232126652596634,25.0
48,-3.3834505453376886,25.943231443819812,53.77783401254,58.96097335485199,32.49566580022625,25.0
49,-1.7096770854910168,33.275339625025204,19.44493400207725,42.674819264065725,58.42507710950833,25.0
50,6.173237972699234,25.007235765221647,45.16368477531598,47.80195380929574,64.38564033008217,25.0
51,-19.600540614775255,24.40236812023957,59.97087432938122,44.45944620523925,53.81483703646211,25.0
52,8.178140628487633,27.912152377336355,64.91366649391982,59.42362698054136,40.15544544873401,25.0
53,-7.703004719552117,21.234150824763777,42.30641155854186,55.00697940098839,71.01682242931236,25.0
54,-16.031068391162286,25.99361198818279,56.45340201863926,52.32608033700561,50.23919128245883,25.0
55,-16.311634003735808,32.40994360423055,37.674708403500034,59.18714364982997,51.83147742530811,25.0
56,17.060632943426775,25.30214184265507,29.374462720096485,62.80138124309265,20.98072187738211,25.0
57,1.3938708822090295,22.124616540333754,70.09652478914165,50.18242289555341,29.703621118601124,25.0
58,-3.5252784738569622,19.265081686624086,36.18188568053941,49.902711929797825,45.8140737352249,25.0
59,-10.445899422566058,28.361654429215246,48.756880985326795,40.55266599304361,54.547386388587626,25.0
60,-1.1655639664799404,27.534874589196342,46.011034085298384,30.647806395530047,35.29325946880446,25.0
61,-12.65194608241043,22.983170053261777,40.677512118197775,42.59528040373119,46.363112380523305,25.0
62,-5.11355478267849,23.492438747650848,29.724590885020746,39.521400088517794,37.528460747319706,25.0
63,-18.61116959291718,20.942298998165718,47.32530142495865,28.427470000321165,54.44606729382015,25.0
64,-1.2202336792756014,22.140995355792178,62.9604048378487,23.873884856152706,53.95141117049771,25.0
65,-11.936005206106472,26.889827357438982,59.50134289999275,52.02047192094969,30.520358632725188,25.0
66,2.3588188414220173,21.13584501737772,59.57631526321154,59.06683736885637,26.69018292204914,25.0
67,-7.203663353036362,22.900832783110328,28.837683399491496,50.0664858790665,28.89961046446465,25.0
68,5.370499733870978,23.755661367899933,53.39242861023662,61.3894286402802,66.36239731623101,25.0
69,-2.9937222069859892,24.56824394121986,56.00626609484891,45.689522367741134,55.56378974863289,25.0
70,-16.809090846696265,26.911465015028416,32.40758919933026,41.51387108874002,40.42454190468785,25.0
71,0.6787038987423895,26.31226938110671,53.708734862560576,60.14306201898258,65.51862947824992,25.0
72,-8.739742743534872,23.92130677673574,19.153443483281045,41.16100001965936,60.418774978673135,25.0
73,-5.078851514027004,27.381908114441227,42.19406179166661,61.43787820682486,51.34220478913249,25.0
74,-12.18683931872036,21.16414089919444,69.56798746665272,32.227702529834524,50.31219696320519,25.0
75,3.6116043812227265,25.94205462431677,38.8105690837948,55.37009725580971,26.4137928143569,25.0
76,1.6539161369374487,22.00695455149266,45.957691044989176,40.447251261297005,39.48108048145568,25.0
77,-9.288222341663555,19.568756412537645,63.00896038506258,69.38489198451772,50.068481702164796,25.0
78,3.6961195196082617,25.68407594570332,57.77695846010839,57.17793026683739,27.8290922881315,25.0
79,1.3243614262714045,22.831872719926032,64.44194659221964,32.20042469423954,61.32712654432387,25.0
80,-1.0822041812630698,25.593904029989336,42.95231627204601,57.38060547596782,33.79579477522212,25.0
81,-7.421783267722718,25.558626060705254,48.843161064364246,46.62248078126077,58.74158405824626,25.0
82,-6.790030489669807,27.12217953174335,32.43184757892656,58.82857457406339,40.67952861422954,25.0
83,-11.379709237723366,30.8019997487429,38.95709587018315,69.04793805603457,46.32914372406365,25.0
84,-1.1463214971365563,25.815888576938995,59.92428346791738,60.17222352512089,57.16724857046773,25.0
85,-10.298000210500511,20.787899959258638,35.39063998097358,32.4676503325334,52.382114180986434,25.0
86,-14.311724115469465,23.092931822480885,47.96299116420076,65.38794472318288,64.9471580996645,25.0
87,-6.521050733554196,25.75047840623807,74.78118818321373,71.7863156430155,32.60343363758634,25.0
88,9.334656080838524,27.63052984768332,47.03093555946004,37.37158674244031,59.657360758756184,25.0
89,-4.379174436853407,27.443046500983726,67.31748257682867,75.96881204163039,45.854751439037095,25.0
90,2.28561108256633,25.884487092127898,66.93021622439349,45.48643596061166,61.14582905380617,25.0
91,-11.120882592764612,24.140419758923585,48.97792144785448,56.21022842441392,52.428440785019504,25.0
92,-2.5694497099645472,21.632036830113975,51.78431341906055,45.729780726988196,42.24443984837768,25.0
93,-16.367756710244358,27.832645678320816,53.33724135324974,51.39575380543433,46.17160062675451,25.0
94,-17.901416015198716,26.65285717882277,48.37399154559562,45.07001771139648,57.62202401134955,25.0
95,-18.015302254648486,25.153578732930196,60.33643342164646,62.028049821426876,84.27256503713045,25.0
96,-2.8533946008615683,27.600792701937156,42.04242617797754,49.50819667280255,40.74945647340113,25.0
97,-16.438984241111946,30.21213708357749,47.34207551246527,55.89449997259454,54.07951279097841,25.0
98,1.4725495933132149,27.651277985829545,57.38133620796464,25.132900320325994,47.5433533030581,25.0
99,11.925496898345294,23.508570799932773,55.74480265260885,76.73972532560848,54.70611291917731,25.0
100,-15.976197768106159,21.7149007607856,42.70058964926135,38.14765764154941,61.82982579450685,25.0
101,-13.829691079495745,24.0457090110582,22.112997032353697,43.34835177399747,19.732838374580396,25.0
102,-18.912125884002535,27.8620737391584,50.328074409156535,69.42347233709478,47.875004448423574,25.0
103,-16.84686643807206,25.862726697271217,47.912556360714504,49.96849078046004,64.81358691443388,25.0
104,4.921857760225364,25.945341259591846,43.84662730073638,39.267450608792416,51.26958647223071,25.0
105,-7.836077044024825,27.309615519402758,54.437174458916004,39.26495990945317,54.07960604174247,25.0
106,5.672217768790043,26.16388690120254,67.1103964936822,60.10864180545443,69.82673186560751,25.0
107,0.4598060681265297,21.459977536973557,52.26019787007486,38.73176642829892,71.12791342269034,25.0
108,-10.250538111987835,29.585765242923653,60.53879145293778,55.943042046828026,36.56213560094941,25.0
109,21.91236380018089,30.24518984988962,61.3850730652969,54.162758322619396,36.212762252813704,25.0
110,-13.927028006590861,31.535547863307926,62.18204654981246,33.678079117510826,27.824462662159057,25.0
111,9.467644511649508,25.708641806078113,38.07499777683811,44.00619471993714,72.600847477408,25.0
112,-6.041474697438348,19.923955758779357,44.63948933444444,67.8975919399078,44.875995041526124,25.0
113,7.244827312553339,23.62570361438126,37.31250183055846,64.43383677880955,59.34930582669283,25.0
114,5.487760101444314,21.670436846516655,53.32988818417365,62.417988593701885,50.422360189914315,25.0
115,32.27538593332912,29.25242291552172,46.807297693736935,36.01943795241743,43.42633306618589,25.0
116,12.511644731313442,27.56681165593838,77.56844123369387,49.810247085371856,61.812669776217724,25.0
117,-4.848120440729398,29.38067210798769,66.8728804604761,38.745219659576804,53.043158388326475,25.0
118,-1.1199004765672793,18.99761268754303,70.31118176514781,35.718129991586906,36.93623536038775,25.0
119,2.342944373403832,22.478372245538484,36.309834580765575,52.63478661616129,60.83983760570041,25.0
120,-9.282131881859094,23.88565924111731,61.066617682187236,51.47047729401465,52.92018995487905,25.0
121,-14.715230925562876,28.913397462906197,34.66387883660746,41.83663978834358,38.86357448466446,25.0
122,-10.609753249913716,25.96294049455855,37.21859483620355,52.6150195751342,52.5709104191232,25.0
123,-11.441961165670731,29.140000688263747,27.780939126516916,57.73684763513244,54.690601779989755,25.0
124,-19.489508887791402,24.919831610196553,72.94505892164321,59.193926782030466,75.59167932351826,25.0
125,-2.3460380046396714,25.21886742695272,64.28024406074323,49.59545673616045,41.20299750104342,25.0
126,-9.723498469898239,25.042144690120722,74.94506190820532,61.37978284695672,36.21672922959271,25.0
127,3.9733667363233223,26.501681400351814,46.80382770511852,50.05920332774014,47.808511671636325,25.0
128,5.883985841543007,25.275558359787244,68.42226118082368,42.075571284105884,43.64217970233713,25.0
129,-3.1056442531487205,23.56211639491907,55.8700340998581,68.3877180051224,51.73578511499629,25.0
130,13.084703505667385,22.19723886208439,58.69266851826046,57.42409612529501,49.85724958335787,25.0
131,-19.732581067838407,24.566681073550672,75.99548992088363,51.83155392945282,54.51709973384208,25.0
132,-16.998405827668986,23.400618002259563,38.53513782831582,69.75992959554642,65.20837678199119,25.0
133,-22.05796908839965,24.88765795094503,36.81235790058268,53.54493882760141,60.07461523787313,25.0
134,-11.80739598279019,27.111760431391218,57.71558764287502,46.405126409302525,60.600185810208856,25.0
135,-0.3344149183835685,25.71309469240885,52.723133852764846,31.24465244932449,46.10001134805534,25.0
136,5.689195450804673,21.05895355346361,52.592417166254194,50.80223088723239,68.27557611873254,25.0
137,13.237652876867253,24.25845738317641,72.72232650532058,49.59874983816374,66.1775427460276,25.0
138,-19.432990034582314,23.671568685618222,50.89806610072455,61.899384810451494,44.923153835217,25.0
139,0.3292637746348549,22.66886545933437,44.21662030613211,41.065772667910906,46.22287419509278,25.0
140,-12.455437769578102,27.988405504138782,62.99658440513313,55.40813088003638,58.21868718438501,25.0
141,-2.8263364619339852,27.12166530199525,54.03694448486665,41.59634399479407,51.02682455829369,25.0
142,-5.132293833631904,25.048187741016516,38.531682177286285,32.65826789316045,49.202832914769964,25.0
143,-6.149982931717721,26.66563499228265,47.70646033856071,46.33254732857485,64.55791898478815,25.0
144,4.1068383658604635,21.010356555319607,46.3273111798676,51.66305846356846,33.594500988672834,25.0
145,20.143055222764126,23.67348752312709,51.61821320136453,32.50402370540704,35.757340846979766,25.0
146,2.954175259529616,28.52694150825122,53.3746989513338,39.112274189472124,59.14596810622735,25.0
147,4.902378207191149,24.834704238599453,60.258207435411215,70.91747002675152,22.173163955138577,25.0
148,-9.866029955034367,25.00521592473715,58.729886477243966,53.30506671245181,58.673067603157314,25.0
149,2.708632397695531,27.03933466878737,32.87843572902954,68.65867236098215,45.281832278184574,25.0
150,-16.951469125845247,23.18798879490628,40.11281208939629,49.51177910856213,42.77462797719495,25.0
151,-10.001995797615724,24.860676768716516,46.05951308301457,53.520114276973956,62.17540903961858,25.0
152,-13.667802166910286,30.417112169504684,35.53236670267654,54.64496563295107,34.90138011100203,25.0
153,-0.3692690381304162,20.856413800274876,30.0544475949663,61.088879146110074,54.22645266828867,25.0
154,1.6495636037744124,29.477707217000187,72.5948277440916,34.01899698102634,52.560199567413015,25.0
155,4.553459260704698,31.591898442877316,35.18977443478741,55.796990166221214,37.062347083558805,25.0
156,-21.026273467875328,30.369233637985886,45.27703527493099,63.83755372239131,78.11634013848492,25.0
157,-6.921105357457066,20.73836028255082,63.67809940910963,43.52295585374433,51.92107282268936,25.0
158,5.222656924385287,26.168974123844123,43.103139999975944,20.733175129934477,54.46139198412784,25.0
159,-12.787287226349756,22.29718939921161,44.261850383424374,62.80854862203462,74.67342920836417,25.0
160,3.725988339554839,21.409316551531106,48.50733556824527,57.59530606589294,52.631403592932855,25.0
161,-8.987316449479124,23.66865977513362,60.370599753948916,57.70187943144079,49.288927001292805,25.0
162,-1.3337356004932304,25.53248126806671,41.69703792397976,57.153017815303485,53.718429323641786,25.0
163,-4.189511538062639,25.33349974220848,53.99166022451743,55.65365778430645,53.60805165434384,25.0
164,-9.994429202870013,34.088662816174164,61.16475873449507,64.24543047944248,61.26572095731519,25.0
165,3.4593437914703076,25.16308720472402,41.43645682835423,64.66851104056758,41.20456995441073,25.0
166,-12.423490795176313,19.765081923933455,58.48770987737322,70.14320597296515,62.51515884984008,25.0
167,-6.66515863900316,24.63241750264527,70.37185201787355,70.88948843807117,68.65093634000301,25.0
168,-5.93931547682863,26.636250512438828,65.62132099015595,38.710208117455984,54.954264525199086,25.0
169,-7.614796477421786,25.469617628073944,64.06801912506394,43.13838187233136,43.08580313216754,25.0
170,6.082695140703585,23.896207052527696,26.84748171986581,52.759439113702996,46.836655735791396,25.0
171,5.1821478842886535,23.76984586540057,55.38197294653381,67.3632215856936,69.58039371060848,25.0
172,-10.31382889900076,20.304119156148374,33.51117663503506,80.83129794537948,50.05595125609734,25.0
173,-7.003265008429743,20.49432535897489,38.699317766359044,37.28874049300701,39.49968023242124,25.0
174,19.926716231751424,26.203453160260466,46.51737454938018,66.06622325897726,64.36730015784212,25.0
175,-18.040297961881922,30.92204317725091,63.256577547832606,57.51003537539858,58.34187552973005,25.0
176,-5.48172602139364,26.46421991716641,56.68814923447359,44.0101263883555,49.32885989562137,25.0
177,-4.1122693936558905,25.42075940799674,56.08061084350701,63.34787729176334,54.06618291896561,25.0
178,3.5845580705296607,26.291959829845815,56.128682544632795,38.34249858484865,53.73948982488226,25.0
179,-0.7836821204610169,25.77119634822345,55.053127828513226,45.92987017795946,59.08514191395363,25.0
180,-6.1250282873002675,21.1412283402818,21.25685588826559,36.86191569141469,61.86809257341503,25.0
181,-3.4748072430027666,21.0649725561088,46.98846833168744,40.003223090518865,53.859667524485545,25.0
182,3.3582344093824794,23.11512337408036,42.70917192815391,44.53499498784843,61.362625247827225,25.0
183,-9.438489246484945,26.121682957229876,54.37019602910419,38.53103257688983,47.292006134781765,25.0
184,20.363163525607916,24.903437786641206,29.819020918969894,43.953070497224545,37.133017594984366,25.0
185,-16.91115096327571,26.02410083084394,38.68301593836635,63.01506095971983,41.1458959748226,25.0
186,-1.2491858645088127,32.57996293281001,69.44922846016802,51.14820020465979,66.25796833218155,25.0
187,-14.23160086553701,24.266865361239592,38.81403522652291,52.22446099382377,63.52824128119234,25.0
188,-12.204671471699141,21.79150194307515,53.938927210527496,36.31485183451751,75.83561912256914,25.0
189,25.278541286514866,24.514764401258763,45.271771701845026,50.6158336615255,52.45141361203778,25.0
190,-9.149799504944164,27.416684031486874,58.04370050560273,45.309613316234355,56.64434087024564,25.0
191,1.7743913311880246,26.256367722775057,27.885832237046202,29.28181913260375,54.7157823721336,25.0
192,-13.346021926942162,21.983152899083098,56.669918779298385,49.5138265661017,37.56548482143242,25.0
193,3.921361627388028,27.781954350850583,35.554017783990346,47.2056611698662,36.50375291688272,25.0
194,7.3469777086418855,20.88697957200897,66.74518551337525,58.28011889446495,62.313357502017624,25.0
195,-15.401547809863288,21.875614373531374,57.770315574014255,40.88509554112681,63.45609403437462,25.0
196,-16.865238432994833,25.056161206247832,65.12340390991409,43.41572230680506,55.430056252700574,25.0
197,-6.812556523018684,22.83566128485683,31.346793296689,58.74348041688133,55.32082932121682,25.0
198,8.171009366610095,19.356733259884525,61.79454062400235,45.7040890934638,29.76532085474823,25.0
199,-15.305610413744267,24.212632798369675,49.565997232366385,57.83016997114163,45.494563486014485,25.0
200,-4.921181782980804,25.960289298685176,59.079512743577794,58.58641708236321,57.6866753704339,25.0
201,-13.813169136705952,24.549750456202624,68.25515685584301,50.52063072536905,65.07391125540866,25.0
202,-18.934382359038892,22.728539772392704,49.59338692549612,57.749117485837175,44.729211163520986,25.0
203,-15.774368505700004,23.421387482655405,61.5564332478696,42.28956464020488,59.47439485075812,25.0
204,-9.48905863072586,22.264186365475577,29.30219709603352,54.20232248566019,61.6279044036544,25.0
205,11.658592405351436,26.575872763473363,48.090903848252445,58.48020759088583,26.798092237554805,25.0
206,-7.7604569623370505,22.45949745114164,51.51761707647543,58.03395880694342,41.55364792318231,25.0
207,-16.36042973952253,22.92034558454115,44.10368860989933,36.27603049737415,21.05274080143999,25.0
208,-11.96725044527741,30.529348654097905,72.39561405193464,51.80987163718732,32.38185799529668,25.0
209,-7.50454884741803,22.99987401979958,58.380585851837196,42.25519817645293,47.334305710424324,25.0
210,-7.52405458035909,27.040005889871214,45.20518201831722,58.499485786016336,19.942750589619745,25.0
211,-2.37803504263821,18.637254472039796,50.71812541726883,65.48121446704134,66.27979649936151,25.0
212,-7.221286228045773,29.37095684674788,67.90132271413566,78.282863547161,22.297738590233166,25.0
213,14.744569927656682,24.93347041747152,59.64728786097749,19.80407993821123,53.59845809754941,25.0
214,-1.8067688917256524,24.204084753872937,37.65581040925794,31.40627879809401,57.99531011775113,25.0
215,5.958523872062141,23.12306841309549,47.38114180530904,53.012518760525055,39.15957762761691,25.0
216,-24.568607707361952,26.166951182997295,47.509037441779256,35.63171615112815,52.270712481559265,25.0
217,-1.9119365754601179,25.40139210566298,49.953069031699826,48.310850896502224,54.59403859250522,25.0
218,-4.917147807267012,28.512498950612525,37.251304192074066,51.68864696202255,41.55624237791557,25.0
219,-2.7215789048922825,27.294698098858465,68.41939674555837,38.362656334284914,49.29278139521488,25.0
220,9.550114335372939,25.010545695916278,76.27469514730312,45.420277758433485,66.96308757254982,25.0
221,8.681980766758407,22.979015465753296,31.08050845550695,49.85129712847046,37.42296999627933,25.0
222,-9.317691352792867,21.000970534659636,41.6758331410003,50.89853898655941,36.0336707415806,25.0
223,-20.963187371693405,28.198873858183344,77.28886769744092,58.964417404023195,35.41566584341437,25.0
224,-10.762578386553326,27.678889322155577,55.8589281962405,43.78484003387713,48.006921744407634,25.0
225,20.35191239776062,25.646376203669938,67.16777811911038,52.15370799559883,60.05864507141478,25.0
226,-11.477007915203899,24.069305058296557,41.02000629806198,47.91315422055483,65.32178158257943,25.0
227,0.635063356371282,21.823927163708632,54.66626218306901,65.26525024530177,65.63930707839229,25.0
228,-10.786735168172157,26.00139258759297,33.70224414694988,39.22904783052215,33.85540202649255,25.0
229,-11.246937779229995,27.934880994116128,77.43321251496326,51.36467841735789,29.130635122751457,25.0
230,-2.285129903211033,21.58559440995521,55.52785014214124,48.81564200512145,60.27298083590626,25.0
231,-14.231699817325053,24.289638800678073,50.02826683860034,71.45352076493148,46.6260483645255,25.0
232,-17.01763409239064,21.115596631547497,37.243236426025696,56.228971883752656,58.27155300874426,25.0
233,-15.939665844752241,22.486241052965966,72.84209773293635,32.99747026784391,47.36917743962003,25.0
234,6.501880061724805,24.67722378649664,37.06066422781001,40.25591278617128,65.70519321055046,25.0
235,-10.457132938682847,20.289926661741667,45.18639677902384,53.11824574342987,53.86287107213936,25.0
236,-9.324821880621279,23.350192908549843,53.416055863508035,43.64994831416739,60.4926265160593,25.0
237,-4.881736771779098,25.976748815228287,39.138768697157325,38.56477902544042,31.778834665468246,25.0
238,10.646092421731032,20.108921111964037,30.827067436181526,68.1927267960831,64.2848051198617,25.0
239,-8.5442664284123,25.467585910660848,36.131022132749656,63.611817798031666,38.243588573059654,25.0
240,-12.537133792762143,22.665454955062366,52.60071161977679,35.46393065868221,90.04206796894609,25.0
241,-15.647080950674,28.635087197145058,52.56380720168268,76.00101785947105,38.207418041304905,25.0
242,4.6829923195868695,22.634539796509088,32.358556174907775,40.78290026725558,52.576823511895704,25.0
243,-11.872529485543797,30.937517776653237,79.09382325519732,61.95480433783982,44.407931240711555,25.0
244,-8.266386206318371,27.22452116270487,33.508876520413786,50.34766898616298,62.88898887111713,25.0
245,-17.105337367461935,26.74280621441494,55.28803304401123,49.14578282643202,47.283117946644744,25.0
246,-4.205603226885582,22.03611849102886,35.123017089429624,40.10434443075783,52.34345418049624,25.0
247,-2.338892035579037,23.98270452742218,45.6982146597484,43.21182900319063,58.92449485252162,25.0
248,-11.562217458311306,22.05707221919675,51.851890191757384,56.54160509265736,43.92551119848236,25.0
249,-23.07172859067894,31.861431320495086,44.003971390106166,60.94338718799429,51.499112532875856,25.0
250,-2.211791845049502,19.680615013009152,43.29955732003814,42.388552494573354,26.864044494812653,25.0
251,-9.274456824091018,27.467771484239467,34.10535122836238,59.03847162539384,56.12263256827037,25.0
252,-21.8692259925623,26.419435317705766,62.436440021822115,60.40087955099117,58.06140212958701,25.0
253,-1.8918419176058245,23.905984779725408,52.01251614189491,54.719440959398206,50.91217558052576,25.0
254,-5.293543605280538,23.78275129057934,82.14716220618888,42.22762076342929,38.10303837717754,25.0
255,10.27347870063732,22.627911878958983,59.78178466097854,77.17977048966836,47.73663814001606,25.0
256,-3.9150968556856656,29.152879365235933,61.444773034230934,51.33936128784538,75.21359234704097,25.0
257,-15.94391625404204,25.02394893422227,71.71444304284636,89.31518518899716,51.77050687870564,25.0
258,-8.930776538654507,22.781199885189935,41.330837593123505,55.372860377477,67.69294223108395,25.0
259,-10.470983445683556,22.973106354950115,56.562227262731035,74.88705982883295,59.55904319506226,25.0
260,-0.5057270244130101,24.807565858519816,29.333368370668374,33.200926051681044,31.03369362144918,25.0
261,-9.173447717232774,25.838384257435752,82.53621843526905,56.78186119681025,40.0827721866694,25.0
262,-6.6889810034812545,23.208566348696525,57.76848630808084,70.24906215060557,42.24615610992571,25.0
263,-2.1278883415689416,27.63891187600924,41.431591655992506,48.35499445048499,34.376509914573944,25.0
264,-9.620975797903757,27.270770251777773,44.59016253334713,52.68450012679699,51.169801484425044,25.0
265,-12.334183651486175,21.46443791574457,46.708380257059275,38.84767082714776,41.77452060073936,25.0
266,-18.15647479055327,23.50054552345236,70.82695934890383,35.73968456901723,46.08518738827934,25.0
267,-14.583734029994869,25.21253597171647,75.35004473926567,84.93079722339776,22.309612131526528,25.0
268,-6.255463059108372,21.03614070789635,77.03049351395103,36.321238028018925,41.64954774383095,25.0
269,0.7785090840769544,26.386714074001627,64.27731805928737,43.49114743506077,50.33757724960793,25.0
270,-2.358192890920856,24.11157510137193,36.54308444929498,46.779690061213344,51.82716521241805,25.0
271,-1.2274438201274362,25.275680598587556,60.83627331179054,21.448626001561795,56.242090591308106,25.0
272,-17.857011938180406,20.73218554361474,62.11208183017859,33.04150829104084,45.19421048433978,25.0
273,-22.108203826304372,25.024465746986614,56.90091237364416,54.32051947211631,54.00799788502408,25.0
274,3.3662501931724718,21.130214695152198,40.41352678819355,57.79755352078261,51.56296743522419,25.0
275,-10.889616773085645,23.99647657657541,37.24366028707349,62.87593668133375,60.339412296995945,25.0
276,-10.958177661112634,26.46350823160916,55.5389019391492,49.79519270146379,58.63358261985957,25.0
277,11.218450907332937,21.47305411573012,50.12483655122808,62.84533070445302,53.45278563946396,25.0
278,-2.9641407625376974,25.967648589406338,76.65065957033546,51.648104029801935,44.68532190359502,25.0
279,-2.9620120699624652,19.181216358457934,42.16994726148518,27.556431779824774,42.54431264555018,25.0
280,-4.667854486799195,26.66360781144201,51.32114274364113,44.120148619221695,54.562993977382845,25.0
281,3.9478502989095903,26.295000569864058,27.478113862100216,47.230582221164646,27.093056100457414,25.0
282,-15.464117269771018,21.505818030347683,52.5911672787638,55.75871453175304,83.86450800125279,25.0
283,-5.297745110871875,19.788996156498186,57.953857393566565,68.74466827992273,41.55708276771926,25.0
284,-14.091180218270766,23.81528636936441,28.05416593542532,72.1686043722792,42.078107584646474,25.0
285,-14.451937834645705,27.724167619606092,46.74106176320229,28.514333747018775,17.392981874411763,25.0
286,29.545970851132804,19.999018766034357,46.92537844001823,44.79669504157614,42.376047508369,25.0
287,1.6683781960953636,24.558326411517665,53.88020551799336,51.05032946947436,26.409768765850707,25.0
288,-3.9364571788954983,29.92932916697396,35.44018006632755,48.879721714873725,46.092746951793345,25.0
289,-12.63110243715617,28.81220284196857,50.72626151838692,39.171783413898936,51.59560826214428,25.0
290,-7.556481515962692,25.688390234839147,30.705235272575152,62.42964996149979,61.002439129393615,25.0
291,-30.552449182200444,20.678830091658618,53.502456190655536,36.70462776176257,75.13112606491887,25.0
292,-9.84646214950487,27.463864230198737,60.8651904067698,54.45889839540135,44.45811333964642,25.0
293,-10.632273578096006,20.50377569708631,52.74637733439101,42.59038442736942,46.31994956852826,25.0
294,-15.81980937615554,29.625658187891066,50.40957524574092,55.002571922724705,70.11077030920751,25.0
295,8.734794579613018,29.397382286557995,68.99592413701546,68.82692877347041,40.088985706083974,25.0
