unit_id,NetworkTopologyHops,FanSpeed,InterfaceErrorCounter
46,48.23063007165504,84.53612011589689,54.12393746498941
47,58.27011294229024,68.0391402604649,41.12955719192233
48,54.88161758660302,68.29939763090074,33.509647413854545
49,37.90056615190728,66.3313889287597,68.2814051384938
50,57.171190913554504,68.50796758461568,45.40474929480461
51,41.75710185543533,69.69641058666072,52.31235937847688
52,50.63064655484758,56.36914326244735,52.21918037088587
53,64.10367863180949,40.34255249200573,36.756170924524454
54,32.07582651672945,67.76791613489007,53.21160629169252
55,47.07309027629079,63.806388945639014,32.70933942588702
56,52.065968833953264,62.08662652182396,32.83068587245883
57,56.58381523558744,66.32987709510957,15.173676223513912
58,39.07280185566667,53.454492709243446,57.17772214461193
59,46.11194812092762,51.07896379896277,48.07339372152541
60,54.151760770537365,63.259427192078675,24.74774608335992
61,47.279980753031126,60.58603316091809,22.536045071189594
62,40.46140634407583,58.88809894554148,39.90307081921156
63,68.72449400463306,67.44404726349438,68.0466340193955
64,60.94474190203183,43.25419457058922,43.508587300271756
65,46.13918321631113,73.26893797918456,46.33772300079661
66,81.28754294032846,64.51707332113772,41.03459973706404
67,54.559520011662904,68.38010904281288,56.176893540244315
68,43.41166956895325,60.38077392458358,20.8183652286287
69,50.8998025070395,61.8593084052612,42.08878687715987
70,54.855109210159895,51.21085083410105,31.992845814999075
71,34.91681941102356,70.351250181741,26.649302429319242
72,52.20086772471428,53.26272235104952,45.977000090096254
73,49.03411353924911,71.5984732273216,15.432744347095039
74,46.79930420572764,60.189238550611606,58.71888102860275
75,55.8308074797086,51.12990538237951,24.217105500323807
76,61.786112116710406,64.24263628611938,26.86869513656302
77,35.765202701949086,62.461528135785244,0.03193420651197698
78,60.34989231063772,62.24831113807833,39.87114853154906
79,69.5286129217249,60.613625341375744,64.79961255778336
80,60.1024365251777,47.82800777062323,22.440958653431686
81,30.356642332335447,44.39390766386599,15.615823076905237
82,64.18714980214432,46.640054334598545,16.349374185168884
83,53.27325315753621,61.04189210285172,51.05526365857213
84,57.20375165251982,37.99349050127063,20.8450078539568
85,51.14382537996825,49.26769769177677,27.303205287626664
86,57.14963402971836,62.31326240615855,48.205025928111716
87,39.27936039233704,57.59323702293235,12.181169546712841
88,74.60628996618253,51.12527366453237,29.079066049276395
89,38.4417670658219,52.34831812716977,61.15365798434651
90,37.889546363756935,62.595398007261736,33.426750628730304
91,59.90067172910717,69.96631143240471,33.069965700159585
92,62.095221424420444,58.479783026355655,40.15323492513641
93,45.65991544501167,48.72834828203944,22.373220134652538
94,62.4817128416964,56.51154023147128,49.8539197524049
95,56.09487144145353,44.457017386352234,31.921479511266377
96,55.34365172641762,67.64970864757638,58.04552384474056
97,38.43667179723433,65.44187876528972,61.56687996784066
98,60.70031839689191,73.67811954679802,70.92082570397113
99,64.62972791485399,51.14964389066913,33.04419573976876
100,62.326473879008034,70.14854232122391,41.11865278919074
101,41.59032300572194,59.72052132901712,49.49885333301063
102,39.91076769773554,37.03180838637022,22.336310570411534
103,44.935187592636126,54.01806473975667,37.52975208156402
104,39.366352717446986,53.17033540882437,67.38043535719652
105,33.14229937306891,47.678753469596295,47.45561003451901
106,39.51889565099558,54.63100871596857,35.53139351174449
107,57.32026911033834,55.84206237917209,20.476589913850432
108,30.514357753056217,68.78526877711602,45.77656139152768
109,53.466644261424406,61.61805520282335,31.992404567723668
110,56.30677120022641,55.36345456159576,36.65412378091229
111,27.37859101356784,64.75331276620713,30.917965205704704
112,34.199189378238415,55.191184065054834,63.753777219247425
113,29.51446904676071,57.813570230797055,34.750367177803405
114,75.27156257475954,77.75320929793472,58.012628312690595
115,23.8716588401985,64.62637944975279,29.175315065801705
116,34.68844289871485,64.14434261535393,31.574841999636536
117,49.51404939630959,37.23879466296503,31.899678471923426
118,42.93431669307492,54.985778270910096,52.7574247344083
119,60.042256440828005,45.77554971795388,31.075370377625266
120,42.366533023538395,82.67119588738379,17.742117690477066
121,25.54806249659766,57.60621584871637,41.85154966368596
122,30.031200588684698,66.9695238620115,56.43392809398888
123,55.77437523827723,48.29668050414941,23.42588962981563
124,29.653503571423744,46.74364990051141,-15.736244026123758
125,77.3393333608723,65.54675731131753,15.322039546861497
126,39.472272681034895,56.86951568650737,46.11281944101389
127,62.3963069592853,70.1987026598595,56.914947187004245
128,51.569289838560366,49.02042373646402,55.94717890857335
129,61.980969164457996,64.34038785145968,11.87650410749537
130,46.28183302044668,62.42414944744288,61.58567852329107
131,56.061216876173994,54.17800156585939,54.44239895732987
132,56.01937388903514,58.276784264708475,43.56934480237056
133,52.989563653356925,62.5795883647975,39.555405917748665
134,43.567900548987986,60.346900517042116,61.63344160068835
135,48.0163408928313,60.24612707963309,45.56929395606361
136,39.93589277579799,74.42738921403449,32.223816871265235
137,38.97838229283873,52.76897410722858,66.07683410324904
138,43.8301948703264,53.25545975780942,5.384652941011133
139,61.199445206186184,56.05122663651512,11.67440809121885
140,70.1478469355556,62.977655590012,49.81307973339962
141,16.233763018514615,65.86450068043327,53.9325634089257
142,53.42871797145013,50.87178638868106,26.862903473471256
143,54.426439763338045,44.80445706150938,71.28212047336815
144,42.760047371652504,51.84820875820602,19.411856567316136
145,40.31689804650411,49.946876519934406,32.545033553985306
146,49.58888460418057,44.58729981773652,65.34857900494421
147,52.79181323351416,49.7001881535592,53.22796157219568
148,46.15652952179128,71.28464108460055,65.99141330844697
149,44.49691935941536,86.22487438837942,60.155910379448926
150,30.725576876234484,61.754175502113995,35.347682648001204
151,45.28734224471723,64.41299409070334,50.4863078079806
152,46.714573698032304,57.875377086457085,50.949964193458115
153,43.50044186426192,73.140232730941,31.901665744711117
154,47.09680175347962,58.11959216040926,27.577592976254895
155,56.39850080524,53.40207429306209,37.980493945787956
156,56.394299461163406,60.81739160344725,31.822232003826123
157,33.677631962689446,55.141930489675616,25.260580914758414
158,54.83773847478768,57.66931637597253,29.630381704655097
159,57.599430774009754,56.173809140442344,28.981172992950132
160,53.26088453539335,65.90792984698152,31.556503188000242
161,43.74939428012193,76.08858270922984,48.74558958818566
162,55.77099710663792,41.366144985541396,51.623869409013814
163,36.04848017550154,73.03634783040543,57.426878154863985
164,55.777929707276655,60.05502278281103,47.82587301537292
165,46.217618553501694,54.67243332608202,69.83853849227596
166,81.40189380436377,64.53877993804176,35.66079675797936
167,72.61261168624745,63.72200823993206,26.974499585179906
168,36.42416968631732,64.89232671530375,77.96273521003594
169,54.23566045024372,51.622823087039826,53.10466524002604
170,52.573636407648095,52.78780721671995,51.219684498243865
171,31.71297825747363,54.392557413470385,41.791433932530566
172,25.116262975307198,46.77392861806781,53.79387015382465
173,50.27627816375252,64.71859277108119,49.680756417879806
174,59.3987024227345,59.66483968539141,49.4832093757919
175,28.615568758104097,55.703228294319125,57.9734050762454
176,35.50539519225318,69.36614982537125,36.20183928690122
177,53.51514142002788,56.20569649185354,41.42486859334863
178,64.84621303123063,49.92678485373519,50.29631466368262
179,32.696316338057535,49.903052059828426,50.61796092917504
180,39.653202550840895,66.83079367982812,44.43323395094346
181,44.65995318505341,51.664876977249826,66.39875868423181
182,62.74418611809258,78.52061484970992,23.011820722670947
183,48.55722826734806,68.90507871257613,41.021099651489024
184,57.43290451434844,77.43582189983874,59.49001372805482
185,47.134475443551516,59.51106107363409,36.551354703497005
186,50.09195137272615,43.05054167552599,46.37602246865561
187,45.083899577221786,81.84852053214165,-0.8296478786079717
188,60.41062617139364,56.51230850419644,44.28338084451081
189,43.762114024762255,43.228752586788815,25.189423196618776
190,35.38105265610268,57.11584769785743,38.02007684704209
191,66.40645559354445,63.242078713728496,30.16666588274115
192,34.49480941150485,54.616243496133464,37.87756534472755
193,51.65239435571708,71.74296855399349,22.345575276792946
194,41.15605484143757,58.79627024806382,20.063018767031448
195,45.78329845790623,57.72215574215102,33.1126216775762
196,39.02562826255482,53.86647075751645,8.294650195816791
197,53.2011870763916,60.74691124643642,50.92448991732007
198,57.57164657596897,75.41336214120749,46.082717015780375
199,52.946399353743956,68.31772459830336,22.727361051379326
200,46.191530147482545,54.3203822256601,50.968950108697264
201,54.645866144858104,39.72361451222951,54.453591730702705
202,44.94875108078861,71.80034096673437,48.489415829305266
203,67.82053071104502,60.51445888825833,53.505810204024165
204,70.48269495939283,48.62596109065164,47.425105240183775
205,36.40384926934088,67.13365497259512,60.14743550104174
206,41.65547310249802,65.88178251340224,28.047560261835685
207,45.771556359840226,70.84613224337397,52.277311131987986
208,43.981747767662554,65.96730829984361,62.496966871973875
209,57.74553308508769,42.89492796455771,17.55528289035875
210,49.53813239655305,56.052514650160305,33.01953886836555
211,46.642020732470485,53.83481907716745,48.088451916599816
212,38.38267695295961,60.564330809529004,27.573551939856525
213,54.339030734080985,56.7506508026178,51.637193701317365
214,69.51688939433129,53.74994307176401,24.0898040783477
215,28.968114043513104,45.73200739478406,45.238328103865044
216,82.5779498554172,59.37369666869691,41.65357351037
217,45.34122357644245,51.08162492202859,31.227727312180697
218,48.164780150946434,67.18776194974963,27.51844407138139
219,58.45131154507074,46.3585866732844,72.30585670874248
220,48.46945615724172,46.49560247361469,66.72204113945403
221,58.17987850845016,35.44704864554973,35.908164758121885
222,31.953259711294635,45.848114311613514,25.20644075953919
223,44.98937141451935,58.88754518290333,37.74859808041249
224,35.06504403243171,41.787604486451194,58.19676925190413
225,26.182688483236653,35.50812317630089,44.86080017678751
226,50.879939265740774,53.98413634587296,46.72488118440297
227,50.848429926145144,73.57005071380568,57.062094460777324
228,41.512996019352876,58.49551668269929,41.84133270837751
229,52.82953596592673,61.72637123289209,20.037991541061796
230,72.94904043668836,60.10334367542031,49.857420755086764
231,47.49470927962456,53.975101378484275,60.30413747409464
232,38.06122746574391,66.17425371530521,38.71776658096617
233,48.21143884364192,57.43264989997263,51.803938785906524
234,36.88237721798862,70.45943010008654,43.628460614149446
235,49.06099090888717,45.26570413985467,21.472309352670973
236,48.937728505599146,52.1291098337145,15.398124662312838
237,41.819650018342365,74.16646075944864,26.95904911740494
238,28.012328602042743,49.84216230369682,4.186255563194546
239,37.52397238414099,55.20772480306102,30.95923681637601
240,45.35064704649642,52.42971540475723,42.251662713760375
241,49.68259157985076,54.640332616822576,13.972906109620194
242,41.6618455179297,39.2101664875066,32.99795524414243
243,47.74595994079774,67.88761599255128,47.454931830528096
244,49.36924267479763,55.970612833590906,42.03951289993358
245,47.038632804394936,71.2027580111694,22.10152834229796
246,60.09391107104909,51.51637463203807,29.065614451805466
247,29.80930045723496,79.18554564423063,50.92617669359752
248,57.35691444398494,49.55450192128114,2.5063962844279737
249,78.22612140104461,46.39933956611937,48.754902522337225
250,50.2746862211168,53.12797051223087,47.63787096841907
251,47.275563483752784,63.20816939885353,46.517545234164416
252,66.83102600723196,53.737180952515004,48.84689657520545
253,37.82639739417774,57.07368928416909,45.400337835093275
254,48.060132769429465,58.87286552749064,32.035048025486695
255,59.684077105910326,54.20070274431999,50.687875829052636
256,36.79682237332029,59.73756634348443,54.84703865148935
257,34.60308288997011,61.83925375508775,20.277095801276637
258,49.86772811556982,61.95174475549918,43.4820103443614
259,51.54387603706999,69.36459075305328,38.775064095179204
260,46.435573039274686,78.61995898001175,65.06196067514331
261,49.799576912257805,81.10433499821768,28.580791146234873
262,60.021204022750155,55.79092996830529,63.434071247926845
263,54.26383394603706,40.32535837810694,82.1964503826895
264,51.57027784274358,59.170565985403485,27.377915631151772
265,24.882600046572364,66.33174370430164,83.39955510377729
266,37.95168684863043,62.641574377885235,10.277166173096386
267,62.18114440002693,62.589910616062625,39.094325802396334
268,33.58012768566249,61.27653046493561,64.47224388439867
269,32.78767956621023,53.154807235238806,71.25351437745604
270,34.43431219493685,63.53096426318545,33.06186934733729
271,67.13130733503736,59.50776660503802,40.09506489115374
272,65.31997649335658,50.934075227134606,43.38277925764291
273,49.96792729348772,46.52137899773374,60.648099107325855
274,50.349167912986516,62.46310654045962,14.395390913802093
275,57.15278589034653,63.79488464701159,26.72163381590544
276,20.88157923918492,61.789912513335,5.925577932536079
277,41.174253015920875,62.35094616677716,54.93795619996602
278,66.4780471380794,36.41509487257849,32.13637410041536
279,52.18672990361955,52.400459566255854,76.49653243176687
280,46.4833058521017,77.15100999596584,38.511304901586996
281,43.69878675351691,56.45578804156223,50.965249285950144
282,44.016707361733744,76.79255854818436,75.82075574453125
283,61.50608386973971,59.07362492152307,26.130700187062608
284,58.2355396049167,37.36932130758683,56.36431975306084
285,57.29638151145119,60.07045248944359,36.058851817092844
286,56.21741952078276,67.4341994029613,12.527815344773643
287,44.867715644361496,64.83091775485252,64.80545544519676
288,54.92716558712415,47.857115524599344,60.82316455340114
289,45.131012616892825,69.2568735469497,58.38700993257935
290,53.1122563669489,76.93038144642425,48.79669692954405
291,44.66598260523382,57.625008312603036,51.55493604329336
292,62.630312765056956,71.02890580144074,75.46934816333258
293,56.729249225382624,62.64754352741174,32.11990271869904
294,58.16581892991029,57.0579298642175,57.592854443908166
295,38.31574202565345,65.94685960447842,55.43567282805688
296,46.811437067657586,60.73413338101376,49.248328917063084
297,47.082732776751556,63.71310954642563,68.32323890998153
298,40.99133154658401,57.04213976054455,28.036296064636918
299,38.531200107060336,56.619637343608154,16.659736127283136
300,38.77328766958398,45.35499573762042,44.529481119954795
301,48.15308638054484,68.71724681494867,53.8808415493109
302,54.60303169281835,62.65569375840385,-2.4078803974702083
303,49.710200561529966,48.13454622931981,38.69574266945699
304,32.002492758493304,46.78580860313728,17.79128663272144
305,46.33523059624379,63.045460916934445,47.88170552117012
306,62.488524356213475,50.024184417444886,28.74607315770206
307,83.51944827501673,50.8000315240866,57.2049019485336
308,36.4493766165816,54.1823356094704,58.630561141636136
309,53.63889448479026,62.49993760875965,35.49022964816787
310,55.35675248449061,64.22135693463534,45.81724370516915
311,51.569844430903444,47.27755351544086,19.99860240333351
312,56.86787029748593,53.89591474787822,45.88968193608189
313,53.33880851943311,54.18631573431178,48.275161717029306
314,30.9568038940236,63.31439804793679,43.41972967908758
315,37.83200880462413,55.957414471834774,21.778294204758584
316,78.32519161335091,54.766168795169456,26.671106502059104
317,67.49645799823259,52.01616365032634,40.802958169298186
318,51.64053484933783,65.14847364622838,51.07067922532684
319,39.50389298739171,50.762191043660934,35.58775141256374
320,56.9992088488855,50.22192169214774,29.686859727839284
321,53.88851183291364,64.12758116444448,22.46481379136204
322,12.002649848325692,75.665746924915,40.38609629094473
323,59.36504486425632,62.733068838939936,56.47825364294272
324,45.18859432818448,50.82413646762268,55.7179939558359
325,41.99906067661952,82.89391281356899,71.7221555639961
326,32.78748496275349,68.2837755112632,24.503232148434464
327,35.476168170777285,57.74552492304895,40.948552501646276
328,42.74281629585867,55.64346044260584,48.83036929297603
329,59.63936626030145,57.35464675444482,54.392327183669934
330,73.59839283997204,34.81667041819855,52.08680768314526
331,38.796755805389935,54.404509611124986,50.10444494977741
332,62.774328888594354,64.55778065310655,42.59940753525952
333,39.125102063922135,56.12682152514043,52.69366770659837
334,56.03754611635159,58.989508423148,53.31691540684256
335,44.709390915264706,71.00514598619758,40.81931293142107
336,37.95041300247143,60.441916791714554,20.880057112752908
337,50.7151366250807,74.34784920317509,73.55787647430935
338,43.09551843061885,33.88242984779995,74.64041717554923
339,43.46220789007251,54.62728814927245,31.8646673149703
340,52.827048437941365,47.051125855690735,18.420954200995904
341,47.42317199090171,70.35987265674682,47.57155391432309
342,55.76332918512089,64.62630225638593,64.43595294308452
343,74.11725417745777,73.11605366545638,57.34828533616871
344,32.06586735370091,59.409075449802366,35.19285544656167
345,36.89461116142783,39.31040449995956,63.931702835567584
346,51.85701855480079,65.58917030082203,47.20274007091569
347,62.96318153557942,48.46224733821622,49.44312835134071
348,48.735325031628406,62.21649454123315,60.155962294439476
349,41.56176233918044,77.44324518707684,48.10795681902533
350,53.075597339462426,59.3279206022395,21.12218686776598
351,42.921910327172284,62.153997419675825,52.68106453226374
352,60.14640353863644,35.18532340919866,25.77636268968694
353,65.72492554533446,59.89466942516875,21.464379986362996
354,52.35618091781481,58.97880554612364,23.86702411319754
355,56.442438476173926,62.27016458827865,17.26545920359318
356,50.747523433744924,70.57065281198113,54.11533003676454
357,67.6433423100844,72.74882426177916,33.943244886404216
358,40.320205205053796,56.6666533546086,16.134521451859335
359,69.52980674057453,60.65837781061312,34.57210646468384
360,48.914695231134516,71.78586054801025,18.178771583806032
361,39.88940656976595,58.87184611824404,51.975214159660425
362,41.70996433804119,63.235920117490394,66.84237385143504
363,53.430759440962746,60.936072295845456,51.22409899090165
364,38.48320450053574,47.46698604864251,40.89811638419489
365,41.81852301217369,77.29956146375719,61.10162969761314
366,53.8729953429301,54.669688313141954,38.55884040039917
367,65.55073739123654,65.68359305670124,37.27949553304801
368,42.686590731257944,63.81981360173668,34.85758201132508
369,51.95370876183607,48.77852706682378,68.75552264708706
370,50.25422355654729,60.327507823643685,40.36123504748318
371,65.17401410035177,73.02445511665609,29.130784131893904
372,39.60418972609493,54.57921423487355,56.53765458173143
373,69.22077230633015,46.55256905250801,48.185043861542496
374,57.10321232310033,35.62532839581475,52.95199973300253
375,45.32344710178584,54.46660302350045,6.995700796316276
376,34.82047549042129,63.91932835705288,40.73567597587575
377,59.342437149596044,69.16609982140321,32.25917587512317
378,51.53675094673621,58.77382018661667,41.46478657734682
379,33.36019336001557,70.71953451247721,41.14848334612163
380,45.46749756888426,70.28567540956615,37.361150265732334
381,49.67815482430234,61.69731213075249,41.737641165938655
382,64.1058355319785,56.55787280746094,78.95051154127921
383,72.26293858312553,46.116090730738094,27.80296764220128
384,47.70228031189304,47.279643480521194,49.8499810449578
385,29.515502880194358,69.3998691845927,51.1871381104615
386,38.67622095822151,78.61382958939373,38.92643227267421
387,74.12939616468923,47.56075006924492,50.752144028782745
388,27.52069466669663,62.71704336311726,53.04139033369404
389,53.330241227207,65.61720967701204,40.59767694723853
390,53.45992104027999,45.15208869449369,38.98736102450129
391,37.28836507435557,56.19088663359937,60.143874125454346
392,56.737969230240765,61.1540554459405,61.358172960701964
393,44.656881569738125,82.9556647579511,22.934911662939207
394,66.41621729183466,57.41369572954024,33.19933557902504
395,46.90528290455598,70.12123177174689,52.973933749435574
396,55.0697861727583,49.741914548898414,23.339986139921024
397,68.69537802281893,66.09944940456572,20.51999519776847
398,38.48287010885414,55.82197394347104,35.81078284032279
399,27.073241893472357,53.14621483468101,31.778381562065967
