unit_id,CropYield,EC_Salinity,LeafGreennessIndex,do_iron_fertigation
46,14.432569680116144,61.518006757790744,7.123973611733416,5.5
47,21.38841614252451,49.35483206545914,7.673450064245295,5.5
48,17.635473926729343,64.55051493785521,7.013443450353541,5.5
49,19.294352263587644,48.428402969393446,7.034335083905667,5.5
50,19.860918608523203,51.900122155644404,7.327517984431388,5.5
51,13.35903207978524,48.353868721007906,8.025691286089893,5.5
52,19.64605940998913,45.52992006906234,7.52972754343797,5.5
53,23.265755515506925,73.69973439928246,7.535448185745249,5.5
54,20.220308016390593,33.478924726929385,6.646167662331006,5.5
55,22.549975148706913,54.817501824485085,6.6395786879398955,5.5
56,15.406222321052468,46.95386680409276,7.878454625316301,5.5
57,13.431422921441074,49.396635706760804,7.277405130388146,5.5
58,21.46653113042732,57.01318572913274,6.708946767785495,5.5
59,16.180656188060155,58.528343811692295,7.323263615688268,5.5
60,18.225209339122607,39.01001150318875,7.382437254160092,5.5
61,21.956735187950155,47.45076519272295,7.233167150066677,5.5
62,20.460241559206086,63.29186901249633,7.689988581442143,5.5
63,18.89948796831921,50.143818518389516,7.416807958623123,5.5
64,23.219630712584465,57.5847219709804,7.30101782455164,5.5
65,23.039494359075633,50.93084151868055,6.620364052473525,5.5
66,26.046067938831825,20.348525312529148,7.432796429858191,5.5
67,20.30127181656287,64.1000082902117,7.35462004651018,5.5
68,18.785914982258916,54.25564378772767,7.060704101521242,5.5
69,22.217745629745266,37.25988581193521,7.749992281011048,5.5
70,22.507045908224114,35.19116147898446,6.8720744351535235,5.5
71,16.594394363122685,71.31891132188758,7.822124797766523,5.5
72,18.340385482793998,65.4556365796812,7.9541105650358075,5.5
73,17.23343885442823,59.55765752919493,7.633371972513001,5.5
74,19.37629497134913,36.20466828029491,6.90920764295219,5.5
75,17.294608261478167,47.32822939470858,7.5711510486883835,5.5
76,23.097849007882537,46.465376300752496,7.229065151058031,5.5
77,18.3431356964301,43.50898991219304,7.488039427154624,5.5
78,17.563790817983378,61.78153441132292,6.676241705513939,5.5
79,13.904404475513955,51.08914025953792,6.960819912639176,5.5
80,16.954290376347952,56.542066072203816,7.498113260941782,5.5
81,16.478794763005624,24.907720716631616,7.4056244045977015,5.5
82,14.205831787565469,56.828005359451254,8.52528262377734,5.5
83,25.156949640745935,39.92741310944863,7.858119395327287,5.5
84,20.8650365418084,56.8847196601314,7.106631515236487,5.5
85,19.439207388488384,63.86042453824454,6.569530263409066,5.5
86,21.993217617587923,62.916164959752244,7.117491446207245,5.5
87,20.037762565935715,47.44943243845945,7.622342126405164,5.5
88,17.871923947486607,55.54435499757554,6.835829469303213,5.5
89,22.720363738329276,31.713313253318383,7.119942797240732,5.5
90,16.59947147943705,54.04288269657841,7.6637124370765415,5.5
91,20.678735364198836,38.35208499059057,7.353754048007302,5.5
92,15.548578503545489,35.74900730898587,7.7968787924709,5.5
93,18.711243770890054,62.258836374041366,7.582628620611676,5.5
94,23.966058882349582,45.90321039880063,7.456549175477345,5.5
95,15.696093925615731,47.6588070456342,7.3377058444568615,5.5
96,18.357183323680196,55.26245924397686,7.087316837555421,5.5
97,11.706329901098236,31.72788662416951,7.803984468438576,5.5
98,12.779604231496496,58.978154658865584,6.734786126602197,5.5
99,20.83733991581046,41.2614704759707,7.317548861996782,5.5
100,22.045206596688324,61.490642442844674,6.854079479160707,5.5
101,13.59399932228325,37.2353102971809,7.189754486607554,5.5
102,21.264102030652353,38.95051858460816,7.408560958628784,5.5
103,25.174798694000465,52.90004469595414,7.866341273385225,5.5
104,25.42943908903986,73.1948944630985,7.490482166056768,5.5
105,16.46657504062579,68.2197659135391,6.9166775896954045,5.5
106,20.756784226098993,58.75949214683327,6.858196905175224,5.5
107,25.427168803280054,54.121559867481714,7.9096848353281946,5.5
108,14.872150083891803,51.48032303995366,7.4472914048659336,5.5
109,21.746230904169792,48.77357134508722,7.2104300137528226,5.5
110,20.49377040876764,33.27954520692187,6.714224938183047,5.5
111,19.440104412294087,61.010837454201976,6.839226635100202,5.5
112,13.617623247398724,57.682706612155464,7.245458760309416,5.5
113,19.989719092694994,59.62353784385457,7.482707557956174,5.5
114,15.939232566445593,51.10707105922341,6.733278421937939,5.5
115,20.278482413054707,69.36360348014497,6.511955861025088,5.5
116,18.56386696671029,47.28001306575813,6.845771997959867,5.5
117,16.127243560105203,62.61899559679369,7.491765606922253,5.5
118,19.14465720009915,51.77050483458507,7.316451988690548,5.5
119,17.19281739813548,32.52059544636065,6.904942661157179,5.5
120,14.604856762229625,60.311348180704286,7.133519235351244,5.5
121,24.317069196473522,50.711986724539294,7.291730221876217,5.5
122,15.1417223461264,38.912510469242044,7.231647312313095,5.5
123,21.0927011880637,30.718460723730217,6.375634344099142,5.5
124,19.139120036662653,59.377461303200405,7.497931172450702,5.5
125,16.942540478284663,55.47429923804352,7.660444997396478,5.5
126,18.940766789423716,64.49464638113056,8.09093890167976,5.5
127,19.2949060455579,37.085923698410554,7.666012831889953,5.5
128,15.314963001708392,77.36547012141766,8.342925950112635,5.5
129,12.418143796651165,59.92678748115346,7.650807036389538,5.5
130,17.088561227794383,38.563898227794716,8.1271177218634,5.5
131,23.00714333444856,53.7002353936202,6.732516855387158,5.5
132,14.423651085071626,48.687157547484254,7.60950802951716,5.5
133,22.49368249383898,68.46841958121894,7.500099748758658,5.5
134,19.95687769883457,60.34413295404297,6.2817426279880175,5.5
135,20.32286982520378,36.07818632941881,6.534618683500183,5.5
136,17.883053628577084,47.33583621428262,7.827414385111648,5.5
137,20.224694826235456,57.613074513171654,7.5796546658110495,5.5
138,16.778792517399513,38.24738266168304,6.270441377491901,5.5
139,17.634764871353187,37.43676629922874,7.903793696722974,5.5
140,20.401490420692575,55.92940460761909,7.072720778728805,5.5
141,19.220275991207032,54.34898214966117,6.782972116472123,5.5
142,17.14475894400763,59.01250713141473,8.23708466688721,5.5
143,20.032861225321284,58.47431122508391,7.285883678272428,5.5
144,20.619871519234543,52.17844058095252,7.9138688290399735,5.5
145,20.751375677731424,39.08493399902396,7.673753787454219,5.5
146,17.802105358018775,61.61111609193613,7.664670532118335,5.5
147,22.687564308536277,47.79498475143086,6.8385801281617224,5.5
148,9.261490649882855,61.41295093438962,7.170161130730922,5.5
149,23.388389717199335,35.218506946278204,7.1059933452677155,5.5
150,21.40009999425821,31.657902032599303,7.287368539091859,5.5
151,21.211028861571926,66.01793578135042,6.356356359074325,5.5
152,22.490466760069012,63.802380112868335,6.7188778307382595,5.5
153,22.262167998297304,29.92988960355114,7.83895535661212,5.5
154,21.421224746784496,58.90226969934302,7.072471115114188,5.5
155,22.636357448665343,67.5022554771322,6.5053079377674665,5.5
156,16.861554537232855,54.072301204851456,7.938470296632036,5.5
157,24.43235045132992,40.282503721643,7.446936421340022,5.5
158,23.94441838026228,46.5017221166049,6.662168572028097,5.5
159,20.4774303320517,47.824320174583946,7.462867816172332,5.5
160,13.936643960996069,49.531450668550164,7.424341021123797,5.5
161,20.269866731686946,57.07100538177337,7.481673264436293,5.5
162,19.929338436407598,24.727870024535022,7.409673982309985,5.5
163,26.08397952050286,60.277912066319885,7.568194614958054,5.5
164,18.660985983126302,41.18819581317112,7.939503704826797,5.5
165,20.40721276770877,43.688070936814626,7.9198264173983866,5.5
166,16.970025634922123,67.2975552434952,7.455220225375964,5.5
167,18.017107103553723,36.39401840286585,7.004194878157346,5.5
168,19.37959823358335,53.09259741770976,7.096980489732556,5.5
169,17.515511050866714,51.496526590223255,7.955858630628435,5.5
170,17.680694183410306,51.6768769405867,6.5899630276987535,5.5
171,16.741246196163853,35.25658070098775,7.318496403469891,5.5
172,17.012059081635833,58.727401658780344,7.5366034158436195,5.5
173,24.686492609539897,69.75425665936163,7.496751432089679,5.5
174,18.642374248907004,53.49710714456898,7.444912280749891,5.5
175,25.66889219103301,51.74868854205652,7.3009818051331346,5.5
176,20.12147902161919,45.16722922382347,7.080262753898936,5.5
177,18.39084363713048,51.47264503042527,7.489600064996551,5.5
178,22.026718663169717,47.93586412616213,6.982007392950939,5.5
179,23.581416912659822,67.43785993259966,6.570518350477168,5.5
180,15.012066559737619,33.0027031183848,6.376217196266497,5.5
181,20.66002317800719,56.676740730173975,8.128727992684247,5.5
182,22.395620660712577,51.69634278248576,6.740838676719403,5.5
183,23.088196781459324,60.31850064896745,7.83985444755539,5.5
184,23.491093029843288,62.67792266592082,8.069532773365802,5.5
185,23.76907869541401,59.967680500930925,6.5624758122613995,5.5
186,18.92655130101371,57.77874933537956,8.312414264879534,5.5
187,18.819609855478998,55.781802211258956,8.465486068885879,5.5
188,23.63879093156148,28.954734749389488,7.859573085948487,5.5
189,17.397574395274088,82.29945316047258,7.490544066391904,5.5
190,18.76200866653831,47.82378374193172,7.988337319259943,5.5
191,24.40832062259911,54.275732675124345,7.84214408908199,5.5
192,20.73788562484219,50.620339445725946,7.903991201901679,5.5
193,22.394617834994783,65.39332220720532,7.81560981809521,5.5
194,20.163896011606,64.00907220618835,6.871802936586743,5.5
195,18.274077537905978,51.45574739698243,8.026435831227223,5.5
196,16.382503465851755,40.46610427372491,7.038191155160966,5.5
197,18.778563593695857,56.91064053977852,8.257271893447394,5.5
198,16.515292828856843,56.61080031402608,7.392486736632227,5.5
199,15.252221299057076,71.56036414138042,7.451537435682523,5.5
200,20.206759552444563,46.37982803670248,7.071083620812422,5.5
201,21.87348388778399,60.07241049483357,7.6445295391766575,5.5
202,19.850573716718888,56.57007333630431,7.180059215395072,5.5
203,14.844713846691059,41.72452408781582,7.995533690337836,5.5
204,16.854312402775875,38.27630365070994,6.993399384489327,5.5
205,20.26113395758457,54.41851871954879,7.798613707117962,5.5
206,22.224819285002262,59.3245431581594,7.1485955749829495,5.5
207,18.9866036303243,35.06106704048508,7.310886069183788,5.5
208,23.615959971545802,57.815572103148554,7.951142970426564,5.5
209,21.520982718110997,49.9505615858917,8.68908790221706,5.5
210,15.85689745576894,49.24066110159896,8.295015377375208,5.5
211,21.50959979889433,53.606024925925595,7.0401359139094195,5.5
212,16.936001156683812,52.62715085318522,6.629721192229134,5.5
213,15.27817282478365,57.1091530884419,7.572204692517046,5.5
214,18.062017439069418,37.76838201030611,7.38813502304422,5.5
215,21.859291166232126,41.03562321809089,8.329654253083218,5.5
216,21.69681712735541,46.416104542810835,7.8814692357556995,5.5
217,23.16932236992388,40.84680216353428,6.98045951029616,5.5
218,21.41507842286152,55.66210316532317,7.555208620653513,5.5
219,19.925250748555634,47.31075677732958,7.154574778694349,5.5
220,17.187544174970217,51.922154164064075,7.758432181632623,5.5
221,19.532224111689693,53.553618270111755,7.135883686380587,5.5
222,26.511659582406125,25.73332578845845,6.542685714757066,5.5
223,16.77538611281498,52.91325141114045,7.386729666996397,5.5
224,13.920485895536434,70.97886096313225,7.302328518251332,5.5
225,23.31989786422006,45.3027797328823,8.017083047646707,5.5
226,20.817070603141566,66.06036059798188,7.871587877778892,5.5
227,15.877803097930695,44.742936436282584,7.613710190000921,5.5
228,13.21617475980485,55.81585789296607,6.868060897214366,5.5
229,22.071987077675246,36.51157933640633,8.164472658822088,5.5
230,16.842128893567338,47.74939819883281,6.702585652531934,5.5
231,22.567932066900788,54.730583374034836,7.380501435229545,5.5
232,19.560751593983486,24.061193097903978,8.178557940810173,5.5
233,24.466442764934385,47.99910947813321,7.551011145153795,5.5
234,20.63612768017808,67.14396306142253,7.79195376190511,5.5
235,24.96604135300882,32.71934958396413,7.710852539408533,5.5
236,21.08013888276798,40.16490856901911,7.638507669484727,5.5
237,17.504842384115758,52.53985623690065,8.184388171844686,5.5
238,17.452119815045158,43.47476042985817,7.467758518233106,5.5
239,24.15679840971601,50.232202783312616,7.451687573054959,5.5
240,23.786800245198254,55.627431233266066,7.467766807779249,5.5
241,12.658349191106463,59.055983468267506,8.042963277394968,5.5
242,21.844383579622697,62.865656218037344,7.061387133148543,5.5
243,20.67959939865684,42.73163449948695,7.503990821654409,5.5
244,23.603578179103135,64.12551740501097,7.474797132933568,5.5
245,25.245311611764393,47.28471834636575,7.374610031037966,5.5
246,20.679815248078036,41.575784623766616,6.951917321155786,5.5
247,23.672885723038405,44.452763267001316,6.763705779058459,5.5
248,18.655170320225086,32.33262637366858,7.01648464061405,5.5
249,16.195993479321643,49.424177441886165,7.6736094399710595,5.5
250,17.074899563202024,30.831020809996556,7.453830379662814,5.5
251,22.585192111296536,69.08879142952114,7.110906237946533,5.5
252,21.127246574191496,70.76632758029629,7.687761242687613,5.5
253,17.985922436759687,57.726458933902705,7.529848392059829,5.5
254,20.741802023674104,64.28822780695538,8.013511149919628,5.5
255,24.24031725786905,58.233692874231494,7.389971930824256,5.5
256,25.50662427494514,64.0014158528703,7.177767288501138,5.5
257,20.022070140732733,59.27245850719269,7.842190819181532,5.5
258,18.435636230532133,63.75687789707364,6.837589274352207,5.5
259,19.86396857227729,60.16487419446863,7.189920850592548,5.5
260,15.919821332208151,42.94436322011084,7.091056067875108,5.5
261,23.479443744497804,35.272336279844254,6.625714004710265,5.5
262,19.029513122553873,55.58159138021108,6.703170047677895,5.5
263,20.403712662356757,43.233170797201275,6.701694594453635,5.5
264,18.60314659092544,66.85555232026391,7.808861749026308,5.5
265,20.07067710857946,32.67591811277844,7.602409932206724,5.5
266,21.308073372530483,41.07319279777805,7.932073812649237,5.5
267,18.164237836010997,54.07859473844287,8.376691554990945,5.5
268,22.372557883353956,41.21139732125332,7.733455755699587,5.5
269,19.36465945475654,59.101491951027675,8.101913607135035,5.5
270,15.351775813714772,29.172618135669698,7.895723461452251,5.5
271,18.01849712064504,56.04315184883653,8.72269802075352,5.5
272,18.169280739426153,43.294235451626,8.23386604594549,5.5
273,17.612695063636828,48.77370142642266,7.482868633627707,5.5
274,24.929009717223256,54.14343167475019,7.441347240674314,5.5
275,20.228877353798747,53.611790390969155,7.442476967409511,5.5
276,15.495243459217724,48.701021875869046,6.424281818259601,5.5
277,28.615345421072888,64.21728095899539,7.13201806951645,5.5
278,16.060581332818252,43.64888939609054,7.852123837062031,5.5
279,16.489021498965265,67.95600135180722,7.361979136659389,5.5
280,18.453796305871755,30.433692449254405,7.23664555840753,5.5
281,18.14007016097431,40.074674527008455,8.441670408894897,5.5
282,27.4025668869024,35.05936948369223,7.168958396667241,5.5
283,22.88220874703281,45.84173983256417,6.6905796795502335,5.5
284,22.534209808192934,57.167581485576335,7.411556258540145,5.5
285,21.23287146995035,56.01716179261109,7.644421072160565,5.5
286,21.71784891169481,48.18979590209655,7.730824567871141,5.5
287,20.636954643836653,48.0921329772121,8.432711201575373,5.5
288,15.67815802598559,24.624135403354817,7.167429559805628,5.5
289,24.562318399897798,37.331440378047155,7.2206942140410595,5.5
290,22.481981766419572,51.60314943217293,6.95121753307891,5.5
291,23.840516613657694,60.57612359262623,7.42672823223396,5.5
292,21.468824785723758,56.230036817956794,7.669313258632834,5.5
293,19.93022249408291,72.34163247385236,7.718835254737731,5.5
294,18.47394228181416,69.69957761211275,7.54425683610431,5.5
295,17.68788586213067,73.54198784244748,8.145992123579546,5.5
296,21.503332147754342,50.31562697387171,7.763989525655409,5.5
297,15.380903546005156,45.014740301744084,7.063127616012859,5.5
298,19.625471688695356,48.49504155813459,7.573202658604915,5.5
299,23.44466105024998,82.59072712788308,7.133764946402359,5.5
300,12.750715934660455,51.062484415406026,8.31555463946773,5.5
301,13.654676496276846,43.14624752800328,6.260849482805164,5.5
302,19.301576314393476,36.55425799620014,6.988679455218803,5.5
303,18.736441230995883,62.41135200320338,6.552454821129539,5.5
304,17.92905004629812,31.852003819901874,7.061488986828099,5.5
305,19.278565337756312,42.22155706372904,7.319303207980512,5.5
306,19.56753482069956,60.50875712110489,8.028586000079924,5.5
307,18.401074646211583,31.730566880141513,7.9340285000000375,5.5
308,21.53416715509624,45.507851144875474,6.581156953393464,5.5
309,20.267127538005695,31.570812873118314,6.919259448608161,5.5
310,24.833724370807552,60.423338754862264,7.791768175623392,5.5
311,17.734017316260783,66.85812396894195,7.544494112638652,5.5
312,14.798428257586648,64.54703949080309,7.697108678441865,5.5
313,21.70588452984218,32.703778479962786,7.365873942387385,5.5
314,8.197794105853891,62.88631514229058,7.849063533183123,5.5
315,15.113050927670857,40.51905521671211,7.072618424070896,5.5
316,16.16212535501885,40.51858220897613,6.989558984617712,5.5
317,19.439642322112388,58.13081642879594,7.790384615006427,5.5
318,12.896368490117288,49.73773666249888,7.498904622437565,5.5
319,20.355533447395533,33.082740959206106,8.04589828000459,5.5
320,22.58643561946526,69.12073797842382,7.458058801062981,5.5
321,18.41696545798594,49.708964050177016,7.889853885562274,5.5
322,14.363124954165155,53.043233387053164,7.58260756492714,5.5
323,25.309305033428004,41.72008635038169,7.829244928244174,5.5
324,22.58628460495022,58.54190891109518,8.210185331470868,5.5
325,15.529338717865224,58.272272367692125,8.160202050218084,5.5
326,15.710075078512538,39.75578012491361,6.955749167496953,5.5
327,24.38529704164912,48.28341365478462,7.414519907323293,5.5
328,22.398465970158895,47.77777724985195,7.735358853517937,5.5
329,15.113663514895386,70.24393535730088,6.5949327525162635,5.5
330,18.246454188529817,26.442439283871906,6.875831032493826,5.5
331,19.561427599819105,59.92798644557029,7.099783261637796,5.5
332,20.132500659512125,30.209707974141303,7.920316476768556,5.5
333,20.101238642978046,64.05339109877883,7.468490228939394,5.5
334,26.064603794440636,55.21793303713592,6.121840421711356,5.5
335,12.490615317073246,52.60339149317736,7.524604228691074,5.5
336,22.88260061557526,32.7149259759959,7.09639601457278,5.5
337,25.54169498327393,54.13483270118917,7.395746016959911,5.5
338,21.827649374389495,49.731839716323904,8.47818196610639,5.5
339,17.822611066441024,32.16974367882211,7.580350629506006,5.5
340,12.103881714207436,63.73858581391668,7.264977490460896,5.5
341,15.702669120351082,54.92517871462364,7.068919574779352,5.5
342,25.71684675417682,44.72056468353258,8.238648486290952,5.5
343,18.494519484117017,35.501463711088064,6.777730934059342,5.5
344,20.081325507166774,42.609007423362655,7.09117795766463,5.5
345,21.845890078897572,51.408977459766874,6.940177872550837,5.5
346,16.023607610218086,67.87637820579882,7.594081112405455,5.5
347,19.02843988651787,68.24613531380598,7.392767542860369,5.5
348,23.536250179315232,56.630656164461804,7.454943663496865,5.5
349,18.337248093014715,40.72981049991445,7.634443654441432,5.5
350,17.37049760061918,70.73108628018869,6.967220805828234,5.5
351,21.279283534032597,79.59282500684152,7.327368326201138,5.5
352,17.76121554428844,54.07764776016609,6.787266049442984,5.5
353,20.683650975267163,56.474627766557575,7.6549657220444365,5.5
354,20.73274321569776,51.15215645999293,7.311518932947303,5.5
355,17.51919291060156,35.06712452191835,6.8884987495107035,5.5
356,17.361591689636068,42.43088938745327,7.300937830622954,5.5
357,18.963854316787653,30.028080131527624,7.785562179510592,5.5
358,19.657052286230677,49.342325352892956,7.9912178279345545,5.5
359,17.570870022245025,38.483137621188014,7.445994790562129,5.5
360,23.085998591799918,27.73927474817868,7.280311339461431,5.5
361,10.918077157733208,52.984386809195215,7.090437229381832,5.5
362,22.743602968313994,47.84313736452778,7.228454098685148,5.5
363,22.7640277912567,55.277736479652496,7.712883549309292,5.5
364,18.552836798880627,47.97797026101654,6.72488242622204,5.5
365,22.112520665204112,55.63662307144511,7.577902296398731,5.5
366,20.17162998864179,46.15061365257807,6.767409149827882,5.5
367,20.53940790629495,46.064493435150844,7.507015817004978,5.5
368,20.345243915949457,36.846890744127954,8.228229269398238,5.5
369,21.666361504888254,26.442936817931372,8.122883118531385,5.5
370,17.23023378049687,27.48633706785034,7.066224970549198,5.5
371,18.265648569630343,37.4102971401756,7.726087320698591,5.5
372,20.074222354860424,42.5613660544299,7.1934610907306915,5.5
373,15.986758201722303,55.255491404438175,7.206183328121002,5.5
374,15.237969095951888,63.288532852679886,7.052081632535305,5.5
375,15.598926114929558,45.57272665492711,7.243365724271542,5.5
376,18.57388453282485,34.155647924885166,7.044888587891978,5.5
377,23.38284257583139,61.85397432382264,8.127272884888239,5.5
378,19.082243469657634,60.56115875598366,7.0400552543566945,5.5
379,22.65767050321078,65.25213140213327,7.385091489512813,5.5
380,19.55765368575738,48.12898452209815,8.139546131970082,5.5
381,20.762645313680924,37.314806632373624,7.883991343710189,5.5
382,17.04350908786871,49.12172857920224,7.274420612599932,5.5
383,18.185595143223065,38.51386114446215,7.445858141940747,5.5
384,17.412573246611792,52.71375652052327,6.698630101732525,5.5
385,17.837980101787124,35.20449327324736,7.1541437357881685,5.5
386,24.921799880266956,58.357002301629244,8.393322840380092,5.5
387,19.404497943229014,41.291769886997095,6.584450155164674,5.5
388,13.770802706802627,56.90279704427388,7.948111449082992,5.5
389,23.14387172504353,43.09336337464581,7.78494220695599,5.5
390,25.137961294286466,69.81871004645848,7.116132037026153,5.5
391,19.594769980861386,37.8653423561865,7.494388295236008,5.5
392,15.439630665728076,41.67366294319967,7.662959866949424,5.5
393,19.111520260964905,48.377226362765526,6.9267807853548256,5.5
394,20.0883150023434,65.30325324959568,8.418876169896558,5.5
395,23.803247786602917,37.43936785559727,8.276809624344201,5.5
396,20.712704924549882,58.98803904341668,7.697859580379934,5.5
397,22.605117129417795,54.68627360197906,8.191385563609195,5.5
398,12.160964892461482,66.43787745372437,7.597984716410869,5.5
399,15.44968945862769,48.89002171791201,6.971695750610123,5.5
