unit_id,CropYield,LeafGreennessIndex,EC_Salinity,do_iron_fertigation,do_potassium_feed,do_ph_acidifier,do_light_controller
201,14.79463731640285,8.199178895561259,29.006565949433824,50.0,50.0,6.2,75.0
202,20.453670398496083,7.929098887946219,42.227592164483866,50.0,50.0,6.2,75.0
203,19.347464020523642,6.851341588469294,43.17587290271016,50.0,50.0,6.2,75.0
204,17.906998303474314,6.909768101225975,58.51262039320609,50.0,50.0,6.2,75.0
205,21.921288564907805,8.343501208371276,64.70664251578611,50.0,50.0,6.2,75.0
206,23.859760659540196,8.185631906499637,32.68946910509034,50.0,50.0,6.2,75.0
207,11.981126835497594,7.047364340035135,62.5633613018713,50.0,50.0,6.2,75.0
208,23.349202148375877,7.61758053391124,51.27698411288323,50.0,50.0,6.2,75.0
209,22.55259239190939,7.6034450230111545,71.12109144874589,50.0,50.0,6.2,75.0
210,16.887462828745754,7.380673254660648,61.62713647246452,50.0,50.0,6.2,75.0
211,18.646899471268934,7.644913504693342,58.415950633334674,50.0,50.0,6.2,75.0
212,15.849735481545984,7.039481943844329,57.69170008856598,50.0,50.0,6.2,75.0
213,22.855435309368044,7.914780847503847,59.0664654868122,50.0,50.0,6.2,75.0
214,21.106189298216364,7.578241520208753,29.142974357986194,50.0,50.0,6.2,75.0
215,16.50655850878923,6.846013917332328,54.93953654920844,50.0,50.0,6.2,75.0
216,20.25036538082668,7.942192255440549,55.50857537618804,50.0,50.0,6.2,75.0
217,14.485190095767859,8.386946780032567,69.61247961328861,50.0,50.0,6.2,75.0
218,20.050671835578374,7.699564618493736,45.94315936185609,50.0,50.0,6.2,75.0
219,19.678395466115486,7.7011958752753324,53.98887507688515,50.0,50.0,6.2,75.0
220,20.704472623100568,7.757222954567694,46.20180314376352,50.0,50.0,6.2,75.0
221,24.302332961893097,6.902181766404735,48.062288727328934,50.0,50.0,6.2,75.0
222,17.28485493561022,7.343989216936994,50.389362537654605,50.0,50.0,6.2,75.0
223,24.0141624054725,8.286944518631147,61.108835200229166,50.0,50.0,6.2,75.0
224,22.580380199590337,7.024817327608185,21.38163404849719,50.0,50.0,6.2,75.0
225,20.203016850655995,7.240218218306784,48.36895244387988,50.0,50.0,6.2,75.0
226,20.201201418112568,8.118316902798297,56.99945541340643,50.0,50.0,6.2,75.0
227,25.546163084667985,7.202228772898404,52.541544428650695,50.0,50.0,6.2,75.0
228,22.37390629958239,6.960345592563445,79.43327976953017,50.0,50.0,6.2,75.0
229,22.0757057649851,7.377366518881428,59.688558155293784,50.0,50.0,6.2,75.0
230,16.649647623319122,7.806502066053354,47.42023883820033,50.0,50.0,6.2,75.0
231,20.143433288443003,6.979245122546825,55.526359831383246,50.0,50.0,6.2,75.0
232,17.70367111787477,7.414246777918301,27.26856771690457,50.0,50.0,6.2,75.0
233,20.18353577922542,8.571289373616175,62.538540146036134,50.0,50.0,6.2,75.0
234,23.58504742643201,6.904570031333174,57.617513839152664,50.0,50.0,6.2,75.0
235,19.597349949344213,7.497741023551041,58.109509427529844,50.0,50.0,6.2,75.0
236,19.81810013120256,7.404215085366532,39.46863416254409,50.0,50.0,6.2,75.0
237,18.03643933799687,7.564862856484752,14.72736912364167,50.0,50.0,6.2,75.0
238,23.665516897671726,7.438459048790713,51.733744690764595,50.0,50.0,6.2,75.0
239,27.133035779144166,7.475580299766676,35.365778991937944,50.0,50.0,6.2,75.0
240,22.599948823238673,7.572511074223702,38.17201152933903,50.0,50.0,6.2,75.0
241,17.44945589612324,7.483704918779957,38.46368791415422,50.0,50.0,6.2,75.0
242,18.757940504792476,7.1948093434816585,67.85211704558326,50.0,50.0,6.2,75.0
243,18.987722219905354,7.3112853727547105,42.54478861722793,50.0,50.0,6.2,75.0
244,16.247019471814582,6.526185022937518,32.691992899171055,50.0,50.0,6.2,75.0
245,21.970629514346832,8.334990218076491,56.969945246348786,50.0,50.0,6.2,75.0
246,18.00269086093311,7.332437256467798,34.10493331976285,50.0,50.0,6.2,75.0
247,16.54050572382456,7.3879087278916105,57.029882596755876,50.0,50.0,6.2,75.0
248,23.824218140089222,8.017500912045334,36.970108870712025,50.0,50.0,6.2,75.0
249,13.996683620246781,7.242843683978646,32.61200273020358,50.0,50.0,6.2,75.0
250,21.812522931129774,7.802683087611164,42.823150147354696,50.0,50.0,6.2,75.0
251,19.61515160275095,7.044127363478744,55.48415598175378,50.0,50.0,6.2,75.0
252,19.17938414488423,7.745169925147703,52.02535187080626,50.0,50.0,6.2,75.0
253,21.794289915659498,7.881119115061906,49.47745059686763,50.0,50.0,6.2,75.0
254,13.085023826193916,7.364624306951104,76.19649675442957,50.0,50.0,6.2,75.0
255,22.688792472975905,6.714673230425351,24.091528158552833,50.0,50.0,6.2,75.0
256,20.75071070911339,6.6723403250933755,38.894933469413274,50.0,50.0,6.2,75.0
257,22.914338997939637,6.929630382831951,42.78011699811918,50.0,50.0,6.2,75.0
258,16.685571722100658,7.114367599903685,64.96475469991493,50.0,50.0,6.2,75.0
259,18.028627684175735,7.047178880426005,51.77679441568107,50.0,50.0,6.2,75.0
260,18.985594130370327,7.444927861718884,31.833517665379112,50.0,50.0,6.2,75.0
261,18.322111997738876,7.799636727104661,39.77543685509076,50.0,50.0,6.2,75.0
262,15.11043153116861,7.168319874087978,52.492234523253956,50.0,50.0,6.2,75.0
263,17.719147364289768,8.081275483966232,57.439719296727674,50.0,50.0,6.2,75.0
264,21.864579578743047,7.43501442263586,44.30731509960935,50.0,50.0,6.2,75.0
265,19.411358218737863,8.36881348578266,32.38084728819328,50.0,50.0,6.2,75.0
266,21.3481644783329,7.820961194832705,56.07765833347501,50.0,50.0,6.2,75.0
267,15.260186093433063,8.174443782517091,41.69661601465144,50.0,50.0,6.2,75.0
268,16.503503401012118,7.087290199805287,84.5709340133561,50.0,50.0,6.2,75.0
269,17.12559960202683,7.186382235738997,48.87930977858144,50.0,50.0,6.2,75.0
270,20.106325092623024,7.192520765812188,52.482282688403394,50.0,50.0,6.2,75.0
271,19.8535311893846,7.578096901942999,26.42873010871787,50.0,50.0,6.2,75.0
272,17.928403477948336,7.634659508839617,63.85761110297151,50.0,50.0,6.2,75.0
273,13.961835517658951,7.175682422053981,49.29380606396425,50.0,50.0,6.2,75.0
274,23.892900447243598,7.435697690209014,45.27388598519892,50.0,50.0,6.2,75.0
275,17.871019052608457,8.210683484719816,58.873496946821014,50.0,50.0,6.2,75.0
276,19.115589791097456,6.462390868995907,33.086347373656146,50.0,50.0,6.2,75.0
277,23.27866688387238,6.9374976840733575,29.64360057049014,50.0,50.0,6.2,75.0
278,23.058829502677128,7.662503328390273,42.623463323037306,50.0,50.0,6.2,75.0
279,19.30152131985067,7.476253024736437,53.632597176780855,50.0,50.0,6.2,75.0
280,19.713107069692906,6.748760714055219,52.25166514072361,50.0,50.0,6.2,75.0
281,21.099297910946124,7.198760457061168,65.55727348953323,50.0,50.0,6.2,75.0
282,16.385838363986736,7.201807957461367,40.05166896511731,50.0,50.0,6.2,75.0
283,22.660428930819624,7.890065123085073,53.937003741664405,50.0,50.0,6.2,75.0
284,21.192760912789662,7.4171726349747695,44.50855321499257,50.0,50.0,6.2,75.0
285,22.614516481849982,7.654552877658749,67.60886220248226,50.0,50.0,6.2,75.0
286,17.22409105114146,7.704476979917659,56.77016730753032,50.0,50.0,6.2,75.0
287,17.24839425000883,7.357796875677708,63.839522224752784,50.0,50.0,6.2,75.0
288,14.951718062440271,7.8010957092495925,56.815831203373314,50.0,50.0,6.2,75.0
289,15.114886136084065,7.788746743090643,50.149116348039165,50.0,50.0,6.2,75.0
290,24.19826823481149,8.006855186774638,32.40664284167092,50.0,50.0,6.2,75.0
291,26.640515055708235,7.30628025598601,30.30741628149815,50.0,50.0,6.2,75.0
292,19.9762069798322,7.548740854373568,43.788612842714514,50.0,50.0,6.2,75.0
293,13.620804239427667,7.793142247501523,82.36594535206358,50.0,50.0,6.2,75.0
294,23.037781255016498,7.105348580926433,54.07542981217268,50.0,50.0,6.2,75.0
295,18.271576046435758,7.895241536952259,57.844421024541234,50.0,50.0,6.2,75.0
296,15.619169789934372,7.294177933824015,44.571781339960594,50.0,50.0,6.2,75.0
297,18.878867485387456,8.091692639052592,44.375078731024985,50.0,50.0,6.2,75.0
298,21.0959452570346,8.106651543681147,56.6686138460161,50.0,50.0,6.2,75.0
299,16.517063183252027,7.429510132176355,68.08754516922804,50.0,50.0,6.2,75.0
300,25.14202899260004,8.508499491602546,47.00831937704339,50.0,50.0,6.2,75.0
301,21.982528926162114,7.784339668055549,56.433447497262456,50.0,50.0,6.2,75.0
302,19.19259952852994,8.349092503767588,75.77246916787526,50.0,50.0,6.2,75.0
303,17.861219378430924,7.203601853193422,53.56922679121691,50.0,50.0,6.2,75.0
304,25.003381701577606,7.896029970470743,56.8831269746844,50.0,50.0,6.2,75.0
305,23.517279441404195,7.709472077545315,62.57481869316425,50.0,50.0,6.2,75.0
306,25.06560978783616,7.775530061736564,51.39444312662274,50.0,50.0,6.2,75.0
307,17.89664815140176,7.381083409048712,54.4193660027549,50.0,50.0,6.2,75.0
308,21.2108425967293,7.50970118245426,51.95822972349495,50.0,50.0,6.2,75.0
309,18.660595690357077,7.269425158220367,56.09020075507446,50.0,50.0,6.2,75.0
310,20.091224647509534,7.122872340320435,57.98643417022012,50.0,50.0,6.2,75.0
311,18.7178052782795,7.598287085131122,46.70260197499411,50.0,50.0,6.2,75.0
312,17.584182478077793,7.127379155120023,41.55830994886012,50.0,50.0,6.2,75.0
313,18.752767602810827,8.511765674351185,48.63843082867992,50.0,50.0,6.2,75.0
314,17.918719086888906,7.3503131890429785,72.01998591152191,50.0,50.0,6.2,75.0
315,23.43845016192784,7.033121278255204,62.67662915476395,50.0,50.0,6.2,75.0
316,25.196758438396618,7.625996622092126,54.88595873909691,50.0,50.0,6.2,75.0
317,21.774709331040736,7.711817580033615,68.9429047307177,50.0,50.0,6.2,75.0
318,24.159208445068554,7.947641384550189,35.90394303801227,50.0,50.0,6.2,75.0
319,19.20907496186272,7.271410576688775,46.06222408283018,50.0,50.0,6.2,75.0
320,28.999031569476614,6.9392971761254,33.569431945508796,50.0,50.0,6.2,75.0
321,19.922028024378946,7.077891967224438,64.46517126695531,50.0,50.0,6.2,75.0
322,20.509318060298355,7.658309999378416,41.19523070246304,50.0,50.0,6.2,75.0
323,30.098122433049234,7.885393576572962,34.195795322576224,50.0,50.0,6.2,75.0
324,22.371503732354217,6.967878077571768,64.24060147195553,50.0,50.0,6.2,75.0
325,23.31398786162855,7.0116637726140265,64.38145995692636,50.0,50.0,6.2,75.0
326,17.056917940114502,6.896947331563791,51.67860199006015,50.0,50.0,6.2,75.0
327,28.071637259270688,8.413694398688035,49.74631285378527,50.0,50.0,6.2,75.0
328,14.820817591266987,7.846719369044611,58.24685040407694,50.0,50.0,6.2,75.0
