unit_id,NicErrorCounter
352,15.782271748647734
353,29.439208988992824
354,48.545215741558295
355,27.205462958857712
356,46.12303256412182
357,36.563349404820634
358,52.953837371568746
359,64.07012992432642
360,54.10864129272562
361,56.45541448833027
362,26.232675189191976
363,64.72287571722231
364,11.54555847057398
365,37.95166090446833
366,49.09283250773411
367,49.92770035985288
368,33.190140956245926
369,74.47796723283058
370,38.88984686961677
371,34.06116726494412
372,51.33602091623237
373,45.09558638964157
374,13.609918847517129
375,65.15141269989006
376,64.12676601550181
377,57.78204423474256
378,29.797926428978606
379,6.770198665792492
380,39.54617369361206
381,62.977955115709996
382,63.75325041789179
383,33.765961499644334
384,28.08624992554353
385,48.4799128349001
386,41.6822710185342
387,7.611553167722555
388,66.19226581216056
389,-0.19423868317980464
390,53.03059261995055
391,44.14575343923032
392,38.012166092617065
393,40.53515217679444
394,19.710428684068408
395,54.484311470404535
396,57.48538040477209
397,28.452558265181843
398,67.9875483237975
399,37.82930543590046
