unit_id,WaferYield,EtchPower,do_set_ChamberFlowUniformity
134,-7.624083887792226,24.613346704485984,55.0
135,-9.537351440254842,34.59110512511083,55.0
136,-9.401732514557803,14.931461817749955,55.0
137,-23.932260954245322,31.396693657388163,55.0
138,-1.4020984637892617,43.195055665795266,55.0
139,-6.632017743151358,31.649451964045927,55.0
140,5.336871205355199,41.38873348054662,55.0
141,0.9492451438794154,32.61677555832731,55.0
142,-33.47136066707588,58.12596018224496,55.0
143,-3.7452535337901196,49.84318010239015,55.0
144,-16.394297658774516,55.63636408899794,55.0
145,17.28137882518064,42.234493634351,55.0
146,2.8208738870172363,40.381856966086296,55.0
147,-21.683202435569605,56.64986295224453,55.0
148,-4.921162148660903,43.18335314881208,55.0
149,-23.925545170819188,43.2747766219178,55.0
150,-16.33490411476618,48.59264638474185,55.0
151,-10.130709231004403,30.360876369071093,55.0
152,-1.7164877479160108,28.073973806258437,55.0
153,-1.1987373740111158,55.422800186808004,55.0
154,-3.9069959210520206,40.04114950269816,55.0
155,-19.326365401639507,44.15536417347224,55.0
156,-7.562806348990363,38.386596543642796,55.0
157,-24.7052001429892,31.202230444482662,55.0
158,8.556572969663812,28.89371098250709,55.0
159,-2.271402232918997,33.85441194928769,55.0
160,-24.38533131832721,38.14156218484892,55.0
161,10.279961528690565,30.265587133285422,55.0
162,-29.26630221365528,44.22260566854578,55.0
163,-2.3998490182007783,27.866147486816732,55.0
164,5.039907138043045,15.497222008217577,55.0
165,5.480975451760185,28.7338456605295,55.0
166,3.2331857141732465,25.019130774704955,55.0
167,-1.1321429870129096,24.20515279564843,55.0
168,15.709444425373322,25.20889766951867,55.0
169,19.522039796510267,40.8949687295577,55.0
170,-0.1385214178487697,47.76434414801771,55.0
171,-16.357169768820363,59.40600556335259,55.0
172,-8.371180220960952,46.929492628043285,55.0
173,-10.096187268224387,47.18255312597326,55.0
174,-17.96841003933949,53.110161250567174,55.0
175,-20.712432930932977,30.316462093563253,55.0
176,-17.35093162782968,56.66128201727928,55.0
177,-16.131621236974823,34.46283628584127,55.0
178,21.04610773493899,15.840351582257757,55.0
179,1.1126813099491324,45.3935587926706,55.0
180,8.095779777630423,25.538074384424963,55.0
181,-20.877976157433775,39.54533707210362,55.0
182,2.2590357060330084,12.82488010577407,55.0
183,-1.109691551393917,24.4404490905519,55.0
184,-15.780628657332446,27.751561463770372,55.0
185,34.98967081367506,27.089233224622525,55.0
186,-13.123551266510935,38.91956535038024,55.0
187,-12.111157055131663,51.774902252573554,55.0
188,-6.431131632104687,39.91125521731837,55.0
189,-15.747158050405279,33.222687873226334,55.0
190,-5.216188679882967,48.98022015783449,55.0
191,-7.464293655431808,43.21536590126354,55.0
192,1.4867711236716001,35.20179663815741,55.0
193,10.600849448487486,9.307726694829608,55.0
194,-15.288176914318802,62.17453381254913,55.0
195,29.880358333260084,19.858672384525416,55.0
196,-4.886592663465251,24.918296527849236,55.0
197,-12.573269337236399,31.91032700158779,55.0
198,-22.193744335996595,56.65922689789385,55.0
199,-2.5560814044844062,38.917130803973656,55.0
200,9.259256004446696,19.405810139501828,55.0
201,-16.027761730110672,61.64539655529112,55.0
202,25.475611543196067,27.776210266318945,55.0
203,-9.91271626243897,35.213501972647485,55.0
204,-2.126741429382919,27.8012802421301,55.0
205,7.283119340215227,14.896271798407025,55.0
206,-18.501833908666168,50.112811149792925,55.0
207,-25.767654228247423,31.67344209083694,55.0
208,-5.089940345450118,32.76946101932188,55.0
209,5.8880091311316285,40.059702085265236,55.0
210,-15.497472216334215,67.5415611365281,55.0
211,-10.511712917354107,26.317173849115214,55.0
212,-19.22854896464458,51.21132502392481,55.0
213,3.0550440893984683,50.47052269379101,55.0
214,-20.92123627546023,32.99958374225292,55.0
215,-11.845084406029113,37.57277703260017,55.0
216,-13.692739438180299,39.946287699086646,55.0
217,18.105086953420404,23.414778897268448,55.0
218,21.0101308561554,29.716469620290646,55.0
219,-16.253906515240583,39.515471287873,55.0
220,-15.382812839757928,52.1137626108282,55.0
221,-7.462435889352908,40.13749938050758,55.0
222,-21.556717424549284,31.66892475381822,55.0
223,-14.007549834130518,33.04231604156376,55.0
224,-5.761238849446045,35.61267176158251,55.0
225,-26.185127399849776,60.88484384377283,55.0
226,-1.5668940216402465,48.37527795765003,55.0
227,-29.819218822350926,68.31622807424945,55.0
228,0.34654496678028757,48.71549851740049,55.0
229,13.086189854544813,14.549755464153646,55.0
230,-22.9003327943308,62.351982129208814,55.0
231,11.254037307543976,34.81196620449141,55.0
232,0.7929889802364207,33.40338136462429,55.0
233,-18.035361472541965,47.03275951893201,55.0
234,-11.601410679745477,56.73885146761803,55.0
235,-13.5141476572783,30.636538071257753,55.0
236,28.007422726901773,33.95484184345506,55.0
237,-18.589427059990168,45.63261397673911,55.0
238,7.460227894490979,40.78061622965177,55.0
239,16.043741924677267,15.933282216180334,55.0
240,5.040199998092885,28.445947395550206,55.0
241,-21.329400263522306,31.29435786725932,55.0
242,6.464515992968289,20.194988715798207,55.0
243,-7.8894676301538995,26.78948536947766,55.0
244,6.574245005250608,13.261134432284484,55.0
245,8.360883171887348,10.08137977435446,55.0
246,-4.508417633028182,44.82007739065361,55.0
247,-7.621800949302694,43.675783585335296,55.0
248,6.964096116406312,12.869091915526257,55.0
249,-11.926757438944442,28.72634012306016,55.0
250,-16.30806401585947,31.066175930711466,55.0
251,-8.90925293485806,47.00331817897551,55.0
252,-11.50774215894155,31.73835030457774,55.0
253,-6.875596967956125,40.02251043878788,55.0
254,-11.033704440374946,60.7054784365491,55.0
255,-15.597986634048425,56.39394914653833,55.0
256,7.678710664112328,24.851177459680695,55.0
257,-11.653186651264832,15.906195448484315,55.0
258,-8.32207878340176,45.81610916141831,55.0
259,-12.228471883968558,28.465233505744838,55.0
260,-25.478390071605716,42.290703854444686,55.0
261,-3.404348395260355,23.188862813900137,55.0
262,-14.326831784216493,47.74808344023025,55.0
263,0.5361164878483353,45.18882897168193,55.0
264,-2.1274361579643775,40.466870826324076,55.0
265,-7.7531335364242295,48.90446433991498,55.0
266,-11.54706540540135,36.88099089183453,55.0
267,-17.196139681983805,39.21566771669956,55.0
268,6.6293177500741605,12.655986661355108,55.0
269,-24.70771311967602,35.76769244705989,55.0
270,-14.405732200912263,57.99876061632584,55.0
271,-6.190584969914466,40.87203609196578,55.0
272,-8.309573911809345,49.886926823823664,55.0
273,-5.80251620202222,42.65058195276612,55.0
274,-4.897770163528718,42.90245253989886,55.0
275,31.063534691692748,35.9108874151174,55.0
276,-13.428148247124339,37.50551911603575,55.0
277,3.459593774815468,41.02928852075115,55.0
278,2.824205329936005,46.83685045125093,55.0
279,-3.3512068460410265,14.42609905877437,55.0
280,-8.26269959983343,36.087836841578344,55.0
281,-9.416973204224497,25.23943657100573,55.0
282,-6.958816868914035,27.71663729826338,55.0
283,-9.513531992727547,30.532733479956242,55.0
284,-18.965326343305808,51.45588223092757,55.0
285,-0.2846133111788909,18.720066704008982,55.0
286,-1.4433875229963653,24.433323418790856,55.0
287,-12.03085491479531,63.752250707928575,55.0
288,-15.331865597191822,39.796595987398945,55.0
289,-21.263548590752205,37.62658481124406,55.0
290,-5.658348128944122,50.00999762914584,55.0
291,-7.992768928517857,56.91141826771975,55.0
292,2.464977883763522,37.16935081282052,55.0
293,-18.792825161295855,31.354596262176685,55.0
294,0.20265056802134307,33.45976565989594,55.0
295,-23.550572534249525,40.62565877129981,55.0
296,-21.59730802604883,52.70226689244003,55.0
297,-0.5010637807985079,35.27207024387892,55.0
298,-23.44840570901885,45.829091088311515,55.0
299,-17.566286622326817,64.45046820901155,55.0
300,16.10607667715198,20.718054847865478,55.0
301,-3.316724900876248,25.38369701020038,55.0
302,-11.31037374930138,28.515141095947115,55.0
303,-21.447405609703253,40.816413627060015,55.0
304,-14.097635923103969,46.793872386820986,55.0
305,-30.503376797230725,57.917107334825126,55.0
306,8.496655028835871,50.992383141033464,55.0
307,-21.285944810573888,53.81460371972733,55.0
308,17.159712531117425,13.993293739506084,55.0
309,-4.634407310324783,34.11120912069392,55.0
310,-9.379315677957873,37.14711815780578,55.0
311,-29.974015213979506,37.73092886191354,55.0
312,-20.50248267841113,50.47595973718827,55.0
313,-1.92803341808788,34.02331006218386,55.0
314,2.079082294494315,28.35842480253166,55.0
315,-14.452529243526794,28.193790553925645,55.0
316,-16.529104453206852,39.623008712957166,55.0
317,-6.663585585799376,32.31012346140266,55.0
318,-9.229595378527096,38.87393141136895,55.0
319,-6.568510658682397,38.24458765752505,55.0
320,-13.124311133568513,51.56972195793027,55.0
321,-0.37319027315151176,55.9303273515655,55.0
322,2.569805948820743,22.54749310349527,55.0
323,5.020925131919313,33.80727857333662,55.0
324,-2.7509034558667076,28.33398415367887,55.0
325,14.40075274510564,36.06872303198565,55.0
326,-10.593205637497805,53.7631402235758,55.0
327,-15.095275658007568,41.8144067309285,55.0
328,-26.384913972779923,59.97718298493322,55.0
329,-28.505645731828217,46.663865971831946,55.0
330,-14.019254730012298,56.98065277239495,55.0
331,-11.04488306936907,51.30950752498705,55.0
332,-4.369629049952305,35.75496527319078,55.0
333,-0.8043287973050104,32.14817535513245,55.0
334,-22.75685956680454,34.752615606708204,55.0
335,-7.98358210418409,39.13491405649235,55.0
336,-12.699938123788476,35.84071867805358,55.0
337,-14.432942334500655,31.443139759737548,55.0
338,-24.40597207306866,69.28447004570234,55.0
339,-28.17668311002014,49.40678223825218,55.0
340,11.361619923007456,31.1623569213246,55.0
341,-14.577875076034939,40.94622250779492,55.0
342,-17.57723698441462,26.95367826902228,55.0
343,9.64420354993099,25.405999030241933,55.0
344,-25.026736120394766,29.52318857442006,55.0
345,-22.94619719797864,61.36131051074477,55.0
346,-6.034570881075495,48.33423860328258,55.0
347,-2.184730268532887,42.562950142969065,55.0
348,-0.9583172089658707,43.20372498961644,55.0
349,-4.593769274237424,27.94794988110384,55.0
350,-2.12465103742369,23.909535281326047,55.0
351,7.752400725275874,32.37022953074357,55.0
352,18.293284491315365,39.42850822820117,55.0
353,0.9065978513437196,40.23834011836315,55.0
354,-18.800438890369712,39.087581916697495,55.0
355,-24.10639422403328,48.36528623776608,55.0
356,4.247724138913487,46.181497845072904,55.0
357,7.52018893472165,31.2570174880488,55.0
358,-21.579657903574645,61.028527274122666,55.0
359,-7.732964958697428,54.26002895607826,55.0
360,-23.49557166532466,44.112052149156995,55.0
361,-12.754608560589748,38.24739788718868,55.0
362,-24.34134257837984,54.545878973527806,55.0
363,-8.696152428147508,33.58943430220769,55.0
364,-0.30523941964880436,35.471949767226185,55.0
365,-5.657000221752886,28.91987142531441,55.0
366,-21.715563209620477,46.37619328805193,55.0
367,-22.434485261512386,41.78798818318165,55.0
368,-4.358849755760481,32.84767489289776,55.0
369,-22.204665165908175,53.62057962020039,55.0
370,-1.7949346164081033,47.97319074731859,55.0
371,-13.547222555194699,44.6513540665443,55.0
372,-17.442201796193412,51.28909630416485,55.0
373,-11.91276271327109,35.822500364296666,55.0
374,-10.514927630847291,30.002864483453045,55.0
375,-8.732269272312355,35.030390976595314,55.0
376,-6.292822880126476,37.087942988143816,55.0
377,-14.063362673501121,38.93157088452511,55.0
378,-19.126667006132585,28.46807648580086,55.0
379,-3.7096573304958467,39.0494385599601,55.0
380,-1.0903359360299958,29.329287311457755,55.0
381,22.205325012812942,42.65539289184583,55.0
382,-18.797204322490455,49.3026839561067,55.0
383,11.84543443028358,37.55477761444946,55.0
384,-2.0502478784138836,30.266277043457087,55.0
385,-9.92782484866618,25.367919734626646,55.0
386,-12.623989742486092,36.76872462932292,55.0
387,-1.2437960284728984,41.63103976130147,55.0
388,-10.62056015165959,39.98948798470499,55.0
389,-28.66758656075488,51.609032071941044,55.0
390,-19.699149093135063,36.90684235555823,55.0
391,9.257621073868183,17.232230182410543,55.0
392,-18.526127498818337,42.31723502819096,55.0
393,-17.068699540341125,37.08539554696474,55.0
394,-0.48427541016827114,37.35028930056859,55.0
395,-8.47552873247678,39.511501195016,55.0
396,-20.07277804603109,32.40483098162831,55.0
397,-5.608563357065201,29.295143217338833,55.0
398,-5.142376284511884,53.08489294296744,55.0
399,-13.675069746909454,34.5611550835577,55.0
