unit_id,WaferYield,ChamberPressure,EtchPower,ChamberFlowUniformity,do_EtchPower,do_FilterUpgrade
50,16.708157002577533,71.71469548561625,11.296626210634681,79.6028198327295,15.0,1.0
51,6.774707146702893,84.969834795637,12.355349186698934,77.52274981925845,15.0,1.0
52,4.280074719355782,74.68046210596188,18.47564523187035,74.31382986853447,15.0,1.0
53,7.282848305629222,78.51418029273589,16.15743254710739,49.31082116684768,15.0,1.0
54,15.803997930882588,70.08077034173851,14.313421581369854,40.28770192154722,15.0,1.0
55,15.49870165063609,68.70060725027962,13.380679478349666,37.77683017512181,15.0,1.0
56,2.5851684260922383,62.205635641475645,12.107538806323296,58.42783828078828,15.0,1.0
57,6.767266688610954,83.36095416106298,17.8768273841797,57.48075950995706,15.0,1.0
58,3.2651779438748143,80.54090257542393,17.079768302805384,44.825085373970865,15.0,1.0
59,15.739526535345886,82.33528804092566,15.45311771940191,50.412921805981526,15.0,1.0
60,7.272972711311685,66.80675245493497,14.49049562450186,41.6072503711526,15.0,1.0
61,10.61224275115629,59.644077708199426,13.990977080474789,53.0204005039534,15.0,1.0
62,8.605161412187623,66.61682800604669,15.500335057543728,46.25988946955378,15.0,1.0
63,16.19400747720928,68.53803409788314,17.73663783178382,81.82479338957395,15.0,1.0
64,9.960208384689045,59.57153812682812,13.06847159678875,58.210032617652104,15.0,1.0
65,0.5594255179776972,74.21259563848365,8.704759896007603,60.1191243220133,15.0,1.0
66,0.8214836021728313,54.813874687914016,14.314182767325118,36.46024092292159,15.0,1.0
67,-0.6709973652701571,76.28053339474751,17.788353665103443,37.048787312777996,15.0,1.0
68,-1.9200329275778003,57.67148957817443,10.365455472076778,37.29391362798101,15.0,1.0
69,6.9991663526718195,71.38508279208797,13.071044224742474,60.10929124588469,15.0,1.0
70,7.077206556059526,79.72353163265606,19.093933766915864,36.09220943078436,15.0,1.0
71,11.539950377234454,82.62148166859043,16.520112365157424,31.462173858649702,15.0,1.0
72,8.076518824788028,70.91563309650033,15.960839650788103,49.813341137312506,15.0,1.0
73,13.592254790918515,82.2175367192257,14.818999900349223,63.52257760159055,15.0,1.0
74,13.356916605280771,70.47992219288923,14.82590594611643,46.248669282305286,15.0,1.0
75,15.976196530966764,51.903069205767395,15.09386563933947,46.289624938737504,15.0,1.0
76,29.613794154154768,96.78643859249145,6.821934052311706,38.46559952450451,15.0,1.0
77,-2.12984554706646,53.07170970689049,9.42984587607137,62.444989429376406,15.0,1.0
78,8.747684465392902,65.09346365471336,12.66331840512963,42.784150105960315,15.0,1.0
79,7.041790258385387,86.17644732137677,18.1740379454112,50.80526698904703,15.0,1.0
80,16.04925063356879,74.87696303239458,11.943315209938888,35.37079710213386,15.0,1.0
81,-2.325560454877129,58.52802155319666,24.159509482275354,58.48052646529324,15.0,1.0
82,22.098738497710386,91.19320660227848,15.489435769604057,58.2217941156225,15.0,1.0
83,17.979112830577204,70.73026398447222,14.49220458540016,72.15835071280051,15.0,1.0
84,14.552499599535404,85.60973849710489,17.042522451709985,33.35911439750595,15.0,1.0
85,24.663030807634254,79.31803982479533,10.657405412576153,45.87151546122895,15.0,1.0
86,10.867243876771866,72.62930314360318,15.608973614519519,69.16313110154482,15.0,1.0
87,10.275187221688963,78.98688376471011,16.03574327518218,62.04388774965331,15.0,1.0
88,12.07451983168933,82.13225752404223,15.294224761220235,48.74975497805313,15.0,1.0
89,6.952267541927315,79.61990750500048,19.76541753242904,82.85223006748613,15.0,1.0
90,1.9802263202337718,59.10967499548285,15.345614418985392,35.76628418346389,15.0,1.0
91,4.218826962616035,63.28314833747949,15.444660694102073,63.02788524308366,15.0,1.0
92,4.465805052066726,65.55629904766687,13.655251558628725,76.16085808017064,15.0,1.0
93,10.51924307724566,66.32158725965849,13.014325262780966,44.75851976084226,15.0,1.0
94,12.365956316594865,67.13003490705647,11.48824740969685,47.34440839968897,15.0,1.0
95,4.675969808872912,52.91092110880676,13.904923304024997,48.782066189680606,15.0,1.0
96,30.737507347165877,103.48281804948562,11.06582311214002,55.54455320850928,15.0,1.0
97,38.33468789576263,83.41722021867281,13.109941497904664,78.66297061437967,15.0,1.0
98,12.836983168212637,85.68853725917207,19.817823942361116,49.41014697993301,15.0,1.0
99,-5.396934463723679,55.490106892853916,14.828500074484028,24.213188439793875,15.0,1.0
100,26.913588722682455,89.94109402714005,19.112733905479235,53.356126468555445,15.0,1.0
101,3.670603510089368,63.942915670518275,19.06459544204888,33.622368394627834,15.0,1.0
102,24.574395564254154,87.23799930728461,11.728355802124625,43.04395417504662,15.0,1.0
103,18.13320351356087,78.7722834461928,15.197471714524664,64.92605678432449,15.0,1.0
104,1.7553655513875928,80.96052703667466,17.106367890369324,55.74791127116132,15.0,1.0
105,19.27786069675753,84.74405348015803,14.70010435277956,49.92649100396356,15.0,1.0
106,11.689443670319427,98.16487768000891,13.617601770978698,27.88439457376917,15.0,1.0
107,-1.85720463604369,72.80362710295205,15.493457372825379,58.165398826346674,15.0,1.0
108,23.123918226737356,89.349293138246,15.154046998159085,42.81520240106953,15.0,1.0
109,12.757899925288491,71.79440547515242,15.469485350860014,54.007417692877425,15.0,1.0
110,8.353445120511608,75.90293787607163,14.93272256103692,50.63586314605606,15.0,1.0
111,28.31623546272489,92.23387454858563,15.142792500362138,57.275084475993616,15.0,1.0
112,2.0337719652452906,81.06485664026256,13.858491789919876,46.63841538354912,15.0,1.0
113,16.860802947393978,70.55439574607806,10.711196140028699,28.09243652153091,15.0,1.0
114,-7.759581463051614,67.24506449837612,17.53883809270667,58.54122544287573,15.0,1.0
115,1.7209497328310572,54.56697569684282,11.803460652305459,70.90976701807355,15.0,1.0
116,8.04392086740927,70.26130476877897,18.165729119598456,59.3034116392616,15.0,1.0
117,6.749751531415034,74.37630370149397,16.8906647786447,78.84116488943283,15.0,1.0
118,30.613710014961292,90.6499897470831,15.675862840117386,34.217476503949364,15.0,1.0
119,15.605934137703645,74.20890403173618,16.497217358202864,44.70861506032138,15.0,1.0
120,5.00471128821609,78.31127158662488,14.741645560607362,54.769690384117595,15.0,1.0
121,21.97758713173613,79.07435938540878,9.526678518961766,30.97823072785994,15.0,1.0
122,24.738587711996825,80.07755717820683,14.715960697632884,47.57501973130851,15.0,1.0
123,7.7466545947102246,64.1806167069975,14.944405333107536,47.89806457443634,15.0,1.0
124,9.088115172591817,87.60758355136143,14.531828942109943,32.78089376437232,15.0,1.0
125,22.994646806191213,95.17219086569362,12.603506580469709,33.76538978772297,15.0,1.0
126,17.23841338314279,62.014677357494094,16.913340632880953,50.01847361989212,15.0,1.0
127,15.781240118596214,77.04926571008217,12.881347760213151,37.130882664670274,15.0,1.0
128,19.287116054608074,69.68952655580765,12.401626162041886,44.58146591481809,15.0,1.0
129,20.581641299844513,89.45591842838886,14.142952417950344,59.541319636168566,15.0,1.0
130,9.754492475026407,72.1199433934201,17.470827259711932,47.38445482900189,15.0,1.0
131,14.903055860156304,77.50499022096892,9.792124466760395,55.61354949204736,15.0,1.0
132,8.388645290207222,90.31730968419525,15.570057704971829,34.8517359323257,15.0,1.0
133,0.9919351775103173,62.136122250802856,16.44084746906568,81.6685342838071,15.0,1.0
134,5.19693685452934,73.2795724316419,19.036802529225618,67.61251286581104,15.0,1.0
135,3.422513426069781,58.128756899269106,14.326800603159883,35.556988654663044,15.0,1.0
136,14.397185887398994,74.09861137729743,8.49315567947167,55.91983356375806,15.0,1.0
137,4.623255297768745,87.45983185687078,20.021005714850663,32.60761353991532,15.0,1.0
138,5.894210994746495,74.85073490483154,14.045015480089539,38.11507324996509,15.0,1.0
139,7.790678965332136,66.52916833927044,13.286950175927764,56.874700799995026,15.0,1.0
140,7.0056553641119725,75.38881031161367,14.051104884794992,52.60665650434042,15.0,1.0
141,8.644487202115828,81.42094994654443,19.051827646523996,69.18107744873201,15.0,1.0
142,8.793980245996337,74.42932155669389,14.558061758727312,64.93831020314462,15.0,1.0
143,4.217179482891702,66.80006637935466,17.57237875331856,36.34978914110188,15.0,1.0
144,-6.1002278156461855,49.68470496179825,16.49496142998761,44.98647119289017,15.0,1.0
145,17.78590924391953,89.54241398677226,21.890443331987598,64.52532461648566,15.0,1.0
146,28.626283529189482,69.17066011347433,15.25550012864374,29.613618475210924,15.0,1.0
147,21.663690872071466,83.82439651926649,12.515164072838585,63.76335882670113,15.0,1.0
148,8.018217272790434,80.26188725722156,10.192869463370718,64.18374483091402,15.0,1.0
149,11.838370002303769,52.18168226971506,13.409154628816447,43.946963587469384,15.0,1.0
150,15.625953089508231,81.91885526005395,13.887493251277402,45.605609988529345,15.0,1.0
151,22.07116091109229,81.48654405326384,15.75514712993934,48.08852722212968,15.0,1.0
152,9.241498473007969,76.81181377096004,13.740864570097816,38.25605661955741,15.0,1.0
153,19.976628744063838,64.72192924442396,19.89256560399121,52.27862162745782,15.0,1.0
154,12.21269728771612,81.01683988114979,12.558189199646419,50.634447819720926,15.0,1.0
155,13.251513478830459,78.32370885187943,14.389865296406146,41.466478726708225,15.0,1.0
156,-0.02760595146956435,64.9954681039716,17.70559895318154,33.54130422433316,15.0,1.0
157,10.057025176915733,64.09208946546069,16.15326580653194,51.255311754324744,15.0,1.0
158,33.57365434280757,83.62666195072323,13.158292306082801,69.4479538223058,15.0,1.0
159,26.201909541785255,80.97024364875804,19.60388026550163,39.32383037569486,15.0,1.0
160,16.001453183879107,75.77413101944585,20.57880861727118,48.1878293954374,15.0,1.0
161,14.12889785508385,74.81091099720003,15.39709461281607,63.758300114268856,15.0,1.0
162,15.060334408797917,77.49361591240695,14.023961040953708,46.74386962323806,15.0,1.0
163,28.263185358108366,95.16510147873355,13.003750569491888,60.95620728676831,15.0,1.0
164,1.9342868048750446,85.56102062662748,15.39685836718865,54.94850309393976,15.0,1.0
165,26.7605916007349,86.26164018920021,16.097079833042468,40.43825359760932,15.0,1.0
166,19.177267257133526,86.62483241129266,16.16423736187705,65.03300861406247,15.0,1.0
167,19.620885671819963,73.38802303130738,10.069838069611624,50.389744486112846,15.0,1.0
168,18.133971984887665,78.11446534003102,14.108741428783807,41.54350870410391,15.0,1.0
169,30.22908158083582,91.35463507526886,16.129685662184563,52.120901714521395,15.0,1.0
170,8.63755007655213,85.70655371169046,14.122399515071987,40.106526054370335,15.0,1.0
171,7.3728814798656845,69.82794876176264,19.40527149536951,40.451334511483665,15.0,1.0
172,25.317780941383713,87.01007998060206,10.10754974539184,47.807451574154356,15.0,1.0
173,4.821252940117147,84.89340872361382,14.228832878277348,76.46348582433484,15.0,1.0
174,17.120745473140413,80.21602539346273,14.795902778125923,50.0354731535547,15.0,1.0
175,23.43764732213234,97.00051964546977,14.356744847146011,38.4683278224406,15.0,1.0
176,26.19403617705045,91.54434149227097,14.488696889219332,64.37531263588518,15.0,1.0
177,23.705962653787864,68.75659958865963,13.679984596336379,41.840180609730396,15.0,1.0
178,23.550458358140872,81.14317250622756,15.06644814192152,46.27418807066278,15.0,1.0
179,23.190913759532584,104.09204412172596,16.816347921238304,31.211558131933167,15.0,1.0
180,9.68281948243673,73.31642076015183,14.80319263866987,48.5905506497908,15.0,1.0
181,10.801241788327822,68.26267445978361,13.641042461133598,24.617614028256902,15.0,1.0
182,22.32090154407537,78.29015529344416,15.045618981342427,23.092098366730397,15.0,1.0
183,-5.937617243375218,66.47282596240794,12.910762343644013,38.21058244574827,15.0,1.0
184,1.4436704672251102,59.72960152290462,13.491434953799962,37.709735974432256,15.0,1.0
185,23.950196537706017,88.08803247518222,15.276012209718777,73.96460131497003,15.0,1.0
186,18.771427206326504,65.2312216766109,18.723878781042014,40.17163252175019,15.0,1.0
187,14.454730487435123,64.57784853592504,19.159911946886766,40.14277845454003,15.0,1.0
188,21.727781570347933,84.43244764906446,13.21158327181418,54.42647838756625,15.0,1.0
189,22.573282414491437,91.33413410904893,14.039695061758867,45.77760005309579,15.0,1.0
190,15.494832002714656,78.44522984815683,18.46743117993173,50.3612447530478,15.0,1.0
191,11.899416900685257,80.38679812626278,15.644086292099516,57.959882389283806,15.0,1.0
192,19.07845122834457,63.34050949142913,17.911504424633517,67.73246254665156,15.0,1.0
193,10.344317600940652,66.45677304416053,20.670566718040092,46.11104194894805,15.0,1.0
194,7.7663039747674425,67.42022934131103,18.60790010128945,36.772810963657975,15.0,1.0
195,7.587746071970483,86.42490423303875,13.248796394944875,52.6906200486141,15.0,1.0
196,0.00780649683976975,70.08190107521047,19.526373644791434,41.29108753830279,15.0,1.0
197,-6.370221345202944,61.87693439367897,12.512948302797707,70.85481867041123,15.0,1.0
198,26.92121517467956,86.31566113344164,17.658852109870253,53.092859760671644,15.0,1.0
199,7.403590271499687,89.05308075785793,13.11853351034847,72.50637531442602,15.0,1.0
200,2.5394291947594017,55.735825948914,13.917782570780847,40.606020821328514,15.0,1.0
201,-6.2862456891579175,72.9667066642888,16.32368433929924,29.160942671743694,15.0,1.0
202,-0.8723167804592533,65.39867975459222,13.720802668347917,43.93551232888154,15.0,1.0
203,-4.518333191815112,63.805183332078975,17.94401655580826,42.050555849160745,15.0,1.0
204,9.76475823160672,59.38772671317708,12.127459807081626,68.22566897874478,15.0,1.0
205,34.07189566915069,85.68018821333433,17.237093053412202,47.42726596317455,15.0,1.0
206,21.963754362512738,102.30063854162773,9.863685639543665,35.2410493438276,15.0,1.0
207,10.808061226757344,71.43639790577592,10.747719575263748,66.70875635559783,15.0,1.0
208,-13.46451589857422,48.87781139185267,17.583938974575904,29.27357195064615,15.0,1.0
209,-9.141188023419712,65.05666410074404,14.87515765088735,45.58316258303594,15.0,1.0
210,15.52079598450482,67.30818228087759,17.90858897364986,56.58174386341324,15.0,1.0
211,12.774190093348041,75.44664742722108,16.46665617851584,33.985442922632465,15.0,1.0
212,19.15593788087605,62.761460774005116,18.47537654692419,56.30921328226502,15.0,1.0
213,9.66050836179445,63.59320991771474,12.623490173933138,44.04009449423735,15.0,1.0
214,24.878826363868644,97.4121521308599,14.082416071321207,37.11491185558433,15.0,1.0
215,11.715154075460967,81.0132903739199,14.089250047522551,45.459647779352096,15.0,1.0
216,16.600140995112508,74.94560119201786,12.7713375787187,59.55512209208692,15.0,1.0
217,3.6594937130622367,71.58929270306754,17.76087195639171,23.18915557565487,15.0,1.0
218,-3.7891691600941146,65.41294047867811,12.345383910889733,41.716316926253825,15.0,1.0
219,17.791451198891767,90.95823208804728,16.044513022411678,65.86087916856135,15.0,1.0
220,13.366991772542017,57.82755803596275,7.9473020351171275,58.32326551963896,15.0,1.0
221,3.5363595866019226,79.52410569395548,15.802431773817688,84.95273260638946,15.0,1.0
222,-2.335521722771717,61.288270230657645,10.832989932855865,58.76016599811619,15.0,1.0
223,-2.586001884834393,73.88533454968193,13.114642708020671,45.9904881701844,15.0,1.0
224,0.27575947872943385,66.21245993236259,10.71286403591579,71.70536847035606,15.0,1.0
225,5.695022782588895,60.341625897590575,15.923693965099545,38.0199574859191,15.0,1.0
226,11.831947383985515,62.29892912416775,13.504389057363277,32.864089790165906,15.0,1.0
227,15.93601075642878,85.11024073676461,19.20306342951146,56.531246215100445,15.0,1.0
228,-13.491775122886235,46.1764299899909,16.618712549148405,53.241600195724494,15.0,1.0
229,16.74429880350852,88.00778254675812,16.397789753950835,38.54363854365505,15.0,1.0
230,24.80501913066356,102.31318888991716,13.90882522467038,60.31669248580933,15.0,1.0
231,26.777191902653506,80.1067266702148,13.921650916616656,59.85910239875375,15.0,1.0
232,14.33060666049138,71.20759820464846,17.121372258171487,61.466114611120204,15.0,1.0
233,12.052344675718865,71.71514923306742,12.61466991439326,30.229848601872927,15.0,1.0
234,2.9043597794633556,69.24356318242222,14.534468626767309,47.99030306460535,15.0,1.0
235,29.63737541381351,85.20145698060183,16.58792098678631,56.027340553301926,15.0,1.0
236,3.392109261936688,76.77530694903872,18.922453110329766,39.82529529438926,15.0,1.0
237,4.141219358284113,67.4761842140644,9.83905197840112,20.818190335257107,15.0,1.0
238,14.370530073064128,73.13326996622713,15.793983962624878,49.412709330225645,15.0,1.0
239,27.670559002648634,98.10432438830291,18.04986898345494,37.05185384653751,15.0,1.0
240,23.166089934598094,94.1882769078501,19.27128539589255,57.979923707144195,15.0,1.0
241,19.92914001873514,80.42050030854865,9.464384763221922,44.567833552937614,15.0,1.0
242,13.061251924467037,65.60470912911678,15.489519798655252,43.197261809790426,15.0,1.0
243,28.634098664592763,96.09639287144617,14.98895064653912,72.2779920910602,15.0,1.0
244,27.236775169985453,80.7240499585867,13.52262369877042,61.611717805410876,15.0,1.0
245,17.951047587470015,78.71819808818499,12.22661828669449,56.559643148564454,15.0,1.0
246,8.184522298435935,79.29503437305097,22.514818867493958,36.19662902919035,15.0,1.0
247,9.821425097483102,65.79995006399204,15.812095322649052,46.998684540526945,15.0,1.0
248,12.545529106286622,73.18000107634661,17.036406624508693,54.292951302818125,15.0,1.0
249,14.291477739623186,72.94152352959956,15.510721049513844,32.75209320095527,15.0,1.0
250,9.168266414883139,87.70107363432076,13.045198667820568,51.367421324116535,15.0,1.0
251,25.390948272535184,88.54078076799561,15.878913118494717,58.403251314644926,15.0,1.0
252,21.986044135308365,95.88625653818956,14.351996636545115,43.78865496668619,15.0,1.0
253,8.62755100727259,69.0842463529238,14.722658193680601,49.754609193642324,15.0,1.0
254,48.80061049255273,107.25222511063548,12.86591586202701,55.08184461909229,15.0,1.0
255,6.77101115330699,74.77339507558312,18.79108248879559,54.140996777691655,15.0,1.0
256,7.404228023719218,73.63874880223672,16.882588091599352,38.302601197530635,15.0,1.0
257,7.764011459298523,72.43495309771002,17.136284075076464,66.25341234908245,15.0,1.0
258,9.816246213623721,73.26190869356846,14.673093220669976,55.56575099549417,15.0,1.0
259,5.964659824409928,63.75398974845074,17.128515108963768,38.162524191606494,15.0,1.0
260,1.7617679448470316,65.62539120303644,11.48406597633779,32.03070553307419,15.0,1.0
261,12.415311097499576,85.1979723584818,11.96591812941503,55.16441313455248,15.0,1.0
262,7.676851745557118,72.43004248071765,16.41619841809849,33.56285766854674,15.0,1.0
263,10.430000680023449,70.57079020703118,9.419006826120645,46.62349589388953,15.0,1.0
264,9.054204877045343,92.49814259333418,12.751975272471682,40.31059233219473,15.0,1.0
265,8.124093300562363,79.10164979643277,19.46304493093665,66.95971795175444,15.0,1.0
266,7.489270414503141,58.50559559872387,9.035554592035627,33.42721016657197,15.0,1.0
267,-5.690207160544174,63.4364323365819,13.796471614029548,61.440400075392,15.0,1.0
268,-2.2166979750484943,41.419589134293716,15.330892175966941,26.778833788620446,15.0,1.0
269,21.01716837800438,90.08231081423975,18.152587245957722,56.75065059177687,15.0,1.0
270,3.6420304672986097,66.2423821605209,10.265660010430711,67.8268275509471,15.0,1.0
271,13.755228769233383,54.1708822645134,14.95448305433322,55.888081615110316,15.0,1.0
272,-18.274195729584644,52.602441555944324,16.423988305071994,54.52311475979004,15.0,1.0
273,21.838540891654546,59.790573006309714,13.628297684132523,52.7570928818399,15.0,1.0
274,22.38622476490854,76.13491782310307,13.352990110957766,55.8770064057395,15.0,1.0
275,24.50197504151547,90.97852552584051,20.052230427516257,65.34073535426286,15.0,1.0
276,15.4684357903301,68.64410509224417,16.63088441050025,72.05356723127846,15.0,1.0
277,12.083829512404655,79.53732382852002,20.441341511616578,60.02236150510529,15.0,1.0
278,6.943539647613338,83.2144735441959,8.495228156186373,47.1841088257678,15.0,1.0
279,11.99689431666419,83.14038868974006,17.184682497416574,39.51746653223528,15.0,1.0
280,-1.179172704944651,78.69340834969616,16.676768307112475,49.60540014977867,15.0,1.0
281,7.339931425201897,78.00250506952592,16.466583680267718,43.87158496664586,15.0,1.0
282,24.885250800156953,80.64284241743465,17.764280927912957,59.58591801323464,15.0,1.0
283,12.554828873916005,80.05574277654527,10.013923489020254,47.78048527007873,15.0,1.0
284,8.105315841767084,63.86455349594836,15.732967317028272,60.35630828120185,15.0,1.0
285,9.156351136600058,67.23015395853515,16.60373107253648,53.960242227238304,15.0,1.0
286,12.747081697759436,86.09696835571052,15.165433932308671,77.53798576327769,15.0,1.0
287,23.282746025334305,81.89654791104233,16.48660856833079,51.08596465440205,15.0,1.0
288,2.2500454829487335,83.08604672156312,20.149534664565103,57.57548162845123,15.0,1.0
289,20.44810333823982,78.07100014613536,12.757295388569618,27.004670845529066,15.0,1.0
290,-10.888195152841558,53.20535781347979,14.854507091075462,58.08890450857574,15.0,1.0
291,-10.976577142285675,60.23370103310711,14.74435260697756,31.600351862040185,15.0,1.0
292,4.605889491574966,58.47138524548818,13.735330796662394,47.61281159029417,15.0,1.0
293,16.742384171332475,73.33355742931491,14.372323641889158,58.34207703124664,15.0,1.0
294,17.130897882245414,87.8081923390028,19.995558268245098,36.97169211617812,15.0,1.0
295,9.40282283597855,74.86080394346688,13.888959256668244,43.223970671194465,15.0,1.0
296,-1.102997755373969,57.42784218429656,12.343475448829226,28.359475470555072,15.0,1.0
297,16.785849917043915,65.03402321761511,11.61872634655112,40.5286392764994,15.0,1.0
298,19.01275240762771,56.6432533084676,9.66289999508259,57.589515498484595,15.0,1.0
299,-6.0689845241043185,54.83321687418595,16.851097696056474,58.84415041488663,15.0,1.0
300,8.947090743204818,60.48387020830328,14.14451485499177,64.12823887511504,15.0,1.0
301,12.833273402590503,62.14975287114138,15.425871326370915,50.4166600347196,15.0,1.0
302,-6.4227910825668815,66.66908769050849,16.089384540999465,59.12919903184814,15.0,1.0
303,25.02115894856429,80.54753611143556,12.707617876992321,40.788062166544094,15.0,1.0
304,-1.4633339702031352,78.56932914836432,12.953148763543897,40.06775004789867,15.0,1.0
305,-2.0201060855805943,58.66211605122386,13.820351117067231,45.969890099345804,15.0,1.0
306,6.714264949197663,60.77869591499744,17.47774043300367,55.928163035011444,15.0,1.0
307,16.25042077258494,50.634672011063294,13.419535131812843,52.845668136541136,15.0,1.0
308,0.634033051604344,89.84066105915069,21.7810234071033,33.33415699813483,15.0,1.0
309,16.335889431854323,82.27193299612254,11.90955779800986,47.2640554285625,15.0,1.0
310,1.6907622432291625,68.41593109661507,14.901798943522774,8.944803304456485,15.0,1.0
311,6.738686399546285,69.78461222385263,16.205692612625462,45.19487121892352,15.0,1.0
312,11.094060010750598,75.71350808247362,14.795103598871494,53.872926221625654,15.0,1.0
313,13.442260093201458,74.8711174918405,7.970152371045259,62.68217740158581,15.0,1.0
314,12.089411067922107,75.47253589533544,15.50377777108519,43.25997518378966,15.0,1.0
315,1.2658842574372329,60.883126335648306,12.452675993245972,52.81240747764012,15.0,1.0
316,14.661296953067795,54.485888631865095,11.811388425122928,38.907798050740176,15.0,1.0
317,3.7224326302382647,75.19252254851226,17.31995974070458,63.63425892448794,15.0,1.0
318,19.682349563238414,86.46886245812941,15.624784197421071,69.84627912264881,15.0,1.0
319,9.300321617374593,50.856775407670334,11.383864728826138,49.033584828227056,15.0,1.0
320,4.861648975911175,65.30522870234167,19.43776826140581,31.30203068641032,15.0,1.0
321,3.337092182453709,75.4760031153945,15.262120749218315,50.84414038535798,15.0,1.0
322,11.78678778790951,54.734338626636415,17.256108198522355,59.131803259258675,15.0,1.0
323,15.333140060448889,78.90336507997249,15.99442892496174,62.05595375283957,15.0,1.0
324,1.5894851719569556,71.96845806225532,9.013033593218136,75.04049083013393,15.0,1.0
325,15.285967277045952,74.86809259606733,21.383236677209457,50.906051384651256,15.0,1.0
326,13.495475696996195,72.94341257457857,14.599513756725072,37.02579303513099,15.0,1.0
327,-1.2759649254477026,73.67422815221347,15.81271861019584,48.303999531752524,15.0,1.0
