unit_id,CropYield,do_FoliarGreeningSpray
233,12.652608230871564,75.0
234,11.5624369923371,75.0
235,19.16721690231002,75.0
236,18.40563043379573,75.0
237,6.042971154136975,75.0
238,0.9773927518855774,75.0
239,13.79377020972046,75.0
240,17.69983667946622,75.0
241,18.990512864338935,75.0
242,12.311528072807398,75.0
243,17.40060132722412,75.0
244,18.088979469869265,75.0
245,14.128147594240087,75.0
246,15.172138531668699,75.0
247,16.422153985262764,75.0
248,15.72653381004193,75.0
249,-4.412541781360519,75.0
250,4.532738591317783,75.0
251,12.085567678334584,75.0
252,19.142314692356077,75.0
253,18.19776609797514,75.0
254,12.298493242216896,75.0
255,9.874021384144827,75.0
256,17.38904485482845,75.0
257,16.833666705156837,75.0
258,1.1832983057062227,75.0
259,20.815289456300345,75.0
260,21.867703914865913,75.0
261,-14.883989463274334,75.0
262,17.969160636972852,75.0
263,12.000987853089544,75.0
264,0.7574460578590436,75.0
265,23.358968492439498,75.0
266,8.542600465396388,75.0
267,21.652294271875714,75.0
268,16.809857833431977,75.0
269,24.771954186051254,75.0
270,16.414165536913874,75.0
271,16.775118392988652,75.0
272,21.011290935273724,75.0
273,22.181140625730396,75.0
274,19.769236838559348,75.0
275,16.142230145449133,75.0
276,-3.8480945710707424,75.0
277,5.404101677236373,75.0
278,13.263811264287774,75.0
279,13.275735366437939,75.0
280,-5.932168145288181,75.0
281,15.158708309391475,75.0
282,6.897215650686918,75.0
283,9.135271070299957,75.0
284,20.831957357712657,75.0
285,5.390445475114878,75.0
286,16.727380273879096,75.0
287,14.296854112115117,75.0
288,16.7111441711332,75.0
289,22.28657011940681,75.0
290,-0.032297767427982293,75.0
291,11.748274705619224,75.0
292,20.42406350817297,75.0
293,8.14134931322407,75.0
294,2.9918368516789338,75.0
295,17.029455770961604,75.0
296,22.042374985285363,75.0
297,17.084864578783826,75.0
298,16.309528892050725,75.0
299,27.535320399699216,75.0
300,19.67126082306816,75.0
301,11.559791868701076,75.0
302,9.825720302979182,75.0
303,16.276915146591218,75.0
304,16.53795695046918,75.0
305,24.138215079006088,75.0
306,19.816863008205452,75.0
307,24.06164118448976,75.0
308,14.05051131173843,75.0
309,20.287231202870693,75.0
310,15.495768385545315,75.0
311,3.3325930735571014,75.0
312,16.49229055426744,75.0
313,13.028625293025957,75.0
314,5.742682793218075,75.0
315,21.15854237894963,75.0
316,14.718433567123089,75.0
317,18.163122760145512,75.0
318,24.697252394935546,75.0
319,12.168891384791024,75.0
320,22.814929629222043,75.0
321,17.66762340621091,75.0
322,15.197039363355152,75.0
323,16.888353573368256,75.0
324,17.886861178942578,75.0
325,8.649894495146365,75.0
326,24.557844342405,75.0
327,8.29903228489974,75.0
328,14.720606084337144,75.0
329,11.280454889388686,75.0
330,24.971468686603497,75.0
331,9.740929423808225,75.0
332,15.087016128858872,75.0
333,13.464621712770466,75.0
334,24.47945807868001,75.0
335,16.798092214176894,75.0
336,17.17796987359371,75.0
337,12.903133386507966,75.0
338,21.739243033833624,75.0
339,20.141385883569633,75.0
340,4.040895950986888,75.0
341,20.2694929340544,75.0
342,16.991327530742073,75.0
343,16.903478718215716,75.0
344,11.883269694062575,75.0
345,14.974800757533862,75.0
346,16.770506143638467,75.0
347,7.749968844700851,75.0
348,11.51078385713043,75.0
349,17.34232733649142,75.0
350,19.327883924045135,75.0
351,18.893503045912087,75.0
352,17.36556466857326,75.0
353,22.59954347446004,75.0
354,15.072341625216158,75.0
355,14.596741509359507,75.0
356,19.912435606410526,75.0
357,-11.131770998601397,75.0
358,12.763213047585854,75.0
359,15.471327824934733,75.0
360,28.397242861479583,75.0
361,24.337026635012002,75.0
362,22.65072146340861,75.0
363,16.857730187789514,75.0
364,17.197805508232765,75.0
365,15.513621371791166,75.0
366,10.325645618275788,75.0
367,15.575369138917202,75.0
368,-4.3690627605198635,75.0
369,26.93270303545914,75.0
370,14.26636614140335,75.0
371,18.87242423469427,75.0
372,3.8929641782325604,75.0
373,11.630490958858463,75.0
374,13.312561606663108,75.0
375,11.619914230330494,75.0
376,5.007101423346057,75.0
377,19.960898031940378,75.0
378,17.03085084718893,75.0
379,16.93808540905522,75.0
380,11.403942914198339,75.0
381,20.307146610131603,75.0
382,5.8054743053936715,75.0
383,17.902157077190513,75.0
384,-2.961897426877547,75.0
385,7.843915298707535,75.0
386,16.85960056964732,75.0
387,20.190270630074906,75.0
388,17.911223599592212,75.0
389,13.804713232197786,75.0
390,11.674610935949397,75.0
391,13.673042647758198,75.0
392,3.84449334149614,75.0
393,14.49283622137521,75.0
394,16.03944675620711,75.0
395,17.982602866075386,75.0
396,10.2721566046094,75.0
397,13.487310055861604,75.0
398,5.3738430851947,75.0
399,14.534975613327116,75.0
