unit_id,CapacityRetention,CyclingTemperature,ImpedanceSpectrum
347,11.194026828438933,54.4430685012687,9.067038315265068
348,21.73479233992933,55.3703524213921,9.341279354879804
349,15.590233123481006,53.988834092135654,9.400714668071082
350,18.27503169276662,35.50029050908635,8.880091546031109
351,16.325403442573606,56.36160174228773,9.914887375832512
352,18.093146990997738,34.416650665941745,9.567325298052555
353,15.458417723861256,37.73695577753076,9.874473399008433
354,21.794762947955622,33.322918087872004,8.804139557676962
355,25.72713589246352,51.80371599888546,9.683301975237722
356,15.737064793646944,46.79153969651047,10.487313582488362
357,16.958599152429468,51.48113256866676,10.254922212273629
358,15.652409941321302,34.74306670882095,9.502056974951104
359,8.577981924206014,47.28910992326182,8.87495460496361
360,18.15426038053455,52.5242090416991,9.203599897783324
361,17.84308125559789,58.519222643625795,10.162595740814735
362,17.107759076022774,52.89574005836271,9.075765765135536
363,22.919141583553447,32.19580824250236,9.638453822606508
364,18.82570631351749,35.1074580595983,9.411274793745337
365,23.424208485477163,63.29915817322603,9.577099435042856
366,20.298543459394235,49.30236230197924,10.083535397518153
367,24.400316869283454,72.86670438475315,8.459948258831814
368,17.860242913883546,35.913635893145,8.31393882965737
369,16.278938989230543,50.486532080672106,9.863491853723453
370,17.309690385111285,66.14537445204131,9.92737983040051
371,16.313608802067165,60.27947007484794,9.09210985431522
372,10.925850278787749,64.83873326041301,10.025625500205688
373,14.578735813322862,29.709627414527272,9.818215844161397
374,18.66393242553235,78.24411013362248,10.630026907074448
375,13.116492042423696,53.68114223792834,9.883779055237211
376,19.21419049041286,59.93113135042751,9.152287823605693
377,22.124017455315833,55.00299575800015,8.85869577933107
378,28.92181671295907,67.05897666480595,9.973089733767024
379,17.636585605865864,51.7797210101145,9.977036328727737
380,13.985949373374085,60.11377152371773,10.214717210524748
381,16.05896112215077,49.32612606323417,9.342127147033654
382,13.064758460378068,57.91526680738216,9.365720730761808
383,17.177992766587728,61.309653205132285,9.42373771446753
384,17.074001779473644,59.37726012814179,8.951050613868825
385,17.526632248374074,48.41012594746506,9.333576143269546
386,18.616681732627733,43.7743793437904,9.387139093466889
387,19.41150541460969,54.16180550114116,9.097675656912724
388,20.062724844970894,58.4483361447994,9.396691364135048
389,16.918937131169596,48.525697994187034,9.908234490971688
390,17.894976023053566,50.14527849431721,11.097237959559315
391,16.78369105214211,45.13409941261104,8.591420828273945
392,21.43974827484478,55.85227925550933,8.83954050975896
393,17.330498139890295,42.833104990871774,9.201791684297955
394,18.36708258204372,64.46190373909094,9.891600172711959
395,19.965450449643505,32.362798601354214,8.861613294886082
396,17.936107249533496,53.75819671422951,10.877572244324103
397,20.65902092184266,19.687389389706404,9.82720312710823
398,14.50964246596524,82.21940651325043,9.626840426098704
399,18.167634199133204,55.25843404376433,10.183301330937763
