unit_id,CapacityRetention,ImpedanceSpectrum,do_set_CyclingTemperature
97,20.18633826063,9.213520309913978,10.0
98,20.762092090301238,9.27642127206613,10.0
99,23.803868408631935,9.817710507228673,10.0
100,18.13511232794222,9.619579860922684,10.0
101,15.766917591742176,9.218860490280587,10.0
102,22.581234170490713,9.36496670952054,10.0
103,18.620652705998282,10.082758093307689,10.0
104,15.92233731946471,9.431344294393512,10.0
105,17.645944390888467,10.486610237595631,10.0
106,13.585900961932506,9.238819189052979,10.0
107,22.52541559807781,9.87254825660442,10.0
108,16.729543361288698,9.418426248484344,10.0
109,18.527707546676577,8.979467297477658,10.0
110,18.666364367280035,8.985025430780059,10.0
111,20.400026650954302,9.230269421421026,10.0
112,21.07249237273698,9.727229160285656,10.0
113,20.196687777505655,9.811680644026119,10.0
114,18.923749381627754,9.2173507675045,10.0
115,17.452979666461214,8.977003773009692,10.0
116,24.20437455905684,9.450998985131827,10.0
117,20.9954852780646,9.607913893115551,10.0
118,21.085534513032112,9.096736785084506,10.0
119,11.910433080838772,9.180844721626574,10.0
120,13.976945435728505,9.746725994853355,10.0
121,20.9756464748795,11.04773731716768,10.0
122,19.702830979762794,9.934396281883759,10.0
123,17.27697502825727,10.413371864403134,10.0
124,15.43566555719589,9.16846739524256,10.0
125,25.04311142045896,9.536423525390127,10.0
126,21.654352679541752,9.62577739862936,10.0
127,19.632256097583568,9.729583108257291,10.0
128,17.85610040365856,10.380852882063234,10.0
129,27.37194059486257,10.379581213991488,10.0
130,28.916507909098,10.226597209384124,10.0
131,18.108461751990543,9.107543446088718,10.0
132,19.08447966919239,10.197563850403728,10.0
133,17.127916651130423,9.399376780250881,10.0
134,21.148142198219745,9.829292039049983,10.0
135,22.921719297135283,10.737086081762865,10.0
136,18.326596787236806,9.49808235089366,10.0
137,20.054492166487407,9.393098513914605,10.0
138,22.45003080313541,9.918428776968256,10.0
139,18.846876405178865,9.642763931408874,10.0
140,16.203322938424364,9.814395449475983,10.0
141,21.16462577385179,9.35784531184054,10.0
142,15.313919606593041,10.252993944224412,10.0
143,15.772162800273309,9.126443452949742,10.0
144,21.170799125031877,8.9163123281683,10.0
145,18.429335342385308,10.508438001031237,10.0
146,13.806571305057545,9.330891763046003,10.0
147,18.269285188021108,10.024754763552126,10.0
148,21.86589728674314,10.001936440708311,10.0
149,13.579285106075673,8.878491147229871,10.0
150,19.815911465530377,9.81796623143215,10.0
151,12.367339477535282,9.560670141580815,10.0
152,16.83612111581273,8.864876820008147,10.0
153,18.12645559548802,9.828779158905945,10.0
154,20.144936083147037,9.443105585537236,10.0
155,8.819695053296444,9.468724852329688,10.0
156,17.930163662380366,9.416620807647234,10.0
157,21.02309884196251,8.86628674722361,10.0
158,19.300683253543156,9.290610615882102,10.0
159,21.920721005095565,10.166853499685812,10.0
160,16.469779112590004,10.113995719665205,10.0
161,18.408996511498014,10.249439745518622,10.0
162,20.441303880896818,9.172489362246363,10.0
163,19.198532140572397,9.647328007308426,10.0
164,16.61333362720193,9.853906602530222,10.0
165,22.403691142556447,10.346033245221832,10.0
166,21.287858187631905,9.316020457448944,10.0
167,14.819319601532952,10.268782386572155,10.0
168,18.483562280933796,10.47010072426936,10.0
169,21.88002635894836,9.032144280515746,10.0
170,10.25724191377098,10.100343924730202,10.0
171,16.52720406187986,8.597660493152873,10.0
172,17.982743322125593,9.95096147070928,10.0
173,23.44458995607625,9.406104222969946,10.0
174,14.101159760220575,9.37267722718251,10.0
175,21.57622733341496,9.037747253644715,10.0
176,13.774153497626507,8.333229329842114,10.0
177,16.28136136312853,9.586097668809574,10.0
178,20.77516880335166,8.993934961452812,10.0
179,23.272201543972002,9.3381741197173,10.0
180,20.003014668575958,12.319950866326394,10.0
181,13.87272738184338,9.450144101232054,10.0
182,23.09891488537079,10.065867200735276,10.0
183,17.545269451434926,8.933865924145753,10.0
184,17.498694268018866,9.541960302638323,10.0
185,15.864642278478104,9.416571872405253,10.0
186,22.20029346699616,8.845399995897116,10.0
187,14.487329393842815,9.339385275121412,10.0
188,17.776291747136373,8.629280478746818,10.0
189,14.163668438229568,9.089183184600646,10.0
190,15.515072552558053,10.52707097361042,10.0
191,15.912157398675602,9.951250261924674,10.0
192,20.644460452139125,9.951528208661506,10.0
193,17.921740997889394,9.727739393568385,10.0
194,16.35929241558776,9.627319169576733,10.0
195,16.67326504074051,9.554101392398108,10.0
196,17.838747074081834,9.509773000202937,10.0
197,16.74039357946367,9.382049888625954,10.0
198,16.474399277566935,9.890226255370436,10.0
199,14.29763505592942,9.209347596733513,10.0
200,17.204402186212658,10.410022742872787,10.0
201,10.827827840958447,10.076148649728955,10.0
202,20.510719404444412,9.870807837833768,10.0
203,21.143142021013926,8.708174938209877,10.0
204,17.608710341598094,9.406515866112553,10.0
205,18.745069814938894,10.455368827579658,10.0
206,21.937887341158977,10.045031882733173,10.0
207,12.896549552431168,9.175766184350984,10.0
208,20.521659845084514,9.591765102336606,10.0
209,22.366973057911835,10.680162972439481,10.0
210,16.925329999808167,9.323821385492792,10.0
211,16.63588921918947,9.529028244351831,10.0
212,14.524775537634802,8.968849513557945,10.0
213,21.624697161617604,9.9942266917076,10.0
214,24.712022281148364,9.429198095242679,10.0
215,13.46070422135168,8.905148854810294,10.0
216,18.58628618019595,10.004035862744434,10.0
217,16.46170760896385,10.542181757178785,10.0
218,17.242635547474652,9.594305912623105,10.0
219,20.45533591189128,9.807803668834177,10.0
220,18.520413153978502,9.685339269116684,10.0
221,23.272201012511143,8.806417256951825,10.0
222,15.406585431222139,9.205846209961008,10.0
223,24.093273548621138,10.247045711643034,10.0
224,22.750369291816686,8.875438538224271,10.0
225,18.819248477900942,9.101955132178357,10.0
226,22.08431472163828,10.003558741339624,10.0
227,25.092738191823557,9.289616350142868,10.0
228,21.271271580272433,9.157128100183218,10.0
229,21.939714997272098,9.451124275917229,10.0
230,18.17843525398751,9.716101345702164,10.0
231,17.582599132723118,9.707660747382509,10.0
232,15.769664882071359,9.26688565100653,10.0
233,15.176837897989122,10.846394538637494,10.0
234,19.59057782965665,8.846450391741763,10.0
235,17.334584543222945,10.107094158437873,10.0
236,17.70678051708695,9.282269901292702,10.0
237,18.04998667254146,9.413047583070464,10.0
238,18.860896246090363,9.313211547981245,10.0
239,23.332459415288405,9.34371301857656,10.0
240,19.809195381654614,9.438901595666456,10.0
241,13.796636952779554,9.335672132246486,10.0
242,18.86238527847739,9.913077139066068,10.0
243,16.561497436950393,9.165997507560618,10.0
244,16.827636876941156,8.403962832780712,10.0
245,19.231016436847135,10.272871618208132,10.0
246,16.48980066742604,9.234484494085017,10.0
247,17.25760475740077,9.615021635513248,10.0
248,24.00031281150329,9.901509314928413,10.0
249,12.030575845693239,9.120272684573207,10.0
250,21.44487467681745,9.842938933579596,10.0
251,15.897345227104731,9.061468875268966,10.0
252,20.183511144055224,9.622946297644813,10.0
253,19.853252855198548,9.91787137422138,10.0
254,12.438451567645776,9.534817931410698,10.0
255,20.756361904516115,8.563984603366595,10.0
256,20.717275940053387,8.531021031383906,10.0
257,19.6004353927729,8.808150187304621,10.0
258,15.87777010776124,9.993981851577313,10.0
259,17.88689219544166,8.928093507906672,10.0
260,13.592732022728308,9.301756704675467,10.0
261,15.481686133654296,9.654406388536882,10.0
262,17.290979464104765,9.074674085615646,10.0
263,15.322279750830862,10.34931893714951,10.0
264,18.582373968390247,9.34757480809123,10.0
265,18.520474804690046,10.219984814239751,10.0
266,20.214456235025523,10.137778841303817,10.0
267,15.723851552808277,10.066150373055274,10.0
268,17.161681158220684,11.054445327932937,10.0
269,11.294119363118028,9.042934856108504,10.0
270,21.24322732032347,9.14352282144402,10.0
271,17.58188714925622,9.433534326543406,10.0
272,16.965809042934055,9.508549529490812,10.0
273,14.23297724786801,9.280747560958623,10.0
274,22.274474407727432,9.365991665335576,10.0
275,14.73998743278349,10.488414732573858,10.0
276,15.129813996731961,8.322105765670464,10.0
277,20.687587895078604,8.787431697934569,10.0
278,18.262175384063603,9.568174797769355,10.0
279,16.693758986886625,9.333816992424286,10.0
280,16.513539374575487,8.875275330983929,10.0
281,19.718641297132894,9.159758123244616,10.0
282,13.461775823486544,9.110197245110385,10.0
283,18.731104710243212,9.828935739108555,10.0
284,16.271444515184683,9.316339783605438,10.0
285,20.522111980037245,9.60247433292607,10.0
286,16.142690181299415,9.648333185892168,10.0
287,11.124187668073029,9.49585459708512,10.0
288,14.954685449257607,9.794915257862845,10.0
289,14.921479110759845,9.672679716658221,10.0
290,20.748943117542726,9.855722403107757,10.0
291,22.831505140062472,9.171726230363333,10.0
292,19.325498115559057,9.465811126929031,10.0
293,10.442986137036637,9.887165188923847,10.0
294,21.504166512410478,9.03276311292826,10.0
295,16.724889065178964,10.123489583990196,10.0
296,13.332239506925806,9.14874930709232,10.0
297,17.627947257988087,9.952534331162653,10.0
298,16.038527457505506,10.003043012123202,10.0
299,17.063237404512105,9.516800937996017,10.0
300,26.928981941910795,10.537457661677973,10.0
301,18.690091457666437,9.7064694494641,10.0
302,19.938942659615115,15.376953734583095,10.0
303,16.41467290913637,9.102524157588052,10.0
304,20.43199234249546,9.879379062146432,10.0
305,18.96251413963866,9.819869777787838,10.0
306,19.707987526721553,9.664115567624002,10.0
307,15.681659754436613,9.366302086235459,10.0
308,16.92867320869293,9.411872115910647,10.0
309,15.204432146344928,9.587709874680561,10.0
310,19.962556792646573,9.127612318920328,10.0
311,16.769533213283786,9.495682154933554,10.0
312,16.701392429038414,9.233837391300684,10.0
313,20.031442316580275,10.703680625502653,10.0
314,15.77875826205929,9.293806144522087,10.0
315,20.6263463625203,9.208952274495237,10.0
316,21.6968122368944,9.63949522800968,10.0
317,20.677400853278225,9.66161379046276,10.0
318,22.08545216422248,9.84750689759045,10.0
319,17.33070320777086,9.354075717704857,10.0
320,23.575189017404785,8.804325989343715,10.0
321,19.777160028202847,10.893060698779781,10.0
322,17.49293400914982,9.511551674924037,10.0
323,24.43570098324838,9.771655891023258,10.0
324,18.42192543005138,8.882571983175865,10.0
325,21.43226024217046,9.856571186850038,10.0
326,14.365435090721384,9.080401650200496,10.0
327,23.060213707860484,10.301544153438899,10.0
328,13.964164299874966,9.738444914676554,10.0
329,16.23787637159051,9.223710880439745,10.0
330,19.884529726460478,9.510884859037098,10.0
331,16.258669793948837,9.549713375491708,10.0
332,17.852589041808603,9.215434777881248,10.0
333,23.065150258675914,9.82669263120234,10.0
334,13.236908918665497,9.583049560289792,10.0
335,22.50406833048906,9.49656744270991,10.0
336,20.316514626903935,10.750609407333693,10.0
337,17.36442585814758,10.231737251741048,10.0
338,13.008081007048384,9.605479982700693,10.0
339,18.86766695315763,9.35181132122536,10.0
340,21.780527554312243,9.466452292258776,10.0
341,21.24395298715802,8.703378748588193,10.0
342,13.876852246650545,9.738171933925614,10.0
343,19.811653475862855,9.451908733707281,10.0
344,13.040067031085345,9.949316581395895,10.0
345,15.362810939340545,10.004569065425096,10.0
346,15.830694654821219,11.427283304317621,10.0
347,19.444957106257984,8.930828616459626,10.0
348,18.384387919746814,9.1563788211435,10.0
349,24.85778226313044,9.223036982592042,10.0
350,14.64160962933324,9.971526971646476,10.0
351,16.190274359260503,9.939706016284877,10.0
352,18.76339737133135,10.242259493315299,10.0
353,18.50413738307564,9.916406587915397,10.0
354,18.163602801133187,9.34935159029443,10.0
355,20.960929148230576,9.58105518258704,10.0
356,16.199760029194042,9.850799801143811,10.0
357,14.377683927029635,10.241817815327353,10.0
358,22.924970502544436,9.206799431764018,10.0
359,18.444903571031563,9.741694289814115,10.0
360,17.302444487065618,10.00624788771963,10.0
361,19.427684077499723,9.297424795648604,10.0
362,23.03336806046284,9.949861423274376,10.0
363,18.732972200031153,9.280770615161726,10.0
364,25.77512157378377,9.204917110198728,10.0
365,23.908179844455354,9.26411408125598,10.0
366,16.583853471521504,9.496850775014737,10.0
367,21.804482888485865,9.54238827077521,10.0
368,19.359128589855988,9.244887820973716,10.0
369,22.669749417114282,9.561775256014613,10.0
370,18.127688105361123,9.904630978598902,10.0
371,15.05925820421964,9.977178137540484,10.0
372,16.458233792255463,10.061949432761686,10.0
373,11.96668882449059,9.777994470748121,10.0
374,24.036521011161575,9.391740858849316,10.0
375,19.385116872012073,9.616672919432027,10.0
376,23.243091623831305,9.645064711045228,10.0
377,22.971027732087066,10.51234722166873,10.0
378,18.449096922439086,8.988701386156503,10.0
379,15.8610733884153,10.167630034861885,10.0
380,22.83791361079716,9.381234383311876,10.0
381,16.887542547851094,9.808150419708458,10.0
382,18.867797660886712,9.975031739302208,10.0
383,16.394771884998228,10.026319071335891,10.0
384,22.15937204656469,8.512976181394286,10.0
385,18.474531000688426,9.19028693529092,10.0
386,18.738533472222368,10.362532037156617,10.0
387,13.300851135899613,8.626506432968352,10.0
388,14.953176401479395,9.102621929852244,10.0
389,18.55169617452637,9.912023159911904,10.0
390,17.05705960510487,8.109169072900183,10.0
391,15.37016845013736,10.193844804022191,10.0
392,21.167639941596235,9.675326961386691,10.0
393,19.726684523171876,9.515013684069528,10.0
394,18.693593548261834,9.311424604883328,10.0
395,16.39289339833732,9.9173356963581,10.0
396,15.987433430556958,9.322228557626678,10.0
397,16.75148077701782,9.52480091030434,10.0
398,21.330618831375634,10.13052928178483,10.0
399,19.843986439946644,9.17797116998238,10.0
