unit_id,ReadmissionRate,Creatinine,Sodium,BloodPressure,MedAdherence,LengthOfStay,Hemoglobin,HbA1c,do_diuretic_titration
81,32.98689433457017,33.29187324399049,71.68414501473126,43.33331854391513,34.13862796096754,37.05733802200698,52.932881271034425,68.38975490550963,50.0
82,27.90988954599346,34.47500741049454,46.09583885683095,26.66968631412027,43.336202780331135,27.98851500070587,50.63304033423092,69.50378561820085,50.0
83,25.891065040145126,53.39332741256223,46.186294694193954,67.42146189046665,50.72825376937546,28.810715340106974,47.55473693057709,25.40559103237322,50.0
84,31.386326577427532,22.42087555090583,51.42123661524307,55.61137898091658,30.737491683483206,37.44656759948639,46.49525817478156,33.15104852920519,50.0
85,40.274916906927004,38.622884389845254,50.15222924803305,72.5454509775513,48.67321051964626,21.46082090818894,30.410190845212583,42.32941839777681,50.0
86,33.456213994165765,51.07243500205581,56.68645481801086,43.73957486266973,34.89490021177561,30.833046958315688,60.431667536461035,66.71846853381865,50.0
87,34.86381674327878,49.4571575961707,64.79331494753285,60.414254980681065,55.8114569780098,22.01450470762513,50.75377249595489,49.098224294237085,50.0
88,48.30046962625959,37.52173779984144,66.1809220406595,48.34590341444627,49.39623543016289,47.85065182639753,69.70208029935915,53.31195756741745,50.0
89,47.27679770364232,38.43948241574965,71.83976202675237,48.843757579641014,68.4069854339756,43.25501092649266,71.2853666130026,60.102370335436945,50.0
90,54.033143491054226,56.15519797937643,32.20550897866745,33.025927075708864,53.14284234720978,42.27214821180397,54.62672873336553,35.966499533425804,50.0
91,24.690060636513234,62.57185229166728,53.81261323073377,57.26381350216411,69.99804565083167,27.722378155968364,40.70234241064585,35.139849306003285,50.0
92,40.79955450535492,50.83764413522846,51.75740419161833,51.93427318108396,53.2454288549243,51.022867662028744,58.906313693748025,49.58573588012305,50.0
93,28.11717505661513,35.93396640228145,47.756114879425596,43.833034066611475,21.202983939690313,31.275662498532263,85.84679932225175,46.74954437765229,50.0
94,42.604421504873415,46.88147431308821,38.81099049984229,61.29615457645139,52.10411823637534,38.422940509512095,50.15394348815053,54.03555692591977,50.0
95,41.84720970189889,32.4067422223009,46.07631856693046,44.998180420399514,68.67926812328741,27.20564236749592,26.101927492049462,58.9964347776542,50.0
96,68.72337039379411,57.742700849708754,51.15629881433003,53.87197554202728,46.52923376875162,38.900896545980785,52.46507062416824,49.21768475221045,50.0
97,66.00818569151224,54.944010964416336,66.21144667335551,52.348573143669014,36.335675018826564,40.400285422770125,65.68747790955372,54.999945073843676,50.0
98,30.208926540805294,66.236012188924,53.95955825809003,71.9179371194283,58.74945530830085,41.92483225237,60.48431168788014,62.33760397968583,50.0
99,46.174450221161635,41.97014993036932,37.88292135219781,62.288343049141055,56.58971518370677,45.13063967742158,55.3354056557149,45.36846931315504,50.0
100,45.549420167619566,62.52450348787277,54.01423465134965,54.99323930464347,38.76833392796698,40.34311175525728,53.67307153376194,47.540304358273865,50.0
101,57.77004190053428,49.20518670630429,36.30358340257471,40.822946057715754,51.81394169617203,51.18126629436108,74.78710343636546,47.248105141202,50.0
102,53.56757971871568,22.380310865004006,40.70390480355615,64.90798515757228,35.865533686842234,36.4051368089387,57.98826959589771,33.11265215826924,50.0
103,22.802927914391635,41.81223881143851,44.26154115077601,70.5225628503137,67.94318037329731,23.901508184712398,40.03339714292359,52.812895221684755,50.0
104,54.43082750539656,42.010596032973176,42.81227674295972,31.972080302586328,51.47943617295229,29.296378060231394,61.44921582816223,61.53676018541893,50.0
105,70.12458846504067,34.670131817689594,46.851013255130326,40.05905183089999,37.34026708547745,48.21870646194247,57.296004270242506,60.43756390987776,50.0
106,41.03736000266132,43.273727402047825,56.37442264056211,45.315870758692036,55.60769408066766,34.964854153360875,64.99429609365386,37.69606299781633,50.0
107,19.60023749991245,45.4896919798893,60.77100277705703,37.79935579946604,42.259980214696036,30.564859615834862,58.52551077125683,55.42946932329504,50.0
108,51.39370956539364,61.826192924991034,47.56626884854024,52.587958346172975,51.89163311639724,55.56772153035836,62.44939990852397,39.46796324900362,50.0
109,31.268998267508415,51.141995034521436,65.1425304156714,62.49537658223336,45.24725858016999,33.93272829489455,45.95430292571874,59.62789024255694,50.0
110,66.30575238455201,45.31327667852132,30.49134784387302,47.86571083402923,66.60291437068467,38.2955554450894,43.22062911357844,55.77606043394554,50.0
111,48.34495401879499,56.065796253162475,47.02924508593388,39.86260874106531,64.51819669217979,28.33674591069662,55.45944945799017,55.86815975874641,50.0
112,27.79962776210683,42.209651360333346,54.26220206627074,53.10181723146266,51.72847523663962,34.4757637459052,50.56797873176204,44.665469511508164,50.0
113,50.788946319651586,45.036386059779986,62.89603942695903,33.330889582039816,49.308767440918956,28.335034475965713,47.14220884646961,50.79569715084185,50.0
114,59.695499850438544,73.5772245397323,53.79052541747126,36.487850602317934,29.05531762083736,49.47635107241805,55.61089108726152,67.39311998983999,50.0
115,33.05818528347823,52.90930404790775,55.82287978271508,32.42054302554112,49.09477027431403,23.513675629820668,39.07079887908315,48.60153409862771,50.0
116,28.27178168264387,55.93490462596073,67.76279241320623,53.14415309466499,47.69327795264482,26.814071646344466,62.577550058026276,26.55142752173668,50.0
117,44.999398472644316,24.02498756668398,40.806300870834825,64.99617435472632,36.86385469729298,38.06635705913269,44.15121829192655,35.41895263118956,50.0
118,66.15995699220882,41.674942745035366,53.2489233607565,58.448340110078796,54.68354282157897,51.95535286833136,57.48968053944445,35.147775267762626,50.0
119,36.09881059331209,34.92875898568522,45.26739983146123,66.80593050832006,69.95367800962396,41.951707811303436,41.99203272435675,41.34778686757324,50.0
120,54.29325164560995,78.86068999451133,47.52965135538569,64.61429225655584,41.670080756174585,17.040044211191137,45.06323084437447,37.5102956806638,50.0
121,77.78167082011063,44.383554135269584,44.69763305070362,40.561515461103966,49.35132383327636,51.21608519722905,44.761565498235036,54.68952747756411,50.0
122,31.473174986698474,56.7984824171028,74.24357669497961,66.12140213664425,66.86862291353285,43.777050408704255,37.92312100916529,51.639136293255476,50.0
123,26.585050847188878,33.61199547044713,44.73939479916117,45.94365320548342,32.07869853482126,29.225442532711348,40.949436622494794,39.19998375503779,50.0
124,23.11176559347515,35.766296352488084,37.42945440514906,39.469344602426524,30.135129558601314,15.66950495954157,40.88791727756414,40.40438822463501,50.0
125,33.33500321300092,54.86043799008458,43.69850596563102,62.92799502818266,66.75978041571962,37.24651163516059,49.340623533274794,64.8465589917827,50.0
126,26.35516049741636,42.041503045704545,72.01372615508521,48.67000807232235,46.40965456410752,32.074250192268245,39.28897249648451,32.512806884259476,50.0
127,63.73603676017292,63.28942252059466,59.80545924261133,40.00176550459723,37.04778646209912,48.268263522577776,37.84179176339747,39.33021243490506,50.0
128,52.06874081072834,35.718273528946845,33.94112449500012,28.806565733710876,48.17882378675989,38.53832640697715,52.659154700993845,50.762739437399084,50.0
129,15.654571221225012,54.98239001950712,35.84061488416164,52.30219286339094,58.33686353465367,30.18995815716125,67.04764925835966,51.45564093321001,50.0
130,59.206295757610015,50.918698243194086,52.54551072189646,57.60585182142823,60.08747252543009,34.47369603478384,53.78222963197487,54.40047263412285,50.0
131,56.219405038442126,43.9109043388141,46.69178499689358,49.86019767126093,39.0620991169165,51.514016999655624,55.07721665205958,46.47454324667787,50.0
132,35.503821942804564,49.76040950314795,48.12052291877208,77.18396408336167,51.78111894575066,45.28874739791995,51.10032999063758,39.36330243230632,50.0
133,50.237868380123736,54.676379018379905,52.49014756651413,58.773955239482746,59.98660563121446,36.14839552382044,61.388896719982945,67.50785536760499,50.0
134,55.13415086864472,50.585811702530016,59.80629964079994,32.23859416471528,49.64740826680796,49.44805124139595,21.835851278332523,46.348856953252245,50.0
135,36.082949746700564,49.886315648800114,39.77218951304192,56.406647837573935,51.83739516789352,38.57574326959079,63.30008246552058,30.01710965362732,50.0
136,39.24236158964207,69.27131499991854,56.58598226275813,34.570900938150174,46.07186112094058,37.15698085196924,31.148712054090108,19.97416167479463,50.0
137,42.51860092322366,44.79348646430591,57.52379428801684,68.5788726874886,50.5507509517521,34.76363441315228,40.17478922568039,30.196874586509768,50.0
138,40.34667212985591,43.28096867561556,47.5791698432287,39.179601548170716,53.27633499227545,42.50118552644386,65.63655676646503,25.370856152410852,50.0
139,27.826271801824994,46.93009169746775,33.694501278757286,52.482056740027886,52.48659928623981,30.478464701431896,70.08937023656455,32.913479533550124,50.0
140,66.41738179247253,53.368586419722966,49.21033600737188,42.665192916733766,34.49558726457273,48.39291663601113,59.506235231292926,33.99055412006886,50.0
141,34.40358356465636,58.37220767115181,56.24562930839638,73.16790663844147,46.598990598577714,48.02322682102236,52.17238049204235,46.68723528978789,50.0
142,32.573898783541985,39.66755436487491,55.742548145137086,63.50883831545415,41.14101415729184,25.239227593999473,38.49721565411041,74.52505570195572,50.0
143,41.19043646773049,28.299274532641725,68.4072965699874,52.6177384441985,63.47545883475142,46.8514903882734,42.92911309274801,53.583570222070065,50.0
144,59.944281973374316,41.27310522672724,67.67572047955028,60.44043097204367,55.7743777347428,34.69641277645556,44.19609081548261,36.0766587560731,50.0
145,45.34850598864507,36.254405210122435,43.65242176722954,36.495373519819594,48.73234168593903,41.75757429628783,27.846937700971672,60.63788244372886,50.0
146,33.33953778438681,32.392785758168046,50.29955643820955,48.56179944015517,28.151490571252005,35.88828385440951,77.56146929504948,47.28208216885339,50.0
147,72.80634314645431,38.208372476982895,52.62630003977718,56.15581754342115,50.202244860546884,27.59891917215489,62.27871204278811,57.54281969204069,50.0
148,56.9430877176117,62.60193566947153,51.809920626185274,46.24527318498889,27.472033140777704,50.31100484329045,51.60455815611063,30.668375531054973,50.0
149,47.71653204969886,81.71088472647442,44.32709890080045,58.929867787197296,62.366783660855056,41.97258721541026,41.44413017475786,44.228242381002055,50.0
150,34.36130119698389,51.101673265515814,50.01473109800535,62.040408624954416,47.57306511722183,30.25381504903278,44.3193759761354,56.33854700043821,50.0
151,42.06580931136495,54.893258605459216,51.5951941982426,25.429123224961717,62.034486817717635,60.18395027725318,47.694796150662164,54.69971439412083,50.0
152,37.583474793996785,46.16970941651576,35.84563287703179,57.601562147909334,67.10146744352171,45.29676173438606,56.25548827183657,43.09277098516904,50.0
153,43.37903971088719,67.75780358126448,32.84363168951943,64.04873409707693,43.7578476678481,31.622329874416344,25.76091962654609,51.59775937453916,50.0
154,28.007974340299064,48.00195976862908,41.76419298108468,49.26727557901002,50.61705664677659,31.25037082176639,47.10346125198542,50.43958872494314,50.0
155,68.28307014756516,41.10982774984153,35.20531233721747,69.67290363937701,53.06889294079497,39.16843795555708,37.91788455646763,52.931999415861284,50.0
156,30.724087522582547,50.7793798556667,47.78469497013582,43.42439068331475,17.006294708438947,21.447836702137952,61.3489339438687,46.507517659332386,50.0
157,29.99815178275869,44.49852794055004,25.243722003256728,47.107089367456254,55.87764607548991,33.192295449958856,37.77269932833668,61.79589719512325,50.0
158,39.653238058559076,47.805306900793866,44.53683758066533,43.45707998775903,55.334986168655504,30.375132846576555,61.48856057029069,44.28437414149148,50.0
159,28.693939267225446,43.66284837542388,43.15135935264136,51.75999973875886,55.02342241061268,27.65844860765326,53.52537029275857,51.156030645805,50.0
160,51.942088305454504,58.793192729359205,44.13765897860819,29.061702189561288,52.26672178523799,42.63309787617507,42.25141502710815,27.79590679063403,50.0
161,31.553791849754646,69.77262450329732,82.02370965782819,64.65482185853239,54.00191641812875,27.016795290624152,72.70882600425172,56.76273580605808,50.0
162,42.76189565520662,27.547576995705228,51.92017490190983,73.14840635860782,41.167019658976315,54.64235441929201,39.92780601610706,36.74251224976122,50.0
163,82.59875509042246,70.16157899607163,35.649993930715304,66.52799982687374,51.00424328544507,64.97347935350672,29.67053119172157,56.706343516623484,50.0
164,51.589399926448436,49.02930477696443,49.06100652257566,43.98106239967627,43.29439898245864,44.08685938386778,67.60714407608805,29.164966369852195,50.0
165,49.200121374054284,46.73183642359588,60.943931090542975,50.165824760637456,79.05200349728231,51.90159341184831,47.59049138785537,55.38855563356663,50.0
166,48.5445364322062,51.98017535490755,60.11467102089308,57.51705231986429,26.122616621952083,34.32421714076273,66.131617396347,50.67611435107841,50.0
167,19.455425575402792,54.692484274136035,54.256289524700904,36.50054837075642,58.153105391721084,21.99741721935895,65.3147336902124,54.56002159190809,50.0
168,34.937691190851275,59.50173112190255,52.802470871556785,33.3521798598552,64.00087658634602,54.405703150961465,64.64083893658284,40.361875637931966,50.0
169,50.42974904765219,39.4185922207611,46.60404687332421,48.476606965689264,40.49116883899277,49.620101060029924,57.19621805589629,63.427288612529935,50.0
170,35.79052936862171,40.84624164909085,60.653511239999006,38.274087536913804,52.76446666867514,40.02369860027489,70.24146264032207,41.638482038370505,50.0
171,44.25853722963494,45.00667369851508,46.994250076377725,47.056234725950404,41.37693947539838,39.79876194981732,83.56922354362072,53.87983602558724,50.0
172,56.17748118154245,33.93707125163056,49.37434383378596,43.33126602057134,62.45985616630344,37.53274322596404,53.74913554231409,61.59973280689716,50.0
173,75.59554026774256,58.29901826481576,36.55569007325565,32.36054996556181,24.880533048769607,45.20914569535898,57.06034799215132,37.70823697664677,50.0
174,52.42400076389231,48.852376304782716,54.15812293650153,49.10415625949231,63.52697347553134,52.185301742323674,50.12551683611558,42.752214016097206,50.0
175,43.25367531648959,45.711380596519156,70.61803972999957,28.45213167785691,27.55271614769434,43.54889697359761,42.73585095772338,48.48552108239736,50.0
176,37.602691359883124,61.745778495100296,50.459804920338094,32.663733353198296,47.249541020342825,36.316625755435034,64.96057388815356,38.94720762561831,50.0
177,45.683999633895226,45.298809614830596,32.165501476793786,51.14822871937868,37.046731805070095,51.32747683878728,42.99297136376834,29.05503481272853,50.0
178,60.55574207097205,37.25877614371582,69.99276107968574,64.2391379589473,52.968325388931845,49.053189551652025,52.50865210763571,41.3291197613971,50.0
179,35.31387627920801,38.00781483278239,41.71832313278225,74.87186550322654,53.68083160811027,51.13842899251591,58.69437686072203,53.16357243049981,50.0
180,45.92681896161784,58.87733814807689,66.88813865718494,45.719376984007766,71.34834975089328,37.696939938158,40.95041269495344,43.274274309203896,50.0
181,49.49963847057728,38.41245616111959,61.819596946590465,39.08573265947916,51.24711680773235,36.23066128419438,30.99502389601643,54.06243437976717,50.0
182,52.275822030668095,72.77972824166979,38.596128205969976,60.961047425174264,43.67202712594855,32.14915747693361,50.4074070440832,52.16417921813278,50.0
183,31.142411028143126,57.92574527835612,48.26225267815295,51.65011291809975,72.9601726268563,49.097611507406256,44.46831001552533,49.499036057405455,50.0
184,57.42150774680016,69.35252263290874,45.63829438320667,62.70402794418361,51.94453129982779,45.628250563425915,60.248453772157326,38.08624666078538,50.0
185,47.4790413547131,51.927860342826826,34.03393712978133,47.45752037852803,63.9492957275575,34.23829644748612,34.40445313006155,38.56953332503948,50.0
186,45.2602836130122,29.42714428684204,58.75021912889621,63.82269497412104,49.55156646746716,38.32450298854007,57.731232950725584,49.49130080852012,50.0
187,65.51176559158979,73.40722299958075,51.8534393032861,62.03434397943981,50.57676899843038,19.915793752227415,56.60405891634642,50.69539074656421,50.0
188,67.90639991050564,45.717499154846884,34.892992377841104,35.282441238566484,50.469895536034024,32.74445611870922,28.72215765317706,50.34135248481395,50.0
189,55.403963860012595,31.461983599051116,50.84618972075919,43.73764233220957,42.26842541302458,28.79148782796869,52.47660531814327,21.126505583208264,50.0
190,38.87683781903644,45.665493463634554,54.88205549671353,42.46418689632772,49.399135041530975,45.527052794982005,38.48456218723706,43.91290888325467,50.0
191,56.51936569094927,50.97097799794578,49.55489140451824,58.24224009580149,48.49665350014617,43.28734478159405,63.46141257321054,45.1884659314634,50.0
192,67.70493910584916,44.62422175837232,37.15790545207304,63.84032163727207,44.77698478151344,47.4410986092734,37.48593678848324,58.18163910186135,50.0
193,47.80432383320304,65.31184619180999,64.57360691514822,49.84768986955418,67.21185283293563,39.37098946837693,37.896678156290314,51.41779390045274,50.0
194,53.83520081069022,49.5949866405733,59.29191030763243,33.78365262390894,42.226752578186606,51.356199771769525,38.2092849766619,57.016015739348774,50.0
195,58.33209794651198,44.76579046692068,62.52429225338617,46.58328900150016,51.6616019942694,44.9031683179308,49.0767652599263,49.38640446074891,50.0
196,49.8208783142984,40.67164977833162,33.783819286291234,45.802140242353595,68.12071446678513,25.77459685088661,45.704164817340875,47.34533869122762,50.0
197,39.04599764237025,48.603181893008774,50.04248483041593,12.476182197535492,54.79299320828046,48.17752125951478,47.320237397480206,41.99407807331603,50.0
