unit_id,InletTemperature,PressureDropBed
120,54.465955126334755,64.13638909739525
121,58.391911759733475,51.83311461592946
122,31.011659634252023,56.80426574917305
123,47.40655705685667,63.5968981303661
124,42.09119621181499,54.80886834661807
125,46.343871286800905,45.689046581028
126,49.39998327290115,53.09277920081172
127,44.78465096602662,69.33367085130928
128,52.3763830193256,45.9492477834871
129,20.847720939330586,30.793509634855624
130,35.98150507630442,46.05929705047071
131,64.87258978203486,55.46787935184598
132,20.99311490280247,54.223599625970664
133,49.613986310663854,72.32523272704985
134,24.499802993991384,67.93860408646384
135,31.262696546058457,36.2639623987748
136,47.56433488674206,50.2948401593718
137,43.680199139619276,39.26930122200621
138,8.383597627858668,56.58542681477856
139,11.074288833696874,36.174072082542885
140,46.808631748515694,34.26761111525244
141,54.807248192798035,38.68649527862243
142,43.732654520696414,52.97287211472306
143,36.480376694895654,52.527090516979605
144,48.62988430385834,57.377102664955004
145,70.81787805422263,53.340070755503476
146,68.79906064691131,72.44461343098769
147,47.97897593075222,68.33184002892045
148,24.91422541192211,55.113538942131385
149,44.635589341369226,68.42448434117499
150,32.6648553589113,44.038343189461436
151,47.76211119715009,48.65370792733164
152,51.20457985162176,24.256668665193125
153,54.59605856362924,83.89581937712623
154,16.913940782687035,53.84018531640385
155,55.67702625950518,35.63083746630671
156,42.39620518843039,69.68300734425853
157,39.48836513764793,36.82735007961995
158,30.62345533765097,76.46151096788786
159,60.81042780747011,39.86847223758314
160,64.08586550242833,43.514495460029345
161,46.70604659389588,49.03832081863283
162,17.189272749085692,51.77760013130581
163,37.4869900754799,77.96074347651123
164,44.283247150203565,39.99290390035411
165,47.6444248316844,77.91377452040706
166,42.776874157671074,36.296548433156154
167,17.24899375798163,50.825178836334665
168,39.689133186850015,45.82544913824256
169,50.333376688107045,46.77541218014963
170,16.131794238057545,48.77590272120119
171,26.629324243372775,49.38702073171921
172,53.77603070824932,63.792986553620246
173,65.93673651423697,40.144586038356856
174,42.11922317617479,54.00166633421507
175,36.63847422604983,61.83571774501699
176,57.63086132074208,36.83295682960119
177,55.90152634679263,39.22840745371632
178,47.33008593537757,42.49199407404999
179,60.49894476965766,56.987449910075696
180,39.11621472848295,41.42988306077765
181,33.98377125331996,36.0903422845371
182,39.14484875077072,52.74605691722123
183,66.95165049004316,63.857796464233445
184,44.19800393608903,52.95163203975499
185,59.071830025955315,70.54334804334904
186,54.9328298374245,50.12032799742843
187,59.28581335553427,65.73036489714757
188,43.16594072747146,37.917490533974636
189,46.78724643426776,62.450959888480334
190,64.51433766272413,46.672604099057246
191,49.495994822836494,45.22347623436325
192,52.1076307882601,50.407694985431476
193,49.50760719927807,64.06815152591513
194,45.70747398833669,75.30239439778535
195,65.88347573565954,59.525858860776395
196,59.98145974466292,72.90931094525445
197,48.02799813054022,63.68306484496806
198,48.9959952774888,26.302782986347992
199,52.91217350741604,38.37568408848964
200,24.699160801079692,42.838905243603875
201,49.48562171638551,51.74078520833265
202,47.834724580524835,16.192343628166803
203,53.48871293671083,40.20339387951934
204,59.68654274388157,58.74204617267291
205,35.83337057852681,46.35145855201327
206,46.646167725582146,65.2875998837022
207,54.71793952865632,64.47208968531486
208,52.80213030865075,53.85006466219638
209,65.05190202531254,58.25278385876872
210,51.678679377807505,66.77733316976166
211,17.31860062833759,38.46788310033528
212,35.736532725083194,63.212356558365464
213,44.19289289049744,33.53614055991176
214,34.00993283311913,31.256208439588033
215,35.98489235443999,44.35113559842937
216,39.62804122618071,48.062269971763534
217,55.80611124320202,58.418261581847936
218,54.4105084119751,57.878450174962765
219,22.760019817647812,53.70956302112217
220,42.80103706742456,60.69558664870576
221,56.55099907486978,41.628873855893815
222,56.64049420606319,50.53781912689703
223,43.50888386342229,57.19836835416862
224,51.27462664849123,60.51249654732381
225,49.84096016906053,37.67192568895739
226,26.951074479861028,66.56384818134235
227,59.98186208776244,57.12804894242676
228,58.513181986461944,64.45892826493866
229,39.280114168970144,63.18141272552341
230,62.3940411424202,35.50251195372441
231,17.979145591136216,40.40539547324388
232,26.760484249796175,51.4001826281633
233,47.8494186142938,55.06346633295508
234,38.465259665606055,40.64244104985405
235,40.34997673271027,40.06866940375257
236,29.799279257073664,40.60158446077527
237,41.557414084395205,50.31634771049939
238,48.03740157884755,56.91395529591113
239,49.968460033076106,34.974115737671596
240,38.77993296136666,39.483701777368154
241,45.2482888523519,59.50636425300584
242,51.07667518365781,51.67117251592228
243,41.13817280142861,33.897203845010594
244,32.84160139722958,44.533528159236035
245,48.752528182529716,41.159286978786525
246,23.789714273012166,36.371454686587946
247,48.02947814235483,50.84228749594656
248,52.145175829833065,63.48298130340094
249,58.305093836545055,50.76558454947837
250,23.879262703298977,49.874879137624426
251,47.65659757479327,41.67422926909644
252,62.11711181157362,42.08350313743397
253,36.9964527343646,51.5069429617636
254,33.4307682826295,39.43326878936003
255,22.201365532944926,43.39574221183533
256,41.24185757162729,55.29626580979723
257,39.94297105770417,56.569551393647174
258,26.954244154261808,57.045137437956015
259,57.06316709188718,57.15101191438185
260,48.69082008910494,32.9112564369198
261,54.48532566583959,71.5705994970615
262,48.84848430622795,64.27154109798597
263,26.973113085655356,45.57154534305552
264,23.22825068860021,39.39704917756627
265,16.415654670058075,36.94918191776929
266,38.77092975564059,74.93561911062038
267,45.64075903989061,35.65049231852056
268,73.71367924677288,56.85156944551531
269,25.608586571049486,34.5794522379824
270,19.39460818579053,34.985877562812725
271,44.947840911387566,61.88079783625204
272,61.20499805925538,60.94232793357701
273,58.71568404947033,57.80012358687892
274,59.980377157702854,70.14497679989893
275,36.975534794606745,52.669227582119476
276,59.765600484420354,23.58137856376599
277,39.843133314219855,62.047505596654815
278,32.69081448879701,52.28734479383698
279,58.967725308544274,68.91786705316335
280,38.091589437375546,42.00570397009973
281,49.29677584100344,45.42109950687627
282,53.031264288088494,44.66890265033776
283,59.842682130072205,54.73151236196561
284,61.831567618550075,57.89634692597771
285,53.59760880805082,51.72471085039942
286,42.490576869698245,50.893528287321224
287,14.232071098011573,55.3166507739617
288,52.00669902549466,54.00157750864379
289,53.12354581694525,37.863482766734414
290,36.367363683833254,70.46471926969619
291,34.12090625301336,70.55607233886406
292,53.995718998802786,69.39021969219691
293,35.95150757450681,41.653165446610956
294,22.842158684752995,35.37475169348023
295,37.05114045700172,54.570067838651376
296,44.52071757370214,56.75788647206227
297,33.95456596815818,55.4738106712749
298,60.42984263318571,71.94567781684921
299,50.985154593559116,47.956436926035906
300,48.236905618971065,70.73994217617243
301,38.44983986927974,47.62021180738326
302,29.118344811456858,54.648173200251534
303,37.609427553288036,52.82622007773191
304,28.57659282030934,45.006519266843114
305,64.02854439214988,47.174408498628445
306,31.209126602144384,50.18474459954109
307,69.27257919494868,48.83580668453001
308,15.193114669588553,77.16042683729717
309,30.12302130240154,34.337610896920104
310,59.50916028368709,68.41715705796865
311,58.575385461256076,58.68253484978006
312,47.03248033245706,38.81425118269153
313,71.28235797223846,25.360678502973954
314,43.40030040643379,66.81637941408202
315,43.87666817725755,33.25966195934024
316,53.36250168848727,62.76415619537758
317,75.7520567288101,63.03363141941398
318,76.95475243393543,25.888773663639327
319,43.61420672267554,36.95878037026017
320,34.536584936791535,48.114836331489364
321,55.64658533549054,57.37087966967459
322,55.77262148784524,38.55754257759547
323,54.11530395441764,35.12458046468297
324,64.647754155526,42.419609074477144
325,25.26242606581801,50.42011093072021
326,57.2584677136375,67.65122620162657
327,58.60798405729693,56.614802812015675
328,52.13826899100829,32.49281346268079
329,53.05556311607158,73.10653605271625
330,54.549901645232886,30.236993718694173
331,46.17445441491197,69.19224304800628
332,57.56677601582912,42.0055770324629
333,45.90553388752652,43.38273595660489
334,73.42615086738222,38.58137454910144
335,39.917388215778786,48.8762800498245
336,42.6591397389585,52.225657148469224
337,36.680337373161514,53.520487988004284
338,35.38347526979511,55.262948139834336
339,33.879789493706774,67.42082741461682
340,44.17967645347853,29.988531477411897
341,64.72636895852564,25.380868830927298
342,54.286048779630676,40.55044189874118
343,40.47692488626573,45.679798775694145
344,47.97582128092981,52.026580479960245
345,30.0554449024938,69.66489669152386
346,58.644945045259206,47.200445915030066
347,45.29323113288924,72.76882920568785
348,16.685507652697073,50.88802955770235
349,32.158695865618455,41.791598679753214
350,54.24478959840962,55.20778893845815
351,56.26210396357483,47.77553016583032
352,51.82234143347733,39.65818867396766
353,52.101944437941405,50.94122707707505
354,53.32426424140782,41.49252141229362
355,51.06527332380508,62.944248162699964
356,45.23893213684366,55.07613019098541
357,36.97907773654442,44.82070057158046
358,22.11316687083253,52.97796391931902
359,32.172740353200744,55.908984500376015
360,33.4493166303067,23.211679538273106
361,34.41802616254534,47.41600486435142
362,38.65158591094793,48.842009333930235
363,50.01329216878908,43.737591071113
364,42.54938079423341,50.977676674819634
365,12.711297068869593,33.076813100219944
366,22.95661682535583,54.82265634078792
367,31.815605767772865,58.55483012348109
368,38.794564551876704,36.65303878550867
369,50.013024058454896,60.23004301255333
370,51.195082561134875,66.96131055448711
371,61.977452644894285,64.6050817931339
372,56.90508665218508,44.343203044661834
373,61.09477381162961,42.873547665622375
374,57.217948833499534,57.00878567693928
375,60.082554427154015,49.44141907314768
376,30.344120619522766,37.63429966799348
377,57.100145376121084,38.244359622164936
378,48.710344039385724,77.17205345989463
379,57.73789006863176,34.497657161768885
380,29.030047416216924,41.21236172501161
381,62.51132620170669,56.342489337208846
382,48.414250296839214,62.04055594851431
383,50.02020461339701,39.47297396924551
384,41.937385956644015,22.57919394980152
385,45.8593811373618,58.19467736967221
386,44.00195484618586,70.44021956889871
387,41.782767731935124,59.993799621605724
388,68.4841211062137,38.423870560297225
389,57.15038726737788,51.44810614055755
390,54.12579807051293,34.32932202292247
391,41.251911669782594,31.06634796240269
392,30.880925449132533,37.339327848988304
393,40.977319805000825,55.01296409441516
394,67.12229224016588,51.71187657285713
395,58.55698416636114,66.0430228909799
396,41.44252571499344,43.71169479947777
397,64.46504018881805,44.8103898520065
398,47.677013487443254,50.48710995624537
399,38.06489793582053,46.474559346012036
