unit_id,ConversionEfficiency,ReactorPressure,RecycleRatio,RecycleGasPurity,do_InletTemperature
53,23.2763552410865,78.51418029273589,42.207468910084096,40.599365239348586,15.0
54,25.205786863899743,70.08077034173851,45.38471233650608,47.09127318872978,15.0
55,21.00788098502333,68.70060725027962,37.080060322031315,67.88673858050417,15.0
56,14.216806384158462,62.205635641475645,65.30111626074564,44.709544376025576,15.0
57,24.04765118634001,83.36095416106298,60.37464766983533,40.921833443862994,15.0
58,17.324710377123182,80.54090257542393,28.70503393516793,54.19340001380249,15.0
59,25.25374921149971,82.33528804092566,42.602048978833686,60.15630891226218,15.0
60,21.016018146786113,66.80675245493497,62.807285470756945,53.52109397825316,15.0
61,22.04838585528422,59.644077708199426,60.128211463254466,24.01054205471172,15.0
62,21.998712031636256,66.61682800604669,70.51303880861727,37.93628776180125,15.0
63,24.477498254274302,68.53803409788314,68.9046336372226,54.322004171199026,15.0
64,21.58366238648648,59.57153812682812,55.38780716835065,40.635963909545154,15.0
65,23.329625198753817,74.21259563848365,35.89073506589507,47.19762653304289,15.0
66,15.066595563623334,54.813874687914016,39.61567342222873,36.57129344532519,15.0
67,21.52777927469668,76.28053339474751,57.13235239099298,45.23573800425206,15.0
68,18.23141669489806,57.67148957817443,58.03334007171672,58.482912646656544,15.0
69,22.015414463144474,71.38508279208797,38.00531576723531,54.65280804280578,15.0
70,22.45173607898618,79.72353163265606,66.48689199205431,76.9445098563304,15.0
71,26.383492544582737,82.62148166859043,69.24132399910806,68.04094763488483,15.0
72,23.93274456620665,70.91563309650033,53.81955749072433,79.43174625084086,15.0
73,27.085124438901083,82.2175367192257,37.46402626098826,25.799341221059894,15.0
74,19.167926656870257,70.47992219288923,53.65515424739507,60.78243812642761,15.0
75,19.24569934930966,51.903069205767395,42.751555705117056,34.9501191437451,15.0
76,39.39083044321202,96.78643859249145,36.92998173293829,20.001463879335077,15.0
77,14.373547427373381,53.07170970689049,30.681154229838057,41.89643281090018,15.0
78,14.638125970524266,65.09346365471336,38.464960087121625,57.81908474849593,15.0
79,26.344973838273237,86.17644732137677,46.994418497633745,57.95677350331328,15.0
80,32.193571390296874,74.87696303239458,56.29965743946523,35.85186351447185,15.0
81,16.84301199585836,58.52802155319666,53.50642055434364,42.71329613793701,15.0
82,32.40152790524987,91.19320660227848,51.57263383106132,20.197347545257987,15.0
83,21.42797919868053,70.73026398447222,67.62910355959824,62.33552922632389,15.0
84,25.771455190379704,85.60973849710489,35.27144023134101,39.20663790390106,15.0
85,31.4355616207952,79.31803982479533,27.840640497665603,52.13381568737522,15.0
86,24.271633500500233,72.62930314360318,61.09165261313225,55.385977273006525,15.0
87,26.854501132154276,78.98688376471011,62.588181112602555,31.42995066439225,15.0
88,24.33569012611432,82.13225752404223,59.749974450623874,36.35591077553938,15.0
89,22.37049989579943,79.61990750500048,76.02478674890313,34.48047154884082,15.0
90,15.561647325366694,59.10967499548285,74.92363459842002,42.9782505832343,15.0
91,18.57936438834439,63.28314833747949,85.35159784204151,48.856217305469954,15.0
92,17.281903031903408,65.55629904766687,60.51561737502894,60.01327005995239,15.0
93,20.03448454028974,66.32158725965849,40.49056874807565,65.79474927495131,15.0
94,25.38689980718115,67.13003490705647,28.82758705962757,32.48020008304942,15.0
95,16.925808024091523,52.91092110880676,45.32531550105153,49.32756890122924,15.0
96,42.90089142618709,103.48281804948562,37.03113060402059,47.596913271870704,15.0
97,34.832708343222116,83.41722021867281,53.305945255208606,51.99313898700524,15.0
98,28.7073598377625,85.68853725917207,69.7148388609583,49.202588245657914,15.0
99,12.726850688939674,55.490106892853916,67.19885963612853,38.65590892362612,15.0
100,37.83735929904525,89.94109402714005,60.612632163742504,39.21732779770332,15.0
101,17.931035877489457,63.942915670518275,28.523710506141484,33.4420345569863,15.0
102,30.23538589549363,87.23799930728461,36.636499825982305,77.23073865630745,15.0
103,28.645140127547826,78.7722834461928,56.165545612168714,49.85630275690834,15.0
104,24.541266475837915,80.96052703667466,47.394100040132585,51.248171040101596,15.0
105,32.68124330330113,84.74405348015803,27.26230171286393,37.96805483287511,15.0
106,30.34031385426938,98.16487768000891,49.83291134576338,16.329232154919055,15.0
107,17.467807697181907,72.80362710295205,58.76727210231419,57.099290071432236,15.0
108,34.44451241225531,89.349293138246,41.955303072958486,40.032905712235056,15.0
109,25.582878568531086,71.79440547515242,60.600778757657864,62.82466698125324,15.0
110,21.81179730802863,75.90293787607163,43.814854835581464,62.019719908197054,15.0
111,35.764534207187126,92.23387454858563,49.49566498175133,58.85461219631924,15.0
112,19.310446166502242,81.06485664026256,39.24263386183946,45.66011592627725,15.0
113,27.05527872514359,70.55439574607806,55.835677371271814,46.234691690943265,15.0
114,18.09364020490464,67.24506449837612,37.10611284742975,63.972237173987494,15.0
115,17.024270028935874,54.56697569684282,41.73307812910193,28.54337678560165,15.0
116,21.733774753864793,70.26130476877897,55.61164857767584,33.4167607331634,15.0
117,26.553341602906787,74.37630370149397,32.82107967891439,27.270865334414307,15.0
118,32.616386503535566,90.6499897470831,72.46488483379927,38.88472952611415,15.0
119,28.656571515863146,74.20890403173618,62.62849153529263,32.96223684007736,15.0
120,20.632171592180416,78.31127158662488,50.092759768696546,39.22352368870548,15.0
121,32.47809878621963,79.07435938540878,56.22466864160029,29.112904595964018,15.0
122,31.559659432851692,80.07755717820683,55.19748762273629,74.31009543529908,15.0
123,20.81257921340881,64.1806167069975,57.45902399212097,59.14333814281951,15.0
124,27.244617734204375,87.60758355136143,42.431308024859554,46.55088404187488,15.0
125,34.563040054760336,95.17219086569362,14.023917153654114,43.71256118583238,15.0
126,18.90810646612561,62.014677357494094,46.399306053996895,25.952817978032478,15.0
127,26.40333323545439,77.04926571008217,44.921875122372384,47.88317200988111,15.0
128,24.95359263274867,69.68952655580765,51.69287366103487,52.21161763321177,15.0
129,30.377976826115905,89.45591842838886,58.82928551885716,55.72448973606504,15.0
130,27.754373638700187,72.1199433934201,66.6179296342446,18.865223024371303,15.0
131,30.800303299949515,77.50499022096892,22.903314083099104,60.02695728030818,15.0
132,32.474230235486814,90.31730968419525,42.96862440494598,62.941565427176926,15.0
133,23.225071792378895,62.136122250802856,46.42992351791421,47.93321891161241,15.0
134,20.859336117401433,73.2795724316419,44.06007546416043,68.00911207229542,15.0
135,16.100749992476374,58.128756899269106,34.92147219113245,52.99291024524738,15.0
136,23.20341999142243,74.09861137729743,54.93093493403448,47.2363919129085,15.0
137,25.68916958133162,87.45983185687078,39.11184282790874,39.81870225711457,15.0
138,22.659491538700866,74.85073490483154,59.760279824017786,44.88945670419279,15.0
139,21.458512630402325,66.52916833927044,45.12650243864913,19.575674970094163,15.0
140,25.173939750164795,75.38881031161367,53.37690866913135,67.30433850450868,15.0
141,20.092509327472165,81.42094994654443,32.99593640582176,22.197377308944755,15.0
142,20.2735491249895,74.42932155669389,54.43592248115571,44.708927040263454,15.0
143,24.32025232894721,66.80006637935466,59.76902421483768,26.333243290537823,15.0
144,11.707425632270304,49.68470496179825,40.36416388831861,63.359413845482464,15.0
145,27.02385083913856,89.54241398677226,60.18369631461205,71.52036299688831,15.0
146,26.39979206958113,69.17066011347433,61.621356199972475,58.00418647941694,15.0
147,27.83811922894415,83.82439651926649,37.448192456200786,41.42132246137953,15.0
148,25.736610823185853,80.26188725722156,45.37047332040234,61.52921991397303,15.0
149,20.241508742987026,52.18168226971506,34.17272487230878,57.76412728671983,15.0
150,25.353778380399042,81.91885526005395,57.408127794658306,38.12351266657378,15.0
151,30.484860884230464,81.48654405326384,52.69563652354539,65.91710440624696,15.0
152,28.56926696743734,76.81181377096004,39.11662458940973,53.96943283652228,15.0
153,20.14553711450982,64.72192924442396,47.22247004147802,63.86686652579257,15.0
154,28.13305646157343,81.01683988114979,71.06975730641322,71.44852677561413,15.0
155,24.339983437706305,78.32370885187943,34.603875998165506,50.676928135475336,15.0
156,17.33006997042673,64.9954681039716,61.002735518583435,52.83580816180467,15.0
157,14.536040422414807,64.09208946546069,48.904183656423385,67.54060503317831,15.0
158,41.50751356234897,83.62666195072323,69.28616853308324,23.769342833644828,15.0
159,32.76138200037324,80.97024364875804,46.437069714355204,66.24576804567414,15.0
160,25.776577641113345,75.77413101944585,57.4733461212831,61.71482894861803,15.0
161,24.376344975672655,74.81091099720003,36.07054008776314,58.77423069014347,15.0
162,21.30101677651855,77.49361591240695,61.68524891810824,51.08121193390108,15.0
163,41.976027818184875,95.16510147873355,38.58617797647834,27.853836335636473,15.0
164,27.136342975775804,85.56102062662748,51.1356982958756,57.569522931899726,15.0
165,31.533534674374117,86.26164018920021,43.1353297332253,56.68188749625591,15.0
166,31.038471810672256,86.62483241129266,52.25150862635907,53.2328704915245,15.0
167,26.85319028443522,73.38802303130738,39.00371165361767,36.87740196261744,15.0
168,24.986673803730405,78.11446534003102,55.23114207744555,45.290142865873555,15.0
169,31.561407457573754,91.35463507526886,51.438429165505696,50.56480297225138,15.0
170,25.93610737422035,85.70655371169046,39.40834993327747,34.48138590537469,15.0
171,23.785669898395067,69.82794876176264,54.039504576555366,53.992943328363324,15.0
172,32.23639568093268,87.01007998060206,68.09106511585833,25.506087843597854,15.0
173,24.297302185763115,84.89340872361382,37.189025108968536,46.69838592469561,15.0
174,28.51983279016046,80.21602539346273,61.889227630998576,58.01915078667758,15.0
175,31.47726736544806,97.00051964546977,43.79666404273388,41.667833142574196,15.0
176,37.19097181820193,91.54434149227097,48.94023785735791,42.21092169319324,15.0
177,20.24760546079164,68.75659958865963,49.29617057460577,54.83702076902069,15.0
178,29.238710997729594,81.14317250622756,67.69368400496613,40.774264936541506,15.0
179,38.70149675832168,104.09204412172596,67.54585157088648,42.949444979287165,15.0
180,19.452795569039043,73.31642076015183,51.890438194811125,47.11451028908675,15.0
181,15.979002823035513,68.26267445978361,54.191656248510355,33.8560662889648,15.0
182,32.18420550798385,78.29015529344416,51.03513873552651,26.815080134050337,15.0
183,17.586604665624222,66.47282596240794,47.37704050891532,31.865455277197242,15.0
184,20.069233383380435,59.72960152290462,37.75029058263673,58.691086790129724,15.0
185,32.10316598569538,88.08803247518222,62.729159519640156,92.33632038667201,15.0
186,23.92581857382511,65.2312216766109,32.647836981749116,51.271396554991156,15.0
187,15.550087904720575,64.57784853592504,41.19816468553188,53.02026581548697,15.0
188,25.069106422479262,84.43244764906446,47.99214524674766,57.77213539400986,15.0
189,27.680609164508972,91.33413410904893,56.15076660277177,60.46859738051282,15.0
190,27.795060488659946,78.44522984815683,48.751017907842815,48.11607080791855,15.0
191,29.081494076812454,80.38679812626278,30.303184939578323,49.319163082819706,15.0
192,23.08054700770883,63.34050949142913,54.034156290676776,70.09402212374593,15.0
193,19.397141566212373,66.45677304416053,71.21770782494383,73.69264782209713,15.0
194,21.76177964218368,67.42022934131103,64.35633970173176,20.01057456123774,15.0
195,29.573646038485542,86.42490423303875,35.268552613230966,62.05825242801445,15.0
196,17.22202736424417,70.08190107521047,62.98391607257405,61.18963525652526,15.0
197,16.866937785981413,61.87693439367897,46.62583618902061,55.01355956733284,15.0
198,41.57161350023863,86.31566113344164,39.52377491376005,38.395215427109896,15.0
199,26.615401400532047,89.05308075785793,34.46305846096715,65.56850314753382,15.0
200,15.197848202303136,55.735825948914,47.54688488755653,71.92625758922384,15.0
201,17.562306088897714,72.9667066642888,48.6435121388023,29.47626810512147,15.0
202,17.091837633001774,65.39867975459222,64.20588273927308,60.43660463400922,15.0
203,18.986503894714552,63.805183332078975,74.40765228746186,44.694570409364175,15.0
204,19.447381430750386,59.38772671317708,53.54964761907208,47.063099089991475,15.0
205,33.63398987960324,85.68018821333433,34.35592639645353,33.969561440967986,15.0
206,35.24166941536303,102.30063854162773,44.35730663985135,40.41524053533864,15.0
207,23.448027723038305,71.43639790577592,36.74477181443291,48.751703986295226,15.0
208,11.285800932930796,48.87781139185267,61.2497839583629,55.228639535849766,15.0
209,13.713379704977884,65.05666410074404,47.51425229741067,51.49496223582121,15.0
210,21.133257153237565,67.30818228087759,38.39752093447274,38.99099873157618,15.0
211,29.021486601500122,75.44664742722108,48.26121726187387,23.162399466564736,15.0
212,20.203503174218547,62.761460774005116,50.96522824654207,37.77525498872817,15.0
213,13.925176775494778,63.59320991771474,48.12167688917792,49.4642355351284,15.0
214,37.33695568864963,97.4121521308599,54.03638046845127,81.65514206986983,15.0
215,27.3440806490958,81.0132903739199,32.23736672257539,52.448218363959995,15.0
216,30.231713184826425,74.94560119201786,42.82463317888194,49.3914894781537,15.0
217,18.349935995478166,71.58929270306754,56.69083562731361,29.970392427102983,15.0
218,15.218662320175772,65.41294047867811,54.119967191435585,49.47568042679522,15.0
219,32.57446568294211,90.95823208804728,53.808915838454865,48.52631586756557,15.0
220,14.636179081126244,57.82755803596275,54.46949297618452,49.47927733515114,15.0
221,23.73615532398229,79.52410569395548,61.52703988010253,60.322738873860935,15.0
222,18.007216631482663,61.288270230657645,8.99156834825836,28.037577274133934,15.0
223,20.44683934671609,73.88533454968193,36.38802457048839,62.76820370716459,15.0
224,18.03148762394436,66.21245993236259,38.032919597427835,38.032911150140784,15.0
225,19.857028838595117,60.341625897590575,53.2477876990553,42.89937107081417,15.0
226,18.803688477450965,62.29892912416775,38.820650846609844,39.76827213935542,15.0
227,30.800199455920286,85.11024073676461,45.99370471041303,58.90675098594101,15.0
228,8.601186464933814,46.1764299899909,57.01614483944026,53.14391208905824,15.0
229,39.0721146417249,88.00778254675812,40.19890966868117,73.62367913002662,15.0
230,35.28480647677284,102.31318888991716,45.98137267320611,52.56919384312596,15.0
231,32.438783453765694,80.1067266702148,60.047973396438806,27.557146963681,15.0
232,23.549222717669288,71.20759820464846,46.665522809660445,67.33132346075038,15.0
233,26.109374908855525,71.71514923306742,43.38434391417315,63.66755247814548,15.0
234,21.208248766255895,69.24356318242222,63.588283659278616,46.10500577663644,15.0
235,29.653095394893633,85.20145698060183,32.478516128718056,60.607635810055655,15.0
236,23.54847654179584,76.77530694903872,47.651299497172886,66.45123756758146,15.0
237,19.752408976929303,67.4761842140644,40.34345067602409,78.22790332934302,15.0
238,23.30858399005055,73.13326996622713,48.59653788239902,53.091043588344185,15.0
239,38.29794986939735,98.10432438830291,61.74546417613534,59.352030508297084,15.0
240,28.205480570232123,94.1882769078501,54.072235606580236,51.517542574627164,15.0
241,26.074380073524075,80.42050030854865,46.11170579509232,40.898469932619996,15.0
242,13.03245019174443,65.60470912911678,50.316258705956066,73.33110456029377,15.0
243,32.082504506837004,96.09639287144617,58.85415701766229,48.94005609738203,15.0
244,27.871868010347985,80.7240499585867,50.77492435828374,35.6078448492539,15.0
245,31.5050684436064,78.71819808818499,57.67874910605862,58.93863905315267,15.0
246,26.759399530504563,79.29503437305097,46.40051556754419,46.64465095728471,15.0
247,21.22069813425774,65.79995006399204,58.59621966673278,82.48963454156242,15.0
248,21.523611631494138,73.18000107634661,42.175782148054644,41.59398471798531,15.0
249,29.002919380340035,72.94152352959956,43.23279514966417,32.87649616801684,15.0
250,25.334829157688635,87.70107363432076,72.24153337924783,51.77996998140691,15.0
251,34.30327751717428,88.54078076799561,41.0268001314739,54.163390684396475,15.0
252,29.38620853883372,95.88625653818956,40.033495986663134,46.03832066078496,15.0
253,19.106844936983443,69.0842463529238,31.98654370692598,68.39214277040615,15.0
254,47.08049169176143,107.25222511063548,61.76925703562465,41.047436403898,15.0
255,24.854291395851824,74.77339507558312,76.88958396249879,17.566079131569083,15.0
256,25.816944716859375,73.63874880223672,54.68481321118885,57.83424067163979,15.0
257,20.227010335421635,72.43495309771002,55.79140618791546,30.11173518991487,15.0
258,20.25056428990208,73.26190869356846,47.84414129234958,30.211999994228115,15.0
259,21.91636410351203,63.75398974845074,73.0366860511053,49.6382427543456,15.0
260,20.787108764853514,65.62539120303644,53.343932886988476,31.832238489681043,15.0
261,21.078065782931002,85.1979723584818,54.57562577439934,52.45578595250455,15.0
262,23.565889279003645,72.43004248071765,53.464794357910996,70.49933868348798,15.0
263,21.03277796458999,70.57079020703118,38.10875269886183,18.701968580913697,15.0
264,29.499108856441506,92.49814259333418,49.57195250174096,36.29956631712935,15.0
265,24.88242317405004,79.10164979643277,41.17656435073877,48.088937383979875,15.0
266,14.733543986255484,58.50559559872387,31.45845512103057,63.085593134042355,15.0
267,10.42664932409907,63.4364323365819,43.39650559920771,59.19405813747699,15.0
268,6.537370813369222,41.419589134293716,36.20101463441241,33.250875769077034,15.0
269,33.71043252469881,90.08231081423975,68.406470122009,34.75810495463858,15.0
270,21.691509648698105,66.2423821605209,55.109577345721036,54.606388995335806,15.0
271,15.85497062494115,54.1708822645134,56.3549816868662,42.65726623767703,15.0
272,7.680818753726642,52.602441555944324,57.85380215655393,60.50029575085452,15.0
273,20.880244722402164,59.790573006309714,65.58148699904716,66.40867912726297,15.0
274,30.67758961540941,76.13491782310307,51.38557108004469,34.825329690057096,15.0
275,28.115096757708745,90.97852552584051,51.358559124676226,75.37834134020622,15.0
276,20.959211253522152,68.64410509224417,54.11652807539798,50.80995335603244,15.0
277,26.025204114498713,79.53732382852002,63.44540552804879,84.28648992680596,15.0
278,25.453738670381274,83.2144735441959,57.288504954510614,51.64041861200957,15.0
279,30.298589321627194,83.14038868974006,52.911368421802926,21.043306459434053,15.0
280,21.19921117291266,78.69340834969616,59.75387088172902,22.689036951658718,15.0
281,24.62117046651893,78.00250506952592,49.74469337945814,53.643249656138735,15.0
282,27.392750684220886,80.64284241743465,25.431793796496898,31.082088974702387,15.0
283,27.634572440031935,80.05574277654527,40.10532302350063,65.89356985390467,15.0
284,23.3600627194324,63.86455349594836,51.939621003354404,59.179392435864585,15.0
285,19.36438655696334,67.23015395853515,55.443437155155976,24.767858975388258,15.0
286,31.56585180424848,86.09696835571052,52.80531562537248,59.952881473437586,15.0
287,29.37342334035757,81.89654791104233,16.554271867637237,41.034280784263935,15.0
288,27.620723810204765,83.08604672156312,33.63901320372474,30.034643737393065,15.0
289,30.661082603277546,78.07100014613536,44.79544877129163,67.31747944912314,15.0
290,10.250601336988819,53.20535781347979,41.98334725618024,43.018721596757004,15.0
291,12.047079412367015,60.23370103310711,85.05531853819431,38.82037481012098,15.0
292,18.24590780889771,58.47138524548818,80.84751203932684,52.8657746508897,15.0
293,23.143136409081816,73.33355742931491,49.31810622754766,52.99337187036972,15.0
294,31.19677264470578,87.8081923390028,46.45303954082381,28.583825852492474,15.0
295,26.281109416422236,74.86080394346688,59.812182662307436,39.01915431532976,15.0
296,15.24359263472638,57.42784218429656,21.799393283641674,49.97792554007908,15.0
297,19.038402443175325,65.03402321761511,53.260535484263926,44.609126920458245,15.0
298,19.467595006732456,56.6432533084676,59.006929462706246,38.02532281229492,15.0
299,12.99706986941275,54.83321687418595,51.93810960160474,53.39283888538044,15.0
300,11.865884162676956,60.48387020830328,50.48553833186483,57.15573605663488,15.0
301,17.82829257050301,62.14975287114138,48.91384421966981,21.664971424874057,15.0
302,15.427382815673708,66.66908769050849,50.280147137110205,46.37388415080466,15.0
303,34.100947550609106,80.54753611143556,57.44081326743994,54.275344940102606,15.0
304,19.7845527981925,78.56932914836432,43.59897869525592,76.89289763140448,15.0
305,17.753810097335744,58.66211605122386,52.58770864204681,51.69719242850421,15.0
306,16.270257741711646,60.77869591499744,53.400828677338076,29.04252040473105,15.0
307,16.302631109359016,50.634672011063294,37.08767118162411,48.78302308102573,15.0
308,24.876550964487077,89.84066105915069,47.29224731092653,44.840144267607606,15.0
309,26.989208513522716,82.27193299612254,54.790624823151624,38.082098749308,15.0
310,14.325449661299015,68.41593109661507,39.352531135184634,34.07024968232019,15.0
311,19.65519555702943,69.78461222385263,44.72782935744648,40.36620316242732,15.0
312,24.81378946608141,75.71350808247362,40.77680221798495,42.252755541874365,15.0
313,24.638904535051093,74.8711174918405,54.74393108052216,81.81555314387782,15.0
314,24.134877510996958,75.47253589533544,58.97438648638761,23.331725146070273,15.0
315,18.674780213084208,60.883126335648306,54.75814628323896,50.55932812186666,15.0
316,15.62268549808986,54.485888631865095,51.34935229540908,41.96290452938369,15.0
317,20.456291135649856,75.19252254851226,39.51383799338231,59.84965349695678,15.0
318,28.53829886625035,86.46886245812941,20.921710398086088,42.80126692660997,15.0
319,10.913120658856387,50.856775407670334,51.478785427317995,57.451632985455646,15.0
320,19.194088616493197,65.30522870234167,51.00651680116998,51.438124449211536,15.0
321,25.294795283486167,75.4760031153945,36.232292356827934,44.38224734519062,15.0
322,19.770207153398744,54.734338626636415,61.54219130431797,91.05597584763247,15.0
323,24.644367058132868,78.90336507997249,44.71680077920727,47.437507631575215,15.0
324,20.016188991237403,71.96845806225532,53.85912401192958,43.49638260505525,15.0
325,29.81465498523088,74.86809259606733,54.37338942215125,59.176974460313,15.0
326,27.583048003938096,72.94341257457857,56.71770900628824,44.895676837478476,15.0
327,22.5267142301021,73.67422815221347,64.07347568832616,62.30674669856151,15.0
328,25.05847211404722,87.86903336837325,49.14459877634,81.92094059568166,15.0
329,12.442423581584041,58.3857453752241,50.129399197745286,56.25048811040753,15.0
330,18.63742468082268,68.68939911281835,37.94312476949183,40.56534657931217,15.0
331,30.608072958612336,91.55514589191047,63.07007314464105,70.54928857994712,15.0
332,31.502969989074433,76.05172809663303,43.827518011671216,86.41739590062683,15.0
333,17.5348683169644,60.88146410881191,56.10347347082841,72.4741923886533,15.0
334,25.841107346434757,83.73835713830525,54.755651003653774,32.35761200253835,15.0
335,29.915503957244212,82.15694550379479,41.2457463965524,61.8409596918524,15.0
336,18.734551238431923,65.38886364475846,47.710687533100476,30.61006303073344,15.0
337,26.23360342666279,85.87033940713978,46.455246846221456,42.263894522031066,15.0
338,32.91467287688395,87.93123969622327,31.07932034612852,22.192181384720065,15.0
339,34.92334415176888,81.10894888268916,53.615747715497754,75.94203782241449,15.0
340,18.098953192077282,61.0671282423084,51.233642823378126,71.3034060040144,15.0
341,25.054898006824406,67.51492462803755,49.89208528161337,34.06310752535349,15.0
342,27.060742314424328,69.44101997188011,46.519225225285176,45.75657980447727,15.0
343,29.883187679524877,91.31955897736523,55.02771833102838,68.20944716410736,15.0
344,31.696811302991673,74.42773281719577,63.669897996232145,37.40466570160342,15.0
345,25.022563276794365,68.1637279155936,42.586579949964,59.966739201412324,15.0
346,17.287824135553613,55.402671950970436,29.462419125467463,69.54302648622296,15.0
347,31.314310339392467,91.13454048004593,37.59395687193408,55.109273777053225,15.0
348,23.43211519874278,74.04759001944868,50.33742118203499,49.46025880253914,15.0
349,1.5206889787956,47.21081786425445,58.183346333309665,64.90463898291009,15.0
350,22.306435264598818,70.83189259326,43.73266864393693,43.99205442719517,15.0
351,16.246246637058427,50.28772424656131,46.392296355295954,53.91569035829475,15.0
352,30.98230629220642,65.45321645371291,32.00547626973571,53.977582477895076,15.0
353,14.97470565473838,76.58782840256887,48.216913641661705,68.018014181116,15.0
354,32.214589905684555,85.4636945355714,50.68482365301709,41.09152973357843,15.0
355,12.856086556027819,61.97515135781289,37.32624829056774,59.02032468823981,15.0
356,16.639619311826582,59.12583417623467,39.754007180700846,43.45604001630269,15.0
357,28.53759708874568,81.78541751939167,26.09918170330881,55.833446185504755,15.0
358,16.385147211309295,66.92092762287838,61.893104632851205,35.63298763924114,15.0
359,32.356015054368264,93.73209999467853,42.67626673485394,41.88862845641212,15.0
360,26.94539731965971,83.75457298716351,61.064698739537775,35.7135740776728,15.0
361,27.77916952702479,90.03399365633106,56.326261553445896,16.31942576379609,15.0
362,8.044887884689,48.03489712127392,66.53307228411869,56.75578437817788,15.0
363,33.27119590612925,77.72298875929359,69.87185893693447,48.554067916724,15.0
364,36.61924594381195,86.50603413586046,36.618827406549315,30.036964274973982,15.0
365,26.713443748981554,67.4200207621576,38.990156262238116,58.13138601423567,15.0
