unit_id,DissolvedO2Nutrient,EC_Salinity
71,33.241439221859565,55.82838589139788
72,54.53197653406246,55.89288793772383
73,18.46291576192857,64.8163191343997
74,37.75598311246392,54.669261687006866
75,54.807703950800544,55.7572802201244
76,65.80872683614801,59.18073988336388
77,49.4214326225259,41.98388833592284
78,53.6317654317889,47.31788947642137
79,44.7414328734853,56.18714884636711
80,34.47391815266543,55.22263068148104
81,56.88123544411647,39.58601766483451
82,27.99966425752265,59.42316270677929
83,19.876814195594445,72.76317093305556
84,27.980688532163175,36.06402027093128
85,49.11043061845537,45.99144110278339
86,40.94052167892718,13.76876635994754
87,48.748386794975225,56.672603700449066
88,82.03253560191747,62.520230979182955
89,79.39093274292664,78.38607509262101
90,64.34613376295323,43.47141330152593
91,38.521660196119726,69.58841509485659
92,49.7797882987797,66.33220828255914
93,49.30408579200656,43.7035733081681
94,61.137499587609554,50.409791764467066
95,44.02454320013014,75.02758679954205
96,76.17648470664143,55.29693748453305
97,64.52213260672458,46.42319715585965
98,49.105488768490204,39.16449313982848
99,42.205979341460676,46.09590324647685
100,47.26665705668465,39.77453678874108
101,52.95438371381544,53.16001998648839
102,49.004935522777586,54.89399862604212
103,58.918111309661526,58.567250809207586
104,53.53936755069262,50.77599318760795
105,57.43630479231307,64.48475187522408
106,43.843353673319854,69.9724880492247
107,43.368949190899,54.117882741427316
108,75.93656131944046,41.595820973536384
109,41.24397954769119,46.0216421204534
110,54.98740524012205,41.399424384814445
111,51.64371557304427,59.873894524275755
112,49.93346972642069,34.620378244680275
113,62.66424481374756,56.67207642195274
114,45.11010986494414,68.90667881181675
115,53.769675393269914,49.01597352672988
116,73.86885474788785,44.17207395894414
117,66.08739603402302,64.78636199424635
118,42.15389524355571,18.483357867165797
119,13.47330144781138,49.571212078766926
120,46.79177559951278,40.8794811490869
121,69.21042958914789,56.71920355090546
122,64.03151996021538,66.17791392551052
123,49.42074347091299,63.70067409985702
124,51.945788334072105,53.01679824810936
125,42.99136744575422,69.58044038194271
126,72.8990925821822,40.17293835534138
127,61.23908161157148,48.87875172768389
128,63.58497104988035,68.34154055617947
129,65.3457002043064,62.50953834877458
130,73.31271681469731,54.801348793963385
131,31.28660026952207,41.34706166598687
132,51.757459939142585,68.30088317360845
133,46.61724244989622,73.66051776696803
134,45.914324510584976,31.654221681100335
135,43.89756957276394,36.666160765352956
136,47.80464666162551,54.94396166674263
137,63.16180371553264,66.96725194028615
138,65.51128898014666,60.90615342275718
139,48.79616096898131,37.4468981203763
140,55.71438779684687,65.95982948460754
141,46.64805350164214,45.97962272979695
142,32.03303751968466,51.38847678635289
143,64.84872999759406,57.150363854813996
144,41.048194459070324,43.88888126981898
145,61.58041489922878,69.75008240982204
146,60.27899907581254,52.42512004805382
147,57.51893228781226,54.041903648533044
148,58.90899343840394,71.8525616869589
149,50.85330929029826,60.18894118473575
150,59.36668506951029,31.893584422407297
151,69.81994466535323,26.499603421899298
152,64.0356334141365,56.42407274381599
153,30.624424367779138,50.07292570881158
154,41.39283182121155,33.26998996111683
155,59.261397830738204,51.05169423760421
156,46.85986415442391,51.99453039306373
157,74.78304705000406,52.01006215301318
158,49.98845063869646,58.819628941166854
159,29.903772788441557,32.71662140293747
160,32.77837738913801,49.7709560021953
161,29.137509166781186,55.82487450568372
162,59.99868704454957,55.994817333922136
163,45.41941536152873,62.56302740874067
164,71.59868934445765,59.28847814722728
165,31.234248663360738,63.74022744356042
166,35.57894683536482,52.81416989279255
167,46.76370534654459,53.47417522487894
168,59.76833124952265,46.34807693190935
169,46.349028378231885,47.1707001235023
170,36.12457866552161,50.6600405347773
171,38.60575742333391,58.76444844235684
172,34.599565505096685,73.32547722333543
173,43.98911451149409,17.866414275039944
174,19.593614986411808,42.474468454102166
175,51.399069473370716,56.19799142604808
176,35.01576469033332,43.581953629978166
177,36.02173287611551,45.916808940286046
178,70.0323551581153,47.62449661473799
179,51.23490469142169,53.314347515271656
180,31.78648762549948,41.55211282624781
181,44.88499430331693,57.620233390500125
182,60.972494680552906,43.73229877839915
183,40.64720691278868,38.65885171779455
184,39.43239360722874,39.76545998310525
185,32.098443439588124,61.228535852168534
186,56.642944967657826,30.805893178807104
187,42.864303868095774,50.75339396277195
188,50.49478184484419,44.21737885034151
189,34.65085766788126,45.726682360953546
190,43.84407125616057,55.44982702085075
191,55.93096441407955,63.79159610250567
192,53.098652531547664,42.07909618897384
193,59.553517535710604,49.31366323816144
194,49.60917515606721,65.46417212682634
195,48.01364835225545,39.27454364334871
196,42.01173556105786,42.13434485002677
197,70.19027026416633,49.512899063452345
198,45.40886961253981,68.45951210184835
199,31.780480719775156,73.20128748974466
200,30.88324467922957,78.08950396912496
201,61.680927237669195,51.954440056968906
202,36.31330872696609,39.31684998122417
203,60.81298551352462,47.15629424211431
204,24.33182665009281,34.22530355741782
205,61.51216049620296,45.73106655112784
206,61.21642558738456,36.90880319324256
207,42.29431545411602,29.63920856106645
208,64.48688893876776,61.45426950817032
209,51.21298732562148,49.338580847372356
210,46.77108386791518,71.95180976203451
211,47.539765206794456,40.3726509951787
212,45.423605976291626,57.07735437514955
213,47.59804378803102,43.731857003374465
214,66.25090498848928,39.08688314305185
215,33.24699134496713,48.525415547255704
216,36.48635015702777,57.68843271447195
217,54.97773496987386,33.44685729714014
218,50.822143427411305,67.77464010393544
219,76.42921665990333,39.580773980836945
220,57.07336060497116,57.65470206680768
221,62.969281563600006,39.56205177726677
222,60.05769965446716,58.30392842784437
223,50.92533228056484,52.86408476552591
224,72.52744481912752,37.92347684018226
225,45.98833664140008,33.3990731831769
226,65.29627131259218,65.50116418754315
227,67.89556705790316,17.918402216923532
228,58.363671492404336,54.749108403893985
229,51.64033049993085,45.26558381523787
230,58.12763371275679,57.684587252153136
231,60.82465704950255,74.39491356083573
232,51.23664613430397,44.24202472347857
233,26.37702361925571,65.06206521296406
234,43.18870150211918,43.01082807768812
235,50.882102072433455,53.08898992703093
236,36.15918494718352,33.724598009293885
237,15.328174375361318,68.7216492774451
238,45.92396568289266,53.27169363000502
239,67.48755092881936,64.7752439132102
240,59.55125265400437,43.70374097108348
241,57.93028106131859,47.52086652250976
242,60.64053068707202,51.47008404937273
243,58.629669630797544,41.339779794993376
244,48.69432061835393,58.36117426992474
245,52.254501757812506,59.55321708253734
246,21.68201344060163,55.551288785418976
247,48.79997080745715,40.080435545287074
248,78.12046921308202,33.307677618596976
249,35.39990391210219,45.54734642025485
250,68.42022723051191,69.76893115015451
251,41.14294847529399,48.40923567581087
252,42.07254776848223,68.75936721935912
253,55.59395247145166,33.80852714366135
254,50.88997189532043,40.62349715883679
255,44.850242428391766,43.137496607268545
256,56.78332510289336,27.062171166887026
257,60.24246705557295,20.565714515281826
258,52.389817610147354,51.0724843011934
259,36.171863671414364,53.29592425271183
260,22.7861929284883,41.70884104751043
261,31.35568497887353,52.97808830478387
262,52.1207681445947,49.5569165935424
263,48.85193710121289,51.075635109245354
264,51.12105094706686,46.907793054886795
265,59.83859320031714,54.77540378934257
266,51.14251456650863,48.655973906750305
267,40.423201111446254,56.95671729008701
268,29.568819291211405,57.41878004208217
269,36.51400826690994,51.64172709627924
270,51.820501357944565,32.80385227656239
271,57.79994507958319,39.48837084929214
272,62.8930857052862,50.93417827057504
273,50.29044743036395,64.42454502296874
274,55.7337475317283,77.40682047713759
275,45.94929101801391,47.98878565394891
276,34.16830900591975,72.10670337130331
277,44.219686668182014,72.6768527331382
278,46.144193589427125,65.93693369032513
279,39.68913955411624,59.29718548680452
280,50.58143095607053,42.6856179152841
281,68.30333375182909,45.472900650074045
282,41.81270003772539,46.14751251840222
283,51.823109658170665,62.28429272894345
284,56.81353543701404,66.07572467708317
285,35.10177810304354,62.78755042969921
286,56.02393408237473,62.15401543533163
287,45.11696602302969,43.9450515128025
288,48.30330875028856,18.533532806137334
289,63.97005926190955,59.29301769322174
290,41.33053819150828,47.45384936991965
291,44.30873319454639,26.205825705994712
292,44.679735027523904,64.02090244696522
293,38.477858770495175,49.99902036495574
294,67.50914679220553,29.289617486888147
295,53.19668405658606,42.2059592163885
296,46.96226098822119,42.36418536974541
297,63.870413338227195,59.81242238614445
298,46.22006786331631,66.22455253921311
299,67.85370086331197,47.65637616445704
300,35.30971582233979,46.975912479854294
301,59.84681647879611,69.03352972913244
302,61.83405562388368,56.1344948969972
303,50.61829496301961,38.30751354902197
304,53.013200909842034,43.45863611740602
305,63.22001299639612,79.51319716800494
306,82.90783844264953,58.50324838831508
307,68.04160847577783,39.3976383476276
308,59.80733362960928,42.8646125633517
309,42.233763620303606,72.40220308505027
310,59.45548392562595,18.823544566813553
311,44.26923245410655,56.06791973543331
312,53.208815722104376,49.88834672085957
313,53.093770830298844,67.21983603945158
314,46.786280363058246,47.932780213403774
315,56.6559053306811,42.938044187813006
316,52.88153504198037,49.0557012509168
317,71.0032008577079,35.416567265832526
318,45.77530800766791,67.26882984291025
319,49.34475770684053,51.46106755366741
320,50.63320266091608,47.278518162292244
321,62.18075123492992,44.63119066009756
322,48.81667722158848,47.22229057126309
323,50.84072877107867,42.1867847785146
324,41.26027786435055,32.564107592585216
325,83.65486003607188,45.02827447410728
326,50.104965365707194,26.681227648640057
327,55.815550612388314,28.225226976058494
328,60.47745583239934,66.14286376928554
329,48.78300180663324,66.60901501399958
330,53.64070639452411,56.31700842619021
331,54.0918150332868,33.62434964767817
332,59.455316278914815,42.92521642997107
333,51.448132582512514,63.90843703996766
334,49.7702337721875,63.00379466236718
335,54.24715673068202,64.98285751294931
336,42.901033045627955,65.76988837950604
337,58.65675409990297,62.88247550867815
338,36.12374636609935,50.422899002755344
339,62.816507318219664,62.90389330916546
340,53.02240973533952,57.553142334048474
341,55.58211431075477,72.1980778763344
342,70.80872988787903,57.43053659899115
343,46.54037054499126,75.12906830492257
344,46.993993634095084,43.72888286303484
345,47.555953925118345,61.54884766302177
346,44.64785559284861,47.276870096661796
347,41.654885646100055,57.39699768845017
348,61.02566207300926,31.420713806808543
349,51.43438751198772,52.86710835953843
350,27.002483797922768,25.018081305360443
351,57.001207111259596,53.65270017579613
352,60.18944295056953,53.35541355445383
353,51.636898142125574,62.02195425508654
354,38.87669943586146,54.878153765264834
355,49.628351284547904,31.755927857755395
356,36.51994179266866,50.31326611140194
357,51.21483461959167,70.41951782781501
358,67.49746851392219,55.75447917273288
359,55.409901488179294,34.94358952713286
360,65.63316544760826,41.54974749847399
361,47.3768479889259,53.85250336508682
362,45.5620281881698,89.6516186595482
363,42.53374473450501,65.74576282825481
364,57.47756615688639,58.3733898341966
365,56.00827188937422,45.463220317535615
366,43.596634887399276,48.67846842376637
367,69.64426790806088,50.28286710864362
368,62.64255269137042,46.61318130794474
369,64.27624683439666,40.71484041967958
370,46.40084958230976,60.637585017669956
371,56.95560171250093,52.878179466658665
372,54.94457466069844,42.980467382560555
373,54.3532700277239,56.63901436090801
374,54.94854636055453,25.710657089364116
375,71.35673084754586,40.758395151372284
376,37.021297385283944,54.22725071309341
377,51.557613892229746,41.010717020178525
378,47.09709668376703,53.8366807149405
379,61.58147561331381,40.89081192312803
380,73.55559529472548,51.036675626671595
381,47.38643763927285,49.41451108562995
382,52.16934034643248,56.990159464996545
383,39.1689706321926,42.024964854507516
384,67.63951141586607,44.59240669103329
385,49.841108177390254,19.951000389237308
386,61.93715065008464,54.94770952081965
387,33.710598901070284,50.38440490486875
388,47.02258839621228,57.169815040060925
389,55.28100567056596,58.86946048978782
390,62.01075058060995,43.04238542337677
391,53.40999875577835,42.05954236953534
392,73.63570259464261,62.57083679208108
393,47.07986635727048,52.27570924888763
394,60.700749477101205,52.175675257513085
395,37.69962730764951,54.076246263646986
396,65.71966550614917,55.55063727798599
397,33.84404935188867,70.6312355071509
398,38.49569262446189,78.5978597503702
399,35.7817053250975,53.76792794673169
