unit_id,CropYield,PotassiumPPM
152,19.801799543351848,43.367582328688094
153,14.562600496038694,38.28455540259589
154,19.50971624524577,71.56450465519788
155,18.365500227205786,54.51236579126314
156,20.54037840267902,42.27174203027313
157,22.736043583152483,52.90739301663465
158,20.664658616292538,56.75977115682615
159,17.596821421606826,52.40069848676131
160,21.613093737190816,45.32903648055236
161,20.278993671162052,30.72461142787776
162,18.181124352453658,64.33681724133876
163,18.707177793819803,67.31213286385446
164,18.506633620798127,44.227716938097416
165,15.726280700660734,40.74302346655764
166,16.555152754698774,35.75094776356541
167,14.268610003961106,46.16480389886088
168,15.359642657385194,38.69210942935129
169,18.64465451637959,37.88926565808723
170,19.83968052564027,6.462157014643502
171,19.77879151586674,26.53939315139225
172,23.436049583735493,30.68825163852829
173,17.930300565214413,34.934784237399604
174,17.94780772093379,54.10923674330896
175,22.04883563681084,37.36109826294932
176,18.51032530760689,40.06651417316881
177,25.0621460084909,22.542596231391627
178,19.85483749246119,45.54399534971634
179,11.635485886975804,51.57254609148976
180,21.322719185105676,48.905457944206695
181,18.769600452887943,48.688357622614376
182,16.798504349922762,45.41178614768676
183,19.103952126737962,64.31945802997647
184,15.070435896282927,57.231427807753654
185,15.145904072272035,57.63851125797253
186,18.61454582615776,58.86640429108343
187,19.079759229650385,58.78053780766403
188,16.98603370740931,62.117276086673876
189,22.4551293249353,42.619609299536876
190,26.43426709002212,43.81231525996033
191,17.692346502101177,47.169243176782
192,16.310524465683354,50.05319977905443
193,25.901668344153695,52.04168826149248
194,9.92309556558223,52.69965814158333
195,17.64380849210384,57.96735047478582
196,17.826102774051133,47.43688830799157
197,21.49181716959498,55.888459222900096
198,21.61715119880565,36.26007841811023
199,30.050557421270355,39.737103073726765
200,17.383217606908772,34.83669161035882
201,18.75927688481521,44.09267164553635
202,18.039258299722263,46.256479599655364
203,17.462618256213656,40.680808914361705
204,15.799157417274714,37.03056838224698
205,17.879788521879384,60.64875373771819
206,22.549125729971557,46.38330351781869
207,21.44097215961079,50.377662673130835
208,15.663640603962588,32.93660409211592
209,19.3974699271493,47.2238773904453
210,20.932373562667244,54.80965333003489
211,22.785587966851566,33.96151999390459
212,20.326155487293118,36.3446729548127
213,22.994353570239028,67.69282828391593
214,21.562702287085386,27.57379202923479
215,25.29666892323087,68.94327585670752
216,15.532197133342386,48.916938689503965
217,22.54192000813116,27.583371989240522
218,19.331961017833123,57.340308239368085
219,25.29035676434456,48.70622095457807
220,19.142055231585587,52.070937109879694
221,19.559070332033123,28.965472076058603
222,14.813985833786017,47.47855963552279
223,18.377329810765374,77.7510401088557
224,21.123755406225857,28.514061877357104
225,19.31348389434537,34.82069342034776
226,21.05053607710491,59.185233383315094
227,19.879410898514976,40.578353610454236
228,23.026956519386257,61.703526952280846
229,18.919686555754225,54.67454491248902
230,18.067640694897733,72.85465021108782
231,16.55539311770053,41.099648142658936
232,24.78283367818913,64.34756958771182
233,20.81823931874859,58.966670815958146
234,18.68767327631645,46.64054369954407
235,19.7329049014906,65.20689329397395
236,17.047688311697804,47.48320341286542
237,15.63224365488213,58.06205157448913
238,17.548179375862027,45.93558942538355
239,16.625455712986454,40.61255488147033
240,21.76347523335674,45.380030031003294
241,19.233720931306266,36.448284834752094
242,19.60415325287022,52.811766462501225
243,20.423449046881544,56.776006147467676
244,17.786283098821528,50.452971214093516
245,21.39295241265472,55.413722661060746
246,23.885037939575334,64.12827352233263
247,25.74279320843329,26.035288770289753
248,18.251788691447153,45.209044061159766
249,16.808347774795333,39.55413216746572
250,18.408321538762234,58.96972446280405
251,17.010527911717375,44.73683444409805
252,20.247735023375288,52.294441886940874
253,27.85777881144721,67.24974092218537
254,14.90590310020335,33.10053374742886
255,16.375902025718155,27.15754181021271
256,13.861096228101053,48.43868151363311
257,21.69739687251612,46.68080469226862
258,22.903559781938394,62.61425588889831
259,22.4617694403739,60.73295467026104
260,17.443788414488722,68.12018063377731
261,14.71538149564879,64.4791279177877
262,25.569131354719616,40.28579686889818
263,21.32197267486011,65.92646031911775
264,16.82172776816367,74.78186668115
265,13.39340557855596,50.37146574734962
266,19.181772772944065,27.284834797570728
267,23.74163124482045,61.23801639275832
268,21.74137352713292,22.79335942447338
269,12.695578634865795,58.897587943375775
270,17.361004375683585,35.493223043479155
271,24.86542129640724,53.3351128065678
272,17.961304177777556,38.35920824286571
273,21.29160459342695,45.063346113224014
274,20.71178431278468,48.32659047475683
275,19.87220979449138,59.04401954752861
276,21.02700394901906,61.256436654474264
277,23.735297548029532,67.12764793497738
278,19.42767930770513,40.743633855446916
279,17.23528278539798,68.37184070565918
280,18.962636845485882,63.94843835923936
281,22.267982885268264,55.91869484501926
282,21.786390467557112,55.304236747475386
283,17.9579853033496,64.23608258359702
284,20.835854095639444,35.020221699969056
285,24.477365736928856,32.74122461302674
286,17.017262071853736,65.12607493666168
287,20.320607049652942,28.02041419832691
288,20.232735923398494,54.59177397984147
289,14.845110999334054,32.3107431858869
290,18.734696855306442,34.21669120333783
291,19.254499926603103,44.29061666710674
292,16.20935375550129,71.70565880449895
293,22.538398373701085,60.12821098195576
294,20.94819849540633,45.33143087862171
295,19.65142784283642,35.16827818491739
296,19.912470373301662,54.34020698823338
297,25.632244025503677,64.28457893051535
298,15.899360511541419,56.099765663949675
299,16.686553331216142,61.185647937800056
300,17.47652175226842,30.66367138864247
301,15.937136732382704,32.22759328265034
302,23.387972901830636,35.704812408329225
303,25.173372213331618,45.063861408062564
304,24.950406480451306,37.47456600698796
305,19.248887774234273,54.4204449655255
306,20.89767226660852,24.979235080464285
307,20.699248854901587,42.07725580429437
308,19.12281623644007,33.24427391309852
309,18.74900612284983,58.720644634999395
310,18.49741941944744,53.43078004299853
311,15.23217275944345,45.6621311404623
312,20.7186222800199,57.002314941026825
313,15.559709859448375,47.46780885336538
314,17.99384731782169,48.60660883673765
315,22.28968862856872,43.38496876615048
316,17.03390409044024,58.76659463721061
317,19.67137992466648,49.829371902096874
318,19.139407316796493,39.181477925403364
319,16.71663804436815,38.844336790739725
320,19.32833880602492,51.9211231927597
321,17.16608356189019,59.08859112493642
322,27.946010134122538,47.72913847342637
323,15.225018130289923,63.84406752638791
324,19.12031807650095,39.34113776032496
325,14.712461234271057,28.89528809018675
326,20.003562562414878,46.30027160725431
327,17.914971784490856,68.64795203923406
328,20.011240936275037,27.44794735035128
329,18.884145961187127,54.7338942967681
330,21.84257785954695,23.170654843507595
331,20.211650908977056,54.94610681195059
332,22.699834609817003,37.41360795724981
333,18.10338784144138,66.11751499374219
334,19.947078129388082,63.15957622710915
335,20.2128416174097,59.26507169948281
336,23.176713046681673,74.13027879654167
337,18.276586509570343,45.49643565334155
338,20.86946725551905,62.529648754418375
339,13.583262758261805,53.41577656212884
340,19.019303003371594,61.92797143105458
341,18.372283739552987,48.59201486685288
342,20.478141261554768,60.92071049234436
343,16.62253382024933,42.90419239951775
344,13.41447368031426,50.44864172749371
345,21.234604468281844,40.0357933812204
346,18.05858055203721,38.96859308668084
347,17.14713663311986,43.91292931298964
348,26.42629909573724,59.52614554463674
349,18.61533390852988,45.09314965303553
350,21.697739437489517,34.369721027838466
351,18.76353058171721,34.48831334713391
352,16.093533363963456,57.10493648248974
353,22.58146365314237,31.184230751378337
354,17.95779779047202,41.37295421182423
355,18.571714740609217,39.31276206287791
356,16.053712857003124,64.26979471154034
357,24.414079341457338,41.96597312146549
358,15.20450077791062,47.8736514223415
359,22.000112351612326,54.00266848601277
360,24.116667270342102,53.31771047390275
361,13.427002407669551,43.958574822746684
362,10.837681131400803,46.680524440088135
363,20.787184519872085,65.00620101360225
364,20.135562275276268,49.13873076665518
365,13.953149941004556,26.927096824859756
366,16.34572771262365,67.94291156903027
367,18.09623175103241,60.97771917265701
368,17.661982926899,68.37992533115526
369,20.758900157940385,42.15793450502057
370,19.00316033194787,60.93339326015939
371,20.24891409432553,46.02424392513837
372,16.98472782299654,34.30844903411964
373,20.525266147381853,35.88987313219965
374,19.92740578870569,48.51575227565293
375,21.100244745532358,54.558943137602505
376,14.292042204025778,57.197610988540355
377,15.919184016382076,59.28408378559572
378,20.20261311159981,41.792063754380436
379,12.836676838863232,33.581733526972336
380,12.877295089742255,57.55172334960573
381,25.858390071591398,63.446109442810666
382,22.06979491699516,44.6461777682738
383,14.277017563121547,54.54433252540066
384,28.563629275698727,42.19544195311202
385,18.50949521698743,50.90647516986569
386,16.741820937366747,52.043604388743695
387,15.153347643977622,38.27637000971269
388,19.090672211864685,55.918104938801555
389,16.526849599804653,36.984077396431545
390,24.683376608353377,49.23557484471715
391,19.801709606086746,59.008461389757244
392,18.11425959183034,74.63474398966116
393,21.824852634535194,49.12228227135742
394,22.1551214890863,51.770092380722566
395,21.694020025925802,49.36996201582134
396,22.245958599223062,72.51838904389227
397,18.572380952620247,58.07631897353318
398,14.794116013433934,51.93771073457691
399,25.533846136007448,57.74091778938457
