unit_id,CropYield,do_IrrigationRate,do_SoilAcidifier
109,24.752466188825817,25.0,65.0
110,31.249093036093072,25.0,65.0
111,41.116205056023325,25.0,65.0
112,28.88443897009622,25.0,65.0
113,33.35815056352935,25.0,65.0
114,27.509761440796566,25.0,65.0
115,30.81497445488092,25.0,65.0
116,45.8629582398877,25.0,65.0
117,36.17362361345973,25.0,65.0
118,38.42720218417485,25.0,65.0
119,19.788655518163498,25.0,65.0
120,29.499221426859208,25.0,65.0
121,34.51991960037483,25.0,65.0
122,33.00202082012453,25.0,65.0
123,18.740939471853217,25.0,65.0
124,20.090508659907215,25.0,65.0
125,39.44603446866365,25.0,65.0
126,33.92697792307146,25.0,65.0
127,25.07242934557366,25.0,65.0
128,26.654705507647755,25.0,65.0
129,47.81342103737026,25.0,65.0
130,52.0195789706824,25.0,65.0
131,33.96674716162339,25.0,65.0
132,31.684152572416753,25.0,65.0
133,32.95527641222833,25.0,65.0
134,35.58505009591729,25.0,65.0
135,30.092957349455443,25.0,65.0
136,35.827878009068804,25.0,65.0
137,30.418359555170603,25.0,65.0
138,40.12600303573344,25.0,65.0
139,28.390827247217448,25.0,65.0
140,22.75374531525135,25.0,65.0
141,40.91808177403527,25.0,65.0
142,20.01304538821316,25.0,65.0
143,23.02761175693137,25.0,65.0
144,33.43794132253825,25.0,65.0
145,32.14905763767057,25.0,65.0
146,20.432298852996087,25.0,65.0
147,36.728049886516025,25.0,65.0
148,27.72472833885222,25.0,65.0
149,19.167097615444227,25.0,65.0
150,35.33242461171656,25.0,65.0
151,18.581116047672133,25.0,65.0
152,24.48135805010063,25.0,65.0
153,24.62460733328904,25.0,65.0
154,28.557527752908708,25.0,65.0
155,22.214454066758485,25.0,65.0
156,29.3542874643309,25.0,65.0
157,31.127232559234123,25.0,65.0
158,37.65145671052635,25.0,65.0
159,33.334982917543165,25.0,65.0
160,26.145080104117604,25.0,65.0
161,32.475627654668344,25.0,65.0
162,19.573458975949308,25.0,65.0
163,25.237802437854914,25.0,65.0
164,32.386770188581686,25.0,65.0
165,35.95671756506267,25.0,65.0
166,34.83433100779302,25.0,65.0
167,19.210794888703262,25.0,65.0
168,28.34007578084696,25.0,65.0
169,39.62153497750272,25.0,65.0
170,20.755518939240186,25.0,65.0
171,29.66428914406745,25.0,65.0
172,33.597641513099745,25.0,65.0
173,43.832326421789595,25.0,65.0
174,23.136755693282915,25.0,65.0
175,37.38287612397176,25.0,65.0
176,22.576862694762127,25.0,65.0
177,36.47357946269066,25.0,65.0
178,38.38351754660454,25.0,65.0
179,45.61187564699694,25.0,65.0
180,32.745843936535,25.0,65.0
181,16.386980902356218,25.0,65.0
182,33.2921654295755,25.0,65.0
183,27.730113188319116,25.0,65.0
184,27.66801180116688,25.0,65.0
185,30.336684931267346,25.0,65.0
186,38.043097051516774,25.0,65.0
187,20.50540844163847,25.0,65.0
188,36.00395608174156,25.0,65.0
189,25.29932016070672,25.0,65.0
190,28.228580754714525,25.0,65.0
191,27.30138680154744,25.0,65.0
192,41.49698232591057,25.0,65.0
193,32.99117783953897,25.0,65.0
194,30.335539687017167,25.0,65.0
195,22.5448832914888,25.0,65.0
196,28.267707520061585,25.0,65.0
197,29.238040263542455,25.0,65.0
198,26.16627079876857,25.0,65.0
199,20.196193164578702,25.0,65.0
200,28.000320309618264,25.0,65.0
201,15.623488136076114,25.0,65.0
202,35.39204396438394,25.0,65.0
203,41.85775719925503,25.0,65.0
204,27.52511576039323,25.0,65.0
205,29.59895579763743,25.0,65.0
206,34.55538047451197,25.0,65.0
207,26.516198372228867,25.0,65.0
208,33.61172141450936,25.0,65.0
209,36.36857958339408,25.0,65.0
210,37.23278849232463,25.0,65.0
211,26.160064135374917,25.0,65.0
212,30.047650214875297,25.0,65.0
213,39.37989604420139,25.0,65.0
214,44.34849384630145,25.0,65.0
215,22.855477174475165,25.0,65.0
216,28.682936672490165,25.0,65.0
217,35.51811123266222,25.0,65.0
218,22.920767943571022,25.0,65.0
219,33.43736489898259,25.0,65.0
220,29.53877866975017,25.0,65.0
221,42.99426907605014,25.0,65.0
222,23.907119634239564,25.0,65.0
223,40.05729458587059,25.0,65.0
224,37.38797316410911,25.0,65.0
225,32.27653109850503,25.0,65.0
226,40.666793595501524,25.0,65.0
227,40.90105549717605,25.0,65.0
228,34.36367003603548,25.0,65.0
229,43.045610449254944,25.0,65.0
230,36.77327628340569,25.0,65.0
231,26.782019450118312,25.0,65.0
232,30.479771699028305,25.0,65.0
233,21.193795553323525,25.0,65.0
234,30.14340089339905,25.0,65.0
235,29.013503999331043,25.0,65.0
236,31.331975231483984,25.0,65.0
237,30.29650104391823,25.0,65.0
238,28.52460132829243,25.0,65.0
239,37.81737827732187,25.0,65.0
240,33.242800387863234,25.0,65.0
241,19.8137626982924,25.0,65.0
242,30.810903925652173,25.0,65.0
243,29.839355090885302,25.0,65.0
244,31.860313672762125,25.0,65.0
245,30.139196516047743,25.0,65.0
246,26.918897338728247,25.0,65.0
247,35.38476485797761,25.0,65.0
248,40.972931441846896,25.0,65.0
249,24.769938127667047,25.0,65.0
250,39.131012364865775,25.0,65.0
251,22.100994132221246,25.0,65.0
252,37.40026364547176,25.0,65.0
253,35.107391303953705,25.0,65.0
254,27.15793895298581,25.0,65.0
255,34.91129797662647,25.0,65.0
256,39.38958921118376,25.0,65.0
257,28.31899959358934,25.0,65.0
258,29.94481055909078,25.0,65.0
259,31.204167288502646,25.0,65.0
260,21.50819543155532,25.0,65.0
261,25.490636898658824,25.0,65.0
262,37.24458165708641,25.0,65.0
263,24.548215422347905,25.0,65.0
264,34.82284964916393,25.0,65.0
265,27.357822291806883,25.0,65.0
266,31.138495068473116,25.0,65.0
267,27.732197668569157,25.0,65.0
268,22.861772712075876,25.0,65.0
269,12.795169931040139,25.0,65.0
270,39.5043560608083,25.0,65.0
271,25.689648673225342,25.0,65.0
272,30.86314931999278,25.0,65.0
273,24.837333401090625,25.0,65.0
274,29.33981202373583,25.0,65.0
275,28.660292402139564,25.0,65.0
276,22.669477686694037,25.0,65.0
277,30.574378092026315,25.0,65.0
278,27.96336084337192,25.0,65.0
279,28.262584985296506,25.0,65.0
280,24.698574465557797,25.0,65.0
281,37.6000170870762,25.0,65.0
282,22.731442312276535,25.0,65.0
283,33.129789847357024,25.0,65.0
284,21.016716204449562,25.0,65.0
285,36.16931276722281,25.0,65.0
286,25.873922959762396,25.0,65.0
287,11.980090851109042,25.0,65.0
288,29.20864490223413,25.0,65.0
289,23.208774124097904,25.0,65.0
290,30.376969457083618,25.0,65.0
291,36.06645984149122,25.0,65.0
292,34.484713610628944,25.0,65.0
293,16.31748357959541,25.0,65.0
294,35.09812840019808,25.0,65.0
295,26.582770251954138,25.0,65.0
296,22.797051065219506,25.0,65.0
297,34.11668579345203,25.0,65.0
298,24.085159700233675,25.0,65.0
299,26.004479288182228,25.0,65.0
300,44.27414506295452,25.0,65.0
301,28.601595260657344,25.0,65.0
302,23.121955539701432,25.0,65.0
303,24.593254214892255,25.0,65.0
304,34.010119189195194,25.0,65.0
305,21.764427744320738,25.0,65.0
306,30.857876370394887,25.0,65.0
307,25.180354675427832,25.0,65.0
308,23.45633939449664,25.0,65.0
309,22.511251257483682,25.0,65.0
310,31.38503820685942,25.0,65.0
311,29.40757277811129,25.0,65.0
312,28.934445592287826,25.0,65.0
313,33.266503272103236,25.0,65.0
314,29.563286603505325,25.0,65.0
315,32.19869664771345,25.0,65.0
316,26.668323648087604,25.0,65.0
317,30.856161153049097,25.0,65.0
318,38.832543366793224,25.0,65.0
319,24.897270665633393,25.0,65.0
320,30.442665877252715,25.0,65.0
321,29.459281490737876,25.0,65.0
322,29.117084397673437,25.0,65.0
323,32.863291303753684,25.0,65.0
324,25.350945096772804,25.0,65.0
325,33.45717422751021,25.0,65.0
326,21.68642462279544,25.0,65.0
327,35.036750280266574,25.0,65.0
328,28.04491129337757,25.0,65.0
329,24.16835461229465,25.0,65.0
330,35.77456310078084,25.0,65.0
331,26.25230282987445,25.0,65.0
332,23.553096382385352,25.0,65.0
333,31.515026648090032,25.0,65.0
334,18.342161813633787,25.0,65.0
335,37.963272602917215,25.0,65.0
336,27.62157728596721,25.0,65.0
337,28.12519742591881,25.0,65.0
338,25.95350246314338,25.0,65.0
339,29.419360480112488,25.0,65.0
340,34.889020405010356,25.0,65.0
341,38.022371970704654,25.0,65.0
342,26.97621520046674,25.0,65.0
343,30.516428150777585,25.0,65.0
344,21.479306355038197,25.0,65.0
345,24.160772823113497,25.0,65.0
346,25.954621170981625,25.0,65.0
347,32.10727145015913,25.0,65.0
348,40.10455253483708,25.0,65.0
349,42.12289389350086,25.0,65.0
350,22.125983840502855,25.0,65.0
351,28.762944054738494,25.0,65.0
352,31.72550882842297,25.0,65.0
353,28.47996444154012,25.0,65.0
354,29.530115764504366,25.0,65.0
355,25.00971773528627,25.0,65.0
356,24.779704277616535,25.0,65.0
357,26.570297487101406,25.0,65.0
358,38.59332878008996,25.0,65.0
359,34.80019977094492,25.0,65.0
360,34.83223896335161,25.0,65.0
361,34.84140796262318,25.0,65.0
362,37.44798160367483,25.0,65.0
363,36.2542950517064,25.0,65.0
364,45.431903028805436,25.0,65.0
365,30.990686538816142,25.0,65.0
366,25.742274265360187,25.0,65.0
367,41.32307822464591,25.0,65.0
368,38.11477393416783,25.0,65.0
369,43.72414675716409,25.0,65.0
370,37.20183110192817,25.0,65.0
371,18.867188728848685,25.0,65.0
372,27.852680540559025,25.0,65.0
373,21.008791051641246,25.0,65.0
374,34.85476469906665,25.0,65.0
375,35.4017792591557,25.0,65.0
376,38.54560364090129,25.0,65.0
377,45.97111429048408,25.0,65.0
378,29.381702279597036,25.0,65.0
379,32.337185065454065,25.0,65.0
380,42.10715488763618,25.0,65.0
381,27.95486205319213,25.0,65.0
382,30.948494451262356,25.0,65.0
383,29.636216927772978,25.0,65.0
384,31.45926889406656,25.0,65.0
385,33.05647677857485,25.0,65.0
386,28.212143123002555,25.0,65.0
387,19.277596230397254,25.0,65.0
388,23.87112531471301,25.0,65.0
389,32.57255465186435,25.0,65.0
390,30.696160171565726,25.0,65.0
391,31.690170440505415,25.0,65.0
392,28.92878909453646,25.0,65.0
393,37.28733501690822,25.0,65.0
394,30.021054828315577,25.0,65.0
395,27.454159756567748,25.0,65.0
396,32.71243434534815,25.0,65.0
397,37.039552879430744,25.0,65.0
398,45.42343134722789,25.0,65.0
399,37.29583050120078,25.0,65.0
