unit_id,ProductTiter,BrothTurbidity,ViableCellDensity,do_StabilizerAdditive
51,32.9399141878005,9.379127069773812,67.69419600332931,100.0
52,30.715005285611046,9.095893093504841,83.8089843133313,100.0
53,31.899458112015466,8.86486587163554,77.10962925132074,100.0
54,34.66401775617813,9.580585297975212,81.56796225218517,100.0
55,27.42534760214636,9.793222673864873,84.65227249174919,100.0
56,30.214139949270066,9.529519349503133,74.05988153068301,100.0
57,27.926822185736466,9.806368574466225,78.62343944391982,100.0
58,30.64095848632944,9.432003509405106,66.25604100198196,100.0
59,30.352670555642806,9.256546612927533,89.50849934254352,100.0
60,31.443325497362245,9.556612941918203,70.55955948684104,100.0
61,31.317289269830678,9.04695540611675,79.43234052233096,100.0
62,27.499208062719504,9.266872096331499,70.27551029447383,100.0
63,31.68414533533476,10.482106892051181,66.9719707238288,100.0
64,29.171172905358524,10.576144666345053,64.97327599338759,100.0
65,31.813621532369908,9.599294616884915,72.24559424049771,100.0
66,23.793000795622554,8.933798225801977,64.03636302831194,100.0
67,30.473123347472963,11.279669054936386,62.90178433145051,100.0
68,29.14736774356893,9.775039336516954,60.55695429717545,100.0
69,33.93128028942612,9.5130546097841,89.42628715552965,100.0
70,26.939841094767072,9.235363627890848,67.45385464460924,100.0
71,31.448596261304193,10.270438968409117,81.84250500069466,100.0
72,31.995018891615473,9.802694497203852,95.17520896698971,100.0
73,32.380029780855054,9.559697602558478,64.24772450673082,100.0
74,30.935737948521385,9.711691756041219,66.01527030617945,100.0
75,30.231043503739656,9.360017876908953,87.52921574274013,100.0
76,31.9502399626311,8.726781281588728,78.71077690314789,100.0
77,33.26566438599122,9.097704693466316,76.95746076983673,100.0
78,29.506117290221468,10.221306242971494,91.33953196282548,100.0
79,31.984109729719947,8.928749884513136,77.33729141202899,100.0
80,24.76829330262515,8.679494202261264,62.610639228654136,100.0
81,29.06993063003512,8.949926067745382,75.83157767232386,100.0
82,29.78588460064831,9.556240049962193,86.95001299112094,100.0
83,30.463055206709527,9.317798857820485,78.99810587325058,100.0
84,24.531822673540034,9.57098825895353,66.30230672347466,100.0
85,37.468806182744615,9.462288424303237,95.75629894439611,100.0
86,30.992327520670155,9.695296808660187,73.96623778235909,100.0
87,36.820351283889735,13.222257758113145,73.32663127773064,100.0
88,30.42216593287022,11.67113653017135,75.52365520915842,100.0
89,32.840047783104076,9.148283886895245,82.16472007223867,100.0
90,22.757662237239252,9.3297213816001,74.82202481348641,100.0
91,27.30940892357471,9.005046262642079,97.47211593020515,100.0
92,31.655770725295042,9.307198862186912,54.6644072889632,100.0
93,22.325569834740325,9.375245539227075,81.83927929099362,100.0
94,35.7520236441588,9.75545334260333,72.23051937555458,100.0
95,32.6520619426357,10.534715134798903,80.58217714632883,100.0
96,27.547953159683196,9.979951825898835,73.54081002600893,100.0
97,32.19397758488659,9.213520309913978,80.99089688327024,100.0
98,32.76603717021069,9.27642127206613,83.16561142448349,100.0
99,35.80285484910479,9.817710507228673,74.96225492418269,100.0
100,30.128151591524258,9.619579860922684,65.3228845034083,100.0
101,27.772837545712296,9.218860490280587,80.61471665902117,100.0
102,34.56755503365232,9.36496670952054,76.83119616927479,100.0
103,30.628080298816126,10.082758093307689,79.8539209230768,100.0
104,27.924323316313362,9.431344294393512,82.36408224988216,100.0
105,29.599849992896043,10.486610237595631,74.30598412096141,100.0
106,25.56598125956162,9.238819189052979,83.72885490190343,100.0
107,34.515872145968004,9.87254825660442,65.7815641577494,100.0
108,28.733992398092738,9.418426248484344,67.14303882020138,100.0
109,30.530480137735537,8.979467297477658,61.400316510390226,100.0
110,30.662887388405014,8.985025430780059,77.50073172717,100.0
111,32.40786639230352,9.230269421421026,103.97766715316698,100.0
112,33.0474280920719,9.727229160285656,66.77080698437794,100.0
113,32.18787161364945,9.811680644026119,73.2115807359704,100.0
114,30.913120326863954,9.2173507675045,63.9082274430822,100.0
115,29.459697270272468,8.977003773009692,77.33172887430413,100.0
116,36.20798293696056,9.450998985131827,93.63744204785903,100.0
117,33.0034707792256,9.607913893115551,80.48412571550851,100.0
118,33.07974532058966,9.096736785084506,92.71076910466884,100.0
119,23.911865419517564,9.180844721626574,69.80576651855682,100.0
120,25.97376439290108,9.746725994853355,87.58322306621977,100.0
121,32.78863164703776,11.04773731716768,83.27995878363575,100.0
122,31.695066603745154,9.934396281883759,76.54252406586407,100.0
123,29.28497203325273,10.413371864403134,49.1513674935972,100.0
124,27.418572441403636,9.16846739524256,56.580841372005686,100.0
125,37.03667782005339,9.536423525390127,76.7021357354033,100.0
126,33.657529095834555,9.62577739862936,75.61941964290327,100.0
127,31.62147375901379,9.729583108257291,58.260502889355394,100.0
128,29.854015478583257,10.380852882063234,65.67624872933276,100.0
129,39.36843826623078,10.379581213991488,98.56874128087502,100.0
130,40.91609934221415,10.226597209384124,101.48778016126201,100.0
131,30.11044929561457,9.107543446088718,80.96974909791165,100.0
132,31.091681057546655,10.197563850403728,77.21990949680254,100.0
133,29.1252374979194,9.399376780250881,79.52901528501002,100.0
134,33.086709433682955,9.829292039049983,72.5173788465533,100.0
135,34.92728727955571,10.737086081762865,57.20568178634256,100.0
136,30.325953936071127,9.49808235089366,91.44925705884637,100.0
137,32.033498956167996,9.393098513914605,69.31570580896661,100.0
138,34.438404534304894,9.918428776968256,84.34228348121738,100.0
139,30.823245307438917,9.642763931408874,63.0626380806302,100.0
140,28.200084313818543,9.814395449475983,57.908204029795115,100.0
141,33.17048798212507,9.35784531184054,84.89949974476201,100.0
142,27.31987725985725,10.252993944224412,53.731901620060526,100.0
143,27.779589636682935,9.126443452949742,66.43179022477904,100.0
144,33.13284198966549,8.9163123281683,79.76963812695656,100.0
145,30.420153850615144,10.508438001031237,76.04335004088917,100.0
146,25.813761979974412,9.330891763046003,63.96464235168464,100.0
147,30.23524844135175,10.024754763552126,85.79653128958573,100.0
148,33.865156935103485,10.001936440708311,58.382640627950344,100.0
149,25.579397885428456,8.878491147229871,57.9797095197167,100.0
150,31.810621182652675,9.81796623143215,82.68817728590696,100.0
151,24.357078952227404,9.560670141580815,62.434227342783316,100.0
152,28.834276261489176,8.864876820008147,72.58697550551416,100.0
153,30.113221126255596,9.828779158905945,59.18189989856643,100.0
154,32.151049817632234,9.443105585537236,66.15222475854162,100.0
155,20.809122447942187,9.468724852329688,77.16758285011842,100.0
156,29.924801232732605,9.416620807647234,74.63226196504758,100.0
157,33.02638815253957,8.86628674722361,70.37025913567801,100.0
158,31.306293192808884,9.290610615882102,93.41806603644837,100.0
159,33.87115990758322,10.166853499685812,77.66496669962295,100.0
160,28.4682456096882,10.113995719665205,67.8952920336612,100.0
161,30.391091273415736,10.249439745518622,79.50063506289156,100.0
162,32.43255720329187,9.172489362246363,50.678003911659026,100.0
163,31.190459743263677,9.647328007308426,58.433803189481,100.0
164,28.614815152372593,9.853906602530222,80.66920245909625,100.0
165,34.36851311239929,10.346033245221832,84.07439475400487,100.0
166,33.28634109428652,9.316020457448944,77.83612151716788,100.0
167,26.803899705310243,10.268782386572155,55.620203300055266,100.0
168,30.47207928318781,10.47010072426936,61.26638410561199,100.0
169,33.871810935095176,9.032144280515746,94.88031091232757,100.0
170,22.256622127882178,10.100343924730202,70.02032642506649,100.0
171,28.535590552452657,8.597660493152873,73.34613384782664,100.0
172,29.984896347169602,9.95096147070928,81.62058706557598,100.0
173,35.44699429034827,9.406104222969946,96.58884617541298,100.0
174,26.098791495632348,9.37267722718251,70.35157752107065,100.0
175,33.58463732264844,9.037747253644715,76.00618453246797,100.0
176,25.774323969143346,8.333229329842114,63.62820141267427,100.0
177,28.286942847038844,9.586097668809574,92.45594964711339,100.0
178,32.73591430156719,8.993934961452812,90.14894590981568,100.0
179,35.2685309038785,9.3381741197173,96.89069782939393,100.0
180,31.658508758405507,12.319950866326394,84.90511122666435,100.0
181,25.875583378922034,9.450144101232054,62.79354775513926,100.0
182,35.07128268894628,10.065867200735276,78.36071471274747,100.0
183,29.54734392718208,8.933865924145753,69.24171574264068,100.0
184,29.501724687562458,9.541960302638323,74.45278750757024,100.0
185,27.865702789390916,9.416571872405253,82.25586530299802,100.0
186,34.205841431801176,8.845399995897116,81.5478228234676,100.0
187,26.492901874078846,9.339385275121412,59.15367467221279,100.0
188,29.76727174723625,8.629280478746818,84.26056775469091,100.0
189,26.16817191523211,9.089183184600646,79.21747026180896,100.0
190,27.516531532625162,10.52707097361042,71.03461629021093,100.0
191,27.90830569301881,9.951250261924674,76.85558524353097,100.0
192,32.65077474189435,9.951528208661506,89.18426680976991,100.0
193,29.919632671755593,9.727739393568385,82.67640071990903,100.0
194,28.36464359867736,9.627319169576733,83.07566677154539,100.0
195,28.55704210244386,9.554101392398108,66.53079656418066,100.0
196,29.834713688782326,9.509773000202937,70.85466395120406,100.0
197,28.74324801086564,9.382049888625954,75.47772482060493,100.0
198,28.46252689661938,9.890226255370436,72.18583747935871,100.0
199,26.305946561529062,9.209347596733513,61.809834151787,100.0
200,29.204935846102853,10.410022742872787,71.4937330065392,100.0
201,22.832959947041537,10.076148649728955,58.01173610644985,100.0
202,32.50856835100902,9.870807837833768,73.14296994067148,100.0
203,33.15053947259507,8.708174938209877,90.0182339260896,100.0
204,29.54411742147531,9.406515866112553,66.28079616554066,100.0
205,30.723775911204903,10.455368827579658,71.81461254321266,100.0
206,33.944996047259664,10.045031882733173,70.68031572321188,100.0
207,24.87339554837259,9.175766184350984,82.00216638027801,100.0
208,32.515855284563614,9.591765102336606,73.21913736908553,100.0
209,34.2371334920281,10.680162972439481,78.3213548775283,100.0
210,28.923017038516505,9.323821385492792,91.20690982600189,100.0
211,28.640217514404846,9.529028244351831,75.29907840303031,100.0
212,26.524012889468978,8.968849513557945,77.02525624086852,100.0
213,33.60705070757164,9.9942266917076,83.89099585106855,100.0
214,36.720080869884,9.429198095242679,95.76501982128099,100.0
215,25.445342744312367,8.905148854810294,70.78182736516948,100.0
216,30.57061997780122,10.004035862744434,67.62741280218194,100.0
217,28.435534877461848,10.542181757178785,95.49774516838943,100.0
218,29.245768355312055,9.594305912623105,60.87914806488523,100.0
219,32.434633738542864,9.807803668834177,72.55995833203366,100.0
220,30.519791272018697,9.685339269116684,70.22442819580506,100.0
221,35.27426572325155,8.806417256951825,93.24216986154386,100.0
222,27.413417722933893,9.205846209961008,69.78960219918325,100.0
223,36.08905336783425,10.247045711643034,79.478287290789,100.0
224,34.75846560904934,8.875438538224271,78.2088467445942,100.0
225,30.826094278517342,9.101955132178357,76.08993460307197,100.0
226,34.08851621822934,10.003558741339624,89.97561335538485,100.0
227,37.074198292810514,9.289616350142868,77.3383862490485,100.0
228,33.240424751592165,9.157128100183218,74.17843687459505,100.0
229,33.92270845303253,9.451124275917229,95.59241659241691,100.0
230,30.179896538453974,9.716101345702164,90.73314137213897,100.0
231,29.49194357835606,9.707660747382509,66.61295500478549,100.0
232,27.777534212275892,9.26688565100653,76.60759357735039,100.0
233,27.137179770351178,10.846394538637494,64.74770310101883,100.0
234,31.588407492537634,8.846450391741763,69.03507000186168,100.0
235,29.25732351897513,10.107094158437873,72.69273378205806,100.0
236,29.711790553722214,9.282269901292702,80.88803563840796,100.0
237,30.058357094227528,9.413047583070464,71.30485324151853,100.0
238,30.866277793358382,9.313211547981245,71.68586101147515,100.0
239,35.338585687849246,9.34371301857656,74.30293292841253,100.0
240,31.81551765141926,9.438901595666456,78.87004633971009,100.0
241,25.804581844691526,9.335672132246486,60.584953915165705,100.0
242,30.7728713549011,9.913077139066068,77.17796463270734,100.0
243,28.569133525211686,9.165997507560618,74.32848757709972,100.0
244,28.83267807676075,8.403962832780712,80.10372647026837,100.0
245,31.22929598275928,10.272871618208132,69.48444117118679,100.0
246,28.492111556621058,9.234484494085017,73.58166874442709,100.0
247,29.223345758720292,9.615021635513248,86.99393693805334,100.0
248,36.004653069605894,9.901509314928413,84.16939463431237,100.0
249,24.035656286553305,9.120272684573207,76.93191956527093,100.0
250,33.43163709757296,9.842938933579596,84.52029288294531,100.0
251,27.88668551045529,9.061468875268966,60.34092873046551,100.0
252,32.188552505576254,9.622946297644813,87.85163111679779,100.0
253,31.84040942947006,9.91787137422138,85.2813726566589,100.0
254,24.410595988321028,9.534817931410698,82.29299305097332,100.0
255,32.764605578487185,8.563984603366595,75.12451967958926,100.0
256,32.72446556402266,8.531021031383906,88.58048164340902,100.0
257,31.60539311819668,8.808150187304621,67.58395341093923,100.0
258,27.770104707874914,9.993981851577313,82.09024052916038,100.0
259,29.89158050327704,8.928093507906672,77.56881047063884,100.0
260,25.60012998132265,9.301756704675467,63.374891092902324,100.0
261,27.489315750170125,9.654406388536882,73.56073942889411,100.0
262,29.292805818734863,9.074674085615646,91.06416526185258,100.0
263,27.2834160657747,10.34931893714951,69.6653214078794,100.0
264,30.58350212845347,9.34757480809123,81.30210736362764,100.0
265,30.52850923366558,10.219984814239751,68.061143799823,100.0
266,32.17010545322448,10.137778841303817,70.38162402496505,100.0
267,27.727325764799687,10.066150373055274,69.86731536275963,100.0
268,28.931667409733283,11.054445327932937,64.82754141614528,100.0
269,23.301548396753414,9.042934856108504,48.42335770427718,100.0
270,33.24003079249185,9.14352282144402,78.11385682591717,100.0
271,29.589441642415633,9.433534326543406,63.4523115314098,100.0
272,28.971287619037753,9.508549529490812,91.93229028687847,100.0
273,26.212448623168193,9.280747560958623,76.14368978275037,100.0
274,34.273607538952646,9.365991665335576,62.149393271461776,100.0
275,26.700033870826868,10.488414732573858,79.55369119956609,100.0
276,27.13688727428303,8.322105765670464,65.9416519592449,100.0
277,32.695761521946174,8.787431697934569,72.94271528673534,100.0
278,30.264078547185413,9.568174797769355,67.88564409090223,100.0
279,28.7010742439487,9.333816992424286,79.23433775872209,100.0
280,28.490597683597965,8.875275330983929,68.32896810280995,100.0
281,31.714320263114214,9.159758123244616,92.93818741866234,100.0
282,25.463373232052987,9.110197245110385,66.90533941798452,100.0
283,30.729272969367525,9.828935739108555,77.00872653791335,100.0
284,28.27407941439069,9.316339783605438,54.28753407715813,100.0
285,32.51926201974663,9.60247433292607,82.42366293338175,100.0
286,28.140297561554238,9.648333185892168,73.90755380855902,100.0
287,23.09994737784165,9.49585459708512,49.97200476552758,100.0
288,26.94667195346557,9.794915257862845,81.80100697741662,100.0
289,26.92582785466045,9.672679716658221,69.55722805277298,100.0
290,32.757236759132205,9.855722403107757,71.03421028491357,100.0
291,34.837933671371985,9.171726230363333,71.16239602960601,100.0
292,31.326118913323523,9.465811126929031,85.88731225730197,100.0
293,22.423699759553582,9.887165188923847,66.03944047468559,100.0
294,33.50362358098723,9.03276311292826,73.78001535255886,100.0
295,28.690502363314152,10.123489583990196,72.18824182185527,100.0
296,25.339891430860078,9.14874930709232,69.29070982995759,100.0
297,29.63489377105266,9.952534331162653,86.50569245139856,100.0
298,28.04147462073273,10.003043012123202,61.435756178813655,100.0
299,29.04470839228435,9.516800937996017,65.8444803931173,100.0
300,38.91701535120426,10.537457661677973,87.36829196979534,100.0
301,30.69014306068493,9.7064694494641,68.96527280206351,100.0
302,31.36459947457532,15.376953734583095,73.05073908994335,100.0
303,28.417335353318933,9.102524157588052,66.28284051667764,100.0
304,32.425156773108895,9.879379062146432,83.36991805747292,100.0
305,30.94138560178833,9.819869777787838,56.02086682966606,100.0
306,31.71181286073617,9.664115567624002,77.27966428933631,100.0
307,27.67461385668006,9.366302086235459,71.7454733829979,100.0
308,28.930970182106044,9.411872115910647,60.50167834009083,100.0
309,27.15991631917011,9.587709874680561,66.88657026165149,100.0
310,31.95331474848104,9.127612318920328,78.65772805708825,100.0
311,28.772367471357967,9.495682154933554,71.60905372817777,100.0
312,28.680707080895047,9.233837391300684,67.36325048581206,100.0
313,32.001143088002685,10.703680625502653,77.19084523322192,100.0
314,27.77640650799485,9.293806144522087,83.67117111287514,100.0
315,32.59785657887025,9.208952274495237,68.47316863062775,100.0
316,33.68658484715563,9.63949522800968,54.914457995164376,100.0
317,32.6743399830319,9.66161379046276,69.27109349736274,100.0
318,34.08800849743241,9.84750689759045,84.89795745417776,100.0
319,29.312694582833508,9.354075717704857,58.214727372895695,100.0
320,35.58166447934468,8.804325989343715,63.81074247914968,100.0
321,31.564244749329827,10.893060698779781,78.37203887877239,100.0
322,29.500735524077896,9.511551674924037,71.45358278964953,100.0
323,36.43978767629967,9.771655891023258,61.75791844147663,100.0
324,30.422813569097876,8.882571983175865,60.41289572131639,100.0
325,33.328499361495865,9.856571186850038,63.212789295959794,100.0
326,26.336087683301713,9.080401650200496,62.69962389750626,100.0
327,35.06412181387797,10.301544153438899,80.8321318749505,100.0
328,25.96763637941833,9.738444914676554,81.17617648436588,100.0
329,28.24261794411576,9.223710880439745,61.593337729931854,100.0
330,31.861226272100456,9.510884859037098,81.13713384037408,100.0
331,28.266446040692493,9.549713375491708,71.23559178585711,100.0
332,29.8508559053477,9.215434777881248,57.943589312540524,100.0
333,35.05915664437512,9.82669263120234,59.548044220269205,100.0
334,25.24405602710199,9.583049560289792,57.375504897314585,100.0
335,34.51068817558843,9.49656744270991,77.37889583459783,100.0
336,32.27036682467999,10.750609407333693,68.04496207706079,100.0
337,29.30291680113278,10.231737251741048,75.60338887300796,100.0
338,25.013654929045877,9.605479982700693,67.29354781875483,100.0
339,30.873267064592504,9.35181132122536,73.56301505583411,100.0
340,33.78501498941431,9.466452292258776,77.1086927911022,100.0
341,33.25159848611678,8.703378748588193,88.08920011862756,100.0
342,25.87216686912938,9.738171933925614,80.39895739011061,100.0
343,31.818562111860956,9.451908733707281,64.96563233725786,100.0
344,25.027465525815344,9.949316581395895,67.50188248010515,100.0
345,27.359526332238055,10.004569065425096,67.56414125762139,100.0
346,27.687512161169007,11.427283304317621,71.40101549475263,100.0
347,31.45269699942843,8.930828616459626,72.20435666019085,100.0
348,30.387851610630534,9.1563788211435,96.98176839107163,100.0
349,36.860845431317905,9.223036982592042,86.44425963219169,100.0
350,26.64811580801399,9.971526971646476,67.69468054079724,100.0
351,28.195296734795157,9.939706016284877,70.68765889492005,100.0
352,30.766645252558497,10.242259493315299,75.41111368279813,100.0
353,30.490022884979865,9.916406587915397,69.46611977338542,100.0
354,30.16168555883895,9.34935159029443,74.55009262414373,100.0
355,32.95701647567894,9.58105518258704,55.80639173378798,100.0
356,28.194316000063015,9.850799801143811,58.614040947146265,100.0
357,26.38511436586633,10.241817815327353,71.70876231398891,100.0
358,34.931824468676346,9.206799431764018,83.92098301124508,100.0
359,30.442574866111777,9.741694289814115,80.55608967660045,100.0
360,29.30232366818638,10.00624788771963,87.6903645075714,100.0
361,31.431361321245188,9.297424795648604,81.17839375972869,100.0
362,35.036206235484705,9.949861423274376,80.65917570861819,100.0
363,30.727761389238307,9.280770615161726,94.01607648393083,100.0
364,37.77780415256615,9.204917110198728,91.56124093661263,100.0
365,35.913291184818156,9.26411408125598,53.57803483426912,100.0
366,28.528757383231294,9.496850775014737,71.7240189024675,100.0
367,33.787860752591214,9.54238827077521,89.94302218854216,100.0
368,31.361653358016934,9.244887820973716,91.00828281698612,100.0
369,34.67500713182292,9.561775256014613,92.50892694200842,100.0
370,30.119224703160373,9.904630978598902,88.48468690224982,100.0
371,27.048399840968912,9.977178137540484,54.116561316857165,100.0
372,28.458496179488684,10.061949432761686,76.15394945037127,100.0
373,23.96383373292493,9.777994470748121,64.24641010044648,100.0
374,36.0438325273535,9.391740858849316,70.40958530142197,100.0
375,31.363708187955485,9.616672919432027,82.35837496683538,100.0
376,35.23644165661992,9.645064711045228,81.78912083421768,100.0
377,34.96034728928973,10.51234722166873,95.42547839080027,100.0
378,30.448068214878433,8.988701386156503,68.05758050755145,100.0
379,27.856467699444906,10.167630034861885,86.1648065694475,100.0
380,34.845240307079976,9.381234383311876,85.66385363780864,100.0
381,28.89142442943652,9.808150419708458,71.53340794741844,100.0
382,30.863953658710457,9.975031739302208,70.13017517063338,100.0
383,28.37883704839416,10.026319071335891,82.46589577773446,100.0
384,34.14781704490563,8.512976181394286,64.18684180076002,100.0
385,30.461421162568946,9.19028693529092,78.02006621946418,100.0
386,30.739719409486995,10.362532037156617,59.47716435121195,100.0
387,25.307605688852245,8.626506432968352,59.576526392323736,100.0
388,26.959442490072323,9.102621929852244,66.42044313345347,100.0
389,30.5404460542083,9.912023159911904,86.28836529705983,100.0
390,29.062052263480304,8.109169072900183,71.29443062659281,100.0
391,27.376549851541636,10.193844804022191,83.0329636647488,100.0
392,33.16949067308359,9.675326961386691,63.775747117276254,100.0
393,31.709864380382882,9.515013684069528,93.51991656046451,100.0
394,30.70007203525275,9.311424604883328,75.56549486501416,100.0
395,28.383130294870654,9.9173356963581,72.85994059067052,100.0
396,27.977430476360563,9.322228557626678,77.63375513997774,100.0
397,28.74803641072366,9.52480091030434,87.23760478471583,100.0
398,33.32263090261128,10.13052928178483,102.35879930318444,100.0
399,31.841485257473515,9.17797116998238,77.37875823470768,100.0
