unit_id,EthanolYield,OrganicAcidTiter,do_AntimicrobialHopExtract
198,23.237372594701498,23.455711165066717,50.0
199,19.999534539652963,35.201631337664224,50.0
200,24.06584759708238,6.920158888237486,50.0
201,23.37396246119645,23.10150438379995,50.0
202,21.365933153267765,-15.239378695918594,50.0
203,20.595907792744192,14.277057519044547,50.0
204,12.04547423050505,15.260742965623113,50.0
205,18.90946808347126,45.298726229856626,50.0
206,38.02566442764031,9.273020636659314,50.0
207,11.339516373493243,-0.433990129110299,50.0
208,13.779495065899876,6.722441124400492,50.0
209,8.035061036374122,40.99298792357722,50.0
210,15.430874395696357,15.613837192242801,50.0
211,22.228202712027894,17.65411804739329,50.0
212,13.24393183917987,2.1382046367782728,50.0
213,28.71449458802498,12.834789315932795,50.0
214,20.42117979980786,18.141402253640116,50.0
215,7.5100698664505545,23.3081469892124,50.0
216,0.8116810576581281,24.61055331659754,50.0
217,34.529002634037965,18.977437641833866,50.0
218,13.358835609358938,15.761083394875866,50.0
219,28.99386398273665,11.957686003936935,50.0
220,18.543951978314883,16.90663952952888,50.0
221,-0.39902527482222805,36.15381213863968,50.0
222,21.41790534573814,25.11216497613749,50.0
223,15.679590230922127,13.292483247193658,50.0
224,26.080140962817424,-0.9622640423128654,50.0
225,36.538156865708984,47.3432347862531,50.0
226,11.431469982599635,17.04430383509772,50.0
227,21.920039199438342,35.27581618341011,50.0
228,22.13559595105436,36.73527176203129,50.0
229,0.03408073366643327,24.075777227900456,50.0
230,17.491052314661907,-2.3287493526494565,50.0
231,28.577887185750612,26.556929577624764,50.0
232,-0.9654068612395563,21.898078988397533,50.0
233,21.97800464103004,10.871293713250022,50.0
234,17.33785950087247,13.914003306353706,50.0
235,31.623641127183447,-4.686653401761742,50.0
236,24.161853308076715,21.480763491131302,50.0
237,29.34083667133365,19.519472349498464,50.0
238,26.54734078880813,1.9134789606884404,50.0
239,27.507556235849865,19.821213746109265,50.0
240,24.713944588374606,27.42459721817648,50.0
241,15.94954640174723,-13.526387056689696,50.0
242,28.597557534834383,12.266655111440027,50.0
243,26.227446122685265,-0.23979938711959647,50.0
244,17.852683131220832,18.39139292194143,50.0
245,17.587384198937265,2.760719319488441,50.0
246,29.413417167646003,10.955691662948832,50.0
247,28.181307498968437,-6.586318977212681,50.0
248,7.242301621634915,19.641856376053184,50.0
249,5.35154362306622,26.052231545611996,50.0
250,17.690044685717403,17.90758242489213,50.0
251,21.92351516612934,32.28795667077678,50.0
252,14.37467351443549,20.813048681976074,50.0
253,25.168413823226523,22.609292372932345,50.0
254,15.418584340258318,26.264370987337283,50.0
255,33.63208497690739,36.23330572706808,50.0
256,10.181889540535852,67.5919467118548,50.0
257,26.286553220270513,29.39238780177439,50.0
258,12.06043471062473,30.401225670598926,50.0
259,9.44325964428572,21.80290894340606,50.0
260,24.404854409867678,3.0002721562026364,50.0
261,15.412545624942315,18.268464826771375,50.0
262,13.435413039991067,-3.1681506249718225,50.0
263,13.080159180273819,12.847514765274719,50.0
264,32.44303255643209,0.4237262729101303,50.0
265,10.789180768858984,5.418547096017452,50.0
266,23.755159215523097,5.882903950901093,50.0
267,21.411514346030295,15.229599950226461,50.0
268,28.667694936308344,20.001174080576615,50.0
269,26.724636022859073,41.67106338911111,50.0
270,15.982069992592399,-5.592982294358979,50.0
271,9.175219528758445,13.369731354437919,50.0
272,15.207603871021263,19.230356161504755,50.0
273,21.63568082446067,11.5353825848931,50.0
274,36.173344558065764,8.018990629949087,50.0
275,7.564923698441218,8.109812989070043,50.0
276,16.14200170135077,10.476621391049648,50.0
277,17.30347242358146,18.30282636146041,50.0
278,-1.656791227867842,35.07091509636863,50.0
279,26.887564756933987,6.029542298113837,50.0
280,16.01576423381495,19.831962146291097,50.0
281,7.797503309584377,29.030906134516222,50.0
282,20.062931042595125,1.802931296046335,50.0
283,29.78074454658774,8.924698666000708,50.0
284,13.072995620705829,23.6102910697293,50.0
285,22.613869129854283,7.6309056321716096,50.0
286,-5.477821110307314,-0.3951243204132169,50.0
287,9.817798024826219,41.032310008933166,50.0
288,4.60248649563424,7.158765733416036,50.0
289,12.467721521135353,-4.651385007756648,50.0
290,35.919024737561095,3.850631081661728,50.0
291,18.129949114455858,35.082900375129746,50.0
292,28.76743074044702,19.21467238100134,50.0
293,16.99687920324088,37.700025112204614,50.0
294,3.0134700986875558,19.772950718729035,50.0
295,26.926247082852363,16.819089345077664,50.0
296,0.7030069369204089,16.462082236820464,50.0
297,33.4939250457861,14.240528200425357,50.0
298,29.405516193377053,30.16273453188958,50.0
299,7.924258161335362,32.41383152789447,50.0
300,13.312089189605675,12.536462143004847,50.0
301,19.666140536469907,21.396548822041712,50.0
302,17.16300536984881,23.785083276588093,50.0
303,8.16581923011907,27.00948957079344,50.0
304,8.864173428692995,0.7818362422040774,50.0
305,14.9863818927178,7.8268622369845,50.0
306,19.00281840513782,15.201043381266642,50.0
307,20.49151689810335,20.665350140278438,50.0
308,26.388245219959785,40.39468295869432,50.0
309,9.862140991366253,-4.8931484098653115,50.0
310,19.598901703115367,28.94305166072484,50.0
311,18.015985638272504,13.34112230381875,50.0
312,25.03614251352396,32.22336184001086,50.0
313,25.70509403869429,35.184077911777315,50.0
314,17.421074998447253,13.084578789286834,50.0
315,21.49740305655044,-35.63053824238743,50.0
316,22.306926022745273,-4.022507854268891,50.0
317,35.712607768615946,14.881927881676424,50.0
318,16.36876218652582,15.410342808098063,50.0
319,18.98618081925131,-17.86292260640087,50.0
320,12.517553074748719,43.50565007023517,50.0
321,27.878568724378606,11.438962184516466,50.0
322,16.685121630084943,32.51885928691232,50.0
323,22.217694238304738,32.54694044438024,50.0
324,24.698637552526453,17.036506662603685,50.0
325,31.146743849263622,4.386539543933745,50.0
326,11.466365376457968,-11.625854714467184,50.0
327,30.6980969284786,34.75962642324292,50.0
328,9.548992326227943,-25.284052555815443,50.0
329,9.201701037782499,43.71038478233458,50.0
330,-0.5924241663280436,9.1207129565804,50.0
331,17.45748823241345,17.896288787089773,50.0
332,23.57332641522853,2.7667763237591316,50.0
333,9.48555008666399,17.723612828274558,50.0
334,38.133050256946255,1.5241910939972083,50.0
335,13.69598921122359,-14.751535165365874,50.0
336,2.4070987062769165,19.01840219641408,50.0
337,7.437645476324434,25.547452767340864,50.0
338,28.383588495406368,23.49949358324583,50.0
339,25.540988402840625,43.65380869455736,50.0
340,13.333282363862821,28.1299396780395,50.0
341,25.166242394501683,8.274505031405257,50.0
342,23.23569705075999,-3.665510135146251,50.0
343,1.02311978774182,2.8675048742613356,50.0
344,7.304168673021491,13.085788377302041,50.0
345,25.643803176563257,47.55064862585577,50.0
346,2.5809538512302375,21.739353905517927,50.0
347,13.113156013256644,44.24549192354698,50.0
348,21.782307411544828,21.887221993631773,50.0
349,7.507366127321498,3.3514750336229966,50.0
350,5.017059681820703,10.026251864162028,50.0
351,24.83989812774269,4.01289344747099,50.0
352,15.741325609923937,14.35179585573092,50.0
353,19.648801583005046,31.992122222073764,50.0
354,24.60528722405354,3.909209238111755,50.0
355,11.101708849292784,-12.108832110205709,50.0
356,13.18694437394078,23.946310587060477,50.0
357,31.179501859441707,12.32346310872503,50.0
358,37.457779723826114,10.64317313423569,50.0
359,17.197239158206994,10.59627934183053,50.0
360,32.35268713626071,34.869653438445276,50.0
361,0.6590315149833144,-22.56291350204934,50.0
362,-6.627952222632964,29.26179488905307,50.0
363,22.857951303941803,1.8128699802576662,50.0
364,16.86387283629673,16.67607334495965,50.0
365,6.342434004453889,7.098273871226491,50.0
366,26.49576946268988,19.260370696313732,50.0
367,24.36497837178761,-7.27242908767106,50.0
368,20.271751909857578,16.80063358275936,50.0
369,27.619696828469404,9.060201481137591,50.0
370,11.47182882596258,28.238519177034256,50.0
371,-9.747011082395055,3.8746746339390725,50.0
372,18.190422672464692,32.467761315730115,50.0
373,2.65103797849736,27.85676022009437,50.0
374,22.077076003236087,9.260755610289355,50.0
375,26.779895807074713,38.5080326943435,50.0
376,10.871461341902958,28.701022044120293,50.0
377,11.042331607750002,29.896052211256983,50.0
378,21.671004551839385,15.583617733549938,50.0
379,23.87422509346582,17.12644944534666,50.0
380,31.454326548747304,-0.840505532565853,50.0
381,20.181173141244166,17.738893504726583,50.0
382,32.040097774106826,1.2355569380092,50.0
383,27.62243550459795,3.2979512643909583,50.0
384,30.668371262577537,18.15135508182692,50.0
385,35.23705813615007,11.344626110664173,50.0
386,16.14710339127797,20.240765065626587,50.0
387,16.780518806264368,23.497724828922244,50.0
388,23.897952350229808,18.07070900154577,50.0
389,14.329099899756494,32.081938837228456,50.0
390,7.03480512328563,29.15021595585102,50.0
391,7.914342785014044,5.067584436504724,50.0
392,21.234385455370802,-13.681516359522323,50.0
393,18.23426897308102,27.2979765485912,50.0
394,17.45598608767739,23.961882094451834,50.0
395,0.43013398436773276,8.326908138463466,50.0
396,25.370346992906796,30.904371163173835,50.0
397,15.38765536472765,21.659103401116564,50.0
398,9.766840576777888,46.993263712326055,50.0
399,9.36585353667178,34.626516021639844,50.0
