unit_id,OrganicAcidTiter
166,40.4478790892496
167,48.08250195241625
168,33.71770262285991
169,38.13235472441919
170,50.62154355308813
171,44.882243503597486
172,66.38699323075994
173,41.97425210086593
174,65.83730195289722
175,51.21332259172408
176,58.102390294553246
177,42.763479141262536
178,11.448704597672613
179,50.97807765761136
180,25.664125693710158
181,47.656060934454594
182,38.25420180687213
183,38.860469810278964
184,55.9861160334827
185,22.505746601786143
186,33.541894870557954
187,41.17489347540652
188,66.93923267552621
189,59.26092794106071
190,14.78658881291928
191,87.27186749981591
192,60.46590324130341
193,31.95640664890213
194,65.49431122302417
195,11.483015285703019
196,43.57244669391518
197,32.23615772184942
198,27.787161458267747
199,21.598676562907187
200,56.86070059695115
201,44.851938518260894
202,28.963346591761088
203,48.272402977251545
204,92.59477514374419
205,42.97593490067362
206,50.63019440246375
207,15.79632371108109
208,50.41617769514395
209,30.530752305597368
210,40.858199462336586
211,59.05315199859797
212,41.24025606488923
213,63.23009959561531
214,64.23974735556057
215,29.97696741064428
216,15.724304337978605
217,44.31675213973638
218,46.50482347965358
219,19.841343930394313
220,45.96758127793251
221,63.47268478937575
222,35.32749603933506
223,41.0368954150347
224,18.04594438308286
225,27.89889674089787
226,36.861751805574826
227,19.15811934669739
228,26.860864070889107
229,61.64698585788136
230,45.218658584989385
231,40.4567871328706
232,45.41425907939893
233,43.48915619175788
234,52.009804235059875
235,34.234010907653804
236,50.47410646210186
237,50.93138616137913
238,46.024385454610844
239,20.85663942858077
240,40.03545690650069
241,39.439005875527485
242,27.220653186407485
243,55.74310967951373
244,18.496395815107068
245,54.55553584893636
246,55.65336024994805
247,46.303509961273186
248,53.196327433943466
249,11.320865090456376
250,62.80707772648152
251,47.00897005132919
252,44.86024971660845
253,43.363520030537856
254,50.1530266638939
255,65.46341119668455
256,80.51866336099886
257,45.72288830445253
258,63.38529463870714
259,46.341215183543326
260,45.68516292315225
261,34.22514130606105
262,36.90965214375497
263,65.79746279870298
264,17.847979338458742
265,47.921537048315564
266,57.60387589845274
267,42.77997194490775
268,33.1980950787619
269,55.664498005464985
270,55.7231417777184
271,31.1002622954905
272,31.273904959388126
273,60.5246745207787
274,56.12219166381873
275,41.49836272839174
276,45.67812222665632
277,47.86682792641975
278,56.63010348743771
279,63.6958526198368
280,42.26664900517899
281,53.83663303711456
282,75.84512485470523
283,55.341850505544485
284,36.55960085183618
285,56.7791183932756
286,33.28737577808223
287,14.152825211363517
288,36.74781469301525
289,72.00090250851608
290,37.90802017755959
291,60.346230834197286
292,35.19010807880297
293,46.803875067819206
294,10.888805545693842
295,70.25128386233735
296,61.520504922365646
297,48.179143136973046
298,27.446014204649835
299,30.070808499140426
300,35.7460551884996
301,32.61426531767407
302,68.05219363902731
303,47.993043352904394
304,58.46913509473869
305,61.40668657942902
306,29.710391595416045
307,31.034134437580054
308,31.670898499002835
309,58.085452368026395
310,50.5804323754018
311,32.001923508201315
312,29.15765426241819
313,41.75845017529643
314,37.707250732325406
315,20.32359891508764
316,65.22160839952257
317,45.463347923336464
318,67.69541112680457
319,40.701938864065646
320,40.946940281572395
321,12.287832561907624
322,49.655393500441114
323,55.53203566194196
324,14.242401499168405
325,13.206239929438226
326,31.254513243466707
327,71.44036195268139
328,30.637094116617565
329,21.819688231546408
330,19.718488294800157
331,18.874888179618576
332,40.28659002939581
333,32.94525692250079
334,11.022116083858837
335,2.6786871809708153
336,2.5337054408131854
337,15.539576743854255
338,30.05923865830804
339,49.0959740482366
340,20.49668172847314
341,21.238785718188463
342,26.69721545744355
343,39.27181827567988
344,53.712658865897176
345,62.76003779537259
346,55.034804169571466
347,10.249624773227337
348,50.06244624822357
349,39.58738902090637
350,9.749683662203145
351,62.22327063876064
352,55.7877690797279
353,2.173324042706138
354,13.256802669922873
355,50.12264011846256
356,39.790885164777556
357,36.62676555676583
358,48.86871821954428
359,26.54427925459374
360,57.66752188062595
361,60.63347902826542
362,2.594393513432599
363,40.98994742360767
364,38.137340864752176
365,25.38137591166656
366,43.60575695554711
367,70.13391696489009
368,70.27841813620756
369,61.044555426910534
370,14.732018664159861
371,62.31882430880451
372,37.46052550861575
373,5.352170797848785
374,64.36280547479349
375,48.78090207566067
376,52.68437333022333
377,51.05252501865202
378,46.09917264879483
379,58.28888980499471
380,21.81480013600366
381,26.96637463427588
382,37.6294799077788
383,34.11682347148144
384,36.96979672469712
385,34.158518635140304
386,51.746764267652836
387,41.69286210366063
388,53.93638064120045
389,43.30995117215534
390,43.51498639048256
391,57.15888149328083
392,6.4773943478159275
393,55.4876608129901
394,43.81550952879779
395,51.43603740320424
396,64.00410509229224
397,60.53158742544948
398,49.88034940294657
399,55.29095374449624
