unit_id,ReadmissionRate,MedAdherence,BloodPressure,Sodium,Creatinine,FollowupDays,Hemoglobin,LengthOfStay,CongestionBiomarker
59,58.55777699700421,59.293799342133774,62.577116939932374,43.69142998965735,39.76423149513014,63.494546442363514,46.980725945505135,47.632043059757954,17.427038603838113
60,41.694364750717284,62.65439707088898,32.69822368569436,51.121492518895536,65.66925278812693,31.839771608902073,41.18806218400851,42.05338883824712,-8.669537474906779
61,76.67449253387102,49.24897414071055,48.15468927041395,46.32251429085222,42.7761268167364,52.242263399859155,36.43287515990202,34.0157561619239,32.96510076155449
62,36.52886800751165,62.14761081090727,29.60248870384455,59.41510717633938,58.86463799734118,56.02023744247504,58.486207403936255,33.4793157327939,56.2618783922982
63,44.661638309821264,58.34615814869736,82.39056390758107,55.008484429730046,70.54911212256901,28.72356986286743,44.32192868401163,50.04375358964684,55.73609355313947
64,78.22568698432025,52.65662394140991,21.52477904194278,44.73375759674919,58.327153463403576,54.71067080656713,36.977413033141225,47.75842467657507,55.182109778679234
65,53.758979813530814,45.18270482346805,49.560253713456355,31.68751153494955,32.83492206212045,73.23154308429235,49.34557056092096,61.546116016744534,0.4693347328648976
66,37.66278821726764,53.37669558997525,52.92681156419869,69.84736976056982,53.43011964433473,34.93868980789317,41.23308187747058,40.428309097294246,1.4534862640811799
67,59.2918349546076,39.38871026116512,54.50679182895063,47.353561032944455,60.4095948149703,88.62330253737278,60.58084752068511,53.89224374071484,57.46928980508853
68,42.20451837329064,20.549146770497057,46.013031823883146,46.198092547302956,54.4889008727787,55.83786582011137,51.753871448830765,39.20827963539063,16.89743418512319
69,54.96667968970551,35.349535804260874,57.13458763037736,31.17464571499063,50.525803772877424,62.1746325306956,58.501779660418855,52.72216946225413,27.230358190512884
70,41.160638320362224,42.814327328058134,51.123580780701346,54.0257159231941,33.81889371220499,43.249351834908445,43.08499718817718,40.44220417744906,17.89071296696119
71,35.233409432298544,70.11743364237294,47.40309566335846,23.594333593208454,41.9499776565135,61.849309834838195,43.56314372252369,41.732907072815294,10.280465903707414
72,36.18940111943385,31.55268326886936,48.07709799110065,66.00670837041166,62.874009239919424,49.02696801935127,49.79591520180506,41.34358487048935,69.23873862358154
73,67.07885789563339,61.69773062020643,32.94889363224647,51.56608628392509,50.46049242543867,45.06924070131693,61.626014428066455,48.98795771582052,31.195053101078297
74,46.317206610991704,48.057982361038505,65.85343237159816,77.09906961754777,54.0448318202932,43.33211045748312,66.96057607812679,53.63471303947433,34.58398229854989
75,35.92377277046067,57.4072822362917,50.11101987998768,56.63957369379641,59.23549461784141,48.5263274696178,61.46490495863546,38.663865843576716,47.90961810708046
76,53.634988060755504,47.70821280453905,61.10970994523416,42.37399867807937,53.48343615746996,56.43189179001094,48.56413100660258,42.65105849976542,35.295821402189695
77,63.26406610088418,53.72834455057718,43.38907263921239,65.95214203627307,65.59675425366524,28.793722757542056,46.76256572071023,72.27714943868924,50.25815869620537
78,64.93911757208593,44.913033586128954,56.13520788979074,60.877124190721815,28.171263178499707,43.6395644964366,62.6489090967128,46.42825010713648,9.61000961341994
79,45.71414147051181,72.50979454519722,44.47112971751853,40.29303244973806,55.448291061067785,54.615433871118526,31.90037630334178,34.59553398652557,-0.27623908684100584
80,47.50413191207727,79.61614448639139,65.62123475327422,60.968636548807936,36.86446353888259,49.36353293499984,43.356263956419966,20.258249166978718,48.897885075162904
81,30.187243966619942,64.80117362980087,47.96414125747866,35.58674261684732,45.84759502515357,38.26851463785401,52.184119502358584,36.69228995638218,12.863713555356277
82,41.451224279907294,60.32470960525678,53.184036646011975,55.475787450935236,39.41515209929858,47.755645263179076,63.48090229311343,47.722922257875,26.67317548466893
83,47.36384944600358,63.59379246299364,37.201257365703704,58.2665369881946,48.42704898604237,50.92495291764278,49.42574700170603,19.17464065387053,10.980897138158532
84,59.01929583259066,51.752760432179684,48.15412428696772,75.08551287260833,39.178070944124826,60.8097306060816,35.647016910003764,50.35291363531827,51.78394470695122
85,57.55738939183149,32.85284921477573,58.70025732385875,66.24078221736488,51.365104571166384,53.15226776911723,43.17282083615669,40.53045274264649,38.42458725670633
86,41.96311974014923,17.198707157837696,55.57776260788312,51.92409905596792,47.46518900742282,46.38761301489114,64.2988904995234,45.4224569320783,-8.54946303136315
87,39.325693823684574,58.608665621713065,40.61210426448887,58.78123464736604,55.61181874478553,50.78628047073575,56.76627923729417,34.00691337896591,16.696339081639433
88,56.02108521643694,38.813124656332995,50.71971978550334,44.32322929582799,50.308339262897654,76.09522830128608,65.3864172580105,49.8252211648943,84.84148607694533
89,79.86058826436964,78.26707872693554,51.73318990137462,47.51488575624866,70.2731958952374,55.51213689951112,58.59937942590628,46.68377091418927,61.00092465797042
90,23.985010348143835,61.676572673921186,58.5786470397383,49.656304321781235,41.07355438681623,65.67086982756267,53.25263548706763,30.538727901471276,8.345302974797216
91,59.9301244957233,45.55586547428914,33.91216674974042,58.689280342972815,50.41248620651849,40.5572915697856,8.667417216904193,35.6082765938746,22.485077660474705
92,43.45025268513158,52.3073241316666,44.95272146630121,53.64427328804132,49.56396388857796,55.02417510757923,33.6865085354189,48.990112503155785,-11.894110997678343
93,37.12832213485708,57.64950243201805,55.2341139772464,44.65747865172055,48.467872597438735,33.96410990775975,66.07141737317048,40.62409988438944,7.046224713981347
94,45.05201318737202,60.189767169381255,46.02993837116391,54.05229354998104,33.546919219531844,56.42575465591892,43.87727468956603,19.771009240208077,10.632548356099893
95,32.24800849972105,37.52679445475218,54.38288704243973,40.69236384489255,44.66139011037197,50.862484224971865,58.36316944448834,24.614235614950257,-13.57950487234158
96,48.55592413330701,77.02237910057977,36.438061091497104,52.56341173522627,50.75494540636164,53.3764769273888,55.84139357239789,53.78237492513797,-12.08387112514448
97,45.995601559278555,47.71417110410266,37.20042561585356,51.215992008510874,29.455901135150725,45.22473122694363,41.876331576312495,35.35278452017771,32.97793764928584
98,62.690626495888566,41.52506722491263,42.929835225834296,60.823404959543495,65.50801939863132,51.631267235798255,71.15629824314387,27.82654403812154,51.842291795460355
99,18.380389165530318,59.1693595711668,48.85382838947433,53.92483881275049,46.08663445234555,57.93770072568863,48.14806310697368,24.828273505874463,-22.298913812943574
100,30.908245266262888,43.68590748197818,35.85842985709178,56.86525254378096,48.64496497099409,57.172411514868614,58.895895315936286,40.11121619155608,-2.432371288703595
101,43.5624607365861,32.15363379271026,73.55936808478685,64.57315842383055,45.62867064043948,57.70684788372759,56.04164896564032,48.92345638716966,27.250559253083352
102,62.990544381973294,61.746650893628,70.12453925497354,45.449726460361475,46.517610091093744,49.252787890554565,44.74422968758088,57.09411261236183,32.006690747813714
103,65.57187164174105,66.73802551227809,44.06959510214734,55.35672040006888,38.402452638410935,52.09020211128642,55.425456944782745,52.300574540366824,59.130801789009354
104,60.40282179457331,30.062140639959026,47.60066899333357,62.96213833753789,54.78495562254745,38.71721082061,56.976054109085695,39.81935613550527,18.814848875124646
105,72.22242176217046,56.82247872003072,30.67992267765296,55.57383274561288,49.333336796338486,46.58887957915324,63.40599682360697,40.35970179131474,22.66592389637824
106,63.52018957747127,59.803521884202965,53.217391302784456,58.71009014511509,50.35649119288735,55.91088060337274,46.72035838205634,43.25761216219253,46.94049101011503
107,36.14807008848476,65.36713954137592,57.8259571124722,61.94609820957142,44.965607159802985,47.60043687301697,41.75292900888609,33.899850208429626,10.155841842308597
108,44.59487689709485,54.10539769103195,44.833580874210746,45.516138038185254,28.00003670333498,35.447825479445555,42.487357558932636,32.10308245211103,23.759670378938917
109,77.45316165547658,44.80820422746942,59.96988173515581,51.465403460350764,51.294339919131474,42.49740485432093,56.18315668094558,31.40946080829842,87.40174183589512
110,63.41820649853736,56.609766374178506,54.16167688365892,61.14688562131351,53.94104182508975,52.995103123484924,56.424823569280214,44.088233224880014,9.73698487230434
111,88.03355892759322,32.4524435716478,45.338149542704514,60.00405840635004,56.25041571830462,43.23848445790606,81.47621085038878,30.821990412865887,96.82936571509276
112,52.07114292807179,51.85718035172658,48.09787016940327,39.71414170367358,58.759663761246664,39.254295993853745,38.48839838104482,29.36505914310373,32.44699306819019
113,27.21489677683154,42.374690619491155,33.592168120807116,34.27207193866698,51.67901407660355,65.23017041441925,73.62425784601474,22.80081682220166,-3.7359186317889908
114,50.27496636209016,62.09241429113435,43.83620815484027,48.04740874814075,62.30666769471637,3.453696137464094,35.128369655295515,51.28522380010096,40.833781609594936
115,43.97331976581764,46.92388100608132,36.5661609503494,45.14336550117382,41.314894816582395,45.943029627423066,57.62420138193295,29.02166298961922,41.525278833010404
116,41.80841050801503,49.808322323793796,42.8026202263349,65.4784490779629,46.096335485544415,56.20426909169266,39.42503741253459,41.217740598415034,-42.989412624671445
117,46.21942395495057,60.35471298244737,52.95288530692308,58.38387593466165,30.485028938893496,53.93553383068398,48.41854526127512,53.991742623260066,32.45633253232353
118,41.14700315537232,57.9381193467295,38.84061441310014,50.10262924940659,27.428999804311026,68.59729012843809,52.51615475919581,43.38441466702298,41.75674084905851
119,57.87242297289752,31.173854443406125,26.42273214532946,48.20398530271926,23.534170463791256,52.86834397596592,53.19999619947479,45.88718731240761,21.876159575985284
120,38.85349507747184,46.91379375295302,49.43993766491777,34.933416809006914,56.3176077248573,45.46442656428892,82.26919988197838,30.867856254147803,14.931763729239623
121,41.63296884606498,58.86977822835891,61.77841301505261,71.95060801497428,47.1416594632739,35.527397601834146,44.312884776305964,37.24861786229807,22.458243088349782
122,75.76758220580861,66.88850514898883,37.23389670057439,37.16758707480561,44.41467005900903,53.67666650612449,65.28914015706052,45.964873259764445,78.25391026533671
123,38.491521325364324,48.552782719913345,42.82634695286916,38.52069986774648,38.630761514632724,57.65481229525259,59.333623630537204,43.61045509477941,-35.145450101712555
124,57.334784953284796,35.52441501081176,60.55048286834061,72.2182742203631,33.14259819163492,50.6384711518945,55.78179857172847,39.711449319115154,34.60247819736452
125,76.40878167954155,51.825525137566316,45.08805474754144,48.6733078847346,75.0366582748359,40.5556767475822,56.80239577189658,56.57444024099527,72.08705516953171
126,57.61149124835741,40.718339959148736,31.37670021015783,45.01705564989085,35.87537140217732,47.9746402454759,71.41109599989235,37.81526213146305,33.05201298872869
127,42.79569705148367,65.6902627513684,38.99386653049908,77.91018022775746,50.72782087582429,55.64574841329299,54.97876130554218,57.86961659042842,21.41358246296524
128,40.33902222213117,52.80688278712061,70.15275362085495,33.389584108883156,38.070239707400695,53.92099742491877,57.2906936083526,44.935892859503504,26.57236310601171
129,50.84916465126283,19.509625268593798,35.66715596298991,52.98528315955814,50.75763213301474,46.3880034673106,39.87259098657174,26.06712954047883,-2.5590453072439914
130,37.09304222158807,53.439799119393875,44.76396605719747,51.837260614375566,59.52230517688721,76.95446047972463,56.186396655579436,34.001231743515056,16.544979212486734
131,50.40806962087067,54.849001722678395,40.163233906401864,48.50939535435503,46.39942371816264,36.84922406472487,64.6899070921272,41.05027071456951,32.005119198385714
132,70.0817088525636,29.043956540746233,61.51664249548764,57.015396408248314,67.91633641020084,63.207303555979635,52.597321379168925,30.42699174577453,35.002170451887025
133,23.745789001113845,40.51288839403236,64.46135395522973,44.2595403487551,61.06095489847643,48.177446108533275,68.82433201283712,17.91139996810742,-23.16737163479245
134,42.484921120011464,57.356959932442145,67.34726690118957,44.02055098064067,60.736721357693995,55.74825531826052,72.62488744066181,20.291959917464283,28.577591039365334
135,33.41650830190957,54.39690426039046,59.74385597775023,59.57209315102853,55.78549806724486,44.08524403121826,46.95673481445896,25.494531455699445,49.10609056143987
136,35.148421846123604,37.429029770096705,69.41205496068562,55.93033965580826,53.74256362014881,29.145132168680977,41.01990049790395,26.707807426159377,26.174682889930114
137,50.48234575705597,45.93974791366318,48.99133525970821,68.4442108678826,63.247597087786154,45.99219644599625,35.76080020481213,13.39868942496705,95.47135184106567
138,62.546125393846154,46.52615252916242,57.15048031643846,55.95677730531508,66.31239115052652,57.00764116215098,41.696951876219096,53.49976479172494,44.53061756443357
139,52.738314218828464,41.52006597541425,51.854811573807,65.19469267563454,52.83452846257514,38.6188330730753,30.773298841161434,44.360259692473555,16.407991836690336
140,33.627691010055955,37.064051722087335,66.39586111141092,57.175098852190736,26.63216549887062,71.54552339483746,29.991603992027976,21.381870948168057,-21.19141423297213
141,86.75465225351466,66.03813752967194,49.931274054408284,56.640740748969414,45.98793155827752,62.042654579240136,48.96806208123789,51.09807563936709,83.56671411184057
142,43.57475225390696,74.97695142879112,75.07927201560422,31.754361206979766,68.47026755860041,46.226619463564276,52.36340343199431,30.676234938672753,-14.898971230342745
143,36.444078072904745,70.0212860811942,44.95617286097232,50.155762184941175,50.12093509580135,22.924068805580724,53.02991522691081,19.697432174910414,37.451984019834775
144,63.36123885624196,71.29888763563216,37.73546109313578,42.380358345384685,54.37161987930981,32.27398081862371,56.67243522598294,37.17377231000193,14.243275472944518
145,32.876675764504334,64.30823096446709,46.40286479387922,30.672056197242867,30.63880899868498,70.47048870954431,49.23933895201947,23.57957518125082,5.719087356988821
146,29.59912889148372,52.275198908483624,40.11896108415013,64.66403569275604,40.05409667903689,69.25924150180664,62.61089132574098,26.474708949880494,42.58025162282429
147,48.69317714948995,65.47087014075285,39.88597281164046,45.03680414485372,52.61086365745623,41.565394487368394,70.43327317377316,47.20261271451219,9.433118234933868
148,31.76709197419891,26.3395390098807,45.119084391759,62.65854323738068,25.36765000829455,32.30176598823378,44.95466154187636,30.989727171934327,0.26499135433953036
149,63.936381953974205,56.686714996344406,61.74815925705902,65.15015746231691,49.94651437162345,46.71571875829302,40.19174483782579,55.9933565236838,51.846691423255805
150,35.42619946841922,59.906716047876195,57.446125239694126,57.22863135014069,69.16402134104648,33.38942384953989,44.40563878306333,40.126837512093545,23.642414213783177
151,56.32196724395146,32.53253180920064,47.573694164549714,44.544213182483176,72.9374204296981,52.268057369708075,60.9014587883104,50.11413743019261,71.515589848898
152,57.382034661286916,36.65903215625578,31.59396897689668,58.556015087321036,56.823292070536475,57.9881753956358,55.910485159900865,31.359469300030433,89.35503133942686
153,63.180618702784855,61.64625432629769,44.62605426454157,50.07627120259,33.119163198662015,43.71527316344738,28.923950312535847,50.31307761202388,41.78522105049066
154,41.176545628718884,33.39246626898353,55.93493211485831,48.673083700255795,59.10365069864445,40.25856211591902,43.85238741783463,29.201787955367706,58.27629915160786
155,27.929615738425134,35.64835541398077,70.78327077512594,53.76709675195641,53.93133295874462,60.226307753585054,23.79438989706783,30.09283748231949,-6.275844509052579
156,81.00379530680503,48.88951619537259,41.28945733669678,44.006080461730505,64.56499533391332,63.39626503835872,45.85077285684305,57.41362457584577,11.164252373948422
157,28.11220342154826,64.03165995959446,55.748434409812255,74.08347401806382,53.43046030038953,51.1584376419087,55.723857231357016,28.388662838312335,30.99075483130902
158,69.214516758904,48.12466776284179,52.999862111560624,63.14549562614453,51.53962060477127,62.07715648559488,32.53647919443157,37.91393305457217,37.488268928193364
159,55.33030792491799,45.99183719577267,42.57882968968865,53.72526482046733,53.30415373898325,48.77921014049884,60.636817198380385,62.556592039283515,-31.595350591184893
160,84.10750902582342,41.52720263380296,38.86228667151274,60.251739051232015,36.71795774892688,45.70294567045751,69.56411859346329,38.61782315073613,89.78212914481048
161,40.50298367878426,63.589350520584595,52.03410662523029,65.95982368938529,40.031525146549576,18.328232279980956,56.01029000786676,44.11609033493708,27.01614388369229
162,47.381251821861,39.399084607997025,69.93779126026337,38.18926434437028,48.87541895966231,31.065373041438736,51.83701485895297,32.79092065932909,-17.929297897420994
163,59.70165978401173,44.1894768068734,82.37872465368217,38.636443578421755,51.73673505791356,53.85792910890995,41.44127010640966,44.15529947702731,-18.093639424267412
164,62.321515255805444,48.94702569880569,59.49254604029941,39.3945387141715,28.762216389967733,41.923681566394464,45.476740612630365,52.89375664299283,7.937330890593461
165,75.54069399828634,50.11970013796635,44.712359644660985,61.587122241536996,39.78338659369084,44.31536473781409,56.06892432250686,41.44009139332783,39.367293839628644
166,41.75739020967247,54.00937645594532,69.60077858738109,67.05444793972296,51.42811552249954,39.08048243555319,58.6958451089953,28.08120808770876,34.04843155425942
167,59.06773586605062,65.92439808119303,54.025153235742856,56.835591444597775,58.386393490866794,42.12671466486963,40.25399658257073,30.95903618402547,41.00145692991106
168,45.542106538043925,32.35386931701292,32.28201093356256,28.49065654811143,42.2932969412719,59.901446183004865,28.75296609398613,18.656975763747454,8.456532769511814
169,35.05323065159802,44.19478968068136,48.95296039184603,53.454925614404814,47.945327174090714,44.25427636004181,16.853847416468252,35.32604096067953,2.5454801163057112
170,39.51672111011754,40.208576703158904,58.517706501275136,49.12653300010287,45.54916346551101,66.32436897217258,49.07016609999371,23.961477911257692,25.87669014134076
171,33.53754171832788,36.049095838394,62.999544178447884,37.32714056269617,57.98790039162612,55.45691435333695,54.92851418645117,40.57164101577574,-0.07797577127655941
172,44.53050542809195,57.613243285075114,27.763474573204796,74.53725840267754,31.6836629271923,51.3626773060453,70.70060396406308,57.26544551348375,17.26034735278367
173,39.929154486862714,51.90617943902201,33.87157727027509,60.63420354444289,62.2709437040174,41.83848747352034,62.91694028909783,34.94412775009955,30.571883089365272
174,55.82578639998217,70.05790796376574,32.424411790799326,62.67849592171755,60.14888339328894,51.07496041686497,52.15293264690764,23.243265496787906,73.77294824563776
175,55.44502803494446,35.07761810806275,49.38012797999564,30.89009481372662,64.150759891048,42.346335959219175,56.38629675272901,49.93107433353249,18.273617016104154
176,67.44968749159446,23.908359449562603,40.4072376398113,39.2283400565118,48.571088797709166,73.22598377967218,55.308122661137496,44.302859307602574,73.53251158394131
177,40.41995656693829,53.55868469647308,35.77996546835873,35.68767685057487,38.2689484508065,61.566043534547646,59.24216498542951,43.857050544918465,9.52745891677857
178,59.79802956431143,38.73530494793854,47.189935344185244,42.34711949410402,48.48501008226302,56.85487720542668,51.814298394977705,43.33063951142598,53.50879850332049
179,37.87449657917632,32.9504404896168,48.36306736652493,34.48078045839517,46.80866761636348,39.714258102863035,34.484503247842895,40.838583313403525,-30.913552907635534
180,47.456300190193645,63.10543659481061,58.49747304256372,57.03984629411313,52.74919930208718,29.47788922667463,48.053481542950415,16.56770085573558,46.74604402807296
181,38.114848420899975,64.69666805637324,55.12219061674295,49.82939498082638,34.735798541317536,49.12830383961449,29.046274108639707,37.48233387779784,25.28919302675167
182,70.33139441928996,62.66730406788056,38.32633391278811,52.34574566061891,65.98810853498551,50.96187436220136,50.22156363225668,51.66756952944562,100.00771005835115
183,44.25917415130918,49.837119367173,48.752901246181096,46.22812618198381,55.039446685389834,47.70542941796375,29.307681701848765,58.09181745733264,-11.110548464449781
184,34.6118952207073,36.63605503374134,49.399920125060454,58.10215211089541,42.56407652148029,52.1594074901897,51.48284588606323,36.04582224110641,16.846660454652472
185,42.04740247813456,47.78938757252797,52.04724572181925,49.36851235575973,53.13434316560818,37.26478862227161,20.6216424028074,49.90423123209438,-1.3970850224385316
