unit_id,ReadmissionRate,CongestionBiomarker,Creatinine,BloodPressure,MedAdherence,LengthOfStay,do_diuretic_titration,do_adherence_program
40,36.75029658388651,6.109684407734338,47.98808551032769,37.138003079910554,77.15811052357782,29.388397647924208,25.0,75.0
41,41.877965319651175,31.72626501286208,60.81257731540517,56.10499765953324,74.11585390831142,40.806367863089704,25.0,75.0
42,48.72594832385035,-2.54407130354328,48.81508433752274,49.744492600288275,76.03273772164196,34.45993333227156,25.0,75.0
43,42.38769248649772,17.311297065202076,39.68387286780449,70.57389037903326,73.58128566033137,43.86889168229926,25.0,75.0
44,42.65417763464932,34.425654183020306,55.90531272551961,52.20992976627102,74.29086860545469,37.40564127775407,25.0,75.0
45,34.00000171726778,12.715857423728572,63.908213246278606,64.76861246203546,81.54630238550422,36.760789165461226,25.0,75.0
46,49.16394406785664,30.25176606240302,78.76872451362364,47.91934014032466,73.20753178457826,58.86015994683246,25.0,75.0
47,40.12280511669606,-29.624306329816896,59.60365687870317,58.498914412318996,72.62013041086479,61.774287209901836,25.0,75.0
48,45.66343774425806,7.171779580580836,60.39554082324539,58.954987056393826,77.97726027815438,42.35578795874085,25.0,75.0
49,38.952442642205504,-5.2773859393735165,64.0345427753924,48.04494354868031,74.58057089988293,44.81708848832388,25.0,75.0
50,33.610946029243976,37.84191171836312,57.02504526134624,50.48941953029695,79.57927600675902,40.52248062989301,25.0,75.0
51,71.89436958193143,56.02772529945653,61.48850659395608,53.363865020911895,76.50076527404858,57.34661119218627,25.0,75.0
52,43.58867484403457,23.763768490874504,46.3960324108796,52.00254134402851,74.29086505726589,44.12908755035279,25.0,75.0
53,52.588380051335164,-39.30968391671213,30.39604530962401,46.83304791259317,78.09843713233673,29.95099888150357,25.0,75.0
54,28.02163792847046,-11.431545919798083,62.8651147711312,40.367702813852695,78.39559849447723,35.741317500748565,25.0,75.0
55,35.49585853273523,18.179228085479384,50.999643742034365,33.69094168162718,70.84531488267324,46.692726501519665,25.0,75.0
56,36.57961414599291,-0.9830500958037547,50.225747531091365,36.118758285067194,74.12476008461309,50.14485443893446,25.0,75.0
57,52.536091899143614,47.848110183319626,50.75000362488532,48.8669080356115,77.0180910895483,39.10721273444706,25.0,75.0
58,72.44250751296104,77.46312188968972,40.73358123718304,46.55709935172515,75.49193937611287,47.174452035240186,25.0,75.0
59,37.696431736602804,22.880585449022462,37.252546408737075,45.300634856302096,80.06246542649427,48.57724706087982,25.0,75.0
60,25.94628944835606,16.337979801788105,52.943448514478135,55.97989667031294,76.76907351400492,23.582001344239256,25.0,75.0
61,30.099848933856588,27.007533726442563,50.584319713278724,53.298919712028265,78.04195888690515,18.837917184004603,25.0,75.0
62,41.73141809113825,9.412850312720778,47.74150986349654,21.610177539911213,79.91315996549511,33.142128859789764,25.0,75.0
63,35.000525401470234,9.613442123256588,65.98315555038255,53.65452805064427,76.9149500067089,36.76525261526826,25.0,75.0
64,58.27875512343367,2.9691666795860705,31.717618913772032,48.21820096278146,71.17683524375684,52.48524165209813,25.0,75.0
65,49.60770280799678,23.014280728802138,66.91407443055951,4.776013235220946,75.85828389779365,42.012913175646915,25.0,75.0
66,61.801742541556635,11.086650152054723,58.142318791421225,59.7342142627861,74.95156292189955,53.93234407942615,25.0,75.0
67,50.169826686187506,-24.3740427546878,63.69459272520693,57.77628264468459,73.58613730045118,51.55203343301782,25.0,75.0
68,24.476320217608535,0.39554235608049915,47.317283250665255,36.83167823002665,71.62133221125161,26.756418352689163,25.0,75.0
69,43.69948144183768,-32.67621972091197,54.04583327807563,66.38469456185328,73.92239236939675,47.08330099210468,25.0,75.0
70,31.837846727204536,32.420088906663715,35.82330992985515,38.57120682503301,75.55632909385572,42.47369210940372,25.0,75.0
71,30.624165559542995,38.41075248947557,57.41288166351426,46.933352679936355,77.52979822763946,36.90425446957463,25.0,75.0
72,53.5295530247042,40.003534279328434,41.89058452411887,72.92624266539185,77.4801390983009,33.35563226220643,25.0,75.0
73,59.991219833915835,71.44308246466417,58.94243848237908,46.775599077644266,76.42462632079389,39.12559003403462,25.0,75.0
74,34.215221370305954,10.00861160652172,52.19465011158969,52.11234200024562,82.4965761395914,47.10245356058717,25.0,75.0
75,40.02888433013478,3.3700929341796577,38.60100589654447,44.84574430031603,72.35488432919325,37.91138453311784,25.0,75.0
76,27.795914902605745,35.91311042133525,50.06510506091966,49.764263031137595,77.60331338724804,32.79461995495813,25.0,75.0
77,45.13304794420177,60.058635192592945,50.79563706288577,37.438634590328824,77.73425897573397,11.837122427664024,25.0,75.0
78,51.215500117011075,-11.315146598270339,56.150010155010136,45.97267231951033,72.47421901826213,39.86226350185313,25.0,75.0
79,58.28188999323882,17.16839816079513,55.683218763055876,22.383415548417464,71.13159891935811,35.45293242275463,25.0,75.0
80,50.037291378108264,9.412761775447084,30.60174764472319,51.73751426957582,68.70577323449714,53.40084890588278,25.0,75.0
81,28.764159476153154,38.69171079118329,24.18901328842776,43.33331854391513,68.51594807826507,37.05733802200698,25.0,75.0
82,15.909889545993462,13.201056346581378,32.97630105358667,26.66968631412027,77.74379051312081,27.98851500070587,25.0,75.0
83,29.87886053625107,45.108672491575476,52.820421903645205,67.42146189046665,76.48509452807018,28.810715340106974,25.0,75.0
84,34.350808503200234,-3.5890434017006108,21.619019826252547,55.61137898091658,72.81135906497757,37.44656759948639,25.0,75.0
85,28.274916906926997,29.64957783891279,34.589049178310816,72.5454509775513,74.04073711203985,21.46082090818894,25.0,75.0
86,23.3937002249762,-18.64338156108272,55.914417568467314,43.73957486266973,71.14748549774926,30.833046958315688,25.0,75.0
87,22.863816743278782,40.23432526023044,41.55428225154776,60.414254980681065,73.8548999142936,22.01450470762513,25.0,75.0
88,36.3004696262596,-21.069776988182184,36.11585582234736,48.34590341444627,70.49435278909365,47.85065182639753,25.0,75.0
89,59.27679770364232,-0.2524507291468012,45.25122466188945,48.843757579641014,68.31586985966509,43.25501092649266,25.0,75.0
90,42.033143491054226,65.51442679156675,49.17994285105687,33.025927075708864,73.48459927434287,42.27214821180397,25.0,75.0
91,36.69006063651323,29.856090575835424,60.68227914726964,57.26381350216411,74.27286052786496,27.722378155968364,25.0,75.0
92,33.585612439076726,46.34096336116596,44.23524102916677,51.93427318108396,74.89547066911017,51.022867662028744,25.0,75.0
93,30.5754976804091,5.291673595014201,32.122541783146886,43.833034066611475,68.21920447261432,31.275662498532263,25.0,75.0
94,34.72769933665808,22.820452562467754,44.57746848851579,61.29615457645139,71.15675750564935,38.422940509512095,25.0,75.0
95,29.847209701898894,32.96582392233048,28.552006954521037,44.998180420399514,71.79381080276973,27.20564236749592,25.0,75.0
96,56.72337039379413,14.532886819542366,62.85567090642394,53.87197554202728,71.06311872757078,38.900896545980785,25.0,75.0
97,54.00818569151224,13.572873958890042,61.23583361249039,52.348573143669014,77.95981108211993,40.400285422770125,25.0,75.0
98,42.208926540805294,24.372681195905496,71.48714169428885,71.9179371194283,80.05229194836636,41.92483225237,25.0,75.0
99,58.17445022116163,71.23552661793558,34.74860527682735,62.288343049141055,80.6270966732749,45.13063967742158,25.0,75.0
100,33.54942016761956,13.387690837504461,60.49200473891332,54.99323930464347,73.12014955330477,40.34311175525728,25.0,75.0
101,45.77004190053429,10.140175581559197,49.98816669220405,40.822946057715754,76.2050493960939,51.18126629436108,25.0,75.0
102,41.56757971871568,30.14717173876323,20.623955750630852,64.90798515757228,73.46722720784456,36.4051368089387,25.0,75.0
103,34.80292791439163,7.688650986599761,45.60904589952861,70.5225628503137,76.58140690102765,23.901508184712398,25.0,75.0
104,42.43082750539656,21.745207287259586,45.89539997962529,31.972080302586328,71.0225210643502,29.296378060231394,25.0,75.0
105,58.124588465040674,22.336299825160655,37.11744228972366,40.05905183089999,73.32812054456842,48.21870646194247,25.0,75.0
106,29.683385851468906,1.2474336145425013,43.22392039244872,45.315870758692036,75.19121098879467,34.964854153360875,25.0,75.0
107,30.275257982805023,24.712563046367528,43.668533266333206,37.79935579946604,72.86809995775639,30.564859615834862,25.0,75.0
108,39.39370956539364,27.928999026564682,57.67427584376911,52.587958346172975,74.00377732824937,55.56772153035836,25.0,75.0
109,43.268998267508415,8.783887460206918,53.783578898380654,62.49537658223336,71.62080597123864,33.93272829489455,25.0,75.0
110,54.305752384551994,44.833587792959925,42.84905517609406,47.86571083402923,76.63080862830874,38.2955554450894,25.0,75.0
111,36.344954018794986,29.20851289319585,57.43338150627419,39.86260874106531,70.56691990844122,28.33674591069662,25.0,75.0
112,38.67405182496151,-11.458636193259661,50.069680898253566,53.10181723146266,75.36441315882507,34.4757637459052,25.0,75.0
113,38.788946319651586,-8.78933740887721,50.14011255400462,33.330889582039816,79.54683950548866,28.335034475965713,25.0,75.0
114,47.695499850438544,49.16689488011045,70.30071621458181,36.487850602317934,72.96623414842979,49.47635107241805,25.0,75.0
115,21.05818528347823,-32.78444738872448,58.34257927150782,32.42054302554112,77.27844211574461,23.513675629820668,25.0,75.0
116,30.33987232482105,26.876350661026358,53.543640416360105,53.14415309466499,72.39736225421949,26.814071646344466,25.0,75.0
117,56.999398472644316,57.45521648041752,18.760602460991922,64.99617435472632,75.66957806293827,38.06635705913269,25.0,75.0
118,54.15995699220882,-19.15661778575196,46.353048360646866,58.448340110078796,75.80594985375674,51.95535286833136,25.0,75.0
119,27.649389025212315,36.008065554984675,27.613993319364248,66.80593050832006,78.49047375345177,41.951707811303436,25.0,75.0
120,42.29325164560995,52.769927733042245,74.72726943930775,64.61429225655584,74.33299021962941,17.040044211191137,25.0,75.0
121,65.78167082011065,-9.552923288830982,47.327354809165,40.561515461103966,72.27008704240205,51.21608519722905,25.0,75.0
122,41.92858296917473,-5.090648280430454,63.94368749228991,66.12140213664425,75.3407401189296,43.777050408704255,25.0,75.0
123,22.912598866078877,-24.349138019601032,35.780882596158484,45.94365320548342,72.1310266019209,29.225442532711348,25.0,75.0
124,35.111765593475155,50.79512889814822,28.18948119634619,39.469344602426524,73.0668306370945,15.66950495954157,25.0,75.0
125,37.43178271414115,-12.017320021759117,54.35411381890982,62.92799502818266,74.60415005071549,37.24651163516059,25.0,75.0
126,33.89866427001013,-45.01536398308413,55.1459253051864,48.67000807232235,75.16789919949015,32.074250192268245,25.0,75.0
127,51.73603676017292,33.54294713140968,64.2321495015851,40.00176550459723,75.75937273127441,48.268263522577776,25.0,75.0
128,64.06874081072836,17.10331355810647,39.18853005661114,28.806565733710876,77.49481840655594,38.53832640697715,25.0,75.0
129,27.654571221225012,15.77962151908507,53.41036073350685,52.30219286339094,71.67113614124008,30.18995815716125,25.0,75.0
130,71.20629575761001,20.42628764621792,58.10137134352659,57.60585182142823,76.86621008468839,34.47369603478384,25.0,75.0
131,44.21940503844212,28.018336214375186,44.046823223690204,49.86019767126093,75.68959722824489,51.514016999655624,25.0,75.0
132,47.503821942804564,54.069407547066774,44.30481033600349,77.18396408336167,69.56192198424728,45.28874739791995,25.0,75.0
133,38.23786838012373,37.31211203655888,51.48475039720324,58.773955239482746,74.11419168524581,36.14839552382044,25.0,75.0
134,67.13415086864471,44.09792226411932,52.228404550295195,32.23859416471528,74.26065172885524,49.44805124139595,25.0,75.0
135,48.082949746700564,17.826774273173594,50.730231811909825,56.406647837573935,73.65603836887111,38.57574326959079,25.0,75.0
136,51.24236158964207,56.95397264697267,62.35119317864671,34.570900938150174,73.12045031224672,37.15698085196924,25.0,75.0
137,54.51860092322366,87.69105276885674,42.71342228050456,68.5788726874886,71.84744300150783,34.76363441315228,25.0,75.0
138,33.21879746577458,27.6960476075007,32.204844457256314,39.179601548170716,76.17674791054571,42.50118552644386,25.0,75.0
139,39.826271801824994,51.90310753807464,39.874830014412524,52.482056740027886,76.18091451220329,30.478464701431896,25.0,75.0
140,54.417381792472526,24.92945939532288,53.44995779628058,42.665192916733766,71.66881753775014,48.39291663601113,25.0,75.0
141,35.363815268122906,31.67049908795139,56.49737684979676,73.16790663844147,76.39130592321018,48.02322682102236,25.0,75.0
142,26.950835452080167,17.609432209428096,36.66824036028553,63.50883831545415,76.54753295318527,25.239227593999473,25.0,75.0
143,36.556194406964195,-41.181488574238756,39.94596110171652,52.6177384441985,70.83843502871622,46.8514903882734,25.0,75.0
144,47.94428197337432,44.525679259737295,38.60113466609491,60.44043097204367,73.88565289738172,34.69641277645556,25.0,75.0
145,33.348505988645066,-16.63335624570027,38.90248396244315,36.495373519819594,78.8293378353208,41.75757429628783,25.0,75.0
146,45.339537784386806,34.77432508082659,35.25023242066697,48.56179944015517,72.84321362367825,35.88828385440951,25.0,75.0
147,60.80634314645432,49.80475799658771,40.589545151522486,56.15581754342115,70.85781616122026,27.59891917215489,25.0,75.0
148,44.9430877176117,2.2583260865541384,69.2566752731434,46.24527318498889,78.30037829652971,50.31100484329045,25.0,75.0
149,35.71653204969886,16.98305438694099,84.67662489508925,58.929867787197296,74.18525862186401,41.97258721541026,25.0,75.0
150,23.294388835345558,-9.042824539014664,52.85944892191589,62.040408624954416,76.9987065348548,30.25381504903278,25.0,75.0
151,52.78716265521336,11.939176658693382,56.125077032550564,25.429123224961717,73.64323614883848,60.18395027725318,25.0,75.0
152,33.773553401517134,-8.988485222899035,51.91112039889658,57.601562147909334,78.19165464834431,45.29676173438606,25.0,75.0
153,55.379039710887206,64.94779025547372,63.33139862840835,64.04873409707693,72.73661814492162,31.622329874416344,25.0,75.0
154,40.007974340299064,26.034832700318994,46.32850656510561,49.26727557901002,80.44249453898821,31.25037082176639,25.0,75.0
155,56.283070147565155,17.531914809105928,41.625651896202356,69.67290363937701,73.3525996937769,39.16843795555708,25.0,75.0
156,30.938266240307644,8.944994726896228,52.25072705264783,43.42439068331475,68.64745472465907,21.447836702137952,25.0,75.0
157,41.99815178275868,27.165580902767157,41.82345363708273,47.107089367456254,79.03328791585331,33.192295449958856,25.0,75.0
158,27.653238058559076,21.443131583194095,46.17325185429447,43.45707998775903,77.7553319413305,30.375132846576555,25.0,75.0
159,40.69393926722545,3.5315189783055843,45.978801368278475,51.75999973875886,70.65411148718471,27.65844860765326,25.0,75.0
160,63.942088305454504,67.3655691771173,51.859762458130135,29.061702189561288,70.36005166502048,42.63309787617507,25.0,75.0
161,25.44510531876587,15.084547776842712,70.54898904858463,64.65482185853239,74.61204097785644,27.016795290624152,25.0,75.0
162,54.76189565520662,18.804677683641522,27.06125893739045,73.14840635860782,76.17100762698777,54.64235441929201,25.0,75.0
163,70.59875509042246,103.45347154675542,62.46924606517582,66.52799982687374,82.39549209415951,64.97347935350672,25.0,75.0
164,39.589399926448436,-0.3997457571612255,52.90658791613735,43.98106239967627,74.8677295863806,44.08685938386778,25.0,75.0
165,61.200121374054284,74.46682563013826,44.22606485803002,50.165824760637456,73.85515821918146,51.90159341184831,25.0,75.0
166,36.5445364322062,-28.92700128537241,57.76522367622677,57.51705231986429,69.07163092271698,34.32421714076273,25.0,75.0
167,24.59398220253633,17.922864287267622,52.53270221415037,36.50054837075642,74.74375875176503,21.99741721935895,25.0,75.0
168,46.937691190851275,73.43808023247915,58.609425137656025,33.3521798598552,73.02535782286972,54.405703150961465,25.0,75.0
169,39.596657914985904,-2.0213174194988195,42.45443928189604,48.476606965689264,77.42624662272985,49.620101060029924,25.0,75.0
170,47.79052936862171,22.619670329231035,45.909092486702455,38.274087536913804,69.57179487656323,40.02369860027489,25.0,75.0
171,32.258537229634946,32.8036909914736,41.931715430432114,47.056234725950404,70.4151302016688,39.79876194981732,25.0,75.0
172,68.17748118154245,38.39367333520546,34.893150107962015,43.33126602057134,78.94604867736957,37.53274322596404,25.0,75.0
173,63.595540267742564,74.07538853620261,52.40784771304614,32.36054996556181,75.81009083902231,45.20914569535898,25.0,75.0
174,40.42400076389231,-4.977096226547996,50.38696917576293,49.10415625949231,77.18014682995819,52.185301742323674,25.0,75.0
175,31.253675316489584,20.49605823715402,45.97216886790387,28.45213167785691,75.52222590037651,43.54889697359761,25.0,75.0
176,35.82304657869963,18.10146946470682,60.116326624693215,32.663733353198296,70.2219464963523,36.316625755435034,25.0,75.0
177,57.683999633895226,29.99622459407274,43.215267631532555,51.14822871937868,72.79216955299908,51.32747683878728,25.0,75.0
178,48.55574207097205,9.626006174259093,38.903203546336506,64.2391379589473,71.899172065258,49.053189551652025,25.0,75.0
179,47.31387627920802,28.632281412739605,40.21156232645478,74.87186550322654,75.27333528618746,51.13842899251591,25.0,75.0
180,34.33281979763096,15.107052929368468,59.35968392929172,45.719376984007766,76.95026567802921,37.696939938158,25.0,75.0
181,37.49963847057728,-15.455699063189284,46.26269153145395,39.08573265947916,72.06999709680713,36.23066128419438,25.0,75.0
182,40.275822030668095,28.149498119321542,69.82460819054758,60.961047425174264,75.08330338177558,32.14915747693361,25.0,75.0
183,37.376583973759445,-24.82142441876587,63.68721853307899,51.65011291809975,73.71067072517182,49.097611507406256,25.0,75.0
184,69.42150774680016,17.346664874985525,75.21273349085281,62.70402794418361,79.71719832809148,45.628250563425915,25.0,75.0
185,35.4790413547131,47.83159270334446,46.99017659793808,47.45752037852803,75.3018569035376,34.23829644748612,25.0,75.0
186,33.2602836130122,10.721831000012875,31.162742176189283,63.82269497412104,74.22617565275733,38.32450298854007,25.0,75.0
187,53.51176559158978,-3.772785634158353,75.84487974292132,62.03434397943981,77.30604777440068,19.915793752227415,25.0,75.0
188,55.90639991050565,38.370296136555694,46.592268015811136,35.282441238566484,71.26701969387638,32.74445611870922,25.0,75.0
189,43.403963860012595,48.73916704686829,27.759949617550856,43.73764233220957,75.10038858239218,28.79148782796869,25.0,75.0
190,50.87683781903644,8.102092686781601,45.553201269685346,42.46418689632772,69.57752841232325,45.527052794982005,25.0,75.0
191,44.51936569094927,-21.318957869388182,54.33484233130786,58.24224009580149,76.14562044274962,43.28734478159405,25.0,75.0
192,55.70493910584916,39.52543778698477,40.4851360074069,63.84032163727207,79.97702880013074,47.4410986092734,25.0,75.0
193,35.80432383320304,30.726790321489347,60.10410337984861,49.84768986955418,77.69189288342378,39.37098946837693,25.0,75.0
194,41.83520081069022,24.377508129018143,42.31401012991853,33.78365262390894,69.5529261759203,51.356199771769525,25.0,75.0
195,46.33209794651198,-10.192974636187095,48.022981115209014,46.58328900150016,77.85214750887272,44.9031683179308,25.0,75.0
196,37.8208783142984,3.769966806484547,42.85383270802114,45.802140242353595,80.72150515210723,25.77459685088661,25.0,75.0
197,37.03657182672819,-22.67451856071731,54.338765451958146,12.476182197535492,75.77923130965375,48.17752125951478,25.0,75.0
198,49.252560648939,17.8064468693832,67.69775287849491,41.2779773714438,72.0075212132648,46.308020664896524,25.0,75.0
199,31.898856641032793,37.86502755762988,55.20601204252671,54.08859558283758,71.78566675379781,30.768977393394525,25.0,75.0
200,55.77480454106662,11.14397820310467,44.321467191764164,52.05576110146601,77.35186494996405,46.7685703020444,25.0,75.0
201,49.81130713648666,18.240685886937513,27.2850626191889,49.332990110540514,74.48754301077473,46.655967363813716,25.0,75.0
202,52.756011545544055,9.095378770988368,65.36007737975194,40.423793009022816,74.81644817936579,59.70247326855884,25.0,75.0
203,53.38561674009349,22.905366805975085,51.539094490353946,63.95156701927706,78.75563322452547,46.172054917241894,25.0,75.0
204,35.133505165996176,9.366013960437686,36.3807982225214,47.66846701373729,78.77414048558518,40.75115222558691,25.0,75.0
205,37.52927832516769,46.803043088561026,59.04246697483317,45.71163964787016,71.98002594894629,49.10255785015606,25.0,75.0
206,45.06042831644658,25.728302685229956,52.38260395735122,44.67836974091035,74.50723913810123,52.55648747154536,25.0,75.0
207,49.09534337044402,45.15049510948273,65.04001436687885,59.319965314470366,79.00880514099774,24.83238675135435,25.0,75.0
208,49.01604146369985,31.760847881115158,59.055654759723275,51.522170103039166,78.2547250980201,42.523297264418154,25.0,75.0
209,59.15526971610972,29.735800379658578,25.205675060691743,54.633970954603534,76.41674110359297,32.68204910735658,25.0,75.0
210,39.65007059967311,2.83211688044819,44.317139597357276,72.57777730600489,74.6723334567758,36.297694349165724,25.0,75.0
211,44.5469761675579,-10.50839496501857,46.18280279728066,67.02896795227966,72.17932187265835,31.606912397903084,25.0,75.0
212,22.332202655735173,11.926894640806228,52.02456098726204,62.02882057165824,69.73723681661994,22.044141823719404,25.0,75.0
213,35.8490220432919,-11.157158772743475,49.57105523011454,37.95138426839179,68.8113961218534,49.29631943208637,25.0,75.0
214,29.11952312818785,57.63205826461945,41.053391430103986,46.833750583841365,76.15645180183574,23.573029646517618,25.0,75.0
215,31.38138980121184,39.74428694277789,30.25263203310694,34.59229692489227,75.39871952635043,45.49052204042601,25.0,75.0
216,49.209134900630715,23.45231398616929,47.641755957879504,35.22267158569653,78.59246378310901,49.517468969947565,25.0,75.0
217,72.64615513616783,49.67540529493106,36.133558744413335,49.097710717347155,73.63438704803237,51.60676814426995,25.0,75.0
218,27.666759716251253,11.573001124698763,61.81528467926755,35.800917461000104,70.96277345185928,18.915730504718155,25.0,75.0
219,47.80847138950382,-0.06521292912658794,38.81639341423792,54.68950303337675,75.58371252694816,51.51438958269568,25.0,75.0
220,68.04213676155969,53.50415954117903,36.10980843535547,46.80918919024248,73.96260410074979,57.23449450149637,25.0,75.0
221,53.60276199464979,17.708251110859873,17.617486894204657,55.94419595572408,73.12323447217898,36.48640873405661,25.0,75.0
222,53.36684683392693,17.501643999229355,29.126463147580044,39.1127296342754,77.69334513159521,43.20916469653025,25.0,75.0
223,58.23643065575528,10.122677531681308,50.88250670639993,30.74828306459195,73.12969154847183,37.444674602078344,25.0,75.0
224,25.804872838951855,32.42702257215879,30.029167132476836,59.37321237637894,81.28557687625684,25.609687218822724,25.0,75.0
225,39.10853098383199,12.456905735476424,25.939693297322684,52.38518118645168,77.64810548983863,27.296778062428977,25.0,75.0
226,19.432082417505285,-8.97605086492442,48.08187667870983,25.503630608043,73.55273378880347,23.806908662242456,25.0,75.0
227,40.185823779437115,25.23507798530433,67.71711111600038,51.98749017785978,78.31616995364904,57.14060971812209,25.0,75.0
228,49.76707958715558,32.86645582474997,50.48916452533204,56.78898288382201,72.7775444590397,23.281012264272107,25.0,75.0
229,33.38973684204136,32.116862836162994,50.33576607934457,71.41918002731158,73.38724798924719,30.04893545221927,25.0,75.0
230,37.745277499185335,-11.596581321860747,50.8603889840227,55.66343590062516,74.6740977741219,49.87068540022287,25.0,75.0
231,48.95556170350978,21.101572393992825,48.156845189394865,54.65414087235361,78.24213073504505,24.256753163059837,25.0,75.0
232,72.70235080124039,100.50585226696148,52.80799755709077,54.431377877955136,75.69907200734143,35.763243587483494,25.0,75.0
233,30.830199886839694,63.946392100965234,47.30899828764124,59.93434260431074,74.40332035231282,32.38007810534555,25.0,75.0
234,38.339303604144504,1.0517118455890264,62.81500937279452,51.123000079291,70.39939809808047,51.31574850623844,25.0,75.0
235,63.85467553340006,42.118424586451674,30.26679142987163,49.817540593769216,73.22514736278659,31.44295293167446,25.0,75.0
236,29.96817487781463,-17.186319760478103,41.408669224861725,65.42374609888388,76.08682515810294,31.9429087496298,25.0,75.0
