unit_id,ProductTiter,LDHRelease,DissolvedOxygen,Temperature,do_FeedWaterFlowRate
69,9.60401478739996,-3.822291025154648,87.6481966828794,61.859550483700644,25.0
70,-2.594917691287857,42.3201943691167,75.58599546042099,57.5482413404881,25.0
71,-14.692802806474477,46.63976921558042,47.66539196416395,50.857038384437914,25.0
72,9.887775470198696,7.364682329212499,76.58552084314267,60.76324259150541,25.0
73,-5.464435173027649,14.799539888732394,53.840795931974796,47.32506717870234,25.0
74,10.852982922715185,16.909156409304842,82.87110906427073,24.52136827497094,25.0
75,-6.03377854747823,44.221553176093295,80.3589424069803,60.66582097258745,25.0
76,-12.548582801119077,63.87141819255666,73.85122874859307,43.94352461958761,25.0
77,-14.04910247624278,42.57222464441226,69.84811775110363,54.01150674384603,25.0
78,2.8944192779568065,37.65773998745115,88.76876840316248,47.47994726066619,25.0
79,-9.552131605300561,51.29240364649527,77.3115680280066,56.85372886490687,25.0
80,-4.87315009796167,24.78324336029114,77.98165285177221,70.57063822054631,25.0
81,-4.005467195442241,49.04883094082656,67.53280637599782,37.82221404847802,25.0
82,6.9609417129727245,15.099288627750763,84.77320584407892,65.61546161267378,25.0
83,-8.777989071859237,33.34625971352027,70.31360572213703,39.853390327391374,25.0
84,-12.58165186691593,14.189568285256343,61.699637921284115,58.33285797721507,25.0
85,2.2849799240791135,59.51704569068093,73.52314232752319,63.02385855414238,25.0
86,8.480980369952732,7.469399974549798,68.16303011763631,51.3569400588423,25.0
87,-0.9160190741374858,38.7018128431868,83.95485530191151,47.29089913694747,25.0
88,-13.867558714326094,49.598285915321895,54.41458417636037,57.453015108556954,25.0
89,-10.482240129097859,64.24317575251419,69.5688923055947,64.1433271636334,25.0
90,-27.27762429423496,44.75692833001512,45.76234191212778,50.95833736397117,25.0
91,3.043239102891805,48.39212091417424,86.62410228504919,61.824299859192855,25.0
92,-0.7359673912028681,37.14620708203699,96.79564360138,37.332472313585626,25.0
93,4.182840138869493,6.185390583440029,69.09274398907405,44.93731495806227,25.0
94,0.9025339382918807,34.23853220753687,82.73656780999524,60.63826954625404,25.0
95,20.91429919525132,5.017532960695139,95.30705173218387,40.84619907719776,25.0
96,-4.169941089569257,36.03616252054213,58.56677295614459,48.31488939540056,25.0
97,1.1220832420113966,35.584861888185614,78.11659749712747,41.76833531933228,25.0
98,-5.424752158026241,46.57678867827285,79.62672107698661,50.735540210687965,25.0
99,-19.932295869551297,52.63411788132463,61.1608987448842,27.76251857189203,25.0
100,4.864826499860882,6.089307775898408,76.4878160460053,33.15065332862989,25.0
101,9.32482184534714,42.838212143980584,100.94334029907841,52.38968245473541,25.0
102,-14.015688869576955,42.679473250034356,74.09698453962321,53.3446664040424,25.0
103,9.776038924596488,5.84419924879699,74.53280024066324,69.91266724270318,25.0
104,9.980263789430095,-7.147589913290695,65.15141912871978,74.70143677010184,25.0
105,-1.6688539159347662,35.04046854384235,86.04810222664912,48.773426193313774,25.0
106,4.611778808552608,34.068319945785625,79.78199603805052,20.762491018846667,25.0
107,13.454526670489463,40.00050267284585,90.53434004088203,51.013582898909796,25.0
108,9.396184524383916,30.707530263692565,83.92289204479883,34.59341558029756,25.0
109,-9.133700628229857,62.06562924342694,72.81999202084064,32.02581469444977,25.0
110,-3.4564488139437763,35.097354631332166,72.35627560976047,57.89098752153548,25.0
111,-7.173996179390338,37.68652761179021,73.13089466585286,59.997163486634136,25.0
112,-20.70446446686865,28.9274534028413,60.805258455196274,38.28096353235381,25.0
113,31.772382447464885,8.4218914920888,86.24266195045936,45.766082963133684,25.0
114,1.7320167893367069,37.52483653321599,81.70136419550605,60.89860641850169,25.0
115,4.263433448597065,15.76906302981409,81.1614884136776,42.73637410256037,25.0
116,9.831960077970715,24.05020383575492,86.24912193665676,50.40882598882868,25.0
117,2.610924749474328,-6.992581958852142,67.59728208455303,70.7068271545939,25.0
118,13.426013086875512,43.32360583350047,92.33099977806431,66.56722814453087,25.0
119,2.871803357128673,20.049467061372944,68.8236091373275,43.95314849754895,25.0
120,-9.522294851361789,27.137435967116396,64.8193305582212,59.7312495524995,25.0
121,-1.2001556482044808,11.037030056478876,69.02969490166298,66.93909852265607,25.0
122,-6.402648064368966,83.41419791372668,61.24721460685435,49.95940591253344,25.0
123,-12.795350083328335,27.608905114763147,57.77392086792056,46.64969394839443,25.0
124,0.5994722387724871,42.08997932292003,74.6814848161393,42.46658338633557,25.0
125,-5.764143760049221,53.23219566043218,74.33703301356472,36.69653480440471,25.0
126,13.24706934591734,15.465066051133798,84.54771249558584,48.94431450867307,25.0
127,17.689484644416343,45.055197785195624,74.58772079481278,48.146140015089635,25.0
128,-7.139062821489185,68.93291383193014,57.94269614326933,24.58970394742775,25.0
129,-0.26193484268401157,43.590908087844184,71.6519166233223,52.0178849045984,25.0
130,1.4053306458789978,32.88759929174813,74.52936740800283,51.601765503533,25.0
131,9.640800784072521,53.2241664917081,88.78367185458335,40.775508029698294,25.0
132,1.6075291487941372,11.673788319894733,83.98475967190544,20.20211690499838,25.0
133,3.499274347560359,36.586120374205,71.05269894031318,47.67133158761434,25.0
134,-1.8947849512617472,37.02990770190556,65.42834390338847,66.77487232126613,25.0
135,3.357871028589818,12.547214219748753,75.26019653104612,58.89430224606131,25.0
136,7.955636187576932,25.573306118661986,83.90938897360475,31.819940600950147,25.0
137,7.62950904481303,25.326449316479675,82.31832602111933,51.23171722204726,25.0
138,16.490100784990506,29.939695867262383,92.60313480665133,55.02795432592109,25.0
139,-0.3986877302151708,51.08687506320242,88.75339876714007,45.83043901964679,25.0
140,5.689596740041628,40.41849588743434,84.75421411512332,19.49080381543656,25.0
141,-0.009081254474224698,16.077359697844553,73.22671219082756,55.79044487929748,25.0
142,-10.041257771471782,66.76677656237675,72.42777482597056,33.27004097477233,25.0
143,2.6048704212818423,13.502819331315564,82.4378293216253,35.162941047269626,25.0
144,-6.781346085274041,38.949586176199496,69.7104333587774,44.588775081167626,25.0
145,3.3125967310242643,45.75730925198052,77.90187117327073,29.2056501958908,25.0
146,0.21125316336965172,58.032959948279064,90.65843664403576,40.93173400052657,25.0
147,4.976664483082095,16.456679125332446,58.22399044999849,37.666083565354775,25.0
148,-5.624286045783523,42.57423133812411,72.45106080937728,45.83352446310737,25.0
149,18.536297099007047,32.58623187055584,92.67010579696952,44.346744967379514,25.0
150,-4.074995491105415,34.54532192556864,84.57102812052966,46.390133042960805,25.0
151,10.244327155267706,38.95619211550346,82.86653756577107,53.630250092249014,25.0
152,2.1848439802000863,64.89154464989373,90.2589008356493,35.392914159057625,25.0
153,-2.298355439577279,43.93684692215348,58.37349976904501,72.91911048037731,25.0
154,12.594320224445706,9.132656845581595,74.47450910467529,41.4565358897059,25.0
155,-13.954790642186087,54.77268826745663,63.7060065169297,56.76936948630311,25.0
156,-26.52540684412862,24.791588112094114,57.229136039870745,56.18372656150922,25.0
157,-3.0396009182948776,64.650888974611,74.10242553303185,27.12310104622727,25.0
158,-0.3592669441507229,26.555743522323773,63.17345783099557,58.27627912456879,25.0
159,15.864144689810953,28.540600604419403,73.18631925686341,54.21158706315156,25.0
160,16.51078810898317,7.518605703723129,78.08198110954851,72.53697425939309,25.0
161,-2.8992210003722176,34.290770537867665,73.12861473595966,42.418863963769454,25.0
162,-2.514165969008026,36.5511360659498,80.03903045646578,66.11351307071932,25.0
163,17.88595309565126,10.793589287893871,76.21565700125635,41.707775915706925,25.0
164,15.372757437624518,20.47065933603468,85.53572551748448,49.59406887240295,25.0
165,-14.607129104412454,35.81407025488389,65.47358600374584,52.67829597553256,25.0
166,-12.374890641276027,54.65657010241155,58.43661874021138,50.813066477910134,25.0
167,-8.670865080846966,30.83288042830511,59.51641572997216,42.245602764098216,25.0
168,2.68702363741074,29.064442850416945,62.168381804579134,47.768576482488086,25.0
169,-11.33484672280617,29.380076175340243,65.91551655452062,62.85274297545546,25.0
170,20.026363426241076,8.152272163637512,91.0601292481627,77.21337347580564,25.0
171,12.020237004745677,-1.327579690123109,73.99474299520848,60.62414734285072,25.0
172,-0.813095205198243,38.41725641120132,60.19906194031536,61.47322684213757,25.0
173,-0.7128701709587029,23.60487840341869,76.54436865948783,31.20050556989124,25.0
174,1.34278810627014,26.92852904831536,71.79046878644378,38.636222114731055,25.0
175,0.7024966005695923,11.515878748372547,79.63597255158092,53.75436679712472,25.0
176,-1.8699556172680667,42.856917482951594,76.26533084362804,37.13024268921255,25.0
177,-14.106341372632405,30.450780085121977,52.59894106124367,24.087405494919643,25.0
178,4.926965496627324,46.59130203791844,93.88231316244274,49.218077919444994,25.0
179,18.020546872041585,42.63065693697994,93.45579770847046,67.05024627903354,25.0
180,2.3890348621051283,13.81702243679525,57.39319169466731,61.03719233840941,25.0
181,-2.97859282788913,54.8618114285975,80.7175623642307,39.01210304548468,25.0
182,4.544354724024695,20.606319889328407,89.71735239617344,51.103289904668884,25.0
183,-3.372057950798111,56.18551296753215,85.16709931638395,47.836348882848455,25.0
184,2.7470164258724434,61.34017171679968,79.87858956816356,59.72051397839678,25.0
185,1.1174540528222932,25.039516002937653,70.37445179393414,58.04715334148421,25.0
186,28.211202991057334,2.423047542537928,78.80823183913846,34.52301870562376,25.0
187,-13.373047179965496,42.31354135992583,66.77959834115062,63.15607466832181,25.0
188,-11.120608266433429,18.393276075106332,65.82556154788955,37.27267496115864,25.0
189,-11.215651680151659,59.59372178635955,82.63737989580942,34.746435370584486,25.0
190,2.7584628884003446,32.98886285259229,76.85869021447728,37.52285323609342,25.0
191,0.9116422792753518,38.35414645765739,77.9375079823995,68.44292941835505,25.0
192,-19.702794261112317,16.770504155591855,45.04557305550449,36.91960020324094,25.0
193,15.022649553823909,40.68330528827808,77.831428632916,43.265411347559414,25.0
194,17.603527684172725,34.58880871192124,101.75340186617915,47.713712257627414,25.0
195,-7.181132784562243,49.705950242670106,72.91208176369393,73.90258057345545,25.0
196,18.468404685229984,20.88429883955945,91.29263164468719,43.51594082611899,25.0
197,-15.44271587078127,38.46446388521494,66.17217631355581,38.05222902574774,25.0
198,-17.770951256636458,66.57118015129431,70.08160537717487,43.75953725200666,25.0
199,0.616389338288853,42.30910320561062,69.1712489019328,53.85307959781214,25.0
200,0.5830110156366053,52.82852877397379,79.14925813258068,53.5665252679187,25.0
201,-0.07781357943956504,35.62518935406833,65.91204416694822,49.873939841655684,25.0
202,15.394418260153586,23.21400873372454,79.79410867234522,24.22550367397001,25.0
203,-10.44002940528415,41.19985243215648,54.697247452514574,38.31638639233987,25.0
204,-1.4078789385293424,29.563653234029815,63.55885673171809,60.902232735185756,25.0
205,29.484572525330655,8.363256481587744,87.15374929851141,50.20661779089459,25.0
206,10.278698436881154,20.015661850052847,76.00889977670188,48.34021684786044,25.0
207,-5.076982401154743,37.6994867054358,78.57144180671754,44.08964865954155,25.0
208,-7.731981594677776,45.294193834040904,73.27546344231482,49.403154235075526,25.0
209,-6.836950980608438,32.14362522465729,72.00631352284398,54.87531028887351,25.0
210,-6.381866562088427,45.135159500352906,66.88506728077158,36.97444227819512,25.0
211,-9.63485813688669,43.85149436124845,54.882070165066565,45.192927463138005,25.0
212,-7.433411701764697,-9.578033724200537,79.03096713330531,45.3244170076731,25.0
213,-6.478511163928461,65.8292943933672,76.11678268432912,49.1345941189679,25.0
214,-0.00680118483195713,53.16247984351979,70.58360302425794,48.44869301343299,25.0
215,-10.88351753237857,46.79471470576981,66.78605463128554,72.8971389459646,25.0
216,12.41100149843907,16.18470449829531,77.19396833422552,62.94471041616373,25.0
217,29.321289829742675,10.72326786871807,103.37001220927013,37.17929290337035,25.0
218,-4.205720728709949,20.9640221948602,62.87452532562098,28.065864023056285,25.0
219,0.49390381149929397,12.067509180493245,63.83020359832809,39.13198881242853,25.0
220,0.9587766147606176,6.089141163992437,67.24366922572716,71.49643968741853,25.0
221,9.287973391612871,28.454735375148683,69.17889822195454,39.09814337765044,25.0
222,15.198626725839834,43.93902101823601,89.40328045744747,68.62413296533845,25.0
223,6.603367389740383,24.99448416212511,83.83791220427403,41.24327423463312,25.0
224,-2.0649895228345336,41.10730077413171,66.30231467625147,58.8948036740073,25.0
225,-5.94456683345356,36.62626000404644,86.11778403781022,47.01797738784165,25.0
226,1.0530341385761919,47.65199286629872,71.46076955575735,38.24411694686221,25.0
227,7.908483447833672,26.0296850579723,74.7591306057965,41.47031993965671,25.0
228,5.5233799726193125,45.6615112420038,92.1661749958795,49.70923208504932,25.0
229,-4.50247951680866,34.389515803474374,80.85478164073292,41.86097323497205,25.0
230,2.1155362841703953,67.44115383806157,91.03032734268923,48.96347062924203,25.0
231,-16.270157695213072,15.883845372099145,69.1281579161945,35.782023193014155,25.0
232,-6.5325647603008745,42.02221291753378,73.46820525199709,44.97680350569283,25.0
233,13.118930440168626,15.431436330425647,87.40513910032942,63.886161830498125,25.0
234,-27.331601843418483,58.59123594331512,44.85100384154201,56.24183685056862,25.0
235,3.786303834659787,28.597281025716946,69.09636009722593,34.03979418770092,25.0
236,-6.05438449089628,65.00038868852265,76.1295017793812,39.42062387955151,25.0
237,-16.41896170317577,59.36088335707226,65.41908252577102,47.22546522490186,25.0
238,-10.10919690667731,58.665847405211636,76.15351501145021,29.53292246918104,25.0
239,-6.592722492117174,24.98725295114253,75.12509912639962,70.2273903594021,25.0
240,-7.1999623116201725,14.233171857693534,71.62101563469518,69.18153368876442,25.0
241,-17.85718359910206,50.809389837650485,75.02646714566492,35.785107101842556,25.0
242,-16.462726442191084,32.0808261802935,72.45745030841971,35.92506357641942,25.0
243,1.5606386852149263,43.87518490770127,90.39389762161433,45.31527970663002,25.0
244,25.55546675219826,22.603878718388096,97.8480791662237,61.911086119673946,25.0
245,8.290399674981163,32.627472566339215,82.93188499498022,66.41724688214968,25.0
246,-13.727030384937411,23.71580996747733,61.320420491208594,50.45089146596734,25.0
247,-6.488930771906662,55.39684504347172,63.572609240012916,32.7839220422829,25.0
248,3.1602940746272035,40.58716618088689,65.30442852494903,39.80037129249209,25.0
249,18.885861692522244,15.222523333425709,63.04630915720603,61.318444435275765,25.0
250,17.389798555685438,49.557682661532624,77.27506362297386,48.89410002890368,25.0
251,-1.0633209423415106,61.810399966707976,59.888460600940284,47.944683538220595,25.0
252,-4.830538786317932,6.471958558551691,76.24264819387457,50.54406309160056,25.0
253,9.156938993113938,35.33770890615081,96.8412605586404,57.49945199096634,25.0
254,7.190674664521742,24.910304748631074,60.932727168488285,59.557996367564165,25.0
255,5.495359350222891,29.9841453773902,88.56208374976345,61.948228275252845,25.0
256,4.255472719704182,31.148405262639894,68.64651382091947,56.76521620907349,25.0
257,-10.549835931520828,51.093505758411396,75.92033941354143,68.77898594723794,25.0
258,-17.474358907185824,28.88401230400295,54.63798930592964,53.06204993563667,25.0
259,-9.273504234040285,63.935959880832016,68.10290764248131,34.38520728179885,25.0
260,-12.190654645698796,22.530118249752256,51.90929670452139,41.762187150835366,25.0
261,-6.77603563442861,-2.4849807112637663,47.04021405166891,44.31037917404092,25.0
262,-9.200740768382095,43.812653494174505,73.35415460701438,55.37721508365842,25.0
263,-7.71727405377287,51.98762095641445,71.28094173892761,31.532881987592546,25.0
264,16.723678267011,28.771024049878122,87.6564471087007,44.40199333583446,25.0
265,-8.64329786137508,-2.912543900295411,65.91762803417858,56.32845962340842,25.0
266,-10.22623729815119,12.558182480349693,67.53715044686656,45.99438523771143,25.0
267,-1.4818230340992966,37.90904634658312,70.24316676099049,40.30152313637333,25.0
268,2.3098188469585272,23.023376599233835,66.66865694071137,40.32916485190157,25.0
269,4.177141645553451,12.788975315929495,71.9806079090319,48.245120641794884,25.0
270,-10.470179197015286,63.26667587877701,74.17163064176516,71.59621787392747,25.0
271,5.588016449756802,48.78977656572008,88.29653145576674,47.50718530883754,25.0
272,0.0059021454335131535,34.984780013520705,55.33932862310872,25.116118412140636,25.0
273,-6.73254542391835,27.769275444364858,72.24609768747055,54.00853083955642,25.0
274,0.6903165568072538,43.19373284019052,71.44467002727902,53.122296359280725,25.0
275,-5.396620080272041,51.964344798035455,70.90252006905004,47.774518348384966,25.0
276,5.900176896336069,24.53283742807234,87.33923842433873,64.51391658432574,25.0
277,8.19888017828119,47.85974986882482,80.14733488370732,44.06232740954208,25.0
278,-10.057020492082215,46.81262039181961,82.2871507902882,38.820476868696566,25.0
279,25.6318704587056,74.26375289473137,83.58579392525893,69.38976730418293,25.0
280,-1.557436451401614,45.1702450720733,62.25033992989724,47.196934540650055,25.0
281,-11.687459139675202,33.63235819657053,64.79680920428116,60.56381002678013,25.0
282,-0.896444572672082,37.73623564905117,94.20067167114492,52.246343753936145,25.0
283,2.9156068946167064,32.6821673874682,62.06210107275943,63.41756998071557,25.0
284,0.5312538769284899,39.212077113889364,94.16842795394976,56.97036631528239,25.0
285,2.096378034970238,37.54511939604767,69.99408529041003,65.81594319050299,25.0
286,1.4460647305226946,6.595177862877147,82.59313162530363,33.545539245972094,25.0
287,-3.9694763797973085,21.80397099288928,70.29649390354673,45.1629326998913,25.0
288,-10.201466141255947,13.727000987197908,63.295654567150955,52.14045317565922,25.0
289,1.292771728442109,28.861343379693192,94.52857103716893,59.386356250570884,25.0
290,10.598617775087149,26.709541543975323,72.29558529220932,51.426764228732075,25.0
291,13.973416862442864,34.950104361364,100.57955389956999,55.17023319811887,25.0
292,-13.263499384189117,49.48200885982134,73.65862524218267,36.67063763584258,25.0
293,-0.05471878086308024,44.233936807133134,59.1591167957906,56.784491505513735,25.0
294,-3.8865990300110305,46.34878248474269,80.66668158068146,56.14938728085917,25.0
295,4.219925921991045,60.86573754854538,76.42270874040237,51.7135030193317,25.0
296,-10.841948840268318,46.35139132852534,61.55857891515391,39.2047895137079,25.0
297,-18.257134467527155,45.90293499004547,61.56716128416772,39.55020168662218,25.0
298,2.4497737082848143,26.322472217669365,65.65682171544881,63.84341097389694,25.0
299,-4.086391935380145,38.74702624703113,69.0811977577286,81.57046955125028,25.0
300,-14.223490915403733,12.501631763623244,58.41104614476733,49.50381756574582,25.0
301,-5.727371266761658,38.55878073588106,77.77316810449625,50.009822180448765,25.0
302,0.8996263574328363,51.66456537696276,84.2025207025472,39.02550723185383,25.0
303,-1.5430634798867366,0.6187519793050811,68.529405660571,53.83607472504452,25.0
304,11.195990835523068,40.892812861571905,86.2474487318618,48.365240649410396,25.0
305,-5.950312643979549,25.093032298574098,74.59588289630821,58.109279076561485,25.0
306,19.879580928336985,44.39369305615042,95.69756107454376,68.41993001303892,25.0
307,-2.710240009115668,59.06808213507567,77.54045665097922,69.13324805599,25.0
308,-3.1425452219644674,58.72971926271546,84.61165700116845,53.91037641809032,25.0
309,-1.4065223109284566,36.048835548041644,82.69251900467161,40.901371323752514,25.0
310,5.472482166299394,44.04699535879233,74.24728963591748,43.19869635533839,25.0
311,-4.52799197788901,42.409163557753395,68.77241636538938,50.16995989922495,25.0
312,-12.142517291092819,34.02202508724652,64.86624091615454,53.30497473840952,25.0
313,4.553874541081871,23.45430995030597,76.29963525169006,56.938026434431556,25.0
314,-12.449797007093148,44.28718379298605,76.65216795188583,57.91896906073187,25.0
315,10.783879871252216,14.537641782294054,73.69545608245446,33.81996462462165,25.0
316,-9.558772555295942,36.60621018288388,72.04024200844286,73.16640150110206,25.0
317,-23.348744207876162,61.015065198437554,47.92097712091389,44.20236907720726,25.0
318,-4.407685312240721,62.78680811003686,75.34723837159179,54.33913145434247,25.0
319,-1.9768786793936748,63.33374919638523,79.68693482395956,25.81090204710033,25.0
320,-15.324633978449617,58.34873702310617,74.74861244801697,37.978975455066085,25.0
321,-4.333625336567971,38.89597444222376,76.21439212418713,51.067501763838955,25.0
322,-19.122039444031962,58.751349232459006,75.84738989725643,34.48245148116781,25.0
323,-1.4186140597973624,36.43141785882324,90.75333747190216,46.20386226721188,25.0
324,-12.907618221048345,44.24977774015659,63.469646729352505,37.741914897156725,25.0
325,3.6981464862103213,30.325195848148176,84.6864375211023,57.97820414758417,25.0
326,26.22484653062075,34.49436719768217,83.59433853815581,44.49389640793122,25.0
327,1.063488518559196,56.752119011686226,79.76733964548137,40.032882640592554,25.0
328,-13.789659537890792,32.12517169887131,70.58866381327218,61.88564458306138,25.0
329,19.20926010443812,44.70004717461149,70.32708815537737,59.745279260945075,25.0
330,-5.40473281474421,26.48100179965407,44.62158385462507,43.299381021649744,25.0
331,-15.299405057552388,25.23154515182742,65.90964418482878,34.84972460568696,25.0
332,-1.9582384963055732,24.92829698315647,76.62038627668694,75.87423754166124,25.0
333,8.591255137920037,53.587585008267,88.42097025319002,44.643303675161135,25.0
334,8.861894237270393,24.13655155767296,69.94900090444445,64.30201517671257,25.0
335,-0.9108552690584393,0.8199762273677464,56.10716801618873,50.47065166862595,25.0
336,16.283753650240097,26.089043722123918,74.35774376376935,60.5679104236627,25.0
337,1.9021100479696376,39.45586835948595,70.28041991699403,27.99796458022803,25.0
338,-20.58942539919145,69.49017904462838,55.26065089562946,54.636107173819354,25.0
339,-20.794783226564874,31.826158996313673,61.10387795376772,55.916333439019894,25.0
340,12.64153428486445,5.729527847574701,81.75912930057272,43.86354981848523,25.0
341,13.645141520084321,44.02700154131402,85.56869471710621,68.03422823405707,25.0
342,-2.73919315934876,12.590734636022653,89.72850995515417,44.03049766466797,25.0
343,-6.859190907566362,57.23590669133454,85.96710519782297,54.443437676586086,25.0
344,-9.477651028837414,51.329292765096724,75.24389489118194,57.97958484117032,25.0
345,-5.426962528416748,27.434987307670433,73.16517305836744,58.529033837381604,25.0
346,3.5685539377028994,24.579353419705946,83.3850683784609,59.33884888138693,25.0
347,21.917872772962674,27.205866952750874,81.41711963202488,64.05562440487087,25.0
348,7.4290996907237306,18.15701985147288,68.32620159493464,34.84727376719677,25.0
349,7.909227509457381,41.078661461510926,71.43147092925668,60.00390355935242,25.0
350,2.889610334628122,17.70153181357913,53.96141977490645,64.95268186318387,25.0
351,2.4020973585948506,56.456872904692915,78.90661751039856,74.02894336333465,25.0
352,9.321297098127378,35.78157539152754,68.22031759271722,57.162406180021804,25.0
353,9.002044667609134,38.17658836266712,73.63949188196582,41.2241698794731,25.0
354,18.427551416578588,32.28849673988903,71.37693055207217,61.84654721678587,25.0
355,-0.42991036188225246,38.443242659784715,78.90797202848242,47.493630578696624,25.0
356,6.39780846189302,43.401841462122285,100.25544931893154,49.246100652894135,25.0
357,-10.737060216578842,51.283395489315,83.32019878109496,43.680406930445876,25.0
