unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry,LineFlushRate,do_CorrosionInhibitor,do_LineFlushRate
24,33.86401168515264,84.51402697968076,-4.5120843554658965,21.283961986636825,65.0,20.0
25,32.6522505800527,88.06458318480809,8.546140656884706,26.62805126202756,65.0,20.0
26,44.22995757814887,83.799045824564,1.03851239871035,26.812715946334716,65.0,20.0
27,28.185266841060532,67.91176229284335,27.84492367347871,14.600314028144798,65.0,20.0
28,21.568866869442765,58.07944590979477,10.680660643558147,18.729228084911,65.0,20.0
29,29.77376751489512,73.31682967961713,-7.109295908976804,18.483726677375273,65.0,20.0
30,39.705849550098485,93.63395699565298,17.01293796996395,22.709688379352887,65.0,20.0
31,27.28967984497215,64.23848840050249,13.116852167203852,17.5333482436764,65.0,20.0
32,30.718746187497334,84.204610643385,-12.698168320681711,25.060083642223134,65.0,20.0
33,21.865579272411605,62.73428228824444,13.40277552587769,22.97716209621818,65.0,20.0
34,22.932908943308163,66.96056332463856,17.673339105932065,19.783878363343913,65.0,20.0
35,43.075107071270935,95.02094967971676,32.91216673407121,22.65889618275545,65.0,20.0
36,26.01846636773031,69.98176587065386,0.7512291394948054,21.38183349780316,65.0,20.0
37,27.0059948212344,68.82150981520115,17.37362622263616,20.240350152836996,65.0,20.0
38,28.69167557049629,75.17626096575864,8.75728282789193,21.241458045568283,65.0,20.0
39,22.416801951235147,68.60472839415169,2.5034957876275534,19.08849792273785,65.0,20.0
40,22.134653516626145,68.98799952309952,19.731741485625534,25.563429073732856,65.0,20.0
41,38.41363067842139,92.65764144488304,25.503374442574874,20.18665717966559,65.0,20.0
42,34.63941002243343,80.94398608872285,10.197749163273627,22.76253037791821,65.0,20.0
43,34.94864980534749,85.26826192852293,5.801921366821357,20.373427238029727,65.0,20.0
44,34.046041288664384,77.59815136293929,12.939968739856917,19.868520440373675,65.0,20.0
45,35.2613628798342,75.91487992263663,-9.795043720259956,17.186556248050366,65.0,20.0
46,33.02962050674291,73.73466890504764,8.92739997832852,20.84153219758688,65.0,20.0
47,26.62815696069715,69.744378882895,31.724323367552607,20.322226390237365,65.0,20.0
48,33.88746742661381,84.34307198265024,-0.6324020068117093,18.164018828313985,65.0,20.0
49,31.05041781047317,78.14323711876894,7.478329366953671,21.23813305318652,65.0,20.0
50,27.391658932734277,63.493726900744605,4.658664595620207,18.652982310256203,65.0,20.0
51,30.46955394769907,88.15290466007035,23.57480475013545,11.9069343183657,65.0,20.0
52,50.890507478336005,105.17221109993861,6.211609527485436,21.286671300631838,65.0,20.0
53,20.71923223424362,72.40154061264202,21.931838524538534,18.11750458652903,65.0,20.0
54,23.124210573591057,76.88562358192891,7.334655890241143,22.35276576755518,65.0,20.0
55,28.805481715974633,69.39734514136575,0.07322653705498006,22.56593273122043,65.0,20.0
56,31.823345235183915,72.64266556965786,16.598534715554305,20.051685038008788,65.0,20.0
57,32.8884720457661,77.0420543551857,-2.521524291367829,16.239590928062974,65.0,20.0
58,26.648004860760352,84.00153570114865,-6.985710164500285,21.33910999640313,65.0,20.0
59,22.658101615125467,67.39602317159812,1.6361519958610735,25.340467504415898,65.0,20.0
60,30.319469275569045,78.95211321980759,17.416812316051114,19.063904081197233,65.0,20.0
61,34.174932606124386,69.62442183421916,27.19351581725344,16.922247895888496,65.0,20.0
62,11.736642052845173,56.39402718980504,4.545220217772033,16.522706841281924,65.0,20.0
63,36.901829152986295,86.37752066052101,18.290310901150065,25.12426083408267,65.0,20.0
64,35.492300962143425,83.02009860421695,24.9341671470591,21.128545623591407,65.0,20.0
65,27.46589221015548,66.64871679418934,22.55826535465549,22.3237999113933,65.0,20.0
66,35.684141531425524,86.50703806560036,10.351176912882625,20.48298820670543,65.0,20.0
67,18.93091367076025,51.64898335281646,18.20979131404224,23.126277178632765,65.0,20.0
68,33.33992385135303,89.44702968219336,20.930631643294863,16.908644161573314,65.0,20.0
69,31.99215304281035,75.58264135367577,6.932615663880634,15.709417926403411,65.0,20.0
70,32.03496260715595,71.53929432606341,4.460996910747886,21.439564744703894,65.0,20.0
71,37.8766986245524,82.61895576651396,12.879918454315213,21.349438097046406,65.0,20.0
72,18.258178070647684,50.37350547931876,3.590943883490949,22.26638120827487,65.0,20.0
73,34.35200931366423,78.68480733121906,12.167467139134907,21.00741881497755,65.0,20.0
74,33.90389760289138,90.28288489301063,-12.94663073832605,14.377765046044074,65.0,20.0
75,28.88894431868618,72.01534550800429,-3.4802970214706725,22.03197484402649,65.0,20.0
76,30.760252173991812,68.89964604799654,11.914071819939464,22.201993134750705,65.0,20.0
77,32.76563294342495,79.4816207296236,17.971171870765566,24.80798682731866,65.0,20.0
78,24.151192483924888,74.24713868953435,13.60356962135479,22.014965994385886,65.0,20.0
79,34.42921942543574,87.72281125345103,1.1344877838135705,18.819200356944847,65.0,20.0
80,35.96191856131452,83.34090903309084,-0.5671220292733956,22.319131253906868,65.0,20.0
81,35.37495615291049,84.10596201874144,0.7293909146237691,21.835002134755616,65.0,20.0
82,32.78518983209212,76.89378538267634,14.193115752787644,19.815227602058144,65.0,20.0
83,30.4778129505942,68.02595749390943,8.004621362474152,25.208351843503657,65.0,20.0
84,28.324362038936293,82.21284087624967,6.35895000500914,21.958092923778207,65.0,20.0
85,31.5216173535274,87.0169921829051,9.710983315358208,17.346257117918302,65.0,20.0
86,32.25085303605345,79.79234756003987,2.9380987398723377,22.765496173336206,65.0,20.0
87,42.461881215892134,86.25727354934432,7.427249825887221,18.636273313766804,65.0,20.0
88,32.9304166865586,79.35677075261867,-0.2765817059404405,19.045145148726483,65.0,20.0
89,32.79502092471386,84.25750571085482,6.72810152903026,17.154476506719774,65.0,20.0
90,33.08881625638263,82.11122816950142,8.505418596205315,16.7918168382138,65.0,20.0
91,21.94275455767948,63.820965198879854,-8.182485024249477,22.2951656601239,65.0,20.0
92,30.205456769057083,65.95863534197173,-6.110383854559911,20.363557292041158,65.0,20.0
93,23.21450767310911,65.25960501861081,47.06192203691598,17.692082567269644,65.0,20.0
94,35.581634277412775,89.39196127525534,8.068647885195716,23.735774414676534,65.0,20.0
95,14.617496641648458,50.57940536623853,9.795753701978077,18.92796683584479,65.0,20.0
96,38.661190887836256,73.07707702237319,15.681852079805271,24.98066323157894,65.0,20.0
97,37.95796535646387,93.82970569098981,31.751250062373572,16.87227178944923,65.0,20.0
98,35.014686085388746,79.45104497029214,17.6148549689633,15.6377756065927,65.0,20.0
99,23.900639413227722,62.86484899505723,5.137955838699698,19.98978155325185,65.0,20.0
100,28.248121618193295,79.07441175807305,10.539410446835593,22.74683749737295,65.0,20.0
101,29.519888222772902,71.09722958878226,23.139679355427692,14.611146428524997,65.0,20.0
102,32.89003385841246,78.20975319742438,19.389130127118328,20.829056498952184,65.0,20.0
103,35.620419718508685,86.01105451089536,8.213691601241399,18.364718233397582,65.0,20.0
104,39.97227316235336,87.0398563570324,4.074384822816369,20.753873990507437,65.0,20.0
105,44.00051448874428,84.97115105070188,23.082307460632215,20.276225463776726,65.0,20.0
106,33.78201181256176,80.72033028254297,20.838453058677377,24.17667002687345,65.0,20.0
107,42.82657861853255,92.60373913894577,30.352360840190514,13.833248430031226,65.0,20.0
108,28.484700067401622,70.82106825364012,2.316650253292747,20.38475948786667,65.0,20.0
109,34.44390344948426,84.6180969399191,20.99906620242914,25.6913389496562,65.0,20.0
110,31.011770781587053,72.71290794217961,13.072709322035767,19.112249403594234,65.0,20.0
111,34.455529109673336,74.96629681717862,3.4261463625180753,17.84740790677706,65.0,20.0
112,30.774266669638916,74.83614093258264,-15.336590785030118,20.75309936222544,65.0,20.0
113,22.165021866330125,60.50394716362697,4.522460008747342,17.829392962739288,65.0,20.0
114,28.645446477780588,63.444688654069594,5.098284701877495,19.973493454383863,65.0,20.0
115,33.72781529792841,78.84767096552036,13.112808216287574,17.14785821075143,65.0,20.0
116,18.7610433631575,46.59482228965169,15.505504360239037,16.100475191586643,65.0,20.0
117,28.237163762994108,72.0600305468995,13.817962587119371,15.500988775923844,65.0,20.0
118,29.973586346425108,71.21704567286378,15.879481117559635,22.759440159489664,65.0,20.0
119,23.415646622133988,60.41796432238114,26.73689771322038,19.69797587201299,65.0,20.0
120,35.49718704449812,91.67068357268361,13.999130605436843,22.615981885328996,65.0,20.0
121,22.36197085152493,55.501846736416255,-2.699282706318858,18.474908661545516,65.0,20.0
122,29.930257252831797,77.65787628483824,8.198430306990364,15.166596114421884,65.0,20.0
123,32.40710649459891,76.74455150618927,13.779008653184004,21.488446761987166,65.0,20.0
124,25.848102936175245,70.52427525705622,-11.171635879389328,17.79851324837348,65.0,20.0
125,21.937666415603505,63.016684767442996,22.188766329621874,17.076157505717237,65.0,20.0
126,32.61643205502436,78.98634812335101,2.581002953474327,17.36296337298853,65.0,20.0
127,30.27271936201058,79.26184471068596,14.401864458015613,15.543187958221502,65.0,20.0
128,25.1617361941019,75.50375843812913,24.827444448257367,16.164937151027708,65.0,20.0
129,34.81409117860774,76.73823114502531,29.014562385341534,21.201119059918817,65.0,20.0
130,22.838102764371385,64.73988907726024,20.70949078083673,23.32470710940553,65.0,20.0
131,37.18387508824182,83.67134385011106,34.36189707639454,23.2368230646581,65.0,20.0
132,28.64524397308987,68.1293813372013,22.929461882969598,19.502259758241923,65.0,20.0
133,35.552285300416784,88.86653561252847,6.906670182423272,22.69609443490354,65.0,20.0
134,32.44568879784994,85.76660458022766,8.197206307633591,17.91105405955568,65.0,20.0
135,30.70132053507207,70.47625407845894,6.270942562729011,20.013224716770374,65.0,20.0
136,48.7923681132125,103.42666754419955,-4.169099712953139,25.82037115596543,65.0,20.0
137,29.82029528780344,66.57989246842004,22.412528693413737,22.653923255934455,65.0,20.0
138,37.79759343956427,73.5084822085288,6.620835607353582,20.615151781578895,65.0,20.0
139,14.275308647664728,58.249373466653275,9.48044001960192,25.337230370470337,65.0,20.0
140,22.16298687233292,67.18824300924939,3.1598337061347417,20.65756400039273,65.0,20.0
141,32.300191228301166,82.08672988599511,11.103387444581385,18.026585063757718,65.0,20.0
142,41.93688902070165,101.09596772750287,19.52753379536292,16.76113140383455,65.0,20.0
143,24.793255724139957,66.11065777375357,-3.074424045413563,19.274474107652132,65.0,20.0
144,21.166337532708468,72.31012550230746,-1.6099621213634094,16.99840943636554,65.0,20.0
145,29.730318973061756,78.67881327459065,8.532884827662746,19.71372780201079,65.0,20.0
146,36.493671737499966,79.35963480057046,42.644860679131384,19.73324464928764,65.0,20.0
147,48.65476594375512,103.69708400959998,4.894698318805766,25.586294055927198,65.0,20.0
148,52.19396083240644,109.95331450235922,29.39380650138528,18.193757404325524,65.0,20.0
149,39.633033793702545,80.76556974401858,5.32560193796234,24.069633978493886,65.0,20.0
150,31.806030697497846,67.09403277344111,-6.044432456590476,17.0832895102406,65.0,20.0
151,31.003260805667324,74.92669322687209,13.19923297972501,21.50785060768036,65.0,20.0
152,27.742899844849983,80.75017065084505,6.979951643880462,18.970394819904342,65.0,20.0
153,28.883617600442257,71.79240876439428,3.218806718446774,19.629203033328476,65.0,20.0
154,35.895068651422136,88.97688949612726,0.6111628209016651,18.848867715518942,65.0,20.0
155,28.861981411616448,61.244293396748915,18.376874356391305,20.336320333523542,65.0,20.0
156,33.57357657423485,76.86010021204557,9.627444748999677,20.571951566305877,65.0,20.0
157,15.758828587292061,55.26637779343296,8.939848190174535,22.986798343343672,65.0,20.0
158,18.55130074511572,55.45166125400684,-28.93388122814685,19.10359286300173,65.0,20.0
159,37.62325699113811,87.2704851557912,21.011427195414186,16.213057550278855,65.0,20.0
160,33.41434947312824,84.02063535339467,-0.059978204935545065,18.748209949181973,65.0,20.0
161,25.22320569175403,66.9725727844165,13.634428709337413,23.40482478359059,65.0,20.0
162,32.748954298286606,80.68351544485614,17.035244704228145,23.497117836274032,65.0,20.0
163,38.031588673921426,94.28701542448759,-0.7348594131169435,14.773700508009977,65.0,20.0
164,23.84354328828451,69.54253287299449,7.57523426619645,13.704927058228055,65.0,20.0
165,32.26124104122559,68.89888693256643,24.024999809448786,24.5919278718139,65.0,20.0
166,31.483108683085707,79.00527466983917,2.5321581458659566,21.694075810474008,65.0,20.0
167,25.53154917567115,63.2356564285782,37.22238341915466,18.271591290078494,65.0,20.0
168,30.855198419772012,72.65086898973773,-0.6716198505804769,20.640299709627357,65.0,20.0
169,24.44255337322611,63.82119174215432,24.207806507447817,18.322488300636603,65.0,20.0
170,18.242401442760283,67.73957484463159,23.815500070044667,17.66120989223462,65.0,20.0
171,31.316825714918814,73.09084680768684,2.2628522193545173,18.255554721527044,65.0,20.0
172,32.65455874291078,85.61080435504712,18.836990808351146,17.93745222937937,65.0,20.0
173,43.95269898817289,113.56004714066616,23.095082015936896,23.53604741821155,65.0,20.0
174,30.61216405425924,79.60728232961202,16.46506119372653,17.25203816185229,65.0,20.0
175,33.820747856284626,78.31414181159715,-3.988378270850408,26.637111619746122,65.0,20.0
176,43.55155855894996,92.94340701014626,-3.6972034934236078,19.732792222197464,65.0,20.0
177,24.121837907703515,62.40912137570144,-7.487888894934198,22.594496207293346,65.0,20.0
178,34.75263586492941,89.97928491548596,10.153417564844391,16.23447314788932,65.0,20.0
179,23.706944680541376,53.93155564982154,11.392032517716109,19.916596361367194,65.0,20.0
180,31.20607762357305,70.42515439502012,-7.526628207311019,17.504633878272806,65.0,20.0
181,28.344134552983466,63.55144339897075,13.069532192616375,12.753478599217974,65.0,20.0
182,27.830912348733108,77.31792896677437,-0.2195513581996824,15.708826884437574,65.0,20.0
183,33.615855363709805,81.50023874482626,0.9152634071834633,19.057873251890758,65.0,20.0
184,14.940771548289927,54.03543810470949,15.333103544942535,22.356077818177738,65.0,20.0
185,29.579785599104948,70.4375594663986,20.20122793471505,17.40268574450773,65.0,20.0
186,35.73014563602774,74.13519371357653,-8.266092335954824,20.663902171692037,65.0,20.0
187,27.37241499564519,73.31963818862839,2.0767099043257558,14.200675331008052,65.0,20.0
188,37.8184133875066,72.67574723633736,11.138064421006757,19.333330965521952,65.0,20.0
189,31.357037295104075,75.65372208827985,11.909397750271177,19.077432865644596,65.0,20.0
190,21.78991361921999,63.72452189138612,-6.376788833548906,17.170562204200618,65.0,20.0
191,29.66349213498566,74.71642151767792,12.831387074551763,22.485529447799212,65.0,20.0
192,30.02055829238565,68.85372181686155,15.41899499442395,16.37341235962132,65.0,20.0
193,18.843844926878486,56.84357031826683,12.868214248635482,12.680764744347986,65.0,20.0
194,37.993495970304295,86.27218790250514,20.65186603819476,19.566209131285987,65.0,20.0
195,37.25001978513208,94.69144984369046,-13.267605477559641,24.573734567753277,65.0,20.0
196,26.39480362716757,62.0963775571189,4.428548273874804,17.494330272067756,65.0,20.0
197,27.577779608808566,77.98685680370745,19.108022037173875,21.36683033430132,65.0,20.0
198,29.606150193911066,70.38583780290858,21.230871990566364,15.502852626684758,65.0,20.0
199,20.150571656046463,57.87310929196829,-17.088089259428987,22.4765685263099,65.0,20.0
200,28.97155428828085,79.11087448593882,-9.242478945098544,21.585485073574905,65.0,20.0
201,29.73693638798131,72.92111702798181,2.525933481751945,18.658551434980104,65.0,20.0
202,22.869281862619594,68.39922130795267,12.17995867259268,21.625810434808205,65.0,20.0
203,48.816549875394394,104.33437813152747,7.79217556925056,20.157652438099607,65.0,20.0
204,27.092978641556947,70.81977973096392,-4.133864009208731,23.41589972893222,65.0,20.0
205,43.85033083792202,105.68973658689617,30.33482818163498,18.035946961263505,65.0,20.0
206,35.101806296472816,82.06863753859488,9.491743745404966,18.81817578135893,65.0,20.0
207,31.47020480873704,94.72594934275999,-19.241380221546116,17.666492320872585,65.0,20.0
208,30.131106763120847,71.62507318048925,-1.0313516260330253,22.635723265366657,65.0,20.0
209,31.555151279250868,74.67286356050772,-6.642604129409975,18.31820124062561,65.0,20.0
210,29.13208858154126,63.84320921651829,-6.549874896888369,16.24506041857622,65.0,20.0
211,28.735034853235998,73.14427175426141,8.548368157226673,18.970195585349682,65.0,20.0
212,19.185901693007647,63.3928941858818,16.102139826059673,19.14103666357866,65.0,20.0
213,22.420179632181302,72.19577398025251,23.43871176476358,18.02972494547043,65.0,20.0
214,37.90100755627506,92.77000334606446,5.040703123224436,17.286064810965364,65.0,20.0
215,35.4487137779241,87.98480928953353,16.42873087551872,12.549440889988652,65.0,20.0
216,31.636582395498582,65.63219361485365,4.17337769590549,24.328463509835537,65.0,20.0
217,26.510190325324388,71.32195575897823,12.767669202469229,21.921958658958967,65.0,20.0
218,31.523028623331765,77.82462111440525,35.2654038947113,20.01950827972766,65.0,20.0
219,20.280315730515003,55.78008908603933,7.358430140671115,22.18587268075673,65.0,20.0
220,30.968725137222798,83.39639279961614,-4.068961878020767,19.3865198122591,65.0,20.0
221,25.035144020434444,67.71179168321221,4.09002211672055,25.436364839784694,65.0,20.0
222,33.9803727803435,79.68347731021142,-6.262822427937552,15.298300993439453,65.0,20.0
223,31.20650495380471,67.44956708049436,-6.210043818363854,18.587248410562925,65.0,20.0
224,31.70454142359074,79.48602410506555,-8.59716131546033,21.767041251156346,65.0,20.0
225,33.78583200521772,92.5721743972662,18.737249105947775,20.83438614798475,65.0,20.0
226,34.331957095791815,85.00097156109759,11.872371276455013,15.95510606230652,65.0,20.0
227,23.8728934069029,61.522347705503165,22.21284019119271,14.095722590017534,65.0,20.0
228,27.215881809926053,76.76634563460296,8.285462955051635,20.29610595462364,65.0,20.0
229,35.84362507088525,75.85168565414193,-13.025886605617117,24.48427573263205,65.0,20.0
230,29.356853849709506,68.50444945973103,3.438465796504767,20.958210200994557,65.0,20.0
231,20.718985506562014,61.8173689263082,-3.58770051287064,21.45562979711434,65.0,20.0
232,38.537754305940375,82.74445267554167,5.870501219931661,22.699175421600618,65.0,20.0
233,21.86280957919457,67.41051755125537,-1.3597232075508607,26.050689720082065,65.0,20.0
234,31.031266179614892,85.65497752914692,-4.176985518031577,20.705563696834574,65.0,20.0
235,31.727064575219742,73.72430955346613,6.6065765354296255,16.89475879853447,65.0,20.0
236,17.047364667479982,48.11864580451551,20.211009924652366,17.023117029654298,65.0,20.0
237,30.67866405598651,84.50279642705736,5.753303626251602,22.832996778310836,65.0,20.0
238,36.29286362368966,87.49108335978676,2.8124859149838937,12.642268825003487,65.0,20.0
239,33.781342749970534,94.21023781781139,26.388052090836542,20.729586078633133,65.0,20.0
240,22.01722853380837,51.82153880635232,5.041739024668958,23.47263573112332,65.0,20.0
241,32.507979453383236,87.78489924548686,17.271208963123257,20.477836071077846,65.0,20.0
242,33.34779931947973,90.23713630044892,-16.365652547777348,21.01274928021659,65.0,20.0
243,24.37847109732816,69.2595051704686,13.850577258441682,27.98925936638762,65.0,20.0
244,35.66952485479496,89.85899014046905,6.427466332507603,15.26542247712105,65.0,20.0
245,27.275303491526,70.66697726811569,30.285245180863154,21.58283658995244,65.0,20.0
246,35.749565643083656,84.9790658564705,9.760156467261643,11.968504941440138,65.0,20.0
247,41.371930427963804,96.57515858502929,7.701484103436265,20.169269346336108,65.0,20.0
248,17.4202215757399,63.08521692000802,-1.0979358546755176,21.348337753662495,65.0,20.0
249,28.94273916165533,67.79904498420545,-5.2886727232918105,17.85519116079411,65.0,20.0
250,27.70115057155066,75.72423285680685,-1.3258898151379448,22.96128304295533,65.0,20.0
251,38.11496341130114,91.4647003926,2.1980381425766966,21.13497651755298,65.0,20.0
252,33.763784665525506,87.36305912681208,-3.923244237377048,20.49938977083284,65.0,20.0
253,31.680454356758503,74.48024340445187,13.828410401751455,17.353319631537577,65.0,20.0
254,29.0724816481867,68.13912265733639,27.922501446522627,20.387933469475293,65.0,20.0
255,40.021448872249444,84.88950378916785,-2.6289743699763193,15.542152287980969,65.0,20.0
256,36.605519273632595,86.82092404095297,11.940799089912208,19.359116113355963,65.0,20.0
257,34.58607100645232,73.7605193514207,9.277590192921954,16.71391562969942,65.0,20.0
258,25.20791768972865,54.093847423110965,11.589987272727301,22.166897880473627,65.0,20.0
259,29.717883602339903,63.60695265877807,12.949487704343445,17.400823954017614,65.0,20.0
260,29.212933547283182,77.54315665853501,23.59699776092199,24.26364020916843,65.0,20.0
261,31.300114031310894,84.7341703485752,-15.06041065611086,24.24044776445494,65.0,20.0
262,22.60207759540943,56.3257274303284,7.522575232665518,20.723309761511615,65.0,20.0
263,25.577120093483636,70.80956569774858,7.2047798955719635,22.42958102046538,65.0,20.0
264,28.58917647091145,69.38004700866595,-1.8400118284885725,19.987504749933436,65.0,20.0
265,43.71923225121683,99.823662736443,26.53218468873814,17.006620719588117,65.0,20.0
266,34.013930522333794,78.52355344259732,23.740420295900904,15.009171968560821,65.0,20.0
267,22.60213236261087,49.79313227369154,24.678773687272834,24.337555294786142,65.0,20.0
268,32.02085580046421,77.13587739284125,20.09063882240935,29.89515263389182,65.0,20.0
269,38.563113384976525,79.22576812193098,17.744125824102156,17.391798526369904,65.0,20.0
270,15.775820737080181,53.218105266100224,-11.391600488863112,23.88650545791736,65.0,20.0
271,39.63577662737126,92.564727974563,22.361797962823097,22.13414136973231,65.0,20.0
272,19.691729405990245,67.07411585344549,15.942480047402578,22.653693002742326,65.0,20.0
273,25.522768425304676,73.00866893335818,5.938122821084836,22.772866235495925,65.0,20.0
274,36.31723151819637,92.33712404909109,-8.84061617871329,23.973250055863353,65.0,20.0
275,47.64790144340605,90.82938246713624,19.062168134946248,18.886354248040224,65.0,20.0
276,23.609767685159866,63.15534823149923,-5.928303327905663,18.664410880894113,65.0,20.0
277,30.5295880765767,70.79195257537769,-22.087477105924428,20.305727694700014,65.0,20.0
278,46.10736757655771,94.92482680445738,31.523956203370286,18.46315277293312,65.0,20.0
279,22.34156458266334,62.359036862937536,-5.934427358755631,20.50223854564088,65.0,20.0
280,44.85821765388357,98.48169380016657,1.690067351611983,18.382693395275844,65.0,20.0
281,29.73746190218014,72.16820676098035,25.18406689097985,23.28264957424038,65.0,20.0
282,26.39085046625977,55.071844618643674,23.243050589788872,15.31607695971191,65.0,20.0
283,28.972350373161156,79.70108692067006,12.094317060309887,21.82023862094195,65.0,20.0
284,30.840453031031377,71.97705149573389,18.24328759304356,23.578519254429,65.0,20.0
285,22.12200131468191,59.43232714934362,-6.259708410838822,23.713502004222747,65.0,20.0
286,29.791315867799486,79.54865843293788,11.150981480635163,20.08523944867466,65.0,20.0
287,22.39735433202982,76.21296764572715,15.73785996151599,18.816766111230734,65.0,20.0
288,36.2258885732196,79.67861745319387,21.437083156183498,19.860206326861938,65.0,20.0
289,33.37743689209463,71.9612739020636,16.298312057899714,25.089032091666027,65.0,20.0
290,28.639226771276718,79.04057873015795,22.73460330362503,23.071647482162447,65.0,20.0
291,19.53731622624421,47.778769463703725,19.130905175991046,21.29575780111072,65.0,20.0
292,38.16349359717833,77.1915494727782,2.901188132713976,19.401901442730022,65.0,20.0
293,26.756551038165934,71.22197634392145,17.222422149885524,20.73516017017817,65.0,20.0
294,41.32525614443444,99.00629033941046,8.593917840869077,21.617013225553784,65.0,20.0
295,15.995360299956292,61.8848070245288,22.113751556781708,13.747554972873115,65.0,20.0
296,32.20757773069842,83.24194260440348,26.531670890977242,24.43881020687508,65.0,20.0
297,29.154531467454436,91.24433575848839,33.42446623268887,15.600909815810319,65.0,20.0
298,32.76275546995256,86.09607983510658,-3.501119626220907,15.819054638607756,65.0,20.0
299,30.083448387469183,78.10350046967284,10.547245102173747,18.28894649443481,65.0,20.0
300,27.762198133448386,67.34538624127553,6.020511335210354,19.916468680645348,65.0,20.0
301,23.22243517319102,67.06579611287648,-19.88971117058501,21.91925599445792,65.0,20.0
302,36.51119684544698,86.21780498374655,3.3745445434583132,18.831126033793957,65.0,20.0
303,37.968417166074694,91.38725102107146,16.39703219116602,20.183270373070613,65.0,20.0
304,31.12987985089346,79.82569945300891,10.848560774380832,21.69764726216236,65.0,20.0
305,32.67334851833043,85.13688020366664,5.8251102658628096,20.817313303827977,65.0,20.0
306,34.72207842079067,88.6946095054956,21.379633789810192,21.270895403055448,65.0,20.0
307,34.038078269677634,70.43932545773207,3.795002932984347,21.062112184105985,65.0,20.0
308,30.799278280213642,76.6412594826904,-1.9630807519690805,20.45640812205282,65.0,20.0
309,39.42695122434439,90.45195700744685,23.314196560175958,19.93710809665893,65.0,20.0
310,27.720057022496526,71.27768256371503,47.05622744350315,23.32020321509583,65.0,20.0
311,36.015550122776546,92.42644388216208,-10.840945552837685,22.956745294105005,65.0,20.0
312,36.68667378000799,75.18741602319302,17.599775951940128,22.744870900686063,65.0,20.0
313,28.562779374828196,82.40420277430664,3.8566509254936427,25.051959490235507,65.0,20.0
314,33.11772777737664,75.99983327998802,21.874166255395842,23.850755097041052,65.0,20.0
315,29.217637554813493,72.25460411853287,13.034315096068738,19.177011139921262,65.0,20.0
316,27.393924920136403,78.52896701668432,22.877896588318958,19.604303521799256,65.0,20.0
317,21.714346552912314,70.45225534770448,14.081363677274922,20.52599997986926,65.0,20.0
318,42.774956927018486,92.91749349582439,15.75124335007263,25.024718422100314,65.0,20.0
319,23.972963093455967,71.74456342407478,23.66037882231131,21.890810593336685,65.0,20.0
320,36.42259490342116,79.07823777857253,-1.9163969520997934,21.755023050868132,65.0,20.0
321,32.7393964471353,75.1256500765113,-0.6587036749226503,25.407472673521074,65.0,20.0
322,44.86453309837782,97.14505309259759,-1.2639286153031914,21.81370886794566,65.0,20.0
323,43.4768140688016,88.75789682037127,33.95896250377447,23.849020321531363,65.0,20.0
324,26.143657433448002,81.85829525597312,5.126650297958896,18.844322742188456,65.0,20.0
325,32.660867056657665,88.32980588290025,25.601614036209476,14.04745105850401,65.0,20.0
326,27.714339131802703,72.89462330754446,31.943258752124528,20.590136843377643,65.0,20.0
