unit_id,CropYield,PARLight,NitrogenPPM,do_iron_fertigation
323,16.15795223530983,60.09863531951628,37.52147464830325,60.0
324,20.305922837817086,51.987014639835124,51.3607005677667,60.0
325,15.319952615799917,40.388648832979584,44.98137082357652,60.0
326,21.048173891345726,55.305977616484995,53.25702793865044,60.0
327,19.095922731891932,38.82667268644745,59.98462805820916,60.0
328,21.0882975158922,57.18432088503183,62.72953481429473,60.0
329,20.570461596791585,53.727402403233405,65.67295580271073,60.0
330,23.93528422414839,53.252836672850115,49.80669471839534,60.0
331,21.46227796584512,28.332389878624188,54.70342541152422,60.0
332,23.680061984221247,39.33548761335785,56.829732355211505,60.0
333,19.16445739631386,42.7862839373646,72.96434257702148,60.0
334,21.6454926232394,63.04043421619492,68.98983528690309,60.0
335,21.29204947623629,53.81268340769995,22.72299328499272,60.0
336,24.248592963371184,58.228498121745794,34.486189609053696,60.0
337,20.00222604188682,30.444831395766293,35.92590647607135,60.0
338,22.01568723643025,33.59615052121522,61.06914075835725,60.0
339,15.191514050966978,52.82895264608039,23.12462725738829,60.0
340,19.569416729608836,55.373182164132544,53.06993434661575,60.0
341,19.562084478652988,48.78540677055241,40.70302883765773,60.0
342,22.400773424673083,55.1681391502934,66.65371978048005,60.0
343,17.992343695625195,66.29983946578444,66.10573736706935,60.0
344,14.9842261408022,66.79719259755022,70.14764200153571,60.0
345,22.72542385910583,47.430652780890235,22.15088766612768,60.0
346,20.219387409309906,43.412725738844436,60.95614344354575,60.0
347,19.263021845723653,52.96129178289867,49.230984586471884,60.0
348,27.778842150973595,37.90309204901222,54.51654400850738,60.0
349,20.215232021453193,48.766178299773465,48.739383259809465,60.0
350,22.843278703857568,42.52787513276922,51.61694508364664,60.0
351,19.279559200601838,39.52223813776577,49.129370771477895,60.0
352,17.854501136650214,44.99700486408556,62.55959452126916,60.0
353,23.84634264456191,35.88811298295796,58.35200105948701,60.0
354,19.776017412634292,63.07356318041121,23.642610562460987,60.0
355,20.136785572196,57.21256168744553,33.21331343329537,60.0
356,18.54961583036476,58.279693191898154,42.375000651427804,60.0
357,24.85709331265983,65.5319229625308,39.685468004039386,60.0
358,16.05753143803128,59.3530031539021,40.03858067977485,60.0
359,23.069483289697086,35.135112658911176,53.69924404469095,60.0
360,26.235663762837657,48.09175553462682,51.43591994315002,60.0
361,14.477537534686896,52.95950618195748,36.270966514162424,60.0
362,12.302346597998358,64.30274106210915,52.16260134673376,60.0
363,22.11632026438044,69.2285989300034,65.97242002206521,60.0
364,20.906565358047164,38.875972289579536,44.657894479125126,60.0
365,15.046762604469501,62.36400273069664,58.12228920627986,60.0
366,18.416870573330975,44.09295894638037,51.93566209500092,60.0
367,19.02889584159799,48.28462544083345,48.343942385112655,60.0
368,18.973061765609852,37.69317334067452,43.540958744855985,60.0
369,22.47536288931722,58.511958314141864,45.159690500109654,60.0
370,20.484075144576227,65.98926052712135,57.259540977637315,60.0
371,21.836708642928425,46.99968898143564,49.16810206514745,60.0
372,18.234819048584495,74.0956265845821,74.85081736301679,60.0
373,22.52169664334815,63.00727934481751,63.83539128147719,60.0
374,21.116579930160572,51.10246775299125,47.660007020798396,60.0
375,22.17195501021998,41.90417275509445,62.81748655101486,60.0
376,15.532047429515538,67.66562221850607,59.67420496322967,60.0
377,16.74982279785715,56.78682009469669,62.772971277701984,60.0
378,21.553277957428413,31.507546369702865,49.32513721933219,60.0
379,13.858440843060079,69.31038135773115,42.88871065413441,60.0
380,14.097110764981107,59.52281437353416,56.505648254942685,60.0
381,27.866437027327184,33.74632768504503,44.16480708594046,60.0
382,23.10654245334524,45.29140687560565,40.717903750027034,60.0
383,16.03851801857913,60.94078008251256,57.07356846208807,60.0
384,29.47034188560161,22.816856552483856,35.67539334882522,60.0
385,19.660793961437253,34.90036380444064,71.81967752012962,60.0
386,18.36719814964826,55.434253125675895,32.98903174716009,60.0
387,15.777072311907723,38.0670013758518,60.19144544206806,60.0
388,20.89248673351431,25.921664530089092,51.61203127381357,60.0
389,18.769719252033006,43.53609596881805,49.13667602148394,60.0
390,26.550244457346395,47.8347358194931,54.10654708932725,60.0
391,20.686540008890255,53.658076636357094,44.96149372168402,60.0
392,19.597630311081623,33.33660493605104,57.71321619639158,60.0
393,23.34993345067435,57.9926554318115,50.150218704558256,60.0
394,23.391755895266233,35.590314451726016,53.95904509919011,60.0
395,22.741953355506134,44.61882267145477,34.62915897692502,60.0
396,25.257548696715546,51.717793648232956,33.816761713874264,60.0
397,19.839029559794525,52.826969711939284,43.55543906665275,60.0
398,15.721344066339666,38.56953016799822,49.758761679390325,60.0
399,27.075879826502224,52.80018566478357,45.61969388872979,60.0
