unit_id,ReadmissionRate,LengthOfStay,Creatinine,BloodPressure,Sodium,do_adherence_program
38,60.40011179761685,33.93279267193941,41.385219846900306,49.17621535814209,59.42140941587009,50.0
39,42.61549374905453,40.9625319934504,44.49150143382253,32.21762562804571,47.42194909264716,50.0
40,32.15006091411274,37.978584175806446,64.95652110545996,40.16494004445976,60.92748217290634,50.0
41,37.94920921745797,40.2381817917892,77.6543558307294,43.95851511443558,44.215993736547716,50.0
42,48.001513545041824,54.37369278335348,53.3330706291853,55.783727613763055,65.3865572971361,50.0
43,71.92110968214162,36.18730809559205,68.42340552360255,46.78182613737545,44.14721548680811,50.0
44,52.595310262635266,50.764368644009366,36.56786747280276,38.571536978132244,55.11573216505986,50.0
45,27.05815696144472,33.53137721522049,64.15041351196321,45.68676598328041,41.31550764732192,50.0
46,33.591045105159566,42.74227293674172,47.23230028526398,45.274844966670955,77.20911277672054,50.0
47,39.853892803226984,53.576083899915034,60.53826398619644,41.152032623700734,55.11849889649513,50.0
48,56.694867875856914,59.35407110096232,69.05184458274569,52.81481661856489,42.56262568379631,50.0
49,44.5883032084866,59.27153299825625,48.162152890483526,25.412270684935475,38.1320726978915,50.0
50,38.10728848729677,40.37103209972568,51.591808699586565,46.279034572009024,34.95092317735266,50.0
51,64.38033788468246,29.39251979021713,41.88023231976811,57.439976499367006,55.53530208701934,50.0
52,35.28493617825565,35.13660549684124,69.35191641644938,68.12099945475344,31.345354318319952,50.0
53,74.31061383044393,32.201599713062606,41.39948584660405,43.26385902744784,32.01263758947334,50.0
54,81.42185211869722,49.509665811656376,23.27082266315665,57.243980093348526,39.909103296348235,50.0
55,78.1767924154073,50.29429457479392,74.27016873018925,41.13769531114518,54.63438919047195,50.0
56,48.01455346910647,48.98819624097807,51.2499734746916,25.71361886300933,63.21998498915269,50.0
57,30.596791824849454,28.980180112396454,65.17742108139299,70.37293262900232,35.9694172606563,50.0
58,51.92181791267591,45.698467712272006,58.053420340005715,36.67426449329794,38.11147200838962,50.0
59,60.98221145974627,47.93745700962014,59.55489253220598,48.669232949288194,70.06858488452836,50.0
60,26.44536244559622,33.47000978938257,42.519476429291956,52.76252876194163,46.32839109321423,50.0
61,59.425553199047116,26.174517702355647,61.04676661227365,35.710979089015694,65.81816644648373,50.0
62,41.11619671051241,39.94243624298324,46.870806853174166,30.821719762691487,42.54729329267189,50.0
63,52.735712389503945,19.573937959027887,39.660014512121506,51.671679057561484,42.399117302496485,50.0
64,49.95896442233393,38.694444460693965,53.54363944046863,60.12316827708051,46.04137839901651,50.0
65,85.55626371004595,42.12745148349617,63.357769034528204,66.99720508245656,41.1164837073352,50.0
66,54.98244728617963,51.685189529409875,50.8172264855188,62.74992398374975,41.3251874733383,50.0
67,43.16269826458023,34.83181159070399,52.211008592590034,24.33748832842189,69.07806520318314,50.0
68,45.46980165714039,48.054166507599774,53.981168172110394,55.013169610829095,54.57806478433591,50.0
69,64.22682604351694,46.87990580196809,47.53345275190015,57.67087681783458,47.32540820687066,50.0
70,68.12429277145755,48.26841128792519,59.28673535762061,30.890988077725105,53.58627367601664,50.0
71,48.77732092148872,52.09467551066838,52.97124163266297,56.875292127914356,38.528267852797946,50.0
72,27.069319872617037,21.80843975878994,55.113688876955464,17.390669276840768,51.90287507174633,50.0
73,58.083930927714306,37.27542929621044,55.0089951806639,41.07485125221101,41.965836596971386,50.0
74,51.4219621390787,24.99150833623879,57.75670226597614,60.02109600378041,41.92295992841331,50.0
75,35.98621484454818,40.54071723719825,33.25051425124349,40.485185754034724,49.09729091352192,50.0
76,37.735465687192644,39.09190954683723,68.43514971259292,42.621750800919344,46.51526824544895,50.0
77,52.914358517238576,49.23187589546606,55.128325352866995,62.333913295343294,40.86586065773675,50.0
78,34.34891108131538,50.17919453054037,50.70251885191098,59.16636427095136,61.19456419322119,50.0
79,36.705010653343365,37.22062102231014,55.729927215916256,72.34054335146413,38.58782922207469,50.0
80,36.88156455244186,34.87321098429668,52.37095099594757,48.70341023564442,53.98923521341031,50.0
81,65.45239853063147,40.139345224362174,59.51400662700042,48.26627657776013,52.686064755102926,50.0
82,31.373640385674467,35.82478231105392,49.60568559859418,31.094678315201268,42.73427632470583,50.0
83,37.95232327806339,38.92555707255117,47.46057627947818,43.07884065200543,46.164864368008956,50.0
84,35.313962365641814,51.19518784616203,33.96594349795467,53.89562852259072,54.77317400540475,50.0
85,24.242942441750092,23.379255982768022,56.30928103132321,36.46101545491578,54.69758220954794,50.0
86,77.05531588165006,35.62241435107404,23.626662075527154,50.314036630312195,56.6070097725504,50.0
87,42.60252233646793,42.0493385925115,41.223033912628,70.00760965076131,55.63568470549176,50.0
88,31.752912911835118,36.86633735926143,43.55488549117036,50.823681290288754,52.59742415075129,50.0
89,48.759984527708816,44.37522683287449,32.835898184406965,78.25369376251614,64.60236676543589,50.0
90,27.817706198745377,34.56501951262405,57.861997760647206,65.88363010151019,56.65702683308324,50.0
91,33.6448382457772,34.86599844206071,59.74772814629326,49.786627589144885,36.84516258475277,50.0
92,41.471832584043604,43.33677474618933,57.3621272978062,58.85503240804682,51.812661022512785,50.0
93,25.966703944121548,22.70778269877418,66.41438713960913,56.798167225948966,55.09221706620443,50.0
94,80.77890190941407,44.608119094159846,38.348343437682104,49.005220730102636,45.346811701266475,50.0
95,64.19188961785797,34.599616597097025,34.24228682699008,60.70128686509716,50.067472113411974,50.0
96,52.26529360702317,58.909600804283556,61.265642644833235,44.96327422071106,49.113105574746534,50.0
97,49.22780747297402,34.31112647587618,42.695575568049506,46.550724311098826,51.69827911952057,50.0
98,32.58048468186746,34.92950120472002,43.62898939211073,47.02764513650986,46.65324877396393,50.0
99,41.65146879689377,36.559765953521136,57.96380405696332,55.26806951671991,27.473718762847938,50.0
100,57.82355996295814,32.55346383903357,50.45359846879431,47.06408419874399,23.075290878522644,50.0
101,55.5737712578412,47.527239037327995,71.22440517917457,27.82108982251231,38.39915957808936,50.0
102,78.41477489758347,28.585850647759525,24.94703270739051,52.477596639594246,48.603833891606506,50.0
103,60.03902775156156,34.90599490906852,42.383983744221524,50.92355955148125,56.22089721183745,50.0
104,36.48716862711569,42.03783892682784,57.91060926632372,42.28798098945271,53.296493717957844,50.0
105,64.68902105017587,45.70351407563192,31.996522361954025,51.108392147801844,58.23880529356602,50.0
106,39.00714020017369,50.19687772160723,26.760001619837208,65.47221969874082,81.61275220257706,50.0
107,31.53315572321826,39.88967818521817,64.54368191449382,51.378968799456665,48.69710270252927,50.0
108,71.63408325848975,55.51085230069394,31.97247017936947,67.83975552633375,46.265333702997516,50.0
109,59.78782224774035,49.98578720188282,22.41133569227151,58.216470841473964,46.065708885298505,50.0
110,43.83566459758476,46.73802531536248,40.03827125323369,56.97473867668733,53.22719289214005,50.0
111,41.07491895675659,48.86148140303426,50.6681455597505,42.00404209022668,48.32012523080883,50.0
112,55.85398610392703,34.486093857043734,41.68172260500667,46.831315202502225,52.41246841362152,50.0
113,38.291227622254574,43.23335388904945,53.09843190319156,44.476507418821896,46.852348267977845,50.0
114,46.05735867732207,62.008218035615805,26.931077495187072,50.63198688651762,50.792570178794364,50.0
115,71.94130470583272,53.83878705483557,51.10764538109262,46.155419500638544,55.909477508677355,50.0
116,44.61467113201023,29.70655677656147,50.33119627826795,65.81343110515898,35.59315076837129,50.0
117,44.69493369213525,40.80392074817504,54.78042569799898,62.359542426081866,72.9967467649308,50.0
118,35.164509555428616,25.35085018352569,54.856630324011945,65.03675575125739,39.524178155170794,50.0
119,27.910222728944365,27.65871339979144,59.23431939890872,36.90038729384163,45.069649621024546,50.0
120,54.83424733086437,38.8035814994653,39.716264523944794,58.55062196592801,57.681802366660484,50.0
121,37.46664679081065,31.01190202287203,53.05376277077838,36.11160864975723,41.828383040617695,50.0
122,46.26740182265367,41.46227068736935,46.58994537491369,38.0049322757476,46.45416522159098,50.0
123,38.417186392146554,38.942127825778144,53.080486118946105,27.481654016263914,63.84627708046456,50.0
124,51.13782731151007,44.21739538220662,65.62726756749504,68.30780638313195,56.664951647652266,50.0
125,36.19636967187981,33.90288601453095,61.51580942961274,58.4057916376558,32.12600137784914,50.0
126,24.850759705159394,30.675144973319586,53.61507666016785,71.90762907158789,52.2998123873627,50.0
127,35.88256044853623,49.71167309612085,58.89883330785736,48.384984129080394,47.146866924418184,50.0
128,37.50045112496885,42.59905637692664,28.62062072719818,67.58858008075268,59.24796319303215,50.0
129,62.956106237649074,53.537798069097406,69.94211675425646,55.166833476222806,39.850795574969354,50.0
130,47.650156767392154,45.157590414483884,56.39699106046898,57.24102951594312,55.32600113448233,50.0
131,78.23697233551229,28.208022410451854,47.86442400210203,72.18744547501431,49.890909276005765,50.0
132,68.825726376517,27.253380045388052,27.715429110248362,37.334025647051185,60.825803380272774,50.0
133,80.17633369964283,36.00408144936226,40.759399876892246,42.832279421558454,31.611585827573748,50.0
134,59.39107864121326,46.32912355337201,54.521124955966414,55.11093568166513,46.91825118983175,50.0
135,35.9301797879558,40.55809084569685,67.73726942036181,55.8947922339048,40.699415285614336,50.0
136,38.182396813827054,36.68161764328192,63.62623956548677,46.90234226477083,55.31855952573515,50.0
137,53.26515131841296,55.57358983912709,51.63574731976332,72.5456376504621,54.5851796009401,50.0
138,52.409141937566766,19.68573515158277,60.23949041493748,45.521679441092665,24.418216839313082,50.0
139,37.820409573287854,42.044174492117605,31.108084919392546,52.7562723640352,59.448886435264626,50.0
140,60.201268216029455,51.44724398322759,63.5849916380188,62.854929579187356,46.128724725978074,50.0
141,30.77781760258753,39.986633546092996,48.47986878343398,50.15664542070343,49.86624128054749,50.0
142,72.3825037791371,58.96589007863017,52.48675779834762,39.077229150229236,57.181609329920754,50.0
143,17.842261523063033,26.75788756841661,35.115903744188515,47.25248371788209,40.66357886853436,50.0
144,33.904163276409605,28.469942331595128,62.700381402637696,45.91476856215311,60.33586763151247,50.0
145,58.62132092802069,38.88399745760443,45.09500183773679,51.49807741766604,71.86793327014749,50.0
146,43.165252482770455,58.014505351131504,69.73585788972792,53.83165603672198,67.77384836870982,50.0
147,36.711068841015866,39.94050159671837,37.328685231041376,60.68996914491561,47.37976972618651,50.0
148,46.07264015842811,41.92139609180105,48.609249169846585,59.79709724987253,37.09322586921429,50.0
149,45.84832675453915,44.31090636364284,44.96356016201904,34.70661026043905,68.4236791700715,50.0
150,46.40809991770634,25.90938886079106,52.10101845137665,48.18505205245876,54.191254007817314,50.0
151,64.02560004294168,40.953466016165486,35.108499753469566,44.91099948976085,55.89499217220464,50.0
152,65.87380688444783,53.351546611334065,56.267810018121715,37.91953821644239,40.976273404415046,50.0
153,35.937281848235386,27.057272169047835,47.18458352271284,33.43274215972475,44.013515604302675,50.0
154,49.3304871560018,44.35066343081152,52.3985106383438,75.1115825399527,56.059387813107556,50.0
155,42.725164787891465,49.75578159665378,46.05511548400649,42.84592881136117,44.28687669249084,50.0
156,73.13549595905876,45.97494588453429,43.87705285099853,40.65859323547888,36.48526904293683,50.0
157,62.481145666606196,35.23970813467006,40.382723166498536,59.40298440367868,50.77802496765107,50.0
158,35.99515802757887,44.333279319131606,52.007402774652604,42.089272023327396,29.633906624198282,50.0
159,93.04259518205228,45.90412332876034,46.18794586397909,40.87624591086137,58.17840090157779,50.0
160,37.8865842298918,44.04008048378581,50.64639428564245,46.92759324379041,12.540306634927987,50.0
161,36.44616763281896,29.840459472054764,46.04406968251211,68.8961840201319,47.72369249189501,50.0
162,34.10877017759222,42.11384749661849,57.10347874478329,44.82481166973935,45.0882804281623,50.0
163,36.16736579507559,37.73002346342138,60.379803553657425,53.18604046344821,52.36838980142876,50.0
164,75.33578279948132,46.97191812026716,71.00065553346498,59.15302446632956,36.173988986088894,50.0
165,31.885452315462675,33.58570796292221,52.226911140832335,34.89207250398428,50.692223271328274,50.0
166,36.41899446146208,29.900285123976854,36.56039092766811,61.94837632045147,61.855371732152825,50.0
167,40.98615164636967,34.220711746426176,46.55433873492235,78.96825662100292,60.593218735070906,50.0
168,32.21964910353468,37.88410577637641,53.342404195829566,67.36377792256143,49.32773432698022,50.0
169,52.20068734910667,46.95968602878021,35.99632742270468,65.63376785097137,48.11763097634983,50.0
170,33.36314764698699,39.26215159719359,60.27153447826041,30.103620486672106,50.803795370226645,50.0
171,40.32158812447278,53.528702190656546,53.85727718625172,49.74232769380036,31.48199979577216,50.0
172,60.14416775283628,35.27589233451955,48.89372411849843,26.295206382051834,58.38831964545787,50.0
173,43.33168358844451,32.26967259044871,55.684913787046604,38.393338039516244,30.731879508231454,50.0
174,57.84603185201549,45.34766490326251,47.55021132527114,44.669525630583415,46.61290626867053,50.0
175,87.81629482727764,51.80599345481036,32.74673802321329,64.98433718315113,74.30574179768071,50.0
176,44.94667669884748,45.291942008796205,41.661840308830165,44.28883018682548,56.48044959028546,50.0
177,23.300674709088195,33.197726566350696,38.99046903941649,56.76183713168595,58.0403977317528,50.0
178,37.20426481701396,39.64798933516438,37.295796418138266,55.28410734875323,64.7374772544627,50.0
179,29.200795284929704,43.886075608242834,48.80525199836087,48.85747814830938,47.74511351273636,50.0
180,85.809261153529,51.37756216754807,34.66371296121967,22.781803225692293,41.21611824974666,50.0
181,43.52841816617217,31.978464984646973,39.04152697095345,40.638708528395576,50.156215577253214,50.0
182,53.1305470408636,46.54730508516498,49.32370220394502,40.33254900536673,66.29886095415414,50.0
183,40.21974407381831,45.23381359658432,62.42065800592965,47.89144918872975,55.31659252282786,50.0
184,56.22911927979428,34.87377468172287,56.59499327205993,25.250679696817425,40.166718444437365,50.0
185,58.878859170549,32.480107480534464,19.53320511208367,45.425298755340805,58.036120673366234,50.0
186,71.53346460817801,65.94195404225421,39.070778857516345,74.50901561923855,40.42239350886874,50.0
187,45.64176147940163,35.40774811784458,33.31882421136254,38.12173328124915,47.00852783340385,50.0
188,40.13682348639439,38.431018311492394,60.40243538518187,60.52947757185856,47.04055436432052,50.0
189,64.93674609521385,49.821251360154385,45.08489268202206,42.0216617297132,46.330360528849745,50.0
190,57.46245368707771,51.63528181882005,38.0239755361873,62.08904092374298,54.13017670637902,50.0
191,42.6805664362105,48.516031156362,39.1699009360625,29.242886731685584,46.74711189284435,50.0
192,66.99501505090905,43.14126711781713,54.79122067506042,63.001386903619064,65.18948540482268,50.0
193,33.87625000682188,44.44357945243288,39.97385831834561,35.758599474610506,38.22660035939707,50.0
194,34.08313424358196,32.31659376678729,53.93663008603863,62.92057218800025,57.35505020595803,50.0
195,56.82286162775859,36.898723057410095,49.12158512949295,53.50267205955329,30.007843978477588,50.0
196,47.6232719369692,29.082287365061063,76.0379738851729,67.49097696215388,58.112220549088875,50.0
197,37.47448736219296,40.498248093919955,37.63141701742641,31.27606956509718,59.7955538878766,50.0
198,40.16970713887408,42.024064960531284,54.44757399121529,57.1422191181261,47.00837529089694,50.0
199,63.27172183698169,34.926151290591896,27.688329755642116,44.48774496268719,61.67539957001386,50.0
200,16.891399983742104,23.86449990412604,40.97772392766004,55.91071850538009,76.55048298004503,50.0
201,69.23943974295524,43.879033427431224,63.31935214268932,65.53982994919593,56.56556125622199,50.0
202,73.52416308837826,37.300707444152465,46.087840728101845,50.725236335952935,56.38020973901885,50.0
203,61.61696925233786,48.57539463479665,42.11034971955554,59.458878025050005,31.388132691760983,50.0
204,62.823644260560336,40.65615943132306,55.511238316119176,30.17571321486611,48.90360647485816,50.0
205,41.54066656119401,31.335107082476352,30.756790356031967,48.084474429294666,37.11085981284328,50.0
206,36.79438075710519,40.406571984403655,67.89187935905639,44.24907507239578,47.079818095970346,50.0
207,71.66240920522796,32.39533194245986,58.11571569649218,44.940097807637294,37.53459814820317,50.0
208,31.27113975822659,32.4983119487315,35.71873177113719,73.18698087179011,66.33255187396712,50.0
209,37.73192691092465,33.73816624638524,56.01876412690741,56.33875183067496,60.66931367311336,50.0
210,25.90080611537426,29.151684287417787,82.76846873551195,51.10018892690591,43.42305472584532,50.0
211,50.5144645727113,38.157793056475455,40.45509727697548,53.48492213256723,47.3196893406766,50.0
212,65.71894129573653,47.44104045492851,56.145180565576055,69.92618788542661,34.39296650957516,50.0
213,50.74833858193712,37.66225960214811,62.01715129149028,57.75038770427924,54.78723740766273,50.0
214,25.65786192467166,38.2020370877858,70.21749425974197,34.00070850220832,54.15321024559987,50.0
215,31.841294881286846,38.47446952604799,48.499508272633264,49.50448506961021,76.46683446697504,50.0
216,60.66664999228767,42.50034790705513,58.090055006832166,44.766468207200916,23.089474671172322,50.0
217,28.496039857665092,30.620276377622435,53.42312714595015,47.90602220904564,55.26757343684233,50.0
218,28.33643438640236,38.543105518707804,38.63049253701229,34.344815715515985,51.8850665528765,50.0
219,26.344433383452422,35.288677466645595,37.34476129330083,72.70858572158052,52.06834762771785,50.0
220,38.84637832436506,45.649394365581536,41.3143313018203,73.37473322215553,42.22728916914593,50.0
221,38.778420589837815,37.765356389992846,69.42584699565153,35.55380358841808,54.800717796423456,50.0
222,73.68051882949288,38.64472253947348,48.36245560506396,44.14768783553545,46.10623104326156,50.0
223,56.40576183212092,29.57311319553751,78.06923465777147,85.17490777974615,49.93688942615316,50.0
224,52.121160914085124,30.87151829973198,43.69155580959066,58.336394623757265,55.143159511190724,50.0
225,54.98492669244724,44.089882902443584,55.968562644023116,68.52916044489226,74.69039717160722,50.0
226,46.76472386691894,40.68340789232965,37.97037792914525,45.61203568559215,52.616045879162506,50.0
227,35.17426495304884,31.676456549379196,60.52669974826866,52.58860036043783,57.03138137410522,50.0
228,44.85828538541559,31.282400172998642,51.07960918364945,32.02016090850409,62.65881238676508,50.0
229,49.65209216298015,38.125886080759365,48.13694734783753,72.88314426777664,56.822254281330736,50.0
230,36.74081472938762,31.27950247561243,38.319685286847324,59.27231220608853,53.77987370654515,50.0
231,61.662805215001406,53.35388406221233,57.54477107719149,51.825527194355196,58.077624492809306,50.0
232,95.48726123600215,46.36894246349409,39.93951519457974,35.806237232224454,53.044289548764674,50.0
233,48.96951955927159,25.352671543213205,45.02867855705967,64.98793298657941,41.05103022620167,50.0
234,42.736739126088615,57.11409198029026,20.95772561160224,43.25805161739972,44.50540249715745,50.0
235,49.9927055895976,28.74308441855866,69.66106580150894,42.867567159346606,29.929089688805767,50.0
236,61.19494171445573,44.955911944508,64.43071942988003,58.81744732184936,59.10582023780866,50.0
237,37.69734675731458,51.473388078615926,47.992766608406335,46.251148455080674,71.0437277695527,50.0
238,39.331698625406595,35.331155852020146,47.84849384758535,30.43928008045939,55.85194360781774,50.0
239,29.53391945354189,33.484874579078465,31.608552061468473,36.61746455486631,50.9917476098833,50.0
240,63.94506657034048,42.244703872983756,74.4606593923358,51.44115006147581,48.63231572872347,50.0
241,83.50468364144896,61.17463933568294,50.86125593880233,58.8919060769674,67.09607971698081,50.0
242,32.39706581258311,40.44846121666404,53.33571116966471,26.194108793513053,59.107970419577036,50.0
243,62.980879142939585,46.57534483313699,60.168467624865514,78.9951251633505,51.20051700751006,50.0
244,30.470443772768157,41.000108976357886,25.65277395737673,33.52056581822657,71.8137282051062,50.0
245,82.79718290904319,52.60746750953411,49.47358326011532,52.31399342327793,39.305828423102895,50.0
246,54.16104362107108,51.30733609343166,70.29206642641532,38.791023073407935,51.01779438842356,50.0
247,25.32288941862413,32.15775265357943,40.97583242099167,46.965723085237855,35.039509620576226,50.0
248,68.40983396531387,38.29182019050474,33.878279315361446,50.2178473634336,63.84772621941297,50.0
249,50.92740339644697,35.2813323013623,52.35252117879237,40.30627729170377,36.69837435049269,50.0
250,71.6985514550528,50.13599067128856,62.12829851030601,42.230687755891594,54.57519811627135,50.0
251,22.372824361389622,19.99953131031043,50.443800196989784,33.503633982124526,55.693481776200166,50.0
252,65.15369483514937,38.7308282060768,46.42250824871602,65.06092732057958,42.26382790375629,50.0
253,77.1882482078115,51.23530249996639,63.697085060522966,51.37939726740657,24.20607654884144,50.0
254,50.54515280935959,46.076348047323506,74.78947582239212,77.7614314177985,54.35538474195532,50.0
255,45.43233170251215,33.13369159024221,68.27251465418763,63.419512661462996,55.07292068712926,50.0
256,47.04927203171606,40.47908398222449,43.11914955788138,64.90010430030436,67.46137575596855,50.0
257,43.06224271862397,23.660197906521198,43.65280575174287,78.86236023736909,55.93745502242346,50.0
258,18.1060984641395,28.049805828983786,39.85002205612381,46.83045608185118,49.0968575720481,50.0
259,76.5855450579163,42.32199164336642,36.393956238617875,53.06148843497072,37.43993942283913,50.0
260,29.023998434547995,35.46241671854438,45.43488973048485,31.431249516078942,47.582887375504995,50.0
261,50.27863424779742,39.8889520469696,70.18923874999692,78.11667011834433,28.47255497712472,50.0
262,34.21389295402346,23.2496943719464,53.70900791893361,60.73492763536344,63.52988438704173,50.0
263,57.986145201792326,59.083538107549536,58.73585615937523,45.51777149669688,69.08052452322728,50.0
264,63.60187129371715,51.48433211271696,45.94073369516506,45.939070083204335,59.37239647038735,50.0
265,60.89232816144131,41.98111026990334,43.71752336228539,51.85201346713562,51.669649354934684,50.0
266,84.82930296816436,38.16884811720163,42.678141365693975,73.57907859312972,38.88082633063338,50.0
267,61.67522000797095,33.61965824218058,61.78022697467782,72.55554075220488,40.67605157677915,50.0
268,55.07679021586542,32.9720343818033,51.61950282006714,75.74412596440011,55.67374949004214,50.0
269,32.13512526567116,37.31247603194369,48.02849611966292,63.99938276880263,45.281697557797585,50.0
270,51.76205707459312,45.32769038624714,74.2204939792365,35.432316684444366,47.99165996603777,50.0
271,55.38548820979758,39.96005130020675,33.4650321554298,61.58092375602819,55.271549799605054,50.0
272,79.98264175881171,33.846674054053004,44.01513124926284,61.77328277764458,44.299336719359935,50.0
273,88.20026145415424,37.409188239746335,66.36189207240258,47.42148182821917,43.12039301364954,50.0
274,53.2279787009735,42.93356690510037,40.35892595954935,39.975012875171515,60.258946835087315,50.0
275,26.955500197663856,21.508413646378738,43.32323148098899,36.13587189682544,36.71505395396945,50.0
276,47.824386974002934,39.242855276858556,50.84129885210535,53.573941714434014,42.67910470645643,50.0
277,45.359167129972704,53.83133920915584,59.47268414158632,47.95662922559889,49.41266311472794,50.0
278,48.80725080956509,44.41320545680796,22.30178767389491,78.28034155913929,49.27161598905143,50.0
279,26.41469027817831,26.87552902148615,48.42461786860494,35.66688579334736,31.41603893770372,50.0
280,56.632152013657,49.94488103331904,25.184493623924915,52.78927544074667,61.3380384542272,50.0
281,36.3901934894389,46.16434071273385,46.195296762549994,25.391721602339064,46.390601649968886,50.0
282,71.78092030222169,20.7439542740715,58.85885809414346,50.870654216280975,58.988051018948745,50.0
283,67.00993835905179,49.21574279067747,59.67492153895755,59.64019784396024,48.034287058058624,50.0
284,46.34680154186448,33.02195419719495,66.5456497665919,25.435300337818973,51.62045553951918,50.0
285,66.6619553694075,44.57090122789917,39.17442301205369,44.85207168598621,48.34385954869909,50.0
286,70.79908611465956,45.94107327900813,47.622914016903245,46.122408406785475,44.61930342347494,50.0
287,31.93974450174352,35.38680574997577,57.975034308895886,53.1229633309896,61.815411696050845,50.0
288,72.84954061529758,67.51245375568911,64.30916243027487,33.98862955793666,34.1349664274818,50.0
289,55.58913351359641,44.30850779758965,57.701305580474695,48.99406177578557,54.437349967256864,50.0
290,68.63654708140925,46.74429191045593,41.508795829566864,31.433317681678915,42.57847209021422,50.0
291,61.389574348796955,10.245667302355802,36.778350953101295,48.32233273632611,56.024427407435184,50.0
292,60.49050388177956,43.62007920337945,35.955099663477256,66.0131416690956,47.66312337496589,50.0
293,48.482083097242715,34.26582506060896,42.088247454669684,53.648701632315884,60.63712678270337,50.0
294,34.78688365869272,36.68923236166664,73.38766876167946,48.913789259197706,71.89645956909658,50.0
295,44.147185960827144,59.91696582221252,56.98533478450599,68.24136362205253,41.064803738565004,50.0
296,52.9801162441323,22.960950143645384,47.84116512777298,30.910005130976177,55.39931428727761,50.0
297,55.189283549832304,29.90240198945733,61.01368525704201,38.180503985994015,44.042121055548165,50.0
298,54.50109024755564,43.67639781476775,64.73106413258353,60.69986428421137,65.52559172585275,50.0
299,103.16820893121152,62.19688223810752,51.03661091193173,45.51866312075781,46.30871368629063,50.0
300,54.975194007768145,44.96724612365658,67.7480816592312,49.661950719959634,57.87389644941648,50.0
301,20.352301633293283,25.38950663128456,47.55639121931453,68.28040766831256,46.96958829246758,50.0
