unit_id,ReadmissionRate,Sodium,Creatinine,BloodPressure,Hemoglobin,LengthOfStay,FollowupDays,do_diuretic_titration
71,30.624165559542995,38.844993141925386,57.41288166351426,46.933352679936355,61.95621482414504,36.90425446957463,60.27342361823795,25.0
72,53.5295530247042,61.96143979032535,41.89058452411887,72.92624266539185,75.06646750545406,33.35563226220643,55.40454828887552,25.0
73,59.991219833915835,53.047946310602406,58.94243848237908,46.775599077644266,48.85751580165344,39.12559003403462,50.07698504346449,25.0
74,34.215221370305954,48.75609374750207,52.19465011158969,52.11234200024562,58.91714112251989,47.10245356058717,57.12215095855556,25.0
75,40.02888433013478,48.96501186442731,38.60100589654447,44.84574430031603,41.20909599019029,37.91138453311784,54.12527798220513,25.0
76,27.795914902605745,51.61995425007992,50.06510506091966,49.764263031137595,53.53190402044777,32.79461995495813,34.80688558046118,25.0
77,45.13304794420177,58.66845774307539,50.79563706288577,37.438634590328824,23.63677961389673,11.837122427664024,81.24906652323189,25.0
78,51.215500117011075,41.29177952923476,56.150010155010136,45.97267231951033,60.4593517750943,39.86226350185313,49.87297800984601,25.0
79,58.28188999323882,65.67925410725032,55.683218763055876,22.383415548417464,24.502783127253153,35.45293242275463,53.27393232369502,25.0
80,50.037291378108264,51.158629915135585,30.60174764472319,51.73751426957582,30.638542125352586,53.40084890588278,19.670523506350168,25.0
81,28.764159476153154,80.78700497029398,24.18901328842776,43.33331854391513,44.135260054586524,37.05733802200698,72.67008061477543,25.0
82,15.909889545993462,47.594545213738826,32.97630105358667,26.66968631412027,49.70998712563179,27.98851500070587,73.26395968191635,25.0
83,29.87886053625107,46.75920020311098,52.820421903645205,67.42146189046665,50.17677000510946,28.810715340106974,44.87268941948291,25.0
84,34.350808503200234,52.22309233989635,21.619019826252547,55.61137898091658,44.37739911761789,37.44656759948639,34.71712702026185,25.0
85,28.274916906926997,54.18606445956749,34.589049178310816,72.5454509775513,34.326812143119355,21.46082090818894,46.86494906332968,25.0
86,23.3937002249762,51.844472251599356,55.914417568467314,43.73957486266973,56.241660331734394,30.833046958315688,55.52176606196364,25.0
87,22.863816743278782,72.69619029215579,41.55428225154776,60.414254980681065,49.174883602376255,22.01450470762513,43.135773320701446,25.0
88,36.3004696262596,67.58680401815359,36.11585582234736,48.34590341444627,55.11454442798221,47.85065182639753,79.61378870392394,25.0
89,59.27679770364232,65.02801978061257,45.25122466188945,48.843757579641014,63.65606415146347,43.25501092649266,50.09384571014947,25.0
90,42.033143491054226,39.18076410698701,49.17994285105687,33.025927075708864,52.85773781223661,42.27214821180397,37.47089261359103,25.0
91,36.69006063651323,55.702186375131404,60.68227914726964,57.26381350216411,40.72576486547163,27.722378155968364,41.10473564343422,25.0
92,33.585612439076726,58.35980729768002,44.23524102916677,51.93427318108396,57.22303054563062,51.022867662028744,47.539566155673775,25.0
93,30.5754976804091,51.56753949856016,32.122541783146886,43.833034066611475,73.44161519928205,31.275662498532263,59.75525800434887,25.0
94,34.72769933665808,41.11499632441471,44.57746848851579,61.29615457645139,51.335777477684914,38.422940509512095,54.38093106977381,25.0
95,29.847209701898894,49.931053834710326,28.552006954521037,44.998180420399514,19.616879946757486,27.20564236749592,52.90984156962235,25.0
96,56.72337039379413,46.043328757614844,62.85567090642394,53.87197554202728,50.273868876208695,38.900896545980785,45.75544093443233,25.0
97,54.00818569151224,59.919624025281465,61.23583361249039,52.348573143669014,67.25912954353318,40.400285422770125,50.575781473916656,25.0
98,42.208926540805294,48.708428752725176,71.48714169428885,71.9179371194283,64.7436748805442,41.92483225237,50.55742031151464,25.0
99,58.17445022116163,45.10446600573978,34.74860527682735,62.288343049141055,64.70768393348206,45.13063967742158,69.99858954760097,25.0
100,33.54942016761956,56.0467334003091,60.49200473891332,54.99323930464347,52.61365539524099,40.34311175525728,27.00256928615483,25.0
101,45.77004190053429,35.52060341667495,49.98816669220405,40.822946057715754,73.44036279652488,51.18126629436108,57.732769705949714,25.0
102,41.56757971871568,42.46025991792931,20.623955750630852,64.90798515757228,57.95986478474802,36.4051368089387,32.444146512343,25.0
103,34.80292791439163,40.46473406268591,45.60904589952861,70.5225628503137,40.37058986499432,23.901508184712398,48.37937687640143,25.0
104,42.43082750539656,38.927472796307605,45.89539997962529,31.972080302586328,59.207785904593884,29.296378060231394,43.113922142339625,25.0
105,58.124588465040674,44.40370278309626,37.11744228972366,40.05905183089999,53.013790400428896,48.21870646194247,24.20091383266527,25.0
106,29.683385851468906,56.424229650161216,43.22392039244872,45.315870758692036,62.08021643448012,34.964854153360875,54.58685096767667,25.0
107,30.275257982805023,62.59216149061312,43.668533266333206,37.79935579946604,60.72335763649124,30.564859615834862,35.232820820556924,25.0
108,39.39370956539364,51.71818592976217,57.67427584376911,52.587958346172975,51.430568658507994,55.56772153035836,69.24849513284997,25.0
109,43.268998267508415,62.50094655181219,53.783578898380654,62.49537658223336,43.79449042463315,33.93272829489455,55.91878493983813,25.0
110,54.305752384551994,32.95556934630028,42.84905517609406,47.86571083402923,42.04632736422278,38.2955554450894,34.820536436948196,25.0
111,36.344954018794986,45.66165983282217,57.43338150627419,39.86260874106531,48.919631669446034,28.33674591069662,51.311332551089215,25.0
112,38.67405182496151,46.40217252835052,50.069680898253566,53.10181723146266,47.28173934034459,34.4757637459052,57.042641754112985,25.0
113,38.788946319651586,57.7923129327344,50.14011255400462,33.330889582039816,48.04855875248294,28.335034475965713,58.684224442222316,25.0
114,47.695499850438544,57.06703374262176,70.30071621458181,36.487850602317934,53.08073938165098,49.47635107241805,40.948029547491835,25.0
115,21.05818528347823,50.38960455911501,58.34257927150782,32.42054302554112,45.53298155556203,23.513675629820668,56.74196387984107,25.0
116,30.33987232482105,70.15405662280686,53.543640416360105,53.14415309466499,60.67686362576838,26.814071646344466,53.966469434552955,25.0
117,56.999398472644316,46.07068597652688,18.760602460991922,64.99617435472632,43.6630668333355,38.06635705913269,40.40564403092025,25.0
118,54.15995699220882,48.570817745145,46.353048360646866,58.448340110078796,56.596417510096984,51.95535286833136,34.847032047034226,25.0
119,27.649389025212315,52.582165497782206,27.613993319364248,66.80593050832006,42.515019190023075,41.951707811303436,55.944020263036705,25.0
120,42.29325164560995,51.66307191058927,74.72726943930775,64.61429225655584,48.25021920505749,17.040044211191137,33.51432494867855,25.0
121,65.78167082011065,41.753832376808205,47.327354809165,40.561515461103966,44.20207288736306,51.21608519722905,66.90903652067227,25.0
122,41.92858296917473,67.09837161979249,63.94368749228991,66.12140213664425,36.558454357750236,43.777050408704255,18.251209122411204,25.0
123,22.912598866078877,42.57050767344981,35.780882596158484,45.94365320548342,41.21688214739676,29.225442532711348,27.160595739926702,25.0
124,35.111765593475155,45.00626956129095,28.18948119634619,39.469344602426524,41.10644553373184,15.66950495954157,50.69534805794823,25.0
125,37.43178271414115,44.204830136805775,54.35411381890982,62.92799502818266,48.63992639399576,37.24651163516059,45.446443188484785,25.0
126,33.89866427001013,58.909303895603344,55.1459253051864,48.67000807232235,37.424922798876395,32.074250192268245,66.65174229465445,25.0
127,51.73603676017292,58.8627322616209,64.2321495015851,40.00176550459723,39.43080782374497,48.268263522577776,56.374519870421814,25.0
128,64.06874081072836,30.47086796733582,39.18853005661114,28.806565733710876,55.468071359931216,38.53832640697715,38.956970805655146,25.0
129,27.654571221225012,37.41264417016191,53.41036073350685,52.30219286339094,64.11712912729473,30.18995815716125,46.86288376232356,25.0
130,71.20629575761001,45.36283762156396,58.10137134352659,57.60585182142823,55.27948384433537,34.47369603478384,27.252610628660914,25.0
131,44.21940503844212,46.555866112017476,44.046823223690204,49.86019767126093,55.06852852456784,51.514016999655624,65.69550138008455,25.0
132,47.503821942804564,53.57612208591654,44.30481033600349,77.18396408336167,46.968606545713264,45.28874739791995,38.940453594041394,25.0
133,38.23786838012373,55.681776187690794,51.48475039720324,58.773955239482746,61.73559031688712,36.14839552382044,38.64083212156797,25.0
134,67.13415086864471,58.16370679303476,52.228404550295195,32.23859416471528,24.229252527282014,49.44805124139595,35.494764474826184,25.0
135,48.082949746700564,38.92827334993221,50.730231811909825,56.406647837573935,54.423911796027745,38.57574326959079,28.982645056015937,25.0
136,51.24236158964207,63.50610408402996,62.35119317864671,34.570900938150174,31.622432720244028,37.15698085196924,59.91800088323074,25.0
137,54.51860092322366,59.603858471818185,42.71342228050456,68.5788726874886,32.21141735587469,34.76363441315228,57.43745485624859,25.0
138,33.21879746577458,58.655294061587945,32.204844457256314,39.179601548170716,69.05622469279892,42.50118552644386,46.06490465724942,25.0
139,39.826271801824994,40.749762961812515,39.874830014412524,52.482056740027886,72.92813930683354,30.478464701431896,48.69659375083806,25.0
140,54.417381792472526,49.12896463081427,53.44995779628058,42.665192916733766,56.853100568598684,48.39291663601113,30.880280955202945,25.0
141,35.363815268122906,58.120460129751436,56.49737684979676,73.16790663844147,54.96193395666973,48.02322682102236,45.82542762577212,25.0
142,26.950835452080167,58.741862149726465,36.66824036028553,63.50883831545415,38.097563779743005,25.239227593999473,44.04480396254591,25.0
143,36.556194406964195,56.7606100009126,39.94596110171652,52.6177384441985,39.20589201830184,46.8514903882734,31.221368486071864,25.0
144,47.94428197337432,70.34769104018261,38.60113466609491,60.44043097204367,44.83590813339901,34.69641277645556,53.99310172155223,25.0
145,33.348505988645066,41.00434301490883,38.90248396244315,36.495373519819594,33.35744574306931,41.75757429628783,58.7870794076443,25.0
146,45.339537784386806,47.44210977571063,35.25023242066697,48.56179944015517,70.1824896622565,35.88828385440951,34.082711545872954,25.0
147,60.80634314645432,50.245127365237586,40.589545151522486,56.15581754342115,63.51884325920034,27.59891917215489,34.30282163181751,25.0
148,44.9430877176117,45.1551810225134,69.2566752731434,46.24527318498889,54.91736801551344,50.31100484329045,57.70455336904521,25.0
149,35.71653204969886,41.36135873218562,84.67662489508925,58.929867787197296,39.53162441746891,41.97258721541026,46.50190964157175,25.0
150,23.294388835345558,48.25695544160527,52.85944892191589,62.040408624954416,54.10189605848605,30.25381504903278,14.927655153916376,25.0
151,52.78716265521336,50.363375771151254,56.125077032550564,25.429123224961717,45.74071443030787,60.18395027725318,41.66171618028191,25.0
152,33.773553401517134,30.104221894650966,51.91112039889658,57.601562147909334,63.82143109197245,45.29676173438606,51.0341076012557,25.0
153,55.379039710887206,37.27003664237555,63.33139862840835,64.04873409707693,22.262292857874314,31.622329874416344,64.9991781789638,25.0
154,40.007974340299064,43.43764618460815,46.32850656510561,49.26727557901002,55.874273986762894,31.25037082176639,55.20879147569053,25.0
155,56.283070147565155,34.68948819085664,41.625651896202356,69.67290363937701,35.24416593074484,39.16843795555708,54.38748977704775,25.0
156,30.938266240307644,46.31334777315468,52.25072705264783,43.42439068331475,57.72431792826046,21.447836702137952,36.68660711679943,25.0
157,41.99815178275868,27.91879630672404,41.82345363708273,47.107089367456254,42.015323727119934,33.192295449958856,66.91214855756326,25.0
158,27.653238058559076,46.16889262716472,46.17325185429447,43.45707998775903,65.84886564964552,30.375132846576555,63.673182886358745,25.0
159,40.69393926722545,40.83540635978676,45.978801368278475,51.75999973875886,50.810320366798564,27.65844860765326,53.73015680250498,25.0
160,63.942088305454504,51.07108924983726,51.859762458130135,29.061702189561288,32.39833643126917,42.63309787617507,25.67458479796964,25.0
161,25.44510531876587,81.24734511254088,70.54898904858463,64.65482185853239,70.12683920531877,27.016795290624152,31.914899137106435,25.0
162,54.76189565520662,52.40649296022461,27.06125893739045,73.14840635860782,43.9381138193836,54.64235441929201,46.54894685155783,25.0
163,70.59875509042246,43.342326861611106,62.46924606517582,66.52799982687374,36.111436475490535,64.97347935350672,45.30422901567461,25.0
164,39.589399926448436,45.18372338340274,52.90658791613735,43.98106239967627,67.84666044291653,44.08685938386778,31.72165555579981,25.0
165,61.200121374054284,63.449702656108826,44.22606485803002,50.165824760637456,52.83139106238595,51.90159341184831,49.03751380282546,25.0
166,36.5445364322062,54.32962269957386,57.76522367622677,57.51705231986429,63.35200817434761,34.32421714076273,49.14466335429254,25.0
167,24.59398220253633,56.41607158468657,52.53270221415037,36.50054837075642,62.87422548571432,21.99741721935895,63.98547973820973,25.0
168,46.937691190851275,53.69477685580331,58.609425137656025,33.3521798598552,65.13376514732578,54.405703150961465,53.62331642981295,25.0
169,39.596657914985904,43.56819981218926,42.45443928189604,48.476606965689264,58.40770866853626,49.620101060029924,26.73451317362079,25.0
170,47.79052936862171,55.5906604023874,45.909092486702455,38.274087536913804,60.65482477887461,40.02369860027489,47.22561442716783,25.0
171,32.258537229634946,50.06920834446069,41.931715430432114,47.056234725950404,74.05147885671255,39.79876194981732,38.15587396689457,25.0
172,68.17748118154245,48.4182649774545,34.893150107962015,43.33126602057134,59.88766184102478,37.53274322596404,63.7853663278963,25.0
173,63.595540267742564,42.446860625025266,52.40784771304614,32.36054996556181,57.274336403447656,45.20914569535898,56.833783367573595,25.0
174,40.42400076389231,52.623530065521315,50.38696917576293,49.10415625949231,53.17965857164383,52.185301742323674,44.5180897310436,25.0
175,31.253675316489584,70.35725145861485,45.97216886790387,28.45213167785691,44.61204512798558,43.54889697359761,42.34593454131809,25.0
176,35.82304657869963,52.089256790745175,60.116326624693215,32.663733353198296,55.598718640001394,36.316625755435034,62.43386703960731,25.0
177,57.683999633895226,34.249043460091826,43.215267631532555,51.14822871937868,46.390300401895615,51.32747683878728,41.39776935829326,25.0
178,48.55574207097205,68.34833367706504,38.903203546336506,64.2391379589473,51.75351043710938,49.053189551652025,53.684883344172306,25.0
179,47.31387627920802,39.51457563910986,40.21156232645478,74.87186550322654,64.44797055137711,51.13842899251591,29.51937691943561,25.0
180,34.33281979763096,66.4057928759701,59.35968392929172,45.719376984007766,43.47376296894115,37.696939938158,53.324763258201166,25.0
181,37.49963847057728,53.96936157625611,46.26269153145395,39.08573265947916,38.56722109294595,36.23066128419438,66.22475479154525,25.0
182,40.275822030668095,41.55124825709218,69.82460819054758,60.961047425174264,49.00137662971019,32.14915747693361,64.42915166058184,25.0
183,37.376583973759445,42.500779423430075,63.68721853307899,51.65011291809975,41.961939430318495,49.097611507406256,41.28536276175251,25.0
184,69.42150774680016,39.778083525262595,75.21273349085281,62.70402794418361,61.1405730441461,45.628250563425915,33.85790756025374,25.0
185,35.4790413547131,38.97162087467007,46.99017659793808,47.45752037852803,37.42329520131034,34.23829644748612,35.52944203037836,25.0
186,33.2602836130122,57.014621239548966,31.162742176189283,63.82269497412104,57.375970023652755,38.32450298854007,52.363626226083824,25.0
187,53.51176559158978,49.415782559945534,75.84487974292132,62.03434397943981,60.2970823713229,19.915793752227415,67.12597465066048,25.0
188,55.90639991050565,34.01822351687685,46.592268015811136,35.282441238566484,28.888950327541266,32.74445611870922,29.185761924699133,25.0
189,43.403963860012595,54.548223702259456,27.759949617550856,43.73764233220957,58.50411861730887,28.79148782796869,28.254621410741827,25.0
190,50.87683781903644,54.994347690662735,45.553201269685346,42.46418689632772,36.36599495824206,45.527052794982005,23.67410843553894,25.0
191,44.51936569094927,46.19102707115616,54.33484233130786,58.24224009580149,60.136224467151784,43.28734478159405,62.448323413119596,25.0
192,55.70493910584916,41.29699120303846,40.4851360074069,63.84032163727207,40.500740760889926,47.4410986092734,48.48427660388828,25.0
193,35.80432383320304,69.7813497271096,60.10410337984861,49.84768986955418,42.281536509958535,39.37098946837693,63.981245457328974,25.0
194,41.83520081069022,66.5728868182872,42.31401012991853,33.78365262390894,38.52347695763609,51.356199771769525,33.185321827461706,25.0
195,46.33209794651198,59.267101605097835,48.022981115209014,46.58328900150016,51.873669949193975,44.9031683179308,62.84273232568354,25.0
196,37.8208783142984,31.601636356601716,42.85383270802114,45.802140242353595,47.31036635970615,25.77459685088661,58.29286749531447,25.0
197,37.03657182672819,44.30690127146656,54.338765451958146,12.476182197535492,51.788787984346165,48.17752125951478,66.80116819610544,25.0
198,49.252560648939,38.930423550207045,67.69775287849491,41.2779773714438,64.27364660221151,46.308020664896524,54.12601077471525,25.0
199,31.898856641032793,61.250481894747566,55.20601204252671,54.08859558283758,40.906082448508414,30.768977393394525,50.40736257503814,25.0
200,55.77480454106662,54.1847275249696,44.321467191764164,52.05576110146601,56.32384863947091,46.7685703020444,46.09213506789778,25.0
201,49.81130713648666,48.21072624845801,27.2850626191889,49.332990110540514,62.74929616440294,46.655967363813716,41.25413932593814,25.0
202,52.756011545544055,57.7408649689325,65.36007737975194,40.423793009022816,52.65239785240558,59.70247326855884,37.65303923569282,25.0
203,53.38561674009349,47.83971789540423,51.539094490353946,63.95156701927706,63.79521010507607,46.172054917241894,41.44824604586364,25.0
204,35.133505165996176,71.13538671831715,36.3807982225214,47.66846701373729,53.52526480816696,40.75115222558691,57.5477327973803,25.0
205,37.52927832516769,43.95780747038679,59.04246697483317,45.71163964787016,53.89276509373493,49.10255785015606,26.76120442780712,25.0
206,45.06042831644658,58.28055973256305,52.38260395735122,44.67836974091035,26.679039315536784,52.55648747154536,42.166248678094306,25.0
207,49.09534337044402,50.906152103384215,65.04001436687885,59.319965314470366,65.93459582138118,24.83238675135435,64.00889202345725,25.0
208,49.01604146369985,53.980743154905845,59.055654759723275,51.522170103039166,41.782839873422695,42.523297264418154,56.0186648295269,25.0
209,59.15526971610972,46.9051939259314,25.205675060691743,54.633970954603534,52.099418986638454,32.68204910735658,36.30820548565979,25.0
210,39.65007059967311,59.12299336792307,44.317139597357276,72.57777730600489,42.29289556717634,36.297694349165724,42.2322827478205,25.0
211,44.5469761675579,50.56118458553315,46.18280279728066,67.02896795227966,49.519279299454624,31.606912397903084,69.94997160791566,25.0
212,22.332202655735173,31.735373283212247,52.02456098726204,62.02882057165824,52.68586758604194,22.044141823719404,49.501712822600325,25.0
213,35.8490220432919,34.13961461301467,49.57105523011454,37.95138426839179,10.602932334971985,49.29631943208637,83.06643496203637,25.0
214,29.11952312818785,42.66841616249669,41.053391430103986,46.833750583841365,41.00527907136743,23.573029646517618,66.0506143247813,25.0
215,31.38138980121184,62.880064134162005,30.25263203310694,34.59229692489227,52.01034344261363,45.49052204042601,41.037820483252176,25.0
216,49.209134900630715,20.605665198812268,47.641755957879504,35.22267158569653,74.78538909315394,49.517468969947565,50.571453746029036,25.0
217,72.64615513616783,47.730052263189776,36.133558744413335,49.097710717347155,42.88994646411457,51.60676814426995,50.781210468419204,25.0
218,27.666759716251253,58.183387351614485,61.81528467926755,35.800917461000104,69.7202760460496,18.915730504718155,40.37867943354534,25.0
219,47.80847138950382,49.67097083996293,38.81639341423792,54.68950303337675,35.709960399112816,51.51438958269568,65.39813896014735,25.0
220,68.04213676155969,41.061808057974666,36.10980843535547,46.80918919024248,43.296772151497,57.23449450149637,49.16572879136158,25.0
221,53.60276199464979,60.85871067795101,17.617486894204657,55.94419595572408,32.530894892879225,36.48640873405661,65.29758866143507,25.0
222,53.36684683392693,58.1948437565932,29.126463147580044,39.1127296342754,32.21596308346614,43.20916469653025,49.70889869917453,25.0
