unit_id,HarvestBiomass,GillHistologyScore,do_set_WaterpH
179,7.024946074831762,9.452500177810839,30.0
180,-3.987104228692883,1.5651270980331873,30.0
181,5.184403694716474,15.231764508727824,30.0
182,10.275957351750879,23.654664571758104,30.0
183,7.9001782238255185,15.744382098185502,30.0
184,2.123545935029891,4.898992335633273,30.0
185,10.949386623919159,22.14602690677581,30.0
186,0.4943622254501632,27.902780148643593,30.0
187,-11.833006203741604,22.544314380473335,30.0
188,-12.504736935822406,39.20556387744407,30.0
189,19.580988024764373,28.598334293330765,30.0
190,6.538679777161934,11.586317317571142,30.0
191,2.5919795035128645,39.06731117435175,30.0
192,16.548856508700585,9.118637125772397,30.0
193,-18.318286179224586,68.36847431888474,30.0
194,3.8444119016500484,28.63850925993613,30.0
195,-5.49372083141828,34.493104603651105,30.0
196,16.430621350301127,14.782315097540499,30.0
197,13.4392379411373,18.68032789509444,30.0
198,9.798589316709322,19.61317874792724,30.0
199,7.674437005862327,13.313001969179595,30.0
200,9.510120040543852,16.058988166494974,30.0
201,14.674193255953934,9.20559759303007,30.0
202,1.6697820796437304,14.597284463524241,30.0
203,-4.88717626813779,30.449495378892745,30.0
204,10.546402025276446,6.360260887505184,30.0
205,-4.683103318902001,25.49774136421683,30.0
206,18.684300711398667,-2.799207137768839,30.0
207,-8.062844816544613,41.84738968347723,30.0
208,15.327622987527143,6.57745864635866,30.0
209,11.195848849023097,1.1463780064359987,30.0
210,10.045353008619113,11.111306303267217,30.0
211,-10.153086352226218,40.27478945963986,30.0
212,14.163921403137957,-11.514685693347099,30.0
213,4.333330221709546,6.160422572199378,30.0
214,12.231189269128695,-2.063563054859605,30.0
215,-6.662905316188967,22.848399373174804,30.0
216,-9.147002351624234,28.433822973340835,30.0
217,6.269951183312312,1.5587521665695103,30.0
218,9.353370711139839,4.413203756650873,30.0
219,4.235110447597904,11.747308919205917,30.0
220,6.859715609316386,25.876779820572857,30.0
221,15.7961487879695,15.900841391237101,30.0
222,3.109363524082219,41.842629975134706,30.0
223,11.360248307711734,14.78496857070764,30.0
224,9.766313353182749,31.03969025413041,30.0
225,5.322935430640985,28.948231573313972,30.0
226,13.713623736636283,22.267261217642805,30.0
227,8.421455885314248,15.570236300058689,30.0
228,-18.09241635896398,28.2478842453602,30.0
229,8.85786335546522,26.411832150222693,30.0
230,-0.396169876871574,19.108711477513,30.0
231,5.303525830376904,12.927975001437858,30.0
232,7.389506933967533,13.449748710405084,30.0
233,8.483309802548918,19.953030501104458,30.0
234,-12.663064485443234,26.10804600835759,30.0
235,7.191935788876115,13.928357524979178,30.0
236,11.166195024515012,34.0942085984823,30.0
237,9.61825164290275,24.357911854964776,30.0
238,3.7319673613181115,5.680075158714786,30.0
239,14.431984124408993,12.006990682825613,30.0
240,2.483356668951324,9.388594926027148,30.0
241,15.325126574452273,2.774692315243521,30.0
242,7.0170477397232816,-13.744000575394466,30.0
243,4.003106606529766,-3.997150720527342,30.0
244,-1.8431403151793053,3.1663289027781722,30.0
245,14.221695150812955,18.87389809438662,30.0
246,-5.768782067298933,32.55731026220352,30.0
247,12.363776876922197,22.72711069945791,30.0
248,6.251555310678546,17.160422723367088,30.0
249,5.20698385751688,39.913130402221555,30.0
250,-3.937393715692348,43.77098764461637,30.0
251,6.561825849259353,13.86355279327171,30.0
252,10.194427421034916,3.3839285347398382,30.0
253,9.842050222031869,27.20165986944985,30.0
254,9.788084784951812,17.21014999082139,30.0
255,13.078832004834366,6.651476953492736,30.0
256,10.772464502229875,5.142297763663212,30.0
257,4.820031710574117,5.734626824314774,30.0
258,8.06548875854404,-3.611582924033492,30.0
259,2.848558639144529,7.130282014497997,30.0
260,-21.1871278599773,57.5377601491437,30.0
261,9.940143663769494,32.341024503887134,30.0
262,2.8265431674544175,21.36495207828075,30.0
263,13.939315094791866,40.191706018680414,30.0
264,8.027105627386911,21.110057623897646,30.0
265,16.963958077960317,11.982274540472606,30.0
266,11.891727263141302,16.147437340531425,30.0
267,8.969503366274125,17.297724477506023,30.0
268,7.277787174828333,31.952395408588906,30.0
269,6.468205068759409,8.126570925170387,30.0
270,6.000916215258817,21.478227698822312,30.0
271,8.231424816602384,15.081912729995711,30.0
272,12.540825680267499,20.606566647639458,30.0
273,15.455062345591475,1.4633973667065838,30.0
274,3.794510290629491,3.083136137110902,30.0
275,9.210771685842717,7.924261681904376,30.0
276,13.681061831667643,19.628116809872637,30.0
277,8.710233635000916,29.406895570442842,30.0
278,-1.0388040599486454,-8.162834674844907,30.0
279,5.7858777367225365,23.23349235179323,30.0
280,23.960536467325795,35.287526512220225,30.0
281,17.779385623975937,1.2932121571107569,30.0
282,6.572172904915153,2.7109529344797796,30.0
283,8.430178776026958,4.614990928879206,30.0
284,15.17439245550464,-2.8379370402322657,30.0
285,8.138732260378069,19.707979356181674,30.0
286,9.310585469035939,6.609219170869272,30.0
287,10.590638145547455,22.512231554042103,30.0
288,11.703410891265603,20.480802333063536,30.0
289,13.787243869370924,-2.5391946490771247,30.0
290,15.427589271242068,15.231189758812727,30.0
291,1.3039312860612418,34.11020009807056,30.0
292,11.754454722300443,19.19336448383649,30.0
293,-0.12301663836164467,4.161277082537836,30.0
294,-8.775440247849694,60.0005007321347,30.0
295,10.158178552997272,29.038040978804446,30.0
296,0.7147626904991995,2.777860994508554,30.0
297,4.690751518121612,15.728751576309788,30.0
298,14.419652990301076,20.79379167992831,30.0
299,9.850570366761364,16.59068953532318,30.0
300,11.40439385016177,25.719007013620164,30.0
301,16.20442992018206,13.446928731794536,30.0
302,7.580822605745631,18.949377500004687,30.0
303,8.709429337850246,34.4911126562325,30.0
304,12.243666362966497,17.509065560676156,30.0
305,7.7429164985278405,21.001589520702794,30.0
306,6.853372216718842,17.388408435571,30.0
307,10.591481859139316,1.1233640020105113,30.0
308,3.7143426156011676,12.551554464273034,30.0
309,12.137241073078801,17.75605301800212,30.0
310,5.146022628998602,24.510982499985055,30.0
311,8.286328786170682,6.330690621563709,30.0
312,10.957708909958331,9.082649379286504,30.0
313,9.088297172333563,25.078187963350132,30.0
314,9.89886396484398,10.705720767168609,30.0
315,9.068765303529041,10.067321905601089,30.0
316,-5.484216205076349,4.044524106774698,30.0
317,12.237102373698079,0.10790447407546289,30.0
318,9.512387233035653,-7.849964043644839,30.0
319,5.926945775553091,-11.723174499692544,30.0
320,8.571044147273536,1.6714099905787556,30.0
321,7.958167302901737,9.60274426935201,30.0
322,-6.656486870702498,31.97196406356268,30.0
323,2.5592149527614465,31.104120102248622,30.0
324,10.873808391711357,17.354661921426775,30.0
325,12.479383525027341,18.168438341905617,30.0
326,12.379832865556809,31.114258139158487,30.0
327,4.559579641595002,19.26143266711138,30.0
328,8.981683434279622,19.460333439511132,30.0
329,-8.114572048348073,16.44310277640512,30.0
330,12.845279480757803,19.936796943814507,30.0
331,13.974497388378822,1.4088713442817937,30.0
332,12.23102635785201,13.339890081640128,30.0
333,8.471837127305509,30.291914170682283,30.0
334,7.867056458012603,13.02657106822935,30.0
335,8.484387347881974,11.993169723537676,30.0
336,8.288397379085612,7.251694684376049,30.0
337,10.857106261902882,5.011148956227151,30.0
338,13.12282563472066,-10.762886002881942,30.0
339,6.456043597848625,-9.62702830098749,30.0
340,12.929841765209863,-15.06498333045857,30.0
341,17.30640651628773,19.437885128941346,30.0
342,-4.200394519100967,48.79778467102942,30.0
343,17.502361546000365,20.101495003088765,30.0
344,-3.943557793829658,25.469905339143423,30.0
345,-6.596010539773769,54.917067135177476,30.0
346,18.280614858569407,30.554254532379005,30.0
347,16.18228847051161,-3.340486338223915,30.0
348,7.477478671386319,20.54957830173933,30.0
349,7.592015663725927,20.008646630604574,30.0
350,8.096444648185294,9.026474229411733,30.0
351,10.358362354743141,28.093495296786482,30.0
352,5.701012900347783,6.007984711467801,30.0
353,15.481114340229723,17.125707634523792,30.0
354,10.344807056597102,4.319997666742836,30.0
355,15.05938718173875,-7.9976661005231815,30.0
356,7.586208554622728,-0.4335364237057231,30.0
357,6.787641860827041,16.52529950375815,30.0
358,5.5362537247354116,14.657785065544523,30.0
359,14.40882100174161,18.00708507304975,30.0
360,14.417645627857343,26.727246375208843,30.0
361,13.657343213576851,0.5389139163048533,30.0
362,2.9388323362002433,32.89483501836894,30.0
363,11.415331703210674,10.082176392333803,30.0
364,8.206346154645582,5.528122616324033,30.0
365,11.26432715557274,10.62443656470423,30.0
366,10.07926014282915,2.9526520534787597,30.0
367,6.521244037221089,11.597772265683354,30.0
368,8.221694823275016,19.620728100033507,30.0
369,15.146781857156414,26.656376974663367,30.0
370,13.194460571043221,25.13766507306823,30.0
371,4.108835844991787,-6.009966008207556,30.0
372,13.510173227135297,27.07521142376044,30.0
373,2.963999532211381,14.111357637741953,30.0
374,14.483561904925754,3.700190129649002,30.0
375,4.790336619192114,15.232207674350773,30.0
376,16.177753723826783,-6.509469308162203,30.0
377,15.995575107727024,-12.522943153992152,30.0
378,14.121972663354612,-3.4218286400891387,30.0
379,9.100399817027887,-7.992957589679129,30.0
380,-12.979504973440957,43.995195110140635,30.0
381,-10.667809003901,20.190667160795364,30.0
382,-10.090278774890479,33.29977208097859,30.0
383,1.9606953883530795,13.876165361899504,30.0
384,17.984450679541922,15.66787537838454,30.0
385,10.787860007689982,4.759346971420902,30.0
386,13.294768242992145,40.040844232800694,30.0
387,6.20237850120996,15.846649917756041,30.0
388,14.061735319068177,24.085372990650185,30.0
389,-5.285266489534159,30.32218825957159,30.0
390,15.122646079337025,13.55989965510157,30.0
391,15.195462249553364,22.600855611998547,30.0
392,11.352567626540809,11.37635621960423,30.0
393,17.782268336788796,10.142818331465895,30.0
394,6.874496514799928,12.086594970681167,30.0
395,11.240102245277885,21.021239413821178,30.0
396,0.26433500275213584,-7.250682271535062,30.0
397,13.89552883046708,13.35935383720522,30.0
398,12.274148388955433,11.2418894800246,30.0
399,-3.395377692417383,6.85875036774899,30.0
