unit_id,HarvestBiomass,GillHistologyScore,do_set_WaterTempAqua,do_StockingDensity
63,-27.68940011009583,45.35635356083044,5.0,90.0
64,-27.517439940246742,50.45284392861754,5.0,90.0
65,-22.64463435887805,22.652333603695986,5.0,90.0
66,-14.47249410134531,37.83545153832885,5.0,90.0
67,-30.962802525188238,59.37143217395281,5.0,90.0
68,-23.963330165136906,43.95779785444556,5.0,90.0
69,-24.064720728081316,34.75617943607653,5.0,90.0
70,-31.196833881185434,61.38156167093642,5.0,90.0
71,-3.68388558424269,41.85771108961191,5.0,90.0
72,-22.508715625679116,39.07687903965791,5.0,90.0
73,-29.257104176699105,47.22559107208017,5.0,90.0
74,-15.011003806906901,50.90106431659314,5.0,90.0
75,-18.974924600391624,55.70100400215246,5.0,90.0
76,-20.725954432206084,48.98724846861558,5.0,90.0
77,-21.108925541103936,42.90625948951452,5.0,90.0
78,-1.3952524956381325,22.821651889911493,5.0,90.0
79,-31.608140582447124,47.105862708745,5.0,90.0
80,-14.893093872400474,47.0701089969755,5.0,90.0
81,-14.970687093192375,29.903126530630935,5.0,90.0
82,-19.813797354878854,45.58486926013078,5.0,90.0
83,-31.23117006387097,65.7811497181494,5.0,90.0
84,-16.122254512960858,30.725997316511144,5.0,90.0
85,-18.166568351550367,50.529542833839145,5.0,90.0
86,-23.574019808141987,44.81452692148014,5.0,90.0
87,-25.248324718115033,37.98504722360074,5.0,90.0
88,-32.70181243008162,47.59507557709347,5.0,90.0
89,-22.00919974791188,55.99433037925291,5.0,90.0
90,-29.092007699641925,26.91173410849039,5.0,90.0
91,-18.239093903666397,58.54457776503178,5.0,90.0
92,-9.411926101445102,42.219541979146754,5.0,90.0
93,-5.402221222653633,11.029596785524006,5.0,90.0
94,-26.464541615475294,50.34884016896042,5.0,90.0
95,-23.344350138888753,46.58167793084468,5.0,90.0
96,-10.705677852886085,18.108199254870293,5.0,90.0
97,-27.55822385018854,28.29035946621932,5.0,90.0
98,-25.360205332490057,67.08712345579724,5.0,90.0
99,-24.519140110364877,60.33996644424064,5.0,90.0
100,-21.17424119991788,25.458001008315968,5.0,90.0
101,-7.809625774584804,45.04856430481245,5.0,90.0
102,-21.51957133294641,64.53534852424619,5.0,90.0
103,-22.66964926737337,42.0021194095601,5.0,90.0
104,-17.27453796956092,30.6964132669436,5.0,90.0
105,-23.05275455727218,55.41758306100168,5.0,90.0
106,1.3155222583264994,17.753927905013892,5.0,90.0
107,-29.293161705665003,46.440601321215,5.0,90.0
108,-28.993810140858592,80.42416538962212,5.0,90.0
109,-17.942436446026683,45.604498961075436,5.0,90.0
110,-30.70491265157373,67.47765887531415,5.0,90.0
111,-13.438691483736042,48.339921623536085,5.0,90.0
112,-19.895080453947454,46.17059076583255,5.0,90.0
113,-24.17893064189365,49.294549784810464,5.0,90.0
114,-23.97339688294483,54.39328187278308,5.0,90.0
115,11.112743787922254,8.704296519590278,5.0,90.0
116,-19.09338526842441,61.69507913595728,5.0,90.0
117,-23.756340752688615,55.9753657146796,5.0,90.0
118,-28.423086636196476,58.59491570151611,5.0,90.0
119,-32.38914296000411,35.21023906282489,5.0,90.0
120,-26.07853235984215,37.616564141340604,5.0,90.0
121,-0.5656869220270013,42.3260752748737,5.0,90.0
122,-6.650427647797541,36.99793195878771,5.0,90.0
123,-10.926611411777275,48.91349535115502,5.0,90.0
124,2.310791197096302,8.374520001212439,5.0,90.0
125,7.616408763191442,26.595375771052097,5.0,90.0
126,-23.01990017878675,57.74155943200777,5.0,90.0
127,-15.043329145933434,38.57383831856975,5.0,90.0
128,-26.040442896165313,47.01510747464478,5.0,90.0
129,-22.32862121236394,40.91015754786724,5.0,90.0
130,-19.221512508700698,49.62526107263036,5.0,90.0
131,-27.621556214679494,44.04886191100364,5.0,90.0
132,-28.25101901439324,57.27983505836132,5.0,90.0
133,-19.283127437933548,24.588940334706756,5.0,90.0
134,-40.198318257983956,53.0278434542831,5.0,90.0
135,-27.065951637441216,40.677513848688875,5.0,90.0
136,-22.953520198057063,37.05789291306736,5.0,90.0
137,-2.9417916225782346,41.79563529754188,5.0,90.0
138,-16.34119769617296,60.21515212580508,5.0,90.0
139,-30.5464055205705,59.62003914619527,5.0,90.0
140,-26.77124838065279,32.25265554444047,5.0,90.0
141,-16.288524558673128,50.4780882529202,5.0,90.0
142,-21.613225395453927,50.36096366398843,5.0,90.0
143,6.464951858730706,18.69954383992506,5.0,90.0
144,-14.229503141634936,35.04358801074784,5.0,90.0
145,-25.164730743765073,37.45405062252912,5.0,90.0
146,-15.852890009274255,42.5711160256208,5.0,90.0
147,-31.388933540505825,53.368705563163516,5.0,90.0
148,-35.33480728334271,58.52106765404607,5.0,90.0
149,-15.469183466565466,42.76489879365659,5.0,90.0
150,-25.007019847468317,51.82618877475178,5.0,90.0
151,-27.087012476082645,71.3264340220073,5.0,90.0
152,-28.588713935816216,55.295370646016984,5.0,90.0
153,-19.650223346818073,52.27738722914718,5.0,90.0
154,-23.234058405159345,55.223877802846594,5.0,90.0
155,-24.733005402269633,51.30104837283511,5.0,90.0
156,-17.387304446736373,57.100158940774335,5.0,90.0
157,-24.899406301136995,51.185148445224236,5.0,90.0
158,-20.019365129948444,44.77588298678336,5.0,90.0
159,-26.382622608398922,56.31156433510192,5.0,90.0
160,-25.146658988988793,40.98440660027602,5.0,90.0
161,-30.81716863149081,38.23665150549397,5.0,90.0
162,-6.536711642067501,33.108009412869684,5.0,90.0
163,-26.021391501510866,37.418026442465035,5.0,90.0
164,-20.43806108626403,41.02863344000359,5.0,90.0
165,-13.912614520570205,68.22479382610999,5.0,90.0
166,-7.774906000481716,14.07120288086643,5.0,90.0
167,-18.527666550888455,26.887496859918905,5.0,90.0
168,-30.291184201741743,61.34977776102709,5.0,90.0
169,-25.372466904788524,30.88576304798877,5.0,90.0
170,-16.412318975407533,21.628151904188037,5.0,90.0
171,-10.464040695522081,28.589664928910523,5.0,90.0
172,-32.774858404791225,55.90918931296548,5.0,90.0
173,-21.369761762736005,60.15151469389529,5.0,90.0
174,-17.13888435460094,25.125464950295108,5.0,90.0
175,-7.526796719467441,15.78439545405913,5.0,90.0
176,-25.40119261868402,47.08112824453759,5.0,90.0
177,-31.2307520063118,53.163042505281396,5.0,90.0
178,-31.443424583821937,49.07806773765031,5.0,90.0
179,-17.03543017664976,46.111253347869344,5.0,90.0
180,-18.222268879745425,65.90523471189877,5.0,90.0
181,-25.089738602036096,68.96115763223092,5.0,90.0
182,-16.280189202939695,41.07235420790606,5.0,90.0
183,-12.522113448316443,36.463683991851624,5.0,90.0
184,-25.22509990122513,38.56608830320541,5.0,90.0
185,-22.134207700615228,57.71421698705144,5.0,90.0
186,-31.116232916395376,45.255058190998795,5.0,90.0
187,-20.572725340742668,45.524008413468415,5.0,90.0
188,-19.26661385573081,56.10382634646848,5.0,90.0
189,-25.308219309339737,59.094248580669046,5.0,90.0
190,-32.14194008530683,64.42315092284852,5.0,90.0
191,-22.06389848173114,55.97925277506196,5.0,90.0
192,-0.5471861503210251,5.17982313681501,5.0,90.0
193,-27.36547965942838,43.008493192767446,5.0,90.0
194,-12.054698191395074,23.601677676096866,5.0,90.0
195,-32.32484502271082,47.287457161530945,5.0,90.0
196,-17.46565956052089,33.75855660567404,5.0,90.0
197,-6.793029768695388,34.03300869086912,5.0,90.0
198,-22.414119660187303,54.04640521584357,5.0,90.0
199,-18.449336973127583,46.081944084348905,5.0,90.0
200,-33.68250750708194,56.3372606491052,5.0,90.0
201,-21.913331933200094,67.16437203439496,5.0,90.0
202,-24.070627118013306,53.192120713750946,5.0,90.0
203,16.161356155580012,8.308327287680148,5.0,90.0
204,-25.23646859553871,50.08968893886763,5.0,90.0
205,-14.716445669370179,40.372255399312884,5.0,90.0
206,-15.541643069708995,40.2096533158834,5.0,90.0
207,-24.95805844928117,43.12634773717094,5.0,90.0
208,-14.196166983857754,48.86736746359482,5.0,90.0
209,-19.976298791156093,28.528017938726407,5.0,90.0
210,-26.467862014892887,49.619217937807726,5.0,90.0
211,-24.503716123736115,44.92312948108235,5.0,90.0
212,-25.413466453301076,45.334713865026,5.0,90.0
213,-39.7240207103991,36.47562868635545,5.0,90.0
214,-10.181444035860201,25.43944306129313,5.0,90.0
215,0.17436436395455568,29.94075836636532,5.0,90.0
216,-16.804220014717004,55.14132504372878,5.0,90.0
217,-18.247989011921064,44.38494373310082,5.0,90.0
218,-19.480633854556423,28.36771391328991,5.0,90.0
219,-25.765476391840842,43.128709965405264,5.0,90.0
220,-16.23954992847154,40.59446842365732,5.0,90.0
221,-21.929454963532322,45.8839679269222,5.0,90.0
222,-26.05178588022621,47.756731212430765,5.0,90.0
223,-13.561628381105422,34.63810042218365,5.0,90.0
224,-13.43783262597991,44.465380257461106,5.0,90.0
225,-20.36033016991439,57.53114711847629,5.0,90.0
226,-16.300245111807456,53.57303875997004,5.0,90.0
227,-30.56225210303391,47.700890470399784,5.0,90.0
228,-24.645015279331048,42.28623469986501,5.0,90.0
229,-17.770732816707348,30.152692222116883,5.0,90.0
230,-16.74498432190028,34.07364142396983,5.0,90.0
231,-29.348776223696547,76.50165024071245,5.0,90.0
232,-10.044566471787096,33.9080875295043,5.0,90.0
233,-25.711579368037906,60.41810035059418,5.0,90.0
234,-28.1913488875341,66.90162177506593,5.0,90.0
235,-22.907571975036483,47.52051491690527,5.0,90.0
236,-14.86117519519475,57.8449003633147,5.0,90.0
237,-7.249709266904095,67.60707683227145,5.0,90.0
238,-25.979411475481978,42.78709479671248,5.0,90.0
239,-20.113708903038702,40.16776181948005,5.0,90.0
240,-29.814947984586418,45.553760646800676,5.0,90.0
241,-22.805348040143656,50.963755332885135,5.0,90.0
242,3.150382241462438,28.115492206783383,5.0,90.0
243,-14.307187369914296,48.91491791140826,5.0,90.0
244,-17.462465226809286,40.09811151319417,5.0,90.0
245,-24.353858553734103,29.286642844856846,5.0,90.0
246,-21.033474949969023,41.88627688184284,5.0,90.0
247,-16.13150320100863,39.77595060472154,5.0,90.0
248,-14.933775934694555,49.94911767489562,5.0,90.0
249,-30.54648724629317,44.713714784084324,5.0,90.0
250,-24.310953593947183,37.85597100579639,5.0,90.0
251,-19.06625045645543,32.14226143709576,5.0,90.0
252,-22.317366458666434,68.20429794991699,5.0,90.0
253,-19.27182868387627,47.59630665461704,5.0,90.0
254,-25.51050546422667,60.422614310080505,5.0,90.0
255,-19.653264995792615,58.010672737178275,5.0,90.0
256,-34.29844970097303,50.82976232196039,5.0,90.0
257,-20.958221160779587,57.25461317746456,5.0,90.0
258,-26.271100153646813,66.8155133268353,5.0,90.0
259,-12.243591801555018,44.08275169034067,5.0,90.0
260,-26.693393499346833,82.38063431784279,5.0,90.0
261,-23.07491657204426,55.79518698027056,5.0,90.0
262,-19.85984355359538,63.98617850571663,5.0,90.0
263,1.1825775015824354,7.723253665306537,5.0,90.0
264,-37.45573290090634,52.32959927946712,5.0,90.0
265,-29.69794800914103,49.624601745743334,5.0,90.0
266,-1.1758194923607075,18.045253062913574,5.0,90.0
267,-21.413515348268586,52.11077421627749,5.0,90.0
268,-12.842932940581074,30.60234209825694,5.0,90.0
269,-17.074915781975903,52.919767215897004,5.0,90.0
270,-15.37944991238307,70.54873047084145,5.0,90.0
271,-34.13461472189575,50.614468455020315,5.0,90.0
272,-26.35791239304268,44.23035643127823,5.0,90.0
273,-22.737963480550192,30.49579448038755,5.0,90.0
274,-19.456204457757078,42.0286238621117,5.0,90.0
275,-24.466027725243926,41.0340761153614,5.0,90.0
276,-25.952019454904416,58.13511997428583,5.0,90.0
277,-33.63751494576935,28.76234559780402,5.0,90.0
278,-29.48770652518661,58.21285283867672,5.0,90.0
279,-35.52881777597575,48.88850478493853,5.0,90.0
280,-19.996574388974878,47.32185618927563,5.0,90.0
281,5.00624444057855,22.925167689847147,5.0,90.0
282,-18.796526970604823,68.07757756711028,5.0,90.0
283,-12.562513477070448,59.4927352836686,5.0,90.0
284,9.777447922402361,24.54220948074031,5.0,90.0
285,-22.763072452167535,44.85472122950264,5.0,90.0
286,-20.031479545560472,64.31938492454415,5.0,90.0
287,-21.699152666832568,62.71754510013017,5.0,90.0
288,-17.707677795633117,52.19624726094259,5.0,90.0
289,-12.998219102209864,68.05677236416103,5.0,90.0
290,-25.73305396031049,57.730672005536945,5.0,90.0
291,-33.919998693880906,57.254346942931576,5.0,90.0
292,-2.3969154521521814,31.77921420183292,5.0,90.0
293,10.026021729009637,3.1980460885467874,5.0,90.0
294,-21.292744628989066,48.569568793310424,5.0,90.0
295,-26.82652598609615,47.69958336737649,5.0,90.0
296,-26.593808427745806,55.38348479746078,5.0,90.0
297,-25.998064809102008,59.22375875875998,5.0,90.0
298,-23.372085762192697,53.948668634540674,5.0,90.0
299,-11.45800648967037,30.810862385863135,5.0,90.0
300,-7.49903439842773,41.1498129817577,5.0,90.0
301,-13.206105294102539,35.145981578230135,5.0,90.0
302,-31.114277921843108,47.116465375467044,5.0,90.0
303,-5.053997154682459,41.61050249939035,5.0,90.0
304,-28.32158915007139,48.75063842495431,5.0,90.0
305,-19.047510037925502,34.59850784006356,5.0,90.0
306,-31.51293751508702,43.61137195816137,5.0,90.0
307,5.450963263372311,32.8995395808179,5.0,90.0
308,-14.921662479104553,51.28807585612282,5.0,90.0
309,-14.059352990505745,25.462317915822663,5.0,90.0
310,-12.837686779101833,26.573849997555534,5.0,90.0
311,-33.45736418863599,59.41203347688333,5.0,90.0
312,-31.445178622597822,57.37824520478511,5.0,90.0
313,-29.208990527529227,32.73650293463771,5.0,90.0
314,-9.329695628681026,41.635860240545384,5.0,90.0
315,-28.599110653129173,28.97020560618204,5.0,90.0
316,-18.473979522016336,43.556690806950684,5.0,90.0
317,-2.110494490763615,14.233167751746166,5.0,90.0
318,-24.361974477118316,46.867346910290316,5.0,90.0
319,-28.30428151358665,54.700708022782614,5.0,90.0
320,-12.363479758751193,28.943529198022915,5.0,90.0
321,-25.032615177032255,53.867043268715626,5.0,90.0
322,-20.797629694611746,61.10124153974338,5.0,90.0
323,7.67862895044641,8.803614362115603,5.0,90.0
324,-15.515165634627884,43.52505171495362,5.0,90.0
325,-33.74089663839225,60.56330522470669,5.0,90.0
326,-26.8516031572367,33.572589601417036,5.0,90.0
327,-29.832279039166192,36.94369003041087,5.0,90.0
328,-13.466193562447987,59.30627576720886,5.0,90.0
329,-30.445417039187646,62.80486434786912,5.0,90.0
330,-22.111723685623968,61.61141115721949,5.0,90.0
331,-19.147214569266787,39.41060750311701,5.0,90.0
332,-32.04623851901286,54.19362585672676,5.0,90.0
333,-21.94916980210857,43.48293690997951,5.0,90.0
334,-22.747086240986075,63.88032007433716,5.0,90.0
335,-16.660839578586536,22.62098685744531,5.0,90.0
336,-27.300129342512164,47.23246397175591,5.0,90.0
337,-21.195420010498943,26.065199812697628,5.0,90.0
338,-14.540743794150075,20.585175412281192,5.0,90.0
339,-17.853162895333117,57.75268929439462,5.0,90.0
340,-12.471196157380573,49.280443590045635,5.0,90.0
341,-23.042580668843847,59.25056748173916,5.0,90.0
342,-32.110238081954044,46.89320529297682,5.0,90.0
343,-30.741869329334296,55.147823259037146,5.0,90.0
344,-26.867538271126325,54.85100307539528,5.0,90.0
345,-27.509341843131676,42.61025161498959,5.0,90.0
346,-15.57946012391378,41.85038107206078,5.0,90.0
347,-28.0080180813031,43.22592473904556,5.0,90.0
348,-15.625816927739077,51.00087112902798,5.0,90.0
349,-31.879544026977218,38.773409855602935,5.0,90.0
350,-24.517756742163996,47.99797678127795,5.0,90.0
351,-16.832771265263887,30.978696783560267,5.0,90.0
352,-23.08887481560146,40.62735465232421,5.0,90.0
353,-21.759971528005835,39.430879856653235,5.0,90.0
354,-11.954994121647289,24.361168216264915,5.0,90.0
355,-13.753686651721729,29.418319055004226,5.0,90.0
356,-29.632865651293255,63.59992118539374,5.0,90.0
357,-24.329734542111677,35.446134710300264,5.0,90.0
358,-17.897226745966872,47.75383673392082,5.0,90.0
359,-34.133152528756995,40.09053609989232,5.0,90.0
360,-16.27053334870164,43.55567398689348,5.0,90.0
361,-23.971393992268357,47.14496008251226,5.0,90.0
362,-27.199698591307705,62.74557764205122,5.0,90.0
363,-19.184014836429036,46.56327299344443,5.0,90.0
364,-24.090257241007517,51.05144126625151,5.0,90.0
365,-21.18216186540705,56.658062425736155,5.0,90.0
366,-18.8225052025128,52.527763306789865,5.0,90.0
367,-0.5263985384716103,50.286674812693185,5.0,90.0
368,-21.580837816656935,46.856070716443796,5.0,90.0
369,-30.596300797617328,54.40937073625136,5.0,90.0
370,-20.287647664145684,67.51719725015141,5.0,90.0
371,-18.461427697191013,38.039452115854615,5.0,90.0
372,-32.99857802904464,37.331740910632675,5.0,90.0
373,-32.11875898054545,38.77359041613727,5.0,90.0
374,-23.90074417788358,58.91267340707442,5.0,90.0
375,-27.723197772716134,50.59532162216786,5.0,90.0
376,-22.41514070103532,61.6041096113822,5.0,90.0
377,-15.058843071080119,55.576795046547204,5.0,90.0
378,-5.463942341812044,47.63816992554624,5.0,90.0
379,-30.86910655419547,62.14308389008422,5.0,90.0
380,-33.24566155023649,50.87583948066307,5.0,90.0
381,-27.06884105331421,41.747648771462025,5.0,90.0
382,-35.599684359553194,47.30377066795854,5.0,90.0
383,-27.00186764265382,82.28080879774849,5.0,90.0
384,-8.91458535947087,28.685482001393687,5.0,90.0
385,-10.445906910656527,31.568498254916108,5.0,90.0
386,-3.5237629326864366,27.5734847749247,5.0,90.0
387,-23.06325140255925,69.14749176893841,5.0,90.0
388,-22.500714781909245,68.77589061958035,5.0,90.0
389,-27.166669907919186,43.646174025545896,5.0,90.0
390,-31.50752388890064,52.215467964005214,5.0,90.0
391,-23.29112106141322,64.07367805254206,5.0,90.0
392,-11.942112015720113,42.923416458567424,5.0,90.0
393,-18.740175259736137,55.02786109176214,5.0,90.0
394,-25.15729386311061,77.83426228656688,5.0,90.0
395,-26.830285780587513,56.28297235976656,5.0,90.0
396,-28.82541747907139,50.111320696740364,5.0,90.0
397,-26.593347203455885,31.292698318418385,5.0,90.0
398,-29.171228953129184,59.26794447878642,5.0,90.0
399,-18.54780378639766,47.53666188745933,5.0,90.0
