unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate,do_MaskingAdditive
40,21.08759704970427,77.78678268573574,10.0,70.0
41,6.431788948360378,54.10757687567053,10.0,70.0
42,27.874455150300687,87.87077256072271,10.0,70.0
43,5.3333185757718375,57.81263852289156,10.0,70.0
44,32.00222222867625,75.5738100604764,10.0,70.0
45,21.57532179918265,81.5351610960657,10.0,70.0
46,25.131810793672145,82.83693267453863,10.0,70.0
47,23.362401300674435,73.04721558867249,10.0,70.0
48,22.593472424214724,83.3762030107541,10.0,70.0
49,39.9038000150028,95.50304201051647,10.0,70.0
50,40.97956125053484,87.35942954669474,10.0,70.0
51,13.327764598836001,52.63649974624128,10.0,70.0
52,16.172406571647144,70.58667079573738,10.0,70.0
53,11.683844298217743,62.3671361619563,10.0,70.0
54,15.860350874879826,69.11336272641326,10.0,70.0
55,41.17442600496616,100.87830284959928,10.0,70.0
56,20.710196474827686,68.65043226454557,10.0,70.0
57,26.821985247426877,70.47193876680119,10.0,70.0
58,24.306457752825576,80.54140485279149,10.0,70.0
59,20.297116954719357,63.96688953331912,10.0,70.0
60,14.886929372518493,75.20959564952867,10.0,70.0
61,28.66714245044057,79.96044896437418,10.0,70.0
62,22.237570278373212,67.14177847741877,10.0,70.0
63,18.755888424217442,67.51224640577134,10.0,70.0
64,20.14587725639296,81.60247767074127,10.0,70.0
65,27.996070066240947,78.43551404036512,10.0,70.0
66,39.351860138653635,95.37975066108895,10.0,70.0
67,14.420241061309657,78.19875217522102,10.0,70.0
68,24.64483159315472,75.24964428842227,10.0,70.0
69,21.889515713577193,65.59999209867021,10.0,70.0
70,13.506588426087708,66.88836964550238,10.0,70.0
71,29.076377438886833,66.00446531508297,10.0,70.0
72,26.66663642593879,80.62026510874747,10.0,70.0
73,16.56810980824823,72.7152894792506,10.0,70.0
74,30.95751899501156,84.62853434754872,10.0,70.0
75,30.05785611912303,80.25509058123583,10.0,70.0
76,28.72818390659759,83.38388833589677,10.0,70.0
77,22.704098784831288,63.163262863646,10.0,70.0
78,26.55477257270494,73.34784340975428,10.0,70.0
79,16.16278817961589,76.44243481801693,10.0,70.0
80,39.69918136101628,96.6528048480468,10.0,70.0
81,36.440801500499894,84.98796744261307,10.0,70.0
82,33.028647461157156,89.97544088696135,10.0,70.0
83,16.061521385400155,80.49464864619074,10.0,70.0
84,32.25990027206847,83.3357155542805,10.0,70.0
85,30.6420337559191,80.81119125348003,10.0,70.0
86,19.883717533246006,64.14406329924297,10.0,70.0
87,22.21193087407953,70.42355209271567,10.0,70.0
88,11.223219274633243,65.40100208365834,10.0,70.0
89,20.61310418582397,59.47881037120824,10.0,70.0
90,19.785589817317984,69.66436388115343,10.0,70.0
91,30.869991072775175,83.91801328588421,10.0,70.0
92,35.06563939508643,74.53410079491562,10.0,70.0
93,31.37127471251777,73.0289587769982,10.0,70.0
94,19.001760715574623,66.89156563183559,10.0,70.0
95,23.631466368030388,71.81037824265593,10.0,70.0
96,25.807662159506595,58.011079716739104,10.0,70.0
97,17.479344528157686,56.96503415018084,10.0,70.0
98,18.88709563589558,69.90957522209531,10.0,70.0
99,23.51518353228543,78.19240083713503,10.0,70.0
100,27.70406141549529,70.65333654339324,10.0,70.0
101,32.28834721382648,75.58703898750285,10.0,70.0
102,25.832632620533715,81.98484563535328,10.0,70.0
103,26.50804980797563,83.63125969632368,10.0,70.0
104,31.54749931224188,76.95270602817858,10.0,70.0
105,26.546766497099007,82.5244373065776,10.0,70.0
106,26.092954573050353,63.194558446716144,10.0,70.0
107,21.040133013205477,84.00917301181698,10.0,70.0
108,15.059458432587846,71.2032914266494,10.0,70.0
109,31.571217842760998,78.30302864949182,10.0,70.0
110,13.575813798958505,72.81885521371926,10.0,70.0
111,33.49312163606152,73.69002933555878,10.0,70.0
112,27.717787531416782,72.55702395115144,10.0,70.0
113,20.086826311116873,64.07083799080617,10.0,70.0
114,24.00549561108912,86.30496286309713,10.0,70.0
115,35.75803894709683,75.58462924177266,10.0,70.0
116,31.98820499791627,90.91672470081734,10.0,70.0
117,24.993420445301933,89.74307553022898,10.0,70.0
118,17.977683423196712,71.87564718289747,10.0,70.0
119,10.778129494197636,52.74765093036647,10.0,70.0
120,19.93287602071186,65.78903579845179,10.0,70.0
121,25.59604712376573,67.21400838458025,10.0,70.0
122,36.203130527317334,84.25006796409706,10.0,70.0
123,41.673423741180535,96.25894198025917,10.0,70.0
124,37.026655006824896,82.74113988491196,10.0,70.0
125,36.11504912183577,76.96464251548093,10.0,70.0
126,27.64724052550609,90.53658477208923,10.0,70.0
127,36.97164036319885,84.83421288383761,10.0,70.0
128,22.498930458431143,77.5262595446306,10.0,70.0
129,20.742219751136744,56.70263381297532,10.0,70.0
130,21.558549598240187,63.58040162851961,10.0,70.0
131,17.89654450370089,64.23392725204687,10.0,70.0
132,19.518343315468442,76.7963898253852,10.0,70.0
133,30.562049450173355,74.3064639496475,10.0,70.0
134,-5.3525715966080165,55.215376474993846,10.0,70.0
135,20.39211151652114,71.7395188391422,10.0,70.0
136,23.768639809076873,65.86215416342276,10.0,70.0
137,42.22330990985011,85.32461225804859,10.0,70.0
138,36.54979656084642,96.33986461272086,10.0,70.0
139,12.13141893618347,67.02977816234288,10.0,70.0
140,20.593551122219974,69.9336019251523,10.0,70.0
141,36.99164078194513,93.17318029095397,10.0,70.0
142,28.312814056898464,83.31806274443424,10.0,70.0
143,43.1916846513547,83.50347542458144,10.0,70.0
144,33.32955901664008,81.66944960877831,10.0,70.0
145,23.158225521477494,74.02760917106971,10.0,70.0
146,33.41414448353015,80.69627689377452,10.0,70.0
147,14.87639805092773,69.59989220405282,10.0,70.0
148,9.79919345167657,69.47596008761927,10.0,70.0
149,31.28654872111203,80.38562337130558,10.0,70.0
150,25.300613836277986,85.02008263380216,10.0,70.0
151,17.346350790850206,71.1295188014552,10.0,70.0
152,21.905512303768962,85.28871300939994,10.0,70.0
153,33.691099639529945,94.83694898114975,10.0,70.0
154,24.879740649075345,76.74758950050247,10.0,70.0
155,24.51336833091825,79.75432802006019,10.0,70.0
156,36.5161193895642,97.66763036729931,10.0,70.0
157,21.23725060590186,78.39242413375898,10.0,70.0
158,24.793616805940356,74.41299460314735,10.0,70.0
159,18.802690655104097,78.15313566058362,10.0,70.0
160,24.041772533692452,75.66610886363843,10.0,70.0
161,14.838062526727706,64.51819773894474,10.0,70.0
162,37.4479474874418,87.06453305352021,10.0,70.0
163,21.47706806001994,68.45654667775781,10.0,70.0
164,32.48967216433409,89.02141909513611,10.0,70.0
165,37.99132696823225,98.45209860910568,10.0,70.0
166,26.32731612185966,56.22161746417324,10.0,70.0
167,25.67811620240228,63.979192933169784,10.0,70.0
168,16.86511528768142,75.46167296608323,10.0,70.0
169,23.192185939546725,75.26041788913474,10.0,70.0
170,30.660840404338177,73.81901835572448,10.0,70.0
171,44.534050377469335,101.9076187332145,10.0,70.0
172,7.413517092043254,68.17681422860619,10.0,70.0
173,25.73073307280908,75.98946948266328,10.0,70.0
174,28.99952782931874,68.61885038987732,10.0,70.0
175,34.804884872054934,80.00230332337327,10.0,70.0
176,16.870854086086347,56.01488710886529,10.0,70.0
177,15.063637525364328,73.02643519140884,10.0,70.0
178,12.656537605288914,60.88864381558433,10.0,70.0
179,24.92230164045763,64.57325368467767,10.0,70.0
180,32.233184807624646,88.61453651646531,10.0,70.0
181,22.928958828760855,81.66604414858831,10.0,70.0
182,26.414940323947384,74.36467673182496,10.0,70.0
183,33.93980567375976,83.75869968490017,10.0,70.0
184,18.745167685007644,56.527597957206716,10.0,70.0
185,22.846719757078016,67.863270422622,10.0,70.0
186,14.56352523862422,66.522033010682,10.0,70.0
187,32.88524699692498,92.25385979613455,10.0,70.0
188,31.53955366982219,87.90675873187035,10.0,70.0
189,22.39613423650779,77.93120943297099,10.0,70.0
190,12.446613109485615,68.88729871699914,10.0,70.0
191,26.885604171405614,80.8784781902897,10.0,70.0
192,37.54907694574328,75.8643962997843,10.0,70.0
193,13.565696553637803,47.493044145690995,10.0,70.0
194,25.557505399663505,61.44641965408197,10.0,70.0
195,5.21000130794308,43.75151614321527,10.0,70.0
196,24.046983449271835,66.75459686366071,10.0,70.0
197,30.731540522500993,69.76958601515481,10.0,70.0
198,33.88469609127023,108.08626431418745,10.0,70.0
199,30.63299601600338,77.92049414004838,10.0,70.0
200,5.137115761638503,61.96657489539392,10.0,70.0
201,28.07603681304899,87.69244993300399,10.0,70.0
202,19.379255213971632,61.203210863688746,10.0,70.0
203,44.01324910256235,91.54084121347604,10.0,70.0
204,21.441306712041282,69.91977134746192,10.0,70.0
205,34.81948049568086,82.4103220776573,10.0,70.0
206,27.872401439008147,74.2576469719857,10.0,70.0
207,17.119653372492913,61.88303545224264,10.0,70.0
208,33.4401676363619,79.81883064627239,10.0,70.0
209,18.85626621792865,54.048883856721986,10.0,70.0
210,19.704422831816263,70.4166069895682,10.0,70.0
211,22.670476867232512,77.1482647390186,10.0,70.0
212,23.66705163452704,76.80803368895874,10.0,70.0
213,-3.4510378074045285,36.8505367630525,10.0,70.0
214,24.81666374259371,63.06467716719643,10.0,70.0
215,46.965874096163745,98.80331299221548,10.0,70.0
216,35.06173613037875,89.87694561220631,10.0,70.0
217,20.61445470132395,58.44586872817732,10.0,70.0
218,26.544337224114862,67.63274742309953,10.0,70.0
219,23.48091390195912,78.48504701330204,10.0,70.0
220,32.47108446933423,75.04646576271062,10.0,70.0
221,20.188097477861028,59.49694487817435,10.0,70.0
222,22.517353895919705,77.54404328105967,10.0,70.0
223,36.30146872502785,84.46821117542407,10.0,70.0
224,32.03092513671591,77.96769345076457,10.0,70.0
225,30.123319433271064,85.88308395327196,10.0,70.0
226,29.835439521439227,77.79373336478477,10.0,70.0
227,14.92144537805807,67.35395198888354,10.0,70.0
228,22.12938307823891,68.8012977052805,10.0,70.0
229,33.132831917726506,81.50191574284693,10.0,70.0
230,39.16913575220851,96.80411678758983,10.0,70.0
231,13.578623829663998,79.76190264133314,10.0,70.0
232,37.752849441094455,83.6665543876042,10.0,70.0
233,20.672637800382795,72.82141952620223,10.0,70.0
234,21.25061109247215,85.77249607571811,10.0,70.0
235,28.806813569301966,88.48366094363845,10.0,70.0
236,34.65229511127809,89.01624609737699,10.0,70.0
237,46.677141309514106,113.37156465019449,10.0,70.0
238,24.753729269369867,81.69824816115822,10.0,70.0
239,26.625525742153926,66.72426717398008,10.0,70.0
240,17.324135120511215,70.7087366020516,10.0,70.0
241,28.317998556735827,86.51530595242771,10.0,70.0
242,39.027301092589205,104.31522138276297,10.0,70.0
243,39.147349938333655,99.85038236050936,10.0,70.0
244,31.014450530853495,75.23534371641776,10.0,70.0
245,21.78842353301613,62.39149426029772,10.0,70.0
246,26.94128324502739,72.20124756528618,10.0,70.0
247,29.958303383195073,78.87133446392251,10.0,70.0
248,24.075557912882466,64.76154795010794,10.0,70.0
249,14.962617971472945,67.98466142414554,10.0,70.0
250,29.291240285921354,90.96709711921436,10.0,70.0
251,28.924962686897146,75.20635311025904,10.0,70.0
252,31.14353733817739,103.44511013734562,10.0,70.0
253,25.277922610547016,65.14087719953814,10.0,70.0
254,21.705100431985933,79.9590489598206,10.0,70.0
255,27.194526694930314,76.9026839849608,10.0,70.0
256,5.351770920930637,55.34922837731801,10.0,70.0
257,16.350210949550544,60.04945588538481,10.0,70.0
258,18.667773535240393,78.08868485646659,10.0,70.0
259,37.92456303055368,87.30980934804342,10.0,70.0
260,25.21760023400031,103.93018736431975,10.0,70.0
261,24.920747046945394,76.92976505187056,10.0,70.0
262,30.13540051638257,92.21110674608991,10.0,70.0
263,18.33869974660015,47.6996544943571,10.0,70.0
264,0.1279628251312932,49.151722290761136,10.0,70.0
265,15.480234994957586,65.07372449935141,10.0,70.0
266,28.483822013121742,48.695588009243274,10.0,70.0
267,28.875644425440033,83.41421935747992,10.0,70.0
268,35.23190549236398,78.34722368328106,10.0,70.0
269,33.29230636019917,84.74107442629638,10.0,70.0
270,34.099961368570874,97.14423572435135,10.0,70.0
271,9.388855498633879,60.97956436687977,10.0,70.0
272,22.922083503112543,77.74210097778823,10.0,70.0
273,26.265582852636093,73.47920284717402,10.0,70.0
274,31.267566213007015,81.58208272020893,10.0,70.0
275,23.11755655637912,72.98345099632168,10.0,70.0
276,17.983791045165624,64.87537063610088,10.0,70.0
277,9.462227535671323,60.294932364575374,10.0,70.0
278,16.47045513152227,70.69184443949138,10.0,70.0
279,7.613523231986836,57.80733977849614,10.0,70.0
280,29.618338116710895,79.83313483671918,10.0,70.0
281,40.49418054466158,75.65812177234656,10.0,70.0
282,33.883328711093725,97.1900280482358,10.0,70.0
283,39.08839030216318,93.74141672207404,10.0,70.0
284,34.44632364545981,77.61157473949893,10.0,70.0
285,25.34251881204279,75.38209588002613,10.0,70.0
286,26.4441723756638,75.86024200880144,10.0,70.0
287,30.916240203700887,95.3212940767997,10.0,70.0
288,28.714057148387568,73.32638548619381,10.0,70.0
289,38.335390834762784,102.23857016506484,10.0,70.0
290,21.04537301993222,78.13458851663208,10.0,70.0
291,11.096810961692881,66.64337084970727,10.0,70.0
292,44.62370331661093,90.38025758428728,10.0,70.0
293,38.05279511754287,77.59626958384995,10.0,70.0
294,19.946104400391782,63.544912075908655,10.0,70.0
295,18.236592258412607,71.23645798304037,10.0,70.0
296,18.434000199096435,66.108314109895,10.0,70.0
297,19.807574049410604,79.6666092773293,10.0,70.0
298,24.663068567643013,76.00252366040515,10.0,70.0
299,22.143834215319846,55.60436603281303,10.0,70.0
300,38.32909961098755,83.46829565049774,10.0,70.0
301,33.758981244983914,86.70327023166261,10.0,70.0
302,12.316676279168394,60.00632514340556,10.0,70.0
303,45.27047232549401,96.98236643979614,10.0,70.0
304,15.499892062483696,69.17492929714935,10.0,70.0
305,24.70589831345066,61.611168884713955,10.0,70.0
306,14.443489891548278,66.97500567190171,10.0,70.0
307,40.50701664277132,85.33218672193112,10.0,70.0
308,36.38154882022154,94.04357528522151,10.0,70.0
309,15.276578743294287,50.30193943723126,10.0,70.0
310,30.180007400329103,71.44090756201943,10.0,70.0
311,11.448151655942223,74.8933934636736,10.0,70.0
312,14.008245529233399,71.41664555739234,10.0,70.0
313,14.533527023466643,54.32610898261717,10.0,70.0
314,29.138674791137934,67.23271014029636,10.0,70.0
315,10.449319436093399,39.66732558802847,10.0,70.0
316,25.893249525077806,73.02176749051249,10.0,70.0
317,24.400834364727316,56.06766768261237,10.0,70.0
318,21.879039848553123,71.9467356142259,10.0,70.0
319,16.4076633348396,70.12960620887497,10.0,70.0
320,37.27047276196155,80.07375144334064,10.0,70.0
321,21.167619663866812,69.75935967636657,10.0,70.0
322,34.811140578858385,108.24573922717148,10.0,70.0
323,41.79670510755741,81.95580718521146,10.0,70.0
324,27.74995768555539,63.12539624531478,10.0,70.0
325,7.586115140493948,62.737685928473546,10.0,70.0
326,20.288009609236806,66.65793961906184,10.0,70.0
327,14.081507686923318,61.18019425525097,10.0,70.0
328,40.294320962403575,98.09510499361507,10.0,70.0
329,16.102545124419404,78.77961183805003,10.0,70.0
330,28.077761028020788,88.36319401337632,10.0,70.0
331,30.296551059725836,76.60219164576016,10.0,70.0
332,9.219681366016792,56.87519189070689,10.0,70.0
333,29.00898018522201,82.95197879682875,10.0,70.0
334,27.66009985839719,88.1778937030846,10.0,70.0
335,32.36843438376151,80.52897097717288,10.0,70.0
336,16.480234038471437,72.06587739635687,10.0,70.0
337,27.63453364322869,70.23814710249862,10.0,70.0
338,31.41218238545028,68.39561721270634,10.0,70.0
339,37.307732593927255,102.2621170661692,10.0,70.0
340,38.55535884855425,85.62783544821941,10.0,70.0
341,24.300878954015054,75.40248242992269,10.0,70.0
342,12.378561990752967,63.370760771000604,10.0,70.0
343,11.90945877614224,58.10343195060238,10.0,70.0
344,16.530944807665495,66.31069192499518,10.0,70.0
345,17.186000001047258,60.787066619791695,10.0,70.0
346,28.66959506182089,71.92535216448829,10.0,70.0
347,14.482094101906998,58.76945716399498,10.0,70.0
348,22.66826374521119,53.22907289436856,10.0,70.0
349,10.546489040410645,58.71294780727855,10.0,70.0
350,25.452207813787343,82.51596328117702,10.0,70.0
351,28.099378812532017,71.75553578043649,10.0,70.0
352,24.340358216964532,69.6862495037657,10.0,70.0
353,22.079004819685036,63.94950414684658,10.0,70.0
354,33.3391740517026,68.73328902814475,10.0,70.0
355,34.96781044647699,71.14402240111565,10.0,70.0
356,17.08600676967925,90.96792523391314,10.0,70.0
357,23.76147261567185,69.96809416043635,10.0,70.0
358,32.831111808138395,91.26364985844486,10.0,70.0
359,14.29878983839745,73.00648263460788,10.0,70.0
360,30.294106621433105,77.30832196466088,10.0,70.0
361,25.579020292762216,79.11012988377749,10.0,70.0
362,18.66463463209294,71.98291200900503,10.0,70.0
363,32.04998961714331,86.3534855578899,10.0,70.0
364,24.892407654718156,79.22281836696297,10.0,70.0
365,26.38808592739217,77.91601578109554,10.0,70.0
366,37.41184444626103,104.55098163399153,10.0,70.0
367,49.582645320250386,107.3824815890926,10.0,70.0
368,34.78059278051658,104.05801739853325,10.0,70.0
369,13.606543395937168,75.65741965042247,10.0,70.0
370,26.0278809179109,79.69498819285018,10.0,70.0
371,26.959620159731003,72.4155083724683,10.0,70.0
372,11.343210429393185,57.36104380359233,10.0,70.0
373,11.561299621037374,57.96841450740099,10.0,70.0
374,21.603560683564883,69.02960141427286,10.0,70.0
375,23.973399268748153,87.83610297449624,10.0,70.0
376,23.35584789899198,71.28175588677279,10.0,70.0
377,33.867386909297686,83.43203049600456,10.0,70.0
378,47.665335590197415,97.00674045720757,10.0,70.0
379,8.965796582055354,51.636630964448244,10.0,70.0
380,9.684188579911963,63.68311912143897,10.0,70.0
381,15.380690743180866,52.99197451967501,10.0,70.0
382,4.580053074375586,62.24673239979168,10.0,70.0
383,21.718110284343197,93.75985318630006,10.0,70.0
384,31.207073546744105,73.54213327503172,10.0,70.0
385,34.118738805898296,81.18260342696519,10.0,70.0
386,29.65522512330436,66.3877047851464,10.0,70.0
387,27.393527033329676,91.27688603895288,10.0,70.0
388,26.56932998554354,85.03099522280381,10.0,70.0
389,19.39668508839811,67.32080420186459,10.0,70.0
390,9.484460752939015,58.33208795804013,10.0,70.0
391,30.50963039068045,100.05660283686157,10.0,70.0
392,30.967696589302378,69.69494226215394,10.0,70.0
393,29.5747926534217,83.15664503896222,10.0,70.0
394,23.870424907360686,89.88137275051028,10.0,70.0
395,17.02541953395715,80.56503623145008,10.0,70.0
396,15.742176189576822,62.86981717422671,10.0,70.0
397,15.726841300089244,52.86650294339818,10.0,70.0
398,18.70768160822478,78.50316938673002,10.0,70.0
399,30.219574838676674,80.87307288706067,10.0,70.0
