unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate,do_MaskingAdditive
69,18.170942879329843,62.99972429302772,10.0,50.0
70,31.563320245831733,70.11234664456241,10.0,50.0
71,18.006862036707616,74.75523339884388,10.0,50.0
72,21.460987430109935,77.4742610759407,10.0,50.0
73,16.411749275831482,67.84814634773987,10.0,50.0
74,25.4227532029157,60.445855780619226,10.0,50.0
75,16.249193546257832,81.63343510122955,10.0,50.0
76,10.450068297104135,67.84055171374386,10.0,50.0
77,13.16609784575715,53.66687252264243,10.0,50.0
78,30.55517588882155,66.00355182299634,10.0,50.0
79,23.30231156788806,56.91589463552446,10.0,50.0
80,17.725528172519944,63.14909466850768,10.0,50.0
81,18.113385463917922,69.03795575619256,10.0,50.0
82,19.112764828259905,82.21889562729086,10.0,50.0
83,19.332163115419156,67.37670022410856,10.0,50.0
84,15.600276676953955,58.95994249502281,10.0,50.0
85,11.655556025117185,66.43194549138084,10.0,50.0
86,43.34200800381997,98.57765643532959,10.0,50.0
87,25.50849468907206,57.20761559723952,10.0,50.0
88,22.78150179726708,85.23077299646613,10.0,50.0
89,22.33348490334956,82.54391872471402,10.0,50.0
90,28.00226971294579,78.00761753326411,10.0,50.0
91,26.043490719716505,72.54070555961125,10.0,50.0
92,15.142466011998682,68.81754847401001,10.0,50.0
93,21.563706896596045,78.3953351655322,10.0,50.0
94,27.90163842633843,76.34961987036858,10.0,50.0
95,18.621242114419452,69.40265706760667,10.0,50.0
96,22.697851475043944,75.4958733263643,10.0,50.0
97,20.65089561364398,61.89208989906594,10.0,50.0
98,24.822569505190078,70.52339714998979,10.0,50.0
99,16.697193130956897,59.57608101096416,10.0,50.0
100,35.358066243079165,96.1059425539401,10.0,50.0
101,27.49453881563639,81.90190243318031,10.0,50.0
102,11.882049377680694,75.09750713196706,10.0,50.0
103,16.295651521918913,69.03463609576235,10.0,50.0
104,28.0259321798293,84.43820589013463,10.0,50.0
105,19.53086669354236,72.45575037288287,10.0,50.0
106,23.4097163900238,73.7641965675075,10.0,50.0
107,18.0839424935619,52.516983684897774,10.0,50.0
108,24.34009838024839,93.70142351154682,10.0,50.0
109,16.416339078586333,50.03462378483298,10.0,50.0
110,23.349798497912264,75.12760654982989,10.0,50.0
111,22.75500770077997,75.58615526260088,10.0,50.0
112,30.269264100187595,69.35298500260704,10.0,50.0
113,23.00209920517593,72.84106383519278,10.0,50.0
114,32.24681297848984,86.06498274951728,10.0,50.0
115,26.47223801203296,58.318979627704735,10.0,50.0
116,28.492022486480117,86.97501541783822,10.0,50.0
117,27.506126831975806,81.80570096699313,10.0,50.0
118,11.233619144762796,82.30526531337692,10.0,50.0
119,23.755941149255314,80.29942077271431,10.0,50.0
120,23.844253465404016,78.89517123367558,10.0,50.0
121,19.96365692338879,70.49976780273445,10.0,50.0
122,21.487436215316336,72.61894224758933,10.0,50.0
123,18.797888450175527,64.20877664189338,10.0,50.0
124,26.977500721835387,82.91757593225701,10.0,50.0
125,17.06075401061967,61.44567257055708,10.0,50.0
126,24.02231384053542,69.38078190463354,10.0,50.0
127,24.588588334037965,71.68833531823707,10.0,50.0
128,31.78025655132657,78.94503373333572,10.0,50.0
129,21.11484318614114,81.65682379457284,10.0,50.0
130,31.062041493415983,80.56586891966258,10.0,50.0
131,18.706765920388705,64.73055265990457,10.0,50.0
132,20.920390631674305,79.46195757169217,10.0,50.0
133,28.178201755688114,60.86084094872348,10.0,50.0
134,27.498282321392452,68.92702634008981,10.0,50.0
135,28.111256512285603,72.4766582039972,10.0,50.0
136,11.919084849379452,83.34014518206051,10.0,50.0
137,20.156194714062245,56.099767830871635,10.0,50.0
138,24.49917178294771,71.72147539233339,10.0,50.0
139,10.433956165123956,61.94446110361599,10.0,50.0
140,27.6132834477955,86.6883343785875,10.0,50.0
141,9.62453575219367,79.72899103939527,10.0,50.0
142,19.80716395302743,79.95072358785217,10.0,50.0
143,5.875238719238904,71.53289974848603,10.0,50.0
144,9.77421926709043,57.424485463251486,10.0,50.0
145,13.373797000255808,68.57307634601628,10.0,50.0
146,28.886532242780106,70.65013456213566,10.0,50.0
147,21.35332103069798,82.22924369609227,10.0,50.0
148,18.02096497057102,70.99371294421039,10.0,50.0
149,31.937079226997255,95.6811455019986,10.0,50.0
150,10.97143685965916,69.1005240824392,10.0,50.0
151,25.18606535517077,82.4069101195865,10.0,50.0
152,22.521563647219384,84.73529575696014,10.0,50.0
153,35.41740552798617,84.3918046059232,10.0,50.0
154,24.128971380386645,79.97565749271118,10.0,50.0
155,28.258077868511037,99.29234493030995,10.0,50.0
156,19.457938416628142,53.29160689717319,10.0,50.0
157,13.991544405012899,71.0184120981194,10.0,50.0
158,21.92048958512043,76.94906199233169,10.0,50.0
159,21.078409626394336,74.89740786938555,10.0,50.0
160,23.519046764217677,81.83996372364875,10.0,50.0
161,23.8058108449953,62.4066503281974,10.0,50.0
162,32.963521293935074,85.77034020146627,10.0,50.0
163,24.491409347432075,72.3759620893656,10.0,50.0
164,35.28001557853476,103.294004897456,10.0,50.0
165,22.745419458310423,67.30216246482726,10.0,50.0
166,35.12788111210866,84.92404935451565,10.0,50.0
167,11.295955855363577,63.13986115457305,10.0,50.0
168,28.02688344554251,89.78778850740001,10.0,50.0
169,17.71505234634128,61.511772690119386,10.0,50.0
170,25.867798608613,93.0030249783684,10.0,50.0
171,25.12786626926062,85.50213775751126,10.0,50.0
172,8.85284537461401,75.27280140803278,10.0,50.0
173,10.344313096364102,64.91231517422213,10.0,50.0
174,23.51696117677423,92.11150957812946,10.0,50.0
175,24.825728378168225,78.96802971510716,10.0,50.0
176,36.64955192443573,80.30435965517047,10.0,50.0
177,9.798561907675017,67.98506654862477,10.0,50.0
178,23.78256462375904,77.70378416047902,10.0,50.0
179,33.0522308609958,84.51413240982428,10.0,50.0
180,34.41651242737099,82.40790681760188,10.0,50.0
181,39.40217589948711,92.88700952359986,10.0,50.0
182,35.6907849045284,84.57033869783412,10.0,50.0
183,12.629132607439793,66.91922780912172,10.0,50.0
184,23.34531570533318,80.82721323959164,10.0,50.0
185,23.78130807460878,83.43710324652746,10.0,50.0
186,14.406351708314967,62.27151909069417,10.0,50.0
187,30.997776598832402,77.98284452011696,10.0,50.0
188,23.946456227699525,78.36081762874677,10.0,50.0
189,35.52295708475496,74.48661027461463,10.0,50.0
190,11.455136636177969,58.203941695841706,10.0,50.0
191,22.3477987254848,75.06953956814333,10.0,50.0
192,22.375754725010598,68.58366712003439,10.0,50.0
193,32.93630224943755,101.0133131296936,10.0,50.0
194,20.004960821346618,61.402838996312056,10.0,50.0
195,29.573826581361132,64.35283807103825,10.0,50.0
196,27.756379457907872,75.18139534556343,10.0,50.0
197,17.93811578647597,63.030888900848176,10.0,50.0
198,26.261550154703333,70.43798733631203,10.0,50.0
199,17.09322820318159,89.63871864790282,10.0,50.0
200,29.45623795805816,69.8959950422007,10.0,50.0
201,16.46251640167391,67.05998564298237,10.0,50.0
202,31.873576175356487,83.74774281766766,10.0,50.0
203,21.209548184159107,86.8142295125433,10.0,50.0
204,18.965256710865212,60.44353708194397,10.0,50.0
205,26.66003530903271,74.51110823428813,10.0,50.0
206,23.375106380161114,79.50235483091697,10.0,50.0
207,30.618828299513453,76.64239527832575,10.0,50.0
208,27.311073025459056,84.18577092535665,10.0,50.0
209,32.516287977633624,92.76002649549008,10.0,50.0
210,15.313805998037548,76.59717817748606,10.0,50.0
211,13.71431833301642,70.12152992408943,10.0,50.0
212,24.441143098924137,72.29630546693349,10.0,50.0
213,20.81942906791565,70.26171475698264,10.0,50.0
214,6.4882773876865745,43.7680775000676,10.0,50.0
215,30.84853254825674,95.88744911117467,10.0,50.0
216,34.33061110562771,81.73544573813645,10.0,50.0
217,32.436994531255664,83.4954348599039,10.0,50.0
218,28.761904773676527,74.85846924071325,10.0,50.0
219,11.157294367776345,58.48797984503427,10.0,50.0
220,28.455854636406226,86.45723273473914,10.0,50.0
221,10.175944243387422,45.287326388758515,10.0,50.0
222,21.84865815902068,88.12001632785132,10.0,50.0
223,9.860839989933549,45.44860884400656,10.0,50.0
224,23.617756407306434,76.22648584771558,10.0,50.0
225,20.926769542919118,67.47127823096584,10.0,50.0
226,17.557811000879813,75.26559381496776,10.0,50.0
227,21.224594542052277,78.51202680915877,10.0,50.0
228,39.18366656564789,76.85156092547794,10.0,50.0
229,26.93803061300844,72.08113120193939,10.0,50.0
230,20.847572336360518,85.33996026008076,10.0,50.0
231,14.604964017996942,78.06049092524857,10.0,50.0
232,31.67257411837982,81.03964612133812,10.0,50.0
233,23.312549196703948,72.60091749641091,10.0,50.0
234,34.335149436854316,85.70020783463713,10.0,50.0
235,9.98190904763313,45.09758320157432,10.0,50.0
236,21.907066905011835,71.24851579591136,10.0,50.0
237,25.17518428018834,80.14286648990404,10.0,50.0
238,32.63643943011716,78.21636411989145,10.0,50.0
239,14.456767733251786,71.88378178206347,10.0,50.0
240,36.45934739048275,81.2757831972548,10.0,50.0
241,12.396356968671805,65.97024273239067,10.0,50.0
242,15.803501561116065,71.7466389789106,10.0,50.0
243,10.865996338719919,65.56811322703084,10.0,50.0
244,26.09613204490183,81.64977083778155,10.0,50.0
245,31.350797866228802,83.70999387911436,10.0,50.0
246,38.77617771902285,94.47233710082644,10.0,50.0
247,31.225043888621567,81.06567324144689,10.0,50.0
248,39.560827398672686,96.73046698338467,10.0,50.0
249,12.285433265985425,74.53059950423233,10.0,50.0
250,16.987015233322467,81.95594290451395,10.0,50.0
251,18.105645809416718,73.45975551827054,10.0,50.0
252,24.5834964928346,85.67574178145837,10.0,50.0
253,41.656594622631275,99.08611769592238,10.0,50.0
254,26.31023067771984,79.62353199755144,10.0,50.0
255,32.57176655022624,91.4440393518245,10.0,50.0
256,15.813840071144691,60.067624538461985,10.0,50.0
257,31.809491449976615,67.88667524942348,10.0,50.0
258,12.738099804228007,64.54904728352426,10.0,50.0
259,23.682507532825,85.67309054906359,10.0,50.0
260,4.704659520281217,62.29383646039391,10.0,50.0
261,19.602763543890052,74.74821044517533,10.0,50.0
262,22.93356186402626,79.63799557869703,10.0,50.0
263,30.73346917465531,76.73121649153623,10.0,50.0
264,20.161535769846576,65.57508272604333,10.0,50.0
265,29.35957735876291,79.42907674457493,10.0,50.0
266,20.37761376355826,75.67750888902276,10.0,50.0
267,18.09583658532864,79.53575316438055,10.0,50.0
268,17.56842952893971,83.51895995968567,10.0,50.0
269,23.850361876590245,92.21844923282254,10.0,50.0
270,7.097489022738342,62.166365539800985,10.0,50.0
271,12.611977676138356,83.70964918483834,10.0,50.0
272,10.671232339839447,56.79506359109562,10.0,50.0
273,26.61642656297472,71.23527228041281,10.0,50.0
274,28.802691710976433,89.56204196435864,10.0,50.0
275,29.07831266992249,80.99256955174421,10.0,50.0
276,13.29318002597359,66.68964073472866,10.0,50.0
277,41.1281071654816,92.03180994456169,10.0,50.0
278,8.322953111711838,58.53257459329834,10.0,50.0
279,18.15800565851322,69.03754475215352,10.0,50.0
280,25.418153662670726,72.8733101770056,10.0,50.0
281,39.541408948911666,85.93668077859093,10.0,50.0
282,29.24292933670146,82.69626059700694,10.0,50.0
283,9.873806239266772,71.85274475840093,10.0,50.0
284,25.006460901060713,77.1678852133046,10.0,50.0
285,21.393207206907608,80.5738086094563,10.0,50.0
286,20.153616130846363,74.85233725359383,10.0,50.0
287,25.961802445625107,77.153172222472,10.0,50.0
288,27.075642031266028,78.03732186359144,10.0,50.0
289,9.183462930070238,67.30730309339162,10.0,50.0
290,20.770717764606353,82.02158050434447,10.0,50.0
291,16.09375968274547,59.83905256653993,10.0,50.0
292,22.669081556804176,78.49700684862145,10.0,50.0
293,17.191975276195834,78.9171060079666,10.0,50.0
294,24.1320407721117,69.97354328918449,10.0,50.0
295,10.270132707444228,69.28354855889543,10.0,50.0
296,7.221947853153887,59.49698656190486,10.0,50.0
297,11.043921515113714,59.132291631857214,10.0,50.0
298,16.61924035042088,56.150342842444466,10.0,50.0
299,25.900214474720386,78.05048887556936,10.0,50.0
300,13.14214291469196,63.63482402939506,10.0,50.0
301,5.046041905835739,50.363243630615706,10.0,50.0
302,36.60506733901636,88.49969699357443,10.0,50.0
303,16.28146190402297,79.56120187878263,10.0,50.0
304,14.63503478916524,56.377544718751665,10.0,50.0
305,29.871990492180963,71.82149337297224,10.0,50.0
306,20.417401131691076,73.79827570035044,10.0,50.0
307,12.325687404046642,67.50331078335962,10.0,50.0
308,20.6046736195979,58.29865980140207,10.0,50.0
309,27.923336501825396,78.65043776380412,10.0,50.0
310,31.04084720646348,80.03209810174495,10.0,50.0
311,17.268014919123406,80.08048021921518,10.0,50.0
312,25.956337198791438,83.47319404277258,10.0,50.0
313,19.132878744949586,56.79350648085328,10.0,50.0
314,18.137174216158975,75.99799481053732,10.0,50.0
315,21.132271739708813,62.50885945450571,10.0,50.0
316,7.661227615835313,58.7750429502409,10.0,50.0
317,18.51750010158073,72.51663126359331,10.0,50.0
318,14.144536482438863,77.9425021617395,10.0,50.0
319,23.677214194821094,80.25420419629944,10.0,50.0
320,17.466610488698812,47.887260053417634,10.0,50.0
321,25.690556356550523,85.88876615909538,10.0,50.0
322,37.50918611926474,92.31814672102043,10.0,50.0
323,24.252321188726523,63.690862089731006,10.0,50.0
324,12.954501910421465,86.29443728140957,10.0,50.0
325,31.295669005523315,73.57560111645611,10.0,50.0
326,19.13150128984164,74.28053125839742,10.0,50.0
327,34.753994542794764,96.48663695827325,10.0,50.0
328,12.259318510747004,64.94962763539242,10.0,50.0
329,20.958775584388235,88.33214262002743,10.0,50.0
330,24.366173525470582,80.22564327027926,10.0,50.0
331,36.72725085819584,98.18737530464483,10.0,50.0
332,19.331052836784682,79.18829316359411,10.0,50.0
333,15.601016439286415,59.99966436223821,10.0,50.0
334,1.3634934130839458,56.3609863815262,10.0,50.0
335,15.665536855939607,65.21978799142245,10.0,50.0
336,19.872097833281106,84.92575780417052,10.0,50.0
337,29.32726700563648,84.60849715226307,10.0,50.0
338,13.634125205367724,71.87805444230767,10.0,50.0
339,26.912845445103397,94.24638325028911,10.0,50.0
340,16.677964718886734,71.67800411220006,10.0,50.0
341,20.512466697327582,75.60614860385499,10.0,50.0
342,8.644485266641496,48.85669971995671,10.0,50.0
343,15.686877541323991,85.01540296199066,10.0,50.0
344,24.789309030118694,67.71333211716113,10.0,50.0
345,22.7862582154139,72.13857506647093,10.0,50.0
346,26.236945800933132,94.09951307381121,10.0,50.0
347,18.9566178786596,83.23716163526905,10.0,50.0
348,29.564758672352355,89.60186143450326,10.0,50.0
349,33.4729535950246,90.22402191159043,10.0,50.0
350,19.84651791817381,79.73350105843734,10.0,50.0
351,14.40434467112321,59.4808527051361,10.0,50.0
352,42.00478319521593,104.31512893917487,10.0,50.0
353,19.61102431937079,74.88553580325281,10.0,50.0
354,25.57330765379381,71.42536496334893,10.0,50.0
355,40.9990687513628,84.21950847493339,10.0,50.0
356,27.12939260728215,90.5346485237223,10.0,50.0
357,20.26533427496199,62.83366724485625,10.0,50.0
358,31.3889366626473,77.63814183072441,10.0,50.0
359,32.270434096749405,80.02395331254094,10.0,50.0
360,29.663551722615214,73.74788585262532,10.0,50.0
361,10.503515643887248,82.73289072087177,10.0,50.0
362,26.038621329700355,74.8172245038038,10.0,50.0
363,27.22070725645059,66.32386642000148,10.0,50.0
364,42.766806092309345,91.39649215409926,10.0,50.0
365,12.457110003549182,58.838502505915145,10.0,50.0
366,30.793990259751656,75.68649514491221,10.0,50.0
367,6.083537339643518,48.90877088117973,10.0,50.0
368,28.282174869923587,67.10504873820345,10.0,50.0
369,22.014175714581448,87.25660934888779,10.0,50.0
370,23.46154755512235,81.89305513525818,10.0,50.0
371,29.326291338429808,82.77264097038079,10.0,50.0
372,28.35996836538682,90.83668518556455,10.0,50.0
373,29.74117600619485,83.26726156340192,10.0,50.0
374,35.392758318972874,92.60961681635484,10.0,50.0
375,20.302919366542405,65.2264162192673,10.0,50.0
376,34.04634010183406,80.91297999846351,10.0,50.0
377,31.44205237254875,66.92267280669894,10.0,50.0
378,4.074050479163261,64.769326513479,10.0,50.0
379,18.717320733467286,73.76625516261547,10.0,50.0
380,18.092849134711926,94.02290545378524,10.0,50.0
381,23.370115830096708,94.79378084735659,10.0,50.0
382,24.614368272072525,81.59539563581497,10.0,50.0
383,29.18648149006097,87.98502044334435,10.0,50.0
384,10.16433753871887,62.99501940721029,10.0,50.0
385,23.322649367359656,52.12746752538146,10.0,50.0
386,45.56725543625616,105.05055780672528,10.0,50.0
387,26.447152900139546,64.72152808785691,10.0,50.0
388,20.492755977628825,78.12828966221338,10.0,50.0
389,25.298312105808744,64.18772995417551,10.0,50.0
390,21.814087322793572,84.01869371196332,10.0,50.0
391,24.399678846479112,82.16213550068876,10.0,50.0
392,36.027758990212305,85.43162337060141,10.0,50.0
393,32.67340370210412,81.94871956733935,10.0,50.0
394,15.29267779734134,75.52533555528507,10.0,50.0
395,13.85820917639124,61.70146739081077,10.0,50.0
396,36.024913721678494,80.05078633490362,10.0,50.0
397,32.57079842242066,93.5180598674931,10.0,50.0
398,17.251187789426545,73.08273356148653,10.0,50.0
399,36.83900854190267,84.10151406185521,10.0,50.0
