unit_id,CapacityRetention,CoulombicEfficiency,SurfaceTemperature,do_DryRoomControl
99,19.641836901752235,5.557690147956142,74.66592703230657,25.0
100,15.92528601229133,1.5370601210781523,64.65140871080975,25.0
101,18.844184557821574,7.1262773270804205,78.36486773314728,25.0
102,17.31994788965607,19.85883551193201,56.643492674102596,25.0
103,12.660559494515104,15.270127106465496,63.83386806840881,25.0
104,19.715798140950074,11.93907235110823,77.6721577748314,25.0
105,18.583100945034825,20.421651309438182,78.06841834629806,25.0
106,20.824428465736837,12.83378325234936,80.5731784394146,25.0
107,19.109349720301825,-0.46178501207700506,79.48300218199118,25.0
108,25.448276489582398,23.098869829435436,83.40754022416404,25.0
109,20.401623040102017,24.475449550787392,85.72527564561028,25.0
110,13.444673786839898,29.32010318059819,72.02774190201819,25.0
111,27.465495187208717,11.436866130363049,79.67907283599862,25.0
112,12.336476648036735,3.350134062161187,74.96190011957718,25.0
113,22.492342348455452,5.694713328359973,73.17705742502476,25.0
114,24.475481982774554,-0.2892006554860025,103.79263189194754,25.0
115,29.745702367426038,21.450048896806692,82.75995387434035,25.0
116,14.75983121010349,16.535124609366363,67.62100886826732,25.0
117,19.19088003276981,23.236024251484604,74.97514456269545,25.0
118,8.763575048565656,0.8128358169939283,73.80927823126349,25.0
119,17.46185315148846,2.6308701548851943,60.93475560752097,25.0
120,22.94745095230016,6.554379092979679,74.80555872706844,25.0
121,12.702993824746747,21.44930029334823,57.07702399248288,25.0
122,17.603762791207874,12.72433510467059,77.07857652172073,25.0
123,17.750873685689957,21.219666022023034,68.9770394577328,25.0
124,12.042900707391913,9.78937866957005,85.15031655361888,25.0
125,18.92251590877835,10.85354533093199,74.62317315732825,25.0
126,11.774219681596833,10.07968012705911,68.34299606712926,25.0
127,20.703608020746657,13.721318262444077,87.80381841006707,25.0
128,18.96850161409451,10.139773615734294,78.73603386960013,25.0
129,26.67719711935423,5.762069071442663,95.00621926653737,25.0
130,23.51860631839103,1.6924855791812146,90.5625293140798,25.0
131,0.9521289273105622,22.26009340309622,69.68604374612352,25.0
132,19.739605655638844,5.81729672462348,59.748553826287576,25.0
133,15.116506768986952,11.280803727688795,65.19416004612658,25.0
134,18.41481331244941,16.742055579217123,78.44074577102984,25.0
135,21.85456903719641,11.733465900073552,70.64290325967262,25.0
136,19.475269608857726,-1.8871494861654856,78.32041426329086,25.0
137,24.26326152185557,7.223651260706374,96.78651827912067,25.0
138,14.84506467331354,6.522586090697457,54.58966081998085,25.0
139,21.44919402092554,2.931150969152016,75.23567749458591,25.0
140,18.06022416558089,19.470845417569144,85.88070872188936,25.0
141,18.984864684717433,15.497569717253521,74.03194101132723,25.0
142,23.082715192703972,12.092660640303079,92.73321815132064,25.0
143,10.13209382056354,14.984330108035437,53.914924072926034,25.0
144,16.641095476218034,-2.084644951677136,71.86172290651017,25.0
145,22.735238585259076,5.248018783706332,74.51408940368269,25.0
146,21.460306283924,20.735420228155803,89.31976627393281,25.0
147,24.496966000401716,9.153007611014152,72.56979811087184,25.0
148,15.302734123063223,10.938448385364211,74.35058315845707,25.0
149,18.009990864000763,20.454213358716622,77.4786277574332,25.0
150,10.085176178236123,6.7098580225797235,56.419883191839844,25.0
151,14.37465080436804,15.26172761156687,82.56326780726562,25.0
152,19.228813273449756,26.1632702192601,85.28720011487742,25.0
153,21.29098332200576,-2.1052678964975087,61.116634990782174,25.0
154,26.677242828928183,22.93719984533936,74.0565262369388,25.0
155,25.59705287262028,28.77270791037096,71.27536362024448,25.0
156,7.229624414452131,31.971548327636214,80.40361578487546,25.0
157,14.02010083734737,5.134156453474862,77.928592869307,25.0
158,20.256337590860213,14.961677764063019,80.03804505092525,25.0
159,23.92141740872578,3.407880805832959,91.50461099457259,25.0
160,23.323336962281207,-0.7620753694777989,86.9988937073813,25.0
161,9.870543532764305,9.846099339934506,58.999010471519014,25.0
162,18.94921650863567,11.294135642004246,74.16350400224384,25.0
163,-0.8640304662722298,25.773740359952438,71.29334947521124,25.0
164,23.235161682990704,37.3875951232424,68.15224955236641,25.0
165,19.305390436482554,9.739792105994434,68.86941104511418,25.0
166,13.605747947618728,-5.187964756633081,74.26039243591246,25.0
167,17.577989340199043,9.254239737379814,66.49321878305581,25.0
168,16.574935111587454,14.639699544314691,67.16650944131932,25.0
169,17.681315097426772,12.450266508027187,86.9621001208373,25.0
170,12.017483767345606,12.693728801039175,70.4157583364985,25.0
171,23.5706952013394,6.306625759237075,97.499829785596,25.0
172,21.247611113174752,-3.379035739427687,84.43066487746675,25.0
173,17.603078440129654,-2.501271834838004,69.63109171891399,25.0
174,23.491287450544093,12.698517218791926,82.49335485869057,25.0
175,16.561112369791292,29.654251230918163,81.66772198800228,25.0
176,20.259931204243557,14.072549628193382,82.37885405868913,25.0
177,10.876428490484994,13.561903745849612,64.05852407504948,25.0
178,21.674988207311365,12.82688467289428,74.41978846554586,25.0
179,15.446219394426592,12.926550729466541,83.70313900652161,25.0
180,5.667644757919755,17.40470728236068,92.72903502840666,25.0
181,20.46805062130186,-0.783154452538497,78.03672689932273,25.0
182,26.722669244580985,4.794423537118205,85.31008594488505,25.0
183,5.8576368600853534,20.189211835672506,78.38363244125269,25.0
184,22.140177104572096,8.877628041635564,71.76234587598118,25.0
185,16.3506464968573,13.828204696531706,59.329278514850564,25.0
186,25.798762725592482,33.858026102390674,88.79868583468394,25.0
187,13.985053848941535,8.325508494430037,71.76647667885912,25.0
188,15.166787435172761,0.4079240236040569,72.42849172018275,25.0
189,26.936667395384386,7.8103319061790675,92.96871847212456,25.0
190,23.296560938773474,16.441429359270792,82.91342183548105,25.0
191,25.335657044987336,12.987046297562708,80.04662596326393,25.0
192,18.39031339668483,2.22305515215829,83.46094116945774,25.0
193,19.846282904839207,17.59349197262649,67.72483471766591,25.0
194,14.881545451476562,-0.48537550038554045,71.58955539733427,25.0
195,17.717131206690812,1.0724021903084502,76.99323151473479,25.0
196,13.677237895702422,10.505353446912958,62.24893216754212,25.0
197,11.869806597426104,6.086706107181745,84.71105598985716,25.0
198,22.84740123939775,-6.591018953416487,91.95081873716347,25.0
199,19.223440720637342,7.854262688717009,69.13204534459304,25.0
200,8.325027106089768,13.33639648858141,56.615086229316255,25.0
201,20.349382215599334,9.129868992826928,82.579836985589,25.0
202,-8.341778892858153,24.564806724550003,74.73863152784554,25.0
203,20.501451044674518,5.051458100414773,88.66324532147372,25.0
204,16.015463604805657,6.549172950453809,74.6221778311026,25.0
205,18.992527314508216,13.803043025076747,61.264824178894834,25.0
206,15.751186339221807,2.4282784261386032,82.8747077054865,25.0
207,18.09056442061418,5.224977368008185,71.33204566976966,25.0
208,10.517511724667989,26.94188010028341,52.76872044215657,25.0
209,18.10429813680371,3.8311150172413777,78.65364392638912,25.0
210,12.032807238644905,16.219370927125865,54.55725648281926,25.0
211,18.24070093315663,-4.863313579954591,80.95247367870067,25.0
212,16.281415257672172,28.405555518299288,77.47052696044712,25.0
213,17.85580906169434,9.331154169827874,72.1050347874347,25.0
214,14.255510697580707,7.776510014258229,74.79398322609654,25.0
215,16.805801334453644,5.333014341699282,68.45839736301664,25.0
216,11.099924304892749,13.492843443700906,76.62669345761046,25.0
217,17.393670101335,11.219461834903292,67.45579209698226,25.0
218,15.51199503663907,19.89190092246279,69.52643054890497,25.0
219,17.052544792806778,15.77926328495636,63.98738527183485,25.0
220,25.00253322048553,9.775777491189638,85.07241855747799,25.0
221,15.54583199068503,12.30809060922494,74.13228495983228,25.0
222,-9.339265776066537,25.654325273465936,76.66046062341107,25.0
223,11.326635174691413,20.6785193986073,57.36166547377443,25.0
224,3.7749279739206685,29.41949305640595,59.39404166154092,25.0
225,23.789347346574164,11.173378116623109,71.7651569362031,25.0
226,17.05265300521491,7.5075191398025645,76.26065760168181,25.0
227,17.757297765518047,2.707695466502331,75.03068977461879,25.0
228,17.72430547059057,13.012208343807872,60.63654495945885,25.0
229,18.355664576969254,18.802174912492525,72.52240363090998,25.0
230,19.596021262205436,0.13178447322252573,71.92637421922025,25.0
231,19.029296576189353,7.834080745623316,93.06722617036733,25.0
232,19.349206077355127,0.7405128279877342,89.43599996129907,25.0
233,8.949198748858485,7.1525378209738175,62.97502260327741,25.0
234,26.57420405652899,8.474784833677194,94.36579182845259,25.0
235,21.48075869693919,-3.7607868179855437,71.86020230219624,25.0
236,22.970686580756173,5.229054535515007,75.02370423217117,25.0
237,20.20840556179877,12.095065862901624,83.49131372510938,25.0
238,16.349125578213112,-1.7713418305828093,74.52039430489756,25.0
239,14.382786414543942,11.109296708073327,65.90191594633107,25.0
240,16.28891023507452,5.85487118456804,81.86151274687698,25.0
241,18.261906344207105,22.150722319348695,89.68219191931678,25.0
242,18.921510405730082,3.211996557740057,81.87062180025391,25.0
243,15.195736244685282,30.656590839050494,76.6684651828781,25.0
244,14.838658676091327,15.897116430831144,69.6082525879313,25.0
245,16.994283265448647,16.979084753301613,91.60351869980168,25.0
246,20.531273484612946,2.7454254943855947,89.02158161169797,25.0
247,15.8437199843855,6.568995551139805,63.0799644218944,25.0
248,21.287292388941285,2.05788617996612,76.64392014239552,25.0
249,7.361066043591365,31.476372304496408,60.762019549830924,25.0
250,27.72282370050099,-4.700930077494977,95.98491233997437,25.0
251,14.678068503403601,16.396148821521628,50.10125590119178,25.0
252,11.280939150192818,15.661380265789848,71.48553197991144,25.0
253,14.198945865767035,19.780820315465284,93.87197273153788,25.0
254,17.50975365079937,8.903258148345593,87.23864969984928,25.0
255,17.047820331036405,2.586277413638803,64.20855932176352,25.0
256,21.154133495021988,22.42603365189596,64.91083263711805,25.0
257,5.811564467932788,15.947517572333805,55.97796635047124,25.0
258,10.754539856338875,3.3504890311532307,62.713367431104395,25.0
259,21.326898896983696,6.439480729126062,85.39463209468202,25.0
260,16.51722996299308,8.976839527723216,66.24617951746771,25.0
261,22.446785632585385,11.875471589725414,78.85360924387265,25.0
262,16.566088028805712,5.043619473621727,55.74931834201469,25.0
263,25.996079966724604,17.256703891430064,91.01314107787984,25.0
264,21.561230927051824,16.959871609512874,85.6184084137676,25.0
265,17.462992671975314,0.7880527939403219,80.17763009058388,25.0
266,-4.181570722205478,25.20223594156717,69.69567366262872,25.0
267,12.016146699124883,15.672347246763485,72.99369257901769,25.0
268,10.07172705222949,8.048395147807305,73.33148781132974,25.0
269,19.122818374259122,14.296065129308598,71.20586072740274,25.0
270,22.708879781965358,7.838615497822983,84.1144184168467,25.0
271,17.34948929904749,17.429581236966946,71.0609143418249,25.0
272,16.686851840257123,-0.3556637420635411,71.99764566929831,25.0
273,17.66332648653268,11.304939447506147,79.62845363628574,25.0
274,23.285491398623016,2.324552398248718,86.08062441665753,25.0
275,11.458698030570735,7.433092249844616,56.50389627738861,25.0
276,14.912475971718074,15.458879756908374,76.09889795881956,25.0
277,27.954772143290885,-0.26434523344463656,100.2738806566945,25.0
278,23.449143192618426,12.860741273800958,74.9010504479543,25.0
279,13.327502056487724,-5.045753356338221,65.623121125786,25.0
280,21.397539316848363,16.057295744409068,78.58211258597365,25.0
281,14.706130542265075,18.704451428081704,84.73384222371156,25.0
282,-5.6343141271960935,20.632652549246018,60.81053264328784,25.0
283,25.324541934309174,-4.548215822082064,97.51021478181,25.0
284,15.186353782978228,6.896883202346565,69.05994460237557,25.0
285,18.95644265608095,18.26769400488711,73.83748293893669,25.0
286,27.16370644666327,-5.069151290824584,88.8094696389412,25.0
287,22.03303601377424,8.18453068089958,73.40355127975577,25.0
288,26.975147182297007,24.885303793032193,95.86240862897213,25.0
289,20.560677585050968,20.710391078428458,67.53959346534113,25.0
290,20.635407935696726,15.252519522085704,84.40707452275218,25.0
291,4.468988378279795,0.0905861578420275,54.39706925895899,25.0
292,10.123590950461152,26.029933593031355,71.82832692536013,25.0
293,18.449449893554416,-2.761230850635844,72.74442974181129,25.0
294,1.1127560987758631,30.530533214744693,63.45377792870359,25.0
295,15.112361178785653,30.67907103074601,97.88444667220014,25.0
296,3.582694817405846,20.414446107887827,58.96839437292724,25.0
297,4.235699721266137,18.55196342864317,73.70425527221111,25.0
298,12.153172770645913,10.7138485485466,80.34077296154184,25.0
299,5.1299914644441325,35.37057611250817,104.47569629603734,25.0
300,23.561053073218766,10.880722279290866,80.53959864120247,25.0
301,12.90742595868105,14.59978875872635,59.80394239126632,25.0
302,17.816296783188026,12.97717613584021,71.9036720516689,25.0
303,23.167995141752883,10.848416997872935,99.14466086004867,25.0
304,5.560652115984014,5.014479392202119,67.21560163040992,25.0
305,15.828381036521733,0.00631918331006176,85.63596835306898,25.0
306,9.24084684221886,18.376576750787034,69.91210995349074,25.0
307,23.11725751641897,4.9024608446016575,90.52008538867264,25.0
308,10.88588085782744,32.45577568921447,88.26237710967047,25.0
309,5.576982072171453,29.268210024014593,80.50265789620573,25.0
310,19.043235568475563,9.793955143140003,67.38649223519232,25.0
311,19.48204728290646,10.240561181178647,79.3189134156672,25.0
312,23.861598763788873,20.627331914055535,93.26436889647007,25.0
313,21.57637418493812,0.931224862586971,89.46879727649353,25.0
314,18.595106521082364,14.40236424007174,70.09589675083139,25.0
315,18.089838528036278,8.630548532649179,72.9199503612297,25.0
316,7.848652897691187,26.674281841025973,75.70382259398932,25.0
317,21.242817570524227,8.474320074511441,76.4678651586348,25.0
318,15.323920134426164,-4.925395223756796,68.34610664757561,25.0
319,2.2907457115639978,23.362657349690593,50.589433546033064,25.0
320,16.616729118255005,22.48026234722314,70.6417801720007,25.0
321,26.47651978203798,-4.34564822832702,80.20761338870578,25.0
322,20.151269265284494,3.549150981414562,63.991422475160135,25.0
323,9.59194172758267,12.724825131523101,80.61256154975669,25.0
324,19.20194212374385,-3.619759213651676,68.45280994145769,25.0
325,20.690867877849527,23.31536023285244,87.19196452058166,25.0
326,11.525278941279321,13.80011562049049,63.246601898311944,25.0
327,10.641616701739038,9.34099793520815,65.9058220123493,25.0
328,25.302651894573017,6.414768206233945,73.20599483561361,25.0
329,15.382200104898192,13.879442495225131,72.78582905871566,25.0
330,24.074748072540416,-2.5774283291842615,96.0885654425964,25.0
331,24.382059181038866,1.8600907756559355,86.44250619523605,25.0
332,15.278435822856842,2.434451160839151,58.30695178320112,25.0
333,22.938823550593934,21.80883876687742,80.21848209206738,25.0
334,20.304606195572568,-2.091136882534011,77.31618532245943,25.0
335,20.304287915225544,10.595894909343311,100.08228869690193,25.0
336,20.346859129254447,17.953015707437466,81.01001404615619,25.0
337,21.14601301148477,24.815790329950936,76.10766136890267,25.0
338,14.370469930617382,29.811114622157838,72.4850805895437,25.0
339,11.935832375808548,9.178159963751709,78.33164952657579,25.0
340,18.144362504961727,9.999863053549207,80.7312416316478,25.0
341,13.644040531313577,16.064967571856915,64.9692437188233,25.0
342,18.877659477456145,3.5615213788369378,85.35995226137288,25.0
343,21.76888338840375,15.01886169838669,74.43852186688915,25.0
344,23.965537945139467,13.883651322034765,66.5166686712179,25.0
345,4.534198218854269,27.04417700233804,71.51715456870129,25.0
346,22.247885528622728,-13.226158664274413,96.24611045591153,25.0
347,14.822799828024419,17.990444135190508,69.81771452894317,25.0
348,14.561003860407023,5.929912203079066,74.93915383165165,25.0
349,6.852008443659415,4.115997713564829,44.685164320072005,25.0
350,20.872614632727768,16.29491141896719,89.40812485285002,25.0
351,17.758989228096755,9.800324503793561,77.70398566867098,25.0
352,17.0622358355047,-6.007780271818188,86.69146775547297,25.0
353,0.0787298916726813,16.69315526069875,74.36594090671707,25.0
354,6.818613376089896,30.353070836236377,64.02985449021784,25.0
355,19.427250559639354,7.5096972458895594,76.62755940878205,25.0
356,26.858819905151073,19.87573401314308,88.94821970254189,25.0
357,24.908456237484852,17.600671384371914,95.33920328397981,25.0
358,18.854736601241957,-9.038933839673739,83.1384346633436,25.0
359,-4.604411484778975,40.86537778888366,80.18374205334094,25.0
360,15.520208200165488,10.842399941647662,61.08189333448954,25.0
361,14.13688267376094,14.679303576492572,69.15768612053651,25.0
362,29.219558573808033,2.139706036424208,86.52815374946722,25.0
363,2.643845874528907,16.97433816176561,51.392669944775946,25.0
364,17.383189249688893,8.916871041932877,73.17079840106638,25.0
365,11.874217735724702,-6.416412205730223,62.97313059127205,25.0
366,8.910563169967691,1.837154642267203,50.55895691702851,25.0
367,21.06400424609852,14.709143106254988,80.77007340645747,25.0
368,15.148804835801249,2.9489116555116617,69.78597267844897,25.0
369,24.804674927793712,10.694204974459584,88.8092418793005,25.0
370,13.646720418632478,12.306482720697867,69.17111507785333,25.0
371,22.037317286040906,16.187819320043072,79.11161252521894,25.0
372,18.27094450807334,29.51575900895732,89.46856658693969,25.0
373,9.712367640795545,15.142477938886978,81.76410021341775,25.0
374,17.383771455049114,14.83963395039904,76.64974919903595,25.0
375,15.703371724002084,0.09231541531213239,60.774119183261334,25.0
376,13.271170071536584,15.247721778873363,67.04864151611196,25.0
377,22.01900619805638,-4.331081316486205,88.6940705122369,25.0
378,20.621972948295852,18.83794105820975,67.60234701754561,25.0
379,20.29749171354659,18.030361938592467,87.36252675798592,25.0
380,23.688456159793333,7.503774135767845,79.36327935927731,25.0
381,11.245349434971553,22.67683845062185,74.08606312679386,25.0
382,15.409425756589279,21.01255900654618,67.20580734255259,25.0
383,13.553516764349206,11.918513497986957,75.1696849801381,25.0
384,13.774402695738967,15.499069004809256,72.92234864972481,25.0
385,7.36409624142032,28.512808480512238,83.78937118097144,25.0
386,23.035320546335026,6.1110656417015825,88.15417501209154,25.0
387,18.0796224813535,5.765675801353324,71.06552612715141,25.0
388,14.322634626736573,5.644336869783032,71.55000250265472,25.0
389,27.461068491831305,2.3624449401730594,89.20263501806411,25.0
390,17.619949534249837,-4.788714286668272,83.79641371501405,25.0
391,25.916961418119822,11.549800643904923,86.79720534622413,25.0
392,16.810761424115608,4.234947830722494,79.94977461740007,25.0
393,25.168417183293,-3.846907391465354,83.21040354417289,25.0
394,-1.7964101539069761,23.145880565310886,67.68517935540454,25.0
395,20.946278488366467,9.79799877104162,79.50564775317225,25.0
396,-0.3200279097542715,14.411630362812888,30.687558966560776,25.0
397,25.364845703902358,-1.9924942605322453,84.82034608518443,25.0
398,8.451453348629128,19.95799115564853,58.84236812054579,25.0
399,12.281277376370928,8.924400194201624,68.37195599326384,25.0
