unit_id,CapacityRetention,ImpedanceSpectrum,do_set_CoatingThickness
60,5.039023433044501,47.94551284644165,20.0
61,11.859908493172293,36.69607522861818,20.0
62,4.414776326413538,56.88755728502868,20.0
63,5.3667966234285,43.729341365253596,20.0
64,1.0878165007552694,51.06046959258387,20.0
65,34.36535023062408,27.402602321430503,20.0
66,8.886425150225689,56.750837869893836,20.0
67,7.656771321309047,33.981793283110186,20.0
68,8.403967289467248,56.43415535300927,20.0
69,1.7998748625684806,55.95618238201807,20.0
70,16.418091399311294,52.05711376256278,20.0
71,20.119655287280853,54.31927538377734,20.0
72,4.261626656583772,42.6254179201419,20.0
73,4.825095992085048,45.922082542831454,20.0
74,10.248001614787345,55.35361701560464,20.0
75,11.901558072476908,47.70377220330922,20.0
76,14.547308385849934,57.17273697736541,20.0
77,-4.475127876147085,50.03789267995762,20.0
78,-4.406463519285876,56.044782898314764,20.0
79,17.290615364868465,45.652235568415634,20.0
80,20.45770714573242,35.005030202428905,20.0
81,0.49837946146686085,50.88704436191975,20.0
82,3.060415613675933,53.7890207185668,20.0
83,33.99606462147925,27.933954356352825,20.0
84,3.2444083150312935,26.389884378767526,20.0
85,2.043682150388089,49.10274140180845,20.0
86,3.990908917561823,55.403115433748525,20.0
87,2.6905044295981027,52.59740007792248,20.0
88,5.119763851318785,48.1079091575596,20.0
89,-4.938336777750651,55.072979360180334,20.0
90,15.25991798788468,54.910226581807215,20.0
91,-11.716771314881022,53.57400130487532,20.0
92,9.55810162235095,42.508356513959946,20.0
93,-12.804076368464608,53.36951113733137,20.0
94,7.55404847113549,52.3786858251982,20.0
95,1.7546601665314934,47.5527553396676,20.0
96,1.444764739222852,46.503863772166795,20.0
97,4.899009359553269,53.987884547333636,20.0
98,11.465368349734884,53.55197150309908,20.0
99,-8.352790447361281,52.65761378873219,20.0
100,-4.573844711924012,51.466424052942294,20.0
101,4.9842232921270755,56.018340121855914,20.0
102,5.430890950087616,45.82000582026264,20.0
103,0.2681477070767977,44.59422283566956,20.0
104,22.03925899828596,56.99417516019797,20.0
105,22.42358871202711,54.48489647782963,20.0
106,5.490645100308922,47.74370030184151,20.0
107,-3.9645792274391054,50.5337952073691,20.0
108,6.66385228906417,50.87672458966365,20.0
109,2.5293197031712515,52.222882934045415,20.0
110,0.385033674907171,55.731638209171024,20.0
111,12.22742748723331,51.26097461483148,20.0
112,2.533070959730718,55.34301497352656,20.0
113,-6.535833014548064,52.3372301677097,20.0
114,17.451006229748668,53.23336355318182,20.0
115,-4.793042470417609,53.80905320593845,20.0
116,-6.856548136146519,53.9024574267452,20.0
117,15.716831265215259,9.86592446141939,20.0
118,8.11388197197396,56.23774224915134,20.0
119,21.57297776699329,22.191437488424636,20.0
120,-2.3439666275034696,56.400762514407496,20.0
121,8.930177421050427,55.84631606537153,20.0
122,-0.6133439225038115,44.93966820439592,20.0
123,5.000476920899043,56.49071272816989,20.0
124,-5.3701771791427735,50.959340712557896,20.0
125,-9.919843256097241,48.11115820653336,20.0
126,36.92001339422535,16.9164258825639,20.0
127,3.2988863025967183,58.45572141165363,20.0
128,1.0672761085371554,56.23123004150354,20.0
129,9.332568359945544,55.756230545146735,20.0
130,-4.350556024748489,46.78172859669665,20.0
131,25.85374584574316,47.74072913566062,20.0
132,15.67654251062505,56.95448998397268,20.0
133,-1.6598357974116338,53.46004784476055,20.0
134,-10.190790664758916,50.12265102750911,20.0
135,4.009254957492668,50.61190728964838,20.0
136,16.885912691853232,56.93564145761572,20.0
137,3.6678631077660384,48.38020860257806,20.0
138,7.702428942000376,49.75805962979117,20.0
139,-3.903379181514792,52.10616408755355,20.0
140,-3.138999448504922,52.16579387768154,20.0
141,-3.8050049446841268,44.85314742283313,20.0
142,25.655237523164153,25.930813737520033,20.0
143,0.3774175618290938,48.461050643063,20.0
144,-8.095889284402702,55.005608208802876,20.0
145,11.991153916086388,55.43733390048333,20.0
146,16.687133694725105,57.510396491081835,20.0
147,25.270668529980004,42.628529779930204,20.0
148,21.24959344782436,56.654052876271344,20.0
149,22.507371646417393,40.223386307807274,20.0
150,6.997420931482855,52.38099144981752,20.0
151,1.199613731570322,43.41720658179284,20.0
152,-6.953983153924099,54.81097489431194,20.0
153,-2.1886705483358333,41.59909927469635,20.0
154,8.370126731582651,46.510694914602446,20.0
155,12.354990951448814,51.97457780321877,20.0
156,2.345322709662206,53.19410995150309,20.0
157,7.619587464356024,15.576865380005685,20.0
158,-4.478274902913517,46.81346798715116,20.0
159,5.049186885854753,51.81955023758777,20.0
160,23.0670964845249,48.62091706798605,20.0
161,-0.9628718764429356,55.419081460210116,20.0
162,10.446287112678327,56.740112180380144,20.0
163,10.847687675835537,38.49082040781098,20.0
164,-6.111316481870997,56.0746063619407,20.0
165,7.165465832334663,53.747319211583154,20.0
166,8.803393756132195,47.11147082417525,20.0
167,-4.267224738854999,55.691324054239224,20.0
168,4.350397761114975,46.76716601713234,20.0
169,10.015078433849581,37.4157999794106,20.0
170,-5.060630169915724,52.15773587102239,20.0
171,6.196966782965544,35.43128565519978,20.0
172,14.30427022765234,54.55518375537769,20.0
173,23.97932396089317,57.18482445042829,20.0
174,-0.24144037571696142,56.91791949650702,20.0
175,-6.487208531980977,54.67178886976459,20.0
176,9.735873089764976,45.54588078851953,20.0
177,17.59896225295174,52.34561837284661,20.0
178,2.8004960397184133,55.683643565612805,20.0
179,10.330152358753113,38.72192270880442,20.0
180,8.664558913677114,53.331556915293845,20.0
181,5.631709228367373,50.370926128096976,20.0
182,-10.580330747146512,51.77491556834388,20.0
183,18.28486955021202,23.364343789355623,20.0
184,-13.819638903176324,39.15305868158315,20.0
185,-7.144168833931652,55.37793764004712,20.0
186,17.094970159358617,52.83386897528379,20.0
187,-5.059944587229404,45.731527178488406,20.0
188,-0.314736351948381,39.48852265626521,20.0
189,14.193875358553878,48.66879941005014,20.0
190,0.21983341902444975,58.18119727379134,20.0
191,7.526127147727649,55.97867109822119,20.0
192,15.171528995152393,47.04901761173806,20.0
193,9.201602754811692,58.05043001524328,20.0
194,13.55860006914499,56.44871254957162,20.0
195,12.678274961393651,22.558632224584407,20.0
196,15.603477140126085,32.15690956235355,20.0
197,-1.5341103572153143,52.28264105451968,20.0
198,6.585075388613746,36.23614321021779,20.0
199,-4.340217175829554,51.24185325438207,20.0
200,-1.3197716925941645,47.195316447521215,20.0
201,-6.833409481814495,52.628061713302095,20.0
202,-4.979340938879924,48.86207172313939,20.0
203,25.12926203826545,48.14632998565979,20.0
204,-2.323385145040036,45.03744656744164,20.0
205,17.322781642914446,55.282050992588765,20.0
206,20.520794744434927,48.54959868381745,20.0
207,14.868920438067889,47.48388600290853,20.0
208,3.201523782060801,55.03607883604775,20.0
209,6.647429289099933,38.20765192550831,20.0
210,-4.403583120040481,49.27040195039903,20.0
211,14.284503988355006,51.95105204105019,20.0
212,-8.388557778083216,54.81551337146102,20.0
213,-6.995780105929233,54.653568881012625,20.0
214,16.190137522911943,39.12213113022449,20.0
215,-0.2941251986943607,53.29184686610055,20.0
216,41.03502533206331,10.225391693975357,20.0
217,7.3992906976324155,29.824442599974702,20.0
218,5.646545307938878,51.954185432560976,20.0
219,18.63018648906127,55.09187566338693,20.0
220,9.408527986194208,50.072365737283306,20.0
221,4.0390897493944795,53.63353816895486,20.0
222,7.173607934671985,49.91203729660703,20.0
223,8.791356099117857,48.12477784527886,20.0
224,10.461257871524843,54.74224171036899,20.0
225,-5.939222777319538,55.577765724996155,20.0
226,28.87613464144982,53.366248800959035,20.0
227,23.705430467235264,22.441073144579644,20.0
228,11.843820771243415,54.939361518314996,20.0
229,20.492998637742748,52.58968873235859,20.0
230,6.43400529956859,50.45663390311104,20.0
231,0.10259807150601175,53.463245135883184,20.0
232,6.885918664425579,51.84808463092476,20.0
233,22.00434481435919,28.33561451041707,20.0
234,2.72824473233912,57.38074675725812,20.0
235,10.0458709842842,41.60922985457832,20.0
236,-0.046980649951164466,55.49052494994251,20.0
237,3.596740377707107,51.17047438324946,20.0
238,6.917022367367418,56.100955248914374,20.0
239,11.971667842720159,46.08571397585262,20.0
240,11.651435448262628,55.70976887850993,20.0
241,-1.8295381385670595,52.7637517415001,20.0
242,10.162823037005984,54.89273940452755,20.0
243,-3.0143030714223134,46.0698915358956,20.0
244,5.323942002718198,42.69592586448588,20.0
245,9.62882058754143,45.640966844585385,20.0
246,14.584954040184487,47.61615417035076,20.0
247,14.81019565612606,24.46483033188258,20.0
248,-2.0209895307000796,57.487653803881045,20.0
249,-5.94630469994085,54.45785647088231,20.0
250,10.921416710483998,51.04600481643909,20.0
251,14.805158121242645,14.845228130688728,20.0
252,14.612777417433204,16.562497073553516,20.0
253,7.0096232394983975,52.00281032577222,20.0
254,-4.719422036416878,56.163985634958266,20.0
255,23.64455609298696,30.806013738604545,20.0
256,9.261106829435267,45.51052403087957,20.0
257,10.987168735265442,34.685286931196444,20.0
258,0.16939292766366254,54.30605947303375,20.0
259,-2.7094941112235813,49.53165305730543,20.0
260,8.056493739183693,42.37209349176679,20.0
261,10.733236082769146,20.180669658588585,20.0
262,17.070612797267646,58.00203340534944,20.0
263,-2.7724114707759133,56.501047147877244,20.0
264,0.9955782816720142,50.47696231059948,20.0
265,10.761854858265174,37.36609673347554,20.0
266,14.512609309620444,22.01421455360288,20.0
267,3.961771838611339,56.65308410158521,20.0
268,8.301016457506638,46.438179205055334,20.0
269,-1.5732374097253499,50.20789159551243,20.0
270,-5.883441893362928,53.022911035185984,20.0
271,12.56271427641957,34.739148620482965,20.0
272,-8.98847686678254,55.73108642870104,20.0
273,-9.606694218421046,55.262797546217044,20.0
274,10.229787004277489,54.50556011399792,20.0
275,9.353205768495094,40.4906882325473,20.0
276,2.0769096276741297,51.79565711573171,20.0
277,6.854796835339846,57.031832336446264,20.0
278,6.794721289717755,50.6751322384833,20.0
279,10.737200436799634,54.98184583323458,20.0
280,13.038894909568427,32.9150515720155,20.0
281,10.312132411074137,57.43070235048491,20.0
282,-4.867402142054526,50.953561488448834,20.0
283,-7.544724467024125,52.5750031755513,20.0
284,3.891289540529384,52.95978369364331,20.0
285,-4.287857989801461,55.4938040873259,20.0
286,6.347435025290809,49.72155073651338,20.0
287,6.005266668717736,41.94639625450497,20.0
288,10.632570602021815,45.67071581667886,20.0
289,16.498763167279854,46.22298960071411,20.0
290,-2.638825626074799,50.667964739161576,20.0
291,4.457567922251015,24.096372029443874,20.0
292,5.604999213470126,52.230731734272084,20.0
293,10.18461124763776,39.00193730361985,20.0
294,10.952708836559221,54.50276397709799,20.0
295,1.122332375118983,54.25943382306648,20.0
296,3.7795042330174677,57.03436829410203,20.0
297,-7.981013688210175,56.947940789659405,20.0
298,13.947412291992782,30.193728007994995,20.0
299,-10.250044200734354,51.8374544136035,20.0
300,0.6789327611557407,46.595864318647564,20.0
301,-3.0616136276292094,48.36057921693542,20.0
302,1.4985937632032194,54.92509892415403,20.0
303,17.837160657985812,53.58301481868233,20.0
304,-2.394922844424493,53.92651358024308,20.0
305,-7.147614375746013,49.75961384503745,20.0
306,31.246096026331557,14.124622902513435,20.0
307,17.451740486427497,16.66428681611566,20.0
308,5.3349029559146,56.664887323367005,20.0
309,11.918652377715798,40.715136416807404,20.0
310,40.30478873525042,10.764089110691701,20.0
311,3.6589637714623295,55.62072383222595,20.0
312,22.69926289581,57.65824269984442,20.0
313,5.751032287266137,54.79240340167942,20.0
314,-1.2532870686080828,50.15789400754388,20.0
315,-1.4678625981507172,50.73885980720223,20.0
316,-2.2491897122611233,56.69954152724826,20.0
317,5.037557753343472,52.181623518890774,20.0
318,7.406907048718885,57.03355139660018,20.0
319,-16.11478487576432,51.76658470583903,20.0
320,8.041633102128458,55.11772137638469,20.0
321,15.392953234679355,35.610590501655246,20.0
322,24.611765824114794,46.54697575951172,20.0
323,16.762593802956776,52.63978579419062,20.0
324,11.466219303325424,11.225194855386514,20.0
325,2.20373775950797,49.641153514664644,20.0
326,4.762584298788189,55.64952208102762,20.0
327,4.899338357032471,55.08055663962294,20.0
328,12.205631933367616,54.60185019007978,20.0
329,-3.1097268457374323,55.29536321976707,20.0
330,-4.850731130185185,54.10030680791321,20.0
331,-4.2783348671810835,52.81876914831592,20.0
332,-5.498389335536189,49.83578630165593,20.0
333,14.293327472051876,55.208519836205596,20.0
334,-4.877735838456327,51.88513127851368,20.0
335,-6.162058903121416,52.38737909680687,20.0
336,16.075477164780796,43.66613819072236,20.0
337,-3.664823401576084,50.58820219169336,20.0
338,5.1046785961768935,45.635327750023485,20.0
339,5.210984834913249,50.660739501661816,20.0
340,1.6979147923762286,44.62397473807745,20.0
341,11.09549805956932,56.95991587624488,20.0
342,12.182867302750742,53.13930278822495,20.0
343,2.4798684864491807,47.05431694039575,20.0
344,8.98616345048053,54.57323525296907,20.0
345,8.200213184379741,51.02375151584028,20.0
346,-1.4070677697561715,49.58876556139751,20.0
347,-0.9681246034155935,50.262870433736154,20.0
348,-5.4539924786191545,48.76629967782016,20.0
349,5.902644929796663,44.09788579335901,20.0
350,-5.997977687891671,56.40828602777325,20.0
351,-6.2038816214811305,50.288257663939,20.0
352,5.397674334715186,42.795671106373,20.0
353,16.899957211489166,45.46661409628905,20.0
354,8.734229480277037,45.58962363916772,20.0
355,14.180872208722718,50.16731390130877,20.0
356,-4.7643527470081,54.28345517598396,20.0
357,-3.8621352488585203,53.00767300041667,20.0
358,-0.9612734284460875,55.26510436528672,20.0
359,-8.224216802439166,53.23834615040383,20.0
360,5.274165882720403,56.67216703429854,20.0
361,10.149655765022434,35.241217611676554,20.0
362,16.955787235748122,48.39064502270611,20.0
363,4.396486019227664,53.8094681640835,20.0
364,-4.729767802925202,47.99275507029226,20.0
365,-0.1631716736461426,56.279393637835014,20.0
366,6.364349910483192,56.77512921206635,20.0
367,14.553209239940916,57.897266490418644,20.0
368,-10.934580640117515,52.572453356001,20.0
369,4.854611690784566,53.139802661473,20.0
370,-7.788024795967807,51.01564686521638,20.0
371,1.7013920148996426,51.018185421833024,20.0
372,13.086224987991272,42.52356721596097,20.0
373,28.149086839254437,31.321267055878273,20.0
374,0.6333226379946315,36.85658532874662,20.0
375,-4.428042438401585,56.11302738501184,20.0
376,9.933123872189363,41.65365944390626,20.0
377,-2.1308676410887317,55.770544092038996,20.0
378,-12.031155214158623,46.42108808104156,20.0
379,-5.719951801289772,37.3933445337875,20.0
380,-0.30966468381139,45.82970094952573,20.0
381,4.234014814521613,57.06607766867859,20.0
382,9.48556314130942,55.868871831591,20.0
383,14.246395491570167,53.63361459564969,20.0
384,3.7338818422372455,38.60723022709337,20.0
385,14.956270531673484,51.43224150822756,20.0
386,-10.080312024937358,55.44691604035818,20.0
387,9.010979681788973,48.680226197596625,20.0
388,3.141738975013471,49.78838507433945,20.0
389,-7.9331145451247895,50.17612724267397,20.0
390,9.254573090069666,56.28815640899624,20.0
391,17.534911777823798,43.52573840035055,20.0
392,3.0290630538757344,41.593555145043425,20.0
393,12.23386677016237,54.67205838012434,20.0
394,6.417195380906438,45.070090327204106,20.0
395,41.349823921381734,37.47525943909393,20.0
396,-7.3790531138810715,52.665696432297466,20.0
397,8.66868386624108,29.06101713499794,20.0
398,8.136864980314645,56.15574544494912,20.0
399,11.660178754275368,34.78819477886437,20.0
