unit_id,CapacityRetention,ImpedanceSpectrum,ChargeRate,ElectrolyteFillVolume,do_set_CoatingThickness,do_ChargeRate
265,19.249054604308924,40.23693751083709,26.185404261131737,31.62834427600138,25.0,25.0
266,25.18681069184395,29.93932324171595,28.172686463015395,71.49020408922784,25.0,25.0
267,29.28390260987458,20.531594480704598,30.8424970353903,56.15011643705814,25.0,25.0
268,15.508063968437247,31.6099314630009,26.98849954021951,37.91972164279862,25.0,25.0
269,36.02532374865975,19.84837015683419,29.192269758214326,56.03126295698171,25.0,25.0
270,23.60755993857828,25.192302893948238,27.95350401367913,45.994105814828416,25.0,25.0
271,27.32526225252595,31.161713829148507,32.904375776740345,45.459935678400136,25.0,25.0
272,31.49612394285143,29.894642066916877,29.97134536133875,45.81881082749615,25.0,25.0
273,26.204059165861104,34.453583207273844,25.470351825160662,65.50965238524913,25.0,25.0
274,27.30096808152584,31.926984030100137,25.23148464056334,50.66501142777774,25.0,25.0
275,24.625836006165155,33.30066241407778,25.224386471665085,35.967800597214854,25.0,25.0
276,33.691094871142624,27.58126677969164,19.112157836288148,41.24390879069051,25.0,25.0
277,29.464150675600642,45.21468572197679,23.35700464736094,45.557240759198,25.0,25.0
278,42.007993403454805,40.50072186148329,27.62325846117822,48.85244151013394,25.0,25.0
279,36.61170160605205,21.30195015982057,24.74859600802297,34.95782591440016,25.0,25.0
280,34.45396383324753,32.754177752042935,23.981211205446407,62.01597211570773,25.0,25.0
281,6.539078133666466,46.1299585516885,31.22728715056887,46.39322871369469,25.0,25.0
282,6.8663581475682545,42.0463146160765,23.599485681283824,65.69220046697671,25.0,25.0
283,15.653824395331437,40.66473252203925,20.72648774340424,51.1957247595429,25.0,25.0
284,20.993631958828608,43.94072887183443,25.039020893482416,78.63911360339092,25.0,25.0
285,17.441505492968098,37.714197400071356,26.447064020358383,45.88995764222063,25.0,25.0
286,9.670242737748756,40.237401997383806,26.958311896251278,35.658523920480654,25.0,25.0
287,38.404364687663836,42.32442068609317,31.136086577017988,27.094729097808287,25.0,25.0
288,33.88046324105365,36.36880246666536,23.549069951703174,50.92030521113229,25.0,25.0
289,28.621236623100828,38.727158257216495,23.88870976330865,47.53893305962069,25.0,25.0
290,39.155357550467414,28.983113489980767,22.28164532835781,47.52400077223058,25.0,25.0
291,7.932158782819024,49.66322738642458,25.141124814808357,38.0201449989127,25.0,25.0
292,19.558604478110126,34.78137968756667,26.599268845780106,53.37532681529714,25.0,25.0
293,40.746384683669184,36.370792645027485,26.862908893625843,28.032809080792983,25.0,25.0
294,2.2045775889264405,45.70477294352873,25.84480490113762,47.6804692641357,25.0,25.0
295,35.844627062714856,13.782147914086169,29.46047657559619,62.91473564665857,25.0,25.0
296,9.422930008328759,46.397229248491456,27.156838464178986,59.22893093889272,25.0,25.0
297,26.27796568972616,32.03217097665766,22.958328878627,13.770583071854507,25.0,25.0
298,44.113633636238845,28.642033636304447,26.00267926214476,64.12316670854338,25.0,25.0
299,7.336851904358493,41.21308368669072,23.38447461914154,50.161126588621514,25.0,25.0
300,23.35666409060077,33.16354243335008,30.463551975942757,42.19262909183393,25.0,25.0
301,18.448693529404157,35.124342501684325,18.142500527323698,42.21473313159855,25.0,25.0
302,40.892441986097595,27.09266912142523,22.49231150907386,49.92037853195869,25.0,25.0
303,22.816847309467413,35.81919766133041,19.884173909438154,71.02427679522023,25.0,25.0
304,-9.741194452076563,42.126405509954594,22.957635610556967,43.94489490937907,25.0,25.0
305,20.302893650581076,43.828095204515066,24.485063227554026,36.98810460174233,25.0,25.0
306,-1.5269818625046077,43.99014014205103,28.758703416871654,72.8971692567122,25.0,25.0
307,34.59600119503003,29.348209671380207,28.172345939000316,53.755160677221575,25.0,25.0
308,27.70555182181021,27.53524772576949,20.068987380849908,28.95398145240089,25.0,25.0
309,28.056808976845822,36.24344878296095,22.078447623977265,47.02197757194986,25.0,25.0
310,18.688737897710133,39.67017736992255,27.32961258472634,74.54728092140238,25.0,25.0
311,16.273875797864456,33.46823369432517,25.848379585512415,60.27159225340938,25.0,25.0
312,31.19520056695246,26.535150321771052,26.758871727299574,44.810845880732344,25.0,25.0
313,34.07278065549965,31.047908271725706,24.76787272170196,45.33226638931197,25.0,25.0
314,15.924092125852624,12.087733168517872,27.685446166264523,42.64422339711044,25.0,25.0
315,40.04278020921731,8.909140675684469,23.016255024436116,26.70944528122249,25.0,25.0
316,30.76177220090821,25.40849951944821,22.513058399444464,43.17038238197631,25.0,25.0
317,33.79423619788515,25.766362813481855,27.323217067888535,50.44544595259497,25.0,25.0
318,22.25315424172947,24.052997078404392,25.574494328130367,46.147857102006,25.0,25.0
319,13.086894784209125,35.95835011280668,28.857843602416064,48.38663210006163,25.0,25.0
320,14.677557261566541,46.08230487064945,25.323207236929886,46.85466915389214,25.0,25.0
321,7.562970421408951,35.63732741371323,27.927543366186118,36.574575017470195,25.0,25.0
322,21.54509755251389,36.61435138966845,26.068131789007154,45.581633451226736,25.0,25.0
323,19.348168940929334,37.16793775122282,27.556682325370254,31.318484244829243,25.0,25.0
324,13.094679254285593,42.674970704663984,29.843191712365552,61.680766068744774,25.0,25.0
325,20.238601043313466,29.268006136623814,29.54614684235647,59.42914418395786,25.0,25.0
326,4.632289354101996,39.401955174302834,22.31667699474939,48.049823180008715,25.0,25.0
327,34.836939827370294,35.351498479919485,25.05932727283075,60.00556105833934,25.0,25.0
328,19.203803694319955,38.25542714259768,26.984739266368802,50.49802067504324,25.0,25.0
