unit_id,ReadmissionRate,Sodium,Creatinine,BloodPressure,HbA1c,Hemoglobin,LengthOfStay,FollowupDays,MedAdherence
30,26.743342980530596,36.67158231229333,46.15147517452586,54.48132532228098,30.36997708598126,30.883014307803332,21.12983093440962,55.19827965292566,57.58929700049137
31,63.26029932524771,49.32687870357827,66.68215317857268,44.51916782308239,31.827640075382238,43.921183510132344,33.35667466282747,37.369190863281965,68.02282810433417
32,66.86425148537936,66.78514868371992,39.926438425642424,62.038980263513956,60.33736819332863,32.175594052397415,39.54981556545498,31.529270329254686,44.66367467412322
33,53.04175080708026,40.56067158967778,61.65701949905609,49.14045635351795,29.513153072054767,54.25904397192859,31.042067114332678,33.55651242091753,40.876235764144354
34,33.288825309882874,46.6244772422549,49.48777040349165,52.84026772810152,60.11427224256551,54.22953009236919,17.21063885348787,21.3475186394901,37.648381053120545
35,45.04005051564005,58.0830793397854,43.62352201139471,41.99662411024229,63.50686269592612,57.786088069687885,20.463319463541108,39.23942432169015,62.49012117518446
36,36.65922290495833,49.881522798682454,63.74777063054554,30.11114904458288,42.26047333722801,42.70813332805588,36.18157536910629,40.83210405555855,46.731093789899326
37,51.92787853859455,43.2642125858163,42.19119844192261,43.15211694795725,58.98742589144131,41.477775921213855,35.22380924958937,73.12577321851326,36.686290261443425
38,60.40011179761685,49.91362363306769,41.385219846900306,49.17621535814209,46.46811983657352,37.05322055092406,38.36265589854421,73.12523004883076,43.031923319098105
39,42.61549374905453,57.98417663641134,44.49150143382253,32.21762562804571,55.49888309263159,45.915166854620345,40.682042549983436,69.11121692056514,43.5903580376426
40,32.15006091411274,40.19006057847024,64.95652110545996,40.16494004445976,62.56119455204539,56.12034363475803,46.10238867595878,51.31583976789402,43.11833886427423
41,37.94920921745797,72.14244939463066,77.6543558307294,43.95851511443558,63.130964904702154,39.336325524829135,37.67722976849102,50.81461156019431,40.268745620599375
42,48.001513545041824,47.21832777221282,53.3330706291853,55.783727613763055,48.25038470090581,61.33377857036085,48.21068365288732,61.60016759726906,58.08048389866859
43,71.92110968214162,39.46606807284693,68.42340552360255,46.78182613737545,40.87275240258107,40.60708524613849,36.401012864327775,34.8116649639238,53.87733057061049
44,52.595310262635266,44.79763910899924,36.56786747280276,38.571536978132244,49.5894167489876,42.9932797801524,44.69736857188862,51.42092568886262,56.85333142526563
45,27.05815696144472,45.774900232776396,64.15041351196321,45.68676598328041,43.4287439116922,50.17870271382119,34.888014422345414,54.6689840065936,36.33420752726499
46,33.591045105159566,50.98721938892973,47.23230028526398,45.274844966670955,71.29798676794488,39.82261970584578,42.74666696562227,56.12515322555344,65.34962019615286
47,39.853892803226984,31.61235248521794,60.53826398619644,41.152032623700734,54.93593225000133,37.66329407306035,53.32986188990381,55.98966344083431,40.38452114077714
48,56.694867875856914,34.171504548081344,69.05184458274569,52.81481661856489,59.07847976215797,46.90936245724811,55.82953426992539,24.428828626724165,42.23326025553557
49,44.5883032084866,67.35963244490782,48.162152890483526,25.412270684935475,62.18482376044328,56.58736592127826,48.64055943908034,45.41609991876659,58.751969567811585
50,38.10728848729677,64.09870328561945,51.591808699586565,46.279034572009024,34.47820493975694,37.65114621823965,41.553916350164094,47.64264526495497,45.504314788435074
51,64.38033788468246,56.22022614968864,41.88023231976811,57.439976499367006,43.17968300282218,53.382430876010304,28.548487529427767,27.205556130388032,65.5126969491875
52,35.28493617825565,47.69478764457451,69.35191641644938,68.12099945475344,58.39936050215394,47.8792375386552,37.00782336308583,53.34515346641006,73.98883603513298
53,74.31061383044393,64.94066074298817,41.39948584660405,43.26385902744784,62.357196362239975,32.78922790421722,33.08106667428135,45.69702198553307,39.08284996007579
54,81.42185211869722,53.90490477907799,23.27082266315665,57.243980093348526,41.39727607568846,47.088323117570255,47.970913582852354,17.100355973871544,49.24157480810107
55,78.1767924154073,58.443747900118225,74.27016873018925,41.13769531114518,53.70171926967349,35.70667025257807,42.242775684453456,52.16914483419726,40.914606559055706
56,48.01455346910647,21.477532218472557,51.2499734746916,25.71361886300933,56.569521432277924,59.28233940948567,53.589367545735975,27.021127776891028,57.82951029350176
57,30.596791824849454,30.51334032949584,65.17742108139299,70.37293262900232,41.460321089795556,58.981737122793454,34.19876043982747,42.960862738725716,64.20968643606517
58,51.92181791267591,40.10494366464589,58.053420340005715,36.67426449329794,41.943789364509605,60.665833966662184,50.07860053077904,39.88648127318827,69.68259944948575
59,60.98221145974627,57.64198323484888,59.55489253220598,48.669232949288194,48.011360012850595,25.577460211618856,38.12766188007047,52.29308336944685,38.34025843321723
60,26.44536244559622,39.490953881280596,42.519476429291956,52.76252876194163,54.132254831871215,68.78876564698123,32.91496590738661,87.13047823207471,61.3240332451866
61,59.425553199047116,40.73079995229285,61.04676661227365,35.710979089015694,61.40133440746334,25.168509309441085,28.483546804393118,53.82199457099752,46.81010855812419
62,41.11619671051241,36.183014603024496,46.870806853174166,30.821719762691487,50.862727279892596,62.40605835728307,41.28531628123919,57.8159384952313,39.02877476501976
63,52.735712389503945,48.3683640157367,39.660014512121506,51.671679057561484,51.665843841976034,37.822860964784795,23.681511342919098,45.69023533628685,37.69228810070579
64,49.95896442233393,53.87431799443448,53.54363944046863,60.12316827708051,57.48415001695127,36.935298498162076,45.3932743503416,51.663355305439914,54.79852648173699
65,85.55626371004595,32.261288792766074,63.357769034528204,66.99720508245656,45.721512231448784,46.36128743149226,34.72161512390254,55.63418708284717,50.37435846441457
66,54.98244728617963,27.227300128421717,50.8172264855188,62.74992398374975,57.96412636811507,39.887782672873115,49.585503397395584,58.79807774775256,29.459171722141836
67,43.16269826458023,22.655422489261845,52.211008592590034,24.33748832842189,50.64128876073649,37.7005212488128,37.306918672219005,49.04497583779077,47.81932847501518
68,45.46980165714039,61.171766025887074,53.981168172110394,55.013169610829095,41.804239220959154,24.102070758224958,50.37502460917504,52.00715561307974,46.52377096742474
69,64.22682604351694,57.756354148747334,47.53345275190015,57.67087681783458,59.799752155714295,58.045753996757554,41.03467897208432,38.38745084004482,48.71303254634402
70,68.12429277145755,40.93414397736357,59.28673535762061,30.890988077725105,57.63407476268552,53.763219109039284,46.046075923132015,40.26346458869888,40.65007327048973
71,48.77732092148872,71.41836187534852,52.97124163266297,56.875292127914356,52.89167719478107,44.78603026745525,52.5091551085736,70.1686303136424,54.09799357284664
72,27.069319872617037,58.68132846114381,55.113688876955464,17.390669276840768,61.34488900059326,54.978266246184454,26.364486546218775,51.67605367236399,42.51238115706156
73,58.083930927714306,50.143990863652704,55.0089951806639,41.07485125221101,76.01365697221759,36.679051387668885,36.3125386824727,27.113868480595038,51.470957141817294
74,51.4219621390787,50.40616140064945,57.75670226597614,60.02109600378041,46.660682623829075,47.09582167752437,28.395340310448766,42.99100840593205,38.95141725910109
75,35.98621484454818,30.514302522286865,33.25051425124349,40.485185754034724,36.708156832857526,42.23059649063839,47.925718520655124,32.11956433535513,71.37819498287644
76,37.735465687192644,36.41138427344896,68.43514971259292,42.621750800919344,60.605982509460155,61.07550897010558,45.2910707967083,74.4213319892399,61.62870215129263
77,52.914358517238576,44.6737057430733,55.128325352866995,62.333913295343294,60.18738221494837,60.38780335763785,54.464205862120636,46.6345089695381,54.24387792678873
78,34.34891108131538,32.90460762230774,50.70251885191098,59.16636427095136,40.805823042964164,49.17165919945449,51.26340073309506,39.94859596069734,42.04887161937359
79,36.705010653343365,61.11607038018335,55.729927215916256,72.34054335146413,49.34117150717687,37.15628477164354,41.03875991991265,61.07652647669414,24.972026957768886
80,36.88156455244186,41.26108132702695,52.37095099594757,48.70341023564442,46.2817264056504,35.656289343591325,33.02678233422877,56.652737644230015,41.4180973543374
81,65.45239853063147,64.4030811103963,59.51400662700042,48.26627657776013,38.53690539732478,60.084843967505996,34.539753412878575,43.336504446570935,41.47119302301888
82,31.373640385674467,44.64707793281314,49.60568559859418,31.094678315201268,34.80515076110272,42.15117385552091,32.67585002436561,51.979978561986506,51.38076788157461
83,37.95232327806339,53.05385187983488,47.46057627947818,43.07884065200543,63.18318281394226,53.823798438911595,24.05654735287735,65.65866568173887,37.93278123483703
84,35.313962365641814,54.000106443257835,33.96594349795467,53.89562852259072,57.76556262763412,71.44681416676566,45.5999417031792,42.077675091250946,47.18373555777546
85,24.242942441750092,48.69414479610915,56.30928103132321,36.46101545491578,59.90228025471547,38.29099887102664,32.33537926507617,22.639101465099618,49.3918543192176
86,77.05531588165006,59.90954055616107,23.626662075527154,50.314036630312195,50.618261934556415,44.668827392464244,41.31983744491351,42.992340953687474,36.89041536553151
87,42.60252233646793,30.323206433850057,41.223033912628,70.00760965076131,46.557746268134736,41.45474581488485,39.398819821044384,52.38146149074721,53.233235902190515
88,31.752912911835118,62.953116278062225,43.55488549117036,50.823681290288754,54.60529481955491,43.40742622419237,40.43792732773462,52.1529122507607,54.24431471715277
89,48.759984527708816,50.46860244160997,32.835898184406965,78.25369376251614,48.23534631216083,43.40740641976198,42.55610410827962,51.58803093063037,41.29193609476987
90,27.817706198745377,60.8511918688237,57.861997760647206,65.88363010151019,56.11829120501404,28.0003894162032,35.35991712404056,63.81424751242768,28.675071545866107
91,33.6448382457772,51.28280187532269,59.74772814629326,49.786627589144885,52.65434386559432,46.724461340686666,42.05530119615753,71.79530394684426,51.41997623127027
92,41.471832584043604,37.084404272601084,57.3621272978062,58.85503240804682,47.64304604935698,32.23648460635711,47.475468180951765,44.8529393027142,33.09817907294945
93,25.966703944121548,53.159502688908,66.41438713960913,56.798167225948966,55.41704619023311,50.674002909168635,15.142186434113944,44.16785190510974,50.279925071526755
94,80.77890190941407,58.87547242146959,38.348343437682104,49.005220730102636,47.38212253324555,66.53783012934865,38.0541753766328,43.49446927516714,58.29005459272998
95,64.19188961785797,84.32303235378723,34.24228682699008,60.70128686509716,31.662941590765744,32.83076329998499,34.65444932929054,52.576330103726455,46.92308503910157
96,52.26529360702317,45.59509925224155,61.265642644833235,44.96327422071106,38.29867574059498,35.92993897935305,55.78371033870102,47.727470531253424,45.33935557337015
97,49.22780747297402,57.66154684367329,42.695575568049506,46.550724311098826,51.95139854534669,44.71202808714284,27.061437711670166,47.59112896440168,53.55947343303869
98,32.58048468186746,49.01904791098574,43.62898939211073,47.02764513650986,50.056144779232824,50.024099582891886,27.74961902199286,56.6998690086973,35.16654511958795
99,41.65146879689377,54.754509159207245,57.96380405696332,55.26806951671991,53.25142228357411,46.20967360188627,42.3261213612097,53.938105428832536,46.41200736218425
100,57.82355996295814,54.5333510242858,50.45359846879431,47.06408419874399,44.31347069936931,30.16552077547714,43.44192156842851,53.42381276039143,59.01122681318641
101,55.5737712578412,23.900490173007725,71.22440517917457,27.82108982251231,36.55562487400254,29.79212846217291,48.65535151682208,69.95912510388725,64.02445715492688
102,78.41477489758347,49.16998786972176,24.94703270739051,52.477596639594246,42.86956835842226,37.39999252902125,20.964386362685417,56.14782480932841,52.56321745267687
103,60.03902775156156,66.23133537436682,42.383983744221524,50.92355955148125,48.02944351674353,58.39818184107745,28.919675596021413,65.44430752329508,48.262322097186896
104,36.48716862711569,53.09980533460841,57.91060926632372,42.28798098945271,47.58096901172816,50.875918941630395,43.84817408876536,44.03166585911709,41.98800743008537
105,64.68902105017587,58.581466750229474,31.996522361954025,51.108392147801844,53.66546817419473,58.968383828756146,45.46193439543016,60.688002635856066,32.84935936068683
106,39.00714020017369,71.48213770407227,26.760001619837208,65.47221969874082,52.07830542410282,38.36165455102137,50.272895919332804,62.81360270779066,27.0894101547193
107,31.53315572321826,69.62649670338423,64.54368191449382,51.378968799456665,63.83648505718143,34.05480074997179,45.85294145659881,34.95182847274503,51.93601788447621
108,71.63408325848975,45.60961617846128,31.97247017936947,67.83975552633375,43.62213843109492,67.84096334828048,50.09665140998883,24.16462827834161,61.573753952483514
109,59.78782224774035,44.32232659191822,22.41133569227151,58.216470841473964,47.816711489078266,32.87148354699865,48.52640989872657,55.34733701482743,47.73991237321653
110,43.83566459758476,36.84652006714686,40.03827125323369,56.97473867668733,27.921110351336374,50.34216635785102,37.45870101573906,73.05826323303917,46.43896801728438
111,41.07491895675659,69.9999791511659,50.6681455597505,42.00404209022668,28.62974275953983,39.04438987995134,46.20507135080828,47.597047557254584,49.56499251863201
112,55.85398610392703,40.363725779001776,41.68172260500667,46.831315202502225,47.77900658203895,48.25096261804938,40.950477908291674,55.13284269972509,47.073926217536766
113,38.291227622254574,56.5709530307244,53.09843190319156,44.476507418821896,39.14176201864765,64.6461307727011,48.13358325235084,46.675479547663585,33.08165942330503
114,46.05735867732207,48.84819761680336,26.931077495187072,50.63198688651762,50.24117819180525,25.177913566053668,66.82241143079425,42.449385241002695,54.702568969331885
115,71.94130470583272,51.001401386474456,51.10764538109262,46.155419500638544,46.947908479952346,47.357919065802115,47.743764953948315,71.24590290081231,46.25510158742327
116,44.61467113201023,64.25570661007336,50.33119627826795,65.81343110515898,54.713313106044374,42.56813961084535,23.047748450587264,47.165932283404,35.93968356725238
117,44.69493369213525,59.71826890362344,54.78042569799898,62.359542426081866,40.60873515555365,53.005891917506844,34.81694455388244,43.196565498276414,65.52801552453612
118,35.164509555428616,34.7863739742521,54.856630324011945,65.03675575125739,43.07238402456609,49.787890178040826,37.04005928644082,26.132070287510214,31.910469505225905
119,27.910222728944365,57.99631099642377,59.23431939890872,36.90038729384163,47.67013705615595,56.55367465330642,41.860073953245816,69.05496844306752,55.041476537706856
120,54.83424733086437,50.782928396517,39.716264523944794,58.55062196592801,41.94814716179115,57.47352255656597,43.757831180133195,42.327884230288234,58.273529574066615
121,37.46664679081065,42.3130013992862,53.05376277077838,36.11160864975723,72.878182892735,62.151591017692496,24.27089231868935,44.795096087122566,31.921804822041103
122,46.26740182265367,57.87403009679255,46.58994537491369,38.0049322757476,33.40731459830244,52.08551209801061,32.93164586437617,34.78484841843403,60.940136773113544
123,38.417186392146554,60.2098706433525,53.080486118946105,27.481654016263914,59.367064263756816,34.75427049965625,35.5734427031802,40.9198078529796,57.26923546679994
124,51.13782731151007,75.52549245024207,65.62726756749504,68.30780638313195,37.37868971274872,43.227352748898554,44.1544307002888,55.90814439954888,74.77534209181192
125,36.19636967187981,49.39310135822219,61.51580942961274,58.4057916376558,41.76721913898073,45.67312122576505,35.83468176356963,65.69668306216994,45.20618186253174
126,24.850759705159394,36.63935488506061,53.61507666016785,71.90762907158789,50.10364480793479,35.683871952985214,26.718973826160077,58.84411398889371,38.5622840851002
127,35.88256044853623,49.05532198044535,58.89883330785736,48.384984129080394,57.124408056713726,41.67183034335067,51.28131839176716,54.093318198803225,28.53685658794567
128,37.50045112496885,40.943975573340886,28.62062072719818,67.58858008075268,56.6411063524243,43.051267502178675,41.7314505437251,57.392647153301894,39.030330072361394
129,62.956106237649074,50.882340517761946,69.94211675425646,55.166833476222806,25.337174886429942,33.932583688844865,47.10440641721529,58.33346668014681,79.50988347581136
130,47.650156767392154,46.51820412538342,56.39699106046898,57.24102951594312,77.25358990967781,44.508169311781074,44.511969885023774,44.48336556768653,58.27626990000034
131,78.23697233551229,52.42518767264763,47.86442400210203,72.18744547501431,17.53485624943537,49.641368943703654,24.527537334978796,57.360027032649846,47.07054016018044
132,68.825726376517,61.82026235272645,27.715429110248362,37.334025647051185,64.90190116204388,31.83800083420056,32.22904535601225,51.75375621544536,70.02784763520545
133,80.17633369964283,58.25195233483338,40.759399876892246,42.832279421558454,51.85775002663256,43.480239019360425,30.060904734952317,45.91537205559885,36.28485986750137
134,59.39107864121326,64.40740275332722,54.521124955966414,55.11093568166513,51.418668649433485,62.63171653712002,44.223460603271015,38.563869653138724,30.30414712400774
135,35.9301797879558,45.06044670956619,67.73726942036181,55.8947922339048,43.293305037786546,44.27068779835169,33.791439138116054,34.24222592157238,49.36102115138035
136,38.182396813827054,60.102679985647455,63.62623956548677,46.90234226477083,78.81984294647656,35.53491634039709,43.4817041567723,32.77964818260405,63.179908608669585
137,53.26515131841296,62.28007327834566,51.63574731976332,72.5456376504621,51.46316194210376,58.1356469453763,51.25749858415695,37.921992796491104,46.86551605903154
138,52.409141937566766,46.02795882783069,60.23949041493748,45.521679441092665,50.11048716660526,48.31672554526135,18.503259616546323,47.41363989606632,39.89074961733971
139,37.820409573287854,41.181040179909054,31.108084919392546,52.7562723640352,61.31552675115368,55.7581070490247,44.18692882303845,45.17943494296122,51.278489337559044
140,60.201268216029455,54.617103969695656,63.5849916380188,62.854929579187356,71.30157940180759,54.65789041652548,44.71068809620624,44.28274533224768,64.85507937415227
141,30.77781760258753,49.61371906002259,48.47986878343398,50.15664542070343,40.37197542668611,58.360156866720914,33.05317824454978,59.71001977820354,53.901431265168604
142,72.3825037791371,44.508600887633385,52.48675779834762,39.077229150229236,61.033386551976626,81.14728848537919,58.216183034376556,37.763872794178106,53.210714996648804
143,17.842261523063033,64.11422419715899,35.115903744188515,47.25248371788209,41.2402930159556,63.88295285846045,29.860972361836744,52.748217794708495,36.90000193635459
144,33.904163276409605,29.137809350805636,62.700381402637696,45.91476856215311,48.924556242688865,48.6607327105775,36.77862489618238,48.68440420237459,53.4760292126421
145,58.62132092802069,39.785119427515504,45.09500183773679,51.49807741766604,32.44586173326865,66.35556731787355,36.87825807451951,59.663889630802096,46.69438570223877
146,43.165252482770455,59.59575926908234,69.73585788972792,53.83165603672198,65.92166364097079,58.7582568028009,54.08586678632321,37.72441575492784,47.00888110624491
147,36.711068841015866,22.528779138154665,37.328685231041376,60.68996914491561,33.571479450985215,51.87849383682249,40.772489608283955,73.63111895936046,51.228452515326694
148,46.07264015842811,64.05129647792104,48.609249169846585,59.79709724987253,36.14160376287659,34.2615656103119,42.95661086317303,41.42137646887922,58.32237293454553
149,45.84832675453915,46.46057861733857,44.96356016201904,34.70661026043905,61.14579662880655,57.02635157676522,49.68720634825696,39.91605544736679,30.185602780812083
150,46.40809991770634,42.576217687592475,52.10101845137665,48.18505205245876,50.62746188734966,37.82168906376615,29.106612477669895,48.454237873692534,47.9886068980366
151,64.02560004294168,58.74748200987982,35.108499753469566,44.91099948976085,52.56183020647809,54.64246124523008,51.42210237983639,59.82436105975468,63.74617222381614
152,65.87380688444783,43.656926358192514,56.267810018121715,37.91953821644239,55.437362742609196,39.02422276936134,41.3375474774393,50.41852636481877,58.77943922648319
153,35.937281848235386,52.54734844277331,47.18458352271284,33.43274215972475,43.27708340648062,62.829607904477115,37.60785731831739,33.28845368113009,53.69088108058051
154,49.3304871560018,51.11836393695131,52.3985106383438,75.1115825399527,58.07400638274298,55.48150469684771,32.15315489093517,44.35416404179103,30.55401448379495
155,42.725164787891465,46.53716408953683,46.05511548400649,42.84592881136117,34.185385117605556,48.80690707243245,45.90906092570247,54.62301922346194,37.74704593053528
156,73.13549595905876,82.69266113361574,43.87705285099853,40.65859323547888,50.63442023258869,58.33242336970933,45.60858088615866,57.18589070667098,29.32686113187612
157,62.481145666606196,48.56811744264597,40.382723166498536,59.40298440367868,25.920531636247613,34.410945029939015,39.77359332343996,49.1879655755791,50.20949147420635
158,35.99515802757887,56.588967486262725,52.007402774652604,42.089272023327396,38.02510195484568,51.29953817701045,44.786368041710475,43.526890288487735,25.970148155953638
159,93.04259518205228,71.73534942329903,46.18794586397909,40.87624591086137,42.43803641444637,64.8917261517394,53.0035945629955,63.42252866188114,75.28964837849664
160,37.8865842298918,60.064622879097946,50.64639428564245,46.92759324379041,38.8405415023003,58.650242030738085,45.62617809012946,38.68933529812332,54.51449034751499
161,36.44616763281896,46.68069138998328,46.04406968251211,68.8961840201319,35.215458560179,55.562980974473064,26.86020040581697,48.67564332616021,54.028416007700926
162,34.10877017759222,55.23049159341862,57.10347874478329,44.82481166973935,47.53490878459816,23.333277634648347,39.00815146626785,73.60319680949927,55.82116621060483
163,36.16736579507559,53.70235115626572,60.379803553657425,53.18604046344821,33.28940042274548,64.7682304669686,36.591359117660446,54.74492301526404,35.20371492230777
164,75.33578279948132,68.49879862019641,71.00065553346498,59.15302446632956,30.17884325189141,37.42557777747443,37.625844009276626,41.87087673477468,37.466900397435715
165,31.885452315462675,40.42600847903201,52.226911140832335,34.89207250398428,40.24526032139907,62.55738140796286,33.984018185010775,56.2479985675869,53.941594477131126
166,36.41899446146208,55.16131284801955,36.56039092766811,61.94837632045147,60.73632121201269,65.25910095765359,35.15162530317406,55.76955711201101,44.11882915250932
167,40.98615164636967,67.34001616832127,46.55433873492235,78.96825662100292,56.88868677736015,48.887024906549584,39.259843633759026,50.59942327870583,70.91286069634906
168,32.21964910353468,56.363952734270526,53.342404195829566,67.36377792256143,58.058072786755844,32.43160930100398,35.21850531735377,10.1733598816293,42.39099848921804
169,52.20068734910667,47.66196972788409,35.99632742270468,65.63376785097137,36.39648371630327,80.14981226722337,43.73916613876455,22.47769576299204,56.39557035007853
170,33.36314764698699,42.414268026947745,60.27153447826041,30.103620486672106,57.14033696320528,42.89851441943687,37.40942397490436,67.58295425684759,68.39599517943805
171,40.32158812447278,71.10047245029499,53.85727718625172,49.74232769380036,39.41811391722199,36.65025034953787,51.3221487406147,69.91070950598777,42.41656876077959
172,60.14416775283628,45.17679647250432,48.89372411849843,26.295206382051834,46.60355729532889,49.12080847072947,47.32677613755338,43.892260188222274,42.46210523970511
173,43.33168358844451,36.52218310426653,55.684913787046604,38.393338039516244,72.04915952971041,38.78589482496823,37.98870696459998,46.89160033552787,68.68794697073888
174,57.84603185201549,63.29397107951581,47.55021132527114,44.669525630583415,60.85496628953978,31.38565667363332,40.769732871477025,45.73543342297514,58.55567622513061
175,87.81629482727764,59.0310066311616,32.74673802321329,64.98433718315113,63.24380363427496,59.89448682435517,45.077298101255096,58.78754643091888,39.46447594002496
176,44.94667669884748,53.05088248965032,41.661840308830165,44.28883018682548,41.17114406643358,46.38527632628957,37.862184887541744,60.93281929358183,70.33341465781402
177,23.300674709088195,54.91925043876393,38.99046903941649,56.76183713168595,56.27861054726208,28.127442674566964,27.255455311247342,47.15179421877595,42.29338545688077
178,37.20426481701396,49.47403306529446,37.295796418138266,55.28410734875323,76.24859158536559,79.14309242963247,37.93945956525444,57.35866278092725,49.094242249186905
179,29.200795284929704,54.21995411604879,48.80525199836087,48.85747814830938,65.91810986107626,50.403526107679134,44.94352458666287,54.88307001675406,35.288315184771726
180,85.809261153529,56.97754898074571,34.66371296121967,22.781803225692293,68.59119496210806,32.95658388412813,56.58747680280471,43.01005253853855,47.60144155497307
181,43.52841816617217,54.42952946908022,39.04152697095345,40.638708528395576,40.87992460898987,20.632821273383424,47.76238530042122,34.63691157776855,55.18927109296498
182,53.1305470408636,52.90227929797376,49.32370220394502,40.33254900536673,53.89879066518144,34.12856586077759,45.98059700395591,35.41433555824836,63.4136322597056
183,40.21974407381831,49.33110986643523,62.42065800592965,47.89144918872975,63.67043350904327,29.52094603446674,38.86514522427723,40.06136704310804,52.50997389437522
184,56.22911927979428,41.35174295224769,56.59499327205993,25.250679696817425,38.2398308580579,38.12352397445648,37.56930514505362,61.09953108960383,56.94293860770105
185,58.878859170549,42.74999903029186,19.53320511208367,45.425298755340805,65.73024318142738,50.896911324881124,31.87985721154796,47.81812200239845,48.20463310733222
186,71.53346460817801,76.33501316314457,39.070778857516345,74.50901561923855,46.221245108148764,46.84567151087855,53.42246683553765,47.249061835414004,43.67719425263685
