unit_id,ReadmissionRate,BloodPressure,Sodium,do_bp_control
185,83.26080977297406,52.536546817706835,52.7954432499542,50.0
186,40.646145131449536,50.112729111245564,54.6207903853909,50.0
187,45.70548467606754,50.78343470068999,37.574647816114926,50.0
188,74.59101682035268,42.17861197183441,53.13118396496583,50.0
189,33.6460315674175,48.708970218518104,40.66644074749616,50.0
190,88.44223736617958,49.30811507639123,42.25635892332897,50.0
191,49.006803764511844,54.799774141945726,32.98885022383715,50.0
192,34.17307144749235,48.86788182814542,49.95525227874189,50.0
193,54.81969988563953,50.51310131929527,50.09217804197865,50.0
194,58.646611166122774,55.53132494563985,64.33968741358832,50.0
195,49.0723839682789,54.29293369526313,31.3167777167976,50.0
196,36.0701150164059,52.90894495847184,61.69468807127092,50.0
197,43.560362908244876,50.86159674364047,64.5932918027845,50.0
198,30.81714930778977,49.97698479467761,49.08532922520346,50.0
199,34.87875703281343,49.27276993924486,34.03439647487432,50.0
200,37.604018882660384,49.53546232523474,31.05028124981664,50.0
201,65.71222674811125,49.80203976805606,38.42847897863399,50.0
202,33.80149221680751,46.41616453221739,59.12085487816028,50.0
203,53.733279680435594,45.45645283541127,93.88127592451956,50.0
204,38.74294384051656,49.525102823042,30.98672662209572,50.0
205,54.02330436025971,55.107174203479744,75.08839072289663,50.0
206,40.77015066514312,52.41532548137114,53.13509423982824,50.0
207,37.82509147826723,55.17528128983639,43.898314932430715,50.0
208,52.86722105356657,52.41805560440746,40.80899120615684,50.0
209,32.119595793938686,48.57418495878291,51.45566830759653,50.0
210,56.24328689070637,47.29574054834632,64.49184785932785,50.0
211,28.976128228582162,50.15348181923274,62.26368472012873,50.0
212,48.07860985733596,51.3274422805198,31.85674362718751,50.0
213,48.87231709162116,51.13856348448117,60.257650042221115,50.0
214,46.29588046259193,51.30987635741751,43.42418508888931,50.0
215,60.55007755631699,51.04672479098295,48.59488938471045,50.0
216,61.209499975286136,46.0768084531204,50.51680579710108,50.0
217,26.577844691035327,52.32159248367818,40.234737843676,50.0
218,41.54254929878517,49.66743358313509,53.185054716548834,50.0
219,22.7424833809616,49.6639746772217,41.75591525136717,50.0
220,31.117730316280777,49.947846370002694,45.09784861451593,50.0
221,36.78597958653521,48.882357768846354,48.96889587220383,50.0
222,40.285108942331654,50.38735384125529,67.858819100354,50.0
223,33.49681211281201,47.826387243931734,42.3161685081707,50.0
224,43.37460406135756,50.95502908643955,46.07418649923648,50.0
225,76.56977890185074,54.29203183743989,57.687650287478796,50.0
226,37.06218695881665,49.31299641365294,50.40046449351961,50.0
227,42.731102439905776,47.44146151570976,48.31246119314396,50.0
228,35.07800236288717,50.26606235000497,34.85656177055713,50.0
229,35.44668911385969,46.89526383665141,39.67302121915181,50.0
230,36.260130984539984,47.61665775605767,37.33655495389302,50.0
231,31.867794765094192,49.371879182654865,43.97568115851086,50.0
232,53.48006786012271,45.47267157498747,54.958643867001626,50.0
233,39.56609142000957,54.57923334798838,48.310543758604595,50.0
234,65.2583484270312,54.91367601219846,62.702303976485084,50.0
235,34.753896991595475,47.73335300312592,62.93297416653893,50.0
236,41.84585820173893,44.81960675985255,47.23982095134299,50.0
237,37.20882260515755,53.473076892476264,54.19861253659148,50.0
238,62.61001121640774,52.9736542055818,67.6021950034307,50.0
239,38.71879631099688,55.00861177124286,51.418280795890304,50.0
240,39.194259457651405,44.346026391035984,66.00665737271406,50.0
241,54.12604337404791,52.22571068902781,59.74313008883241,50.0
242,42.56179443928005,56.52125494660628,57.822275514041955,50.0
243,36.226464944524785,53.557608308569165,57.467748732930346,50.0
244,41.55646877411806,53.99302985566085,55.922013659027066,50.0
245,29.496562578608156,54.45099371795531,61.54786272223453,50.0
246,38.137105321345736,48.09954609850511,41.850632016387834,50.0
247,60.483368982521824,55.69480101222208,63.04668461138018,50.0
248,53.06755176391663,52.56104533641837,46.56840707560027,50.0
249,71.96769916041949,49.29210427497113,29.80593257450381,50.0
250,27.643671597675265,51.94277391872797,44.07891912956332,50.0
251,70.44615728609793,47.60543209405107,60.42611052621434,50.0
252,35.36487636508695,52.236927441316645,35.00567932044974,50.0
253,40.68883820551464,51.200892635431835,40.148805005546514,50.0
254,81.38126033916011,49.00644914593876,67.78174380733094,50.0
255,52.82903654559566,44.39011204730193,71.368799354475,50.0
256,38.51438602065028,53.97122025469988,59.93496558301133,50.0
257,34.93297191106379,48.854010848100685,38.469700264268326,50.0
258,52.222373593261395,44.26060255661314,64.07433659757221,50.0
259,48.90802282390885,39.95373659852647,29.622933787438058,50.0
260,31.976621743717285,54.11716552021302,60.78247960334122,50.0
261,39.63120316417678,51.580785367543335,44.378769074187986,50.0
262,51.58608272171496,50.95052154390516,55.71908524720835,50.0
263,59.6002711344801,55.30779242503753,22.917478232730765,50.0
264,42.21903771710152,51.23878963726147,18.813586034898197,50.0
265,50.826503564086956,53.120252004151155,61.44373161127729,50.0
266,36.016670216488876,48.22511486628111,30.613305866394967,50.0
267,82.14859682950403,40.3852171035986,34.46316715824715,50.0
268,32.520861518314675,48.83260091505624,46.41325112198275,50.0
269,73.87468814368187,47.52416281795313,26.16575311361103,50.0
270,31.535567407606862,49.40734526633909,49.17175174745217,50.0
271,39.23179210592423,52.20510525204776,49.583808965861316,50.0
272,53.75546909409935,50.03812165195484,49.94541101051929,50.0
273,68.4726940604091,48.853892675322086,39.45371817161627,50.0
274,47.29368128865355,53.639385166828355,50.78030724412143,50.0
275,68.86564307676,47.850805850233215,63.76241633463734,50.0
276,31.806886226344496,46.992767969947344,50.38063522133754,50.0
277,70.65826265282413,48.14355118069142,52.365600211567106,50.0
278,67.48991890388592,48.46400520045021,54.69021723550537,50.0
279,27.47056912848684,53.42931458121666,52.02485094265082,50.0
280,54.00334209278114,52.20919605796776,51.377219533477444,50.0
281,60.69697608696543,51.90212899301614,63.93627383362136,50.0
282,57.749934532551784,49.80246326251681,27.881631381245608,50.0
283,59.618981489349856,50.34461804470601,55.71947075864346,50.0
284,46.4708609311665,52.10094668064373,47.70138035346872,50.0
285,57.456504087375215,45.051534177229506,49.49475154692222,50.0
286,34.050570926212195,52.4953804701914,60.585703272912795,50.0
287,28.649705788065113,55.20902456364785,49.28451844747611,50.0
288,36.263815124767056,46.621532849228174,59.52380983639759,50.0
289,38.25884467247452,44.59253386817733,54.81049037546686,50.0
290,43.46311085781,49.104615804308864,52.74894100418405,50.0
291,28.812738755103986,47.50734676889665,50.19807144833369,50.0
292,58.62616765377322,47.13096053184151,31.05094773781693,50.0
293,33.67206779736012,50.45336566553076,49.935611793256754,50.0
294,56.641863434704746,53.436046118454726,51.57277769051878,50.0
295,23.543845856286634,48.078524099143785,64.35415920409294,50.0
296,69.18419789649293,50.4326568315947,41.56628274459648,50.0
297,74.11466923849271,58.970444195159814,49.50918822393921,50.0
298,40.94748561808205,51.9108407180494,48.29903771530893,50.0
299,69.14584202738077,47.01926587976587,45.52186484092548,50.0
300,36.09624150976908,48.83709503633385,53.27527676213965,50.0
301,31.19704326454174,47.292055288143345,45.8082523622566,50.0
302,67.66109131036959,49.52151554726208,27.53797322474209,50.0
303,41.73652607574235,53.26286402692744,80.66363652398586,50.0
304,59.38033108023783,52.716984533030235,39.51158471942373,50.0
305,61.59901488261751,48.41492924661685,40.618796989687304,50.0
306,58.995765285822095,53.79321980043533,39.76757349913594,50.0
307,33.5654754261381,44.3122209802773,53.766699034184214,50.0
308,63.79891889834663,49.7491758570141,53.801339020945505,50.0
309,40.514340786646095,49.275164358458774,56.23666339344958,50.0
310,58.003850522266774,48.26791002019127,59.57522507742405,50.0
311,60.872774726098186,52.46890303667556,54.73555276077607,50.0
312,71.41707590180206,47.738404672134436,69.78569323757313,50.0
313,40.09713345689696,52.42652414620036,38.879743393185706,50.0
314,55.25135603528016,49.30823781281959,56.18875354876844,50.0
315,45.66336557175882,49.7446618152225,62.77296963407008,50.0
316,67.38845668289444,50.35412921124589,58.915177380648906,50.0
317,23.754606319383154,54.966712287084874,48.23091665016352,50.0
318,87.80997245836436,52.14562961214565,58.09294337044621,50.0
319,77.7855564943581,52.10069975195518,66.45725653707498,50.0
320,59.012708616297196,51.88534066769103,40.0187315393815,50.0
321,41.48581220332836,44.961239735306236,49.71651826631942,50.0
322,53.40886256281044,46.86757334710194,53.731722008631266,50.0
323,52.536371182910486,50.19683434080412,67.17342327755874,50.0
324,64.9662343766189,56.193400870059136,40.35420241078676,50.0
325,43.45661828244817,56.52917675187825,39.61421027662108,50.0
326,52.38052255546581,46.9407249049007,54.67012174123314,50.0
327,48.663485651056774,50.086122295731265,73.82509317500502,50.0
328,37.00683549244278,46.77959950501143,46.92862307556984,50.0
329,61.820077851091725,51.06782288594264,54.34750882628456,50.0
330,58.81862703056311,45.79683089065092,56.94601681032792,50.0
331,55.69978358220559,50.90026425009365,69.64752867668753,50.0
332,55.659133279675515,46.91999765050632,63.6420886829971,50.0
333,53.51819627867409,44.25486254246679,60.92298930167365,50.0
334,54.605479127368035,49.3817991484837,28.36764069803158,50.0
335,53.10692514051481,49.99711056861879,41.21568002841616,50.0
336,37.83107260928709,46.1966319482103,22.663325330890274,50.0
337,52.36885406112683,51.05705865962359,59.274655404669645,50.0
338,21.577645817431122,48.7685134936603,57.25155746848324,50.0
339,49.697268825769505,51.57835507747203,65.24393155854297,50.0
340,33.29901368812314,45.697475407268016,45.085763847467305,50.0
341,50.584220295982306,50.04718405576791,21.068083580435,50.0
342,47.24146213575998,46.20198831229816,62.871500470862,50.0
343,41.05394622542355,48.844826994233976,24.23396502330102,50.0
344,27.906736226755125,44.9461782242678,53.11317803068523,50.0
345,46.37408809274979,48.189134020762936,58.78758217470391,50.0
346,65.90210246005077,51.45228663919062,69.68070112001912,50.0
347,32.5994925617404,48.6281635135932,61.112116046016226,50.0
348,43.700124675883714,57.0226101841337,42.33411673869203,50.0
349,28.099551559255673,50.73220539158696,48.96827044286794,50.0
350,78.61358782288507,49.14983582806792,45.22717216422988,50.0
351,30.123302826887198,50.5216828976031,65.50413187494688,50.0
352,25.78537577300776,44.62700633741392,49.898022675409536,50.0
353,41.74793601383597,49.06522638159019,49.94278310556263,50.0
354,26.321942195334447,48.12669388838425,59.666324304864574,50.0
355,37.451028062651375,45.819182758145345,43.97615649754829,50.0
356,55.340653952731316,46.14068532162918,35.941912565880145,50.0
357,53.36351417591418,46.456472743321,45.5982888023925,50.0
358,65.92330841192818,51.32853218308661,41.971868166966146,50.0
359,56.63603261351396,50.89078747269549,35.03265233338262,50.0
360,67.0844101075257,55.411627687127194,64.66463546934793,50.0
361,45.89911030076227,52.470081160553214,52.99476514297276,50.0
362,30.26863446295446,49.5326595101554,56.70819019754944,50.0
363,58.921056308732545,45.461654387069196,71.54778715581722,50.0
364,20.948371918248917,49.476246357443394,73.89202437111108,50.0
365,52.61518015000173,49.49356575235236,67.76722307087277,50.0
366,76.25602387895292,47.3378564941597,38.749943925444036,50.0
367,65.39041678329389,54.62668190537933,40.071564511260654,50.0
368,62.010083677347744,51.61248736192709,73.11368659368695,50.0
369,57.31361484184369,49.53087228047193,45.57017785842387,50.0
370,50.934193866641166,50.74652393074404,46.076100475741036,50.0
371,42.472073264502356,47.22263844711075,37.593805200189344,50.0
372,46.16894622062229,52.74499616972865,41.7985331427874,50.0
373,55.56045676182523,54.613086587209665,33.45918769479302,50.0
374,28.802385687610347,47.9439083209767,51.949983106530794,50.0
375,86.07541791170217,49.956156693976155,61.074505020571884,50.0
376,52.62941186857273,47.935557409365195,45.82008978074523,50.0
377,65.2964763114061,50.025026374890416,62.90667703138714,50.0
378,83.08391696015329,46.41156776736861,48.71581281455239,50.0
379,23.938866123578258,47.46702620497348,37.87779444491439,50.0
380,45.232244378266806,49.06650461039775,60.07013178047697,50.0
381,71.01978503781292,55.446201805509425,65.13797969512063,50.0
382,45.329588442286834,51.55093254876938,48.39885067192255,50.0
383,20.665770248390043,55.05096822735375,26.994268009945372,50.0
384,24.118672388932353,45.043179929720665,60.19309467728151,50.0
385,34.035841899674956,52.137304755440496,48.36882368160397,50.0
386,56.42488544445831,51.406884646032694,55.84873684288837,50.0
387,23.661329568847556,51.61698550145401,38.471654418254474,50.0
388,45.66309399426841,51.07032148084721,41.08215202058088,50.0
389,24.49522071416616,47.4677339701793,49.65032695046954,50.0
390,49.07148793209409,51.03076327606299,68.33392315520882,50.0
391,41.548995917484035,54.38158652470871,38.7815308616799,50.0
392,40.53746318345882,49.846434066154565,50.04541254833655,50.0
393,48.95396018636258,52.31985883999795,29.462086271246573,50.0
394,31.862247074354748,51.13543247424583,45.42764646533166,50.0
395,53.82345505321294,50.034551013952445,47.90912989957243,50.0
396,68.06722811829533,51.75720600200402,64.18376676720828,50.0
397,37.27338808986072,53.48331489811664,43.115272001496464,50.0
398,36.596383364178074,51.12908602464762,48.41528081203663,50.0
399,32.26903631473826,53.63129660849716,52.222966383690846,50.0
