unit_id,JobThroughput,DiskIoWait,MemoryUtilization,JobQueueDepth,CpuClock,do_set_DiskIoWait
48,23.85931325590487,78.06921075176815,60.7629932174616,43.57446699704081,48.95306899117238,80.0
49,26.188968198227972,81.51194908486085,40.84776317597664,43.095321807426544,60.9893676185524,80.0
50,18.95343578986243,77.48546554160657,64.65185387672157,72.84890875487717,59.39084888254507,80.0
51,21.568601822263027,82.09669515908577,58.26991527563465,56.298147612715226,40.137678174343954,80.0
52,21.53498614884802,85.0864350814711,55.70061666207385,48.15547265111254,42.30836059598927,80.0
53,21.20111422965295,77.25365441452568,55.96297353196775,46.903522516490945,35.164311216214024,80.0
54,31.680720246289265,79.98731460200034,53.42352744148789,43.161900087953946,39.27310691820622,80.0
55,17.568679383180676,82.01224038811115,45.528191672682205,63.187762580871144,25.878035681733266,80.0
56,27.9210136098303,79.52833216462876,53.40253799581887,25.556549806514983,51.97110392767379,80.0
57,20.85570160322677,81.95449904304674,40.81827578157256,54.381089612294424,68.78876107117799,80.0
58,23.00013664522671,82.01027319092076,76.26342243117735,50.86180254740074,42.299462925728974,80.0
59,22.57153867540998,85.9961131137178,37.77418938243645,57.55476819291471,53.20836073137982,80.0
60,22.56363398320641,83.40068065361922,69.19383655945694,36.24394537530663,40.27945496728311,80.0
61,25.27230617226858,75.80388690776836,22.206016936801078,55.07324754694718,39.5425784461547,80.0
62,24.892790416624784,81.42389766337666,48.60749180525927,58.25830525695444,48.591039740765545,80.0
63,23.777528420348577,83.1104606644536,55.59954048514709,59.84651130206292,42.285348290510214,80.0
64,16.56512013034429,79.45259148697518,42.027235623260346,46.19497860618846,46.29439504406208,80.0
65,18.296895921573892,76.68312527483617,62.704146889378414,41.246042220787025,46.87520334132012,80.0
66,23.598357655386334,80.30931693193669,60.80559127954906,45.472299015965525,25.629664325450854,80.0
67,21.918506791481114,83.3730412312141,41.86860487434859,58.729820288482,42.86906533476874,80.0
68,13.236348482495924,78.84145236148166,55.372739786510714,28.694995038685512,60.16630221293267,80.0
69,24.812440320520544,80.95516810434522,62.13258481248511,60.372379055913214,44.508120216862345,80.0
70,21.47924569776449,81.905496210153,48.96506020553656,53.23159632143949,62.80272905002932,80.0
71,18.463014673397687,82.27231093088967,54.661432467497065,66.32717484630844,50.555243145957945,80.0
72,17.528093330704497,79.29876578486788,37.51187685058372,75.7388782694305,48.50339096840783,80.0
73,18.877365565168766,82.65717676640622,44.10566465587898,53.982228517019436,33.42364580861104,80.0
74,16.828275058147028,84.02093408934472,35.63225162218157,61.92689942657823,49.890655913253724,80.0
75,25.727295163355095,82.92623504409246,51.0029920755101,50.000429011302224,54.16826507982782,80.0
76,24.67698496025008,75.05895913154885,53.52825685686614,44.390130656799755,45.67159932629729,80.0
77,21.6172479108089,82.6209184786347,49.651632008039144,55.93584917391155,51.31646561598265,80.0
78,27.532334241996526,81.67086928832799,51.63869131816349,51.44624598863924,56.962732480099504,80.0
79,25.29821683352275,83.9268621575095,37.870177486251364,73.80018844019422,40.09070406652872,80.0
80,24.799516828820423,79.29490546930298,66.62081710134822,49.24088944527152,44.57483284489245,80.0
81,24.12978460406894,75.35452943911596,58.6726970724569,42.55140156801433,57.1425363408805,80.0
82,33.122271995307976,80.144603039158,44.4721785285803,60.39504436514176,49.71323844490454,80.0
83,20.46752885729628,79.36663231374835,43.532163070549416,46.80724129370991,49.738173000729674,80.0
84,21.345801021035946,78.08788731599219,59.37566806102234,78.67427966517765,68.51038334698204,80.0
85,18.2107132832093,88.43769853379735,51.95633591074288,37.37398687922737,68.65331156614255,80.0
86,26.049823447529704,84.87895814038292,53.21600919304935,43.16241613361787,71.14786578711072,80.0
87,18.93428826954809,79.56476814833603,53.064215780839284,51.7973150308987,53.838857714752514,80.0
88,19.851957675191798,77.47740219895132,62.34879593228142,38.783799779914965,45.83937965132662,80.0
89,24.71791954606672,78.04614269537686,55.2661766200516,45.764990728356295,54.48215908568803,80.0
90,20.50501468358877,77.65943270512764,67.79466074087598,45.539891875805544,54.328704779658025,80.0
91,20.84529197732288,80.75668223520142,39.05630752395689,69.23761081963728,50.16825564042347,80.0
92,29.432402170884636,81.76094054504648,49.803391240342506,46.231847882281116,57.403891059839744,80.0
93,26.664526094226385,79.22616704418043,60.61691926702503,70.96916490018036,47.03365308963593,80.0
94,22.952695954629522,81.94213055755542,68.65125918590928,41.17396903185672,69.91176432034736,80.0
95,23.8084525190391,82.669781313511,60.682761156685594,47.127960062203876,58.92237772801338,80.0
96,25.500288860570304,80.71582121805235,33.3066772394669,46.00590408323126,32.885805523290124,80.0
97,14.708431302746952,84.81733392372048,44.67151297297224,50.5370915870189,57.273975890108076,80.0
98,26.99424013285396,81.03782270182354,68.99534038341604,41.10989585687938,52.606210805080714,80.0
99,26.15915125361431,81.79693322041705,26.269424316207715,61.109510027965314,58.262737782866665,80.0
100,27.656971984455357,79.40738657400024,52.23124368991152,27.455968645197526,51.46793556216108,80.0
101,18.962382329257924,79.34619617301458,46.92631130583166,53.2039720375813,58.88638528971399,80.0
102,15.059181734725357,81.35678955976799,50.126971027729,37.727192535544866,56.75651367607892,80.0
103,24.91219438848099,76.89059401217611,42.09794476576531,41.750001662481615,41.544499094633444,80.0
104,25.90973916010053,80.39922594839108,35.147324539737,53.57162711126255,41.39879240871729,80.0
105,19.723008600714593,78.39160365917037,82.27581789284764,59.78918175374924,39.0290168145225,80.0
106,22.805386606148417,77.93070990858283,63.54416484767946,36.709969490185046,47.62178599900861,80.0
107,26.029438842177886,79.10869583287756,48.93655381023697,43.86249302781168,44.21414730911029,80.0
108,15.397705859254318,82.5680198040577,44.024926438933555,75.67244485429939,20.196031457813902,80.0
109,24.84822393582673,82.08394637465123,55.913440727423776,60.62804170306721,62.73719602652738,80.0
110,23.569089116052044,84.65761025282269,28.92356068401354,60.04254082667978,52.19776184711097,80.0
111,29.462152630185123,82.59726633473178,51.36643508268224,60.66760946189096,43.111004880636685,80.0
112,15.793854314465696,80.53083719203597,53.49788282592435,43.79291183630416,54.77605202600422,80.0
113,24.11743720634661,78.30179711798462,26.9449184171117,23.725362530476207,35.553696938420075,80.0
114,31.536425871820736,82.99391581748097,63.26890604124084,73.10165699923691,34.56610468103341,80.0
115,22.017710796898296,81.60380840174786,29.29635720396374,60.45184517859226,58.95294595335984,80.0
116,23.79545106379907,81.86012553200099,39.80787390047791,55.07510226400551,43.772323157004394,80.0
117,23.52152869716124,88.24050190688553,58.26593333689821,31.097773255760348,54.59832727804455,80.0
118,18.785806054463833,77.97058892333669,40.56503749876289,30.105082974850145,52.23169205476702,80.0
119,28.69285332774206,79.07727900405067,31.65617938186387,42.0484930341691,32.73446820484814,80.0
120,24.67772965601359,79.95443254140574,55.2828966833392,57.80702389146539,55.81204904321165,80.0
121,23.687312138974363,79.03729133276839,43.23476629429215,69.98053769764032,34.6504069661839,80.0
122,22.184801748781375,88.55549724475408,45.70506376918968,53.47540019050745,69.90233001888143,80.0
123,25.462266728074717,78.93178059922195,45.22787929837957,60.51915672449962,40.41434612306737,80.0
124,30.136813193062277,76.2234694379637,52.685332272393964,47.4889652053883,40.34045760479209,80.0
125,24.16585386160441,80.08264577727313,45.78519930722118,45.63532783057924,43.28102010546738,80.0
126,23.627541620725456,80.15152139471786,39.80196038906004,55.94525387842284,62.27760038381263,80.0
127,24.642692217604484,79.86719590662476,80.58938838103816,46.98325179440832,48.625482216192765,80.0
128,22.998672805988402,77.31041324532671,48.79720726589975,51.48721625727449,40.99649979708424,80.0
129,13.782596482998052,77.16010949202871,48.275603453713124,38.53943108322636,54.1867445869215,80.0
130,27.138300432759788,82.48951517703549,48.411943052601885,49.36845012235919,63.510401195590084,80.0
131,25.422386453452205,77.40622990599935,69.17780904414653,35.33205389398968,45.21804125196442,80.0
132,26.749835601003056,83.97594974978442,50.54541518295197,54.627244018348556,49.18312996810398,80.0
133,31.693336496080853,80.30449253851421,45.40124444447608,51.41024136066448,49.79776923934282,80.0
134,24.053702461405546,86.64876518336268,66.19773676310346,36.726342202470164,76.9179780747268,80.0
135,25.66102190243549,81.60655280308278,65.17546636749431,61.502822850015804,68.78691655265465,80.0
136,26.87210821470979,73.55054222698776,68.7070492345057,63.14011467221959,63.155905972117154,80.0
137,22.89010268798196,79.95870644445245,65.20265747645732,57.20414993918648,65.31423906847468,80.0
138,19.303423734342545,83.79973700040111,43.72199295967653,20.393596803265456,66.19290350140734,80.0
139,19.74274101853144,81.95858176443684,53.85414581283273,66.01481108787007,49.64794525912817,80.0
140,26.961381458319565,80.31931416605305,28.31191425399799,19.471103197497175,47.98377537279625,80.0
141,25.279819113649125,77.37542148978979,45.4633374824934,43.90661078049368,35.197493915281484,80.0
142,23.74131482533041,76.92696381155615,73.5887816055252,37.6324353740237,56.456832882018354,80.0
143,26.69183366936448,83.10672880124923,48.1264062334982,34.13633891075709,53.375946083502626,80.0
144,20.9047437545985,76.82154662887734,55.77169059263856,39.080518913202226,78.31324225876413,80.0
145,26.943109458774938,83.48744997667808,54.32576036047552,67.79885435998683,45.886371451511636,80.0
146,24.69832957365017,75.42853390342695,68.69153593687919,48.462514540814176,34.96225856646595,80.0
147,31.08170553357307,79.04060588130068,64.44397791391361,65.17476382299944,40.803034223910835,80.0
148,28.69959758367269,75.4510325553748,44.62213243838272,54.52014194569077,42.48349145527277,80.0
149,19.244171197805503,82.77177441300333,46.67248302634869,42.725421926844064,36.39990806350559,80.0
150,22.196464239427627,80.59738134528037,49.55192242066097,51.878463505611805,56.298903454099424,80.0
151,22.731991900924516,81.52722977521486,42.027736479098664,48.33220373120706,48.04496297251622,80.0
152,24.563495839217232,77.44335842615226,34.96911521052854,47.883203561143276,38.353958010197125,80.0
153,18.502823294843925,74.86430997551778,65.60602309452334,45.630056435410644,55.09709605653051,80.0
154,23.683083464073093,77.14451173713455,52.612717556160284,77.48496413302112,56.271386786210975,80.0
155,19.558537537151558,80.9088359196439,42.06924838229787,57.12257950900185,82.6971181099024,80.0
156,27.435901487216473,75.45703495856245,71.16222930047456,53.075629580231684,50.1046155560646,80.0
157,26.215954055249064,81.44009064380805,74.05823497374837,49.91122768823581,68.05463531572275,80.0
158,18.438992600143354,78.74564120697055,41.6515651188833,59.388902424064426,38.86583930856736,80.0
159,19.623196628830648,79.22827598029419,51.19838248112526,56.97072234788136,64.82292534242194,80.0
160,23.31877078606125,79.30681563000303,81.56710492774485,45.36481392490374,72.64721140328872,80.0
161,25.739655771692266,82.59929258047468,63.119078846178326,23.208271832206147,65.66658263782124,80.0
162,22.262705349641408,84.27421597010762,43.629202034275565,60.729625849620014,51.27135362653552,80.0
163,22.67762729893484,81.06481163585465,75.64454791730505,65.99221179577351,26.29700067790398,80.0
164,22.572536167969425,80.404883110203,44.617370807905324,46.018125674353456,44.86294141396144,80.0
165,19.225392078111202,78.16574515444351,42.36788699639646,39.6386494379332,40.69597574425019,80.0
166,17.113097419029163,77.5783861790366,29.91491068961105,37.91466070895082,34.16580866689031,80.0
167,20.232090448401017,79.05079790497045,37.07118499484128,51.309414390280736,44.72355566734943,80.0
168,17.689587560013535,79.98996192947857,51.472101680897,41.83625336261293,38.768153624143835,80.0
169,22.623974140104966,82.87070630803564,69.1079556156475,33.944087312803596,52.04757918736296,80.0
170,25.456397969562673,83.77595459544314,63.65714759299393,1.2381949333590583,59.93090512616194,80.0
171,27.925180396568877,79.45901952372182,38.879093949098305,27.369734917027873,47.142003333659645,80.0
172,30.663909321483267,81.15027085238276,51.397144071655596,33.29293864131886,81.50445064729969,80.0
173,22.260026934184005,79.26173360519323,41.96524947815142,34.478937597519106,40.484760197874316,80.0
174,20.607376015568995,81.98298506487195,46.31702473166193,54.912894110826976,53.48361806928772,80.0
175,25.97923752608781,77.516315444388,57.84500786925543,47.30661195492712,40.10670107565648,80.0
176,20.356084473782893,82.84691377338801,60.24808460606042,41.42723862715344,63.41642326323711,80.0
177,31.276037489369504,82.9875051681552,51.137239046097235,20.27410584551692,56.3996748378102,80.0
178,17.172910079993983,78.98850753066155,46.78173065286351,50.697140989288286,34.02834925129834,80.0
179,16.186311029323594,79.53116834244085,40.451569753580976,56.23573975542743,58.743771453396995,80.0
180,19.166480784178162,79.11855543424244,71.9447081075679,48.7135399259331,54.56985892281825,80.0
181,20.015923297420002,83.6488573130209,33.4674955283139,41.803207082739725,53.675181828847954,80.0
182,18.132648429485872,83.48112725859092,68.43836171047658,37.41469287798644,54.864339940932105,80.0
183,23.756011201974832,81.4365835327581,39.68793261899128,63.803601941984724,32.519107019465764,80.0
184,19.82403589897565,84.15733820212887,31.80653600054744,48.32602396633877,47.03081757530832,80.0
185,18.682083355901494,77.50482625309138,44.919780233373196,62.375358251218714,53.61229683422451,80.0
186,23.029810362619404,82.40302682545993,80.63075200882787,59.18798892363362,28.028494084096046,80.0
187,25.80106880869539,83.41360399829122,33.97908119523074,58.579635119599715,56.32093264094971,80.0
188,20.345876029482888,77.944466405452,54.82678671565771,58.80758834007055,58.88167555383684,80.0
189,24.319550101152934,81.54536134488563,74.58305616050838,34.295440621274714,63.8855032053292,80.0
190,32.63644892159757,78.37155693764099,64.62906348473162,46.7328899622918,57.377092296130066,80.0
191,22.803066163707328,80.58290589238906,44.43563506600172,40.06516719497022,62.186549899869114,80.0
192,25.88324681016339,80.77969701561952,51.81059283986019,46.95980500635563,44.79911706111745,80.0
193,25.280771542493632,75.32677860083854,56.754153035507365,57.00319567644845,37.78286960107181,80.0
194,13.976063078870489,81.4343040055425,51.32412420743282,49.97260724690623,53.100404772620145,80.0
195,17.06419404022455,78.40575969701678,56.30159084364172,58.45822150838585,58.93516517428759,80.0
196,26.558212199657763,81.21809015608076,52.60767670606411,45.348128784918636,38.74447094101967,80.0
197,25.579092155336532,79.0103098606145,57.62366654074345,55.79110659116371,46.32995802416173,80.0
198,20.828798718730926,76.95253545955794,50.56228282156607,37.18350126206379,51.26472431109763,80.0
199,31.342634360909436,78.00473594338847,51.11880736704861,38.92004348847788,58.84809060873352,80.0
200,24.64682131073198,84.86981133143756,43.026955196705025,24.848650961455327,60.42744729103462,80.0
201,23.451267000748565,77.98253857303823,51.12789780690841,41.04195671033776,64.01122138817395,80.0
202,22.22200379567962,79.34447285565778,12.165086359713936,41.960715121747796,34.48268484385273,80.0
203,23.247052903385374,76.32924279003292,34.58239594598266,45.045996570242956,42.72467722111099,80.0
204,18.58192614413221,73.34222913362035,58.3552907059932,44.491465666243926,42.93186443858608,80.0
205,24.509555734002983,80.77533988907132,48.50471466112623,59.72752826425322,54.72203909537612,80.0
206,27.722601059464075,79.45034505570187,58.23594726027974,44.65458869685354,51.60984122481628,80.0
207,22.138057657362708,79.77958061909617,80.61652407187177,51.43502138289993,52.75425479032371,80.0
208,15.95939721782021,79.7132165635689,62.731181767549444,31.260752893638955,34.08567993118442,80.0
209,22.293133194922422,78.81910464498428,30.91808797007306,47.89249809675266,80.75525000937175,80.0
210,22.1116218342417,81.44361860219446,44.93616231365259,55.490728902125554,45.15540397787531,80.0
211,32.462957820793285,78.72149420421009,40.36984667806585,32.9322429115125,55.68936456306911,80.0
212,22.43990052012103,77.66179381996479,51.966822344307275,35.07668220467231,63.218022082970464,80.0
213,23.699218364322768,75.41627986474361,58.802986148012806,69.15850069609458,44.35703515366132,80.0
214,23.726233643314036,81.0983830854262,59.115045640221744,28.009384251945683,61.768076105868424,80.0
215,28.33731647016275,80.98827270161931,54.441445192393246,67.41372859126585,44.05980049872256,80.0
216,21.398867745222077,75.9202730257664,53.03468547729393,48.440192961143985,27.013927967153776,80.0
217,27.21114986194494,75.70866960027985,34.48544780375196,32.92818774599091,57.03725683018604,80.0
218,27.325232881351347,74.83132356709376,50.19656219363711,65.23704951587705,57.7942118347236,80.0
219,29.996362490360127,80.20320658594355,39.7965050207914,51.56383865814224,66.44011286379903,80.0
220,23.413822239430516,77.50841866256776,64.64346736057735,56.34277799392089,42.387201286163275,80.0
221,24.522504477968084,84.34268154341524,66.03357750772274,25.185828731990103,58.35113997587685,80.0
222,20.92498040682469,75.75132401813028,66.43517826360763,50.24012463550445,35.60503420777256,80.0
223,22.573773991448768,82.59066280462363,44.66203361848132,70.07673511622126,70.40987012889569,80.0
224,23.481180738298022,78.05799878624309,35.93789604521776,31.612184475950894,57.85611685775801,80.0
225,19.04570311809904,80.35488479219343,39.31860027285852,34.2914142509435,27.847188599901436,80.0
226,20.880627920399334,87.42840348835566,42.881033750266546,49.3531578422841,53.090897860972156,80.0
227,20.184690550688,76.68200300059304,48.20619296358776,43.95390643697349,61.73089431601649,80.0
228,27.87163092704456,83.67104981652145,54.648384854365275,55.10370883020738,69.24223836803002,80.0
229,17.647167983633405,77.30683688123155,51.21886588561062,55.68933628573338,57.379859011354746,80.0
230,26.70847342368168,80.83177253170197,42.379525162998846,69.25837675551342,45.51956355057875,80.0
231,21.624373462453637,79.4196095034954,57.96238095086393,45.91947634859369,39.13941423069772,80.0
232,30.104834251343906,81.86187270914546,38.47494660064464,58.7153306604137,57.90377475038761,80.0
233,22.25406736622636,79.17319452457981,44.230068584511,55.113564107241906,52.85275803990351,80.0
234,23.800020533700522,72.64341442025045,27.61733391763659,46.57822751834596,43.228673640944436,80.0
235,27.982492475177352,81.80892124404765,47.67597422005539,63.63934642171912,49.79892932211488,80.0
236,18.1171490303171,84.04117559203797,50.896839832397575,40.80359483574948,50.92986512946871,80.0
237,19.83198235450086,82.18177792376221,43.59460933431024,57.31358341342098,42.65201785976423,80.0
238,20.757358908409067,76.00240332127207,39.29726864954426,50.18247280907811,48.59929188199503,80.0
239,21.128379360947125,83.41790038399586,44.56217291216991,41.0589847533628,43.240592409971086,80.0
240,25.442636938018783,82.08817047098246,74.17293699606017,46.743458110391174,64.61044796569581,80.0
241,20.02423523654842,82.69707910026099,39.84388116940845,33.17454505943632,42.26133698843872,80.0
242,21.86195050729448,75.00644613668531,47.013921849827014,58.513084975203604,55.81750877071549,80.0
243,25.409852208905903,79.7678324081256,59.534933024238676,57.08174129004955,36.737256358518486,80.0
244,19.64399424539542,72.98904328766761,30.30676800747199,53.78061015252475,43.34583857805549,80.0
245,20.039098624688005,78.91340799478989,42.889105802560934,52.48359647468476,62.552264029760046,80.0
246,26.673822666509608,82.2858617532252,21.59170122754084,65.61059993821262,51.6711221895186,80.0
247,33.97582795311321,79.29205539148091,57.281141260187844,25.172244606732395,64.5305676753553,80.0
248,22.714687926346713,81.26506984865419,51.3146110069337,48.388611967951334,50.19487966521981,80.0
249,22.5035433147142,80.50490077640701,46.91895592753003,41.819199139568724,56.47594705651154,80.0
250,18.86980793730719,79.08859406713454,40.899952508754126,60.57437990681329,43.62601729081086,80.0
251,24.397692801572965,83.48369493499617,50.168277894254956,40.936474911046865,79.53330187034865,80.0
252,20.05291288749586,81.86885913497885,46.335455878644936,51.852521081797235,52.80114273313977,80.0
253,33.057088157171215,84.74109236223909,34.80976127476961,62.40705296068099,58.20836580362168,80.0
254,26.628175507205757,81.33036057934319,66.0762422580152,27.653293260997795,54.268723933337945,80.0
255,22.31368511154266,75.8321847014182,44.86948552231719,32.06950423251404,45.45050824537195,80.0
256,16.007087738576615,81.91065827822685,53.874823497493104,45.7885360905545,35.89375197812363,80.0
257,24.903337216140653,79.31481524809298,33.52670718385845,46.32407385468524,51.49528101051667,80.0
258,27.672296238653104,83.40630097963218,60.465964424480454,58.5696341931353,51.42696234215159,80.0
259,29.63443427186673,83.12585906097671,56.88998769022615,58.600260429689115,52.94844852247459,80.0
260,27.45505123069474,78.59703755264597,35.67213800058636,69.08204124897328,25.98646035500436,80.0
261,19.650094519939067,77.84547560351815,63.69981821030265,64.90799800687435,54.40868157082495,80.0
262,30.956513904411487,76.868202292542,75.05430868043712,43.21779802235347,21.22759298209006,80.0
263,28.99139956338019,81.58565552484234,74.76568579787278,64.67965745341051,54.93114440338344,80.0
264,21.200217517111682,85.48744955929195,55.62318162607623,71.95085181430815,41.71539203024756,80.0
265,14.270728676891256,81.1455633778282,57.64213196327215,51.615236149891594,40.91100951766809,80.0
266,18.972224117789107,79.12792754071087,59.741532879125145,27.551593331212498,59.73094744331503,80.0
267,26.444893386251845,78.04502943349462,29.718453502110627,64.04494704187019,43.97914937850468,80.0
268,24.17588075638373,76.80750984882987,61.37922914690835,27.609164688346613,38.31823008897848,80.0
269,15.91855192146094,88.60369991082072,62.096671851773145,53.844926528521476,46.13567923626835,80.0
270,23.106303364743084,74.71851816229461,59.40812930079856,34.31407765819523,37.9164917093338,80.0
271,29.985430437985983,79.70756709423031,43.34129347206749,54.21101806081577,75.16936670320787,80.0
272,22.881134461359476,85.33220402436581,59.24888172047435,33.03806765287528,56.9152272749465,80.0
273,28.82308978377586,80.75055645538448,33.99934857713365,42.411612864294774,52.12617984902078,80.0
274,25.96792417868986,78.8639801609327,42.78027503975655,46.10943806950124,50.614193675635995,80.0
275,26.476334036128655,80.84677049102116,40.58974024126203,58.60302067299508,56.565116226044296,80.0
276,29.893310650212687,82.28280539579133,44.82068054434562,58.87024140807606,46.508328554827074,80.0
277,27.08011779275977,82.17638397361986,30.803270012836126,65.5018977430553,53.33421307403661,80.0
278,20.99009921077825,76.65274439748033,36.090910762923684,45.69001935198216,59.52922565697721,80.0
279,21.863921280955616,83.68145090373147,61.88498987313008,63.7147205464956,55.09519510020455,80.0
280,22.6524781320091,82.29167646962034,76.40886872662523,59.07004583088774,68.50584811210075,80.0
281,24.538379594547937,79.79197920999384,66.12893588728289,54.17405506631877,41.12655817819323,80.0
282,21.262274065221817,79.75446118180103,36.004196460150474,57.6094879049105,41.01012673160013,80.0
283,22.055326728359223,76.3103007750015,44.49744811033091,63.32642135377551,42.53764696863482,80.0
284,19.59103673526855,81.47573835833727,46.31356969125045,32.269141801234156,57.936255706092865,80.0
285,22.938662131433876,83.18920400124674,41.70275310453097,28.306170830391824,69.51593535283972,80.0
286,19.166740920744488,80.9614820481984,37.49426388466888,63.44729769816062,55.026036098480226,80.0
287,22.193027528049385,81.11818735109127,41.84890830596217,29.275429066843973,45.301490442202436,80.0
288,19.460025531239832,75.89814336841606,50.63505842518937,56.62373563705633,76.49008111962843,80.0
289,16.350526758781214,79.26970461852943,32.87240627188204,27.448225760307146,50.892064279348695,80.0
290,25.218853570885504,76.67743029319894,31.046613900669907,34.48550278416515,68.95593815630575,80.0
291,22.263539949994033,85.40414806026673,77.9976643396566,39.20333775018509,65.14128967608075,80.0
292,18.98718369743706,81.7802865890178,35.359936630573365,70.3373237129271,16.338384808054574,80.0
293,26.996769936568008,81.08776899882798,50.460713321057696,58.696182214513485,38.62698105917522,80.0
294,21.685207571012363,77.35675977144636,65.79770932308764,48.77265042344852,21.170244170177366,80.0
295,23.83498363397915,73.80664912056729,62.7661200870318,42.82581001259816,40.914365730277915,80.0
296,29.96406386284554,80.1022942554826,45.923415928670366,55.753093309464205,42.066708334526496,80.0
297,32.085027928204504,87.12598821574859,62.811235295973205,58.795676403977495,50.42512814041346,80.0
298,20.105392228012896,77.50649925868366,64.76326706597617,59.03053609715478,54.92063321945576,80.0
299,20.712174818486623,77.99166422966208,62.48195779702256,60.21892021286942,47.27525847150624,80.0
300,25.188895115188824,78.8729782268781,56.969045199982936,34.34889658800292,47.45307994702495,80.0
301,17.29335433670552,76.50548736419385,52.25757115116935,35.152794332701106,50.45972186622295,80.0
