unit_id,JobThroughput,DiskIoWait,do_set_DiskIoWait
108,24.70956670699983,84.58576524292366,80.0
109,24.021381956318038,85.24518984988961,80.0
110,16.948827604788136,86.53554786330793,80.0
111,29.333238667044867,80.70864180607812,80.0
112,26.75878674579402,74.92395575877936,80.0
113,24.069554707302167,78.62570361438125,80.0
114,20.976294884791344,76.67043684651665,80.0
115,33.85964525991895,84.25242291552172,80.0
116,19.650064351897335,82.56681165593838,80.0
117,24.656104211156936,84.38067210798769,80.0
118,25.413844709164284,73.99761268754303,80.0
119,21.393682087427138,77.47837224553848,80.0
120,22.96997819230411,78.88565924111731,80.0
121,18.938787011404916,83.91339746290619,80.0
122,20.245510463610135,80.96294049455855,80.0
123,19.201830547111637,84.14000068826374,80.0
124,14.860714643836074,79.91983161019655,80.0
125,23.78347946800126,80.21886742695271,80.0
126,15.212993730428899,80.04214469012072,80.0
127,23.04250910434896,81.50168140035181,80.0
128,21.688136013841273,80.27555835978724,80.0
129,26.604071229616,78.56211639491907,80.0
130,26.63104694358629,77.19723886208439,80.0
131,23.40782680060854,79.56668107355067,80.0
132,23.84898580502936,78.40061800225956,80.0
133,20.020169043644547,79.88765795094503,80.0
134,22.394740280588106,82.11176043139122,80.0
135,22.4120514813244,80.71309469240884,80.0
136,20.972580118741487,76.05895355346361,80.0
137,21.59452804700893,79.2584573831764,80.0
138,19.953983807171152,78.67156868561823,80.0
139,23.493754179651,77.66886545933437,80.0
140,21.26981986108116,82.98840550413878,80.0
141,21.02891344432312,82.12166530199525,80.0
142,26.426579144602165,80.04818774101652,80.0
143,17.03801072984502,81.66563499228265,80.0
144,19.77407943137493,76.0103565553196,80.0
145,24.885019002329102,78.6734875231271,80.0
146,24.300106934997036,83.52694150825123,80.0
147,26.97036438558565,79.83470423859946,80.0
148,19.35207801965339,80.00521592473714,80.0
149,29.237785100604643,82.03933466878738,80.0
150,18.221497618556796,78.18798879490627,80.0
151,25.711473410374317,79.86067676871652,80.0
152,21.845947461317593,85.41711216950469,80.0
153,25.923242407606136,75.85641380027488,80.0
154,31.529465674105744,84.47770721700019,80.0
155,28.993650244931636,86.59189844287731,80.0
156,19.749973860529096,85.36923363798589,80.0
157,27.49711451018782,75.73836028255081,80.0
158,26.667757156120977,81.16897412384412,80.0
159,27.508415481579043,77.29718939921162,80.0
160,24.43717752940501,76.4093165515311,80.0
161,20.525944987021035,78.66865977513362,80.0
162,21.87855957558574,80.53248126806672,80.0
163,23.949753542039197,80.33349974220849,80.0
164,29.619435812425365,89.08866281617416,80.0
165,23.49632522710051,80.16308720472402,80.0
166,16.93544848831809,74.76508192393345,80.0
167,23.185150940315957,79.63241750264527,80.0
168,18.84639860924002,81.63625051243883,80.0
169,21.887299806825688,80.46961762807395,80.0
170,25.59254895326982,78.8962070525277,80.0
171,25.342011791599614,78.76984586540057,80.0
172,24.63325019751218,75.30411915614837,80.0
173,23.32010305979651,75.49432535897489,80.0
174,24.581178355507145,81.20345316026047,80.0
175,23.50584025478049,85.92204317725091,80.0
176,22.468527619637186,81.46421991716642,80.0
177,20.338807536678917,80.42075940799674,80.0
178,22.02774996759647,81.29195982984582,80.0
179,20.65519404829364,80.77119634822346,80.0
180,30.78023615794944,76.1412283402818,80.0
181,23.72355879863254,76.0649725561088,80.0
182,29.61991649496347,78.11512337408035,80.0
183,19.173208801571306,81.12168295722988,80.0
184,25.349084220553422,79.9034377866412,80.0
185,21.711624986994586,81.02410083084393,80.0
186,30.17094876560548,87.57996293281,80.0
187,18.468460692286925,79.2668653612396,80.0
188,16.91222758186582,76.79150194307515,80.0
189,28.33023553851473,79.51476440125876,80.0
190,22.532176376863134,82.41668403148688,80.0
191,25.719883346585473,81.25636772277505,80.0
192,22.486284445180864,76.9831528990831,80.0
193,21.713607784354153,82.78195435085058,80.0
194,22.395451227223706,75.88697957200897,80.0
195,19.40281418779961,76.87561437353138,80.0
196,19.414549426937015,80.05616120624784,80.0
197,18.920603709759327,77.83566128485683,80.0
198,25.15164099392677,74.35673325988452,80.0
199,22.86611841925147,79.21263279836968,80.0
200,16.85323230826792,80.96028929868518,80.0
201,23.176816371724147,79.54975045620262,80.0
202,21.91291839768889,77.72853977239271,80.0
203,17.212850320553883,78.4213874826554,80.0
204,25.50483907313576,77.26418636547558,80.0
205,23.245602713470504,81.57587276347336,80.0
206,18.741812800650163,77.45949745114164,80.0
207,23.98119744933762,77.92034558454115,80.0
208,19.186699440500387,85.5293486540979,80.0
209,21.045334045755407,77.99987401979958,80.0
210,19.006231500335943,82.04000588987121,80.0
211,26.080393434124247,73.6372544720398,80.0
212,27.703116537181334,84.37095684674787,80.0
213,19.25288372884472,79.93347041747151,80.0
214,18.761579312009648,79.20408475387293,80.0
215,23.133890460084473,78.1230684130955,80.0
216,13.915600138339844,81.1669511829973,80.0
217,21.875842803152526,80.40139210566298,80.0
218,19.581637204773862,83.51249895061252,80.0
219,19.698891539694273,82.29469809885846,80.0
220,28.242027503861834,80.01054569591628,80.0
221,31.57566572962513,77.97901546575329,80.0
222,28.33638546244462,76.00097053465964,80.0
223,18.574107020004753,83.19887385818335,80.0
224,26.20227260335473,82.67888932215557,80.0
225,26.65971176430316,80.64637620366993,80.0
226,18.38082385637016,79.06930505829655,80.0
227,25.734114252338582,76.82392716370863,80.0
228,22.219531731900005,81.00139258759297,80.0
229,21.59739183612643,82.93488099411613,80.0
230,23.825345901688276,76.5855944099552,80.0
231,18.41713424198648,79.28963880067808,80.0
232,23.846008611494117,76.1155966315475,80.0
233,20.75086692383408,77.48624105296597,80.0
234,24.69590460849277,79.67722378649664,80.0
235,21.791349584446593,75.28992666174167,80.0
236,23.432402641929755,78.35019290854984,80.0
237,17.734288432066748,80.97674881522829,80.0
238,24.983620437142008,75.10892111196404,80.0
239,17.72511255601811,80.46758591066084,80.0
240,22.92268089815583,77.66545495506236,80.0
241,21.68391341530087,83.63508719714505,80.0
242,22.770543493355536,77.63453979650909,80.0
243,24.40837172946307,85.93751777665324,80.0
244,17.51045258410806,82.22452116270487,80.0
245,21.561861728110415,81.74280621441494,80.0
246,24.0999613570659,77.03611849102886,80.0
247,18.682099288202522,78.98270452742219,80.0
248,25.6038611222231,77.05707221919675,80.0
249,15.955673934545963,86.86143132049509,80.0
250,29.218624971424674,74.68061501300915,80.0
251,20.421624903372926,82.46777148423946,80.0
252,17.434409933322925,81.41943531770576,80.0
253,32.70640497691509,78.9059847797254,80.0
254,23.771205100154607,78.78275129057934,80.0
255,17.540028399825857,77.62791187895898,80.0
256,26.06682846521376,84.15287936523593,80.0
257,20.46722539217069,80.02394893422226,80.0
258,12.348229814614816,77.78119988518993,80.0
259,27.505426511690505,77.97310635495012,80.0
260,18.05513276389137,79.80756585851982,80.0
261,22.626253704204274,80.83838425743575,80.0
262,22.854391416828964,78.20856634869652,80.0
263,26.285156171818276,82.63891187600923,80.0
264,23.678190340035673,82.27077025177778,80.0
265,21.691423924296426,76.46443791574457,80.0
266,23.817536357559497,78.50054552345236,80.0
267,24.01012817117041,80.21253597171646,80.0
268,27.347507435480946,76.03614070789635,80.0
269,24.80052950908357,81.38671407400163,80.0
270,25.77146246397303,79.11157510137193,80.0
271,30.48582326774791,80.27568059858756,80.0
272,23.020465197250008,75.73218554361473,80.0
273,21.15338807615812,80.0244657469866,80.0
274,31.13360201253701,76.1302146951522,80.0
275,17.725266375058975,78.99647657657542,80.0
276,21.155616046011296,81.46350823160917,80.0
277,29.200220471526134,76.47305411573012,80.0
278,24.970741616784252,80.96764858940634,80.0
279,21.382578832572516,74.18121635845793,80.0
280,26.099884739756305,81.663607811442,80.0
281,25.6349294747056,81.29500056986406,80.0
282,26.55291464545107,76.50581803034768,80.0
283,25.345850580249284,74.78899615649819,80.0
284,18.998993797019985,78.81528636936442,80.0
285,23.310461865775476,82.72416761960609,80.0
286,29.965254597822664,74.99901876603435,80.0
287,24.523661788064363,79.55832641151767,80.0
288,26.876155541054203,84.92932916697396,80.0
289,21.504295238330734,83.81220284196857,80.0
290,28.188001009523834,80.68839023483915,80.0
291,14.0740546446978,75.67883009165863,80.0
292,25.858420413377992,82.46386423019874,80.0
293,20.06889986607139,75.50377569708631,80.0
294,16.656950625178876,84.62565818789106,80.0
295,28.79144652645744,84.397382286558,80.0
296,21.967172007519594,80.57957101563059,80.0
297,25.61179073005134,78.70800792839815,80.0
298,24.12410782896514,77.99044685322512,80.0
299,32.885723765295516,81.14583864888809,80.0
300,24.025178347969273,80.4552127171764,80.0
301,18.475308684940494,81.64968685736518,80.0
302,20.786915378230873,80.94730420095543,80.0
303,24.151634876068535,80.43385269085081,80.0
304,25.245672010760316,74.36683377657518,80.0
305,20.31049604562085,76.03301544613613,80.0
306,16.75823545457714,82.15961855639033,80.0
307,26.555983070068336,77.9161129610336,80.0
308,25.39124343221112,84.72260518257715,80.0
309,23.281554114727044,83.092252950221,80.0
310,22.891094167447488,79.9969045022209,80.0
311,23.47964069972177,80.03843770289915,80.0
312,22.981097795915435,83.81462541241876,80.0
313,21.596822788056585,76.8381515828965,80.0
314,22.50769932241848,81.19511618021737,80.0
315,22.687260410100603,79.69571732919837,80.0
316,22.251458899513292,83.00500786721483,80.0
317,24.459489998229834,79.3245890943488,80.0
318,18.585757925635736,74.84466983768758,80.0
319,19.692625776602846,81.61580603235437,80.0
320,21.019518649281277,83.82246660190218,80.0
321,29.072401139162793,75.22270744729565,80.0
322,25.292199294525872,77.77285517668204,80.0
323,20.313061049318637,79.1532858482728,80.0
324,25.58298072012097,74.93677441957831,80.0
325,22.409960201567095,84.56371320195646,80.0
326,16.592842520900177,80.9325542661011,80.0
327,18.11706352188704,79.20846325964433,80.0
328,26.249746519268626,78.86058037198883,80.0
329,19.054002374642803,81.36172859583405,80.0
330,27.981807561571145,75.04588569051324,80.0
331,23.303958583877154,77.21105267006557,80.0
332,26.609659868159945,76.95081587932015,80.0
333,26.500562725886475,83.98619541524305,80.0
334,25.198819800852707,75.50840072254668,80.0
335,18.82696509513685,80.11018456748933,80.0
336,21.27710126997617,82.79364086560625,80.0
337,27.99311282643052,84.72704129644147,80.0
338,30.917710267088435,84.02605546402467,80.0
339,19.849947400403735,79.25713558716078,80.0
340,23.64073996894302,79.62056324860391,80.0
341,19.132131980609586,81.8298646393124,80.0
342,25.044685310096938,77.08048592627756,80.0
343,28.713422064309132,81.59816570634968,80.0
344,29.243929694499684,81.23340477881709,80.0
345,29.845712946360347,80.14781779588,80.0
346,23.36946318245254,71.8096894023673,80.0
347,19.962699775451764,82.78184231603149,80.0
348,17.95440368829613,78.44409094625365,80.0
349,14.648402753250872,78.11480277243854,80.0
350,23.331568451700832,81.82708030931477,80.0
351,19.72083273485748,80.12812972139326,80.0
352,26.78482724565381,72.84216214627969,80.0
353,26.781541843333034,76.01762275852431,80.0
354,22.757490024566778,84.31357881173396,80.0
355,23.140419847978418,78.82964381479714,80.0
356,26.78046924004466,83.620034680255,80.0
357,28.39392351693753,82.11606174744588,80.0
358,18.896984666627816,73.46501915206976,80.0
359,26.267367619256927,83.3348730032097,80.0
360,18.98817518219947,80.41384745843725,80.0
361,19.0608485764887,81.5814890825119,80.0
362,31.89253663118162,76.9559685014228,80.0
363,20.561354131693438,79.71077799260736,80.0
364,22.738097753104185,79.6534303499616,80.0
365,20.85579185760395,73.65804652949849,80.0
366,15.236706873771201,77.19719469271479,80.0
367,23.57463295307655,81.86814912878876,80.0
368,21.176015355545907,77.16514656088539,80.0
369,27.767669346363782,80.07327766930135,80.0
370,16.675506071042314,80.76237332919159,80.0
371,24.009813730736187,82.03097546539504,80.0
372,30.638285714552097,84.66556845924111,80.0
373,22.36014982091367,79.13888259555948,80.0
374,22.051497130140667,81.42601119882653,80.0
375,21.465547370499344,76.37593743441418,80.0
376,17.2837503293589,81.91780776934085,80.0
377,26.56889857000864,74.79427239159163,80.0
378,23.063552842940734,83.10571633016802,80.0
379,23.58060678393725,82.58443551016313,80.0
380,24.626233816109803,79.38517507262372,80.0
381,27.28173167868594,81.25723825417873,80.0
382,18.434820701514095,83.88367393990607,80.0
383,18.728156225828034,80.11328770776261,80.0
384,26.72675111789202,81.23754946617505,80.0
385,28.81111991258884,81.21716169979139,80.0
386,28.898120664258823,78.00722770267501,80.0
387,20.436480703798395,78.5702695348574,80.0
388,20.22883966286957,78.06806340817455,80.0
389,28.97651836018462,77.10122195153637,80.0
390,20.02096828800271,74.79025643802994,80.0
391,26.82977082980464,80.52861534392123,80.0
392,18.967475297268066,77.97885690776961,80.0
393,28.71283305694787,75.49277558841487,80.0
394,24.38496893892858,78.90700154801524,80.0
395,20.643586631835944,80.14066607997412,80.0
396,19.027139377372936,79.12573861202718,80.0
397,27.17065678563758,75.67326140416881,80.0
398,21.666987909951676,81.59932057712084,80.0
399,22.056398075693554,78.27982358372489,80.0
