unit_id,SoilPhosphorus,TissueNutrientAssay,FertigationRate
117,47.770611735292434,46.61515767668333,43.2345785392179
118,32.57884764460166,33.394076602703144,21.096244258856395
119,40.75298515852592,86.32437552263865,56.345269048933645
120,52.72604073192573,64.19053704737227,65.74725864434195
121,38.34283254206585,29.315457467549198,26.24682059964046
122,52.307224912160365,51.85301795123666,55.5280355480735
123,46.18659531594205,29.02493089203014,32.68333652166463
124,50.37809783197397,27.128169211967464,52.31192555967809
125,48.93894868868825,39.57188772578289,32.19954821458811
126,50.36721910687695,62.43219880721154,46.450422868014876
127,44.22513681629669,65.20268000303247,42.33659829784986
128,37.965341089446156,23.76420458436874,43.91082067007762
129,45.00824938973649,16.84569003021251,46.08395627712147
130,83.92682103480276,36.288567170602185,44.49619939497575
131,33.36118497080643,47.77719582137582,46.224414780349036
132,36.53162449827794,44.5571813982241,29.03002466094457
133,48.32171214512529,42.656920110300476,55.63813084690863
134,36.19432031779749,61.21375497947012,30.698494566033766
135,63.72554721386392,51.450284928429454,26.937280692869475
136,47.47657028784494,40.920866212845645,36.17480546264707
137,62.86363324788163,31.67994535931671,50.79509664145497
138,62.91232578566951,37.73796127182327,40.32909273492188
139,64.85494418117446,39.9913336764285,24.108040303158425
140,49.52914375396268,11.42735638626706,23.133321277883766
141,58.7380898809366,52.13158834305794,33.11422233489091
142,36.841338602770115,41.32610218496654,27.647860556464384
143,49.21078730883858,19.993163868094857,43.51907844210277
144,29.358237418489903,61.509243894087035,52.89000119650139
145,53.78747900372748,32.04810166077036,37.158093104753995
146,33.387250746946904,44.22043685328525,35.16576491090356
147,51.4829931255466,46.595939219543446,28.378343406334384
148,53.04378584931061,40.19331451186687,47.23318420083141
149,63.831066421891485,35.713240783182286,46.409327517590874
150,64.27969917970417,34.73888035792649,24.350736837592024
151,56.36796523320894,42.67149853133098,42.2643696180297
152,53.48657029737083,14.350576864624752,31.5360014067344
153,56.979884810364474,33.463410222314245,17.354965283649985
154,74.17995087314499,84.84915335604954,51.80665738087548
155,69.92671460071702,49.42104603505531,46.21948762467972
156,65.49257488720191,46.342128007779635,53.48512853803188
157,30.622030723374184,27.676370478810117,63.26186883809954
158,52.801012209740904,52.315797256236216,52.47912293896256
159,55.784986566907484,36.65174411262775,42.7909881235369
160,61.710118060812654,34.91256577660807,26.89077652651039
161,62.792901668026744,63.15952108292589,34.73834569576565
162,52.01826661735363,38.60228826960308,39.40595124965985
163,79.45993334578465,50.422932041290494,42.41013522366548
164,56.425617425077384,35.06562455076755,27.273098476698202
165,78.06302991747302,76.50960328824468,50.749784017489105
166,58.103273009176526,8.734967344699498,26.113203254086997
167,37.43375233831669,51.69922328535525,27.182986685879072
168,43.83788497075645,10.29420918242025,51.72903419472857
169,72.13340481900576,22.610118139279457,21.61006903405828
170,46.1174792229978,40.05882084370544,37.77038714405673
171,34.47485201465424,12.152980419905262,43.22450461541631
172,52.765333888207934,25.03637682078818,33.649396127248586
173,56.3380396874006,60.44801132922854,35.415093047148304
174,56.029401251270826,44.765359183226686,47.845898198778414
175,12.506288381315999,60.62595623770916,53.089061805790024
176,50.998182911462635,63.497220274256605,43.89333869284133
177,52.709325965860124,49.29192695985713,41.68317736691117
178,58.80582544230689,38.87202240720435,25.1911831114994
179,72.29754058415504,63.01794396189721,25.140484184002414
180,42.888003497802835,53.20774791729662,34.71570473759437
181,57.26582627348304,24.967274516721826,50.66227327422557
182,42.518843891585604,67.40576900193265,46.36305674526999
183,33.17175770856546,51.55045460876785,62.42943365751286
184,36.10056143309834,43.77780438476253,53.0368916947569
185,40.338858509757976,7.025497764375352,31.25584622346265
186,54.36188834120571,55.286132696034684,30.624466376977797
187,71.78248736502854,43.807586306162285,25.380131775103557
188,56.276793309969634,45.47535780499837,50.85368301868681
189,38.98084216407606,52.70208963840428,44.167553104423575
190,55.669266930352464,31.533247382427625,51.991189107278004
191,54.593925262554244,42.98891081469402,19.227977830841922
192,43.36735482720771,39.57501637295623,32.84257424041669
193,59.120840652133985,37.441803296170484,46.013431832559675
194,60.39988838707206,48.61691794133671,42.57680208129672
195,34.15431822024351,2.8840432280507766,46.733253120287706
196,68.76998934139202,22.410083803745106,28.55768348157448
197,36.08754717694117,39.947053332363836,42.900422487867274
198,51.90016383772317,52.41301118907177,50.39368928822985
199,40.19262882793401,46.53487259879411,21.466201481270552
200,66.7022603531562,23.295776931639875,53.48739844942005
201,62.86795973029313,40.888286051229784,30.481213576139446
202,50.38847569651486,29.36381288881578,45.927765874291936
203,36.566819662135934,12.847745507984913,21.937592143873587
204,44.89321033399013,17.374140048260493,15.681265884967107
205,44.000613138512854,49.69339341605399,34.178470593030696
206,38.107903217777185,41.43381766434862,28.02028103024289
207,31.68407455161363,31.821302853245363,20.16371332208827
208,49.99914358301274,34.176137725332175,20.473619759492866
209,48.264779038142,39.92999086089151,27.037472482425247
210,46.48660551052629,39.9788257458963,12.186218329676635
211,61.223623209210196,45.36682518438196,33.241995029604624
212,61.19784490720844,44.18737898704904,48.46570845924911
213,64.26701993134638,52.4863192501589,66.76786592603597
214,34.41714992844277,22.96544103068219,62.34744741900529
215,26.673328753029384,58.04442847039201,58.68907110605303
216,66.59906919197883,50.63274931314008,34.330512126375936
217,56.21250316013915,24.682730691449027,49.295502554723654
218,44.039216918221285,67.2087701770361,54.72752259478407
219,48.034827660563,78.2571241902525,47.388612040490735
220,66.71979608743199,38.47848741972648,26.87661267509172
221,53.85677445598523,27.4758513858128,36.95434167882833
222,45.964048952321846,54.13060279195785,54.52058592650405
223,55.24031188389825,42.39166072509824,48.40033273245539
224,33.196331198450025,61.03596552770489,53.30750335321674
225,44.73562938792114,44.433321388005304,38.56235801112319
226,63.112818616709255,61.28669462971408,56.043177877578294
227,27.822155270960366,52.877445571383824,41.407261911368366
228,46.1787247153585,18.684302537261996,22.235597257449093
229,54.23190533261544,24.88613415289503,27.29974376154619
230,45.909644763618864,56.95621199450198,33.19847027505085
231,47.98080144143427,19.099105139880365,40.31540282041831
232,44.0170548093305,65.48803104166898,45.93431801691656
233,53.733371800379125,57.66924336546289,42.95804926283733
234,84.27824649518361,59.96491753128648,44.37956272059207
235,36.47216970601703,43.746199885924234,32.13809973201531
236,25.455148125044815,47.66678593902567,41.1516720304361
237,55.11799272387068,39.87570931815399,19.72001325953447
238,50.648634408244206,62.88606512602687,40.76968620474266
239,66.94282764919703,34.425920291303726,47.35670153073055
240,37.95409031401821,32.20521245010731,54.950701140695045
241,48.04621629452281,30.2806220642035,24.720425683093477
242,52.94907120583981,44.261337872859556,28.639458690917213
243,37.73455597153848,34.41040701680394,31.474653205678
244,54.251578369325074,51.13939092691846,51.660063005868885
245,51.30214573852363,38.82985444499354,63.27244158133364
246,56.4988048134407,41.22818833403016,30.53657617283276
247,56.15085126240515,54.860678392248246,63.56043097010251
248,85.21175558005632,44.06830588242403,27.402310347462826
249,47.05881304064381,41.05640802282197,35.32186203453585
250,50.84690034886972,71.35197926338898,41.34347991049655
251,43.7171881622403,45.412713832908224,43.3580798288277
252,45.014841173560015,49.200993706766596,70.13116562854259
253,49.88005023501055,60.42095196583159,21.849405620586502
254,28.46334097671604,65.67438411498452,53.28713295092466
255,17.039182552844633,49.927048233163816,38.15439605048249
256,51.70174550435038,43.52453334854207,43.72089295132081
257,70.08924406892999,59.49292876194393,26.108147878131867
258,62.902824511120166,27.20755345225312,40.16592327590508
259,53.95178964071256,26.636897543862187,40.54447905659843
260,81.0358810297883,80.07940484892035,30.21884551152462
261,50.018998757018174,69.46711890232932,59.66239957778962
262,60.65427541366027,32.23367047573226,40.73844762497756
263,26.482338023968826,27.757678175093623,49.451803105555456
264,30.43979489492453,63.70418227494673,41.238241654124586
265,24.532609770384482,60.30002638767953,44.355479137889496
266,59.33252344336224,36.48154970934312,58.88314399892391
267,39.413373363598765,46.753818777335226,41.862149464970116
268,43.62996959845229,21.266321862768738,46.78577080277129
269,24.604411277080015,70.11017533465545,43.87860718759337
270,52.953395535955025,56.47519720356041,33.42815582488654
271,39.05873743448997,10.108019188044782,44.23477029368252
272,51.049721004156694,32.72434300272135,28.038054291203068
273,55.09539211348922,50.13466400994464,46.23778246714449
274,31.050489644397935,38.64097643588489,38.85060785837514
275,40.188065311805616,14.056528108521794,12.196796739012017
276,65.8420170499005,66.36664083626212,38.2786095750429
277,66.29466267568326,18.50267356988625,47.40020224458076
278,64.51286302705442,26.838198634802634,32.982615108976155
279,29.124710501514947,47.0196307088897,36.98707173348943
280,56.987931871944234,30.431294260909493,40.0001951735799
281,37.60463607703957,41.576197580816284,19.355259613065616
282,56.33226657373422,63.67236006605114,53.12310154062513
283,45.26950587671525,48.169732001137405,56.42462074531612
284,49.94940430256025,81.95952355007876,16.495097442359484
285,35.24081508590389,43.05782316248903,60.53955925007467
286,45.6384942368431,56.476129546722646,48.6269622133606
287,57.94311439074419,13.810825941322351,36.81901421809119
288,38.34949035604304,54.48967305070287,28.169887107082225
289,50.25364321627958,34.19763190130948,42.17465491175286
290,75.65422798721764,69.61322816194647,56.43810955540796
291,63.410207123460204,59.67318999953461,39.477067779075774
292,60.00160354538636,35.2923546948954,50.500249328169
293,65.34104696328092,18.0340705924596,23.173610159802152
294,47.75048594810019,65.34377466475615,56.733243067621935
295,45.4735601987497,31.403641213389665,39.3686807034031
296,51.41012591816485,52.712879396376,53.496198943067434
297,70.7692685402091,69.25374028764543,58.82552022172456
298,69.7490875934333,58.90382023501589,23.866040173256373
299,57.16140469724897,66.27171690139652,34.249285486551045
300,74.99263692421547,47.97121252675825,45.74299207980337
301,32.76202167273627,57.16063999860221,42.684949835899346
302,40.14095119622073,27.096708844505937,41.224632949603546
303,40.521646554464205,16.25956949337024,24.57304339627467
304,66.33483190250267,45.48898371579952,29.428408723620066
305,48.435759885175536,39.95848590796009,23.773336172724967
306,49.03607591314098,29.072234694424182,58.41917400357539
307,47.56172588618698,56.5610438661555,31.683770196637067
308,63.7094347196171,39.14207949303237,34.55910901514235
309,57.081769084059715,53.9319128350118,40.88124910760472
310,31.778672390289156,43.1496334078713,30.67894372661998
311,51.71801617112328,59.306174613757726,17.33444918972713
312,48.348673515807796,43.7910605975828,66.26584691460279
313,56.56173219801847,43.707795571208095,38.03942363107972
314,58.68009816054632,31.146473599492918,25.219136565189867
315,76.99780149631835,39.334849760467634,32.86861502987881
316,46.29222772078851,65.27320805730301,40.039538447675554
317,48.04638873105233,58.813271682674355,38.63862369455491
318,43.75777736831632,48.20198681199509,38.92786282938576
319,38.12758763227118,80.49263514264662,59.75359404193391
320,37.36619275223973,49.25390277009177,10.810839843497575
321,62.26902052556717,19.369230186575916,19.863272828106357
322,34.663310226401535,68.61714778481544,44.88796256299783
323,47.19204970256163,64.27619627610838,35.94873231086417
324,45.9854122840091,7.947090689015326,43.551441458285495
325,40.68209988712678,5.669568136532627,12.576052332068956
326,54.890127258689596,59.64152995497918,44.98581733210197
327,54.212584491513276,30.4465080709286,25.237435234240564
328,70.61868086998778,23.77125793016507,22.566346751929206
329,34.59018730912114,58.798418789464684,58.72154970072889
330,51.04404613821794,61.53581301859509,19.35242829449852
331,45.025908547397506,19.171291191628054,22.314907340907638
332,41.75949650308681,43.29509122111653,49.817582791987064
333,57.58525932738225,56.91222651560186,60.00095180140283
334,53.85996001431608,31.741041252731502,33.51056535390071
335,31.955116279146388,55.537880425033705,38.24465631157447
336,72.01896410553249,50.1364610735419,21.094735510988947
337,60.609100644612894,30.231282579879576,30.166885639410644
338,39.070421509423504,61.2004078170568,40.00976405611723
339,47.191039934125925,32.70978743006516,32.32472913619809
340,57.26098220386184,19.17762333046054,24.851457673733993
341,55.703639899938835,-4.068947877985261,1.7440771564086148
342,44.78137101556754,30.79648103389057,40.82070788802301
343,60.16631811761989,51.25847415105987,40.83492370821875
344,63.96088617409026,61.803919979731006,59.47623804010206
345,38.75108140255657,48.535574699223524,18.42806742195894
346,56.7175801387359,71.14883082251588,42.10160003900149
347,38.89515825681316,23.90127646749673,50.11608557262534
348,66.67598099109625,13.994823698759419,34.482313680928726
349,55.657960670534685,39.530848215587,33.44929806806957
350,60.86432191628277,66.26428941758985,51.111490527526115
351,85.06087535179006,41.26498675908756,46.58064298855601
352,65.62756874850031,-18.222181551166027,19.878595378261764
353,55.106247028412504,43.50739577280189,55.38680087975002
354,36.94455324304655,14.194753704405272,50.80309472794936
355,61.703501923147655,35.30297863054258,43.68126619178301
356,55.83293647741048,30.349608346084572,37.691461865743904
357,56.511619928086475,62.29100870901296,39.66234260264957
358,45.282038595689656,57.274471138424275,43.19680290806389
359,48.213179974481996,29.147229322502437,34.37603738407565
360,41.259421515861476,50.691283109904276,54.78110970474431
361,50.220396929130985,37.839622432122255,52.152426996236095
362,55.26728708868765,62.069522849519785,36.29140354158491
363,32.75338543327309,49.68027452337908,26.808832272811976
364,43.434557129631585,56.43621677654673,38.66230651151841
365,55.44288485626273,34.84425094317483,28.68839115444797
366,60.70544560787423,58.769647816929776,23.64278791715708
367,63.414760869178956,79.76794877460523,43.684160522758546
368,40.239337866888036,10.353008583772223,37.52507086171845
369,50.87748696481661,66.28281123202157,28.234576219170105
370,32.675699981553954,65.3222833942838,45.565267680463144
371,52.34876808297169,18.173548517949328,15.92938077897666
372,56.631455382848905,42.67804759002384,35.32102546430564
373,52.043907267627134,35.45295975724587,36.2551675797182
374,47.851672608813544,34.02791275151762,42.7357657384951
375,52.885217258283305,24.72813334444841,27.993603417589853
376,35.95840582556667,34.764213381108775,46.597630238074
377,48.42610248085079,28.788919883868896,34.28558110068638
378,54.40489984362014,43.62218434756893,40.34734727034381
379,32.06650335730825,47.5514317814525,36.79521074381732
380,45.97096162507251,58.92024784352791,29.979889504105174
381,45.75671386246505,30.613051112883305,23.86829310372238
382,49.944993671718635,20.15099408047759,39.0018133599174
383,35.42093900073466,70.06745023084643,26.74801693762466
384,46.066969797661535,28.568300220648897,35.122685063015794
385,36.275676936217835,29.951858273245517,34.20438303216971
386,34.280201008140956,50.51846290191525,46.226840587205544
387,67.76695355196227,23.771414844897034,42.89290787399868
388,58.34937265994549,55.03763219967172,54.76861170685325
389,69.23169200611113,68.971799958836,42.21379253112718
390,41.875539651410925,45.487740314803276,48.442199389326284
391,50.05144223227607,38.495177907675476,51.619361355183145
392,48.28846231088118,48.060655311927846,50.019695536352046
393,64.6587745709108,34.34932120350588,31.266339281222923
394,38.20215362644332,50.37102684297606,44.89094909856835
395,64.09146221508524,71.00705969803262,47.432384536693235
396,51.44383464242589,49.39585769726878,23.30788179059403
397,60.40072212000782,67.27992468427554,37.30864658225037
398,72.82731334459012,13.851744740749535,29.18957616556178
399,36.71795819618277,69.1564603077189,45.63103656737912
