unit_id,SoilPhosphorus
224,51.9066817074005
225,27.45434963444387
226,31.787430326936523
227,42.12072958366603
228,37.664673168373525
229,63.47061188504817
230,52.867983184788656
231,66.35769727706247
232,46.096019039766674
233,72.44970988148371
234,49.55547244396028
235,52.183278495767055
236,74.21278817938952
237,52.112572065558346
238,75.6379279982743
239,51.01108445088195
240,37.54754416863862
241,73.45990025728699
242,39.54951969526612
243,50.40698220146881
244,59.33384180541341
245,55.38494294354781
246,45.97564860325349
247,44.12064168751584
248,49.1524039255243
249,54.699832895303835
250,59.110955265323184
251,64.09572149610895
252,53.94677801381059
253,61.89953512934989
254,34.140005852106775
255,47.800940515915975
256,27.434929948602544
257,49.16768001354987
258,38.30106958465975
259,41.74260328807901
260,52.27093281954389
261,41.020503123035205
262,77.61238285421825
263,68.05000256363321
264,53.045433558100335
265,58.190972666588166
266,47.18068981946462
267,51.279825197359685
268,34.93549289305315
269,24.85800326687511
270,57.9024070349422
271,71.84903470942032
272,41.7634429756426
273,77.64863390340055
274,52.43593125764677
275,45.73277409163234
276,51.395261556157976
277,39.49921980496086
278,44.481534738090055
279,49.831975740738606
280,69.45594613923384
281,50.07986185426493
282,37.444267540232495
283,37.53794408412249
284,50.16453239159081
285,53.46568161909642
286,35.54144187092149
287,32.69522664950082
288,49.658297049577435
289,61.108938397627675
290,57.39610987231041
291,35.77048931065275
292,43.84563419359863
293,42.96642389774952
294,33.7540928952529
295,42.030725997097115
296,54.4527704049126
297,52.62531616692649
298,60.02867254519952
299,7.044730609432025
300,46.19361983443809
301,56.42394908854741
302,42.955626815000365
303,48.82817605966276
304,50.331170112482
305,52.95144309278662
306,56.87282048514555
307,47.391147084941615
308,50.251518545647
309,33.04998670922687
310,60.616285762475606
311,34.26637427094593
312,70.55454429620714
313,44.32248519299949
314,53.26744273660749
315,64.48286115678054
316,35.45654206450369
317,33.37263216493998
318,60.358131550090626
319,67.30068377974202
320,64.4437048489227
321,47.71503885093735
322,45.36668402767592
323,46.632031081245266
324,39.125236687810194
325,43.38949076383136
326,56.084133551281916
327,42.82447406812791
328,28.866295469057686
329,36.9010144318665
330,67.09782857422414
331,17.197024099124356
332,45.82578750671543
333,75.49431547419913
334,58.481556831799764
335,47.57707879398663
336,22.710629791284685
337,38.82670932009195
338,46.98889282602043
339,39.23820997202425
340,48.60820459978096
341,57.796759672504976
342,53.2276938351156
343,44.44814025296632
344,40.97169650460517
345,65.64147607401165
346,69.01361569225033
347,50.57821875830267
348,55.13396278125856
349,35.759127914481354
350,51.26666046773766
351,52.736774399427894
352,58.28299411678022
353,26.310821719049297
354,44.2092987530611
355,41.527545390527415
356,47.173042043670534
357,51.66613443106821
358,68.98081727665247
359,41.4947769155976
360,53.0886616335502
361,53.23384698463193
362,36.83711572287046
363,27.296008819694336
364,57.75933558857005
365,16.782949444731216
366,49.89306347191501
367,46.5074022230316
368,50.757523309188905
369,72.00913810895771
370,32.88027240999432
371,41.801073078338334
372,40.91133055430526
373,31.586029641329347
374,48.48848600325758
375,58.968189864521364
376,29.812224025432265
377,44.70316831915542
378,44.54454957729443
379,53.74688837758454
380,44.205768849823684
381,50.0521744276728
382,29.24528819675282
383,66.56722791182239
384,58.72155952249501
385,29.023258872039047
386,50.73553914030507
387,32.50335633505874
388,37.376711565345126
389,38.85602361362149
390,47.54273027185547
391,61.723027043139055
392,33.405495634744554
393,64.75878068171392
394,48.566350653470295
395,71.01198010269516
396,41.441332396337344
397,48.541629079014044
398,22.52332436671275
399,40.67738388893934
