unit_id,WaterClarityScore,UVDose
226,23.115402179703928,21.04547335625049
227,15.940171988300587,36.181523869744524
228,14.920511452859444,86.02265708158725
229,16.16235013867966,57.83173153682991
230,17.44933903006627,21.625477199134906
231,22.176723201129235,52.577482515661494
232,13.164338967450217,58.07385131497014
233,21.28423785977797,78.71930904524393
234,17.741147450549953,43.14533820185348
235,23.747679386269006,57.83844700929697
236,20.330666991250673,74.80898247938298
237,20.183250734420927,66.75990804050767
238,18.179618414691944,65.02508300453525
239,23.078809638991256,43.956591081936025
240,23.136368872473742,64.75255447917104
241,12.769625631956405,20.161051031210782
242,22.710973908027295,48.93764424332511
243,20.289922664398205,57.11621976445535
244,19.97637642967489,59.211841161774835
245,21.091493946217575,37.334720084330236
246,21.980648161151297,93.2038753121926
247,23.5512376651146,48.23442214961376
248,15.03957192339848,62.192993044723224
249,13.226873261744373,16.569519391231424
250,16.190406925722087,55.40483846562587
251,19.850773693198768,61.20182972168815
252,16.437480597088193,37.760747868171435
253,17.056750274147262,52.80414504163635
254,21.661384213482034,48.819130083697395
255,24.428086203345128,68.6498192784686
256,23.523889588551267,62.361372392465
257,22.69933754880624,71.4954291182296
258,19.360676159451284,52.037448812847394
259,16.450104033534345,56.927709288068364
260,16.11832903017449,24.075317483594997
261,20.40683571096686,76.09649574161679
262,16.100077722347965,56.66598086057313
263,16.23509988169217,50.24434149577844
264,19.60505198502154,28.0540472089286
265,17.04519828913834,30.14115838630753
266,20.382833448886988,61.51963726711364
267,17.77626535987135,51.61076245316721
268,21.754795924563254,62.82652423510727
269,20.135592302227444,58.79666614065387
270,14.080929626456802,21.49420809394389
271,15.408533293684238,59.723410937917194
272,16.64050985258885,19.379333133944172
273,17.717470245802105,78.41586358952708
274,26.00374143337709,70.97159174290573
275,16.582444631144345,33.799976977574914
276,15.058373283422737,63.71204637138398
277,27.18000104126574,43.42297354804152
278,14.036700426391683,14.317808539706839
279,18.493311401677776,29.431924562948026
280,17.340074391152083,45.2395462782344
281,14.300593711008213,40.767726717255215
282,22.90725101100402,6.695906362125886
283,22.549793824454582,27.526375785831334
284,20.22022167742099,56.935356451936045
285,20.048772954958366,58.93867037197808
286,14.228151802048915,58.7051026796223
287,19.62793139388445,49.377128109645604
288,13.4774133695793,35.234587407978516
289,21.43486836234102,51.31638545382124
290,24.869392069267807,46.43671776916676
291,20.772566781449953,67.78104360991395
292,21.467209737242907,79.22271617693426
293,22.331478689474192,76.18560987453952
294,13.59656120929479,69.02712878740613
295,19.35935786183206,36.77854324725837
296,15.917424236854611,34.353484171993074
297,18.406167805996965,49.70357824594452
298,21.534103359881833,45.669993672184994
299,18.359313739738184,87.82894755004355
300,12.243479085030192,24.033360460589705
301,13.779541727553774,78.07182763019011
302,18.128967678450113,39.291774929294405
303,15.895833915546882,75.39501158314694
304,12.409930201711004,32.957521341643044
305,18.023432781006807,73.39389553437573
306,16.550561974680225,59.08465662999449
307,17.971536698324453,62.86894253131345
308,21.193682687404177,21.938255094472485
309,17.414149400964615,92.19227093582285
310,22.198995689043016,36.88691687406681
311,16.414471216120873,3.5482782218573274
312,16.432913434790763,74.29770027944069
313,21.522248843170203,37.64198878060981
314,9.797547420143001,86.31010396981945
315,16.27901831009618,20.52730692717551
316,16.521426041793074,52.93468273889588
317,22.211789069353873,37.900524068057415
318,12.429522379589143,61.20336323325554
319,18.07442498770577,30.823276653087284
320,19.721917595665907,47.62758482451606
321,18.26751354192502,22.14763984234754
322,14.138775919644516,40.481198941764006
323,22.735023123364545,37.42900075126655
324,21.30082487960975,82.33364780762685
325,17.714615877412335,54.56564538448438
326,12.711368245406607,42.62603945475678
327,25.054679700787624,77.80691475936096
328,18.659859861170013,57.16447816196325
329,13.161118498805632,43.803828976113266
330,12.59758561047243,36.43400540846518
331,18.771037966558616,27.73914531665361
332,19.374534730020216,59.26127049507514
333,15.791710359077491,57.05120674728088
334,26.48909838229695,26.314885342453046
335,12.345844259214264,29.191794494412466
336,16.081457553825825,65.19123986065651
337,20.76156991542754,65.14589994312804
338,20.85440204117552,58.22669381588114
339,18.355814108014194,46.459654574418636
340,11.653680631186734,77.94179399934004
341,16.628985304604296,59.42443003826344
342,23.016445766264738,43.946282622683086
343,15.877746004030897,32.08975467514236
344,16.67939950762436,23.80965944280189
345,19.328892047869783,75.70849979790178
346,12.148812065004817,75.70213492777849
347,18.115496245748844,58.53104379182827
348,22.635436165779872,51.99811869818045
349,14.419349645530245,34.30468203398625
350,13.439858067617811,43.46592949797585
351,20.117920488970725,65.38524565333232
352,16.296378576895336,41.75360393264675
353,20.090251658000717,87.82001652265252
354,18.724463813334594,78.4234633025635
355,14.569587001417702,31.872224436733507
356,16.112058216883234,88.30598062733381
357,20.233110330235824,33.30459115748214
358,21.547986869299297,84.17363666955595
359,16.09708963771881,49.37357566786673
360,20.98117351955572,24.192394470216875
361,7.451206317150297,42.10800462702213
362,15.255988267160722,68.2566897098272
363,21.028925781525672,28.011521060682323
364,16.140612612735218,59.161599410406346
365,16.6975324368722,25.794322069061476
366,21.281508472011666,62.2669630265806
367,19.653869442726243,50.94614087616819
368,19.794025995722738,74.27983620575942
369,21.90470438657618,17.103369092296784
370,14.929711189403845,44.14825409775719
371,12.276385622821284,20.382194853813733
372,19.3836538944306,75.49056341641514
373,10.490020647799225,42.96992426492356
374,16.379148791320645,88.53390197810003
375,17.01624776791886,54.20291886927436
376,15.419930342544877,70.81911669559663
377,22.439989007177317,57.096801931086
378,18.52001305382263,54.045424384831875
379,21.151647944259196,26.522159037822146
380,22.45498996219491,67.86969156504793
381,18.17988230997495,50.12610072621585
382,19.796534363910784,60.49232146694288
383,18.78384330734708,61.562564008233
384,19.20633204699972,78.52392401929671
385,21.168377408080747,43.92052402356198
386,22.80714657983035,62.194444771336606
387,17.024736131596534,15.799565909516145
388,15.89410662419046,67.76120712666294
389,21.725757211927814,52.959284136190625
390,19.926337971349575,71.38426851426756
391,15.87500791548957,52.40866882539979
392,16.113395953014734,32.59042164696308
393,18.411205213972693,45.09625001153064
394,18.104371960087988,54.9781514849042
395,17.972092517455874,38.67670282256099
396,21.9691333098727,46.66550427542965
397,19.804292663673554,45.54798859575999
398,9.60162553904247,98.35209031853134
399,12.163317741173183,74.26411386004625
