unit_id,WaterClarityScore,LineFlushRate
158,13.14068569577719,33.259920672315744
159,18.059448188010414,39.71769297797105
160,20.7488440772199,18.80013955900121
161,16.763015675152264,24.752367637583358
162,23.16860590248876,35.35080479224663
163,16.846802502665476,37.81959490150319
164,18.15134667647841,19.688491307726697
165,21.064283090923944,28.134805534184487
166,16.48284737694094,24.39206595699524
167,20.732930709424302,40.06343454797396
168,16.024600622806012,41.11869717981046
169,20.65455347671762,31.41950619452476
170,10.500751220094314,34.00967568169697
171,17.351589570780405,27.84092163758513
172,20.320530487064012,42.998453195483435
173,17.695363456500818,31.414927452293572
174,12.707765251522645,39.25855907496839
175,21.341095914307072,42.26633900176181
176,18.22868757912834,43.51228596418037
177,15.813562215692965,50.801607028260406
178,17.129887783035002,59.093421407357866
179,18.046623580886624,32.9070559103294
180,21.718560165038394,33.69758874425582
181,18.670786718420118,36.98415874917485
182,21.404210987976192,44.03553590507777
183,16.267909654192774,28.6190620351167
184,13.625577150569947,30.59393510569956
185,19.476983162135244,43.34375820336319
186,22.223076210640677,24.23730854235839
187,16.100858803025464,36.63883788192577
188,16.444038389929418,32.51791679152967
189,13.904122161517737,35.64231628845322
190,18.924666427072008,40.497340217440446
191,19.769731668724148,27.393856009675353
192,20.414034723184127,34.585579124647495
193,24.364000542591715,29.379607399111844
194,18.987634361986256,42.548693718877445
195,19.098833623406872,32.65619391819106
196,21.52736889101537,39.488075172702864
197,20.603806497903204,53.35445395519516
198,19.338557684199408,15.651629612417302
199,15.06643040607307,51.00945591403906
200,20.93552490497841,50.810837807861795
201,19.68782059098643,22.455178409030133
202,17.960745134748695,58.052310911988044
203,17.216095245579357,48.29313303749889
204,22.696075725638906,34.801974035602264
205,15.864363219332775,35.69399549978862
206,16.784660465190505,44.71819095563015
207,19.56346478353546,75.25802317208868
208,17.875207516032187,42.60783818829974
209,16.453602109675995,41.57986113880321
210,14.810666796420968,33.073305674105
211,20.028319146873432,50.06223440166329
212,21.43377018855748,29.004544646725403
213,22.112512661271534,48.271214828851996
214,13.674273701509152,46.1419128218235
215,20.414016753151323,35.58501581943158
216,15.407720077578448,46.82777095091339
217,19.863273947147754,49.38053168532822
218,15.887026163366844,35.4602839011754
219,17.22709427509603,25.54288236766125
220,12.019354089469719,49.49978438315179
221,20.846327869770818,29.254892802083393
222,17.447267862561247,42.9387542368646
223,18.182226042650157,49.69491008719106
224,23.577510645794447,49.89094718934752
225,15.903750553424873,45.81834895160774
226,11.22680114901847,32.21217476379607
227,14.944520891843997,35.10753220732142
228,21.120147459827137,24.592310808076732
229,18.978337259403407,41.81830392056411
230,17.30939849420284,44.9929420959847
231,15.034611001958446,5.201805201918295
232,17.50877782026421,42.975518374904624
233,20.536096279702768,47.27373928720589
234,22.361230101713883,36.11405378753954
235,17.934212086772202,33.73696849408538
236,13.90417797069988,36.06180882255801
237,13.014765470018935,28.590374189102267
238,18.901523847051354,30.751248775247362
239,17.776586797836096,44.23827316068088
240,11.860535629570709,12.507551178326862
241,17.432410670702275,56.54186698277035
242,17.599458830446963,41.5340243879409
243,20.32199182906534,40.361802625418186
244,22.30575407311659,39.28914213925175
245,16.582138422084693,43.58359457765951
246,17.23603050039797,46.4416628282921
247,18.426748781282647,34.23256301357759
248,17.751878577492032,31.301368909294226
249,19.73067288707165,39.13170548713898
250,18.739720329081095,32.39405684849571
251,13.677838223199315,25.728320523059164
252,23.466386765003133,32.7464219008102
253,18.2341440750009,21.46087527089032
254,18.296654749127168,39.14173994957435
255,16.33846686600529,17.170621207459856
256,15.515557448696047,49.26734289461905
257,15.111078504076252,36.13499829285607
258,16.382748889855243,49.66228317761888
259,18.29039209523265,45.42520992028747
260,15.517442376805182,42.00669746278784
261,11.679821835845122,41.75396309745056
262,16.61934516418568,48.15478751480556
263,15.179533697438528,51.13618690259724
264,21.164730695388172,42.7098137164446
265,12.418155896613904,33.41618985011802
266,22.901000189512615,33.98735714529747
267,28.87293211617201,19.21502839914925
268,19.808099650368202,19.428879802526147
269,11.467603799414533,34.52653752834865
270,16.677279186516152,28.338799544467477
271,19.98817400688392,44.84678920348928
272,19.301764751251632,61.1067476092655
273,19.614818337116397,54.04794381185465
274,19.506561144058466,28.49257353263211
275,15.041910467479097,33.596419242264815
276,14.735537350410297,60.33535223196298
277,28.41162922956166,63.74662867824154
278,18.869686476533897,66.8300515897823
279,21.960009550295204,47.52306849630977
280,21.345788606909096,68.3729999585871
281,12.403344403807505,36.21500379155121
282,16.028182099735066,37.23381433917286
283,18.65426477687952,34.47333722561693
284,15.17278243831765,36.579571079978095
285,13.333877891574655,37.55258008219751
286,14.737327618168951,37.38674168132363
287,19.397055820700547,16.921022889615017
288,15.366457812571655,44.67023811088625
289,15.444617028826467,46.52718746724486
290,22.64771826045967,52.70562563506052
291,22.66857241122948,46.84583779578851
292,22.31114387590739,47.534361308538536
293,16.022868134228613,40.84196095030124
294,16.4191249623087,48.68389267847529
295,26.0463786268787,50.36312087962872
296,24.632907286618046,54.63477600600992
297,19.399286989737593,14.957636422473758
298,12.914427861445592,47.197178787881946
299,20.1659263699879,61.70879842013698
300,16.058023368734677,41.23972519833798
301,17.350692299059524,39.261496108860996
302,19.524959876334705,56.79181736337636
303,18.450873560489786,40.86307503837899
304,18.934392025774102,37.06697601360547
305,20.453933426284898,62.45467491026001
306,18.201439696583847,35.124683053990005
307,18.900673402271817,29.468971610198476
308,14.805991905627211,38.02552945454238
309,16.06692013006693,46.857692017320595
310,16.414669710872893,35.320705947528715
311,17.66988912218049,38.407253669750865
312,23.03580238490462,33.814850649958494
313,18.931276742628135,60.464400042276374
314,14.977415772877126,56.8079824068219
315,16.09378277411454,41.967661981238095
316,21.73391602128052,71.2336833584916
317,14.920637452884526,19.811986679953407
318,23.62507607800502,54.355195071737455
319,15.13879936774471,37.58814344940947
320,23.047191403232237,28.5192938198596
321,19.17521432010065,34.67651839260363
322,21.884518937960006,36.60211560407343
323,20.9850339810962,49.62584389249176
324,16.368963094954903,36.33755726885677
325,25.42030668342659,41.91270928619536
326,29.17901913551672,52.11612575391496
327,18.562096598689063,46.62160568995966
328,18.543305812403663,52.83222965512335
329,24.214178729152557,33.62037147135556
330,14.615258718259268,42.60270682633837
331,16.66541568706243,50.84777803944888
332,11.004107174150604,39.660599726949826
333,15.981295410116273,32.5368608192988
334,15.43466208830103,20.81361146823602
335,14.185353207305372,44.32659833599157
336,20.7800768855495,43.147778544044904
337,16.866409689813604,31.49507296864911
338,17.2980786914698,72.13692451010277
339,18.082619773822447,27.582098300913398
340,12.794991375371403,35.21638959051263
341,16.288083735841212,42.20673714340387
342,12.395484792219367,42.952363408352205
343,15.600757947957206,33.3128756125112
344,21.214511485990474,48.51138859266057
345,21.83195650403386,35.25125730678415
346,12.081265207877394,29.20860841004524
347,16.390444857858046,37.13797678105287
348,17.81619914605386,46.979327044632335
349,22.739299418715625,55.30129351324493
350,18.281881328138397,43.14871707674198
351,19.158078223266735,29.473608231313893
352,11.503529591551068,54.82503761598019
353,19.668353774429367,56.726595513292395
354,20.195201856462276,38.68024647399847
355,10.815115738744172,35.009156333449745
356,12.064158425510083,50.7690214633512
357,11.26477324486683,31.970954434508428
358,18.261393389279288,36.72277240969171
359,20.99387334007613,41.967936977936105
360,14.925852105931835,43.08005403135046
361,22.686432718367676,56.798874114201254
362,17.240038130533407,40.1654934329851
363,16.008574758192726,31.804045611303593
364,20.217248856156477,27.117960908245447
365,16.74878191419296,36.88525956462954
366,17.388904959048567,19.40713504041745
367,13.043091933678772,46.63881208563353
368,14.867071615186084,46.05534643042775
369,22.055389218745916,19.570701906618996
370,17.119981685516503,26.26189521293859
371,12.93645662285454,33.55634674396567
372,13.29915413136355,47.940608455080366
373,16.193968492878593,59.05968753446619
374,17.518005739083502,40.88242060499888
375,19.18710579382663,84.19739592795118
376,14.60887628722585,71.0762013380854
377,17.414659440661666,28.66056461367802
378,23.43336194832066,39.52733111916896
379,19.130548588925098,25.642382353175854
380,13.709248651843659,57.163294527642044
381,19.059329541559503,51.82100653686577
382,18.130146561640288,53.931045145927115
383,16.635392931257144,34.377639384110516
384,14.083957861597483,38.23792124684942
385,15.47554261309398,30.900613137625943
386,15.582956496804709,63.98085912152172
387,17.45474758093737,50.001033997358746
388,15.573391706410764,39.933729185423516
389,14.568639868200634,37.96642932022773
390,13.199628616839288,40.778957814455424
391,16.7471748674397,63.36986144666495
392,12.061084027872814,35.208510206101096
393,19.900909588311297,29.685390973282406
394,20.539212524433438,47.42303884966727
395,21.883101151653268,45.22326903948643
396,15.896039077863461,41.419310318782706
397,18.547757844678884,29.143193908678278
398,22.207067774297272,36.94432190709127
399,17.605516878523538,44.49811785943444
