unit_id,SoilPotassium
335,55.471168790972925
336,44.17331620047011
337,57.37433089074689
338,14.859359500707217
339,36.089688072650056
340,57.09751158371436
341,33.769318540901445
342,57.13277137319262
343,43.76181663697744
344,15.2682575624746
345,52.86130071758089
346,49.048109197967726
347,58.4568255135119
348,44.228962341384616
349,52.22235984396766
350,45.17747465008398
351,45.97928819727853
352,58.68947505218085
353,50.97516203964807
354,31.90629536375312
355,44.93062005228104
356,70.10799386197112
357,39.40293956048649
358,50.247793333851334
359,78.28677041803911
360,54.362975668872174
361,60.22991878579385
362,22.999110384126986
363,46.42470698868425
364,64.04055921727233
365,47.59703682019976
366,39.34608095273725
367,39.55765124378766
368,60.52803784487173
369,50.51117104743712
370,44.35263227834019
371,67.78185790150101
372,73.25703029970536
373,30.494053680578922
374,49.36306465549709
375,67.05752505641908
376,56.52817443096933
377,52.84389068181187
378,45.70856620414197
379,49.79475260937258
380,71.0132182800428
381,54.42128548374481
382,50.05161016874903
383,44.35412024255568
384,46.50658925016327
385,49.55383147634842
386,39.3542864640465
387,48.394359589331025
388,46.93892676019605
389,35.61073804287135
390,54.761998719360925
391,48.82840995565999
392,42.45594179058168
393,37.189700963769894
394,44.82240036559431
395,72.39546292318721
396,38.461634814719375
397,58.85745075143822
398,44.86901064259035
399,44.88126481878363
