unit_id,CropYield,DissolvedO2Nutrient,PARLight,NitrogenPPM,PotassiumPPM
177,20.50429535823015,42.92537465851628,28.835330741838817,53.244170093613306,39.225686875481166
178,14.837232556835005,60.53050443047345,42.13712751170081,38.028413055685874,62.60676356156138
179,20.0220630309826,62.11840495154193,57.07036650661472,62.567741424254706,43.5781683329684
180,13.941496267766492,37.55669526668963,51.92540408339794,54.68709878439897,41.31666815808081
181,21.034661168113615,57.73794280969537,66.41043880118956,41.46105158610101,58.71626437184945
182,16.582918339508307,51.57808433708737,66.70234570238739,66.33433623579175,52.9341258422399
183,17.315079264543698,38.35440087163325,58.53029379566758,37.05209704155681,41.44405743082786
184,21.349316589828156,45.9114183634056,45.09871229221221,64.68318906849235,41.84214960712573
185,17.261368834245797,75.38136320823129,40.045081830588224,60.914204929231225,62.96827712389055
186,19.34683428446531,45.309681341089735,57.62066089140564,31.590559379790186,44.015459209348535
187,19.135839431590696,63.23282819425442,40.538407215503454,45.78789113601813,49.471142708198954
188,24.592173784040828,50.93814989834004,41.35659043161927,70.36969440641664,51.1446195770564
189,23.134771983159336,71.2123006550506,48.91104185435651,27.940002574537356,74.14926107375351
190,15.103873095386724,59.86456762788077,65.5979851718285,47.596505384486406,55.94928591884753
191,27.04957554580253,33.72547935574428,50.921333224249075,53.26573272832336,53.418005255623875
192,22.605601811410395,43.45361042917245,59.69635268610532,50.22610636670372,58.631111519521625
193,16.09386854433339,64.26363974531078,60.18441039570757,32.78639988516548,53.32228329711523
194,23.86159882523451,62.101863634991396,46.23397386170683,40.29400703000966,48.44874194462365
195,12.91065574015826,59.554900819364406,47.051146408950494,74.93899870435912,48.92393836884369
196,19.187152248440313,45.25919113411787,49.14749110802624,73.85023861107716,46.91244198448675
197,17.170801774150288,44.15088739522105,36.76905277010384,48.385821328273465,48.904560481373224
198,19.247731310911753,41.86654462646898,55.08430072092031,34.82768427606364,42.72373775782554
199,17.344141895051763,57.52427675553242,45.292620078304296,48.75309417547235,43.1240356065185
200,20.2562920811942,71.38988455524373,34.74253184021768,48.03205726188383,55.58510292751638
201,18.61347642028476,57.70693233169824,49.24069611054469,54.85190962253646,47.96250988729151
202,17.204787199574795,47.6136854194188,62.54977032737332,53.60510348677296,73.26941314165965
203,19.163773836623047,44.08592403312657,48.368441470713435,45.938654924325974,28.750077065363737
204,27.67101072011823,44.085440153514035,22.399575007166025,33.82743848736981,28.687579112665688
205,21.089119813382204,55.64567307105224,32.32847649589544,89.34299977101783,58.1003372574732
206,20.71429233340264,44.53274920668342,38.946348312306874,49.740840841817445,33.45838384787939
207,14.079440933627641,44.22376330479382,55.4836436506043,59.37713914542317,58.40168410361467
208,20.512757031817426,57.08846292265543,52.942080404546516,59.264917401286674,57.54705095688919
209,15.016717595882717,68.13758172127355,53.52283134367704,29.479265411451966,34.71506856303035
210,18.293293108410744,54.30636700078833,59.537115257512404,53.267900689525206,67.40393825576619
211,21.624120359051837,36.67354965589147,23.79399246710581,49.76924559072833,48.37508905379753
212,20.908986938076872,42.3213798495377,49.575108909314146,45.94107873053646,61.109624834026725
213,23.183523950411775,62.15280004865232,39.39006253292114,87.51539411019019,56.598881698564725
214,21.770224738820264,56.135696236594,39.41931302531574,45.13328189054415,73.1454784258868
215,15.561442118703962,56.837644492620406,43.62104490880254,63.8733364441488,50.48942623696531
216,17.22342926218525,37.09266329041562,63.29760288857064,32.67300272310186,41.83290287186879
217,20.249174577887487,46.62938048636741,56.095361525666256,59.21482268983393,42.027165596872756
218,23.58821476314827,52.03090208394357,39.007031681891526,48.90566690857817,67.35380170787245
219,16.4558993219892,28.071811621357707,38.99602758039498,56.15794562571152,36.57719070378674
220,18.798768662652844,54.98904971550605,82.82866316190811,63.05159516166798,68.23369678928208
221,22.179288854602603,48.64304225260669,70.70740424465231,49.27259267091012,63.252413123439524
222,20.311888847556293,52.34404413149059,49.35374565456692,32.81994242278461,60.5284069912559
223,19.117401497449293,49.89264263097283,54.99316905568675,57.982248635776656,38.36611533002445
224,13.833569450721184,58.546800973797424,46.52130820332604,46.35695325148164,44.90799302724581
225,17.40756985761351,64.47157125568137,52.41525165154039,22.416679247911002,57.129006662162766
226,19.04517296315368,61.82706520887593,57.8109303439455,31.70402987502981,38.600714960898635
227,14.468672254525654,60.26114934423912,59.94317960307977,67.2995628131834,31.648552665825235
228,17.783061877020405,20.177532182246882,60.192848492784236,44.53816328703578,52.49076146220431
229,23.079254930187766,69.29304540403223,41.975036677920315,76.78315737748721,55.06878403712264
230,20.37608494918675,36.26317922315231,24.76044493068411,63.35679498718233,60.305653336454526
231,19.235418491492315,28.63874630627414,62.52078157458489,52.98802207643254,37.19746858839712
232,19.06212914249302,47.03219460994393,56.49848047879766,33.789181739660705,42.62067365996456
233,17.814201930768725,53.572832528788176,61.69769035303437,61.49606817834173,55.010389958580106
234,20.949414692009757,29.989476473546873,61.563004340217574,69.76926309605808,49.62760056420316
235,19.040747523220105,63.966470325745526,50.44567039096072,64.23614288987928,62.21311221914877
236,22.464005085638608,63.87532418034817,58.65427655643857,36.08380750785797,46.45813882306743
237,21.946091457232622,40.567421822353204,40.55362508952708,40.670202866799336,55.72275344834717
238,22.347281054692413,64.25591249725468,42.888213358613804,69.81573865505888,51.331581471250516
239,16.151819602768633,37.90981521337801,39.45149696720045,48.67627786106016,50.52110152620953
240,17.60970695540263,51.06362315047892,53.742791799554354,49.644443683448486,45.674271729086996
241,19.12099671311301,59.46825409980145,47.68281072678664,45.05499549277091,32.049332760106054
242,15.524996064973443,59.47683086756133,57.790766157422595,38.78419231671621,41.462394852474404
243,21.302759456881418,52.493443063626415,43.006986069205574,40.08698680831873,31.605061529282928
244,16.157419955343794,63.91133382651138,41.043210861649946,43.95526546081399,41.90198181358499
245,19.973173748364943,44.47750062776242,62.77865900787009,48.91792962315199,44.51230987805228
246,22.799288824220255,55.84724538598855,30.900059737816328,69.28457287594178,53.14134107182807
247,20.69059117175094,54.29093975731347,37.55835199464769,29.927548778084486,42.97546914984842
248,19.693286223822565,42.07906082197943,43.450216225505905,61.03208827703129,73.57312268046908
249,15.855494370688714,60.3507275845476,68.93779606833846,51.59991604070738,46.92163425567334
250,21.374649533749505,33.21415681918434,44.23644784105809,50.10945710077511,33.491273684621184
251,19.558388234246486,62.125230562319516,52.59052924799288,31.987242040499623,43.85622990632584
252,20.03557460260656,36.5323053651836,60.585731612185384,43.25425401191355,58.54404007147258
253,17.557340538023126,42.02551653651576,55.20070928875676,64.45750272761234,32.08172059800109
254,21.546430799893166,62.27743908996044,45.298369541427505,35.03993684092066,56.50812844130481
255,23.034923978036108,45.88727948462422,52.33225066953081,64.5824680710361,38.72002632291603
256,25.70827665856956,50.88121850344403,63.24770511086497,64.09972730115233,73.558691586652
257,20.388467319752372,66.68570006782485,56.93020429308345,59.43388814600736,43.890652330409786
258,23.53532390816401,41.05999007530253,55.39988824617802,51.36666203945924,67.82162664347359
259,19.646676194544934,43.391311155984454,56.51326486876697,30.163993888505416,55.672197491501876
260,19.098758847530107,53.63534849326706,49.84997524850057,75.53940701379162,67.22953385836382
261,18.276405115288824,22.749948096555293,39.52014880927703,60.109176132219766,54.01208718291626
262,17.807756178822295,53.579762898936615,52.820339338178115,32.70680720981316,38.16138565567458
263,23.424885044991125,57.497692014490596,54.39566210261136,34.039451460091435,49.30067596583774
264,15.150178199880013,67.60131477730627,39.94454569887935,35.165436014055,80.03503476626797
265,19.45394602841632,47.300711584569086,71.0660447767672,36.882904772261426,39.01308642601415
266,24.360638845009923,33.04532162571637,61.048391394531535,30.54971534692247,43.91702826170966
267,18.65951731472255,78.91925217511351,70.79742767557369,24.182383261684656,62.191835919355576
268,18.09738615593352,69.13544908463912,56.56992502173457,68.2775396567712,61.45881391358451
269,22.439273543833917,20.778516243877515,34.11467525218204,30.187038689416905,61.70647994352666
270,22.611511112790353,34.70800151307014,29.974916077411088,60.60687703190524,54.73245823713629
271,17.5648119262899,40.768105973992135,63.20804686944463,54.13944140072429,35.27791636216444
272,17.896342294742855,55.857380460699815,42.485033096394986,48.18900675727887,53.434634862200994
273,21.77958045019005,37.166320474729915,30.235301658656326,42.82750938429433,49.9132470159647
274,24.408823955570583,65.15442475048846,56.85518260544997,48.362058318067966,54.679716356616005
275,20.30929141803308,60.00878594205414,65.36165382896452,47.452057402159035,64.02631094622359
276,20.27425306348384,46.915162010633,54.69379050844496,55.76200520418441,51.711127113128654
277,19.350744658217643,68.71961835056722,46.70131296641247,32.183838218125054,40.48091951234714
278,24.032918504529245,30.53790582795478,15.440947683991748,62.712384968638226,44.43063368817445
279,23.97279466621582,61.68297715718816,31.77498100695595,36.773643529488886,53.83055813500351
280,18.840511291915895,59.16487783530922,56.44406396597844,47.547184565569985,29.64302526864575
281,20.47299223410884,51.36508953603057,26.289244908692055,41.36315472413064,32.47936861018585
282,26.60216694604753,67.54485060591661,49.6084382590703,50.13936056471295,43.43017727583603
283,23.215860099126623,45.44447913852669,49.46790882754852,61.00988593923868,54.85576239735098
284,21.718164302725445,52.842592049847184,60.898410240987104,55.04318997606341,36.11529285451941
285,21.57255968351549,41.75839112827265,42.418720298953254,62.46456181739059,52.662659803909655
286,17.09276266050948,30.482893015534476,36.842817780755844,53.69016693687703,64.4749683266392
287,20.361207969936256,58.187501783242375,53.07409339814426,48.441519111724574,48.95618125081102
288,16.96512353286262,27.610124608375898,65.72827833822265,41.79435097721289,51.46867190553537
289,25.168336685861522,56.88311222710574,61.37557944359273,50.40653976299586,59.14046235746783
290,19.3458962754231,55.41525108206059,57.03005587107019,37.216630505880666,41.25138296649461
291,21.72388370983331,45.02898735988027,40.80023267309199,53.63851304707452,63.115917965740636
292,18.002384119995902,47.75722525875594,46.948414299067196,50.79159357396554,38.09969082223768
293,20.637146874952606,53.754736084990405,58.966048699738735,74.070595813855,30.337486304126106
294,12.30037592250088,58.50485948708844,54.76194858775694,72.6078261773652,72.26569725600716
295,24.068269999390157,78.03918189974445,75.12082920707542,32.17867529316078,38.587352914000974
296,23.197963491648743,35.922420175884355,33.801043649226216,55.281138917773404,49.899809907622185
297,20.59640221377323,46.62379255686428,39.19807368037776,51.87088138888986,50.70327040034885
298,17.13052391761638,50.29848693431416,63.65851120117991,46.70399488896772,64.39753189240498
299,16.967994836676056,38.33036292084743,53.71113493659719,52.90132558177752,42.77955166999461
300,16.55817826160687,38.2583402206161,69.6556815051601,52.153651950434245,56.81735195115447
301,16.71087436904324,63.705288179103455,63.33579589504589,45.95806816470262,44.80006259114863
302,24.490023615200535,32.56257951936123,61.638829016752204,47.34032818259141,55.72247845641256
303,21.66931840668485,25.893382534508937,44.23510460083309,29.60710359212719,53.90554941010124
304,21.495206699712146,48.50467294033044,59.13602469999301,59.302627365573215,42.579913799006704
305,22.965237057201836,39.46657163437459,26.127824933787178,38.96853083325833,40.27665452263102
306,16.023812783619604,58.85271703406434,31.510450915820144,51.30524875962964,39.909075685160836
307,15.762652748506913,55.90624467276931,54.15444687560105,56.52340381340805,24.50214631374059
308,18.124262861614888,55.09777671667896,39.98480071361303,63.585789150977824,66.66976657278586
309,22.559849389137995,58.888588366443976,44.11298999902775,43.09566799302043,42.646037431465
310,19.335637696770764,49.24351064654645,45.43638469916654,43.90985925231711,67.94146430048727
311,14.956474182167845,42.18778389532427,52.23289633770329,60.87237014552632,46.57295424013495
312,17.160296914085542,40.18859998072801,54.01329053700202,67.5766963733085,42.66371283771316
313,18.22451921263286,45.45231508777803,46.45566961799212,60.751438533103354,49.616552819923434
314,18.69542654732477,58.895369728373765,31.73150747598552,40.2480230903379,38.60410050317297
315,17.73038422380368,36.050193567604865,35.154891561440024,39.832057666896866,46.77020126393487
316,24.149776371381137,57.03983231944908,41.144522751177384,44.71123876885932,34.917650514936824
317,19.554288838290503,54.25844928819247,51.026086429746286,65.15934591860777,50.164552137547
318,22.63777307701684,55.87736648492254,53.35993329872453,41.668397393662154,29.81125477295986
319,19.56655141861833,56.23248378979328,45.173267304454505,55.42608241221166,54.690421038065296
320,19.181107717445926,38.5919327191826,62.088603962397215,50.623459928993796,66.64751227576713
321,17.399931865297127,52.495505738338515,52.47198927870158,53.44281209299838,52.295253224943515
322,22.07382593883602,67.4014585453193,71.50346707722758,45.750802527033336,50.0734320404426
323,22.23284457253748,45.28898461684412,47.28085881021988,34.765213394228134,53.56222441603982
324,19.42355811365124,51.67994909606061,49.82528190373577,50.40747827559332,69.72359573682932
325,12.12021741045317,78.35016154439147,53.58286584452815,36.00108454036173,60.58687702778085
326,16.996281701401337,41.91321088387468,28.471409107140104,46.31303129962811,29.481684379175483
327,24.565116249051457,65.74679469799756,59.78349073403435,30.891857051638937,64.73872318568974
328,18.006879140406777,65.15721688196156,49.90513351488738,38.55967118985865,45.72481588788671
329,15.541865968184952,56.72509844390262,37.936545842897786,58.34488770468061,61.95371938416059
330,15.075466840586841,70.32272046671832,41.934410781969845,52.85552964640814,40.26762156437953
