unit_id,DissolvedO2Nutrient,PARLight,NitrogenPPM,PotassiumPPM
53,55.47795386527658,50.18446508161141,36.48578154685641,45.07873441953286
54,44.54379796078404,27.033898971401943,61.46724867573223,67.60305200105545
55,54.15638363682393,51.046797773351464,60.716753212361944,45.0259991732048
56,55.99637116122998,41.894809792117584,59.7648205071635,28.086285441070988
57,47.78772379303696,55.322970928425086,68.43569735636291,52.47608640396612
58,32.84684233862503,42.92694788806511,31.435869374640212,36.76344858930814
59,45.458892238721134,43.121494722632285,68.1172023842126,72.82674665491172
60,44.374590682900774,50.43336891896554,30.07961830175754,58.3725673010884
61,39.58135070300344,48.65160054715144,50.130614304838545,57.858067908827884
62,64.59277213938097,57.40792113620084,58.69676340216439,43.3457778683555
63,41.374075465898336,58.1511121619104,38.1921006492683,71.78479665945756
64,41.99429635581438,45.8283993983564,51.55374470671286,49.908299138223974
65,39.78369986554608,34.630992687315754,73.74804351227074,45.9161948661151
66,42.89390782659166,65.21974366072475,45.4502085100594,43.32741284991979
67,59.90084767666671,48.24459969953936,83.14972986470379,49.312355590312954
68,58.0814121399867,46.02646876697604,52.515822199656604,64.88957918548829
69,61.120660195264186,25.929776011748636,59.2724094248835,35.08227064691656
70,44.78051795686169,48.6018286631101,45.673129549763146,36.28515337690644
71,45.147237575280414,25.545329000296466,59.62233495777357,67.29285792617827
72,45.284995856590804,57.69900265498293,41.51067491189056,38.33466450631755
73,60.929401349466964,49.13211546010011,51.021746003885326,56.51028282969434
74,71.01110453881383,72.91716218312416,36.88201886176852,40.96290367206138
75,59.06835559413874,64.07830888130164,46.87326533017937,36.284553431843705
76,45.6312729110435,51.13711245614584,60.171049274785034,54.95235400130921
77,52.990571236363216,68.50048251586006,31.354217265446813,48.70834431389604
78,61.26139770224139,60.437022501623716,43.01362295874229,48.47820031710735
79,20.493726373597916,40.03885116194743,50.945578304799206,41.38186417802532
80,43.146093868269794,57.73522394111055,45.07791069044055,70.86824807822401
81,56.45483225758308,44.158544033658536,43.54932012847282,79.19526323270567
82,56.06710427807254,52.63360929679009,51.55118806462554,48.54922318558362
83,47.77400069746858,59.78105256819898,50.89446545401814,46.62536073915455
84,34.36231977161771,77.22922804279197,60.039332127322155,48.38775545809526
85,45.85843739899065,72.35665364219604,56.384668600757756,55.82239999727857
86,67.48693751034018,50.353935481881656,41.77644648947219,41.39910309713226
87,60.61671988576261,61.940530270956394,52.203646224335074,51.44428884456287
88,59.00206426806723,45.32902585580981,75.61208763146897,63.58333899087698
89,61.23725317138613,47.33868875135043,60.73250990614053,75.25082496039717
90,49.62670704678328,50.48585666348447,62.19364564251448,50.7939386235614
91,8.35348892826091,59.44859041272656,33.88799795017156,50.97676701356876
92,37.1087354701203,53.40933591991259,51.042182628203854,46.08770498566983
93,66.74680434972241,43.414603067863254,37.02684103483676,66.10344786882743
94,44.29072091940046,61.17964429037765,52.736449652778795,52.27415699594916
95,57.66314898172552,34.76242606044656,53.72526885595032,59.85291103824527
96,55.10750173925897,49.47165833790606,49.311387400641394,43.88020139824307
97,39.995759748222184,48.2097426687439,42.252666082133715,21.173803427671213
98,76.5324443341379,63.17229184336443,46.84197563458291,48.596161243450645
99,54.00345095242894,55.37470845095409,54.93473093742183,40.0820676906528
100,54.27471885095007,53.89469408425519,60.903678088019426,67.75911390603127
101,59.4743310358668,67.35067028134632,64.17288862319441,42.73202910298011
102,39.50558845930881,47.56389031831314,41.67708266577952,47.30939585313014
103,56.81305515043286,58.409666441376224,52.209849412809106,50.20284819236811
104,62.809614149432605,60.94110046771319,35.40886925833627,33.765058661405284
105,63.6389581541729,58.24833019178038,47.781270155726894,43.86769507936893
106,39.74553939737363,56.14223251114118,57.15621609192063,50.13207277101762
107,38.48803209691192,66.6870295802097,49.686318747803085,43.81851672942084
108,38.48952119335543,46.80374999728005,38.0707115685167,46.111540511077614
109,57.31265853333235,54.07598959390606,43.114629616939474,48.355300994188
110,58.52268166766981,53.39497937465748,53.98687731737614,66.13438329570504
111,75.43934237622736,55.19523509700959,43.55224260675233,29.12892671371537
112,36.01125720071016,34.067765946008635,38.873799763545016,51.42906343253192
113,76.2670057154348,32.381615469352035,62.417821879178064,54.8835997412773
114,34.96428121470577,49.90407821656237,8.169925195867178,66.94358385749368
115,48.20311572023036,48.71638992102478,46.274543532861536,34.22379679864387
116,34.60891583353905,68.73171819193658,58.29296306396686,50.93375997838815
117,52.358078222805446,51.46257201419762,54.184190818762325,37.578437520462444
118,44.71003749514363,49.762122748218545,73.9109184798713,57.513968029130616
119,53.87583814855754,48.58037616194735,52.14931967734565,47.06995553580497
120,83.86995055471985,39.06962618429665,48.14448841130796,60.99533316647792
121,50.21949127752547,74.67997785284373,37.79415274727618,59.21641985530285
122,67.02331043116776,37.52768105266566,52.306413476638255,62.07663288612732
123,44.82211365432954,37.313114215330934,56.10054436333598,47.31990248562127
124,58.63674130445234,71.46486554392041,51.582652025667734,57.888111779300644
125,60.128284529868964,48.6499808999594,42.437051822209156,31.48471167097823
126,74.76469131705713,42.25659177554367,43.32090210749412,41.174552641918005
127,54.38893275022868,79.81146021408479,53.32516708186594,44.81156372132704
128,56.67417945025187,26.97245907928318,56.19912232113072,63.43609407770033
129,40.33124774016247,49.739273897105285,41.47243920573492,61.80236370522246
130,54.438677530062584,55.57855092665542,76.32670113821051,48.21684105775748
131,64.60662735006447,49.96738941047794,36.99247634860176,59.503182519675846
132,51.1184746130011,59.85770839470763,59.31389488867227,59.07416611748098
133,71.76509844944786,42.95753969096033,38.649046486256715,47.77433371173713
134,67.8235818298351,45.64461236521237,56.72318792736384,34.31706866396595
135,48.26878331034213,52.582074660268276,45.52396750994647,59.52659277613877
136,39.98549739021134,55.02893687120739,37.99929617731758,31.947202984173927
137,42.43900417932426,72.26694176539928,53.26473938923082,46.04361805808615
138,48.27273912014484,59.20862392908936,53.99714843836841,62.31029462743177
139,35.599785864136784,64.67884381164508,43.77217898645753,62.34848716253198
140,29.410697672334447,57.29891165208795,71.90922805348426,48.78533627843914
141,53.04327119708059,58.776248535969906,56.298617104599565,47.28945220265145
142,55.8981743404356,28.629561099908393,56.7811533943416,39.6635011538223
143,60.46995420988982,56.74825234055696,18.061218199637054,50.49505745632394
144,52.29158807936949,42.43555082711403,37.30356857296255,10.96509404901971
145,44.936701589099606,32.729411065451096,69.79925592720603,52.59200310138827
146,65.98591563827374,62.908380473258845,69.15129894296142,60.185527960472456
147,72.21431705285781,49.14935587141359,42.71410495901588,46.93888911212037
148,41.655801309889675,65.64682064275473,37.08655091007634,45.531249336423095
149,37.25469021914286,64.85867038027153,36.289354744337125,52.81257875716152
150,45.93223203326387,58.974970308725254,32.90769518015624,36.87846707806254
151,67.00153711725034,36.80242179056399,48.97071696137884,69.25305710070991
152,61.961350527968875,54.38013058110266,56.17530817161662,49.973484612710244
153,27.96851267553838,52.832616440604184,41.77201510684728,47.14040549262798
154,44.3257310304089,48.11820556708822,36.51301425036321,59.61897062630578
155,24.699630523233285,56.15991826207785,61.83218278027673,33.38045873761044
156,48.28968892952649,43.4655126635388,62.77254239649798,48.02040264805862
157,52.98382789459327,76.6857248541845,51.00958982806505,52.956756364732634
158,31.2692678259531,69.93560953070406,55.15794490603202,53.08490987807634
159,61.11495417767289,48.463322820431074,42.367352198035974,69.75828265375509
160,60.386293682837135,58.56583111291392,41.736867779920566,54.07613829714829
161,58.806412350927395,68.13997824673099,24.413468368877474,61.23859510497046
162,42.53296059611138,37.87676447684179,27.76946363819593,40.650772455925164
163,45.1607412712602,42.21583753216993,57.110374310820994,70.76857031846818
164,54.79981136368909,37.42796324703306,38.19468667171196,56.04076080366118
165,56.62740550295546,60.24228069705013,42.30080697959135,73.05994048707436
166,65.38200593796181,67.25693058878842,46.84453427143084,37.55386770152687
167,38.711051921745174,65.55231488347461,41.692595476240385,38.84172523362054
168,32.86318710562877,30.19551116770897,54.87536773458761,67.14226033053117
169,20.968488820322982,53.142080218805525,53.285529808713044,36.78848367312625
170,44.153340946172534,54.81089298392274,64.60145847990427,24.878474509123894
171,59.337304198654856,41.226177220460606,55.79551303073629,46.74456989654779
172,63.75133674755912,72.52918954591476,55.84232019860424,40.49086681917851
173,64.91708695392309,57.89223409735057,40.218887406775586,61.08585555851382
174,55.2261993963139,66.98199805523369,51.252245170341716,42.27401821653767
175,61.53697449420119,26.567335678797196,36.629567834013734,40.05596894486302
176,52.996518965205865,35.174031311012754,74.60374977509207,58.52714954039227
177,61.55561240178397,36.71810265659547,62.03560157408087,82.7352900397224
178,51.58939011036998,43.01489451432265,59.68500881512685,57.48359279685647
179,36.790911584345714,35.24554733816185,40.93175235591455,55.61785456779567
180,50.6892512264317,52.34335702720417,28.340225994420816,56.87560749101466
181,37.6441262506939,48.21650987542564,52.655899257931345,37.49493744424438
182,50.88624676060686,56.095676603006616,54.9781616483958,35.581016907644525
183,34.35414805878867,43.48072661576068,48.541177673497366,43.54261049468912
184,49.35169503088007,53.95525078869109,55.477253536104655,49.4419824576549
185,21.991602089809803,41.93155041138871,30.72984461785121,66.86769318211273
186,40.363727897769344,64.59913518729027,47.30573670924207,40.76560946809701
187,51.860057376727326,44.7018851141428,63.84119704217886,69.20441314594036
188,52.453953990632634,69.4334754063972,60.46892274043427,26.984562654718022
189,43.67483551004914,18.5160263456758,60.93593085125471,27.06193258497293
190,47.7503287401711,66.12708819023595,27.31699220868549,44.589828680261746
191,54.79427173061673,52.53595428249492,57.3679381141583,27.783819982425186
192,37.03605708931149,47.6521066716672,45.46509381513372,46.22647311865433
193,41.666108513092944,56.99545759370623,68.88183866168878,18.573891028132888
194,29.690396285756755,50.33194957135984,57.27295114756682,40.84506110094509
195,56.476579472869,55.983361019278064,38.23168723010447,62.37944677145509
196,52.88825760720991,43.5960399161431,38.88474550762948,43.291644335373476
197,65.7733141967739,27.02604064070692,24.994222498186573,43.76238417982906
198,48.85078889313611,32.79028113301414,47.118331406237246,31.46457039959372
199,42.28508036822086,56.95358847272622,38.50573482930609,56.558594355876075
200,64.69355571041146,50.96071243763023,76.52418073974309,28.165643970739588
201,45.45443619462448,63.93099912530311,48.223689056530496,31.78553380342876
202,48.42862801427466,39.98268228124061,25.88392871576502,53.28522508871591
203,68.22801872847563,55.5422546146145,55.47661895312846,60.95082210415393
204,48.88476895799591,48.60111840562861,62.21764047779135,50.74048617007501
205,53.99103229148848,38.238313530460616,42.68085541769243,49.473480631421424
206,53.181897162975815,38.36681444459828,75.65756971051692,66.38502657958355
207,55.2366951693278,42.642692530249036,18.858742328888447,55.88377484857064
208,38.94896305732431,50.509399346374025,48.80154164168709,54.25888403091795
209,43.09246337362691,56.924336022308786,48.607889660766546,53.35539714534073
210,55.11788083732457,40.290269935589905,66.74469686195738,43.72019942653977
211,45.906137074214826,69.80525245549158,50.79187951313476,51.73392344989431
212,45.294836854382915,48.64284868909423,60.72255134075179,52.816423731374606
213,43.80357708356644,31.433744551273385,68.44826480017822,69.6817195737527
214,52.82550898739841,47.86918456707947,58.708705320132815,38.4922949219672
215,53.48790017068544,64.9736254641362,54.07882966386764,65.45356504091454
216,30.08127528513964,35.06136721995212,55.85080033831948,56.46338043477009
217,46.12876977109023,74.02151432112703,51.97139192616157,48.77322166234627
218,60.14835978089232,39.248368856998354,54.46890398976819,37.468303567786144
219,41.68031969718336,56.977562808466736,54.08153430748119,37.09939381378045
220,58.54146721517515,68.33348780847538,53.21131400661615,48.68069574253326
221,67.563164587786,25.66107441176542,55.88645549023704,56.42941770288485
222,42.18161465292639,49.52557261573182,41.2995964819402,36.88833545500569
223,58.38673621079107,41.56629683282744,50.375689814757635,59.01479602688243
224,45.13487607869263,53.60615410375814,67.07524492473996,58.88141664931037
225,26.456589939118814,55.40184691399694,39.43066374907238,71.28482696536128
226,44.79802892183696,50.03742391341117,43.435711581357644,74.12675827128334
227,52.896168046530796,68.83186892418821,50.15406753210778,33.44633144036707
228,61.21350974643588,64.86319525421837,41.107191311598996,36.0285099330536
229,44.191168021295134,59.128877310659774,59.6398147647229,41.4785487133236
230,51.9641730289235,50.574181029109596,51.43352577105565,61.358590865607646
231,66.90563866280002,33.37122291367103,37.54229997158244,44.428512456460986
232,63.424588564367276,43.628669943826246,43.56714659689102,75.30084794490512
233,62.75023624156807,38.54656027069314,49.450895775343646,65.37345497939585
234,13.031540891217798,35.68573774780129,52.09026743121843,52.59041863020309
235,50.02399224608742,68.3749410681348,67.38591978761222,57.71872568414635
236,50.318118837209816,52.91755625246541,48.25540764812833,39.08890552266541
237,60.89575112770582,44.05119263258277,39.2815524725105,57.58186868560209
238,39.11123103542839,40.50319015217779,64.85846556322856,58.084537435296774
239,35.88851131214633,67.74214019982637,57.22813591926972,41.072783145470254
240,45.96286898659581,38.775337887152176,32.89428444664735,58.246975537007536
241,52.58222632017094,48.1746821832935,55.17568149073004,5.758261005200988
242,53.85982777582625,31.61310640422993,26.088171964921944,72.4503714052108
243,48.63485986070389,11.484282923624841,41.04294249628478,54.3415987699043
244,47.14258580821408,44.65710719746114,59.94163788620041,56.08914566271402
245,24.45081896068664,21.27980482271274,70.09390554834793,43.97610731489897
246,52.071055958492174,38.34917924258081,27.991149183523316,42.05921210964139
247,66.73374776292191,45.340398956150764,34.22136619858097,62.603430092000984
248,59.75332308406778,69.97299530437994,36.1653014358075,34.64254326073223
249,41.98237964438658,50.09714272575815,37.377646205103645,42.18856644195294
250,17.133044125672598,41.720635382233645,59.31972232328887,52.12381190522906
251,50.64577139146703,67.93868265584169,69.15967269211455,41.72025852333744
252,53.18137471800904,55.875570268769636,30.585904001595793,41.33632089232561
253,72.88441342484671,28.69829200187069,60.28397404354951,57.94116668947992
254,66.21041668882341,45.281753808990736,69.37630428917073,43.535767384498335
255,52.98831410239921,57.53542412109522,51.52918940784894,49.473276340472744
256,48.83368640086016,46.699595091998276,40.32639827999855,73.2600611296404
257,54.07549471503422,70.46510839335936,49.626697038001375,71.49218324951472
258,37.75606890335576,40.432387685841185,80.78110482121835,36.45796192384677
259,48.32701506791325,43.841828095824596,56.82701385657795,62.95073363469145
260,25.371066392817117,56.510908609146185,51.78514454247388,26.150559875960152
261,58.91023701561779,57.943529932811,50.474780222323666,47.031240250636074
262,66.45767957668733,47.641131234332526,66.63624772641282,65.2057846769783
263,41.39659501872617,56.84610234514411,77.97976429588898,50.18525671515103
264,35.0362383750281,56.22961107031707,67.94714311949464,28.51135012658864
265,46.897909827621596,24.759277895511097,41.254181724486344,64.48651981158243
266,41.371199181443714,17.13134496684892,41.87849800713912,48.16490842937446
267,82.62104484053837,63.2101111288992,41.17797076348775,46.51288833979945
268,72.66712752988732,51.0002871805344,41.064024599605375,68.93549741273118
269,40.161740668517915,49.14357863595311,57.44725817598038,57.88918535739443
270,57.73080561574523,35.60159690147508,73.25374952895685,44.305982035402025
271,51.36705992075374,51.935964632785755,50.13591109335461,45.884879824911366
272,79.48841787721341,52.42933217412398,69.57433069721954,36.89602951793985
273,64.15666837288136,59.28958960016554,75.53664389167736,42.95611474167243
274,47.13380373633916,45.70221677549914,50.48236932006371,64.01145043719097
275,53.66568975730926,38.25120726566198,28.181769196657285,47.10154645671181
276,35.366187125087635,33.7330968240651,48.93750038214101,30.98899292084613
277,42.07686847580432,40.50989280630345,38.05911145130352,42.17942154467406
278,33.829890101381665,60.00543363886442,38.93988000140371,49.03503124029682
279,39.18833719499747,35.93638925958584,49.39787540277733,27.84752360944667
280,53.086439284809465,40.655102908331244,45.98716803574667,27.90601698240932
281,42.11542217715318,46.47426859152408,53.34316731963347,36.80080322790339
282,64.45526028362659,53.91984359530808,34.6146949702285,43.855868163615206
283,55.927893279446685,43.32344023565221,59.618788717179726,30.639405652088186
284,75.7179537375485,45.57736586984147,44.277110494930874,44.26866067894223
285,60.29257092698712,72.42159394718102,48.81278686040862,40.04026314088242
286,65.13391288301086,29.06661404720902,39.90796902573407,46.2608652078264
287,58.65643650030298,65.89416489936661,82.54964640761126,46.97780463687635
288,92.42586974901104,52.84437030579029,62.54731139041458,69.22236583088048
289,48.562105653994365,55.29585543428369,39.63737517074109,50.30824244239193
290,43.879332192943124,63.379008171462395,50.77212110044976,56.90951556819776
291,48.82629546719921,56.53888782510871,41.90860382209959,63.09096896988368
292,47.21853321148454,53.03426372773029,59.07525126425557,64.22644715956943
293,50.80510929635692,44.910524863013194,45.86040894285924,36.774270524340935
294,51.13833045122124,55.87589200248814,44.53836070807118,47.5113687673552
295,57.63062053357123,47.7219129403599,28.024104991491946,53.835889292982024
296,57.036485653239254,75.83367280939369,65.06201709157892,64.55088884097317
297,37.283152873425536,47.66436535616998,41.50863805763617,69.66792791466328
298,54.58507056498511,41.79780275866454,55.06352503549084,35.5391302155681
299,49.911689000944484,50.350364980812266,36.21545174819598,43.41392102468529
300,57.93259026735848,45.77977870933549,84.71195172330108,51.0297516669177
301,51.74045491362931,47.35802171720653,66.4140904345353,51.506081804311485
302,33.620789270179685,65.1013125449985,31.339693119526117,43.846683948464346
303,60.66771574444314,38.05545184771732,66.82693690435424,45.4290897945737
304,52.68145695035548,35.47206719695723,46.46937150586186,42.24785270343992
305,61.92233322149623,31.14614928612106,49.49120130514165,59.16879484403053
306,38.85538869259788,59.10258651672779,70.25353594963958,71.178766348684
307,53.525214468220454,74.43916060714133,53.154521483228834,64.99600299408102
308,57.22887497362815,53.47919515830716,49.342087272128076,33.116683797189225
309,53.485467318058916,59.85605053675079,55.253359141626746,42.867193907845156
310,42.087949718924676,24.019106129826444,43.11566661423328,61.47780474802318
311,36.243030624291485,46.197254590105395,54.06917954400634,43.84442642361253
312,55.432307316470975,60.04243383696822,48.87084038847946,55.69710629003463
313,38.12958549493067,65.06752745084663,55.92955590304476,62.19736752613419
314,51.26426855750712,68.62511441670395,44.849176751856945,61.67120842893025
315,48.092635101953135,33.07579537719548,62.24085988581927,33.75293100359129
316,73.29047430881975,51.4951274362561,39.93123816238435,53.58180946846898
317,45.396636605992065,40.09257840210745,48.83476735807276,35.81171345833011
318,40.395659124959266,68.4289200518828,44.888385398309744,70.31772502113746
319,44.97374944112049,61.09615112443306,56.29073917144372,53.193064501917824
320,62.00480973234899,62.75240917682061,45.191243468704826,59.64837815022792
321,47.11860048839401,28.04959304516641,49.103602157354736,49.05760744743316
322,49.74019617476452,38.85492411551638,36.60093682164181,50.754577022816065
323,56.22398003805178,35.34596721754239,51.2356277361267,56.42783170101337
324,47.31249511164727,50.81512979007331,34.23009836371049,53.88127486724982
325,39.36128413826282,69.76633411391369,64.19180063517918,62.94307799952529
326,60.943134692484506,53.57127792589127,56.735009109344084,64.42131836325183
327,41.024790903226254,37.14275913718893,52.925816126815626,66.30943726007969
328,59.03918645125301,49.293442169957316,56.09782323118466,50.28937286799854
329,31.51197441256368,68.13341359171905,46.970177757845384,62.56089230394666
330,44.3286582298402,40.5825491878562,53.33512830363987,62.792633861439064
331,53.189889340641386,50.782974752308405,60.89193994024791,61.66923944624164
332,57.12656726301583,36.23068258428014,47.45388745330176,51.22008132514084
333,50.57689115804602,61.37123212180876,47.376884500278585,52.50322422535153
334,44.47363566611886,30.101425162748225,47.91146676021461,60.95170357624875
335,69.58623992770627,82.09179822858555,41.61169716846868,54.59500163655457
336,33.539795085953365,59.26684698634562,31.476144983141513,58.219279883639174
337,62.10232693729127,56.26746976721423,46.62097018712828,64.0373301681752
338,44.52012698387835,51.527009445229154,44.71258421981548,44.507481084689026
339,40.797474076527244,41.182423000129944,19.89290395323816,79.39518516336838
340,51.65636193775676,57.534092500740535,87.53434508950374,34.54738636958525
341,53.08434301796306,54.260109073150765,63.86381782802459,34.093521015783395
342,60.50075263533664,45.973944741403955,54.219956240423706,50.438638886396625
343,25.846714215943674,39.50067329583385,55.49047603402461,52.26158912385454
344,65.5497546262252,49.341930927860645,45.79593906090129,55.134962729387524
345,65.55362096808543,55.76759285405608,68.91234054858421,64.63203606094338
346,44.08202950664942,38.412991097079534,38.168556223086675,59.2435402444799
347,47.30211830777885,54.5230120292916,52.01387809001033,58.31749751035407
348,81.47791654869357,59.97114656396468,64.21320274940766,38.39263007483859
349,51.42207201723612,38.975762568260606,62.01965093247688,44.6712623550591
350,43.90883086165382,34.42770034900158,66.46946742603473,45.33791835898108
351,48.48731753908327,68.24247525686208,40.42714882387015,30.56048901976129
352,41.754781477832665,35.55551526362293,53.899567144632215,51.14587430880144
353,66.02946644269524,26.317415554740432,62.86613304702158,45.45858581763843
354,35.0761058941126,48.01470729667977,49.61131537980303,63.885262159699764
355,55.9019536169541,51.38636659696558,55.34329706533202,57.58410780087471
356,51.2277431695351,52.87582081770438,25.947201318256347,58.07615542070825
357,42.43422363451458,59.50522299912374,41.834199745359356,39.30644930410088
358,49.0895606801576,50.79921738457393,36.55859300596942,57.39473507224982
359,67.6456872634116,40.53008499114344,39.11311187073211,38.945717749274976
360,47.695222590129376,52.51855226299919,65.44113736587715,44.57147468454885
361,65.4822069968393,65.1695573198827,40.120666540658995,37.302643840939325
362,45.10254771076039,34.671990447845694,49.19019397833259,47.77619896020982
363,50.33861648111455,35.9634073108846,49.650628520867976,41.121727226191275
364,53.738788541433344,37.50837006718386,40.79760144909031,41.75527947926011
365,46.71367131805389,61.094052144177006,48.73771426731937,86.00522920444804
366,43.38421298971699,38.727248016310114,64.07953518785591,38.2169502946345
367,58.12048268121264,53.2298201311632,51.74350728669868,65.98371889986501
368,44.62339294576429,69.62065988727034,48.03872706880689,47.51748821545611
369,57.448231721506176,35.28748986639205,54.428746944147996,25.944244458746052
370,45.47510795609021,45.59760257008422,55.757606850622444,24.646990173054938
371,53.930907472519635,44.23300347276698,44.8799847103351,51.874523830315326
372,59.51302548581688,65.33377125790551,26.251736117194696,38.64460830704488
373,66.46715939303908,41.57958066772176,40.02811287968545,64.70686586313165
374,21.410746212728505,37.932122487182596,47.812480780886105,50.524686426473686
375,46.710514308563276,62.85733572218686,47.942145564210044,39.566416513581494
376,50.8263030579378,60.418403810199074,60.48616695614015,49.8640995472735
377,63.77935309074816,59.74231179026516,39.27856031215045,53.853446447818826
378,43.64896498604343,27.332808156410458,62.435999164735136,6.199877310937921
379,28.710103408040947,48.55153854903902,62.51703524790699,48.2430575506486
380,48.92180746861982,48.82809394002089,47.01507106144996,38.07107719648507
381,71.26671156940164,38.78098310462536,39.36889569875056,50.10377070937699
382,64.02250276753375,58.2284809642574,21.015597676557753,80.49066239332357
383,39.18014244786967,47.45657199523204,42.239723347224064,69.80661520353685
384,47.571212152014795,72.74998933114956,33.36737506636877,55.50487210122856
385,57.7584238465685,55.928655148699555,70.16258605268744,61.201693235195755
386,39.19490692452001,48.64266175485159,69.57221530629704,36.44430013755543
387,56.91261311185097,34.89230649584129,40.396509509918864,59.849767467572676
388,51.44750492232847,55.815923409078835,38.68262199291626,33.18725110247776
389,24.20209817711699,73.33758678735519,60.49934762463887,54.760612337086684
390,51.529213766245434,53.91185445189344,52.93541841636335,42.78357255631778
391,56.16976783830193,42.14858328628511,62.79974267111992,53.674299648785436
392,53.18266667883111,39.1147124648875,35.26548881958783,65.07796575071976
393,34.11556915881393,35.94373843313721,26.565195417079696,56.706825737952784
394,61.93074375552198,45.81271241727122,47.07679949763371,88.46489981966295
395,72.81497050462706,68.41483114831027,50.96436754658193,34.22561281300977
396,72.46939665120203,64.76713202002253,51.73912978199622,51.25108564495935
397,59.77952865860411,48.64517769626055,39.594737693825664,45.287815042656945
398,61.304133614969125,40.58045568927718,80.75007497751805,51.142946964889134
399,47.636844877088336,51.598742339451356,54.466800718900494,65.18118364959469
