unit_id,IrrigationRate,TissueNutrientAssay
115,41.38640515330576,58.72474680921163
116,47.914441435252286,59.948577923910904
117,49.29641133096624,83.11377839750972
118,28.732358362655113,37.61123293386723
119,49.849069814261284,48.54474354822172
120,51.43057327630539,11.487977059573684
121,41.0843037457287,44.38067248581149
122,22.92178225423298,68.21230475950095
123,42.3409423039221,40.12087452621734
124,46.90970002844438,35.63120999954471
125,28.18030465902503,50.6495395007665
126,28.498110493875313,35.27922291494191
127,35.967736931403756,53.12989922370512
128,34.51439665377569,25.79214681448527
129,18.55342332252574,23.912727055422707
130,58.315411212422305,64.51847851065256
131,31.491693518326684,33.86884879990605
132,40.768199088869395,57.706628400313605
133,47.49537466402926,50.368693141865364
134,39.649780738253995,77.3448538721895
135,33.1402502559975,29.37236390330252
136,35.387177287077634,5.15443299412588
137,49.118201144221246,49.196810449637944
138,35.41144739342418,62.997548285276594
139,42.1608579877119,61.42016681704944
140,50.89308102075026,53.23050495970873
141,28.606833133024615,25.250251034828864
142,50.50128101788907,17.57695079312667
143,55.872117047268084,70.99175947409056
144,61.516633876178204,39.950154498529216
145,40.495168719047136,69.39381856109549
146,51.80099503090808,32.102477373410906
147,43.97792767225031,40.30672893062644
148,58.42456060321228,18.174669394819464
149,33.20681451274481,45.21548167466707
150,32.32655288231431,48.879330891250426
151,32.6469672572293,51.51554989301698
152,46.296299977006356,40.134759380696416
153,28.53146391300763,20.70968458155198
154,47.07666038808679,27.807261753543727
155,32.75125600804913,45.171820642888
156,32.50431549485121,9.49048102115631
157,30.045044289147537,40.978674543702866
158,23.32645252363051,42.22593342958673
159,30.815463384379072,41.14788086575385
160,42.963107181303954,49.5902677241843
161,54.79841823697755,66.94536497304539
162,34.35050795230766,59.88900131913613
163,37.59375188745433,44.338270300854326
164,38.11613359675158,49.37326936821881
165,50.98248860082627,46.09449611480816
166,25.296000113725587,23.97481933642866
167,42.96674741546046,35.126868656781724
168,40.466516578090456,44.96957366937856
169,41.03410892585147,65.32106617120287
170,32.51064420086791,49.803016605020446
171,59.49914160123971,44.80173783734127
172,57.55414557686844,57.330046229569554
173,45.62199983040682,47.15629901410213
174,22.77212341075353,26.774822442178706
175,58.53523826696892,35.42286866404132
176,31.505849960622953,61.94198459981769
177,55.58084736318307,66.83547332540216
178,23.53362427864084,44.039716571708354
179,21.735208075146364,19.885114420600996
180,37.379777218837404,48.85675806911117
181,40.6881903622852,68.88722293627383
182,40.83866001536978,67.12523788732271
183,31.40208335808821,37.922140528239424
184,47.84559874271062,63.55725631913124
185,36.64564776257898,18.923905893407493
186,51.97613419015872,58.48004988245524
187,63.112462591106805,72.04475308884525
188,46.5482514426009,40.54573132394766
189,35.894598448159535,51.81818696996467
190,52.6275624016238,45.780070402566864
191,30.207852579977356,19.02241510421144
192,52.77159735195132,32.28184926968384
193,25.671159453552207,12.007273765351144
194,14.95727519389471,39.027078064276964
195,29.415571280066988,41.99859530890656
196,56.53375170597597,59.02375122818021
197,47.89232218937833,43.11706245319835
198,42.863925096756084,37.94681546120651
199,37.62697202697111,36.67027665266106
200,44.1384088515272,60.958037047999795
201,54.084418984010945,38.889250097573175
202,56.38637825523778,51.42990686706324
203,47.015554088759316,28.392136229680577
204,41.20916473998034,7.709135694219263
205,60.05913042400504,56.976174932601396
206,60.93253020072887,50.22224255659878
207,47.7300989394839,50.463858981343954
208,26.712899321816227,42.44385876688785
209,39.304516483635645,45.3121250951623
210,32.78005957938597,52.694694907222015
211,64.20880618093342,47.787254088921756
212,27.305077271366336,25.40023471966562
213,40.332553139911845,27.16091123848853
214,51.557704701265244,59.010364701972655
215,45.62999459250601,58.51447348668467
216,38.31430827508721,17.48838825666444
217,30.541436229311348,16.096493960977657
218,52.61080828025806,17.24001951384123
219,59.22372877092955,45.95932812880968
220,47.69595787968248,32.36049529293154
221,52.58195822648014,74.23439900331812
222,45.31786219403941,15.362168716170068
223,29.70860676931595,54.85307009221139
224,38.460057834177455,33.493417509332616
225,41.27510121491449,55.21125892938448
226,34.638529257200446,88.61883697831465
227,36.919661447641126,29.438179755276714
228,39.9366705981578,67.37270187254482
229,23.905046337514246,27.445326946634143
230,38.763814141385495,44.519637617711275
231,49.619389373309964,43.7809886492475
232,45.089901234177375,58.39795079736959
233,22.398692535076353,35.122925249918715
234,42.76945375086468,10.576783036807164
235,42.924407652490416,53.48590198661649
236,29.529695650219885,70.64263366370241
237,40.15061218410126,45.20888620781585
238,36.66334700806854,23.217461422979962
239,18.59913888506608,42.805826743670494
240,41.73899046630853,60.494900835617734
241,34.59112839502588,55.41770451416796
242,46.89880038533332,30.88915053705036
243,17.15849416666126,34.46543907441381
244,24.60352581535214,3.4176439502121596
245,30.920351854596536,45.423561965456955
246,30.651587207716673,53.05534166045328
247,61.01949523206753,41.60829169495198
248,47.057833701173294,58.79372351286087
249,40.3463506162766,45.20460614768152
250,30.0875499361875,32.46395954967278
251,53.85261423501972,72.17279384574967
252,38.89347926874363,62.026267246665
253,51.54241715995066,74.23915066938076
254,55.482768888936704,29.093134956306887
255,43.656993595465245,23.312529530434908
256,23.031759010599373,53.0401833907699
257,44.109236031158304,47.39333179800939
258,42.32984723201413,67.2736999482612
259,51.75402267673169,28.241522927510317
260,54.17429625296325,37.98535637941685
261,45.99001696174173,42.921808787437854
262,36.4691467296011,11.73491102382427
263,58.054915942170695,58.63709842192242
264,32.39525758334368,67.09373204754999
265,12.16135467768293,23.51745786763038
266,31.931992599080125,44.30692704888097
267,51.03685947916626,35.877215915666596
268,38.967981280332125,34.392664276285004
269,24.743316453943542,89.25885001321873
270,58.666685201556376,29.027156434544832
271,55.56024889349085,29.21168876097038
272,47.038452933732,74.24526942952082
273,50.60519825380853,40.276079224214065
274,49.33898613014923,25.550893124069763
275,54.721057619843215,50.478457794977835
276,83.86566215250997,67.40975694555422
277,51.62788335022637,64.37843003272481
278,35.47331355061047,33.50252999229312
279,26.496764572471665,44.93625457723867
280,24.979442629469503,44.90753548486108
281,38.00227822465804,50.02620448269928
282,40.92419356429114,52.89009022847721
283,52.02852562598871,33.59454117742409
284,31.110065072410123,56.373381234566914
285,39.30500970498728,67.94964521737538
286,20.245027318522858,35.651054811655726
287,46.578215441513265,59.90023868357865
288,23.723260609506042,19.756930668604763
289,33.22253278424866,47.096846234542234
290,38.80251890329844,26.635501719100017
291,30.859359127749535,62.960879254966756
292,25.86909392876374,42.7562423576935
293,52.95495014354135,56.570980249462956
294,56.27163303048572,40.40276533138936
295,43.24955270786892,16.469475431805716
296,61.39027757215697,43.52261027504179
297,55.79337734136408,87.66083601116195
298,29.890999664912272,19.298946113287702
299,32.55665072680969,21.572670784704737
300,34.111011193987544,5.782362113249362
301,29.401854024388847,28.067490624072622
302,27.57711480193439,30.392328293094426
303,46.150011261931496,40.201474079116686
304,50.25719497425915,22.476190968254116
305,34.98277449443252,22.956310824774903
306,37.85357956041453,23.456152953188692
307,43.638872328517245,56.03767901099142
308,42.89371475798439,33.14698973361388
309,40.201002322025765,32.28120770278639
310,41.68488867606441,66.28327006920301
311,39.945927322183366,29.988766614044042
312,38.99942118634532,73.12996564192399
313,25.88963500401598,35.53966618666566
314,39.0816165132496,41.2999894330165
315,34.883839354160536,42.40048538170791
316,13.605158183924726,-4.805967763613818
317,32.763908467277275,34.55775971349123
318,37.80181725183475,65.45570557319917
319,24.202154368337855,40.138117450642504
320,50.91776761483859,42.65415435141939
321,47.307668700175896,53.824852916714974
322,38.03696071899011,23.520240256880385
323,28.37891138237421,22.56247515510237
324,34.69606560772595,28.178564347145755
325,13.96097422305202,8.695065382288139
326,31.659010895215292,64.45174436850206
327,36.135158780386924,56.34764725301365
328,32.546209567842034,57.58296969246976
329,45.58438956887189,46.25565261343195
330,56.62016244429662,37.615891037682154
331,39.09075478708909,36.49266246095605
332,35.60495879728727,42.00316748939291
333,31.71947207069856,44.82527212977676
334,47.84469244172572,47.05343508152921
335,31.956191529785514,44.72533725402136
336,37.305875294865906,41.211573692946146
337,46.51656490265523,25.894926512349187
338,36.101442869957346,55.515013527337736
339,39.20092233397411,37.539542600954135
340,13.618936536457003,42.71888054920032
341,37.0677047725437,63.5302848006412
342,50.13758972926113,60.619869940346405
343,36.50813286847716,46.852142433023836
344,38.399770147225865,32.31058855376539
345,44.77987108070263,49.866184874990154
346,50.79531711170795,57.8924858857288
347,50.32525126711586,43.41955609268193
348,43.747126237192504,40.80350002498296
349,42.14284384078964,58.18524662057532
350,37.853089463049336,66.9913145574196
351,12.654385205438963,6.571628145281533
352,42.414914114390925,62.687378805370585
353,41.16041180578614,39.43882016186723
354,48.04902454578153,49.208557056015316
355,43.71502232616653,47.77574493608095
356,55.22398384953955,49.27847619482961
357,12.986086493505976,29.47298844893517
358,23.091141525093413,46.65304551467085
359,35.442530517491065,36.1040426941856
360,57.173923960401765,52.16755270267336
361,31.121515851173292,-15.812289113983091
362,34.66609849831048,27.402442463251553
363,37.19364162117488,50.974415310500355
364,26.343422951053565,19.25572444402073
365,28.305597904199928,53.71959876534568
366,48.47369070932889,54.41127114576038
367,27.445519478159866,58.15021825579677
368,39.68948025815425,25.939020714897254
369,47.073849565224364,36.86825908898527
370,43.65182060064318,47.986267537811486
371,45.31042175294213,48.587849100788546
372,35.36756115960342,69.24938508268562
373,49.77799899035666,63.66305357753416
374,35.74548748953025,36.44154736300396
375,33.61461344184996,46.13536425601145
376,31.06460763092261,60.965643197121175
377,23.8121636068058,33.842281254621135
378,41.886656427296,6.53541168138451
379,27.482994540203208,0.7539057575732997
380,31.47402514850238,40.120055529934284
381,58.38587012468583,59.25904339773015
382,34.986077621125254,40.59081451425634
383,45.27265489917251,31.02600368411173
384,35.38596623847694,46.261458572959725
385,35.3105983827543,11.535266344407557
386,44.06473889070444,32.76771084721457
387,15.11811277146326,49.74761080083476
388,46.54620474661798,27.840061156110494
389,53.91501877079781,34.664455724352685
390,53.453920336047396,56.718807791367894
391,27.705847529937557,55.04033238092981
392,38.836468160401644,56.30133281096165
393,43.21573332079652,86.81816039002001
394,39.63082569782713,42.87970957426166
395,34.53171748182797,71.94235333195635
396,64.47621597961128,59.39261939149226
397,38.05821713368713,42.147277490009344
398,26.616646777125,39.388709063035876
399,48.691044414361215,68.89698331369213
