unit_id,ConversionEfficiency,ReactorPressure,do_set_ParticleSizeCat
331,19.95200728511248,73.7144932783276,75.0
332,16.138952727407922,69.37570187490535,75.0
333,21.559235958067184,76.80192218261578,75.0
334,17.151657799590954,56.91763478379056,75.0
335,13.443299474786294,68.21854361220186,75.0
336,18.353183014373432,77.23131871808029,75.0
337,16.085246260995657,70.6766718369438,75.0
338,17.20828844992276,76.35533929215099,75.0
339,12.061639974324134,64.29257594923152,75.0
340,17.85058368874526,83.03912587218524,75.0
341,19.723569224346672,70.62798189615856,75.0
342,18.269010600268643,66.88157473690376,75.0
343,19.991850602104538,82.80573119707194,75.0
344,14.73394494715572,59.918209348339055,75.0
345,16.98110758244742,79.11328138806296,75.0
346,17.980634044734717,95.69959024714753,75.0
347,16.39310839351118,67.61290930704753,75.0
348,16.769498341631046,72.77267287240815,75.0
349,20.551732460417135,77.1855004358813,75.0
350,10.429744513227728,68.48181483606045,75.0
351,23.229229806127282,74.17533173386212,75.0
352,12.999352412853494,60.37339548045056,75.0
353,23.5928049299959,84.43848664424347,75.0
354,17.914109490279618,63.968781554415806,75.0
355,14.424418373012692,66.25162366937803,75.0
356,17.491172220625245,79.10402054073717,75.0
357,21.89932239053209,101.94493636048276,75.0
358,16.198528779343313,77.33577923618914,75.0
359,15.37264489967084,74.25578556424293,75.0
360,15.134826292283728,70.01047346689471,75.0
361,13.678026067002563,79.48496553348714,75.0
362,19.883771726192823,69.45501580086365,75.0
363,18.418348926008253,69.27664615999338,75.0
364,18.55558179988562,81.76021645326998,75.0
365,15.716751099613186,80.95199905897299,75.0
366,13.084233308215708,83.14306500970814,75.0
367,17.586778881269026,69.78973197985606,75.0
368,17.04746000180053,71.66798063863634,75.0
369,17.211499499283597,82.2516412963456,75.0
370,19.20683410218016,109.65827081376726,75.0
371,17.949768384980455,72.46841667116382,75.0
372,19.526011705332333,78.56047410729161,75.0
373,17.760134910894532,72.78146222357253,75.0
374,12.344527908295822,68.64105666683353,75.0
375,15.906016722517123,71.4653382695324,75.0
376,20.076529555079166,71.01073479011143,75.0
377,19.470749791067746,72.41619705475416,75.0
378,8.974756231354485,55.71521434064075,75.0
379,17.145687342514194,78.10505328587655,75.0
380,20.996745763783213,89.54950989454929,75.0
381,16.626941823382925,74.78523206599291,75.0
382,12.88929711950368,60.46657001099849,75.0
383,21.20222925823685,96.6130092005246,75.0
384,17.739657096683736,66.08734311918278,75.0
385,13.310037349938744,54.37714594473788,75.0
386,19.804126662119,68.87118802214431,75.0
387,24.90833979101994,77.75517910259789,75.0
388,20.583385325535033,85.08213307354424,75.0
389,12.61318760762094,71.29722533390412,75.0
390,14.743966896017872,69.57043942611676,75.0
391,15.514847995552778,71.85160160650298,75.0
392,18.549821225411534,75.91975267089221,75.0
393,21.687509354450164,65.02440864432317,75.0
394,20.198530243620546,58.85193720155272,75.0
395,19.286291761857736,94.16362789608145,75.0
396,11.424818178951988,64.35576121461452,75.0
397,20.342112565072817,88.96534979301455,75.0
398,20.71681895892695,61.782483943916226,75.0
399,12.69263841583367,75.61543837550877,75.0
