unit_id,ReactorPressure,ConversionEfficiency
219,63.83020359832809,13.432268798306843
220,67.24366922572716,12.066946547282948
221,69.17889822195454,17.718992837148893
222,89.40328045744747,23.12295739051675
223,83.83791220427403,17.509489941250717
224,66.30231467625147,20.006566551451645
225,86.11778403781022,18.236749099626532
226,71.46076955575735,20.84433460286128
227,74.7591306057965,18.51865863139113
228,92.1661749958795,22.076252169031857
229,80.85478164073292,17.053455212240056
230,91.03032734268923,25.666762833632436
231,69.1281579161945,10.926497532328124
232,73.46820525199709,18.22382038090508
233,87.40513910032942,17.72530731689698
234,44.85100384154201,17.699049439245343
235,69.09636009722593,16.93374261646489
236,76.1295017793812,22.510889537668763
237,65.41908252577102,19.817416288388888
238,76.15351501145021,20.812163203706877
239,75.12509912639962,15.081345493907637
240,71.62101563469518,12.755197591985286
241,75.02646714566492,17.879504133504447
242,72.45745030841971,17.343683271541046
243,90.39389762161433,23.436535738304066
244,97.8480791662237,21.19621848019293
245,82.93188499498022,20.264160417146524
246,61.320420491208594,12.322659192119023
247,63.572609240012916,20.41337997158451
248,65.30442852494903,19.567541483009453
249,63.04630915720603,17.35774569652829
250,77.27506362297386,24.225693820798707
251,59.888460600940284,22.745167259480986
252,76.24264819387457,10.991774921366337
253,96.8412605586404,20.993916549949436
254,60.932727168488285,16.19805527666879
255,88.56208374976345,17.879342246536453
256,68.64651382091947,17.494578152517484
257,75.92033941354143,19.876788429696852
258,54.63798930592964,12.193895225219885
259,68.10290764248131,21.826385890237336
260,51.90929670452139,12.647017396903347
261,47.04021405166891,8.180541276623577
262,73.35415460701438,18.54701147596404
263,71.28094173892761,20.037843151691835
264,87.6564471087007,21.099223178459177
265,65.91762803417858,8.315630318276582
266,67.53715044686656,10.669470285207044
267,70.24316676099049,18.451166070031164
268,66.66865694071137,15.928355395938581
269,71.9806079090319,13.483135775363046
270,74.17163064176516,21.788982947270533
271,88.29653145576674,22.37378294206868
272,55.33932862310872,17.38627368262602
273,72.24609768747055,15.443098128074665
274,71.44467002727902,18.557234626836994
275,70.90252006905004,20.08273112505384
276,87.33923842433873,17.085728542467717
277,80.14733488370732,22.237747103970538
278,82.2871507902882,18.824243628501424
279,83.58579392525893,30.19262200210432
280,62.25033992989724,19.25907259890108
281,64.79680920428116,15.051139710497573
282,94.20067167114492,22.454719322903813
283,62.06210107275943,17.012067279709278
284,94.16842795394976,19.305409292608257
285,69.99408529041003,17.978531712534906
286,82.59313162530363,13.059939517470575
287,70.29649390354673,14.084653487362672
288,63.295654567150955,11.862530458589353
289,94.52857103716893,16.795025081967616
290,72.29558529220932,18.26004289312078
291,100.57955389956999,21.202912206676878
292,73.65862524218267,18.63121588669473
293,59.1591167957906,19.04570568234257
294,80.66668158068146,20.838523821111963
295,76.42270874040237,23.227893447276678
296,61.55857891515391,17.39745909526913
297,61.56716128416772,16.722317442837102
298,65.65682171544881,16.633867815766074
299,69.0811977577286,18.382533163763902
300,58.41104614476733,10.922069526363634
301,77.77316810449625,18.379568906092796
302,84.2025207025472,21.081946161817
303,68.529405660571,9.681495253530795
304,86.2474487318618,20.940783878729906
305,74.59588289630821,14.861026979242745
306,95.69756107454376,25.08551227774889
307,77.54045665097922,23.23082452179998
308,84.61165700116845,22.46260698404579
309,82.69251900467161,17.501702231287187
310,74.24728963591748,20.853236052276305
311,68.77241636538938,20.357492017290923
312,64.86624091615454,15.219586815443119
313,76.29963525169006,17.623428823804797
314,76.65216795188583,17.668946155370406
315,73.69545608245446,15.817084797324357
316,72.04024200844286,15.631330511237001
317,47.92097712091389,17.968386257495517
318,75.34723837159179,22.25781819645913
319,79.68693482395956,23.641267254019265
320,74.74861244801697,20.17152666534929
321,76.21439212418713,18.422911581260273
322,75.84738989725643,19.279231740773717
323,90.75333747190216,18.27268068742467
324,63.469646729352505,16.90932622250027
325,84.6864375211023,19.104220325111736
326,83.59433853815581,23.60839118644956
327,79.76733964548137,21.868685604458328
328,70.58866381327218,15.145233103646595
329,70.32708815537737,24.370076434966837
330,44.62158385462507,15.245179379377765
331,65.90964418482878,13.413721104941963
332,76.62038627668694,15.637334128760822
333,88.42097025319002,23.47182858590332
334,69.94900090444445,17.46906406626395
335,56.10716801618873,11.018808234406968
336,74.35774376376935,19.403842788744512
337,70.28041991699403,19.81422014351157
338,55.26065089562946,20.964786946384486
339,61.10387795376772,13.279862455690695
340,81.75912930057272,14.740855555362614
341,85.56869471710621,22.95809077614848
342,89.72850995515417,14.320982493651146
343,85.96710519782297,21.803386502240695
344,75.24389489118194,18.805244572491084
345,73.16517305836744,14.609981278130569
346,83.3850683784609,17.266552251306727
347,81.41711963202488,20.750831476745017
348,68.32620159493464,15.467308766225953
349,71.43147092925668,21.00790421648039
350,53.96141977490645,14.928861620113551
351,78.90661751039856,22.529304346752397
352,68.22031759271722,18.796402570311688
353,73.63949188196582,21.279233487713604
354,71.37693055207217,21.384339819890982
355,78.90797202848242,18.779991702753897
356,100.25544931893154,21.60412260696833
357,83.32019878109496,19.700553248711717
358,76.10005302232352,18.053029018515897
359,82.91755295167165,21.823992091400868
360,79.83359297479379,18.037931054383023
361,71.82060581836281,16.558617069127187
362,72.59762951728804,13.307407099038642
363,68.80351453250411,14.138075203795907
364,83.06055468530313,10.923462794210659
365,64.94776334866563,19.396861322282636
366,73.85639953999464,21.84664671257686
367,71.60860039932594,19.0624123291528
368,81.65456663565902,17.14879097859263
369,76.57566539667162,14.253378742707147
370,66.08539157067287,16.67782173741516
371,69.61057735061263,12.776182840120562
372,65.62731496898901,19.51094059989802
373,78.15112219496073,20.391108436308496
374,68.8997733758516,24.135873869960857
375,87.37697923223405,17.337196702569177
376,77.14132856778997,20.303382422047754
377,99.35739685513481,18.481879063361827
378,106.23096090685468,16.397738313234118
379,70.37676010994231,21.676319179114127
380,63.3381935668513,17.031127074064656
381,73.87867218124674,19.569021019923543
382,89.6353600369503,16.87333993180628
383,87.5010208621697,18.39960427632718
384,77.51715322059302,17.01476547846555
385,66.55197494292737,13.234995691182647
386,67.43199707907688,15.91025680785095
387,73.15276370310288,21.42736455568475
388,95.03713048652035,26.11754007224738
389,67.44071539698243,12.519288286444382
390,74.93040570997633,17.374718935702273
391,90.66826876382025,23.143968964673086
392,88.13417023376421,22.61913448613108
393,97.43286232920515,19.592288359338863
394,76.31343105356973,12.609746890300297
395,72.92120992410136,18.32450245342529
396,84.76988457115465,18.821842687509534
397,62.93543075022617,18.89430913118497
398,72.61165269324806,16.047558644886287
399,57.54258270589428,12.255474444375327
