unit_id,ConversionEfficiency,ReactorPressure,FeedFlowRate,do_set_ParticleSizeCat
50,21.49666488799213,78.7311905091861,51.21315505485794,50.0
51,15.342268984228763,67.46195345155708,46.1603774588944,50.0
52,17.115613262682917,70.38836386802055,53.51717106016048,50.0
53,22.03277978399273,81.66099794160056,11.142913604277835,50.0
54,17.169360254825072,67.31077363560809,39.6567009986651,50.0
55,23.87830660135492,89.6818756960107,32.48217553668749,50.0
56,12.574065523190988,74.56272826942038,38.426330871923014,50.0
57,23.578182091329253,72.61269405811687,49.22883236745946,50.0
58,16.536107751930494,72.96224580115468,41.14273710237365,50.0
59,14.421912501936209,74.0786260145058,31.801549776099026,50.0
60,27.203880697995736,86.67660776239444,52.851018209695226,50.0
61,13.900782332072257,66.28732736181915,41.948950158150865,50.0
62,16.10197887766516,65.72852550404964,50.05650717583294,50.0
63,20.012605558098407,69.68571254487685,50.87902001957239,50.0
64,16.404297487398402,78.8161081205898,44.45979856461442,50.0
65,12.813922921233289,67.17405653688074,51.42364357481946,50.0
66,17.05759888172409,69.47997132637262,50.28746463605872,50.0
67,12.923799082092835,75.70690128576383,51.263081443515325,50.0
68,17.154757036489777,64.51750545397373,14.148604592803256,50.0
69,19.766141086242463,62.99972429302772,39.059436669879865,50.0
70,22.1225537804646,70.11234664456241,48.86348370762707,50.0
71,19.031293107976975,74.75523339884388,26.10851918580852,50.0
72,20.901972296363763,77.4742610759407,46.53156151263089,50.0
73,18.14522664646626,67.84814634773987,48.22761719319182,50.0
74,18.004177561455172,60.445855780619226,44.5972775194732,50.0
75,15.0816930058681,81.63343510122955,23.550318054836723,50.0
76,12.947583288416364,67.84055171374386,38.063897283797,50.0
77,20.090669987819407,53.66687252264243,38.88487847010768,50.0
78,19.162143862399972,66.00355182299634,22.262159019246738,50.0
79,16.52860109933039,56.91589463552446,45.19749692347864,50.0
80,15.951807957549997,63.14909466850768,31.4926994826425,50.0
81,17.01750166433002,69.03795575619256,26.96880493237169,50.0
82,16.382406683957115,82.21889562729086,38.47707253615344,50.0
83,18.886853632856056,67.37670022410856,34.317032221928514,50.0
84,15.341669551233867,58.95994249502281,41.06291723392852,50.0
85,15.941721396340185,66.43194549138084,18.98258057806382,50.0
86,25.080950105475672,98.57765643532959,27.944403195249294,50.0
87,23.842495993936254,57.20761559723952,54.071114825814654,50.0
88,19.652449605710487,85.23077299646613,50.11413117957334,50.0
89,16.897690528576494,82.54391872471402,30.5307660564817,50.0
90,21.90993407925064,78.00761753326411,52.280696923804534,50.0
91,20.350394539483062,72.54070555961125,66.49315725601625,50.0
92,11.676903340827579,68.81754847401001,41.19258008400128,50.0
93,15.657515135241582,78.3953351655322,43.22236671723525,50.0
94,21.390863942196518,76.34961987036858,37.44794221847027,50.0
95,15.417590157249267,69.40265706760667,52.31867502906685,50.0
96,15.308067944944426,75.4958733263643,38.470767212576234,50.0
97,20.02994524275888,61.89208989906594,32.08236347793521,50.0
98,22.895987402726924,70.52339714998979,47.3391282500805,50.0
99,19.25415772880542,59.57608101096416,52.92771722100199,50.0
100,27.283696422359405,96.1059425539401,39.13991903669452,50.0
101,19.105281227483218,81.90190243318031,22.163332548032848,50.0
102,16.593589640334255,75.09750713196706,31.070626231243093,50.0
103,16.481918448488205,69.03463609576235,52.021907300691176,50.0
104,20.142095545139952,84.43820589013463,52.761677026885586,50.0
105,19.187512286948767,72.45575037288287,44.34617195368349,50.0
106,20.421859822083555,73.7641965675075,42.65576184313786,50.0
107,12.908568695558557,52.516983684897774,27.018097338303654,50.0
108,19.940708085837258,93.70142351154682,37.50861700058653,50.0
109,16.138943235425096,50.03462378483298,21.247388110283712,50.0
110,18.61774956695751,75.12760654982989,38.482746244518445,50.0
111,15.62946166344836,75.58615526260088,19.930692876199043,50.0
112,23.531517817363177,69.35298500260704,32.63807766505569,50.0
113,22.19374619178529,72.84106383519278,28.52218980060916,50.0
114,21.74696703630843,86.06498274951728,37.56885814104709,50.0
115,18.434042087232207,58.318979627704735,60.72909114661881,50.0
116,24.49227965420374,86.97501541783822,19.44676813443336,50.0
117,17.861818631004905,81.80570096699313,28.83386820123802,50.0
118,9.899824550410761,82.30526531337692,38.728997988342165,50.0
119,16.525742412847617,80.29942077271431,48.461294918441894,50.0
120,18.338069754479648,78.89517123367558,29.757272959818735,50.0
121,15.61264021318405,70.49976780273445,39.25240684364476,50.0
122,15.155741506711449,72.61894224758933,56.70500553201099,50.0
123,18.940235361947458,64.20877664189338,41.73023572936554,50.0
124,18.614441447991286,82.91757593225701,28.496071863478196,50.0
125,15.395150113391402,61.44567257055708,19.226501423805736,50.0
126,14.51524984089885,69.38078190463354,35.36790327404846,50.0
127,16.063006636931462,71.68833531823707,37.862759346667005,50.0
128,20.691555116374953,78.94503373333572,28.01655715656908,50.0
129,14.753812461233967,81.65682379457284,58.74921357088858,50.0
130,22.793466625340287,80.56586891966258,32.623086260567405,50.0
131,10.614373712355523,64.73055265990457,50.603854412099075,50.0
132,22.981561659836707,79.46195757169217,27.498968046169015,50.0
133,19.328167804916525,60.86084094872348,37.40921181304613,50.0
134,20.887774304160274,68.92702634008981,39.08727700246703,50.0
135,18.81085779340673,72.4766582039972,57.49234029387834,50.0
136,15.201885128258567,83.34014518206051,32.46677035929658,50.0
137,16.0946937895931,56.099767830871635,14.723992832763729,50.0
138,19.055491442359436,71.72147539233339,28.64568555027641,50.0
139,16.99299823874477,61.94446110361599,41.12226543056101,50.0
140,21.771436584957755,86.6883343785875,44.35497871171123,50.0
141,15.21378203750008,79.72899103939527,56.03516027384255,50.0
142,14.812064643736008,79.95072358785217,27.978541856710475,50.0
143,12.597884426169017,71.53289974848603,47.04265238613134,50.0
144,15.077643292489588,57.424485463251486,45.97682576619609,50.0
145,16.897056146156174,68.57307634601628,28.69619955012346,50.0
146,19.400838551985558,70.65013456213566,38.467914145355806,50.0
147,14.771626703631274,82.22924369609227,37.63097028137977,50.0
148,13.978626490146862,70.99371294421039,10.664921529514025,50.0
149,19.27841245126608,95.6811455019986,28.189682584084004,50.0
150,15.078671638406579,69.1005240824392,64.94529659162205,50.0
151,15.598203855020534,82.4069101195865,13.433207000284431,50.0
152,14.992249871827045,84.73529575696014,44.43322713717659,50.0
153,18.35493834163894,84.3918046059232,51.467435719554814,50.0
154,16.818063291547606,79.97565749271118,59.96106525761112,50.0
155,27.392071858067247,99.29234493030995,36.07298332984949,50.0
156,13.99625337278017,53.29160689717319,13.10807273888339,50.0
157,10.831111473843883,71.0184120981194,35.18882107358355,50.0
158,13.382938969059527,76.94906199233169,21.470191033783735,50.0
159,17.653351623135137,74.89740786938555,34.2464058887922,50.0
160,20.9547637396438,81.83996372364875,38.4076378974864,50.0
161,15.20248476896969,62.4066503281974,46.470738911786334,50.0
162,22.454888436613174,85.77034020146627,65.98670880414555,50.0
163,20.13368114037683,72.3759620893656,40.30666765706748,50.0
164,26.19473311711768,103.294004897456,57.44912273248005,50.0
165,19.538716764098226,67.30216246482726,41.71018569555278,50.0
166,24.05852701970421,84.92404935451565,36.157572800531895,50.0
167,17.36873282861913,63.13986115457305,46.29868439526421,50.0
168,19.90475246004285,89.78778850740001,29.757329985520077,50.0
169,11.278310102136183,61.511772690119386,21.123289307310646,50.0
170,24.12738911519196,93.0030249783684,32.46410168662967,50.0
171,18.67035756664193,85.50213775751126,20.161042058888484,50.0
172,11.421058977347993,75.27280140803278,37.25703577806192,50.0
173,15.637301330183018,64.91231517422213,34.60734311006389,50.0
174,18.139459192376755,92.11150957812946,25.99861425274765,50.0
175,21.461725377592213,78.96802971510716,54.02915880031934,50.0
176,19.870279714161725,80.30435965517047,15.106043616167524,50.0
177,16.283938412792526,67.98506654862477,42.67828237963608,50.0
178,15.545017900998278,77.70378416047902,43.84843360358417,50.0
179,23.62391321336999,84.51413240982428,45.061959843743956,50.0
180,21.642868085200675,82.40790681760188,47.7629196278118,50.0
181,20.23953644923212,92.88700952359986,26.210406946368494,50.0
182,21.95356850199827,84.57033869783412,34.28467244763914,50.0
183,19.9576215631017,66.91922780912172,28.948848644559988,50.0
184,18.25836092100514,80.82721323959164,40.32447123130814,50.0
185,17.324034102978757,83.43710324652746,24.625482967669896,50.0
186,17.05087916773003,62.27151909069417,48.001064435668404,50.0
187,22.79967542836579,77.98284452011696,15.372432313021752,50.0
188,18.23985872739651,78.36081762874677,24.93831613559855,50.0
189,19.66928356251842,74.48661027461463,44.78493993545233,50.0
190,13.352793103251273,58.203941695841706,56.887614194956704,50.0
191,15.930575648960891,75.06953956814333,44.20471922251144,50.0
192,22.308131738439254,68.58366712003439,32.363238251035156,50.0
193,22.641355925916713,101.0133131296936,19.842997980782293,50.0
194,17.75223104852059,61.402838996312056,18.939083864433485,50.0
195,20.758290767032697,64.35283807103825,32.07211017729756,50.0
196,21.156960938825538,75.18139534556343,45.84598515914604,50.0
197,11.070798580619483,63.030888900848176,41.24353245869017,50.0
198,20.465417744803936,70.43798733631203,50.888522505843184,50.0
199,15.614213564076286,89.63871864790282,86.50593539573872,50.0
200,16.283996779771044,69.8959950422007,46.58030873206487,50.0
201,13.78744404314059,67.05998564298237,38.95482848396306,50.0
202,25.32854527632949,83.74774281766766,52.483380877933854,50.0
203,20.094644453005657,86.8142295125433,27.615303485808255,50.0
204,16.900494322966757,60.44353708194397,36.650504257073585,50.0
205,16.44277841924773,74.51110823428813,36.53449310822434,50.0
206,15.969232622217726,79.50235483091697,43.360907500589256,50.0
207,20.127121865935052,76.64239527832575,30.307780664120756,50.0
208,19.66092517160112,84.18577092535665,33.72603906039521,50.0
209,21.08080223813174,92.76002649549008,45.03016739466664,50.0
210,22.091697828303978,76.59717817748606,34.01051037611604,50.0
211,9.746101202168871,70.12152992408943,23.146466129238945,50.0
212,17.162742914934984,72.29630546693349,48.600652654173075,50.0
213,14.078388244516985,70.26171475698264,39.316826033299975,50.0
214,11.974086374898823,43.7680775000676,29.855475996128373,50.0
215,23.57088457235236,95.88744911117467,25.119934268001344,50.0
216,22.053996610061205,81.73544573813645,57.98623463007284,50.0
217,15.027850448442798,83.4954348599039,55.76761126780202,50.0
218,19.57266942249904,74.85846924071325,35.325212056177584,50.0
219,11.451174864622853,58.48797984503427,32.57484473932971,50.0
220,12.954230387263152,86.45723273473914,46.994493628820315,50.0
221,15.948502847400174,45.287326388758515,46.12012598230502,50.0
222,22.279545391416473,88.12001632785132,31.610859336104287,50.0
223,12.516662821407511,45.44860884400656,40.7755374330203,50.0
224,20.255978687583394,76.22648584771558,47.612743236339654,50.0
225,20.029339174880437,67.47127823096584,39.537134750634664,50.0
226,14.737407406804538,75.26559381496776,40.85644270525369,50.0
227,17.116830606492435,78.51202680915877,40.05235345280494,50.0
228,22.168044745820044,76.85156092547794,36.65645027710868,50.0
229,16.863740099986796,72.08113120193939,68.04376838042644,50.0
230,16.105457275764792,85.33996026008076,32.032234444050566,50.0
231,17.57642268428951,78.06049092524857,70.7681981365042,50.0
232,18.067919289704715,81.03964612133812,42.961047996219435,50.0
233,20.30170865011315,72.60091749641091,54.72453435583287,50.0
234,20.017422158468424,85.70020783463713,43.50735708193828,50.0
235,13.513729463074643,45.09758320157432,49.691007474567144,50.0
236,20.527023788302806,71.24851579591136,42.77634622203349,50.0
237,21.652713402505483,80.14286648990404,23.709831947183638,50.0
238,21.057229786366943,78.21636411989145,35.22939447460191,50.0
239,15.350339795669138,71.88378178206347,33.307690962685236,50.0
240,23.2558526846836,81.2757831972548,43.31646597264056,50.0
241,15.72287055749916,65.97024273239067,23.94725870759035,50.0
242,17.94903551216054,71.7466389789106,31.349986737091026,50.0
243,10.882404505502604,65.56811322703084,50.58031235814246,50.0
244,16.358929941633207,81.64977083778155,31.5855688228806,50.0
245,19.62715141813911,83.70999387911436,34.58709787788833,50.0
246,20.545790897190635,94.47233710082644,55.94041498099834,50.0
247,23.7717890861271,81.06567324144689,24.72924311820137,50.0
248,24.047484769952156,96.73046698338467,60.55135195334686,50.0
249,19.460185664743054,74.53059950423233,34.577664175940846,50.0
250,17.41567338281794,81.95594290451395,39.01344477036372,50.0
251,15.69803416040577,73.45975551827054,30.580974326713246,50.0
252,18.534141816480066,85.67574178145837,36.53160707588645,50.0
253,22.004174802240744,99.08611769592238,43.91357173340847,50.0
254,17.674527189065707,79.62353199755144,35.926184768617034,50.0
255,19.439913642478682,91.4440393518245,28.847798345978696,50.0
256,22.553693014181498,60.067624538461985,55.39854869206369,50.0
257,20.005024807640517,67.88667524942348,31.59480579164918,50.0
258,17.963360452216932,64.54904728352426,35.12011803663007,50.0
259,23.017446121007282,85.67309054906359,36.8005996454277,50.0
260,11.756806586742476,62.29383646039391,39.675650769479944,50.0
261,16.587564444738604,74.74821044517533,37.106172353123924,50.0
262,14.25031040892842,79.63799557869703,26.442192193950408,50.0
263,19.349831181861344,76.73121649153623,52.545423188117525,50.0
264,19.27191231985932,65.57508272604333,31.559432446254338,50.0
265,18.111992632474912,79.42907674457493,46.15815574572506,50.0
266,17.395053624885964,75.67750888902276,47.993437062820895,50.0
267,18.986963081127247,79.53575316438055,42.81572690267969,50.0
268,15.640373755703681,83.51895995968567,50.50307668376351,50.0
269,16.531951436028404,92.21844923282254,45.891570537143366,50.0
270,13.853331370534129,62.166365539800985,43.90439015188267,50.0
271,12.203170395265367,83.70964918483834,24.68319483738032,50.0
272,24.74271525639371,56.79506359109562,71.35196073365567,50.0
273,16.15274745948068,71.23527228041281,56.337737891210004,50.0
274,19.14012798965702,89.56204196435864,38.61481228552376,50.0
275,24.12380295501895,80.99256955174421,47.11367822438659,50.0
276,15.740519044309806,66.68964073472866,22.942082612461675,50.0
277,18.813469849831748,92.03180994456169,31.459565103817518,50.0
278,9.32979772781866,58.53257459329834,39.3227871454026,50.0
279,16.441347181987073,69.03754475215352,29.352101635834384,50.0
280,14.165544529396229,72.8733101770056,24.92695150409547,50.0
281,25.218661916872364,85.93668077859093,45.848888330202044,50.0
282,17.808059398544753,82.69626059700694,47.06649885562224,50.0
283,11.74049052628247,71.85274475840093,37.051739780654806,50.0
284,25.08834182998693,77.1678852133046,55.48889083910175,50.0
285,15.7096490568286,80.5738086094563,19.926734173235705,50.0
286,21.660574884373922,74.85233725359383,38.241597302471455,50.0
287,17.634819057630327,77.153172222472,29.587372014393917,50.0
288,13.200003027831068,78.03732186359144,35.85894515779883,50.0
289,9.240900667402173,67.30730309339162,53.02571251123829,50.0
290,15.769329235327032,82.02158050434447,30.348023976257274,50.0
291,13.047305795664093,59.83905256653993,33.44550964205935,50.0
292,18.44426731779201,78.49700684862145,26.4383162275154,50.0
293,21.049020724756776,78.9171060079666,35.222371466084226,50.0
294,14.544999594613586,69.97354328918449,48.321033508079324,50.0
295,14.749463065106385,69.28354855889543,34.027087761557034,50.0
296,14.040008669751188,59.49698656190486,44.331808839623605,50.0
297,15.99557771850839,59.132291631857214,22.262951533357214,50.0
298,14.549717346860934,56.150342842444466,21.793380090998546,50.0
299,15.336371736535664,78.05048887556936,58.84479732036234,50.0
300,16.79426861389703,63.63482402939506,29.77087527263979,50.0
301,17.58635393896298,50.363243630615706,49.45393031798877,50.0
302,16.585394713390993,88.49969699357443,22.848108391011273,50.0
303,17.959453446383705,79.56120187878263,41.01653331888119,50.0
304,12.207678691697163,56.377544718751665,51.89074788297871,50.0
305,18.558680125770955,71.82149337297224,41.985780474847736,50.0
306,15.155075212336861,73.79827570035044,21.78228841266163,50.0
307,14.647400974505961,67.50331078335962,45.29521306148246,50.0
308,22.51994538419241,58.29865980140207,44.45533293706703,50.0
309,17.816763860544143,78.65043776380412,32.537174389723646,50.0
310,23.00010857430577,80.03209810174495,42.61139007158468,50.0
311,17.68631405763823,80.08048021921518,35.56645621279327,50.0
312,19.277680914104167,83.47319404277258,42.10393581170936,50.0
313,21.380738847436344,56.79350648085328,55.466837425466764,50.0
314,11.092439860599063,75.99799481053732,35.75845325683372,50.0
315,20.277664415114856,62.50885945450571,36.77392239171782,50.0
316,17.545023802077974,58.7750429502409,47.26172862726976,50.0
317,19.31949757019349,72.51663126359331,27.444830465672037,50.0
318,14.745559919820003,77.9425021617395,41.35698687440716,50.0
319,16.553229084771683,80.25420419629944,53.45641397120396,50.0
320,14.633398661788176,47.887260053417634,44.08430231615472,50.0
321,17.406898691867276,85.88876615909538,41.353447742654346,50.0
322,21.407160468334258,92.31814672102043,16.680829871192046,50.0
323,18.311627675142116,63.690862089731006,46.68850691992817,50.0
324,15.236951972985716,86.29443728140957,46.35352270047838,50.0
325,21.878495706345603,73.57560111645611,29.489952431324518,50.0
326,16.92426435470256,74.28053125839742,46.31929512134484,50.0
327,18.716156578628116,96.48663695827325,55.45169947166685,50.0
328,18.475463964954795,64.94962763539242,63.500190370397625,50.0
329,20.706000385092757,88.33214262002743,49.23626000411775,50.0
330,19.32294959019311,80.22564327027926,53.97617946915207,50.0
331,17.577244048955208,98.18737530464483,36.36396121711683,50.0
332,14.190250027129192,79.18829316359411,30.069462583299217,50.0
333,16.29994331060611,59.99966436223821,43.32479711579642,50.0
334,12.726367621205565,56.3609863815262,31.792850802209543,50.0
335,17.001613863077228,65.21978799142245,30.359001937559988,50.0
336,13.544685001146199,84.92575780417052,31.951785847907026,50.0
337,17.507856940014793,84.60849715226307,45.84878789875929,50.0
338,15.550801152112474,71.87805444230767,33.40663928429453,50.0
339,24.014109177603167,94.24638325028911,37.40906651209966,50.0
340,15.916050251702602,71.67800411220006,47.67287159085397,50.0
341,21.213269697882364,75.60614860385499,62.092499385704336,50.0
342,11.926947831374243,48.85669971995671,35.03988873585085,50.0
343,17.8402667775387,85.01540296199066,58.13702451649896,50.0
344,20.287001166037548,67.71333211716113,61.602134380274485,50.0
345,20.852581718693898,72.13857506647093,32.28439665904378,50.0
346,18.86539855716811,94.09951307381121,20.2796247623818,50.0
347,17.77107987851603,83.23716163526905,36.33783379847287,50.0
348,18.19652683349247,89.60186143450326,26.191652238974537,50.0
349,19.906142810878652,90.22402191159043,42.743251550870404,50.0
350,22.377763564289467,79.73350105843734,62.7135827955754,50.0
351,20.154710347143208,59.4808527051361,21.06340180838594,50.0
352,20.210452842665692,104.31512893917487,32.36606857830442,50.0
353,19.623866479093508,74.88553580325281,65.16549605665965,50.0
354,19.37248061669169,71.42536496334893,30.663234770723292,50.0
355,21.684381263242443,84.21950847493339,38.02582591380735,50.0
356,16.185168590485617,90.5346485237223,9.343198768100239,50.0
357,15.579734714560947,62.83366724485625,31.225318825506804,50.0
358,17.922386722123125,77.63814183072441,43.63965714904198,50.0
359,21.231788595358974,80.02395331254094,62.382426005112066,50.0
360,19.615977802625093,73.74788585262532,26.95063080946049,50.0
361,19.198212204442285,82.73289072087177,37.37902410638132,50.0
362,22.81421728010628,74.8172245038038,43.20748552273377,50.0
363,21.113884110026614,66.32386642000148,50.296812674135445,50.0
364,24.873213322401885,91.39649215409926,38.667343532243116,50.0
365,14.74954461381548,58.838502505915145,46.273585691965444,50.0
366,21.514758624540068,75.68649514491221,27.370594103087498,50.0
367,14.01443577723298,48.90877088117973,32.46351495890176,50.0
368,22.307681622749644,67.10504873820345,35.80502672124439,50.0
369,12.929705612285602,87.25660934888779,47.40721441949519,50.0
370,19.606566814450325,81.89305513525818,42.18588578758319,50.0
371,16.47899236921731,82.77264097038079,26.413219350542164,50.0
372,18.98898951611843,90.83668518556455,49.60282659656943,50.0
373,19.828184673626197,83.26726156340192,40.90257800749656,50.0
374,22.570385587049017,92.60961681635484,34.60693274041237,50.0
375,18.40294616494156,65.2264162192673,31.64823128426592,50.0
376,21.719163380203568,80.91297999846351,42.4084726760673,50.0
377,22.191479885440394,66.92267280669894,57.455229887011605,50.0
378,15.750130374695136,64.769326513479,57.63022227095398,50.0
379,19.689198773519152,73.76625516261547,31.167576506510258,50.0
380,21.980229221918464,94.02290545378524,11.776638898634394,50.0
381,17.756118645633723,94.79378084735659,26.68470731348667,50.0
382,13.28929847455065,81.59539563581497,32.647007868253226,50.0
383,16.94890341637785,87.98502044334435,42.31197001443484,50.0
384,17.674438422656277,62.99501940721029,59.66687465071139,50.0
385,19.634361476748648,52.12746752538146,31.778112230317515,50.0
386,24.605295804528648,105.05055780672528,51.05964450429918,50.0
387,19.29526026379134,64.72152808785691,65.30936424212885,50.0
388,11.322952046618072,78.12828966221338,38.40640336118643,50.0
389,18.813498613187225,64.18772995417551,11.584225271696843,50.0
390,14.532373637536804,84.01869371196332,34.43030146990068,50.0
391,20.360989802620935,82.16213550068876,39.64856650280731,50.0
392,20.239482613129645,85.43162337060141,44.64422182290182,50.0
393,18.282167356790335,81.94871956733935,36.68331865191373,50.0
394,17.78952069975386,75.52533555528507,19.983197735331487,50.0
395,13.921296086695795,61.70146739081077,40.22026050916799,50.0
396,21.295096716970324,80.05078633490362,35.122369337075995,50.0
397,15.697682846358749,93.5180598674931,19.907685913366354,50.0
398,13.958263965410474,73.08273356148653,41.78488633185377,50.0
399,18.42782688566418,84.10151406185521,36.80253482801533,50.0
