unit_id,CropYield,SoilMoisture
156,31.238169201597202,101.13262529352912
157,24.52486537800908,68.70005551043917
158,20.752140079309076,74.39093347553468
159,25.669712786443654,95.27067316821798
160,28.363062418019734,70.00061759310388
161,24.37613449794154,71.43369329533375
162,30.760727000512357,71.76003452587007
163,24.451748488231704,94.48859362142836
164,25.766102259159496,81.78665362638954
165,28.650332860798986,64.71678323458707
166,24.09751040872975,63.910720866358176
167,28.3336678423658,72.48249944659271
168,23.617167409880977,54.39713298713729
169,28.25810340923722,75.04858086000749
170,18.109872370234356,62.17599604470973
171,24.955487639687334,71.86745476152612
172,27.91589359820405,95.25452289607686
173,25.305091964538036,69.97848145280513
174,20.31082168763098,57.55726031284771
175,28.567503920378734,75.20370057419902
176,25.783933658520002,73.28723348454206
177,23.410124136225082,76.70533513817851
178,24.722184402385658,83.95013788278224
179,25.657652353506293,76.61815192182023
180,29.32087395252993,52.95443803231121
181,26.250089677066818,71.09606975116876
182,28.908940260435447,97.74253377295497
183,23.87549716186275,88.32163889346177
184,21.233380428735586,73.33132784448463
185,27.077050465646128,83.44582848530831
186,29.8368182942003,50.47384824246183
187,23.65232451995244,76.90589362088711
188,24.04656923377215,72.54322177635494
189,21.493124674602488,57.677148265862954
190,26.518395381225833,86.61490845027849
191,27.382898302901204,58.814087757302
192,28.027073501439776,85.87949832930059
193,31.978106360997884,91.77484565541636
194,26.592548388874118,85.53881776307071
195,26.708549159867097,73.68508523339848
196,29.116163065645093,76.39048255230757
197,28.172067202934134,61.3994789054169
198,26.953861781561532,55.48169019947961
199,22.637409654166458,81.09405429034223
200,28.511066940053038,92.01658850829598
201,27.300913568589863,76.07774246338491
202,25.437679580756424,67.23095588101027
203,24.800376442274512,83.21236237489019
204,30.2667937784994,68.84210183310293
205,23.46872651381636,67.40922210542524
206,24.375851722996106,72.51012610141669
207,26.956391082200913,71.27975295423812
208,25.45462446438998,65.20435093636803
209,24.04758547763986,72.14024439225314
210,22.39499980221294,78.20948280462835
211,27.61240679337725,80.87021120510771
212,29.047537274163787,84.50650548201757
213,29.714652770598512,67.79960639265683
214,21.219162946607675,61.83371607582481
215,28.00667306856576,77.67569209725605
216,22.96614763993489,62.29001046220276
217,27.45897920075799,79.39488524647659
218,23.481782302613325,47.63555853352885
219,24.839781043196247,76.46301599400498
220,19.626352047011007,73.9665536890465
221,28.455359894232586,79.84980419881376
222,25.042955268541064,79.39945818573918
223,25.782613993691665,54.048793166194784
224,31.17789992964628,74.81052070005883
225,23.453498870366904,53.980836078827394
226,18.8399458081021,59.213390733908454
227,22.544122095286387,62.08924351006036
228,28.735447918713117,84.16763447384282
229,26.573871600076963,65.55482751693718
230,24.902952489509765,50.29227315559122
231,22.650493878727737,65.113601927474
232,25.11269396341149,65.1342033197975
233,28.119935448489912,71.21349342396104
234,29.914322904614156,90.25131733212862
235,25.54605760305531,74.94083557037557
236,21.511584190554668,64.70617583200237
237,20.620595420472206,70.32851522724798
238,26.513160628382217,81.5628702671192
239,25.383986016731,98.28693827007422
240,19.476191815766473,78.55852635475193
241,25.034765277057062,68.8055462936552
242,25.184323150423246,69.26197121686809
243,27.92768824083028,70.22881309151558
244,29.870058011125117,76.34957373597408
245,24.17343906368932,66.15557689235374
246,24.835367777315547,58.310157865933796
247,26.02048714381558,89.08608505910772
248,25.364169914838296,74.41856936750536
249,27.34285369427911,83.83367401090882
250,26.32166973249419,79.0784006541111
251,21.291186525180787,66.99215652137175
252,31.07745410280398,89.91586924776601
253,25.84827907843952,73.28443835086922
254,25.90747749895946,96.0604653173015
255,23.941986443657022,66.24800685084868
256,22.885341949466977,65.66878349462539
257,22.704029989525747,74.08320265687277
258,23.949352856524026,88.15134655380125
259,25.875560913266796,87.20767118685276
260,23.118512041571286,70.25769060792501
261,19.273457382525923,56.61964840302164
262,24.216699244887693,63.50114239125382
263,22.7578983604365,73.43545530469936
264,28.77280288616648,63.69324934042268
265,19.948833570276857,40.61430433196563
266,30.49564036853075,58.09085887230508
267,36.48791932474,96.62738202243033
268,27.42255519062837,91.49477831078549
269,19.081076339075324,82.80310444460424
270,24.292040569238356,51.64312863928489
271,27.596924249583545,65.48858890534125
272,26.913310294646017,78.26477146962759
273,27.179481063934055,64.72498596771428
274,27.118016019517164,89.71296965062595
275,22.647451112458327,73.11272335276912
276,22.287483124716637,69.7285033192837
277,34.37396055957454,85.17178372457059
278,26.457505078564814,72.66914862701537
279,29.475176089692464,70.39737715789101
280,28.570656825798228,80.09910420099416
281,20.01526572315921,70.02179376811875
282,23.603526494824,75.10784426635846
283,26.26280983770457,78.44440260702945
284,22.78244217376422,65.90617875158422
285,20.923315234263608,50.388464426180434
286,22.334676532042113,63.1759128634933
287,27.009771902714835,81.85519374608666
288,22.959328442752682,71.58335474839026
289,23.00350879460752,84.01653082369917
290,30.22039602757725,77.17286106658207
291,30.25005250983747,94.520938458148
292,29.89769997650824,75.64200162950291
293,23.63634276577689,76.74159047105977
294,24.014342439557346,62.19582001733168
295,33.39934712632073,88.27709196267637
296,32.18918689634785,94.34968147558472
297,27.013574517478943,61.15833175020547
298,20.488974555902118,62.861760307557596
299,27.63502813714447,71.7147786977635
300,23.658055736925668,60.282315918106434
301,24.948410567816065,85.04532970973115
302,26.989177770192143,107.47851930043912
303,26.031408403790444,69.10520623552458
304,26.521602582202995,92.30338102926524
305,27.865847184907594,89.60804127487964
306,25.80693149742656,69.97216260284367
307,26.50369537382185,73.37146672609495
308,22.40847707347783,53.97824834475408
309,23.518430597440748,73.68147277237972
310,24.01274482785378,82.9024277815182
311,25.263814319982338,79.52972283102932
312,30.64433294207673,82.0551503964389
313,26.421673395285428,92.79644159127673
314,22.53876633994279,63.0097542181668
315,23.693807913085383,69.7284246494299
316,29.172099933025756,76.37326939187479
317,22.534547028969293,45.702852877755916
318,31.184114343828828,87.57867707812817
319,22.727259068576018,68.9037281820661
320,30.655147700387644,89.8248318535923
321,26.781740106905787,77.32909507475854
322,29.496338827677665,90.21797527473092
323,28.571811344670408,66.05025583055526
324,23.966742670996982,75.84743479455459
325,33.024088346334416,91.40270530485276
326,35.0788740214911,62.19793534594825
327,26.163735980734177,78.51876338294086
328,26.147402306171514,91.17421317639788
329,31.826995152352332,82.1364740718043
330,22.226967759334364,66.743414121912
331,24.2718439986482,85.22427976652794
332,18.572415180921478,69.54742812119146
333,23.597036558495024,65.75391566635203
334,23.049567680046895,86.5998676561002
335,21.754274148750078,92.91386746344682
336,28.37860142598699,69.64704939837199
337,24.471039581939245,86.51283494299172
338,24.846140787380968,81.02149779304786
339,25.69348722398145,51.18319435926756
340,20.40128634519476,91.42771283557919
341,23.867772842785442,84.03990500162271
342,20.00091673148923,76.4658479319595
343,23.195842968593755,68.13664166158803
344,28.73604665743773,81.90072766685786
345,29.12271922734014,58.39523982737586
346,19.689637633545797,50.831537064857166
347,23.985804075533178,68.0710889716987
348,25.299812511873935,65.63083747259726
349,30.333030989370815,77.00742479382734
350,25.832706220487722,81.42611317310269
351,26.772306662937666,65.78615542844038
352,19.060686041789904,69.5893666890868
353,27.260471838098507,76.73011685136206
354,27.79361082870878,72.57770121183081
355,18.39694525221538,66.29162829543813
356,19.59801255139394,64.31702952080616
357,18.876619191637527,64.01658419495377
358,25.87361351334684,87.82434446232531
359,28.577576154064676,82.64113548615829
360,22.523085288312163,67.9767221474832
361,29.30425289515251,74.23109439859493
362,24.83593984826051,52.41829798193536
363,23.616861388532048,67.77603464396525
364,27.820139174759024,73.16885400260632
365,24.357200339129143,81.65873136144273
366,25.001974531139513,43.42454540635969
367,20.62311826092145,84.53688506433248
368,22.445074208841138,56.84132637159633
369,29.667004801274402,87.70679307266617
370,24.72949634674792,82.84187563437578
371,20.537361786320552,63.02609758512344
372,20.90231816092211,83.10932460904453
373,23.772802193640086,68.36596653416932
374,25.12198190348314,74.6608026622301
375,26.600907876275418,91.26684289417199
376,22.10891586077157,71.89520057487356
377,25.01951832965337,72.52143715061351
378,31.037014653475865,84.77884798793549
379,26.74284209222867,80.40713052072016
380,20.903040326736917,48.760260135178264
381,26.646476645569585,76.81412815099321
382,25.670158662675284,82.0703964123281
383,24.219017203332786,85.19106497994777
384,21.693446781048433,52.61054027303984
385,23.08782432461301,59.901799390254766
386,23.18649173267769,55.9417108659858
387,25.062229722448624,81.43420715491028
388,23.172049862648784,66.88862618321002
389,22.181895881210554,79.61575416031201
390,20.805436671411908,61.53784875911171
391,24.307462945165085,55.039603514028734
392,19.652069606709254,73.56832852785107
393,27.515492039855953,64.59341519565709
394,28.09874257007464,67.16956923342494
395,29.426694989501787,91.07989042323464
396,23.42665983113551,54.565429880125905
397,26.11407060845079,68.19310704403689
398,29.819082748609937,78.6498552750841
399,25.19670970243571,66.90087493953075
