unit_id,HarvestBiomass,TankTurbidity,WaterTempAqua,StockingDensity,AmmoniaLevel,NitriteLevel,do_set_FlowThroughRate
23,42.22787169294251,63.92818227772314,47.90393476580308,66.88565986840446,40.585242089433635,70.15370263313393,75.0
24,10.196967681491486,95.98300859570136,36.525505967982255,75.24211663998098,44.307408294545006,52.33878005693507,75.0
25,1.4189123277531315,76.79864286204868,62.06372266865842,48.3934687480247,47.51911018387993,36.8589158624509,75.0
26,12.611424124029146,77.33027571709243,70.43592129291181,89.33863299547691,47.68200642206306,45.897176939043234,75.0
27,-2.0193894692732846,92.77275693351656,23.176812654093762,47.21510732686173,56.52070828029139,46.31166295752476,75.0
28,6.2202293681104965,63.25886329211195,60.23364168769571,82.15165143486423,37.98811396412555,47.217587834745565,75.0
29,7.146794102680945,84.68892629272297,61.046106155728495,52.013531157483044,71.31993410968417,48.15272999537248,75.0
30,10.373998129023946,90.22312247169074,56.10136440545349,37.56076106162962,43.436706228532046,23.586476255037127,75.0
31,21.360254125878004,85.53881277608953,52.70292556639718,95.72366775378875,54.57676783578744,60.22078383199063,75.0
32,7.247275595770773,73.57155379389417,51.53449400486081,64.51476172541818,60.17974332256863,37.58419121462703,75.0
33,-3.1617020641396287,76.22012468706497,49.658171704905776,64.68908764124825,53.60768064022821,57.734179717324466,75.0
34,6.002315283914743,72.0542696300321,25.73090933112842,90.4610292277583,47.26254703348844,45.70245192032837,75.0
35,10.497305873624768,75.98382588570458,34.28210933978799,51.576512038870234,42.437553365919385,51.84837256440815,75.0
36,18.814354572384016,88.76542626021947,38.29854541768371,93.43874510138603,40.05266542586273,67.93652748825046,75.0
37,-2.1323512227850507,81.4733365607714,61.59378355237222,57.666363479336454,47.045974859861715,39.58066949867328,75.0
38,9.828846712716148,77.41201153574978,57.60830649205244,65.93335927483042,35.884754077031324,41.29168491779783,75.0
39,12.984578565272352,71.09533008702007,45.29243110412183,76.42555729069366,41.96863339164434,59.742976005822264,75.0
40,-0.9301548750434663,83.2016646745983,52.2156720127291,44.96581052937861,51.19297294474552,37.03471542262879,75.0
41,8.700503160851664,88.13624817986091,46.583889165322695,67.08663001762675,66.17023346628818,48.559319555724166,75.0
42,2.5312491744829937,94.42032483391043,63.336357177964906,61.68539244077517,30.85562636941745,53.59106732470983,75.0
43,0.2891098713999994,59.16602354064707,44.75903956317317,73.58733485953894,61.80443509377509,60.932338853141694,75.0
44,1.9736514558092209,81.89831577664748,42.55964786549995,44.75357505459788,38.50353313359087,66.9547803724389,75.0
45,4.077858523946225,85.30903983651882,48.69721659517834,56.74141817021375,59.0508972230396,45.98058937349478,75.0
46,2.1947763177800086,84.52640167518898,64.2486789725288,51.78954235245139,58.307397153842636,65.27968125269858,75.0
47,0.5700751971064357,64.14756305790912,48.95070733094648,64.48796242036099,42.138284532959126,45.05236532332132,75.0
48,0.19235805771323006,80.23741280685208,63.50755488974658,49.488631024192976,84.69006845740408,30.98267128507508,75.0
49,12.10573401943639,74.12840135933348,39.42722547036512,39.22097952005372,43.82365607314489,42.11428997250327,75.0
50,6.801302494699668,83.48297120401092,43.00226657333404,60.823104580499816,40.58678696774618,57.40878142840557,75.0
51,13.349627084052727,90.48952842165338,60.8610589129015,36.94737843925791,63.782468154894396,39.3340681121474,75.0
52,8.495978586244698,62.08904696935601,57.66837558737686,83.076442526097,62.162274423801264,43.43132636725747,75.0
53,10.936048547550518,75.21382377782447,64.99359031687023,72.08497715521375,56.467415132324,42.347946582164944,75.0
54,2.4866789966195477,68.26823421574959,44.096082454937175,66.69272552953271,58.08546082168555,55.00728678416453,75.0
55,10.848449880330021,68.72240822254466,48.62419669130671,91.31413338097735,36.032794848081664,40.78869309681361,75.0
56,-9.044789054788854,63.37495370244893,38.679488275510316,59.91769407692119,65.34754472632007,43.943574715505804,75.0
57,-5.957344879685842,56.79997354219085,57.22356639773414,59.63456537023755,33.166044849343265,38.64144107540801,75.0
58,-5.098610402955034,72.2176991529041,34.937622514362005,56.3125462257867,56.12839456709297,45.22208192660039,75.0
59,5.0092247960499945,77.56585091050904,52.273291242621035,55.850698915416864,47.069538775344476,59.816649386517945,75.0
60,-1.2078238799798715,67.21247240763087,38.26912914858099,50.994988145297825,58.28504776105487,49.523812565011696,75.0
61,15.324781954318812,89.73860381566035,54.92712192056632,80.35539056857759,73.32121231152843,69.73417865515674,75.0
62,16.18193734511484,93.60850532044458,60.396717847411075,74.56689501605231,54.15868473608019,65.07738896289307,75.0
63,2.2737503862587536,82.15030513381713,33.30070334184424,37.06079047546959,58.65061520715148,46.261411430028296,75.0
64,-6.377915495041782,77.50175345025056,53.60217454300045,34.09679426064554,54.783926608135445,63.29256161229981,75.0
65,0.6383739987098543,69.82035538893014,43.38596734173214,74.01535254720093,46.58516117818148,44.365650684330966,75.0
66,2.616856728596675,80.14640782052378,51.502758185508476,67.6058066493743,47.277687884537876,39.45420858567997,75.0
67,0.558033739193835,89.74083012812369,58.63188914096145,51.23630110701549,73.82807399841613,45.87826642103738,75.0
68,-11.54200808928125,62.450189830306996,32.66140787516506,42.34007338507603,56.86734335108287,39.10649278057616,75.0
69,-11.170730601440425,55.08632701330161,39.067190021744125,65.96610999858265,31.49795362753965,42.64728665348198,75.0
70,12.975449446274535,72.28614236232083,22.417007039519536,86.6056400596192,37.99100615000816,45.470602812145906,75.0
71,-5.590964546934499,61.621622162316164,41.554362438493094,37.94062738016697,50.856355356033774,61.91793924827434,75.0
72,-4.667753030569105,68.17669646181474,63.02495117771019,50.491324738019614,60.38173304527394,41.736594435087774,75.0
73,-0.27430808899926884,84.83685755680096,65.05985528742585,54.372531108199055,43.63110273310901,53.98518714001261,75.0
74,8.976604937118251,77.9850021468826,43.80758720790684,77.62227969325689,51.09365684446435,35.00896011243926,75.0
75,21.875397073415478,90.4659153825577,61.24418503781227,84.14319101223249,55.74725116136509,27.70447705243989,75.0
76,-0.1477838280360806,67.81532563693175,37.08979978398766,51.96127158403737,58.26217615730417,53.903619142145914,75.0
77,1.0777509675313244,77.66613881705352,46.021969477088504,60.493403040934446,58.46831023887756,52.294734810580955,75.0
78,-7.199833586870664,55.75851936972801,32.837713731149414,52.051372953729626,45.378829742716455,55.01840972732571,75.0
79,45.52730750177728,75.91307994678967,74.65763103730715,73.86614722531682,47.4896431695997,54.13281460856132,75.0
80,12.890028748536821,65.78522984522637,70.31578966809344,103.73958157408056,67.77154398017659,33.952451094330414,75.0
81,10.17933806102532,78.20736316683427,40.615834994374744,75.42006932464983,66.72350984264342,43.40585703808765,75.0
82,-4.178162584777852,63.13590566910574,41.0371359387505,45.50640965919944,36.04625250844881,44.084988399277236,75.0
83,7.892875783523867,76.73085401693818,41.61137211226944,75.90983364891771,36.951307001390774,30.280174886947005,75.0
84,9.970393376395899,86.62079951360005,35.39645100970668,67.2499220652542,34.460873330394456,46.28295479362721,75.0
85,4.655799041051855,66.01755507699022,36.769774392659066,42.29745619880688,57.05228545468819,40.407165916158185,75.0
86,20.42963544743933,101.85830276217469,43.20065294894246,40.27083090227155,47.612542889492005,45.304623907721414,75.0
87,39.84289839611903,67.10057530316212,67.64166412366157,35.50529228953256,31.806055511506294,58.57503021905149,75.0
88,3.4080119913527844,62.74118261712151,39.83918146818734,73.699179990173,46.99400620881291,44.44444318500054,75.0
89,15.088684416390805,88.45258003364982,52.30687371771804,79.37115900931528,57.83781425246522,50.09639269027386,75.0
90,13.016579216282665,70.12287969247119,63.00873739691915,37.22176656162686,34.13645593811641,62.58140517890071,75.0
91,16.77090196212326,103.18321153256781,57.70383665462413,77.91298082670643,46.203211115843715,65.52165399328766,75.0
92,13.320016867816006,73.03561474988138,47.985046050849874,71.70677227677218,46.33649128341252,52.3392768089159,75.0
93,18.856635433733047,73.98007700314972,41.79040548090816,99.61792453949046,32.3967894660105,39.05203708414886,75.0
94,14.696902641532505,89.40404465259334,43.03889429427964,54.61651260194256,58.69730905123421,40.08187268495827,75.0
95,-1.262628381207551,69.14635144527293,59.90734934638517,59.50060836843158,47.2709801809794,56.445566403548234,75.0
96,11.419161275651124,67.91915461305258,58.55711498082976,83.39265533652924,57.63512286074385,55.90683073627457,75.0
97,0.648845701085704,63.59322004143373,37.69391868356356,61.97227885522781,51.63042948829735,77.44103574259422,75.0
98,14.845864436979474,84.31767417283602,54.12488899767565,30.191168477703748,56.004281053935344,49.425559547486614,75.0
99,3.7859784192869093,80.31692876408786,32.23980626211031,68.55068624918171,47.47991041608433,45.06939993602635,75.0
100,4.50413744230542,89.1105781797758,41.900765742533146,56.444813914988444,53.83397268910942,75.64550483094584,75.0
101,4.285122850777162,60.354957516224054,57.55571482369666,35.89590692573595,44.5806259007599,45.75902880618921,75.0
102,5.443084128299475,61.20903385128452,43.05978991985526,67.9828182704737,60.498718356187695,34.83806809032719,75.0
103,-18.73335880542505,64.82065304344843,21.077541129190635,31.983798494105926,44.52352307724649,38.20866607246334,75.0
104,3.194943804472145,82.42254475120053,44.586320187181315,46.7923940538155,48.607292588032166,44.001817961380226,75.0
105,17.977835846003455,72.03243055477047,72.44412282050556,49.41107836329773,64.32156758145392,36.433596180544505,75.0
106,15.154718146215544,81.01213441950402,54.08040563314532,36.39024664627354,69.34385249289569,23.647621112123712,75.0
107,33.11747990321512,53.704890881436654,63.349253862494244,48.590142513979565,24.098860069176094,54.056685420693334,75.0
108,6.602872285307531,76.00377918341702,83.5005490424005,84.93900537286144,47.31629360216141,44.762772726570084,75.0
109,20.074252181133954,61.42474965774904,56.447268228790385,48.25134699488797,61.02508292843306,47.36883515339095,75.0
110,1.1637112301138774,72.7927220639331,24.58881969555324,51.5885800809079,64.0865062989151,44.33884005874241,75.0
111,7.778961634802904,84.5142519467049,51.466963865133295,62.85213490948675,30.087047997684497,47.039461517780275,75.0
112,1.8506390977453302,68.28782702276705,62.388721560830064,76.32060045522796,41.17567346469268,27.675191122621992,75.0
113,7.720309042636575,62.38546975958532,57.135509847498014,86.42136057643822,55.69176381981198,41.506693594259076,75.0
114,1.6187848269529659,99.39675479847723,62.76670664880348,61.02003239204577,53.16254822923879,62.99373389642049,75.0
115,5.731157475526432,95.66164562169249,44.21530324876195,33.3705131616924,41.87341360895011,68.04846492495699,75.0
116,11.832801351138611,62.80046377650092,36.59049085546034,25.453690021244288,36.42194406626651,50.57232545208143,75.0
117,9.047058783254478,84.98409584587534,51.5034893349357,30.545418843042036,50.00596864275115,50.300706176771534,75.0
118,11.351777805018887,69.60805048903156,54.25805224400529,87.43789870823326,32.36678818934015,28.149381305364884,75.0
119,-4.843263670429636,81.91572045727267,57.34083911213982,51.99533607467061,53.61231831647144,35.52152971910411,75.0
120,-0.7800864308204147,87.90274124459256,46.745089680374555,42.96493680609273,26.649443730997202,53.18189321138217,75.0
121,13.917559871647516,64.8096649465632,49.64758101421188,84.25349992095005,42.007368666946576,39.53634024282633,75.0
122,8.813732575758154,73.15666312283531,54.73804599059177,77.72209822176062,55.611165082949675,47.67400166199528,75.0
123,4.061714561185673,81.89781836915277,50.13398204428355,54.796655758072234,66.34622983172291,45.44451372715717,75.0
124,1.8584815032491173,79.90517138448108,65.85230724376113,36.480915829233595,48.70887054203616,44.04658608753912,75.0
125,23.39202478761343,85.88862758622977,46.05410231591996,79.73630862328946,29.834878063011008,54.37527476686931,75.0
126,-7.287240012718791,86.41338552516342,76.10667835411728,41.00378993080537,44.30349252612016,53.60379219377467,75.0
127,-1.2127873755706133,83.70316318732364,48.701131890131485,66.86971078575873,57.79194125459826,48.78306018743025,75.0
128,0.29724379875416007,74.33316942854482,63.37089835075468,42.41978634548914,82.26322978236526,32.76391522404473,75.0
129,9.303374577295346,59.49546134993609,73.9216142599451,79.03466864756541,41.8156062028858,43.599603855838936,75.0
130,12.862264466482118,79.36049224723686,55.7584567401531,66.80599059812032,40.22448282451929,80.24687949294363,75.0
131,14.767865361305743,92.2623496216435,62.86768940430226,50.90169977364183,37.749931511748386,33.67528841114898,75.0
132,-1.1942515405509413,59.28367992767498,49.575901197998995,65.18010083541027,74.82237384550834,34.154462190676604,75.0
133,14.707697857969793,69.21839299839888,53.709492646924225,102.55389209230425,61.6657048541081,51.6857434450045,75.0
134,-9.87397112909866,76.59653486705365,43.39098939609627,26.07735351023396,25.6706203521448,35.27596331856636,75.0
135,-3.912782929033404,86.68399076987836,57.08744039186752,52.09427521464086,64.65091257461982,61.86136648743964,75.0
136,-14.300520549864617,72.18655589593949,36.366518903403815,22.960149277270283,53.346518306061256,50.14114288491782,75.0
137,-10.076292153579699,65.71684892429467,67.71293177279293,59.78192911002276,53.46076274793304,66.46108350213404,75.0
138,13.160533384089995,71.95833146649277,42.11554811786803,69.64609577521004,45.23121608552344,57.70781939707109,75.0
139,-1.3075746284887153,71.75529752521626,55.06610583952478,50.86344906231978,31.547867830923366,68.72435172776872,75.0
140,15.373729895369504,77.87502867727798,39.0434411334348,63.980862777477014,32.754803743174364,53.558086485667665,75.0
141,2.036710750741448,92.43961190612274,65.21281173132328,39.980004005873106,43.44926406367761,59.322339692990994,75.0
142,3.814734551051524,53.602920203028056,68.88051838314283,86.64321383597806,28.78245501498692,39.64464929047361,75.0
143,17.663778881870364,76.37495157126783,37.59118738462785,82.77756262035675,52.837761733506206,45.22898819777356,75.0
144,11.173069794296559,77.6226083286657,22.734288444170055,85.96929409636742,55.483038568358424,22.253818733477345,75.0
145,23.175674930047247,93.86131183129191,45.81084602714422,60.35210172474836,42.96234878673232,55.882891893750404,75.0
146,10.571775802418994,78.75881371607399,59.26058411482084,56.11707679152868,50.06534201059018,37.500907541310205,75.0
147,6.329654878263746,64.44015042227176,70.64506471766654,82.4060470815474,50.5933777626566,50.172213274888215,75.0
148,9.194332055374153,71.28353250253689,44.63436833023996,65.0128490108454,49.29935086596622,56.67697399434517,75.0
149,-1.21686244235543,70.9421013230383,67.2792212752421,70.63345754686603,34.76879415249267,68.23831799190404,75.0
150,5.268122753723684,73.88250269784062,60.79431570779699,73.19396387466603,33.96489529275957,64.21901154962599,75.0
151,-2.1597030630913983,61.52365970547708,46.64926093410767,43.228143790894244,57.94404414552682,51.63468799626659,75.0
152,4.2155405607830065,66.04770824528973,62.2409883842046,42.846841700941425,45.38316999484998,54.92471450619286,75.0
153,16.77915329019661,100.5328943314122,36.503127788452204,78.23958732378236,41.2024808352623,55.39802303938386,75.0
154,2.084111543315535,99.82388491862031,66.40030900567623,48.850804876005284,46.448496838924676,67.99641850723685,75.0
155,-0.5525023530516178,72.84694254982766,47.2627852057871,68.62251782796952,37.26907504757011,69.98902049010357,75.0
156,3.310646633571136,86.13679897266823,52.6555474010609,56.547907862695446,53.91345870263077,64.57571303442103,75.0
157,-11.350442224604528,71.14036513009381,45.12095786333706,54.97505383385169,59.66835050939412,38.64619644088761,75.0
158,10.079638695636437,73.8171038351438,67.09173020239997,35.43203462678848,49.108827918475235,49.25650440643021,75.0
159,3.376532774787383,82.88251819318464,49.77681027334238,56.429219788938376,80.7894304257287,59.78422594694146,75.0
160,-4.251296734653326,49.06575165174362,50.486293517623245,54.605611172460996,39.35772585671993,63.44377792460392,75.0
161,6.152883392613454,92.14550612693039,57.219637527523126,37.66227551907425,36.09909661651568,67.84070557886768,75.0
162,-3.0497399090590336,53.82804302898276,36.06228646540722,71.4766376658177,70.70263403681307,51.337704260571904,75.0
163,0.17469239492290445,73.69165567008483,40.940366608401604,38.42443490024244,74.51154217027896,64.10012695472562,75.0
164,-2.7978831859815525,77.56286932674116,39.68389483488775,28.41384600876746,53.97432912410654,57.342322190316985,75.0
165,0.928688300073586,90.92228019658569,28.988348719253352,31.5180516695622,64.43333941864718,79.03117259440572,75.0
166,4.618278029607979,83.20354381056677,68.55307323763644,41.388127934984524,49.41931582932856,54.979695404283156,75.0
167,-7.106015628724806,104.88690079252758,44.56673870859076,33.33763363705819,41.43948345050211,43.53448649080637,75.0
168,22.36029032299075,62.55032764669906,47.33269280292607,41.90560391927781,58.55524163036334,38.36726016737084,75.0
169,41.87362919333661,57.84612920680695,43.72840062310991,53.74981478813011,53.160687936515586,72.42190350820009,75.0
170,13.729676221477947,77.800446508222,67.84948617445185,67.87953814649738,48.525087553303905,48.878501006798345,75.0
171,16.0868505840964,61.82291301514083,55.91421530986562,98.4692772735314,59.2164300650872,41.930024037451375,75.0
172,10.235499890120398,70.02901286470723,51.32265145358934,74.79657915453893,58.0693223038394,49.35099529861805,75.0
173,2.6525096984139376,103.10423197389412,58.12568797899441,66.15445903006861,41.519528713241606,58.81624431988784,75.0
174,6.837126847039509,69.72045983706349,67.36334010417455,73.96673076313898,55.314290594351334,63.495429738136096,75.0
175,-12.619495582898084,58.21259151618117,37.011526448797575,43.46623549599412,42.72469395559911,17.669878876656874,75.0
176,10.591823795327235,80.53547366187381,68.92327294216437,86.72952131936032,40.9177035802086,49.87212423966702,75.0
177,-5.51605776081219,61.01259303302199,57.54973628009738,49.85369443851823,49.007414883910315,55.84667891043345,75.0
178,16.243617832656245,76.99085337844033,54.074650015137124,17.843598227408567,63.10321346062294,55.102922670628736,75.0
179,11.257338965782196,100.69582608692832,55.08772426964814,61.2782194764541,63.19815137482792,69.65227807744019,75.0
180,2.931471075375885,87.1156435414465,61.210452332189426,28.93406953968219,39.428012770380626,42.296958270638804,75.0
181,2.1596405540546924,54.54034209869142,74.87122039836649,69.18717011548964,59.983131806550674,56.61479611645061,75.0
182,-6.137771250936801,77.40517452291375,44.64108674733692,15.295625430291873,32.1201376765121,43.79799197882508,75.0
183,-2.951840105005333,90.03255437608516,55.911837639657925,37.71017210818206,44.15428169695515,29.40027765453912,75.0
184,-9.639995241951969,61.98437267080321,61.641682269217284,42.87757251128821,46.53072406194797,37.00106958430548,75.0
185,39.6176729655582,87.18140037444435,46.06619940618743,48.59854772280488,47.42351848362229,39.0016972489156,75.0
186,-1.9331865241850206,84.58718528640964,44.30789166796449,59.84350998792705,41.462700086810074,55.873805642382464,75.0
187,12.205934039388499,72.51489948268787,32.48081412075604,78.3750187675395,49.61551460501874,66.46715133817187,75.0
188,5.113917294637062,82.9208158365354,14.778362695130392,58.422334270488676,55.67291872026963,60.08815576779064,75.0
189,-5.432208531844357,64.94305572346357,38.11694280659957,49.83840238664448,59.56824345973694,35.04713632044569,75.0
190,14.953629468246268,80.99667903994647,37.35457573845391,81.0646089988595,49.04301423421246,59.673351106061865,75.0
191,5.140663170913372,82.74347084393149,43.3172012518204,61.48873575273597,44.577535599009344,57.2408912734689,75.0
192,3.705998045837452,92.9119360967835,65.93502420762431,54.71127074886151,71.51244389357753,46.15042434109831,75.0
193,6.602971048790664,60.57041591722448,50.113394240556815,21.7039638190274,39.41688298279537,58.18183082452743,75.0
194,14.190731655172163,76.15030903278141,49.42914638496969,93.96676449589381,36.04026036213374,61.75301671772796,75.0
195,33.8151650254555,75.78605675627833,23.197135448253746,29.191261981173497,50.32685174225734,36.814403335816216,75.0
196,0.37422683640021326,60.40640407898934,30.504171319395276,41.44452848413353,71.1331319012372,58.0774292008315,75.0
197,-4.179002777242504,83.90954225705225,53.99051001172066,53.465082760885906,72.36093831786111,37.22815958276746,75.0
198,8.868922020065165,69.04867743116762,62.88872356921597,86.29100455268329,45.63026757169074,50.60238115407015,75.0
199,5.766181572765206,71.09696894213316,36.49045530810178,49.406982405686435,23.430304187295555,44.32678123545537,75.0
200,3.7670880026412905,84.09117062745456,25.591578528134487,34.3875662000556,35.99214707442313,62.9582784560063,75.0
201,16.208692085389735,77.59311402133946,68.51920838425708,92.18461898382589,61.199074059832725,62.472412555135094,75.0
202,23.828247310868644,87.71851224140808,69.41240518197885,42.80146402533219,53.79102489620718,48.858767796403214,75.0
203,2.543598368650991,57.569730990319236,53.47871585218566,53.12594404420963,65.9940985125189,36.265166349284414,75.0
204,0.7414290399892054,70.01353066077884,53.91476551766917,41.419345143521404,58.22214230847985,45.69159598625317,75.0
205,-1.2548146325323999,78.05194324325521,31.720726132647812,17.65112011527085,47.44651589239169,42.996989833020606,75.0
206,4.771603892994692,59.01713569103406,33.40625750033629,73.28946121922768,33.81164668620471,39.16149133544666,75.0
207,-10.584722417430012,55.976930154231994,49.49991510840412,54.9287646306304,60.03653092369347,29.973649096488714,75.0
208,0.8843493905536229,71.84545617776112,54.39883019353659,42.33911062320763,54.67432691868227,47.13630564712462,75.0
209,11.352079212230802,88.13715579269123,61.22434928112471,67.12781605337956,68.43370024020666,39.92962412376404,75.0
210,17.84451511723033,83.14978842308538,63.56397563054613,95.49146359905863,46.44464859620238,44.511378517649504,75.0
211,-6.709505900574063,64.10774136033884,55.65894455801143,34.245964051230004,41.15064696534583,63.765863786697444,75.0
212,6.968232545632233,72.11488505841646,66.2820942126487,76.09899249105858,53.36372679908803,56.656413374380506,75.0
213,18.659948892551718,81.10621541113518,39.434616209346416,71.58752708533271,66.5961657957209,64.99978914355746,75.0
214,-4.277187218363284,55.63172763005155,47.90613538106507,55.77903007532331,50.92292750450743,37.472506196507695,75.0
215,-0.11313958981552785,61.24464642079597,48.598206268096256,54.04675561949257,68.89289314491889,26.038642162254305,75.0
216,-0.1390216435285534,73.67459736359939,55.00318006635007,63.046947281775445,53.53238327302529,62.13048280891002,75.0
217,15.649516764644043,80.73849218160854,48.84355739917209,35.01909760006185,30.951731371669293,46.53996777566928,75.0
218,16.459950654112504,95.44564351306606,38.44146904447577,38.43621934483719,62.02742198895767,42.33613972810042,75.0
219,-6.19419134854324,78.93770380295564,62.76243318241444,47.82147848127319,57.71369734764122,54.29984923289007,75.0
220,8.085315346586203,76.79118487230691,60.24682447997286,73.38556726290798,49.22742975635316,64.92231491828898,75.0
221,9.411374316046633,68.28114842417317,35.00340978610861,66.19618014917772,48.37582392978336,52.792121158004555,75.0
222,-12.239219657924655,64.02083693339965,41.5615762489447,45.502174583115995,43.52463832612635,56.09045005859976,75.0
223,-1.5962404104637145,65.21285040368062,42.008617526856256,50.59689683203269,49.73673655115112,52.2018071667968,75.0
224,-0.23818756660908846,77.99580891031714,61.28558540508581,46.394398339807886,61.60833971036878,31.765194865679504,75.0
225,11.335271936868565,59.8754899040531,72.99697084420293,93.24556342849567,55.32605442361929,45.99922984038525,75.0
226,13.358521151149523,87.14700748922606,45.04901072988623,77.30135795434776,30.376296656179317,58.846780159746466,75.0
227,14.390656988635811,56.056317082688395,57.44466839266819,102.54163557032267,69.86366276407402,24.313946921431153,75.0
228,21.82003122940373,55.814807794610395,60.86958654153002,69.86955809084888,55.016687460674504,57.16058273962395,75.0
229,2.3872571012167967,86.12536718859191,58.841549906822785,26.083103845424837,59.81516030545154,60.97970102219148,75.0
230,10.416629101385212,67.72371022265118,41.95355658979661,89.43829993582324,50.46054828838771,43.43813926808537,75.0
231,14.387837811086476,91.93254238274457,61.623878831280265,57.8472189830315,27.857465533073974,48.43883914843139,75.0
232,-0.42030562474088606,98.42127448173024,45.12407350150138,44.30847861329121,68.88175589770856,48.59595019852535,75.0
233,1.4582787838038893,71.27130179980409,44.8010604145377,74.26121695289089,48.95116417740257,49.7635093988096,75.0
234,11.414220752279466,100.62638653543168,62.23499697912028,87.1459777112714,35.613223635822,85.00931714159583,75.0
235,-5.296966848756011,76.92067900043973,44.901681677731126,50.274983865948386,32.929103629480956,34.23918138618155,75.0
236,26.791944013835163,98.02777996425549,45.729686900075016,40.31387019531204,49.18612978044622,21.758139188217033,75.0
237,-0.4797015455447342,73.3555044288561,65.90654151874034,62.780101062563396,33.763088320455054,55.7962204334628,75.0
238,14.570244765373477,77.5526450119762,39.902616017660606,52.10726180339424,43.03227707757821,50.60221126812075,75.0
239,6.912910507395732,85.36353066269899,48.56533217038137,28.932912053628822,58.38856907570679,65.92249141314679,75.0
240,9.119405540726227,68.45681492586091,33.62531912703804,45.2638860591741,28.69796500541305,36.09123110428839,75.0
241,-9.500473396511989,56.691630479947094,54.77342634832829,48.11595109113341,52.91158137434936,44.78512073074659,75.0
242,1.3816008219030547,78.65324735198676,44.36712208980345,23.034737043885343,67.94000421756945,50.10759868115421,75.0
243,-4.456167864173193,65.97890217807668,41.581660994854694,43.41256244070447,65.01233416162772,44.660714700868255,75.0
244,0.42778480207556413,70.33725924516054,70.35345767753117,17.763384468602446,61.951759407747005,53.46146052483184,75.0
245,1.6361858487004421,67.87921547329496,64.69871708790288,16.09422925305033,37.83947008962749,48.460303371238325,75.0
246,8.418504365066378,74.94440507639253,57.93230101904409,63.14592625622563,51.50376696025489,56.30080070384962,75.0
247,7.1886894632755745,77.56787807363321,68.62386152250305,66.47586942477753,48.76204581958522,56.977466289513,75.0
248,1.7460989603200865,64.04750987633646,54.4083940472593,15.335163668976781,41.352607121991376,81.48008765952582,75.0
249,-5.3121999770540285,69.52650642228365,43.58602230247005,42.787076975934994,63.67777517946362,44.971104468008946,75.0
250,-9.689309277349203,72.5557085660134,56.74982008924436,39.45773954417004,70.62516703142515,48.342764509234705,75.0
251,6.304577044132304,83.41723669980158,54.05262440936142,63.28063467711668,49.86434294319278,47.05995492555452,75.0
252,-0.9582047547759052,69.89677722929726,46.913841499335426,51.07430372397235,48.64982054462073,38.2059484360868,75.0
253,-1.7923827833815666,96.50869685009313,37.94154057550019,51.15108042203788,73.46883374738229,50.64376959131911,75.0
