unit_id,HarvestBiomass,TankTurbidity,do_set_UVSterilizer
84,20.758157087564047,69.22776189543514,60.0
85,13.20950762754609,60.576605566992846,60.0
86,21.78825873247906,103.86481644211081,60.0
87,12.562329348915323,68.70009543326636,60.0
88,16.61538245366375,62.31053299254182,60.0
89,16.264276947834492,66.14721416938828,60.0
90,12.425081862733194,79.05410154585738,60.0
91,16.424128566306532,78.00090208949648,60.0
92,22.599892407690565,81.03688217007692,60.0
93,22.28478376478382,99.62364683582403,60.0
94,16.64755099149818,94.5807463676099,60.0
95,20.32459145071235,100.31308088297763,60.0
96,17.981331992590498,75.10592536978349,60.0
97,20.792453729995664,88.70503201277002,60.0
98,17.39466586321568,71.37684343050547,60.0
99,21.08716805048142,79.23744229442862,60.0
100,19.710365473160056,84.07562896499674,60.0
101,12.770784837776887,82.33562484678482,60.0
102,13.668191881631493,68.2858355185837,60.0
103,19.103588331078036,63.40954239576467,60.0
104,11.625673770620642,80.02264674790169,60.0
105,15.270853746501663,69.19655447126505,60.0
106,21.124058897384174,69.24589522183315,60.0
107,7.536655293979624,65.53878526358636,60.0
108,20.501969337150214,77.40178498037447,60.0
109,21.12441820614699,82.60438899345999,60.0
110,24.596542464256704,94.94508288731123,60.0
111,16.41062771518143,54.94932035202661,60.0
112,17.335206150865027,71.91492259698074,60.0
113,23.06361574789278,72.48727509063212,60.0
114,19.472523165196918,77.22914427597485,60.0
115,16.830037567916456,97.32597608758681,60.0
116,17.772364505014632,114.75610651672909,60.0
117,13.833985633501403,79.80425713126886,60.0
118,23.454319762573853,86.59127673735904,60.0
119,17.010527249151213,90.65708148384157,60.0
120,14.35287521427232,64.4114670642885,60.0
121,13.384165878350014,62.78379848187235,60.0
122,17.40583781511737,75.63223637240812,60.0
123,12.239895352113177,64.3611053540291,60.0
124,14.585819857123186,64.92288114101889,60.0
125,23.55144706652792,94.17998357412752,60.0
126,9.863410241026836,67.07113501128396,60.0
127,14.155184428198408,59.186727796535166,60.0
128,16.89389488884349,62.17055423894178,60.0
129,14.971902835353651,56.059585960930896,60.0
130,20.058463741884292,81.58608755702835,60.0
131,18.317330407071243,79.49037860678368,60.0
132,15.951255057489831,58.211579718756,60.0
133,18.70643278078619,76.40031049268077,60.0
134,15.09771179568105,70.22998967899461,60.0
135,15.514950063857157,64.26789836482413,60.0
136,19.118698832720874,103.1823094725945,60.0
137,16.694475759376715,106.49795110401506,60.0
138,16.842027096366024,72.82071293003979,60.0
139,21.016380276442803,77.22900113505429,60.0
140,20.913265897650668,62.565449328518525,60.0
141,18.150175870833166,65.80306336676422,60.0
142,20.009617264731258,86.79309538867572,60.0
143,17.797418722105057,77.6968059402824,60.0
144,23.00976353120838,97.84848356466519,60.0
145,15.979900661059297,86.25704789396424,60.0
146,21.80432180501975,84.11885791313635,60.0
147,15.22387478401302,79.02372053778163,60.0
148,14.9897317497488,82.37443071654585,60.0
149,25.916827600849324,94.85355121746086,60.0
150,10.070871306451068,69.37283894305982,60.0
151,13.138798215852765,60.851245477606525,60.0
152,16.93908178130229,72.25802704885241,60.0
153,20.647274312567653,87.51846160491607,60.0
154,17.566032541846226,70.58323080885746,60.0
155,18.745786053367826,70.48692297909038,60.0
156,15.076826694187472,63.30817166666435,60.0
157,13.354577729793926,66.93492718815585,60.0
158,18.072844324520528,80.5219567017262,60.0
159,13.487624434363738,67.81288754863498,60.0
160,19.948212651420846,68.12428656203002,60.0
161,22.0640167593272,82.48476692551817,60.0
162,18.94559466983423,68.28260532056058,60.0
163,21.379312607516464,88.97606340273421,60.0
164,21.321978083453516,72.71604217870924,60.0
165,19.41771682251913,79.02598676269874,60.0
166,18.493820948067686,75.38608152849429,60.0
167,19.845762098693243,87.06937932110596,60.0
168,18.66097493154918,77.75154733552259,60.0
169,15.856995661072428,65.13013918430947,60.0
170,16.592656755806253,80.35932071059571,60.0
171,18.020752525681836,75.22112880443417,60.0
172,18.90908736236744,62.59446849942199,60.0
173,13.952624768034642,49.48849261876779,60.0
174,25.922823611,81.5663909824908,60.0
175,15.334180494583013,72.75106110517534,60.0
176,13.652194050598565,73.26415240508894,60.0
177,18.085988660380288,62.856962144129646,60.0
178,11.857139206906258,78.10843268791109,60.0
179,17.230686607208845,83.65052542592034,60.0
180,22.650379751365776,82.1218302156035,60.0
181,14.390410880158727,44.392027193984774,60.0
182,9.955939916717632,64.32908209905078,60.0
183,16.454337179964746,74.17101760123256,60.0
184,14.966807889771502,48.680976287633364,60.0
185,19.528468419641456,67.74995491602274,60.0
186,13.514861712460572,71.69646088505812,60.0
187,14.049028845362276,65.35075150530862,60.0
188,15.982082379722982,94.9953136218519,60.0
189,18.301036626967363,77.26046073578146,60.0
190,19.446861734989863,71.7517298655218,60.0
191,15.872966051578668,62.95667524845876,60.0
192,22.554364628517547,94.59622635609975,60.0
193,18.92674462806241,85.96313958511072,60.0
194,18.32742098137134,71.11825230129942,60.0
195,13.768825445702596,77.44329601785681,60.0
196,18.20083517541473,59.3761827321467,60.0
197,23.90144500555318,83.65608525763929,60.0
198,11.59526911909646,55.220791213238044,60.0
199,24.31017567202905,78.89925887042855,60.0
200,17.79622120164495,67.93481648987603,60.0
201,12.834622151331859,77.87121904565477,60.0
202,17.868243553375834,75.99975951301195,60.0
203,18.63179200699022,86.2282761276728,60.0
204,21.00997233998684,84.65830195497956,60.0
205,16.800977469698676,69.25516178020716,60.0
206,14.14318116990152,64.4475222412125,60.0
207,19.197763393989604,81.28267354433872,60.0
208,18.133494279628607,69.04367793370784,60.0
209,19.229882643814662,69.6176541133188,60.0
210,20.95632981815647,59.41664291546876,60.0
211,18.745141663764905,88.85206037860071,60.0
212,13.874962451521057,76.98700694016065,60.0
213,14.468472915628523,71.34139350489785,60.0
214,21.17630037940984,86.96171930388255,60.0
215,21.922577408742438,101.98070776516604,60.0
216,17.961484946530597,81.81473159390242,60.0
217,19.486248529905712,73.54172823038081,60.0
218,16.006726748718926,58.84208927222826,60.0
219,15.887063896383435,67.88034715774175,60.0
220,16.118659994056557,74.18195777863033,60.0
221,17.28217338136774,84.00973479234595,60.0
222,22.257973576106277,77.66978052745347,60.0
223,24.063386201111992,84.25170938015728,60.0
224,14.50464768031409,67.58564494734335,60.0
225,15.579564816714733,59.50571486964384,60.0
226,22.014682562170538,79.16938025362815,60.0
227,15.012691020516264,68.95505217152727,60.0
228,21.639058348704193,78.08668192193429,60.0
229,13.946984335874191,73.4506937235627,60.0
230,14.98202130276618,59.8240688188952,60.0
231,13.101127431116142,59.0746600110421,60.0
232,13.84034410027052,61.1419323779465,60.0
233,18.249228747190575,59.67574135031469,60.0
234,16.63427067092312,65.02128253826592,60.0
235,22.150501720340475,75.00784142139065,60.0
236,21.89083974870344,62.30284706271842,60.0
237,13.72925315377036,76.31583261022195,60.0
238,19.13228906469345,75.9129697647372,60.0
239,14.15980991309015,78.19453479216057,60.0
240,17.5018933514231,81.07238110655234,60.0
241,21.755295017936522,65.84976430162497,60.0
242,17.58048248719179,77.52944537084409,60.0
243,19.754786665938806,89.84826915597891,60.0
244,18.639763656397704,98.3415287935508,60.0
245,22.39234525314912,91.28270107347188,60.0
246,18.584676973716114,61.866144465170386,60.0
247,16.07594899418302,86.26252159822805,60.0
248,17.19553151972314,74.4696928504366,60.0
249,18.875847225509293,72.89245316718336,60.0
250,15.253977768145692,60.29017156451953,60.0
251,14.886252800316441,62.90056124275874,60.0
252,19.703762961811055,72.93885947425369,60.0
253,20.627695444732066,85.0989616204196,60.0
254,15.168146518534247,67.65723089066378,60.0
255,13.348611775642558,71.44168185898539,60.0
256,19.820206038350463,76.75394741003547,60.0
257,16.82005647986606,98.67720994866153,60.0
258,21.15250733345951,70.98086639365684,60.0
259,20.309435059344686,82.65750533618633,60.0
260,21.99651967125075,86.50585599994669,60.0
261,18.214129574821527,59.386260385565635,60.0
262,20.53950417044166,68.49504460051769,60.0
263,14.115940718754388,65.39157702532702,60.0
264,17.866967066889025,77.5114006959227,60.0
265,21.74564993882863,81.99284304173311,60.0
266,19.07083200284103,80.74127862100708,60.0
267,19.429799106009106,101.06275228149312,60.0
268,21.135294211128755,69.64547279281972,60.0
269,22.993486810982706,95.65174716269995,60.0
270,18.12909585762531,58.78572688091338,60.0
271,16.4818826322435,83.94847692793076,60.0
272,24.05898016081422,71.5059475390549,60.0
273,21.529406366977856,82.92411106021433,60.0
274,22.051698777671405,74.63626776799839,60.0
275,16.156185264396726,85.64945156506894,60.0
276,22.734999848878985,77.49296030485156,60.0
277,20.60455964730812,64.38023832169768,60.0
278,17.195854202188208,76.82019638062916,60.0
279,15.985939757613178,93.7840388583589,60.0
280,18.990444309719074,64.45575262467142,60.0
281,14.724762701943419,85.3174696313976,60.0
282,17.619960404714277,71.65695402349562,60.0
283,17.490268492934305,64.40285419409028,60.0
284,21.91715805922121,94.03380538739343,60.0
285,16.673538172110568,64.98568107079556,60.0
286,21.8215258173134,75.55407477816311,60.0
287,16.062337718950367,67.94047602803386,60.0
288,18.68135191856656,68.86757399369404,60.0
289,21.277900299953792,79.40310868465342,60.0
290,21.702084213393505,72.63692707321502,60.0
291,13.84773394836817,63.66228314164884,60.0
292,20.734706666097463,80.86560431940772,60.0
293,12.714687851271934,65.65130385298987,60.0
294,21.629655636990197,66.76408616139061,60.0
295,20.14462105091657,74.66484458088206,60.0
296,21.46197316709874,107.1128263347012,60.0
297,19.462724616715523,66.28498603462356,60.0
298,18.314793512118598,84.15535960572383,60.0
299,26.832002520499053,82.34095728824788,60.0
300,23.52716725907812,82.11003863326508,60.0
301,16.858956726077224,40.62193583108923,60.0
302,13.530712733807517,65.53928376390859,60.0
303,20.171800419487216,76.32913606901681,60.0
304,18.514716955724417,74.39177845341221,60.0
305,25.6114110857171,59.37507205671854,60.0
306,18.380619328777016,90.29429153746922,60.0
307,24.45441246329792,86.61379832904387,60.0
308,18.613759221251655,67.75664642168363,60.0
309,20.35879634214311,76.65285043720203,60.0
310,21.453114960405685,66.8320303773652,60.0
311,18.047628311601308,85.6354369292557,60.0
312,16.619486628312234,82.26757665468398,60.0
313,15.401392107225242,76.36306856208748,60.0
314,17.12571926834454,70.57689350351751,60.0
315,20.59089030600543,73.74680980693557,60.0
316,15.258044568683228,80.11330166701372,60.0
317,18.621572072046376,84.42041358642153,60.0
318,21.692372270282945,92.44257337341386,60.0
319,14.631770082260797,81.18358609586654,60.0
320,25.72093365917445,89.64091525990317,60.0
321,21.218787039550605,79.88258321319921,60.0
322,18.751804220956764,59.77621631055034,60.0
323,22.336438016600216,79.0105918216892,60.0
324,17.01411673079965,84.51720294122174,60.0
325,15.764537839035217,49.37330176579328,60.0
326,24.508896781008286,87.82467516547477,60.0
327,10.852041097257409,79.29869419555158,60.0
328,17.435301026840712,82.94865007450353,60.0
329,12.217001782109417,75.98125756250407,60.0
330,22.38619215785936,101.80285004845078,60.0
331,16.31801374875314,74.48182137559493,60.0
332,22.58667217761577,90.23608084099064,60.0
333,13.432385333759214,86.31057383244797,60.0
334,23.221412583830258,93.74584001651169,60.0
335,22.74913319767723,87.9475137181693,60.0
336,20.4978169366862,70.56881750982454,60.0
337,13.11219623052906,71.80306184208914,60.0
338,20.811167624780403,82.94961064569515,60.0
339,21.42455312395276,83.85000494893269,60.0
340,16.08821502135372,66.75763684575605,60.0
341,19.726986873963433,73.10323680958447,60.0
342,17.709282190574605,74.68295017761676,60.0
343,21.821773651696542,64.38295558495322,60.0
344,16.213677926854366,45.55253985962121,60.0
345,18.93378290910687,93.76989065122804,60.0
346,21.307112866604804,67.36222757609009,60.0
347,12.247106074922717,64.02475438257954,60.0
348,14.708835050719607,50.74896004040649,60.0
349,21.132547053367425,75.98483337566765,60.0
350,19.098720348903292,85.08717754386039,60.0
351,21.969477974041908,79.08064885861991,60.0
352,15.938156329691903,79.56331564750671,60.0
353,23.286257772399647,81.23974775734663,60.0
354,18.49350430069234,68.61447281503669,60.0
355,15.942587077019724,78.36414295806502,60.0
356,22.014701671134976,83.01942332583879,60.0
357,21.30613743209722,91.99247925059258,60.0
358,13.839148925110845,71.05500340922089,60.0
359,17.516657676032093,74.03088039564066,60.0
360,27.796915973095096,93.33492183869814,60.0
361,24.05230157194298,91.25290039342997,60.0
362,22.873387934838583,85.22979287088747,60.0
363,20.093620586195428,68.55115836302653,60.0
364,19.070790384495584,70.5883920529945,60.0
365,15.533698742171955,85.30671373424164,60.0
366,15.684992914059443,69.47484991869015,60.0
367,17.352850417652963,75.60819380424579,60.0
368,13.559952346663911,90.81945665873162,60.0
369,22.408787950919404,108.76987813183074,60.0
370,18.11857247181434,72.97249779002865,60.0
371,17.163051582706963,82.37911084514907,60.0
372,12.814397116460931,64.24880669000964,60.0
373,17.559667994413275,63.78962846927602,60.0
374,17.3930857968381,81.71395251343135,60.0
375,15.89597507326765,73.12662843323557,60.0
376,13.71345275436024,58.700230795497895,60.0
377,22.09138334035895,76.01553496972693,60.0
378,16.703050181281036,77.51275465203948,60.0
379,19.698846305290484,92.91994711131153,60.0
380,13.92452863044307,56.766745050609295,60.0
381,18.98743707539713,97.59918009417476,60.0
382,17.22543941659152,73.03218105549333,60.0
383,19.813624322931982,77.12151347457966,60.0
384,16.151862390225496,40.160533499274365,60.0
385,11.235589357724013,63.14500411811136,60.0
386,16.863096963464013,78.18646798578756,60.0
387,22.06848882755115,78.6192511231624,60.0
388,19.31134132891967,68.49987301028307,60.0
389,20.257672829076185,76.91927085993663,60.0
390,17.479210656896978,52.90437107917387,60.0
391,16.30530593095449,63.95057897867027,60.0
392,17.71364609341571,69.79666534541919,60.0
393,16.212846783044537,78.9324311444384,60.0
394,16.23899209133531,84.82317701229397,60.0
395,20.112888833746478,67.35131633959469,60.0
396,14.98883659962248,67.74940498153728,60.0
397,14.573235454966555,88.3449625218538,60.0
398,17.248241052391624,65.17436314401037,60.0
399,15.169192066257075,81.35554645112157,60.0
