unit_id,HarvestBiomass
164,17.135366909836865
165,16.474875079501793
166,14.229930094076854
167,17.78683633555259
168,18.330304011609055
169,15.674185524606788
170,23.48922125110339
171,19.876708201486743
172,21.378276302588972
173,17.0929651127861
174,21.154269489264173
175,18.74713681151488
176,19.562149985654113
177,15.74305025508363
178,15.900156869253628
179,22.727147419519085
180,12.84976517687571
181,19.35791974103991
182,16.74114621198419
183,16.744380755569566
184,20.90719487496495
185,15.96382245648159
186,21.909293712568928
187,15.349641885461288
188,19.902357477636414
189,19.262691814554017
190,14.611444012951694
191,25.008853859758748
192,16.169837666224495
193,17.630083938614234
194,25.747320304742644
195,11.496847025072844
196,21.55762518739267
197,13.367757998104835
198,14.309928912873065
199,16.00410222972983
200,27.836478457203004
201,17.206086331662142
202,18.03645259247607
203,15.343142630334704
204,24.345276003135425
205,24.11214947931473
206,20.82296584825432
207,12.38907548199979
208,17.41667822682043
209,17.996210483298057
210,16.06664420435812
211,17.673564765323807
212,18.07911689524109
213,20.270952762963613
214,20.050972839593477
215,13.286690618160613
216,18.302315719973112
217,24.488798377860256
218,20.640824445904368
219,14.843805297347707
220,17.08625852939016
221,21.537396070435705
222,22.30048988254863
223,19.381651174360716
224,12.920883754273364
225,15.89358891444693
226,18.08768279309719
227,14.653816396877371
228,18.517123703168654
229,20.643358598061035
230,20.151641245915286
231,14.70113577402213
232,16.687222757325987
233,19.875112417399617
234,14.307369441740404
235,17.558860937579908
236,19.59385770017161
237,16.70080372250744
238,18.53685024958752
239,14.055873579957789
240,15.40730407910954
241,14.213986631463646
242,14.126777795606095
243,23.598321245095434
244,19.501986553481196
245,21.221764388264997
246,18.022525407495277
247,17.780021688166567
248,18.458898906064913
249,16.472504882183216
250,22.73564161914269
251,17.43317975285254
252,17.645392023908208
253,19.26149531160241
254,19.732709533362378
255,22.752795584596214
256,24.677488671966373
257,17.221904186283332
258,17.59607456207538
259,16.4266591452696
260,15.044732829166948
261,14.357131131676864
262,15.334885302067795
263,20.728492577279518
264,17.70638897419409
265,16.24491991543165
266,20.055630879367694
267,17.289074229456407
268,16.947022449025688
269,21.069967825110453
270,18.697059949422915
271,17.822864838288456
272,15.390609943540994
273,19.472152805605436
274,22.09576899013985
275,17.778567378481103
276,20.235534135989322
277,19.463365925848418
278,19.567992318505446
279,26.124191326506846
280,16.5014900326198
281,16.615535008065788
282,28.586935426879936
283,21.346158517066087
284,20.738717632749243
285,19.53112692051944
286,16.670322337007853
287,17.929201387083136
288,13.898709022763036
289,23.671872912280417
290,19.646016454614237
291,23.76636444876777
292,14.437811525174482
293,18.33172270598805
294,11.406608365077876
295,22.777635545357604
296,19.01216976617094
297,15.537463842194942
298,15.853110143318002
299,15.337158812255392
300,12.793477111671908
301,15.190149899326869
302,22.874051955988303
303,18.929485497906743
304,21.72980499805537
305,20.40364823154414
306,19.462344489874443
307,14.845462452710688
308,16.58918363701059
309,20.664540449267182
310,18.851541527006937
311,14.452113634487134
312,13.329339355029262
313,18.92117352465339
314,15.216361271574575
315,17.659603402214813
316,20.044311537228193
317,13.046383478307705
318,20.066547085984475
319,18.26943005114235
320,14.908999167308432
321,15.86713324214689
322,16.079857070827263
323,20.77766010925106
324,15.291942324592522
325,12.490265339796208
326,20.177664667935215
327,22.831081893685372
328,14.363603250858798
329,17.319502490879234
330,12.141202727533631
331,10.401841337801137
332,16.8696052119588
333,21.128943841154683
334,15.381644840847958
335,10.656330710006808
336,15.24877639535389
337,14.885220374741772
338,12.273656712651157
339,15.072914637199995
340,19.983084034332872
341,17.39651729858177
342,15.082004708693932
343,16.899942547708953
344,20.34217712497191
345,19.648828005719928
346,20.513372188800535
347,17.353747332197575
348,18.37766468165318
349,17.436461046366666
350,13.282789846688816
351,21.686986179892365
352,22.84874036169822
353,14.28308226915832
354,17.309731537832068
355,19.481596892332917
356,20.110216799846352
357,15.334813869546783
358,17.79174221851588
359,18.029994245431116
360,20.572227351736657
361,20.23233106172198
362,17.12491052291988
363,15.863951957850079
364,18.775087246145933
365,14.338555039725785
366,19.24974557978982
367,22.862422210562798
368,23.23789942621947
369,20.216503608431648
370,15.420502530748685
371,20.87733177055808
372,16.758508700586752
373,13.919717172540542
374,21.93227113750552
375,20.449534748420625
376,18.918308235373072
377,21.093991538675493
378,19.395285960298033
379,20.732340022885207
380,19.37974504431545
381,19.894020943613256
382,16.923437137951595
383,17.406310882645613
384,15.88992039822072
385,13.958552322890515
386,19.01429552161505
387,17.265609232762802
388,22.514964224688136
389,19.286165729145534
390,17.40133301194218
391,22.716820923809014
392,14.149388456406626
393,21.00854389899913
394,16.437541943820104
395,20.126193430557013
396,20.861374279280106
397,18.989826630559303
398,17.336053836845696
399,17.688518099871086
