unit_id,AmmoniaLevel,WaterTempAqua
221,65.98828869395209,46.605293483445216
222,50.402619048625446,47.49436950643575
223,37.472502753443806,51.69306323763534
224,72.06585437818082,45.60446288027888
225,28.127359408510912,37.75028344965755
226,38.75041929951142,46.05303404280304
227,33.41241794075069,53.57558463362704
228,35.96312461065384,47.180981676839295
229,55.901350077848946,41.707453718992454
230,37.87981670529623,40.33943179654084
231,26.49964033635268,23.44133862008422
232,59.160168682629255,67.27663486554704
233,70.53127428510047,49.20001516370089
234,62.86684365089083,44.28011032742338
235,50.98067371631288,62.691179910123516
236,43.05782893995883,53.533009253679495
237,62.675748713109606,14.187825804595303
238,58.9883738076046,62.583034172351894
239,27.941849005236108,47.98964928175161
240,63.482070659124574,28.28847144594611
241,45.95611385056376,74.84595085879242
242,38.84525701214077,72.50066238794146
243,45.213409193396664,66.30522068735198
244,61.844672425296416,41.739577011888024
245,69.41143198125644,60.53377491217984
246,50.10990112436676,45.61177523262372
247,61.86251677837492,61.01839049057088
248,52.12028408133978,61.059316397740766
249,48.57794334550986,52.332507033020704
250,49.46628948626525,38.971780432640294
251,41.67682196338376,57.26267096202357
252,46.98454067333633,43.03236634225458
253,56.021866060967724,58.64401975897392
254,42.19349033046089,57.83922330835827
255,52.70878847748398,38.349529249829175
256,46.70873835564994,37.09542870519529
257,44.06016715846105,56.60595326790767
258,66.47859351081695,57.601866597768456
259,34.627649018557584,63.111643396824164
260,40.59934778457996,50.8049144039182
261,43.94354763660715,34.55055026236154
262,48.025322446879095,57.585983256978466
263,61.75993981900582,57.155451468995196
264,56.931332771179015,48.34559360886528
265,53.79162768866398,47.299012492799754
266,50.016748734243436,37.04979679029909
267,68.3554301518552,34.4349019899051
268,47.704681067363964,32.50702899576183
269,44.42011889027985,52.55233742415564
270,55.01743054676061,38.433065849219375
271,58.286906543548,48.6252515439894
272,43.65853836376725,60.90748130656805
273,35.22726477777509,45.09688010238655
274,26.751993231007656,29.321001737814566
275,67.30795353916405,37.21637286481305
276,61.00421998692076,48.150311274546674
277,72.06462894328268,49.26869803016555
278,45.1760948920665,54.912659562072896
279,42.6253056729241,63.312332631530666
280,49.187161194935456,56.523719861842295
281,27.995353403605602,47.98796292508509
282,38.82782204801728,55.63916390574197
283,61.40577666776521,43.33511327367009
284,38.31428829766502,44.48966300662893
285,52.603769873496056,42.66492489006311
286,54.17446680896474,49.77306768914485
287,48.8709773787341,31.899278822133436
288,50.47797908582833,64.29377949010434
289,16.298186466909304,57.424605833219466
290,54.07121155418544,50.222886228592046
291,65.26892915959841,35.34360529958906
292,31.72324117947827,50.79556725809189
293,50.27005424791877,41.64604329134835
294,48.537182983947744,59.382419671007064
295,60.78466248787846,45.38632134546905
296,61.329131017674506,45.59949092036423
297,61.711425621443205,33.11974312251451
298,65.3549282378943,45.66371143329515
299,57.45793354415332,63.58083705971637
300,49.75299072069539,42.509672026561056
301,52.97701618740774,71.69592076495691
302,57.0233042373015,43.90789180504725
303,53.27193917233358,63.70876644136357
304,43.37271298551203,72.31828349800998
305,65.21733238347308,39.153142857962735
306,41.65500771604126,30.833875600924625
307,51.0413933914905,42.639941209668415
308,74.96529476226405,39.52988999833961
309,58.04511450297939,49.398720004797624
310,35.91736439758404,48.66833881712025
311,61.50889943603902,49.58283701655434
312,50.05511622063914,65.84097819569521
313,49.452798335259104,49.11527164409965
314,54.90059025909534,70.94537594466192
315,49.859549949333214,43.99695585047118
316,41.10229343025725,50.865468052465346
317,48.37438096766604,50.12376851760081
318,56.742277564561,40.80041505764593
319,64.16654788414586,72.38897640979577
320,65.05297728820545,40.17093194354807
321,45.76534344473993,71.17458313881835
322,61.36649981200881,55.801119510491915
323,58.045142729090394,39.06730439617808
324,31.48185434253192,36.70767958435712
325,59.14137162786381,64.91505069909377
326,49.01829396378502,55.17081989291165
327,39.788810160264426,73.6985870235185
328,33.13280692775867,41.023652729542924
329,67.53472370254677,64.15411131270852
330,45.784180073312804,42.74227030030675
331,49.58357821203338,58.45087732430955
332,62.82352685810538,44.74622406523697
333,50.22491638137164,65.82372623241052
334,41.14242451732048,54.79062532225639
335,57.33015831031451,62.50098457151536
336,42.44973214169991,50.71120796183225
337,50.60369223037306,35.83997750645149
338,69.82256672235444,49.23479592703398
339,64.14661794596906,58.42904904174134
340,54.97864763428592,63.45103801465459
341,57.859497755908826,46.331312327189565
342,60.526953265684966,41.79440691040546
343,55.18890948256476,24.613179624902155
344,56.4106207076055,59.728413599320156
345,35.196718376047556,51.9310295816032
346,56.73994678818815,36.41925460238232
347,52.47126627090878,39.99804692425003
348,32.47726740329351,39.94930761314644
349,47.6206997621166,50.69280273668163
350,51.69091371984464,46.76107897247004
351,41.5850207776713,43.309640854534216
352,42.324731988376875,60.26762443276096
353,58.13328064713519,47.0478672469377
354,69.01661721343726,47.268565991152826
355,45.30883628902872,64.54259648725598
356,33.84972733469886,54.58788822859047
357,50.18086128452222,33.28186142420219
358,55.860930369955454,52.721322164190966
359,51.53378744195356,48.88916664571455
360,37.863385771828796,29.812538687199904
361,77.7169730172832,54.8274194398519
362,57.857683480022786,44.03566066014052
363,47.66834442442917,25.331916043975724
364,75.72686192213959,67.37038634604295
365,34.0007830689132,57.52142080965523
366,43.710741774696615,43.36951965624762
367,53.55101508727192,55.6330738159029
368,66.67294708813331,27.8841038430831
369,58.5523997677944,65.66704678217287
370,28.496552814130993,29.050821578618066
371,54.69223564145752,68.35495170245737
372,33.21421766321892,53.68218231645115
373,62.86811539603475,40.664764905271696
374,69.91231625493802,42.74711613203685
375,50.07171761771814,55.80193477008328
376,34.05909620062032,61.14972728182713
377,32.51422327672119,62.427448622900265
378,54.39928210103858,53.22104460266944
379,66.18666170924581,35.34478463500037
380,52.240276865559544,58.806640279878195
381,65.67765332156455,46.818500356151716
382,39.49068509874968,70.28953678878113
383,40.305379191616694,44.17009602817871
384,17.403342472372493,28.242557738741393
385,42.15825597553334,41.389966100421844
386,50.40293451727385,56.62263271102299
387,45.034401182242824,57.12237110489915
388,43.10818897301866,46.39678863415721
389,40.71013786017964,55.1400243474986
390,33.61388754469555,63.296316401467315
391,40.86161022215769,43.96476259384745
392,24.4469097237426,62.73411480008146
393,57.982601597700985,60.059430860022346
394,55.100817621359035,55.572604157634515
395,48.682775336956894,46.86869950642595
396,53.184156158642786,33.664171232066295
397,72.26994068005882,61.143541700573586
398,56.04068434208547,46.980761555104785
399,37.406165856396115,67.79411224685651
