unit_id,CropYield,do_SoilAcidifier
110,20.88681974351452,50.0
111,25.545890270650936,50.0
112,20.79997095267923,50.0
113,20.783143929987766,50.0
114,19.514908502696215,50.0
115,20.21865349585425,50.0
116,29.5788141062173,50.0
117,24.309457827247286,50.0
118,24.786243880860535,50.0
119,12.459416985836448,50.0
120,17.20854498547144,50.0
121,21.410206541880576,50.0
122,22.253443555348333,50.0
123,16.131283725534892,50.0
124,15.033924005604007,50.0
125,27.771565262793352,50.0
126,23.18096656305754,50.0
127,19.047552666997838,50.0
128,18.882529107220094,50.0
129,32.31435011456347,50.0
130,34.78616166214339,50.0
131,21.44671248230218,50.0
132,21.468619261247245,50.0
133,20.450236419095862,50.0
134,23.58187696324786,50.0
135,23.56437019081937,50.0
136,22.2681820495683,50.0
137,21.210452051959614,50.0
138,26.071464008389576,50.0
139,18.254574954805875,50.0
140,16.51409360481221,50.0
141,25.955384300277352,50.0
142,15.059185404042479,50.0
143,16.424779365369794,50.0
144,23.17845703188228,50.0
145,21.06613907193061,50.0
146,14.265416364650374,50.0
147,22.31165834621618,50.0
148,20.751472783743353,50.0
149,13.387605286086071,50.0
150,23.21502139058819,50.0
151,12.276437333147868,50.0
152,17.422914560124003,50.0
153,16.286331765848605,50.0
154,21.120135661283392,50.0
155,11.243509558863893,50.0
156,19.017859700251325,50.0
157,22.463079653445934,50.0
158,23.55662650798797,50.0
159,23.49416624643994,50.0
160,17.665529565825285,50.0
161,19.819198647189804,50.0
162,18.19285370376629,50.0
163,19.127525326994128,50.0
164,20.0977572525808,50.0
165,23.848965035973485,50.0
166,22.991845900211324,50.0
167,13.776358314107993,50.0
168,19.33696466880898,50.0
169,25.76944137842579,50.0
170,10.986935910656335,50.0
171,19.275790661569378,50.0
172,21.454923679140393,50.0
173,28.214946900556704,50.0
174,15.2492924964927,50.0
175,25.223861479408953,50.0
176,14.592341767625314,50.0
177,21.219664191417202,50.0
178,24.378859945555597,50.0
179,28.781864130491652,50.0
180,19.699990897444888,50.0
181,12.782297056057063,50.0
182,24.139675011762463,50.0
183,19.255396702566703,50.0
184,18.85934906068062,50.0
185,18.676765242009512,50.0
186,25.78923540188189,50.0
187,14.735880441789929,50.0
188,20.383741840879612,50.0
189,16.16502693927452,50.0
190,17.78528240485033,50.0
191,17.874141630503274,50.0
192,25.844197465258343,50.0
193,20.872548654747533,50.0
194,19.137309488753452,50.0
195,15.863567271124282,50.0
196,19.51749746434744,50.0
197,19.05427721217826,50.0
198,17.548661895857677,50.0
199,14.614145459167139,50.0
200,18.886927802704612,50.0
201,10.573337064510204,50.0
202,23.62711077769337,50.0
203,26.378316637517155,50.0
204,18.302899563575103,50.0
205,18.739869838717148,50.0
206,24.385644511798645,50.0
207,15.36338189584318,50.0
208,22.85732675209712,50.0
209,20.703262201835607,50.0
210,20.812117542109206,50.0
211,18.076860515664443,50.0
212,17.18941441933085,50.0
213,24.344669143758335,50.0
214,29.607859727375285,50.0
215,14.522847594238474,50.0
216,19.87151766181568,50.0
217,20.181485717842083,50.0
218,17.368615534934918,50.0
219,22.806645396654975,50.0
220,20.312862175881005,50.0
221,27.89671214534658,50.0
222,16.56621739435589,50.0
223,27.010125929128858,50.0
224,25.928554459218965,50.0
225,21.595440224809256,50.0
226,26.561672480378377,50.0
227,28.170445732494,50.0
228,19.423263537460837,50.0
229,26.189813323315192,50.0
230,22.590835119350082,50.0
231,17.605413235913066,50.0
232,18.910788586884536,50.0
233,14.104944661153235,50.0
234,20.652868716152152,50.0
235,17.890925160337453,50.0
236,20.388110210252457,50.0
237,20.457977203468133,50.0
238,20.199798783380846,50.0
239,26.232844024680944,50.0
240,22.439773938890525,50.0
241,14.11942104279235,50.0
242,19.407892399753912,50.0
243,19.259706786284458,50.0
244,20.065511977837247,50.0
245,20.704561646716737,50.0
246,18.092150562920086,50.0
247,20.859956494679203,50.0
248,27.845542505862394,50.0
249,14.411630894228097,50.0
250,25.24640349759232,50.0
251,15.949016854481316,50.0
252,24.21460413823463,50.0
253,22.798857937116864,50.0
254,12.53078762237803,50.0
255,23.752318823802344,50.0
256,25.19601642838659,50.0
257,20.69172632630403,50.0
258,16.2519628468774,50.0
259,20.61914101410671,50.0
260,14.385154528569524,50.0
261,17.08947625462441,50.0
262,22.199617564928232,50.0
263,16.04943178365933,50.0
264,21.936036069836376,50.0
265,19.814204436265086,50.0
266,21.465329908513088,50.0
267,18.012961301669172,50.0
268,13.422015507389991,50.0
269,10.091794154300656,50.0
270,25.2716393619298,50.0
271,18.554350635059794,50.0
272,19.872977699875527,50.0
273,15.795019345907491,50.0
274,22.838192140987342,50.0
275,16.24646615118383,50.0
276,15.843626235769833,50.0
277,22.27387523425271,50.0
278,19.49417243361364,50.0
279,18.834049384168537,50.0
280,17.094261028059165,50.0
281,22.750039655008518,50.0
282,14.665179550684822,50.0
283,21.307233239492938,50.0
284,15.988316999971207,50.0
285,21.578535407460564,50.0
286,17.59127963514997,50.0
287,8.282034912009529,50.0
288,17.829280623785277,50.0
289,16.00936366455426,50.0
290,22.256112821181752,50.0
291,25.335355164119772,50.0
292,22.49101005370058,50.0
293,7.912872625356602,50.0
294,24.056856947086395,50.0
295,17.81106029925076,50.0
296,14.810677711870436,50.0
297,21.3569376992925,50.0
298,16.31376439553559,50.0
299,18.115112181983353,50.0
300,30.791408487929438,50.0
301,20.00038712715301,50.0
302,10.267830951969849,50.0
303,17.419982136947986,50.0
304,22.73305731259711,50.0
305,17.44140118210842,50.0
306,21.406294229164857,50.0
307,16.929774302558375,50.0
308,17.259092863262648,50.0
309,15.296786446408774,50.0
310,21.91918590264747,50.0
311,19.154902151696078,50.0
312,18.71037701026871,50.0
313,22.407012155420155,50.0
314,16.64947726166516,50.0
315,20.3871774227892,50.0
316,21.333938827904916,50.0
317,21.626093237237384,50.0
318,25.671853005661134,50.0
319,17.868313183543908,50.0
320,23.976982553314247,50.0
321,18.803397237272545,50.0
322,19.64354447427441,50.0
323,25.241179432385845,50.0
324,17.849043069421093,50.0
325,18.15341039160392,50.0
326,14.666927397136053,50.0
327,25.03347845994348,50.0
328,16.842859382881095,50.0
329,17.026259402754494,50.0
330,23.182754937751145,50.0
331,17.808928411260773,50.0
332,17.85567928574434,50.0
333,23.959506254068575,50.0
334,13.230446881889252,50.0
335,25.948843466311686,50.0
336,15.358114587169336,50.0
337,15.998836057695726,50.0
338,15.516475629129657,50.0
339,20.650956844772423,50.0
340,24.40983229312887,50.0
341,25.133473938683828,50.0
342,16.321589598760703,50.0
343,21.671905522257127,50.0
344,13.889002613653892,50.0
345,16.411015301836084,50.0
346,14.881933982924924,50.0
347,21.93072891507956,50.0
348,23.84371028257231,50.0
349,28.67897691266379,50.0
350,15.456812424297071,50.0
351,18.462208051924158,50.0
352,21.22938829259761,50.0
353,19.851837969899552,50.0
354,20.016409813898232,50.0
355,20.168050429119837,50.0
356,17.154601647810967,50.0
357,16.647891432074722,50.0
358,26.35457820838909,50.0
359,21.976087921017168,50.0
360,21.306481185700147,50.0
361,22.85721956111535,50.0
362,25.948256146328113,50.0
363,22.568694676100616,50.0
364,30.566846985500984,50.0
365,24.517436866071357,50.0
366,17.388828218244832,50.0
367,26.28310959401465,50.0
368,23.74439235684162,50.0
369,27.98164524162976,50.0
370,22.48282442529513,50.0
371,14.299498317192215,50.0
372,18.36346595937591,50.0
373,8.408350482528085,50.0
374,25.961804981814602,50.0
375,22.604905197359678,50.0
376,23.071794928746993,50.0
377,28.550123601228883,50.0
378,20.18201302543381,50.0
379,19.37419505901728,50.0
380,27.61044923445801,50.0
381,18.46427036223121,50.0
382,21.094339368453703,50.0
383,18.88149010000062,50.0
384,22.91086206655342,50.0
385,21.33338368911652,50.0
386,19.83682337135959,50.0
387,13.544385918363105,50.0
388,16.143787027105216,50.0
389,21.106965351053475,50.0
390,19.855777982704446,50.0
391,19.031956283147252,50.0
392,21.844455304586244,50.0
393,23.642359673111073,50.0
394,20.648217677189173,50.0
395,18.00756160786533,50.0
396,19.591141652318353,50.0
397,21.3830144419602,50.0
398,27.202718146120574,50.0
399,23.4746457555048,50.0
