unit_id,RackInletTemp,NetworkTopologyHops
229,47.40008477157054,46.530138482705894
230,50.41035034676781,42.759537492231445
231,46.78457060812472,34.319896867024
232,51.695497960675816,54.63391340808518
233,51.78741361428345,56.94325446966739
234,63.96737828999935,36.85591974762939
235,79.57826525874918,38.72594670390597
236,39.3156590353253,31.89243175195515
237,52.37972424121272,60.64868261191486
238,46.911332615076766,29.491619525888346
239,57.93718398228238,27.12128386096847
240,45.05745294618055,46.940375563871505
241,56.62566534726416,71.50427853259276
242,72.98603710702328,50.43249555282539
243,48.50748069253172,67.22125561411961
244,61.64338892752544,54.655672295546154
245,68.98396736490218,32.522156572678696
246,42.3647963402567,23.8495086025218
247,51.797185621623974,51.30268141935981
248,68.88627911165874,66.54113528862668
249,65.21902595273664,30.554395213547497
250,77.24067037483825,50.91613540465452
251,42.94348334785104,40.96376920668798
252,74.2451594100031,54.46204174323142
253,51.88686035072327,41.29212520029321
254,44.25852958860969,74.96918841277432
255,65.32756068980598,51.77556334449536
256,58.22283653932631,61.63982711506379
257,75.07372660381598,66.90666731185425
258,66.27344004639983,31.54436141507848
259,48.124677186211954,65.65344511152603
260,70.90414146893174,30.075482683824347
261,59.151393211203484,31.143992043297278
262,51.37469928447041,36.33898633516048
263,40.60234186451904,50.748262093209576
264,51.20491223176104,67.54017399301932
265,60.75333133971098,59.25022250211732
266,46.654844597847145,34.22084705775512
267,60.8943030574801,38.03845926827666
268,45.23046717488336,40.34309426927301
269,96.6796743837108,61.06169410659584
270,66.21123604206274,64.04264785232863
271,34.12632599730156,36.721102360614516
272,42.377165570440376,62.68879766803249
273,49.353623268226386,64.87456743867118
274,49.954958311628566,47.573596873378335
275,32.93310343757775,40.234961558614756
276,52.85503266449161,51.25062626779912
277,40.017769287026276,56.05931277101793
278,51.8123648568644,57.231546207561095
279,61.53591191157241,65.57003685637537
280,55.04699427830539,39.026986956094625
281,70.41309415140738,50.24620144506477
282,55.813775378978484,59.80805947783825
283,60.52171681044446,60.62538228142483
284,64.00791239457513,52.269642227941745
285,46.83741485256522,53.267262221891215
286,57.141150487162875,42.84359470343833
287,39.464778046070336,65.06631477830192
288,54.069670682646276,54.92461017377229
289,56.81068384964836,39.54664497451379
290,61.15565077270362,51.584706190307806
291,45.42659495552839,38.40399163797897
292,52.175750978671445,40.465062893614494
293,58.90237173683099,43.03526404781833
294,57.1291169037541,54.125394901884285
295,66.46895786331416,56.464561275546686
296,56.053886611411045,58.323348054610776
297,57.72344652356296,29.19388812413104
298,60.51662071457743,37.661751502449526
299,45.498178619483085,71.18413748478902
300,48.614910661698055,32.124517813446914
301,49.90292270129714,47.50444141975554
302,72.702308890268,22.95377957557067
303,59.02229102803479,57.71666406452329
304,51.53396911308821,48.33724319241366
305,60.53202765634742,44.925719774471155
306,31.10142697842119,58.496920647290715
307,48.09259552956573,46.89450586531144
308,47.46080994139084,60.967134285806985
309,61.052865436880154,44.67055279006385
310,55.68577158195402,65.6752016063264
311,76.61271202641453,63.391878261745944
312,59.287627671561495,48.917078873535424
313,63.463307190318304,35.94071120646708
314,51.536875257371406,38.77930381946162
315,75.81027919576528,54.09352596141519
316,66.35048338884624,37.864963563814555
317,62.48133687105257,47.959154752228756
318,54.175850359568244,34.85809511284111
319,49.22367653441403,23.638111348230396
320,56.334954833286154,44.24710331352943
321,44.5989217702568,32.67325695189286
322,63.37986283256866,52.91404906295708
323,44.06077883901553,66.0486170806426
324,48.54751475550519,15.42417771672557
325,37.400427516009465,60.39560695692269
326,44.179398131443584,42.74264028228198
327,51.89982236913376,80.97255509142923
328,66.42820004756915,53.09334395317607
329,70.84460746943454,45.241321491062
330,60.01315992357342,37.077428619383845
331,52.762274104429586,35.518625690341146
332,43.52925715411393,57.92638052158414
333,55.823630308889555,54.014498097602555
334,66.35973889398383,55.429011828957854
335,41.051237820403955,74.30252009836946
336,63.65934118921371,49.62923843640023
337,58.491749159542266,60.25264672028072
338,64.09400162564424,59.97808916732806
339,54.76503934729351,61.90346982052782
340,41.63402525734458,51.1508315085146
341,64.19734159955384,55.53528358759743
342,75.86556984866073,54.31106261656895
343,52.2010199670443,45.89229100261221
344,70.55277580356879,42.87580853337515
345,69.24502162270164,68.67633778016342
346,50.23635672743058,58.57818347214264
347,37.788918838569614,25.609698792369823
348,39.940849212085276,36.97052173709648
349,64.17771061905144,38.79740444987981
350,40.86339741293223,40.68379426525859
351,52.8569980761915,43.35643109668308
352,25.008347145945702,31.61355041036684
353,55.32349983100616,59.883987600485234
354,59.65341598057733,51.44880476354484
355,54.68797421090483,72.996909992398
356,38.22704373576926,50.4163923032112
357,58.936861137877315,68.46174651192973
358,54.14618929735271,67.72333574549826
359,38.74381981643266,52.23671851459082
360,59.42521410949011,40.303258909086765
361,46.32569509057858,29.59685678956616
362,81.62492050013283,57.015991110394765
363,57.10736073941465,53.45987530275168
364,49.89243732658626,56.93196416885564
365,53.19462677124835,32.60712063697901
366,59.9224355736604,48.359082312668725
367,69.8353399853956,49.50613627531506
368,46.436578200620595,46.48693149438698
369,79.15838314024795,72.72956586440282
370,53.48968904470797,57.48833558957543
371,54.14832982422562,48.51500626089091
372,69.75007584721706,54.70902287642251
373,56.629438418378314,80.69016162228455
374,43.47412821602679,35.712777550628275
375,48.67383887696076,39.6700482570882
376,52.89528482913458,43.525207276253475
377,63.30578356194333,52.258147784956364
378,44.01062251422433,45.81184482764788
379,46.18056937928452,70.55925457450118
380,66.09472974560066,46.258011568639574
381,30.314068689862214,41.53601588121817
382,39.92026172243965,54.292236137722014
383,48.720398280060245,50.50558023762587
384,49.21414296056082,48.34698814211164
385,46.3763352206952,31.16528921371218
386,60.44042588775483,44.76049314720418
387,57.94131076549441,57.34193184642496
388,65.80036104160256,28.702380401533894
389,59.36421003717884,50.48478124259778
390,57.10862927196697,32.488183648270805
391,44.23814639990754,53.5737456811542
392,70.75396720517168,45.011540150551795
393,74.81433241371587,35.08134408889219
394,48.90392922901283,51.90468801956505
395,64.92566417851052,58.211460955902744
396,52.70916507147719,72.25137751519856
397,71.89631039765351,57.93396383550296
398,46.41117766032489,71.13109595523973
399,49.4748223275592,72.62791902768188
