unit_id,WaferYield,ChamberPressure,do_set_ChamberFlowUniformity
91,17.06766824291907,69.2013493470878,85.0
92,22.332901167819614,79.64134013052887,85.0
93,15.963524916921104,54.19626966449858,85.0
94,22.317551563835757,80.00883734789254,85.0
95,20.29861338501275,68.66542408929536,85.0
96,23.655051048060567,96.483247004567,85.0
97,19.901184200933507,67.20472820328277,85.0
98,25.765523219176178,68.49524518643345,85.0
99,23.180226565388047,71.31782232356738,85.0
100,19.58597367109759,67.04239653203125,85.0
101,17.62905618215522,83.99384354109195,85.0
102,25.058773319265235,61.04747603590646,85.0
103,21.461884161722168,68.8652770167419,85.0
104,22.66078441765165,77.16740291250095,85.0
105,27.33496728493374,81.14085186170331,85.0
106,21.482272788919413,86.63771580827454,85.0
107,19.72048812057487,75.65796287453819,85.0
108,24.70956670699983,92.07693540793767,85.0
109,24.021381956318038,85.48448732444338,85.0
110,16.948827604788136,81.40868556496557,85.0
111,29.333238667044867,85.18091901330038,85.0
112,26.75878674579402,69.69511933126672,85.0
113,24.069554707302167,79.07764540069519,85.0
114,20.976294884791344,101.41615729788141,85.0
115,33.85964525991895,90.2002686938589,85.0
116,19.650064351897335,62.42058031577986,85.0
117,24.656104211156936,74.9644248488736,85.0
118,25.413844709164284,59.243189061325964,85.0
119,21.393682087427138,61.16219402297036,85.0
120,22.96997819230411,73.85180969579456,85.0
121,18.938787011404916,63.644241812704884,85.0
122,20.245510463610135,76.491995692029,85.0
123,19.201830547111637,72.84581564379367,85.0
124,14.860714643836074,79.93810981030849,85.0
125,23.78347946800126,67.83806314429661,85.0
126,15.212993730428899,64.11163698217936,85.0
127,23.04250910434896,85.9965783009517,85.0
128,21.688136013841273,77.97099724868391,85.0
129,26.604071229616,91.11362743729829,85.0
130,26.63104694358629,81.64002462532355,85.0
131,23.40782680060854,61.338985906960346,85.0
132,23.84898580502936,60.484361608006154,85.0
133,20.020169043644547,70.36305992404597,85.0
134,22.394740280588106,81.91469738306931,85.0
135,22.4120514813244,75.49264049944436,85.0
136,20.972580118741487,72.00434201639256,85.0
137,21.59452804700893,93.3339753938313,85.0
138,19.953983807171152,51.59523130226473,85.0
139,23.493754179651,77.90290013872956,85.0
140,21.26981986108116,87.69102786840135,85.0
141,21.02891344432312,74.51292462555399,85.0
142,26.426579144602165,97.11616337150932,85.0
143,17.03801072984502,59.18072772042323,85.0
144,19.77407943137493,62.43485348567885,85.0
145,24.885019002329102,73.99277758428804,85.0
146,24.300106934997036,95.23315813004206,85.0
147,26.97036438558565,74.96731758759378,85.0
148,19.35207801965339,77.24046967938186,85.0
149,29.237785100604643,79.57620527563057,85.0
150,18.221497618556796,58.9636228276104,85.0
151,25.711473410374317,76.14333773692273,85.0
152,21.845947461317593,89.37300167555537,85.0
153,25.923242407606136,60.820947797161395,85.0
154,31.529465674105744,79.08072795439118,85.0
155,28.993650244931636,84.91687887545666,85.0
156,19.749973860529096,80.7776071679598,85.0
157,27.49711451018782,70.3933572054371,85.0
158,26.667757156120977,79.79572051146597,85.0
159,27.508415481579043,82.48876846150671,85.0
160,24.43717752940501,80.51135688629874,85.0
161,20.525944987021035,63.443056100700865,85.0
162,21.87855957558574,77.34782624204007,85.0
163,23.949753542039197,72.27758298683418,85.0
164,29.619435812425365,81.11420162560631,85.0
165,23.49632522710051,67.48041768902614,85.0
166,16.93544848831809,64.38031443932113,85.0
167,23.185150940315957,68.33918203690936,85.0
168,18.84639860924002,72.1678455141194,85.0
169,21.887299806825688,83.01527422733825,85.0
170,25.59254895326982,74.38446418505302,85.0
171,25.342011791599614,91.05685347456584,85.0
172,24.63325019751218,70.53207013335094,85.0
173,23.32010305979651,66.98254572019573,85.0
174,24.581178355507145,80.97150835152615,85.0
175,23.50584025478049,87.45764943566743,85.0
176,22.468527619637186,80.84855013978081,85.0
177,20.338807536678917,66.9705122367432,85.0
178,22.02774996759647,74.30221870661492,85.0
179,20.65519404829364,79.36237791001142,85.0
180,30.78023615794944,89.13132734207679,85.0
181,23.72355879863254,66.51599302517506,85.0
182,29.61991649496347,83.05738407178573,85.0
183,19.173208801571306,80.8568529832973,85.0
184,25.349084220553422,69.04086206497865,85.0
185,21.711624986994586,65.99921409821377,85.0
186,30.17094876560548,103.58117684200548,85.0
187,18.468460692286925,69.80529161276543,85.0
188,16.91222758186582,73.8825209316133,85.0
189,28.33023553851473,86.56595671990038,85.0
190,22.532176376863134,88.03745455940408,85.0
191,25.719883346585473,84.65617685513898,85.0
192,22.486284445180864,79.33522210432375,85.0
193,21.713607784354153,79.56596394987154,85.0
194,22.395451227223706,66.9500306008054,85.0
195,19.40281418779961,72.07615148397147,85.0
196,19.414549426937015,62.25018832451617,85.0
197,18.920603709759327,76.06225360182732,85.0
198,25.15164099392677,78.61546839620104,85.0
199,22.86611841925147,69.25548032827507,85.0
200,16.85323230826792,55.961852266217,85.0
201,23.176816371724147,79.62559445284695,85.0
202,21.91291839768889,72.3555942909795,85.0
203,17.212850320553883,85.35542985556155,85.0
204,25.50483907313576,76.37347792199344,85.0
205,23.245602713470504,64.54076431545055,85.0
206,18.741812800650163,76.03889010377279,85.0
207,23.98119744933762,66.5900326918607,85.0
208,19.186699440500387,65.01928646149833,85.0
209,21.045334045755407,68.13899972749398,85.0
210,19.006231500335943,61.89029702646048,85.0
211,26.080393434124247,74.26470201654585,85.0
212,27.703116537181334,82.70989012036151,85.0
213,19.25288372884472,72.28742055417914,85.0
214,18.761579312009648,73.07924665711167,85.0
215,23.133890460084473,73.63731035525699,85.0
216,13.915600138339844,77.65775007312047,85.0
217,21.875842803152526,63.967790861523284,85.0
218,19.581637204773862,72.51973444946742,85.0
219,19.698891539694273,68.99352413356242,85.0
220,28.242027503861834,81.58861660519706,85.0
221,31.57566572962513,72.84202346260204,85.0
222,28.33638546244462,74.30751617723914,85.0
223,18.574107020004753,62.12443787075302,85.0
224,26.20227260335473,63.754795944763856,85.0
225,26.65971176430316,79.62789089647974,85.0
226,18.38082385637016,76.00413030587424,85.0
227,25.734114252338582,65.99499327122936,85.0
228,22.219531731900005,64.60693518236664,85.0
229,21.59739183612643,72.16133798441567,85.0
230,23.825345901688276,65.58484301933557,85.0
231,18.41713424198648,90.73738945020816,85.0
232,23.846008611494117,83.29363362262144,85.0
233,20.75086692383408,58.47006323308963,85.0
234,24.69590460849277,95.03816869111716,85.0
235,21.791349584446593,62.913614785709164,85.0
236,23.432402641929755,81.14852106669271,85.0
237,17.734288432066748,88.16856413277897,85.0
238,24.983620437142008,70.63992158025371,85.0
239,17.72511255601811,67.29511236211134,85.0
240,22.92268089815583,78.13760897291162,85.0
241,21.68391341530087,98.89594873670896,85.0
242,22.770543493355536,76.04886257577269,85.0
243,24.40837172946307,81.351787243848,85.0
244,17.51045258410806,75.67245576959424,85.0
245,21.561861728110415,89.32142182458647,85.0
246,24.0999613570659,88.85053244433051,85.0
247,18.682099288202522,66.07677708974884,85.0
248,25.6038611222231,73.66110750687848,85.0
249,15.955673934545963,67.9701251692571,85.0
250,29.218624971424674,88.0074080025013,85.0
251,20.421624903372926,51.11772619886451,85.0
252,17.434409933322925,73.20386950315498,85.0
253,32.70640497691509,88.35096741002181,85.0
254,23.771205100154607,82.35957243508201,85.0
255,17.540028399825857,67.51643754884724,85.0
256,26.06682846521376,74.63606923143169,85.0
257,20.46722539217069,55.93157557222534,85.0
258,12.348229814614816,61.55117349266109,85.0
259,27.505426511690505,78.15941106060524,85.0
260,18.05513276389137,69.74891598085293,85.0
261,22.626253704204274,74.68413644203436,85.0
262,22.854391416828964,55.856073134227124,85.0
263,26.285156171818276,96.67770293080575,85.0
264,23.678190340035673,87.89377185333028,85.0
265,21.691423924296426,78.09697577805511,85.0
266,23.817536357559497,73.19686824263472,85.0
267,24.01012817117041,67.50903773327369,85.0
268,27.347507435480946,67.68156439923798,85.0
269,24.80052950908357,71.5563966874895,85.0
270,25.77146246397303,81.41306653920569,85.0
271,30.48582326774791,74.89213082833287,85.0
272,23.020465197250008,68.76952294225856,85.0
273,21.15338807615812,71.97194944704037,85.0
274,31.13360201253701,79.28244701258328,85.0
275,17.725266375058975,53.64948779264733,85.0
276,21.155616046011296,73.7914404381996,85.0
277,29.200220471526134,91.9203281627418,85.0
278,24.970741616784252,79.93370667974122,85.0
279,21.382578832572516,60.98118022318763,85.0
280,26.099884739756305,86.232670580774,85.0
281,25.6349294747056,81.90395292710859,85.0
282,26.55291464545107,53.311098201895035,85.0
283,25.345850580249284,86.90970077656856,85.0
284,18.998993797019985,67.12221625909092,85.0
285,23.310461865775476,79.727347517081,85.0
286,29.965254597822664,83.04258132194629,85.0
287,24.523661788064363,69.71608972796781,85.0
288,26.876155541054203,106.00245623342084,85.0
289,21.504295238330734,79.17943624341713,85.0
290,28.188001009523834,82.71536495445656,85.0
291,14.0740546446978,41.24687183237985,85.0
292,25.858420413377992,78.67590035278741,85.0
293,20.06889986607139,69.30929019358015,85.0
294,16.656950625178876,70.10951371352418,85.0
295,28.79144652645744,97.25926406223505,85.0
296,21.967172007519594,54.99231494189059,85.0
297,25.61179073005134,63.50657833694508,85.0
298,24.12410782896514,79.73569814984569,85.0
299,32.885723765295516,100.64173180026143,85.0
300,24.025178347969273,80.69396209600458,85.0
301,18.475308684940494,57.58782732375084,85.0
302,20.786915378230873,73.87673687551157,85.0
303,24.151634876068535,94.75133634553977,85.0
304,25.245672010760316,62.141205596948105,85.0
305,20.31049604562085,83.48104928419947,85.0
306,16.75823545457714,75.66473765167753,85.0
307,26.555983070068336,89.45490095130337,85.0
308,25.39124343221112,91.55857654825566,85.0
309,23.281554114727044,80.68873015187854,85.0
310,22.891094167447488,72.14322944752982,85.0
311,23.47964069972177,71.54442112638468,85.0
312,22.981097795915435,95.75067608342749,85.0
313,21.596822788056585,84.29231869215509,85.0
314,22.50769932241848,75.48771578950497,85.0
315,22.687260410100603,68.86884253102002,85.0
316,22.251458899513292,80.75558469517078,85.0
317,24.459489998229834,80.15235909663856,85.0
318,18.585757925635736,61.18634185737052,85.0
319,19.692625776602846,59.83498402572811,85.0
320,21.019518649281277,78.36068252336402,85.0
321,29.072401139162793,70.84869736931715,85.0
322,25.292199294525872,66.20392220160167,85.0
323,20.313061049318637,75.04651549612336,85.0
324,25.58298072012097,65.24811995252907,85.0
325,22.409960201567095,94.94298657600777,85.0
326,16.592842520900177,64.34968770056214,85.0
327,18.11706352188704,65.02971398615799,85.0
328,26.249746519268626,71.74844523899532,85.0
329,19.054002374642803,70.03580493620349,85.0
330,27.981807561571145,91.7374672546927,85.0
331,23.303958583877154,78.45560971399658,85.0
332,26.609659868159945,58.44808810867698,85.0
333,26.500562725886475,86.7666904260471,85.0
334,25.198819800852707,68.70609009063953,85.0
335,18.82696509513685,93.62844249170213,85.0
336,21.27710126997617,87.01867822300224,85.0
337,27.99311282643052,78.46582421099635,85.0
338,30.917710267088435,77.97658914799932,85.0
339,19.849947400403735,73.77174237028179,85.0
340,23.64073996894302,69.7567952457331,85.0
341,19.132131980609586,72.25489253067462,85.0
342,25.044685310096938,75.97518248784989,85.0
343,28.713422064309132,80.3474464057934,85.0
344,29.243929694499684,66.85642247134099,85.0
345,29.845712946360347,72.22148463924736,85.0
346,23.36946318245254,83.94754153009264,85.0
347,19.962699775451764,67.73453049793977,85.0
348,17.95440368829613,73.45058261396117,85.0
349,14.648402753250872,37.84960820795858,85.0
350,23.331568451700832,97.74186945593983,85.0
351,19.72083273485748,74.41217948980187,85.0
352,26.78482724565381,74.16823591724179,85.0
353,26.781541843333034,69.63617659163252,85.0
354,22.757490024566778,69.79117838861956,85.0
355,23.140419847978418,80.70645926407674,85.0
356,26.78046924004466,93.93808800204225,85.0
357,28.39392351693753,95.30890963403725,85.0
358,18.896984666627816,73.8478831998953,85.0
359,26.267367619256927,81.73811538475971,85.0
360,18.98817518219947,60.46115404787576,85.0
361,19.0608485764887,71.09460539061561,85.0
362,31.89253663118162,86.49054052667009,85.0
363,20.561354131693438,52.61330942757807,85.0
364,22.738097753104185,70.09928653267166,85.0
365,20.85579185760395,50.01051821411285,85.0
366,15.236706873771201,44.282814507934695,85.0
367,23.57463295307655,77.77510331044266,85.0
368,21.176015355545907,58.98344706618392,85.0
369,27.767669346363782,80.30146064381798,85.0
370,16.675506071042314,68.4544076300454,85.0
371,24.009813730736187,85.36777586441994,85.0
372,30.638285714552097,98.16066019503465,85.0
373,22.36014982091367,80.33302492744703,85.0
374,22.051497130140667,79.28855089719887,85.0
375,21.465547370499344,58.97824360331533,85.0
376,17.2837503293589,70.77425020016368,85.0
377,26.56889857000864,76.50523623831204,85.0
378,23.063552842940734,77.49565476126982,85.0
379,23.58060678393725,82.18380766260087,85.0
380,24.626233816109803,76.09355042124143,85.0
381,27.28173167868594,82.31830005568808,85.0
382,18.434820701514095,73.77869821836471,85.0
383,18.728156225828034,73.25968404467203,85.0
384,26.72675111789202,67.78917770686887,85.0
385,28.81111991258884,85.0698285254727,85.0
386,28.898120664258823,84.08025528619298,85.0
387,20.436480703798395,70.8753980427419,85.0
388,20.22883966286957,68.9517475307413,85.0
389,28.97651836018462,84.62516110745068,85.0
390,20.02096828800271,70.14404413275142,85.0
391,26.82977082980464,89.12436019150229,85.0
392,18.967475297268066,73.62770364268013,85.0
393,28.71283305694787,69.5057917921943,85.0
394,24.38496893892858,67.28714291940597,85.0
395,20.643586631835944,80.11935700557379,85.0
396,19.027139377372936,31.28577297087476,85.0
397,27.17065678563758,79.09126300960298,85.0
398,21.666987909951676,62.29733625564803,85.0
399,22.056398075693554,68.81528966992012,85.0
