unit_id,CapacityRetention,ImpedanceSpectrum,do_FixElectrolyteContaminant
83,-5.664512900075584,34.21415103564743,100.0
84,-23.631861247554898,36.38692124975306,100.0
85,-14.28783606630131,64.17184650775278,100.0
86,-7.145225320846291,30.03798909440156,100.0
87,-12.10432099318553,48.19485802014735,100.0
88,-19.228883424515686,48.959171742301486,100.0
89,-18.86703752178786,62.726330959047964,100.0
90,-31.312077348218395,49.24794551160087,100.0
91,-14.9158155383531,60.73123101396874,100.0
92,0.796173097656302,40.28009729248193,100.0
93,-12.26139104581431,30.589103849015352,100.0
94,-11.947169795600992,48.45615331052425,100.0
95,1.60779816293127,30.510051893407386,100.0
96,-16.05382932767188,45.57923792926233,100.0
97,-9.604378489546622,47.51525151557171,100.0
98,-15.108992149406358,55.1333610222493,100.0
99,-31.15299510437773,60.06832881401617,100.0
100,-15.220188573099847,34.10093495587985,100.0
101,-3.6999079217185598,53.86627865143334,100.0
102,-0.27651470015784707,31.080042669114313,100.0
103,-3.0819906326325706,23.735030087342587,100.0
104,-3.554193724749501,17.413749261414036,100.0
105,-12.00573800502802,45.97793308780139,100.0
106,-4.946925547647736,42.91782526653778,100.0
107,0.44428044827728774,50.23619782226867,100.0
108,-4.2193119225282345,43.99466714971316,100.0
109,-19.355437079158197,64.17762560258572,100.0
110,-19.104197643541834,51.85873064307753,100.0
111,-14.068566987374952,42.931307112006586,100.0
112,-28.26600826797769,42.46055964068186,100.0
113,31.775156239875933,9.283015292893392,100.0
114,-6.402579323370721,46.89234063412436,100.0
115,-3.5315909787567046,29.435025802220977,100.0
116,-0.8842286294817311,38.28562643851931,100.0
117,-10.51864449473079,20.54416026895735,100.0
118,-0.9823544501226089,55.01370061891203,100.0
119,-13.81493351841221,38.96575063377007,100.0
120,-0.7370876441603575,21.376728865016496,100.0
121,-12.05815432685654,32.56557209337235,100.0
122,-4.498385410745135,63.58082956005471,100.0
123,-7.855005198271028,27.619413158808047,100.0
124,-9.594345427865369,49.446290049724574,100.0
125,-17.665592472549164,58.25506696777893,100.0
126,1.5529756746291898,32.858919307453824,100.0
127,11.067565107402142,43.92048097633689,100.0
128,-7.89033342415228,55.29701807753469,100.0
129,-3.692295699990849,44.454008703990645,100.0
130,-7.304404446592088,42.865045654700886,100.0
131,10.90600904134256,45.72406230878327,100.0
132,0.6646965470739887,21.331699768751147,100.0
133,-6.694827470134669,45.41398686012761,100.0
134,-14.343107600248182,46.67293579128749,100.0
135,-2.4853922847897554,27.728405532350905,100.0
136,-1.4369981144183868,35.9133084039579,100.0
137,-8.107359935716492,43.65537477948167,100.0
138,1.8447263798025184,43.682745569335445,100.0
139,-9.987674526457502,57.630448090063204,100.0
140,2.0689390743605056,42.508534600538816,100.0
141,-10.186901926762232,34.36165569099131,100.0
142,-14.641169776663103,61.58784832417753,100.0
143,-9.14759255328087,32.560854600455585,100.0
144,-18.79697333728392,52.82530733754211,100.0
145,-5.057498785453809,49.41902451840792,100.0
146,-9.942150081678381,62.93552610865491,100.0
147,-1.6828494285550606,25.930169631283583,100.0
148,-14.195169044853461,50.594169252931316,100.0
149,11.298795980291263,38.54546760177686,100.0
150,12.391391571513186,20.933890503540354,100.0
151,4.551989678808286,42.057920247575986,100.0
152,-9.01503226257644,66.63188961109299,100.0
153,-17.201347990948708,52.75648756702224,100.0
154,3.2222327195588285,24.505488944263917,100.0
155,-19.275897940609863,55.96212559007736,100.0
156,-35.789099799883445,42.330577251905915,100.0
157,-12.329968083798873,63.40020853506349,100.0
158,-16.482049244168916,44.3365255954284,100.0
159,-2.169807820669888,44.72727575799983,100.0
160,-0.6517237167421186,32.437697032991316,100.0
161,-7.179574601805068,38.621465193419326,100.0
162,-11.839057708161349,46.73072976003072,100.0
163,12.563191189073972,20.416301416455262,100.0
164,-0.7921751888812132,37.18229564629013,100.0
165,-8.237595156965032,32.99269080685376,100.0
166,-24.749920057575476,59.85561190064513,100.0
167,-11.868474044000195,37.70829605437474,100.0
168,5.049550767844516,27.503118930629,100.0
169,-14.197362394087037,36.39491309290687,100.0
170,12.402156543269664,23.151947175894435,100.0
171,2.367355647195578,17.78801297711648,100.0
172,-6.360641447248176,41.510906294387496,100.0
173,-14.608804534104003,42.31431445291604,100.0
174,-12.58241792318812,44.58756881089364,100.0
175,-13.386032987361641,34.61565060070994,100.0
176,-15.22760265289998,54.55328810607119,100.0
177,-15.312875641967578,34.8043606640867,100.0
178,6.893975673091297,40.446020876291115,100.0
179,4.962233601527451,51.471674974281484,100.0
180,-18.350096256115073,37.99231885800594,100.0
181,-7.200649964101935,54.640873984410774,100.0
182,-13.02858871254565,42.06003709972395,100.0
183,-16.65019100997107,62.511195570991134,100.0
184,-7.799391125731903,62.64409707366693,100.0
185,2.488314601376008,25.533448402232064,100.0
186,22.767507431888813,11.997952489251192,100.0
187,-20.654081436664427,50.12880004205726,100.0
188,-16.88065270128279,33.4946109995134,100.0
189,-20.002764691298303,63.87257578347851,100.0
190,0.833212959711982,33.2722982010847,100.0
191,-12.93138407325753,53.076010189510974,100.0
192,-28.445627538446303,33.87426188639475,100.0
193,-2.322610732887627,50.28277669495866,100.0
194,9.664180559017653,42.51295147551091,100.0
195,-14.823641914797944,51.97371980709458,100.0
196,7.6102672435846825,34.486893681676435,100.0
197,-23.3206899955512,48.18790877227505,100.0
198,-11.34210673682444,51.87104937904357,100.0
199,3.5822605970371892,34.87010195967571,100.0
200,-16.61676540391524,64.31028002780148,100.0
201,-14.0748375788125,47.956723950561106,100.0
202,6.440591665884001,30.998541610042906,100.0
203,-24.504324781858212,52.45099929944771,100.0
204,-17.407064317184822,48.63733894222588,100.0
205,24.830053282616518,16.76163896251803,100.0
206,0.06272739445585085,33.557713204443466,100.0
207,-12.058077739491168,42.490745619378785,100.0
208,-16.646446521483043,51.72155281525672,100.0
209,-23.608989442553163,50.06160926497824,100.0
210,-16.81922918070586,52.4712761670191,100.0
211,-21.80031309980849,53.58195609231094,100.0
212,-5.6581482462168315,9.018297992035151,100.0
213,-16.397927776977046,67.57417875483323,100.0
214,-17.264053327400582,62.96540101206597,100.0
215,-23.869085174791927,56.56543615804212,100.0
216,19.47225118523448,13.345479635446495,100.0
217,21.649218340033066,23.68072491910406,100.0
218,6.165746100431001,17.99404128859348,100.0
219,-0.34077086711920757,18.766648212087517,100.0
220,-14.397501183797003,29.744291282378803,100.0
221,-7.133437572761457,44.316972853657845,100.0
222,19.817898048194447,35.36218890384339,100.0
223,-0.3070842769313506,35.43618648917245,100.0
224,-14.03660921048165,47.86746711330133,100.0
225,-8.78847215761279,42.60348332845515,100.0
226,-1.7634114776386223,45.7874240780265,100.0
227,-4.399811703272245,36.48368026630995,100.0
228,6.817224722103087,41.3702454594806,100.0
229,-14.205448306501385,48.570985601887465,100.0
230,-2.8763789966655446,63.07240723682763,100.0
231,-22.334161422929764,32.67908452702727,100.0
232,-17.62675857802817,51.952728442115664,100.0
233,-4.573001219062174,37.91900219848648,100.0
234,-37.57500306637248,63.74157808583442,100.0
235,1.1952515201669487,30.571314632561464,100.0
236,-5.887562817588841,56.45934395834955,100.0
237,-23.42001985688476,62.20784303670219,100.0
238,-8.651867343859726,52.93572087697865,100.0
239,-7.522325607574137,30.186753465269955,100.0
240,-20.1043565985339,36.39065449178801,100.0
241,-24.616816395438153,55.68403834394809,100.0
242,-27.57767297023272,47.370436804159326,100.0
243,-9.649154618078562,54.70468265943661,100.0
244,21.268758816103148,25.323247379469436,100.0
245,-9.138228303119256,49.11982896682103,100.0
246,-17.65067944556532,35.58876789628598,100.0
247,-10.40889087423368,52.63385734877471,100.0
248,-15.132926359838986,53.79188998504725,100.0
249,18.42347585912029,13.761748611985734,100.0
250,-3.4529379163053537,60.58143635932767,100.0
251,-12.55646687512497,61.4831218493176,100.0
252,-10.531234029817009,24.233794747085533,100.0
253,-7.605098090833069,52.25084498555815,100.0
254,-0.7477716368464211,31.910597583323693,100.0
255,-6.133841583251986,44.879651456827276,100.0
256,-9.926002529246473,46.39341349412363,100.0
257,-18.346351852273447,57.312916589339494,100.0
258,-25.477718549266285,42.76848173773716,100.0
259,-18.375788085856538,63.62167476069196,100.0
260,-23.68282566211127,39.03405413999164,100.0
261,-13.15550582326123,15.215070504211631,100.0
262,-18.223499362183354,52.02045712323117,100.0
263,-18.256937863713624,58.81074344405818,100.0
264,10.870406633337208,33.43148383076515,100.0
265,-20.586287341225308,23.94952235012566,100.0
266,-9.046164592163976,24.192208204560618,100.0
267,-12.206517766188089,47.70684665189949,100.0
268,-2.9141556873060575,30.898295963660036,100.0
269,-1.4149156636166218,25.973962360826754,100.0
270,-18.245200573589095,65.13992333479229,100.0
271,0.8128917657828381,47.601166527134744,100.0
272,-6.184971143628708,37.13628289266285,100.0
273,-19.813053053131174,45.86479908404819,100.0
274,5.239403482152998,36.052471404996524,100.0
275,-6.2857814909545455,47.74649884958973,100.0
276,0.19196319577578302,34.30989068254315,100.0
277,-5.638229730325165,54.68699115811869,100.0
278,-16.289727875311744,54.59504788551207,100.0
279,16.051251123017416,63.83097103831295,100.0
280,-12.363749828762547,49.89453453431014,100.0
281,-24.345972406760676,48.7853075619938,100.0
282,-8.913364142088831,49.49208502864889,100.0
283,1.5775807943834703,34.084298227738685,100.0
284,10.36174900431764,31.718218561375778,100.0
285,-9.638552912321154,46.29810460141246,100.0
286,-7.582478601081574,26.47352059388372,100.0
287,22.941899435616573,0.9378304438062894,100.0
288,-23.359944398310716,35.07300388561993,100.0
289,-8.105805061360531,44.66323859904699,100.0
290,6.169063115932779,31.611287954087018,100.0
291,1.0383278039919936,49.29175685669345,100.0
292,-19.696546410041265,53.19221999295665,100.0
293,-6.215897159062983,45.070960850799345,100.0
294,-15.000291938121983,51.643715286966305,100.0
295,-7.527419079552164,62.51187435774043,100.0
296,-18.151545498419974,52.25948327313956,100.0
297,-26.468142308792398,54.02199298327795,100.0
298,-2.579791955977493,31.7757820291792,100.0
299,-10.482531936116796,43.77181070478019,100.0
300,-28.429736746277452,35.34762146979432,100.0
301,-15.60740447717938,48.74853112232073,100.0
302,-6.75942388718785,56.14306864869015,100.0
303,-3.4094581262224857,14.511646482057849,100.0
304,-2.6668637733607787,50.413827840755395,100.0
305,-15.088613488279242,41.71468298096993,100.0
306,6.715635130749891,50.64868299125681,100.0
307,-16.12584970955285,63.0991213167395,100.0
308,-5.023770405757552,52.48022918026703,100.0
309,-7.9522436793099995,44.3523553052832,100.0
310,-11.120819809669834,55.15463074215361,100.0
311,-23.428234493696564,57.57666793661726,100.0
312,-16.639989140184664,38.89783250026311,100.0
313,-7.509972321078326,39.89646723866629,100.0
314,-18.013443855785994,49.13909293915375,100.0
315,14.110323204852032,14.465523939293767,100.0
316,-16.533704457704783,46.64140449078599,100.0
317,-32.13819907074016,61.80482218024882,100.0
318,-20.300858443545373,69.19977241964938,100.0
319,-5.840107694611152,58.41531251438772,100.0
320,-23.93835653944309,62.45132462609637,100.0
321,9.866882769064295,24.856941239101513,100.0
322,-25.86086707321317,61.99770676346304,100.0
323,-8.27098029007825,46.45667635483087,100.0
324,9.412393664869306,20.32333035480861,100.0
325,-11.93864950352061,44.698437381003615,100.0
326,12.403455805284702,41.271751500384525,100.0
327,-9.010932256937743,60.41773896817275,100.0
328,-16.17930809827444,39.20392346704564,100.0
329,7.22939374475784,45.23864960104284,100.0
330,-14.030623503441145,34.32563721139907,100.0
331,-23.877134027417068,37.70338260102564,100.0
332,-11.365792889766393,38.29069443219007,100.0
333,17.812624732779472,37.38832755664583,100.0
334,11.734736243211644,19.70292188524952,100.0
335,-4.599705259025795,11.57293634722484,100.0
336,19.421047072314128,17.892031211596347,100.0
337,1.5469075864503932,36.284024380049686,100.0
338,-23.989796081923547,62.35580813167505,100.0
339,-29.342329973335666,46.18729843113775,100.0
340,23.82164466956164,3.91463211371118,100.0
341,8.994461452013587,40.85292028632053,100.0
342,-13.228404376826008,33.75250350757432,100.0
343,-13.113606569562439,58.533065499761555,100.0
344,-4.229392548350014,44.37641542069675,100.0
345,-16.07555506602319,42.432907752173264,100.0
346,-11.08259841062148,43.45932268788243,100.0
347,22.152028154679336,21.24633096480604,100.0
348,-10.367384092071042,38.358759748638974,100.0
349,-8.384056917051161,51.26877859095856,100.0
350,2.7353945563456765,18.81563251254039,100.0
351,-7.635231119175124,59.57268356547427,100.0
352,9.265423336662451,33.47707916509907,100.0
353,10.580410485973857,31.134199091237825,100.0
354,17.38572870239089,27.772357722369797,100.0
355,-8.757886119390834,47.667128183909035,100.0
356,2.6069680026773976,45.63725217081405,100.0
357,-17.659887497587608,55.153650928083046,100.0
358,-15.107277519200947,49.96219863780027,100.0
359,6.573176926567012,40.43599007760668,100.0
360,-9.412542618769955,46.34470666727049,100.0
361,-13.522695510501233,45.60065471523001,100.0
362,24.050316758420614,-6.232588498790808,100.0
363,-15.924256024550289,37.46336537043534,100.0
364,-1.0673786168345842,15.73579377522718,100.0
365,-12.030457305546639,47.184972915719726,100.0
366,-5.180908922246256,51.30185419748041,100.0
367,-6.8671974564868155,49.64099652069901,100.0
368,-7.656303525373926,44.01163021930474,100.0
369,-13.099353953730017,39.18749024847163,100.0
370,8.409687134584445,20.37927970903162,100.0
371,-8.565132688616888,30.861268318633897,100.0
372,-7.296164905396852,46.008418419577865,100.0
373,5.788843327336648,32.79748640001427,100.0
374,-11.315075520668499,65.74304331691678,100.0
375,-1.6717829046172747,37.24749526761047,100.0
376,-14.051625241212527,56.33854251241544,100.0
377,-4.8205787979486185,43.723267380908034,100.0
378,-10.410253841032677,41.06122882908652,100.0
379,-8.159236806494192,55.82515257122821,100.0
380,22.967875762219364,10.298932033534419,100.0
381,19.527250303136476,22.689713488690202,100.0
382,-13.236758419676462,43.087219866841394,100.0
383,-6.337083740977965,42.15721411355126,100.0
384,-14.100556328237598,43.98371368952851,100.0
385,-21.907521252390428,38.45100432122727,100.0
386,-9.988120163991741,39.77643600026108,100.0
387,-10.815595008544658,55.739606337508185,100.0
388,1.9424430639052606,62.30121918066348,100.0
389,1.9066814279865412,18.233973147204303,100.0
390,-12.281033069577834,44.82519775334753,100.0
391,0.8648408101217564,54.370318532194645,100.0
392,4.797342339173163,40.80612332674372,100.0
393,-7.195660260974678,49.69200183216298,100.0
394,-16.521504124660396,33.88228743668756,100.0
395,-4.959793034543679,42.97373182960949,100.0
396,-13.9330680221311,54.11485574822879,100.0
397,-16.797912612946742,55.51117517836572,100.0
398,-17.426908903674104,45.185603924544175,100.0
399,-18.44806226290083,35.995045738770514,100.0
