unit_id,CropYield,TissueNutrientAssay
188,-45.16285976068935,40.24095381219622
189,-29.595525460505655,17.130526943228197
190,-50.11205667917139,56.72765540137533
191,-35.668460509868574,35.191937976502096
192,-21.384833799693244,30.433857330030776
193,-40.85100259406354,52.906435815274634
194,-38.59952398198306,57.910111465620886
195,-30.502378023215666,30.592191352691565
196,-31.409936296635564,28.923421980298855
197,-27.34051039153232,27.44956693287998
198,-53.31139346699536,43.647093583158004
199,-40.75525443824501,41.362757591344646
200,-18.245246917150666,36.09447820041353
201,-43.62458601390222,45.854701447222496
202,-44.173029993725905,62.56221538095341
203,-43.67649304533761,61.6015371468303
204,-31.756238714747308,29.152387137880716
205,-44.290739549107336,48.260562137440125
206,-9.456646692282343,-10.80984024839494
207,-41.354671562106056,52.49810254927451
208,-41.45418455239906,17.96697203854135
209,-21.172072997634423,40.658195824212804
210,-40.27831463072958,30.12120088281985
211,-24.056761727185584,34.24359409520152
212,-26.48785863714663,33.179325410872686
213,-17.159709802731403,42.03381979055703
214,-19.69498945820596,33.20332993168341
215,-45.01619362253328,44.92715938675529
216,-40.94686810973233,53.99898133243923
217,-35.341919783994086,59.50622867511611
218,-46.90650387640464,36.79253286034258
219,-36.493121091110574,38.74378937378344
220,-32.58914996217547,65.38210515700524
221,-18.762882795057468,20.892856031300372
222,-31.874980550334243,26.184066591292012
223,-31.328210322777093,25.623259735608954
224,-17.04832381169495,32.65652927851458
225,-32.77735989984202,24.0342840054103
226,-23.121222867746233,-2.6601336060784284
227,-52.681670998331334,51.193848106238846
228,-48.65395507511345,59.81980826279332
229,-27.074206148139556,40.23541239618883
230,-36.25610717962788,42.87099728700233
231,-48.02033361265688,27.36561868771354
232,-31.56460044471632,51.02847372414434
233,-36.60252321061211,38.01619686705285
234,-50.56659529285602,61.082212269009624
235,-45.955793472739806,52.83480528307053
236,-52.64550163136277,46.572773104717484
237,-42.35167889647332,40.13255523622337
238,-35.42548652878786,37.33466981408618
239,-51.87484025219964,61.1168381942612
240,-41.88498290755186,48.10720804624309
241,-29.770548695775506,47.21348872868225
242,-31.257703218819376,34.541903371453174
243,-16.601679146676894,13.724276066707448
244,-29.36076834066946,38.46645805564495
245,-23.870239627903025,41.31734371730273
246,-21.581474737152067,45.26873754757
247,-48.77205424086696,45.13572604477089
248,-13.786401572986128,18.61078505749002
249,-45.060617482592285,43.755652849832245
250,-46.255669558886495,36.676104657998806
251,-47.44283737416452,62.327668536501506
252,-29.311827921682298,34.33971137261431
253,-42.61906270068236,50.81093799295521
254,-21.045630316209433,48.760858959053834
255,-45.01784250859664,27.753294992250808
256,-23.032998476393043,43.98043127419629
257,-56.93775319067841,55.247285768708196
258,-35.65153326366189,56.31511273585585
259,-28.500125029079037,42.721001337172254
260,-25.49205799662659,60.808859657658644
261,-39.889805765299066,40.104445904126614
262,-26.215207893848774,29.74831978601089
263,-50.00942918246548,70.37324438842361
264,-19.826501133179633,26.36840010837075
265,-51.91648167721794,45.41987138581341
266,-39.87916138765765,46.637987516611624
267,-54.437317510753665,65.02552491790776
268,-37.55805295186085,44.34604981947183
269,-42.985441748098616,51.13940898685895
270,-23.687846798959303,24.01933420683643
271,-18.120842338866023,30.76651632130332
272,-2.9060811936887476,25.590533139988423
273,-46.24870390438243,36.90197893390828
274,-46.79483280789343,40.38984267533373
275,-56.06891524087235,48.26948241649139
276,-50.07168536856032,58.07607344276276
277,-35.002178867699065,54.89784516258397
278,4.620338077419029,29.920316131998923
279,-33.2491397601634,55.170435604788146
280,-35.82085610213287,72.87583082811838
281,-42.1820442266869,21.530092159269266
282,-48.939884385512975,55.385635548970434
283,-42.554623931626665,49.01532282324859
284,-26.21006580418829,23.748454824434607
285,-31.28625746049113,16.71982306407234
286,-44.11445342739087,33.05699404261138
287,-49.347496327990655,45.579767259951346
288,-50.85540796554483,61.38635198590154
289,-49.75912595723064,53.368057606244456
290,-28.808524726257666,47.502867043618416
291,-23.909842766197826,42.349850096262486
292,-22.739886872743938,28.128700294073028
293,-31.903430031164728,9.658843933701384
294,-30.199831160151916,35.183476588082414
295,-28.005539273528072,53.09223899222624
296,-16.455969088908336,52.50806278700687
297,-52.18184550253594,39.43900954761607
298,-39.189180232901066,42.35221043133783
299,-41.64650940795387,58.49658367509678
300,-26.809331356031297,38.6817409387681
301,-26.95632209780519,30.92167332972079
302,-37.32225053396863,51.05583800426132
303,-7.500847317413009,2.1868225770578995
304,-56.95240790167631,39.77989610667949
305,-37.080482468579916,49.97012048989771
306,-49.87265708157112,63.554767244319336
307,-28.770831926539508,45.96700751502621
308,-30.187652093533448,31.973202985889362
309,-19.832077943550285,44.97184525186916
310,-40.9880122217581,41.95430987556463
311,-41.877195199507725,57.35816851142021
312,-39.212736736304656,58.88785277600045
313,-39.42567604736578,64.44266092824995
314,-17.64928815530858,19.516753482486674
315,-45.631633858900905,49.687614555281506
316,-45.957668264745536,60.123156528434144
317,-41.218216468692354,14.00019200389562
318,-40.46883082141629,34.53962967888981
319,-57.74844475335741,63.249346933181286
320,-50.00402147082105,50.02935042096989
321,-37.25250588670365,54.09537604485928
322,-17.07143719247784,26.061190503881335
323,-36.75076236612389,30.62744068413126
324,-42.85721519210326,66.8018099328839
325,-25.308071462677667,24.440231497241303
326,-40.26817724341667,42.073557483614685
327,-44.124880627526544,45.25509467098748
328,-9.924250734686074,38.90954984732733
329,-34.78057078166539,41.22019113975251
330,-27.097201325896936,21.625942620314603
331,-33.98670283039845,39.831957918708234
332,-35.57862711939743,19.2616311730016
333,-37.88162961845294,48.003574937511615
334,-50.20910174978971,55.835533399511846
335,-35.76705320330355,40.27249663409488
336,-15.458450415667354,4.768172034961996
337,-40.538128216772954,56.88410928944334
338,-23.600595517264924,34.84931811347379
339,-39.28046796274678,32.20191728743921
340,-44.71636529525274,43.76568687613189
341,-51.37075949012749,53.139503711487286
342,-36.81594534152201,49.999551244054395
343,-11.730116270153463,5.948657958974861
344,-35.68870047048854,58.447394326976536
345,-28.391177465885285,48.31561852612113
346,-33.424258822951856,20.928675298875838
347,-31.322235646455116,22.52571136330937
348,-30.010816498702972,52.53416941108898
349,-46.271786527456634,53.04200012635843
350,-50.58832359113621,56.02114496292849
351,-42.76228056291827,44.88659233213487
352,-25.207799470899943,35.146435070682024
353,-22.00822492775227,23.24743274004181
354,-46.05642772512143,64.7184918748176
355,-48.716615835571915,51.134756700209834
356,-40.64304337510201,47.753702673635075
357,-19.75819514481357,14.830658159297782
358,-34.88322919501817,43.52636221306167
359,-37.63226831422354,31.25425972939278
360,-48.23370965228376,38.65722661891415
361,-23.81525560223791,45.93176954257592
362,-41.76644077796868,40.418693530079196
363,-36.734710835815214,26.357286971410637
364,-44.25436378970919,38.414082306210474
365,-22.93877888199635,28.54088930672888
366,-32.21199050345976,23.40821045243983
367,-46.12769602723691,71.86083129432896
368,-43.62891375919366,42.36566623944535
369,-35.260496582018526,33.43113772164217
370,-48.031422699048555,39.15479840830325
371,-64.22569279388647,65.45609018380493
372,-35.73115982507939,37.703008973064094
373,-33.971646086431015,41.132363350738
374,-46.16159289320966,64.8564946428315
375,-25.48761467032268,64.14337786900404
376,-21.367214069653382,44.695663296736164
377,-46.393436512945414,59.92588945070584
378,-21.501056966928793,32.21547098116844
379,-59.429418722687046,48.152833588072276
380,-57.05712703884667,35.9995915091049
381,-13.994412330949993,26.149510833303175
382,-45.19181265625745,59.8814309300991
383,-41.45187715405237,59.312378930068526
384,-30.603627636368845,46.248994655108135
385,-43.51467528572076,44.18513299401139
386,-11.461446359615216,38.39075711654343
387,-16.6056787870799,34.696843531417315
388,-50.110517327641375,54.179166593412965
389,-19.1407810237149,19.807689319591795
390,-32.014000388910425,45.95207819882823
391,-32.357182610868435,64.73206890154408
392,-37.07481136158937,35.00785703202865
393,-30.619295432334734,39.17469525630451
394,-37.15523002564145,39.67365165120698
395,-40.03157962447724,52.054242203044296
396,-30.199176306995138,26.486392916476056
397,-52.54149058442818,39.091486120643644
398,-29.234780243731514,62.756494029224875
399,-18.138854215434776,44.74166762640381
