unit_id,WaferYield,DepositionRate,ChamberPressure,do_DepositionRate
169,30.577369709131226,33.98308560829483,86.39714445191582,35.0
170,15.108412849926081,34.04014036351329,76.01770864783987,35.0
171,17.606250264603517,38.33770154298196,72.86214495198215,35.0
172,-8.962789482207382,34.631455596056135,79.21559616697584,35.0
173,17.645292527177812,40.07059026830449,84.31521561037462,35.0
174,20.520106553210837,33.56647823521737,86.83388104968273,35.0
175,1.7167193451521037,36.66828200641578,79.72128470675285,35.0
176,14.529928789207244,35.973843662797684,71.27577753687227,35.0
177,-11.703988750741022,34.71533427808914,82.6600108044397,35.0
178,25.217916707329156,33.74352753698765,86.09679726288294,35.0
179,16.441695096538012,35.23875454036208,84.22300511828014,35.0
180,25.611848479349092,36.30843410054452,73.55667365755893,35.0
181,23.565326079068182,31.95116113157654,84.75098522517749,35.0
182,18.782814218455663,36.067289273111314,59.164755764321974,35.0
183,14.71198580132744,29.691636198586085,74.99470621711815,35.0
184,12.393233388108932,31.979877602119693,86.06311665328666,35.0
185,21.60294152068351,39.835744335511386,70.57210994032604,35.0
186,8.084651416123148,34.550950531174706,68.76335628743594,35.0
187,58.744747766864045,29.59422761732843,54.53870233105551,35.0
188,27.35086742057231,34.81294028809838,68.32344451234319,35.0
189,25.96530687818888,38.05284710558565,61.94462990944249,35.0
190,13.188895345368795,33.32014658885699,79.19142539944828,35.0
191,28.722679964166733,29.385545272060746,72.52417172050738,35.0
192,39.32650828808704,37.086018390408,90.52398153976335,35.0
193,21.164868100726114,37.346699859649604,64.4186173001571,35.0
194,27.676559251079286,36.99896604403216,76.4943607323157,35.0
195,25.02034165136805,30.190776108345123,68.97848975649444,35.0
196,19.406850652528394,31.215163210215138,50.90066076662156,35.0
197,13.649225344620563,30.590169994778986,80.28177577153555,35.0
198,-2.142146015712001,34.45838430870021,82.33520404443072,35.0
199,11.451819465505547,38.22806626249139,62.92048913229675,35.0
200,17.307138843385367,33.665718947254085,87.78556226694782,35.0
201,6.897097935736633,34.47051019363891,82.48331741626957,35.0
202,12.76821026018251,33.11947127648156,84.97936354118056,35.0
203,-10.833696913315645,34.27856914471073,79.69101240670608,35.0
204,8.819036869408267,35.12645350153481,75.82421641640589,35.0
205,20.250710084261918,39.76891418483499,86.60414976083955,35.0
206,26.378008181196556,36.22943420228192,81.58967915138642,35.0
207,-1.24768194189536,37.32750203178747,67.99265626091317,35.0
208,3.255574955561263,36.69172252754768,82.47312653585134,35.0
209,30.73946873007271,33.22585314833492,61.553599364903896,35.0
210,-0.16809562969403702,32.745974442039014,69.16760644671324,35.0
211,-6.240716806879101,30.25119316510243,69.96825029989321,35.0
212,4.720916672066698,35.19219983900454,59.96453178194232,35.0
213,20.671071616441605,32.333376950772916,80.52927900487936,35.0
214,0.9186018617027347,40.2455631270325,57.32282597760011,35.0
215,-4.668554411574755,38.81886405368253,76.52993134036421,35.0
216,29.51521212674105,35.853261154759416,84.83062405816823,35.0
217,11.207933760044003,35.275801978025136,85.28874635138781,35.0
218,-0.32981208585634647,33.79092250057863,55.90352245723792,35.0
219,7.450780318956235,32.842744340517655,97.2819629625466,35.0
220,34.686939550584746,36.154638821213204,94.96319476872003,35.0
221,4.478914401062776,34.75406777193115,77.07608192602588,35.0
222,29.620815510808526,33.63458160050951,75.51033044558373,35.0
223,30.178673201914727,32.48562865200322,77.25502086773585,35.0
224,-8.347778224035833,38.12761398119532,70.96641421662663,35.0
225,7.936811848850409,32.899570503184535,67.76146224108024,35.0
226,-2.164026481180101,33.06878573543965,62.00536424617764,35.0
227,26.032193969296426,37.38976747161384,87.73281266535909,35.0
228,0.8280038085705508,34.99619333989109,65.08296324784459,35.0
229,8.517057558730519,36.685218232570165,58.6697668317396,35.0
230,6.804385618868549,32.5831087429755,85.2022484848009,35.0
231,10.558111658363938,34.30700972094065,74.49145801919083,35.0
232,62.701100292858335,43.09856102840711,86.1704308294737,35.0
233,7.072473447904027,41.82514149278736,71.43463974520984,35.0
234,27.74382940962845,33.95063245701588,86.69835642175777,35.0
235,9.876365112069237,34.317138920318136,66.52201907995864,35.0
236,26.290168713642817,31.167003560282367,60.97309276912722,35.0
237,7.639013479567087,32.7951976347896,70.14959230806934,35.0
238,16.379819939672814,36.2956828834483,56.492564991880734,35.0
239,28.869758302626295,34.808015659575084,66.15964507214636,35.0
240,16.15598048308946,31.51988517186262,82.14253950521352,35.0
241,-2.5505628385346557,34.53142530322171,52.60828612649591,35.0
242,-12.672058309667415,33.5156160866872,64.24755591541606,35.0
243,3.7698347544481567,34.34888639674732,67.87550880013616,35.0
244,-14.559518566439415,39.01775531874008,86.27721541306533,35.0
245,5.710602905233422,33.24754039233797,54.30794836674606,35.0
246,8.791813435240606,30.119347906863744,76.19163426414035,35.0
247,0.3389992179890644,34.86940476666055,103.10914741962182,35.0
248,4.177334622681475,36.81420219919415,44.109384997343696,35.0
249,12.882243677497332,33.94914515163935,81.34857744316336,35.0
250,28.00117881027124,35.19034568997269,84.07190682430165,35.0
251,27.23930888703574,31.90759955960473,73.5957414201892,35.0
252,11.200089553089903,31.53071148737863,74.84860674245442,35.0
253,14.348859658073899,39.948860106130375,82.55945992355596,35.0
254,-1.6795851289755763,35.3100614795766,61.84187529125511,35.0
255,5.428089060521584,38.14191577407241,84.31316065213569,35.0
256,-0.17118799786832195,31.009387539633224,85.45612171621676,35.0
257,-3.7884528726958204,32.35086881688719,56.34834965194662,35.0
258,11.088951452525473,36.74284887971143,65.9043797154002,35.0
259,43.036536588296784,43.82036200299397,63.57885380637447,35.0
260,5.668281516449463,35.77070429465449,80.68417431512245,35.0
261,-2.1927619165657144,38.60862050385732,60.467376398157334,35.0
262,19.564492361503508,39.61172689829406,89.29630760129817,35.0
263,14.474838638846524,29.59157476756381,92.21442343479552,35.0
264,22.239236456515247,39.14592490181794,85.10103021271007,35.0
265,-0.23886269447575081,37.565689056585605,89.38196668679161,35.0
266,41.88608010949544,37.12786170015203,76.90880822158891,35.0
267,0.5695045609217069,36.42892219322975,71.86876685168258,35.0
268,-3.9105606603962366,36.2371850246105,81.65072975942277,35.0
269,16.6675244763065,33.94445627588258,93.84756719299597,35.0
270,12.069022044057316,27.959367306148515,70.15057662603512,35.0
271,23.001395721463332,35.337764960048624,79.63823656112315,35.0
272,30.955365799657447,37.713972508497925,80.32420185904842,35.0
273,-13.895315190024359,36.28721230301012,89.01022931093085,35.0
274,8.182225746218027,38.2823199250489,51.418456032623716,35.0
275,8.7476582290628,34.02148920329734,76.5425428038411,35.0
276,36.86411087254276,34.593327063153794,76.20592555493434,35.0
277,17.689062308223583,31.02030820550583,87.81157909409805,35.0
278,44.76758394704179,29.7657704126684,67.47746826315942,35.0
279,11.41927034275072,37.47803866654817,88.5043396441509,35.0
280,14.300022355435527,35.230208430351325,80.0192963753271,35.0
281,32.38177774962809,34.9936792586564,101.44598512786897,35.0
282,1.74208194365934,36.30086196527888,91.91552007946224,35.0
283,-1.9342098066000224,36.52480656068236,63.277651061197055,35.0
284,-2.5250458545521703,35.84213425404219,83.28875515400632,35.0
285,17.42973475441983,34.80070004697551,60.23771703664975,35.0
286,-5.545732630978356,36.51784351246496,56.06460761940429,35.0
287,13.194264087738166,37.456883676218915,77.85750659779815,35.0
288,-1.9863455311669087,35.641083980002506,76.87977574980016,35.0
289,35.20618257811558,34.076664411750365,90.70057174521955,35.0
290,7.217934734218154,36.12611144600812,77.92664552130101,35.0
291,4.85430971930144,39.00714277795021,71.32781140434962,35.0
292,27.726777971142422,35.40795788816444,91.22378162217831,35.0
293,19.137625759810163,40.159009509184514,70.82991978446924,35.0
294,2.517099892052391,35.40047872645883,74.80615581543431,35.0
295,17.24177801441594,36.376035591675624,72.1216272597476,35.0
296,7.531205599047885,37.11022160611028,74.98634784461372,35.0
297,-13.085254172835349,36.11133538602296,87.86611369007878,35.0
298,4.117049084012793,33.39283448538412,65.98786625257516,35.0
299,16.914628561812524,34.24544556885206,81.03417041468462,35.0
300,9.168795002585735,28.46930651323526,77.07338560388109,35.0
301,4.334422968931316,31.51185337289867,81.5577711529223,35.0
302,3.031879953562923,34.23022254983109,47.48394138811679,35.0
303,11.156474741174673,31.60790621652142,73.73730986662055,35.0
304,4.672674536347028,32.61649001553042,57.50310571499864,35.0
305,50.634374185532295,35.68457263117374,82.80322671782436,35.0
306,0.6100910179353427,33.69515383206704,72.27721213228756,35.0
307,-2.294038934101566,37.25451707780873,71.60407862558306,35.0
308,4.621838475827978,38.12123629614853,69.0441950146105,35.0
309,24.05335951831615,35.98510423693071,71.73390088844626,35.0
310,20.23942458695915,33.479850756,76.52915359041292,35.0
311,8.989171576668799,30.850790277966844,49.36855245785193,35.0
312,6.670719335696239,32.145441717111794,76.43549434088042,35.0
313,25.555693319309622,34.23603460205261,83.46202185934563,35.0
314,23.013183397532828,36.53413208195371,69.06142636399203,35.0
315,27.364749625948118,33.97566843566748,80.76781546646225,35.0
316,14.376419054508702,30.318937501806165,69.4146939043836,35.0
317,18.81142494713926,38.515238651847575,63.43517271572207,35.0
318,5.487061932951417,33.781868736863615,81.73733090216143,35.0
319,12.896089133590037,28.893793056334868,85.62524529331523,35.0
320,3.3108900460180766,35.61563215539645,70.47540027241868,35.0
321,15.096596229043172,38.64501429082434,71.07976160650449,35.0
322,15.34072053637292,29.54142572105688,71.65406284196918,35.0
323,23.093345156887004,32.18367698731944,72.04537417681071,35.0
324,-11.909366565080802,34.564234682713746,77.3039321289143,35.0
325,27.1829291730016,37.31379645135357,78.33234793215959,35.0
326,11.590077120055911,34.72798648358745,65.49324243810392,35.0
327,6.908231426754439,37.434216557432165,71.77850666337366,35.0
328,5.0364096053225405,28.90307391528136,74.9323813373246,35.0
329,1.7678207796788206,40.51730687126256,80.74001761666422,35.0
330,25.184050108229115,35.58725426545928,82.44568552071672,35.0
331,16.19595475823722,37.47532956126677,75.99641133805174,35.0
332,12.519393355862304,32.63636661487242,86.4477575554823,35.0
333,17.264307018910117,33.10325522104405,85.31324741260242,35.0
334,37.256393086877374,36.64087850480042,86.87516093025407,35.0
335,26.573999271510356,37.51930425534432,76.57811008612107,35.0
336,10.53997223098466,33.363403342913436,60.98785785437571,35.0
337,5.835508920202833,34.518767548617085,91.81048049632948,35.0
338,12.329696664512555,36.275306337425185,97.64398733621843,35.0
339,6.887476144400807,34.702542420930484,73.44058978687066,35.0
340,10.218137990304164,31.53595938084967,55.741319935212175,35.0
341,11.4428465693195,31.66594791037626,72.64581108761459,35.0
342,7.111162198242894,39.65462233877037,89.03305998430501,35.0
343,-1.4268868719728358,30.58701505535666,76.99934633169703,35.0
344,11.690426969600757,35.94265056786068,77.58759244048734,35.0
345,-24.911626710899892,34.50375686824125,69.74248263792205,35.0
346,8.709511364674146,28.080842532767566,68.30678526193769,35.0
347,27.217029104668523,43.55043752133673,90.40065497114803,35.0
348,28.962083148341524,31.537520105796965,88.9539666476058,35.0
349,11.982939036231492,32.54882304788146,78.1813179481221,35.0
350,27.514474890220956,42.194500474977865,76.1481609476331,35.0
351,19.51827162546311,32.573159568266895,85.99054711857413,35.0
352,-5.5341337260997125,34.40666276849096,57.278982814896004,35.0
353,3.2408449115075646,36.03556724293744,51.6794325034667,35.0
354,38.79546239176396,35.73560324744036,71.86088817207957,35.0
355,-1.036033952723838,38.52195769221999,58.83746225014624,35.0
356,5.290084846718674,38.72752698196183,77.06002777368963,35.0
357,10.431481989569017,34.84581034627679,65.28749125716108,35.0
358,9.183450296188624,41.51750943962793,82.17786983245584,35.0
359,25.51751312942924,38.910555334422334,71.49181335806557,35.0
360,17.681109000155573,34.94283023794901,57.33860122750539,35.0
361,14.554159962328374,36.32697489793006,78.50559861138132,35.0
362,7.930033056850623,35.177143750482095,78.5368087811465,35.0
363,10.107129100528018,33.55441469252477,76.78894965150558,35.0
364,26.745277994520222,34.1703683478372,91.81126677123281,35.0
365,34.227309583334055,32.00233599164814,91.39722602473987,35.0
366,3.3659560784453415,38.762387384444324,71.2797574345328,35.0
367,40.52488057679048,34.863200481313804,86.46367657748952,35.0
368,23.311236184029195,37.483835069062685,76.85597447917105,35.0
369,4.090437894566615,33.23718584654492,78.07490672309797,35.0
370,10.596529774211707,34.44946998391359,67.47257257560167,35.0
371,-2.436811220900871,38.39674806314637,64.47021043743196,35.0
372,18.357577550798414,35.34480350867395,74.95674259363926,35.0
373,31.81599169610873,28.24180622551055,76.0633173400579,35.0
374,13.0676907944191,33.014182853687146,79.26078843276737,35.0
375,-16.501294736245306,32.3527197064063,47.387364576245496,35.0
376,7.331842861966521,36.89876587261017,88.708171341059,35.0
377,17.167951062245752,36.85545402789206,72.40453338980916,35.0
378,21.239680848777652,35.97891513128351,77.13545778613013,35.0
379,15.353090790879323,35.76664151437967,69.87675725864423,35.0
380,-11.131627704141385,33.947741957725945,63.62345613727392,35.0
381,47.49975236297801,34.60208727405542,74.50124453747466,35.0
382,14.805187304813336,35.232764838922236,90.88493115635181,35.0
383,51.69974429233897,35.71711120641324,68.38817526632222,35.0
384,-17.87991871292113,32.82993042267772,79.99115168271787,35.0
385,27.755041344921025,35.46077594443341,102.48595291286308,35.0
386,20.610428232171497,39.51536911936372,74.80391808745016,35.0
387,28.04475195060313,36.29403853124671,83.97642286425152,35.0
388,8.461104482819861,38.27818553175205,78.77936660671355,35.0
389,44.706504086911124,35.31280937569126,73.3578027600032,35.0
390,22.064340508279432,32.04710416688875,74.04360952235659,35.0
391,9.573043957387947,34.947868522677844,91.50102039050839,35.0
392,23.66605171406296,32.846856923301125,85.19645492935165,35.0
393,10.358677112108216,34.131964329463656,74.41064550005612,35.0
394,13.32244894064707,35.473243417290426,62.81919544644087,35.0
395,18.85940216786001,35.59384019936406,85.19316578078792,35.0
396,14.951989468432675,34.991110280894276,66.45721004491506,35.0
397,18.8801325126499,39.092860314064744,60.69851030598927,35.0
398,-1.5007530069775885,36.59996694502405,59.306097393801565,35.0
399,8.065538515522766,40.90619214525139,67.54128172742928,35.0
