unit_id,JobThroughput,RackInletTemp,CpuClock,do_CoolingAggressiveness
115,-19.715121969787337,73.61281774085784,54.86013790505544,95.0
116,-17.402232788490036,96.6398609931074,68.65561753873743,95.0
117,-21.52331994093705,82.97136976863518,63.42415512305881,95.0
118,-24.657915412237116,83.31130173993058,45.42437013805383,95.0
119,-38.625894599103596,62.2866269478549,22.153202651143527,95.0
120,-20.801487450127368,84.33762584298567,55.94566947014147,95.0
121,-21.6937852369027,81.36248404686037,70.16509528249773,95.0
122,-18.171729308640682,80.43611434572233,62.30727000851223,95.0
123,-6.354038097633099,57.386934187469016,46.422457527570785,95.0
124,-21.483602852460542,53.686188687892546,51.7287648158253,95.0
125,-21.507204080611594,79.93896664342921,34.459522903206135,95.0
126,-26.277189522706596,76.1566406913997,69.99319491396874,95.0
127,-32.591582792220315,60.43703000520314,56.921265313018296,95.0
128,-25.791189294253748,73.78816539822355,61.950916907855,95.0
129,-9.18428983855214,100.86776646129397,62.37079045099631,95.0
130,-7.631380805637776,106.00466247382933,67.22325833861457,95.0
131,-27.278660522181674,80.29540441061052,30.869943070671766,95.0
132,-25.371268032411795,81.64059711015648,52.20303303414684,95.0
133,-27.490277602450295,82.33024842954843,46.127799359594825,95.0
134,2.246824132933113,79.66974908884902,37.900263803136184,95.0
135,-20.141115291177055,73.20281529843754,33.1845201727333,95.0
136,-21.783854161972315,87.09815357144363,52.70888578486434,95.0
137,-19.939271161835784,68.62805041756906,59.76693863939367,95.0
138,-19.42294915078312,90.3549292521002,60.66184793083972,95.0
139,-22.17908282686783,68.59099507458102,43.06675847557506,95.0
140,-24.453230937695977,63.94487393199971,53.09372350322119,95.0
141,-21.652049872533027,91.56152799802796,40.62669118381861,95.0
142,-31.863296458650115,63.59314804001963,29.81851602851973,95.0
143,-28.252872940197182,60.602581234862264,68.09350593678225,95.0
144,3.555960432386625,68.42334491539921,41.62316704814054,95.0
145,-22.018148261449927,85.94889211379422,60.14942680438796,95.0
146,-31.359099855130356,60.76326582464268,64.52664718968904,95.0
147,-16.509757209461387,91.93990859555679,56.75159561980489,95.0
148,-19.96472042046201,63.958239774327794,51.96725986963658,95.0
149,-30.104692020042727,54.38173196206339,52.28186588513292,95.0
150,13.803302781056404,84.77520771241096,59.0207046732374,95.0
151,-37.56700095030176,60.85184213011346,74.84236464654704,95.0
152,-30.83855480093752,59.0048393698775,70.22484639553001,95.0
153,-29.167899820356595,63.49286284190604,27.048590176002318,95.0
154,-27.252131223464776,65.79868290890684,38.394895941617925,95.0
155,-36.09221357477706,76.82673130396726,68.7254944744867,95.0
156,-15.829929148174283,72.02939716978395,48.14443740125776,95.0
157,-25.627054127547314,64.99307271841873,71.6642040245137,95.0
158,-25.705962635909408,87.75520166433137,54.19600195795977,95.0
159,-10.755714771103058,75.89109528045923,29.30542891322974,95.0
160,-27.796670195723262,73.73212047294506,32.95108414405797,95.0
161,-27.443115565928498,84.3028152932287,29.771829104368308,95.0
162,-26.923522720310466,41.25174286190708,58.19480711620817,95.0
163,-28.974204226701698,61.216564697448774,40.882385774713605,95.0
164,-18.522182987337622,86.00298893761699,72.5948366269284,95.0
165,-26.019613600622044,83.08799886008511,31.937911262675872,95.0
166,-24.951933046966793,76.40793384167057,32.88926018947595,95.0
167,-35.645076149555614,62.01809724985867,46.78378595622001,95.0
168,-22.674282192570068,76.51794356879752,52.663763632413776,95.0
169,-21.818915193636602,83.59087519515379,49.88820246972012,95.0
170,-35.292751883998015,75.5977645324396,42.93488942918573,95.0
171,-14.937790939408838,70.1234104193032,37.96420815468241,95.0
172,-2.1174900713461975,86.42844636869727,35.17521420876168,95.0
173,-20.757568483862173,93.27236322667099,43.535763273281674,95.0
174,-24.342208306009187,66.24831556656281,24.892511194096382,95.0
175,-1.0711239301699624,79.86909592789941,43.92485542614973,95.0
176,-23.30284851236444,57.511792384903885,35.93892735823319,95.0
177,-24.906907698563323,94.38726600554084,39.93468713429603,95.0
178,-10.407962029740979,81.45521345125033,71.20921761196179,95.0
179,-17.174475052789422,96.9734603678956,48.401754833242144,95.0
180,-24.843941007373967,82.14576795667918,35.41170301972571,95.0
181,-35.419731400290395,51.93518241083713,53.98349760539752,95.0
182,-21.705684330147562,73.31150529279043,61.520925281306695,95.0
183,15.219269488046411,65.61248031574831,40.07165688774344,95.0
184,-32.160129639925636,70.59423840586054,42.77239807193931,95.0
185,-26.717434351544387,79.46883820927646,36.86227790437373,95.0
186,-9.73099980017124,78.28669936225063,52.63242964335623,95.0
187,-30.391457588226448,59.33646747874517,43.67680979299113,95.0
188,-26.872546381241918,81.47825626018889,49.47208614790133,95.0
189,-20.448787430469398,69.20530402772371,43.59234656668589,95.0
190,-30.84399839418476,84.28698955260032,43.02330434789693,95.0
191,-21.005678216189246,76.2980236467198,60.95625961216678,95.0
192,-19.015974593099262,98.8804701018017,49.26598767951235,95.0
193,-27.577726815321753,83.22266797391532,61.70280410648339,95.0
194,-29.144351827808336,80.2158278973052,55.20565220764349,95.0
195,-23.976727600396227,54.880152613077684,51.88107196613617,95.0
196,-9.570335333968263,70.50638903970028,41.97575441891225,95.0
197,-25.954483647457796,74.66508231127092,71.80314854053009,95.0
198,-31.679348232133876,71.5157892325123,48.71062653686281,95.0
199,-14.262783950926872,58.119006060127674,34.97322809520701,95.0
200,-27.084917222225926,78.81182694484728,31.44247443600345,95.0
201,-32.72430153176314,62.346768902239006,67.03275350861284,95.0
202,-16.58819456867249,83.88560742965859,29.014531262354165,95.0
203,-14.446608797802414,88.6524504626385,57.31377250375857,95.0
204,-18.07862497917165,65.59990509521074,21.563844894269433,95.0
205,-28.03609601212417,78.29076357687143,60.58387382867372,95.0
206,-21.191752787379034,80.4528281512278,53.8810968653379,95.0
207,-16.00787063830303,74.3687871503771,50.9594934714497,95.0
208,-25.794329255525742,77.34045243059916,59.73158663408323,95.0
209,-22.914980479185235,82.2401312988158,46.63592177013806,95.0
210,-25.85955783172802,92.1965712789456,48.8975458160458,95.0
211,-23.411761791787896,68.96443673088254,53.34705899329895,95.0
212,-29.185690865114537,78.26137432040304,46.10231942449454,95.0
213,-23.434104006880045,90.88484231765689,43.08218176957323,95.0
214,13.859259116157876,91.9164750923384,65.03521734028263,95.0
215,-32.025109695088574,62.75067974194251,38.93069832099222,95.0
216,-22.02705394696114,73.14735380039762,33.69373989798572,95.0
217,-17.9753112838551,97.85147000397492,62.47882641506716,95.0
218,-20.964954625979118,60.448100656805636,50.65577888923586,95.0
219,-7.391625438496117,78.05312017522184,71.36827066628868,95.0
220,-24.57389408890404,73.47453709703258,55.046872392960964,95.0
221,-21.336772679969865,86.9129675891527,61.115341531208976,95.0
222,-21.541265152340536,64.10277756736568,64.42723949126574,95.0
223,-14.810943359346563,89.33111487984941,43.248086355018714,95.0
224,-11.987708135920705,75.83575422945914,67.18113751331273,95.0
225,-23.068468543742114,74.85411580285724,44.638698866209,95.0
226,-8.35730712648673,93.88077483680009,63.83542002364538,95.0
227,-16.919951737954428,80.63325518780164,57.76935193815228,95.0
228,-21.386400346806198,72.65281566029805,53.482435944394105,95.0
229,-22.022724913134738,94.38844886067803,50.84162924933702,95.0
230,-15.66656682408429,91.4817694302429,61.110219815063694,95.0
231,-29.671499829093737,65.12759429534236,59.21675192076616,95.0
232,-28.737951221929904,79.15723529348165,51.547274202861146,95.0
233,-34.21883230652004,69.26408499554837,30.487312110206062,95.0
234,-28.043001355330684,65.63901582615136,39.83133823646129,95.0
235,-29.766166861428182,74.75648088922192,50.62039925926709,95.0
236,-26.80521142720445,76.61144939899565,39.268552220040306,95.0
237,-11.364898373932437,74.56428081562181,12.896557801353984,95.0
238,-29.665204052603823,67.6657555031772,46.57151312359749,95.0
239,-24.33519663778125,79.20600675738791,58.79261398549913,95.0
240,-26.14530766741453,77.491639989065,59.31462698745468,95.0
241,-29.589692833126804,59.41014458386092,60.52287488190957,95.0
242,-20.67321533922977,73.21205499469797,61.80378397411836,95.0
243,-28.470249860721484,75.00132135014492,58.46460327566566,95.0
244,-15.79222100198048,72.83898871887676,50.11999313311116,95.0
245,-25.70790630335613,77.87722290618495,49.106644611522114,95.0
246,-22.23144756538636,68.61713055282767,25.06063528327282,95.0
247,-23.363934180977957,87.89336284642125,50.40169469564781,95.0
248,-15.145231057668266,89.3256310884782,72.66351349903135,95.0
249,-31.45629752366159,73.24296319421306,42.479033148271554,95.0
250,-21.429275188160943,89.69995242807957,64.6869943219403,95.0
251,-29.107996873067755,56.772665740871446,41.10409667614366,95.0
252,-14.231351101767148,87.69295524073493,42.85557702075798,95.0
253,-25.647976290495052,84.65886536126006,57.46084467495381,95.0
254,-29.832290510466486,79.61293970165673,58.635410872009075,95.0
255,-23.434185391371713,72.25230504778172,39.852475032012904,95.0
256,-20.83453212317775,82.47542371760666,55.514645196996675,95.0
257,-25.25885206271046,61.36082242288072,58.434824431730306,95.0
258,-30.090081495184673,77.96720295692771,57.12563659318891,95.0
259,-16.64992825665896,73.01688343496606,37.06315687510953,95.0
260,-35.471547918982694,63.58505550059393,24.957500847581905,95.0
261,-28.661373314767747,71.26687333561907,36.334019263285725,95.0
262,-14.44649358733974,89.53711547253997,54.31636793720679,95.0
263,-29.09383239876923,72.78117926498862,51.9816069160464,95.0
264,-28.679805133840993,83.10045665246308,49.914039705386976,95.0
265,-9.31444190178064,73.04883239871702,59.3320630782769,95.0
266,-20.988197983542957,74.7793264319746,47.49456135737763,95.0
267,-7.92382698357614,78.99898885902384,39.556848673712445,95.0
268,-19.647696996788348,61.043859012382505,31.440554969467485,95.0
269,-36.21165315047408,46.519586408752524,38.87535267616448,95.0
270,-15.125740519258862,85.90670996076041,42.72307275538733,95.0
271,-21.319927312675073,65.0419311409964,55.800887269080135,95.0
272,-23.67049764843772,79.06537662773121,74.65134714052995,95.0
273,-10.663596460878356,68.29339105446527,57.51097910999404,95.0
274,-9.248171207000752,61.66061983860495,49.51041307802182,95.0
275,-33.135764786031515,84.84552841817087,50.392198995749744,95.0
276,-30.889172313946283,54.824444614171526,37.277472199015634,95.0
277,-22.377024071479628,64.06525930584137,43.70803700438928,95.0
278,-30.34661418587909,69.62582961570497,44.47325311864,95.0
279,-27.86909893408781,72.33486688512008,45.49459783207626,95.0
280,-28.970032360678935,59.323416049655336,53.05692644016981,95.0
281,-25.23539353313974,85.14038788293239,72.3555582264968,95.0
282,-30.676884222738916,64.89961795559492,44.84181058893571,95.0
283,-29.241299138694856,82.5181252172707,49.840735695432784,95.0
284,-30.891637235880157,56.05104742397642,53.97765178377282,95.0
285,-25.07014525370582,83.54009484411226,33.63538318146629,95.0
286,-18.24284978064751,70.07154708282638,60.96512677650212,95.0
287,-38.21813476150333,47.13749197617773,49.583849104271685,95.0
288,-21.882304455042252,81.53484173377716,53.91823831796168,95.0
289,-0.8030498928275389,67.20720746528323,68.95067869077059,95.0
290,-24.970245051751796,72.02680781270077,39.68517925490759,95.0
291,-24.746369522964077,74.91603161361556,35.53863853235913,95.0
292,-21.69255723761353,81.43548841283862,47.73683603155942,95.0
293,-32.41318129801911,62.19455499797091,48.59972743707151,95.0
294,-21.49027815210802,74.2732055406405,61.51365328551509,95.0
295,-24.37585283036857,72.65194001169006,55.94603826821755,95.0
296,-27.87245111104757,65.94351037782195,51.66425285441735,95.0
297,-26.096300797947027,88.75045386644237,67.22155854972947,95.0
298,-32.65948248796981,69.29227182295713,44.28472794669071,95.0
299,4.873733761596304,66.39353618584981,66.88592998160631,95.0
300,-3.038290882910297,94.48998003024269,28.735685139363266,95.0
301,-27.11896157363376,71.10829500481859,58.26790530379405,95.0
302,-34.63902462671897,73.3643033847995,69.18770667189571,95.0
303,-16.337747847542268,62.32144771292784,51.79101475161374,95.0
304,-28.26414786469558,80.77888228656798,55.23581227771593,95.0
305,-26.632929925467757,54.400800332839445,61.652369537178174,95.0
306,-29.576120517807137,73.89337279792157,84.77535789900955,95.0
307,-26.283041039094048,67.06441854535338,72.1237918969561,95.0
308,-29.527073370989662,60.95890107584421,58.44786482282608,95.0
309,-31.468627065424705,61.94849607305813,46.087452314045095,95.0
310,-10.974307783612673,69.52187073527546,61.71673018626178,95.0
311,-26.694816502870566,75.90644944863118,42.749039495282524,95.0
312,-23.219803440706787,71.72887828110866,49.056722583868854,95.0
313,-4.049085308187445,85.34869699680686,51.53345011401275,95.0
314,-29.190853258230582,76.73586750058463,53.647290631396714,95.0
315,-25.902510902651095,69.65200463797616,50.29247624691501,95.0
316,-20.884211436726293,58.53297942019546,44.72650014899034,95.0
317,-15.064991547744711,71.19479434771485,67.2927029412088,95.0
318,-23.58727636350391,88.32101073713173,43.06810467020786,95.0
319,-20.249238075477816,61.92326492131861,44.32818352490303,95.0
320,-25.372134091330135,57.10925497382145,44.633982652792405,95.0
321,-26.401974774428687,69.88470687697972,66.0110902537036,95.0
322,-28.178514693495327,73.91513409615652,47.907360456238365,95.0
323,-25.114416413204548,68.3941930385272,40.2090222920594,95.0
324,-27.365911408172227,57.593838284877044,37.7664198294522,95.0
325,-25.90276016173769,72.30008238677344,71.58095988130178,95.0
326,-28.70024032066649,58.63123380987324,51.71063121758506,95.0
327,-25.879587683277833,80.9224745504638,55.82635328651219,95.0
328,-26.540145706775494,81.23696269743276,66.90188368881228,95.0
329,-28.013717324650862,62.830122547946914,46.964148233021334,95.0
330,-10.59024736856966,82.3417190739435,51.45118248762307,95.0
331,-29.678954171747755,70.4085537687396,56.56678299841988,95.0
332,-28.154482260500277,57.260289513610054,56.411128950603626,95.0
333,-6.581923598282533,68.3327780441113,40.499769950498816,95.0
334,-28.727590913525745,59.21901533280292,51.806592980495864,95.0
335,-13.439601975762422,82.65628643095235,47.35158024031573,95.0
336,-26.52357704846005,71.17819706745456,42.50191512201053,95.0
337,-32.08422588838082,74.40062160058977,61.89223328776957,95.0
338,-32.101610040737505,77.64332874438301,34.69803332166495,95.0
339,-22.951368682849427,70.0102135211737,63.63646403803219,95.0
340,-13.716903187299042,76.82715603494732,49.969821178445386,95.0
341,-12.02794754571342,79.43300538466765,56.1177683003173,95.0
342,-27.605028517518925,78.55515613081437,78.09384887045194,95.0
343,-23.687988451150595,71.23769726342225,39.75264293198542,95.0
344,-27.28195931353187,68.98526974870313,52.016325129833696,95.0
345,-28.346511588123388,70.72129950591568,49.82567113652715,95.0
346,-27.65539662060596,78.513186396746,46.86582572913206,95.0
347,-22.422663730841247,71.66764733739278,37.89847258589958,95.0
348,-16.15682624702848,94.39435279509635,64.06818836409714,95.0
349,-15.516208116734077,84.52798371985874,46.40116443173705,95.0
350,0.24743840176026288,67.82632417735161,32.013285637407805,95.0
351,-31.99919527775502,79.46190677778125,55.43983361526009,95.0
352,-26.460155014729544,82.66724222101224,59.06211832967796,95.0
353,-22.962944589744335,72.24020189791203,50.482086974593834,95.0
354,-26.067465780680582,71.5423160832823,39.949490865528,95.0
355,-30.225180703930146,56.275648009231865,44.17430901420766,95.0
356,-25.51734712218947,68.8710169586506,31.545003261100405,95.0
357,-31.413701740745324,81.06577848812049,52.80538657866096,95.0
358,-22.524643123316533,80.88005477902759,64.76630384183812,95.0
359,-24.36513118910617,86.30593983381242,53.634275662811376,95.0
360,-21.541674203543884,91.25219438242979,68.70584207227918,95.0
361,2.8793730254490986,80.80207795796224,46.46816470748353,95.0
362,-22.750316871984417,83.70800019344027,42.03507959041756,95.0
363,-17.66459739688823,85.18146551981634,48.91337208074683,95.0
364,-9.099249958640115,89.93139059870964,51.98346314231354,95.0
365,-14.492750913998057,61.1812210675599,41.7172674466274,95.0
366,1.2344086804737002,64.99440798277841,47.0573734861681,95.0
367,-17.08100862376776,91.3957563239376,67.0167797156925,95.0
368,-22.764922394687122,88.16236214338228,64.41268520933296,95.0
369,-6.4276474315146865,96.16257660369888,60.63380051251952,95.0
370,-9.802391016721486,93.62987259353079,47.03010430679709,95.0
371,-28.20266175571405,58.4900592504109,56.484998854101114,95.0
372,-28.515841413003113,77.41973395022862,58.890693307749345,95.0
373,-38.0981796446523,69.57724379037286,57.139160075313065,95.0
374,-3.0041500540275887,71.01055592243472,47.87794460507672,95.0
375,-23.83952765599738,83.60496800976877,70.39226404660118,95.0
376,-24.218157359638344,82.92437116194249,32.81265231034996,95.0
377,-19.816651415494018,107.59199186965483,46.95033678451104,95.0
378,-26.79454532175574,67.6940556462442,43.62920096569439,95.0
379,-28.25976256576961,89.89484132471594,66.41053445435278,95.0
380,5.626081349718355,90.64349898684462,67.15377318653425,95.0
381,-30.277916064785874,74.81857871947227,47.904451447612665,95.0
382,1.838932460672301,78.08800522536751,48.223928790628705,95.0
383,-13.141836574126518,80.63483091900642,45.25008954357903,95.0
384,-28.40061432267138,59.65354624162916,59.780153486488835,95.0
385,-23.474853886232477,77.2338520712171,48.605966504875425,95.0
386,-30.91685251306839,75.43832648517899,53.788989238015745,95.0
387,-32.449687517355095,53.59632033738673,36.08847162694165,95.0
388,-31.387656795272086,64.25522633550578,48.70595114420245,95.0
389,-27.993973931875296,81.82073744034841,60.952299792246464,95.0
390,-15.233702787124162,67.2264012806048,58.57420510940172,95.0
391,-27.275834994464187,90.25264564223308,56.6556632629377,95.0
392,-16.944195671884938,65.89896706318166,68.75832678189559,95.0
393,-10.315428328962636,86.58218051924172,51.99584439786422,95.0
394,-25.864633451195907,71.54781825886897,62.09606943479961,95.0
395,-17.307444837624054,74.97587417548553,39.68935045752013,95.0
396,-22.1429514097178,83.42659216648883,63.66593912891037,95.0
397,-27.956270131252143,93.72396621415226,33.17868716828094,95.0
398,-22.810390129519035,107.2391648070543,39.1778103377574,95.0
399,-15.901538035993827,84.32596028401937,28.682322891055065,95.0
