unit_id,HarvestBiomass,StockingDensity,do_StockingDensity
168,16.114315275615454,31.982575122188557,25.0
169,24.65018129040827,23.98308560829483,25.0
170,13.655190139430017,24.040140363513288,25.0
171,18.9492587811392,28.337701542981964,25.0
172,20.979763782235597,24.63145559605614,25.0
173,22.77310010709166,30.070590268304493,25.0
174,24.532763764015748,23.566478235217367,25.0
175,16.37110520494881,26.668282006415776,25.0
176,19.37440233471052,25.973843662797687,25.0
177,17.011813243693897,24.715334278089138,25.0
178,21.838983122147816,23.743527536987646,25.0
179,13.095105417703019,25.238754540362077,25.0
180,23.371262772493267,26.308434100544517,25.0
181,22.556904599706524,21.95116113157654,25.0
182,19.56057753116818,26.067289273111314,25.0
183,16.024898903062393,19.691636198586085,25.0
184,22.109752876001664,21.979877602119693,25.0
185,19.567918505936277,29.835744335511386,25.0
186,16.05028796950553,24.55095053117471,25.0
187,19.312819244801712,19.59422761732843,25.0
188,16.817098532799626,24.812940288098382,25.0
189,17.63034174969649,28.05284710558565,25.0
190,22.229501242549425,23.320146588856993,25.0
191,19.02234198232026,19.385545272060746,25.0
192,22.85221275073219,27.086018390408,25.0
193,19.18288363521255,27.346699859649604,25.0
194,23.96705190141009,26.99896604403216,25.0
195,17.843345438677616,20.190776108345123,25.0
196,9.185962038545465,21.215163210215138,25.0
197,18.891671340928262,20.590169994778986,25.0
198,18.931855202522026,24.45838430870021,25.0
199,15.159758133045319,28.22806626249139,25.0
200,25.132937053097454,23.66571894725409,25.0
201,20.044959393928703,24.47051019363891,25.0
202,20.867991147055744,23.119471276481562,25.0
203,18.300362011930872,24.27856914471073,25.0
204,20.23600534986658,25.12645350153481,25.0
205,18.57188341925243,29.76891418483499,25.0
206,20.17501172943982,26.229434202281926,25.0
207,19.06777161683487,27.327502031787468,25.0
208,22.849950148021307,26.691722527547682,25.0
209,16.918601260403427,23.22585314833492,25.0
210,14.664350588831525,22.745974442039014,25.0
211,15.379365415831646,20.25119316510243,25.0
212,10.17152554127365,25.192199839004534,25.0
213,19.51468703472001,22.333376950772916,25.0
214,10.426809402312376,30.245563127032497,25.0
215,13.225437086837156,28.818864053682532,25.0
216,24.022805792749676,25.853261154759416,25.0
217,16.178862543816557,25.27580197802514,25.0
218,7.429194068783499,23.79092250057863,25.0
219,20.58338733184691,22.84274434051765,25.0
220,17.881576646360912,26.1546388212132,25.0
221,26.24341976734208,24.754067771931144,25.0
222,20.43418115665783,23.634581600509513,25.0
223,23.294396035085107,22.48562865200322,25.0
224,12.811182090496429,28.127613981195317,25.0
225,8.894147128650477,22.89957050318454,25.0
226,12.464378336547961,23.068785735439647,25.0
227,23.62408769860429,27.389767471613833,25.0
228,15.17682125349366,24.996193339891093,25.0
229,12.255953235881288,26.68521823257016,25.0
230,21.446719738796695,22.5831087429755,25.0
231,18.9843496165037,24.30700972094065,25.0
232,28.3402034512027,33.09856102840711,25.0
233,14.40659329380166,31.82514149278736,25.0
234,19.73710236995134,23.950632457015878,25.0
235,13.30419187220056,24.317138920318136,25.0
236,15.388805057726998,21.167003560282367,25.0
237,13.512173721333427,22.795197634789602,25.0
238,18.487308085467625,26.2956828834483,25.0
239,17.68074646770914,24.808015659575087,25.0
240,19.12775296829508,21.51988517186262,25.0
241,11.915516073585199,24.531425303221706,25.0
242,12.939307696675277,23.515616086687203,25.0
243,15.76506233117565,24.348886396747318,25.0
244,12.423705517804034,29.01775531874008,25.0
245,13.070254585580287,23.247540392337967,25.0
246,18.132855285595163,20.119347906863744,25.0
247,16.390788218152885,24.869404766660555,25.0
248,7.756634727096643,26.814202199194153,25.0
249,25.509274599947677,23.949145151639346,25.0
250,24.812078267047866,25.190345689972684,25.0
251,18.727301944941185,21.90759955960473,25.0
252,16.394140233374713,21.53071148737863,25.0
253,23.822908048407363,29.948860106130375,25.0
254,15.395122579779594,25.310061479576603,25.0
255,20.541860425394333,28.14191577407241,25.0
256,18.877522882936635,21.009387539633224,25.0
257,10.765817986028962,22.350868816887193,25.0
258,13.585736084636538,26.74284887971143,25.0
259,17.48018329201234,33.82036200299397,25.0
260,19.048520813257436,25.770704294654493,25.0
261,8.644030435324794,28.60862050385732,25.0
262,21.835655725472648,29.61172689829406,25.0
263,21.130731528575357,19.59157476756381,25.0
264,20.678123981957214,29.145924901817942,25.0
265,15.887060577116602,27.5656890565856,25.0
266,19.419804695295888,27.12786170015203,25.0
267,15.620880717894781,26.428922193229752,25.0
268,20.127011476144403,26.237185024610493,25.0
269,20.116923745751933,23.944456275882583,25.0
270,20.944246717841807,17.959367306148515,25.0
271,19.61517310023201,25.33776496004862,25.0
272,23.780931541219925,27.71397250849793,25.0
273,20.37483312469856,26.28721230301012,25.0
274,15.019839610017303,28.282319925048903,25.0
275,21.678923223880627,24.021489203297346,25.0
276,17.49120451123442,24.59332706315379,25.0
277,23.223130508371955,21.02030820550583,25.0
278,19.478275955767646,19.7657704126684,25.0
279,21.195401003909485,27.478038666548173,25.0
280,19.137682858845668,25.230208430351322,25.0
281,23.202741448794924,24.9936792586564,25.0
282,19.1984037507184,26.300861965278877,25.0
283,16.463732105733932,26.524806560682357,25.0
284,21.47935052677741,25.84213425404219,25.0
285,16.956324978367252,24.800700046975507,25.0
286,12.11393076388692,26.517843512464953,25.0
287,14.096011810672529,27.45688367621891,25.0
288,19.36388394369779,25.641083980002506,25.0
289,20.04414120409259,24.076664411750368,25.0
290,15.44597507275624,26.126111446008117,25.0
291,13.521176771230278,29.00714277795021,25.0
292,23.900389025360003,25.407957888164436,25.0
293,19.107102203977053,30.15900950918451,25.0
294,17.26346155638788,25.40047872645883,25.0
295,19.462173160096427,26.376035591675624,25.0
296,14.693747232601654,27.11022160611028,25.0
297,18.121062542498873,26.111335386022958,25.0
298,13.024315430021925,23.39283448538412,25.0
299,22.116899889105802,24.245445568852066,25.0
300,16.013939252479492,18.46930651323526,25.0
301,18.512445015590814,21.51185337289867,25.0
302,7.868857801247122,24.23022254983109,25.0
303,19.397655109956766,21.60790621652142,25.0
304,8.651778140813096,22.616490015530417,25.0
305,18.166220574970865,25.684572631173737,25.0
306,19.180127438025522,23.695153832067042,25.0
307,14.915780037047591,27.254517077808725,25.0
308,11.062440850019218,28.121236296148535,25.0
309,20.763143209241736,25.98510423693071,25.0
310,23.733636930404405,23.479850755999998,25.0
311,6.741995897811132,20.850790277966844,25.0
312,19.304954422971,22.145441717111794,25.0
313,23.873874169630525,24.236034602052612,25.0
314,14.708674034941714,26.534132081953707,25.0
315,20.312012774519697,23.97566843566748,25.0
316,21.72453314884712,20.318937501806165,25.0
317,22.501912495173123,28.515238651847575,25.0
318,23.781645101437807,23.78186873686361,25.0
319,17.659234058306083,18.893793056334868,25.0
320,17.08294041844388,25.615632155396447,25.0
321,19.50844810690411,28.645014290824346,25.0
322,19.209598230324065,19.54142572105688,25.0
323,15.862247042655754,22.183676987319437,25.0
324,16.71342048650167,24.564234682713746,25.0
325,15.051282979267654,27.313796451353568,25.0
326,16.970313369606718,24.72798648358745,25.0
327,18.492488178265916,27.43421655743217,25.0
328,13.804966403997692,18.90307391528136,25.0
329,12.85645245834252,30.517306871262562,25.0
330,20.901600097137894,25.58725426545928,25.0
331,22.56155875112036,27.47532956126677,25.0
332,27.367229972777523,22.636366614872426,25.0
333,16.902506142572,23.103255221044048,25.0
334,29.150930479100083,26.64087850480042,25.0
335,21.09813620076042,27.51930425534432,25.0
336,12.324639074087958,23.363403342913436,25.0
337,18.928872258766006,24.518767548617088,25.0
338,17.444328309110702,26.275306337425185,25.0
339,17.69347845943199,24.70254242093048,25.0
340,15.020821233735953,21.53595938084967,25.0
341,15.026347303688208,21.66594791037626,25.0
342,19.91537944549029,29.654622338770373,25.0
343,19.684882239879343,20.58701505535666,25.0
344,13.87916667180787,25.942650567860685,25.0
345,6.830369399858123,24.503756868241247,25.0
346,18.592782313755322,18.080842532767566,25.0
347,23.79368531031274,33.55043752133673,25.0
348,14.649354890357241,21.537520105796965,25.0
349,19.558136479644244,22.548823047881463,25.0
350,19.41493566353184,32.194500474977865,25.0
351,23.70207231767566,22.57315956826689,25.0
352,9.072009717269674,24.40666276849096,25.0
353,18.519812058368164,26.03556724293744,25.0
354,14.910082803289097,25.73560324744036,25.0
355,15.326701587441566,28.52195769221999,25.0
356,18.650886118630034,28.72752698196183,25.0
357,13.20110119603943,24.845810346276792,25.0
358,18.944717212854776,31.517509439627926,25.0
359,17.435133262569707,28.910555334422337,25.0
360,12.139329420133638,24.942830237949014,25.0
361,17.459196642223834,26.32697489793006,25.0
362,20.447873001013335,25.177143750482095,25.0
363,18.491946827626627,23.554414692524777,25.0
364,19.582261384249236,24.170368347837194,25.0
365,24.48438255692154,22.002335991648135,25.0
366,9.03904178003519,28.762387384444324,25.0
367,20.240605763249107,24.863200481313804,25.0
368,12.877955291138012,27.483835069062685,25.0
369,14.114092628174358,23.237185846544918,25.0
370,13.347568011932413,24.449469983913588,25.0
371,15.90272417371115,28.396748063146372,25.0
372,15.339390602455996,25.344803508673948,25.0
373,21.56413637012928,18.24180622551055,25.0
374,19.63399604382679,23.01418285368715,25.0
375,13.44279776986282,22.352719706406297,25.0
376,20.436320064177817,26.898765872610166,25.0
377,17.506146690914566,26.85545402789206,25.0
378,17.968567436755777,25.97891513128351,25.0
379,18.71411811432867,25.76664151437967,25.0
380,10.700539638315236,23.94774195772595,25.0
381,19.357516546146176,24.602087274055425,25.0
382,20.136751418528,25.232764838922233,25.0
383,20.54668414073567,25.71711120641324,25.0
384,17.595468206957083,22.82993042267772,25.0
385,21.70884186905759,25.460775944433408,25.0
386,15.441005559316503,29.515369119363715,25.0
387,27.806603374506835,26.294038531246713,25.0
388,14.847097642971987,28.278185531752047,25.0
389,22.505768196463666,25.31280937569126,25.0
390,18.15069800916582,22.04710416688875,25.0
391,21.89900350308948,24.947868522677847,25.0
392,23.193680095624146,22.84685692330113,25.0
393,19.04990582545295,24.131964329463653,25.0
394,20.483237936396968,25.473243417290423,25.0
395,21.95579094309926,25.59384019936406,25.0
396,17.768596570689837,24.99111028089428,25.0
397,16.14027246343762,29.092860314064744,25.0
398,10.737407053459641,26.599966945024047,25.0
399,14.39486870114809,30.90619214525139,25.0
