unit_id,HarvestBiomass,AmmoniaLevel,WaterTempAqua,StockingDensity,do_Aeration
40,18.436103706637788,62.31841412156954,53.39407971327381,31.636273148113993,75.0
41,17.50221982751773,41.061123584640605,35.86516286966404,21.89952574917722,75.0
42,26.77070992256199,68.16536483981568,60.766227623887076,53.32712180557528,75.0
43,24.765882986278182,51.749802626597614,72.18597153020346,45.017201385770704,75.0
44,16.4144752988161,74.02246536244095,64.68404926755298,58.329498803678725,75.0
45,10.737396358274204,44.76680932930759,53.45490367885416,34.35472552631346,75.0
46,23.842795947955633,44.31829532949436,54.96728597615892,51.02941126068859,75.0
47,17.68537020409446,57.34010214870011,53.03680105751247,46.10299160595966,75.0
48,18.167071925594726,47.84679885041746,57.14850687773621,64.41653098320813,75.0
49,15.840689253364982,64.25448279176206,46.718064884723084,29.14851180698392,75.0
50,23.165717628691983,40.587548359347785,49.8974424604685,14.645076201354716,75.0
51,14.400161864834486,34.35337071846472,46.24498738009209,53.0425749160645,75.0
52,23.101150444200954,52.72341116089455,46.53057235788916,19.24573032289076,75.0
53,11.52795309413209,43.16465768024156,63.019383773954004,36.889580815467596,75.0
54,18.614235831773012,38.89554213263036,49.687056004335986,29.082388108192717,75.0
55,22.24866443085532,23.226086730746676,57.92169265290625,44.07129735197321,75.0
56,15.076330052883497,54.71787807609144,49.847797988196334,20.97282589839591,75.0
57,21.74195339160559,47.33737458052389,70.803399012406,55.83297423308146,75.0
58,25.51077493635734,66.9132216335161,49.56441027562317,23.346493326814294,75.0
59,19.54637428718173,40.75505640486152,52.22029632297013,58.677644046748824,75.0
60,17.487849261746934,55.16908311932809,30.218021511983014,51.52407847091952,75.0
61,11.793492286218022,54.35860300301389,63.50648828710319,54.765522218339804,75.0
62,24.03830046854025,44.61231112177572,55.62351039868096,40.43310003890383,75.0
63,26.019292505333425,44.528660460535484,45.03482071391551,25.485161792081684,75.0
64,24.701727507021907,43.62940423055671,49.904823720033406,33.33138341249832,75.0
65,12.58621265254197,58.817216570526895,51.42696632891504,43.291701665986714,75.0
66,15.206245451739434,36.82898879645322,45.07699291979962,25.698798710046773,75.0
67,20.158829837915626,41.732494386914425,56.56478998203339,60.796921663015,75.0
68,18.28471647520758,67.7749161378278,44.3192761482634,28.446546088089395,75.0
69,23.38109946981991,36.79099191948763,45.0800389031135,51.572677695127545,75.0
70,20.418883037830152,46.47758357945708,58.946557870757985,54.6081131386996,75.0
71,12.68795560186675,53.99096448245613,57.158427967663464,19.23127295729699,75.0
72,20.439950009250293,44.610037525969524,47.67243595939697,28.91223562715592,75.0
73,9.616826081388309,79.52043851261725,23.46481997846076,36.259382955691706,75.0
74,20.38004457436066,79.77460340323287,51.553386160357455,52.66215740728865,75.0
75,23.725242404425913,50.40796087695809,47.04774930171247,50.97902894889736,75.0
76,18.447350996615604,57.98438961904801,50.279290167410956,19.321561763947464,75.0
77,17.004950190076155,46.252853648701624,52.08380701627722,31.62094643115696,75.0
78,24.373255302062713,54.19071085798255,38.4923264279252,30.561483812094636,75.0
79,16.134136022519996,44.733143996696676,57.59871278247725,32.02766223040825,75.0
80,21.619663539604655,52.12186374378686,65.13731181237607,35.728855605520145,75.0
81,26.044698943329443,49.964877398320866,41.90682290249019,45.62994450258796,75.0
82,28.832611177876394,61.41062330513784,61.07607673173898,45.25735640711922,75.0
83,21.368197548831198,42.16499745018728,54.94304890674647,23.834764595548066,75.0
84,17.11833491015522,56.64882284135519,48.76120190379865,54.36642853626108,75.0
85,17.46704215814486,43.723673168768826,51.46350869955417,51.545695949852686,75.0
86,19.31717228953825,41.66644066327171,47.52729056027156,49.05697613015843,75.0
87,15.041916809145407,67.89465704712075,47.211651729187004,45.75466609215186,75.0
88,10.907236447303037,58.98307598186359,49.262036844216404,32.90356170011325,75.0
89,16.54930093861853,82.54597109505512,35.57822208200159,38.93398965361391,75.0
90,12.268842130572045,27.241081915052135,68.42275684823915,28.673751845182938,75.0
91,20.26584883667163,49.88587504500717,28.407153082653295,67.98016377201317,75.0
92,27.731366965424154,56.08849603120355,55.99268049584138,27.1182567325666,75.0
93,20.41237925724673,21.892773533240412,52.303044632596134,50.34063908368111,75.0
94,24.052551454453052,45.25069916924321,33.31037573567973,51.02518183948953,75.0
95,21.585987434255326,21.829746622557806,74.23689530894636,60.835029108106376,75.0
96,15.204293328590545,40.81243466914884,43.05492930269872,43.85805279242897,75.0
97,24.458803814162522,44.25909718057177,37.50486337723808,40.215735007498445,75.0
98,22.776830887357903,34.34062188495074,42.33770170399147,45.58460299968446,75.0
99,12.13869194349011,63.8552057812085,43.5923665826814,50.81667295740649,75.0
100,18.140686976491338,45.917864358609634,58.34482592098024,61.36306535350793,75.0
101,26.987314706046845,55.63159657193986,61.57116624421773,49.834068989188545,75.0
102,20.235839167124954,54.82788800054695,27.547543768330787,12.512348909492909,75.0
103,16.78378692455393,63.556685626108745,62.94524229719035,45.26326734464648,75.0
104,18.15280423494515,41.49084072041796,47.98600874985705,44.83819332510521,75.0
105,19.11334396181858,59.588100971271984,43.086500096154076,41.59165155962903,75.0
106,22.49198320923269,26.601840198037824,46.268167525833036,35.00612710860373,75.0
107,26.62252197469937,55.15757538297493,52.64121991318627,47.543134691184065,75.0
108,23.717434741737858,50.37094039097974,53.87672089565078,49.80479658513877,75.0
109,18.877748562749158,50.52029345098493,58.097473880790965,43.96154887246388,75.0
110,22.159252089843843,51.86901272664341,49.5599808545703,59.4016007248203,75.0
111,12.623604086974114,75.53658581881477,52.390788563807156,38.61403002001982,75.0
112,13.77239588675018,58.566322695051475,32.67550480464426,39.91897767232292,75.0
113,24.224735448766033,31.42606297363982,42.517910182983584,32.37466892944113,75.0
114,26.000937117456168,47.63509715635077,47.360560706682456,37.27402818520788,75.0
115,19.327417648354395,25.405108546211423,45.911606945904865,35.986055210871214,75.0
116,24.380397960575028,34.73592408376371,40.43935698020682,37.74018418838456,75.0
117,19.721878596796003,32.73608749155454,49.807483864747226,43.57956080532638,75.0
118,29.06285526324472,60.4255853766362,39.3727297655301,49.73001060991867,75.0
119,17.776951268725075,48.819452358398,58.725250101186205,49.81057993814864,75.0
120,14.758483842062057,45.15801798543407,55.503801634694454,18.69279475204649,75.0
121,23.866298401449917,47.761319773036284,53.122132822926496,44.18196957118428,75.0
122,19.896395501680054,51.05386663477931,65.72401575799422,22.484976714453097,75.0
123,17.345915350592755,53.79935643092767,39.18475555158341,22.039438449829323,75.0
124,19.888224669123733,51.5337058339962,52.27968086004324,38.67304389218224,75.0
125,16.50541159507152,82.05216007405151,55.653416222155954,43.15937762161902,75.0
126,26.809420765650778,53.15733276729407,65.07087561616925,39.517112484927424,75.0
127,26.870882111702752,59.33402905368524,38.2043213905099,30.906698473269564,75.0
128,11.957356190431607,44.30082618525413,30.090006291735097,22.876889317961467,75.0
129,24.35056127265647,47.97989894164349,59.5486274396978,33.83167361542762,75.0
130,21.68397847104824,35.08952914123347,32.298383015436194,37.235222853599424,75.0
131,28.748612341630995,65.10361846410248,61.52610597780147,18.91271997180832,75.0
132,20.65975695737048,32.32463172112927,60.752787257522,27.06174347600386,75.0
133,23.883731125229584,40.56183136607711,44.787093910336765,36.871571033608035,75.0
134,15.79065140661962,45.94318547083271,49.51706249822689,44.029352960049344,75.0
135,25.548937044774206,42.89974840533923,54.98571783659916,38.21478286614512,75.0
136,19.57025233868623,51.51930828153288,25.43666341558231,39.38221837168375,75.0
137,22.930504077611737,32.50278444013423,57.44196137140956,48.678713504283735,75.0
138,26.326212795493284,47.33702996813263,60.4673158555597,50.0673705534878,75.0
139,25.326187828897552,63.93123223899672,61.85054927728694,44.867081726562276,75.0
140,25.422427534081116,47.97683983428344,58.9955007115327,27.682575173634202,75.0
141,22.092439799927934,32.273931647671105,42.44656586837713,50.43798772273017,75.0
142,18.161308534399122,54.9711871239916,58.85194184544838,30.175438401193862,75.0
143,20.238871491921852,37.46235316316701,57.59724837888255,46.036041703796286,75.0
144,23.52652725731479,51.44946167581925,21.793797816030825,59.95928919215416,75.0
145,21.320336739205686,44.67826334834584,56.17718692044607,37.42793453166895,75.0
146,26.844380839885023,50.08472081052214,39.719338472848044,50.5853799606407,75.0
147,18.19545280181186,47.18590641685086,39.48728507496811,36.72133429174988,75.0
148,22.522699939963545,58.76109044330834,50.0747684556011,38.094946251266556,75.0
149,27.43137299350116,48.94266795117513,32.658350299795345,29.310584867822094,75.0
150,21.85714330817002,83.53740131293397,58.3088323272109,15.677785813191338,75.0
151,24.330006560943044,41.012518175941274,45.05098603424084,32.19825730552783,75.0
152,23.943480630627967,62.50887721921158,46.34956865057819,45.20007423691471,75.0
153,15.211943378441509,49.60145858060146,61.25636471272868,51.84155764672984,75.0
154,23.036536506523365,50.72108924482552,43.76482979878973,36.63364134455582,75.0
155,17.875657485294155,52.84632198792857,55.68902339452623,31.668860396603502,75.0
156,11.131707945555137,65.39035884705935,32.25856243775196,55.38640388574872,75.0
157,20.244477165558255,54.87606333874167,39.47191151631728,41.57426218524634,75.0
158,18.178219741585416,45.05938593936903,32.857338579759585,50.16317970342053,75.0
159,24.4210271399113,53.47783259885092,62.1840407530374,55.25086535534268,75.0
160,28.79022087415304,54.80051450646304,52.0620491214686,54.157731137326856,75.0
161,17.647091438963876,58.681744417389574,39.193094307375375,32.26284261173575,75.0
162,20.83283626809484,44.17665259105833,65.57777321543058,37.54590999474133,75.0
163,24.37915601759836,44.68023231735162,44.03067378267074,29.211897990165404,75.0
164,20.44026139128748,60.932101164379915,45.12248630848448,50.33949664538441,75.0
165,17.919288728810123,45.67330257583713,53.05151683015022,23.14352561003992,75.0
166,14.139099081635884,46.96507255472651,47.947613074343174,43.668341979502515,75.0
167,19.328540405721235,64.6702035550927,32.92791060423977,28.72673412602672,75.0
168,20.296697268052856,59.09759156353286,32.50352353297802,16.464647420096213,75.0
169,16.925840997144935,52.76835789036187,42.32794487370719,26.24582696065677,75.0
170,28.254112203824093,48.8780125495648,79.4457526072853,31.958421911453478,75.0
171,21.847218066688495,63.63277057261832,49.25938171805507,37.558827191565285,75.0
172,21.539171438932378,66.66990541580425,64.55266222777077,30.764614360280028,75.0
173,20.02079055589452,57.09037702690085,57.81610008042284,53.03867240494028,75.0
174,23.680400483507462,22.675637368059487,69.24575743600978,53.85082279691894,75.0
175,21.16731949841385,41.11014548716094,46.23533316036409,39.995319933166186,75.0
176,22.1166315215693,48.15998667564648,47.918552117606126,49.95382409831054,75.0
177,15.532312386207984,18.338360496653586,30.790759618334828,22.381257430612713,75.0
178,20.982632992731954,40.05359246991318,60.52331921101005,17.63965597903509,75.0
179,28.587850384988474,78.56298360103219,31.610463402189556,42.41928076137695,75.0
180,13.90972723517444,43.070182032383066,40.29517621948537,70.20856962346917,75.0
181,23.23537864583855,65.59134584477698,42.919939263615454,28.32798969280721,75.0
182,19.757155511683923,36.01943076700988,31.652969360247837,62.85182768747323,75.0
183,19.25400726177825,51.76338314288403,66.6784657762896,48.790183279023736,75.0
184,23.971738754311488,29.931457311420708,66.02247113721464,42.11874470767344,75.0
185,17.775087009194134,47.21900590927828,41.73683008658004,21.055286234162,75.0
186,25.07575288240101,65.9331254955994,57.8544030379734,38.69952162769097,75.0
187,17.263134115343316,38.984402528064415,67.96827009358566,40.982164349142735,75.0
188,20.71015636874679,52.44957795899926,39.01196810050364,35.58537762192996,75.0
189,21.74313102994139,58.301714479994295,72.6948406452466,58.6881692132728,75.0
190,17.0571637911281,46.49621257586625,67.53442131881344,22.006456836865873,75.0
191,27.27354698330895,58.92653507712199,51.98669169609878,63.144372105289634,75.0
192,13.814557142649605,33.82142211025797,53.344251195072864,33.775781117256486,75.0
193,20.28797454317199,57.95613343205174,40.43862961706856,50.84228388809113,75.0
194,31.460425042696016,52.59530096222558,46.806835704928204,38.052938519703964,75.0
195,14.09641946300514,37.898882703242684,55.02897402865947,37.36210840476448,75.0
196,26.76452205913036,30.547703942433916,44.6420683252979,43.80504992060817,75.0
197,15.088136231284178,43.442664424216765,37.26564067486253,38.49829709956363,75.0
198,15.468657579764503,36.031460515750545,49.53242890627468,20.274560550816,75.0
199,17.90265995171275,52.4138622391216,48.463473823148206,31.69467402268849,75.0
200,22.655310208326064,44.359186862417346,40.32748924222414,75.42490212837372,75.0
201,18.68013009497938,55.13193674559224,25.280582982199398,47.45470557071797,75.0
202,20.741624746524657,64.12166942642033,70.47534289713673,47.052267458191274,75.0
203,14.890936524308744,83.50689846429462,40.846345941496644,51.07817814494297,75.0
204,25.215141439123787,67.46864628817536,48.231992564642496,64.789838743386,75.0
205,28.736509449926388,41.14037175152541,50.16713090166423,39.51749898361087,75.0
206,23.701977711925142,52.16527260353577,26.893265470304293,38.303849677903685,75.0
207,14.13109971040782,54.84521982300543,77.6343945386623,33.16211390979976,75.0
208,18.91188961183708,58.50021552002902,56.855012121701506,42.75956097674964,75.0
209,15.148220069673634,39.583277433101436,54.008085470100156,55.66540322905062,75.0
210,17.77375361930817,50.120059255559504,39.888836655096135,38.27808965648187,75.0
211,18.024569282880883,53.95507652990793,33.99179664090913,45.58626517147349,75.0
212,20.86941418723953,20.4923041469222,57.3548599095841,22.078877838648854,75.0
213,23.08800246451645,54.01905119710677,37.97343633242881,54.93177912692522,75.0
214,21.41594816408644,70.94494971871606,54.97824255401105,58.42799688143775,75.0
215,14.747588347539605,62.765562695851905,49.9418291979435,51.63587388474479,75.0
216,22.12290307736332,68.49198545385522,41.30580144044046,18.397281867662773,75.0
217,31.101941775300155,20.136408550982388,68.7470824321157,38.404409948891875,75.0
218,22.50378243269049,34.50785990085629,37.61064380969471,18.626546197069906,75.0
219,15.952057934594873,26.922304444727523,48.85331093185796,26.72575269243408,75.0
220,17.707496552723995,50.5906866161472,65.86910092170326,50.387071389188584,75.0
221,23.30270989398783,35.76373417593677,37.78364888333786,48.178400533614095,75.0
222,27.933656360722146,46.30521209013924,51.43483588120216,17.11243435809605,75.0
223,23.409152666342038,64.09162711887889,56.85094760025161,30.440218040888116,75.0
224,13.634643598288315,56.47457323441848,38.89533962644688,38.73430554212485,75.0
225,20.44534607400473,49.37395881148773,53.78326543789808,24.713717702382116,75.0
226,21.109910325030594,56.376678336562264,47.55111783890482,25.938224849613256,75.0
227,16.12979425210752,51.521993836469676,74.75207041150759,50.83652422218882,75.0
228,23.651462188002277,73.37984881916921,47.73494871670353,23.98757410876456,75.0
229,24.502632475194112,37.60431762739988,40.400253086053,57.1665552449586,75.0
230,25.392460112808788,60.166781447562116,35.52613766530469,31.003031958026405,75.0
231,15.863932974992284,55.00045840820836,36.91748263603307,38.25864762154464,75.0
232,18.87935802120659,54.878635397613905,41.914188241871756,45.869232234358066,75.0
233,23.432516574142653,50.77870557484362,38.178106047300886,54.89092324872075,75.0
234,11.801540141471305,54.514141721674974,42.37677030104977,52.00761479913712,75.0
235,18.787263495672086,56.43344097733073,40.94641765757987,23.186912490315546,75.0
236,22.340251598636396,49.35955356221142,71.39400782958971,23.262147148997812,75.0
237,18.7293505255168,49.75179784222511,43.751041413162405,47.485720974163065,75.0
238,21.718631309331794,24.026878467342026,40.50913091747235,21.84959113495553,75.0
239,16.057008515587427,44.46021605865102,53.32627750423503,30.78159232214993,75.0
240,17.538039729856322,50.79151703805865,53.71582595389719,50.18985320129589,75.0
241,15.787153943709916,63.36316483863494,68.04662304729435,36.40592128949222,75.0
242,13.649463549812342,53.46908498156946,24.726621356311203,50.39632448805551,75.0
243,25.53765669197885,79.92967309453407,23.45292364972223,52.73710134441586,75.0
244,24.50169465290298,49.83841180206683,54.66346894638309,33.79094946829733,75.0
245,23.102894879349424,45.651034232146046,67.17766150014793,50.06708965700007,75.0
246,19.112886333444166,20.309100126851362,30.315983009235495,33.95920636368414,75.0
247,19.232698004804412,57.96802426477946,51.02455463849007,21.032946658747946,75.0
248,19.1836379522462,65.73201744716567,35.99592241069496,57.574185344333955,75.0
249,17.41119041049542,44.66279742778723,48.004901183240705,32.63160912819918,75.0
250,25.712725514003047,34.177470710864945,55.96270437553593,67.09971321469568,75.0
251,18.55437816950858,71.71904009847839,40.45191894962702,36.59101394664512,75.0
252,19.650810539406613,40.65444095018322,53.29283126850292,28.353834867257017,75.0
253,24.696840596090176,65.03044003207587,72.78103914952933,62.46675009164017,75.0
254,19.809685609738665,53.59227075635498,52.671956810403096,38.671850442823086,75.0
255,26.664684707016892,23.175362946880284,45.24181820382917,46.49563754752551,75.0
256,25.507977585643587,83.25290084204794,49.11708580467764,54.54321939672037,75.0
257,20.426850837922686,40.46196634979819,50.972906833930224,49.97727994794752,75.0
258,17.587059782003756,48.04707061723353,51.64198983963093,46.4887765817378,75.0
259,17.975710393983277,56.10618113715307,39.49180178992604,36.44475563196528,75.0
260,14.64202584729921,40.26973195456398,48.913082023167355,43.08319481257461,75.0
261,13.13594709848481,29.7549133623232,43.963764631022755,36.562810810693115,75.0
262,17.953383569931297,56.64331283329895,53.50888962047794,41.28714186854342,75.0
263,21.756654952118463,73.76588780880412,52.14717358868355,43.67840415177522,75.0
264,22.7723723803023,61.04422678387802,40.78154437640412,26.263532084703343,75.0
265,16.714564861722618,31.170511898499495,69.5108767020299,45.32523678664888,75.0
266,22.10212429839026,34.23050756951252,55.41819852856722,29.401532182025136,75.0
267,19.753639240669393,34.70904113167808,40.726860025585864,40.94000372497727,75.0
268,18.89112982266028,52.504065907479365,44.21174790265281,32.362446318205336,75.0
269,23.12400867594431,53.44338178218782,39.69670841912866,26.973749617174935,75.0
270,21.86750853209616,63.47059486202577,14.767377508378708,50.105781174600146,75.0
271,21.734183200625413,72.2542663125145,49.63911408795481,29.564696838042725,75.0
272,15.271868381240862,53.8973764427092,67.41801305024518,29.522514649543687,75.0
273,20.8630879522987,59.84273384232206,48.880917363373044,58.46053795038557,75.0
274,23.917940788393782,26.45163919613398,51.803109093194436,22.072240830282986,75.0
275,19.82195717228162,34.309807291883125,49.41134350043952,27.12001752166053,75.0
276,24.01181310013041,47.02749807932425,53.58660092440754,34.83160787901546,75.0
277,22.475625307161312,35.07459875666312,42.08792654147585,44.36158365943063,75.0
278,23.46980768567442,48.83424777847721,42.10210131234784,54.61359760610097,75.0
279,30.196782831901125,63.78565667901911,35.11193408442138,39.074055012510456,75.0
280,17.179693458910048,36.9175183563676,35.867540203870604,40.83996445701036,75.0
281,17.468159374600077,48.565876091615976,35.91541844995424,50.528522680229514,75.0
282,28.472301425947506,54.12322978826871,54.368028463452845,49.57489527949112,75.0
283,22.97364091699908,53.842273406380116,27.934990893930596,29.49690467604325,75.0
284,25.879276189897567,72.82348233092327,64.51267708959962,19.825351939259747,75.0
285,20.570127431626567,39.26281644569057,39.94727207920293,41.986446326759925,75.0
286,20.100526633481856,34.17458981256882,28.50703125866466,42.46016758283965,75.0
287,19.69601580346268,42.03967911056868,57.83134804714705,-1.8705449496235746,75.0
288,14.357001495274922,49.99996348328919,75.84007311842821,47.95081508129914,75.0
289,28.263155057265497,43.97606564055722,51.56303644237984,50.916957431470784,75.0
290,22.78623299582113,60.80563813898892,33.58985478925997,28.359783612542863,75.0
291,30.32601775616311,53.117292024703964,44.47408703266975,50.487971900728255,75.0
292,16.263672166227796,48.22321485449268,65.15952511161885,31.74380693962844,75.0
293,19.214740636576614,42.39949031417675,57.45196501771594,36.34858409338141,75.0
294,13.555123842994469,44.49935378961665,46.27401687630323,43.28802365649116,75.0
295,24.957954218024938,58.247650510832244,35.11212019024331,38.08647340263026,75.0
296,20.193048715170484,56.07192457825154,41.91167214059375,36.791745710055494,75.0
297,16.24601311122748,43.63258145517732,48.48819925622766,40.74960931478646,75.0
298,17.389379149929475,57.89572608996991,34.114881559661335,37.530376228331995,75.0
299,17.41089968633369,66.91737794132351,49.87312079976199,27.5245731364856,75.0
300,12.131902737672863,42.26617160019744,63.824772008667324,49.98032761605635,75.0
301,18.234228530893162,32.26321279816604,44.433635129246795,39.15129104375559,75.0
302,26.97798659209069,52.324548754654565,61.15804767235302,41.30956099805077,75.0
303,19.54243137229126,35.605845967590334,75.93535007530622,25.6225658639684,75.0
304,25.03195302368909,49.89112505251223,64.66116591215344,47.62595483992791,75.0
305,23.197983387282694,46.57445096320754,47.70166383294357,44.808890132871994,75.0
306,25.23416908125297,23.329793142012242,28.033432790438155,46.04751799925292,75.0
307,17.389715732430084,48.577924406902916,54.019037897065786,46.3139438944468,75.0
308,19.425813878107355,40.954754529457944,67.15783253526881,26.806015015970495,75.0
309,23.77808000484559,51.611611304876526,66.0826226064977,34.359158580704005,75.0
310,21.205473414911253,54.972844690362294,42.10129267538416,49.546388191636964,75.0
311,15.295602257589941,42.77526795616409,37.93478539893405,65.93046141774036,75.0
312,13.38178517963662,57.754947958713785,68.7051268694616,27.643639939965386,75.0
313,22.274150945671064,64.41289762151457,56.29419995246474,43.11402317662585,75.0
314,17.012424757750665,47.22590465192158,52.280585332144824,34.56878065992687,75.0
315,19.767139869491327,22.401034513191874,46.23112562216214,14.360655092622173,75.0
316,21.982994665085656,23.38527352796553,63.12597585595997,35.38965659826672,75.0
317,11.18260734555708,40.873269818163784,75.86260976784781,41.160464446220644,75.0
318,21.452307775934198,69.23638353428518,54.72848818326392,72.50932057328887,75.0
319,21.932115402825282,62.75024487888812,26.6246449959743,27.938232013781054,75.0
320,17.337007803163182,75.93984445609276,50.69082677064877,47.91231791750052,75.0
321,18.95059636958691,48.07499463558933,48.58677100021336,13.745651150245624,75.0
322,17.71948989749045,40.56777786029751,35.25465621909697,51.93784276497195,75.0
323,25.127311959351943,36.74913758193634,46.645688256427945,32.049474421299514,75.0
324,15.880677913573855,43.37917360962576,60.570905766355125,7.987840744112915,75.0
325,15.488414036829587,56.498103296619405,60.96013754359508,48.62941897495482,75.0
326,24.35814540535346,49.070366260123286,24.726812337750015,63.30161372989144,75.0
327,25.860699819580795,53.6116414236112,52.93088163993371,39.47368651219152,75.0
328,16.653341122087692,36.579058294355704,39.23495907888962,31.775108882067208,75.0
329,19.56387721931509,52.134468853822604,19.36867057152905,56.052469287268515,75.0
330,11.161567961194974,43.34330117877631,59.95345505487964,30.993178945861374,75.0
331,10.538561163056315,57.989745539247885,53.52282347344246,27.934805815438455,75.0
332,19.25226386899174,48.10595486273194,60.92637821442892,42.20077014997566,75.0
333,25.5218262253096,57.057770803641354,49.952315351506954,18.484790542765325,75.0
334,16.64826012769413,58.567186175492566,49.52681437120435,20.196576720930818,75.0
335,9.965844847569675,22.448318662691978,37.06423648109611,28.52586427971537,75.0
336,16.634778247092243,70.62837235926449,59.421504035397206,12.498765960389262,75.0
337,17.47930299997521,56.155416299538,52.11486734476985,27.37523618587359,75.0
338,12.23528908007075,52.03339995049308,37.12716101071971,30.015515796141184,75.0
339,15.547877074022582,39.27189787421052,36.40173432809886,48.61580396087873,75.0
340,24.25431377196153,43.722545420206195,29.76190424161866,15.716137928354597,75.0
341,20.889651448377002,49.53914623891192,43.732731600438356,35.550153999109895,75.0
342,19.451220058775924,44.552234950706385,56.665356604020076,39.320013600657575,75.0
343,20.6866542465515,29.45070669746983,27.836646249571587,32.07386625720288,75.0
344,22.875087837136192,53.889774778102705,46.8419104043748,23.221058819048878,75.0
345,21.120700839738504,44.81567782523386,54.258264085816805,41.23427575733494,75.0
346,23.202094377909383,27.935105568175196,46.39785316979527,47.36540155759652,75.0
347,19.734598057848395,59.151760938878,46.90681368941151,31.231552948856034,75.0
348,19.837980672802104,41.21872047219313,47.833593444677376,58.28685382231299,75.0
349,19.483680818380527,14.116501351256638,41.44920454493671,50.06492895791891,75.0
350,13.312273422249277,67.97168425555815,42.574686867735046,24.453501203198144,75.0
351,24.939091339606918,41.440258590053425,50.09136007774236,38.0865155173434,75.0
352,25.041159426798405,57.94473229203026,67.61597120807623,26.12491077572215,75.0
353,17.28819922561091,48.85585503040103,40.34130389293513,18.930712420911515,75.0
354,20.41617745529514,67.8657610114904,35.38299611956398,30.194589591831694,75.0
355,23.36564316426459,33.71638986668483,70.1827274643291,38.426713066452265,75.0
356,25.558077156331592,55.584915488729074,59.20611699261285,30.40621262975037,75.0
357,18.012642482899757,43.59719330023185,63.94369232834957,41.0489932215694,75.0
358,20.222834425315426,44.75070193505318,47.63078439122979,59.947527132448045,75.0
359,21.97354156053635,75.85971214278943,30.087314606951736,19.9705393484539,75.0
360,23.3698939904787,49.390591803792454,62.36209403571439,33.76479740254335,75.0
361,22.54176403854239,55.54315175569979,38.46949020231526,40.754896633486155,75.0
362,18.922362949934904,55.48374394312527,53.627064022818196,65.33401744701409,75.0
363,17.290546881982856,29.573806848961915,69.56844784250124,19.51324273442581,75.0
364,22.9236011366192,41.41305543460172,54.20561301360365,41.62953147613527,75.0
365,16.374532194724864,46.921293173126735,46.80411162398094,64.31968146196932,75.0
