unit_id,CapacityRetention,do_set_CoolingPlateTemp,do_DryRoomControl,do_ChargeRate
52,18.99795370578005,45.0,50.0,20.0
53,22.51903328471324,45.0,50.0,20.0
54,25.12407744013359,45.0,50.0,20.0
55,13.794893993677835,45.0,50.0,20.0
56,22.957151066697083,45.0,50.0,20.0
57,16.801572644803194,45.0,50.0,20.0
58,18.527496988998017,45.0,50.0,20.0
59,17.64281458710208,45.0,50.0,20.0
60,18.122184846613408,45.0,50.0,20.0
61,23.04352456897777,45.0,50.0,20.0
62,24.949873487691896,45.0,50.0,20.0
63,21.160720732239557,45.0,50.0,20.0
64,16.64464617722235,45.0,50.0,20.0
65,14.997161129522718,45.0,50.0,20.0
66,20.626521635416797,45.0,50.0,20.0
67,16.861454577911676,45.0,50.0,20.0
68,12.896032560938433,45.0,50.0,20.0
69,22.536864873478173,45.0,50.0,20.0
70,20.865643024203788,45.0,50.0,20.0
71,16.02240388669214,45.0,50.0,20.0
72,14.362206012561202,45.0,50.0,20.0
73,17.311833117737255,45.0,50.0,20.0
74,17.78187037960466,45.0,50.0,20.0
75,20.00216054217053,45.0,50.0,20.0
76,26.110331312410572,45.0,50.0,20.0
77,23.077600899408715,45.0,50.0,20.0
78,23.834717489395963,45.0,50.0,20.0
79,22.206241253210457,45.0,50.0,20.0
80,22.043806118899596,45.0,50.0,20.0
81,20.870283529789216,45.0,50.0,20.0
82,26.339751559557307,45.0,50.0,20.0
83,17.17216149667607,45.0,50.0,20.0
84,18.560601879612822,45.0,50.0,20.0
85,12.873800954928301,45.0,50.0,20.0
86,24.975314319879978,45.0,50.0,20.0
87,12.985252524878915,45.0,50.0,20.0
88,15.63006935168167,45.0,50.0,20.0
89,18.629216756265564,45.0,50.0,20.0
90,20.516076152483517,45.0,50.0,20.0
91,17.1295159853234,45.0,50.0,20.0
92,23.32393951332446,45.0,50.0,20.0
93,21.629549523774365,45.0,50.0,20.0
94,18.073131678491123,45.0,50.0,20.0
95,22.35305323260743,45.0,50.0,20.0
96,22.170665357137544,45.0,50.0,20.0
97,11.984638491843103,45.0,50.0,20.0
98,23.811208737655782,45.0,50.0,20.0
99,22.935180847759753,45.0,50.0,20.0
100,27.774027340720263,45.0,50.0,20.0
101,11.386336962757575,45.0,50.0,20.0
102,8.509984706921156,45.0,50.0,20.0
103,21.64671954497517,45.0,50.0,20.0
104,24.387341447197155,45.0,50.0,20.0
105,13.545993676756853,45.0,50.0,20.0
106,21.599903546433122,45.0,50.0,20.0
107,20.018485778677277,45.0,50.0,20.0
108,10.683982897785912,45.0,50.0,20.0
109,21.216485135017038,45.0,50.0,20.0
110,21.16811085175369,45.0,50.0,20.0
111,24.73036006159468,45.0,50.0,20.0
112,9.318291645647493,45.0,50.0,20.0
113,23.65539865860878,45.0,50.0,20.0
114,27.19892800658064,45.0,50.0,20.0
115,19.447258428598794,45.0,50.0,20.0
116,20.333420623243263,45.0,50.0,20.0
117,18.854988807597206,45.0,50.0,20.0
118,15.703088716356534,45.0,50.0,20.0
119,24.17436947885614,45.0,50.0,20.0
120,19.67784660593069,45.0,50.0,20.0
121,19.24177360141583,45.0,50.0,20.0
122,24.955681225367705,45.0,50.0,20.0
123,23.269015001666567,45.0,50.0,20.0
124,26.993660915686522,45.0,50.0,20.0
125,27.18999474028502,45.0,50.0,20.0
126,21.563697574362944,45.0,50.0,20.0
127,22.35595407797632,45.0,50.0,20.0
128,20.484641457916222,45.0,50.0,20.0
129,12.16947111079251,45.0,50.0,20.0
130,22.960571620602526,45.0,50.0,20.0
131,25.686501440132176,45.0,50.0,20.0
132,24.169688882012757,45.0,50.0,20.0
133,30.982497801618585,45.0,50.0,20.0
134,21.31124931885504,45.0,50.0,20.0
135,26.335020027923676,45.0,50.0,20.0
136,27.178745835944767,45.0,50.0,20.0
137,18.870421524971867,45.0,50.0,20.0
138,15.26105706657524,45.0,50.0,20.0
139,14.919855880363988,45.0,50.0,20.0
140,23.16459369107657,45.0,50.0,20.0
141,25.398337845557062,45.0,50.0,20.0
142,17.87976110184915,45.0,50.0,20.0
143,21.645155108008716,45.0,50.0,20.0
144,13.831864339341562,45.0,50.0,20.0
145,21.42374174754027,45.0,50.0,20.0
146,20.552114702574173,45.0,50.0,20.0
147,32.62012662706714,45.0,50.0,20.0
148,25.070098471817765,45.0,50.0,20.0
149,16.15513186576763,45.0,50.0,20.0
150,20.691351910022465,45.0,50.0,20.0
151,23.021229971413415,45.0,50.0,20.0
152,21.390882791201143,45.0,50.0,20.0
153,17.943093707844202,45.0,50.0,20.0
154,18.944717229894287,45.0,50.0,20.0
155,16.149658081161014,45.0,50.0,20.0
156,29.30625064199661,45.0,50.0,20.0
157,27.003646187903577,45.0,50.0,20.0
158,17.059477594315954,45.0,50.0,20.0
159,17.380624507690232,45.0,50.0,20.0
160,19.85622790419307,45.0,50.0,20.0
161,22.15672589126177,45.0,50.0,20.0
162,20.798072534301124,45.0,50.0,20.0
163,19.47958844662708,45.0,50.0,20.0
164,21.039643018266048,45.0,50.0,20.0
165,13.779002717085053,45.0,50.0,20.0
166,14.175426251740275,45.0,50.0,20.0
167,16.951103641789928,45.0,50.0,20.0
168,12.228622239768868,45.0,50.0,20.0
169,20.662598538924307,45.0,50.0,20.0
170,26.284033343773114,45.0,50.0,20.0
171,23.88847812630123,45.0,50.0,20.0
172,27.510261740541175,45.0,50.0,20.0
173,18.899878065304314,45.0,50.0,20.0
174,19.819460328192495,45.0,50.0,20.0
175,18.59838225867045,45.0,50.0,20.0
176,19.070545555596183,45.0,50.0,20.0
177,28.845540207650668,45.0,50.0,20.0
178,14.816767845170695,45.0,50.0,20.0
179,16.160739326616948,45.0,50.0,20.0
180,14.016926842054183,45.0,50.0,20.0
181,15.20610039825185,45.0,50.0,20.0
182,12.869727614418188,45.0,50.0,20.0
183,21.7230147961181,45.0,50.0,20.0
184,14.098328504133985,45.0,50.0,20.0
185,13.923268225402527,45.0,50.0,20.0
186,17.300573956430036,45.0,50.0,20.0
187,20.890793073113954,45.0,50.0,20.0
188,15.032660879638861,45.0,50.0,20.0
189,22.339249527652857,45.0,50.0,20.0
190,32.48185644356506,45.0,50.0,20.0
191,21.897128545934528,45.0,50.0,20.0
192,22.92942037858967,45.0,50.0,20.0
193,24.67174209276406,45.0,50.0,20.0
194,14.370490113850117,45.0,50.0,20.0
195,14.205073235109698,45.0,50.0,20.0
196,21.267462327404044,45.0,50.0,20.0
197,21.90914842871306,45.0,50.0,20.0
198,15.140736822689503,45.0,50.0,20.0
199,31.193697920075415,45.0,50.0,20.0
200,22.829298539580773,45.0,50.0,20.0
201,17.720549930501896,45.0,50.0,20.0
202,15.570655349149659,45.0,50.0,20.0
203,19.839299986434938,45.0,50.0,20.0
204,13.066920804624598,45.0,50.0,20.0
205,19.260842846682735,45.0,50.0,20.0
206,22.321539085603305,45.0,50.0,20.0
207,15.635387406226885,45.0,50.0,20.0
208,13.269832108628663,45.0,50.0,20.0
209,20.11619302776748,45.0,50.0,20.0
210,19.54738800973627,45.0,50.0,20.0
211,30.37507109328569,45.0,50.0,20.0
212,22.0651951119654,45.0,50.0,20.0
213,19.913258835852044,45.0,50.0,20.0
214,18.237399127506677,45.0,50.0,20.0
215,26.930426835520837,45.0,50.0,20.0
216,18.59911591979386,45.0,50.0,20.0
217,29.103780573840186,45.0,50.0,20.0
218,24.15641976258096,45.0,50.0,20.0
219,24.25990266783878,45.0,50.0,20.0
220,15.33346702959641,45.0,50.0,20.0
221,20.389193278961017,45.0,50.0,20.0
222,17.149098081972685,45.0,50.0,20.0
223,23.30533674514633,45.0,50.0,20.0
224,20.31289224569951,45.0,50.0,20.0
225,13.464364777270099,45.0,50.0,20.0
226,18.547437585542227,45.0,50.0,20.0
227,15.627436607533562,45.0,50.0,20.0
228,28.448266801768455,45.0,50.0,20.0
229,14.982955475509543,45.0,50.0,20.0
230,28.577296149858935,45.0,50.0,20.0
231,16.664941122806784,45.0,50.0,20.0
232,29.828654896306176,45.0,50.0,20.0
233,23.387084133091488,45.0,50.0,20.0
234,20.568088842527875,45.0,50.0,20.0
235,27.37416072098115,45.0,50.0,20.0
236,12.602594647426146,45.0,50.0,20.0
237,14.917414099876781,45.0,50.0,20.0
238,17.586808692061062,45.0,50.0,20.0
239,23.945013820428468,45.0,50.0,20.0
240,23.80684430076725,45.0,50.0,20.0
241,15.813722235850392,45.0,50.0,20.0
242,17.858456741800005,45.0,50.0,20.0
243,17.621139020182834,45.0,50.0,20.0
244,18.626772478888448,45.0,50.0,20.0
245,16.836895814317526,45.0,50.0,20.0
246,27.622551658475018,45.0,50.0,20.0
247,31.375323805484623,45.0,50.0,20.0
248,19.46634163574796,45.0,50.0,20.0
249,20.88491350776005,45.0,50.0,20.0
250,15.302166832608604,45.0,50.0,20.0
251,22.392986959123554,45.0,50.0,20.0
252,15.848515598308916,45.0,50.0,20.0
253,31.753577793862124,45.0,50.0,20.0
254,24.68033570045845,45.0,50.0,20.0
255,19.837942029189623,45.0,50.0,20.0
256,15.921659664197739,45.0,50.0,20.0
257,22.27073007066657,45.0,50.0,20.0
258,27.69483321742246,45.0,50.0,20.0
259,25.90853155137897,45.0,50.0,20.0
260,25.874561382462396,45.0,50.0,20.0
261,16.388124499151182,45.0,50.0,20.0
262,30.973946726052176,45.0,50.0,20.0
263,25.660200736055433,45.0,50.0,20.0
264,20.63142645215687,45.0,50.0,20.0
265,13.68365948516345,45.0,50.0,20.0
266,14.922836618285189,45.0,50.0,20.0
267,20.849412075531514,45.0,50.0,20.0
268,21.774269701731804,45.0,50.0,20.0
269,16.17259778746063,45.0,50.0,20.0
270,16.411641085638493,45.0,50.0,20.0
271,24.747706877828886,45.0,50.0,20.0
272,19.118758707971676,45.0,50.0,20.0
273,26.768153267653524,45.0,50.0,20.0
274,21.39402957031899,45.0,50.0,20.0
275,22.064030800182426,45.0,50.0,20.0
276,21.68649396013325,45.0,50.0,20.0
277,23.432764454437354,45.0,50.0,20.0
278,18.70531671179443,45.0,50.0,20.0
279,21.204744125351052,45.0,50.0,20.0
280,21.70670207229941,45.0,50.0,20.0
281,23.3778259938002,45.0,50.0,20.0
282,17.06008151025531,45.0,50.0,20.0
283,16.363990440689697,45.0,50.0,20.0
284,15.979151262647571,45.0,50.0,20.0
285,18.82800463921215,45.0,50.0,20.0
286,19.451180032604555,45.0,50.0,20.0
287,17.92491649931265,45.0,50.0,20.0
288,17.56120909205118,45.0,50.0,20.0
289,12.776601008791356,45.0,50.0,20.0
290,25.430908791913485,45.0,50.0,20.0
291,20.97004501710262,45.0,50.0,20.0
292,17.805310999533702,45.0,50.0,20.0
293,22.83846080359743,45.0,50.0,20.0
294,12.835059630926015,45.0,50.0,20.0
295,19.696421484228768,45.0,50.0,20.0
296,19.758324039903343,45.0,50.0,20.0
297,30.32303521064551,45.0,50.0,20.0
298,19.062320921845355,45.0,50.0,20.0
299,18.977118673911153,45.0,50.0,20.0
300,24.738621884506195,45.0,50.0,20.0
301,14.313408663732805,45.0,50.0,20.0
302,21.308076047815003,45.0,50.0,20.0
303,25.0558045194178,45.0,50.0,20.0
304,23.75480405636363,45.0,50.0,20.0
305,21.84940379997995,45.0,50.0,20.0
306,23.77269012431414,45.0,50.0,20.0
307,23.478541792775758,45.0,50.0,20.0
308,19.070220291831866,45.0,50.0,20.0
309,20.45130547963433,45.0,50.0,20.0
310,20.864225258422604,45.0,50.0,20.0
311,14.025621363498395,45.0,50.0,20.0
312,26.090500274673495,45.0,50.0,20.0
313,12.607366724390983,45.0,50.0,20.0
314,16.67024952219309,45.0,50.0,20.0
315,27.671689263191013,45.0,50.0,20.0
316,23.178204445219222,45.0,50.0,20.0
317,18.04101573344835,45.0,50.0,20.0
318,14.62602388002671,45.0,50.0,20.0
319,13.819713917266434,45.0,50.0,20.0
320,23.98719600715702,45.0,50.0,20.0
321,22.849505649363454,45.0,50.0,20.0
322,29.019110169032267,45.0,50.0,20.0
323,19.443928220461725,45.0,50.0,20.0
324,16.04003517810517,45.0,50.0,20.0
325,11.919670294879895,45.0,50.0,20.0
326,14.153882402225145,45.0,50.0,20.0
327,19.07502338860125,45.0,50.0,20.0
328,17.03983663421521,45.0,50.0,20.0
329,18.807696749682563,45.0,50.0,20.0
330,23.04986799139301,45.0,50.0,20.0
331,15.687228117689163,45.0,50.0,20.0
332,21.036934198536187,45.0,50.0,20.0
333,14.453404285033184,45.0,50.0,20.0
334,22.964935327633405,45.0,50.0,20.0
335,19.901753793261534,45.0,50.0,20.0
336,29.31005440899923,45.0,50.0,20.0
337,21.312892647056636,45.0,50.0,20.0
338,19.079013877339552,45.0,50.0,20.0
339,11.287685786766671,45.0,50.0,20.0
340,20.278389259636956,45.0,50.0,20.0
341,20.21103106969765,45.0,50.0,20.0
342,20.742406399239186,45.0,50.0,20.0
343,18.954909979609013,45.0,50.0,20.0
344,9.470614252777885,45.0,50.0,20.0
345,19.286987017971022,45.0,50.0,20.0
346,21.30226799462609,45.0,50.0,20.0
347,19.983372636973517,45.0,50.0,20.0
348,28.102810475525448,45.0,50.0,20.0
349,15.401609419199989,45.0,50.0,20.0
350,22.865818653250003,45.0,50.0,20.0
351,24.84345210789619,45.0,50.0,20.0
352,18.884596181958887,45.0,50.0,20.0
353,25.846535052229697,45.0,50.0,20.0
354,21.026951626580473,45.0,50.0,20.0
355,23.49414534005699,45.0,50.0,20.0
356,20.595918939799592,45.0,50.0,20.0
357,21.586499098531572,45.0,50.0,20.0
358,18.801401213657602,45.0,50.0,20.0
359,22.28561888689939,45.0,50.0,20.0
360,23.920618305560556,45.0,50.0,20.0
361,20.246063672316254,45.0,50.0,20.0
362,15.5360915157651,45.0,50.0,20.0
363,14.811831511113182,45.0,50.0,20.0
364,22.25879071571245,45.0,50.0,20.0
365,10.873686738326603,45.0,50.0,20.0
366,13.614776040555352,45.0,50.0,20.0
367,17.18583942158433,45.0,50.0,20.0
368,16.348909563536274,45.0,50.0,20.0
369,23.908287279599175,45.0,50.0,20.0
370,20.179386514351894,45.0,50.0,20.0
371,19.093460703581574,45.0,50.0,20.0
372,16.799722067123657,45.0,50.0,20.0
373,16.831830084162032,45.0,50.0,20.0
374,22.712097733737224,45.0,50.0,20.0
375,16.071106333615276,45.0,50.0,20.0
376,10.910733938948043,45.0,50.0,20.0
377,16.946026362993603,45.0,50.0,20.0
378,23.837090640566032,45.0,50.0,20.0
379,12.65568744710985,45.0,50.0,20.0
380,18.473911714342645,45.0,50.0,20.0
381,28.544216599833675,45.0,50.0,20.0
382,19.01456271338298,45.0,50.0,20.0
383,19.303643334604228,45.0,50.0,20.0
384,35.40215000495907,45.0,50.0,20.0
385,12.614070669213271,45.0,50.0,20.0
386,22.403724621728855,45.0,50.0,20.0
387,16.56061635037011,45.0,50.0,20.0
388,17.135547458563174,45.0,50.0,20.0
389,19.793895622050556,45.0,50.0,20.0
390,27.897718053921153,45.0,50.0,20.0
391,18.98879865769762,45.0,50.0,20.0
392,13.404480346665878,45.0,50.0,20.0
393,17.858461961333944,45.0,50.0,20.0
394,27.23213952925646,45.0,50.0,20.0
395,19.794235552546297,45.0,50.0,20.0
396,20.167559710479516,45.0,50.0,20.0
397,20.13810455285558,45.0,50.0,20.0
398,19.38327734119192,45.0,50.0,20.0
399,23.50649241935993,45.0,50.0,20.0
