unit_id,CapacityRetention,ChargeRate,do_DryRoomControl
233,21.941941935977866,26.451243319137408,30.0
234,17.33476152455846,27.575320202906745,30.0
235,27.532798406638804,23.633349716320343,30.0
236,22.349653645093767,40.59482794868486,30.0
237,21.28945468947893,59.508119520267016,30.0
238,22.973338918772026,35.01876817045839,30.0
239,25.425128878844117,34.96111661039334,30.0
240,25.511959977056225,45.65520983801698,30.0
241,13.499870455859423,38.25025131303745,30.0
242,24.866659798068685,43.03524248164045,30.0
243,23.469864914532877,32.86501619866514,30.0
244,19.822943259001686,31.15355508601751,30.0
245,21.769287636959476,29.501125605081445,30.0
246,25.747282557939524,45.50177565102486,30.0
247,25.549222097301467,37.33652201454835,30.0
248,14.753371190512798,46.54364481750952,30.0
249,9.672543354412703,53.559107157113445,30.0
250,19.18650573758836,45.06247998588951,30.0
251,19.982034597844503,24.26891595767674,30.0
252,16.282345128050874,27.105164049156514,30.0
253,19.594839127425985,24.31118187650612,30.0
254,10.089430098699637,62.733653041679595,30.0
255,28.193118104351235,35.60180602278902,30.0
256,7.5474688008434105,68.15560299893384,30.0
257,17.105640333974033,64.35394055643172,30.0
258,5.36356170193134,66.94385398206686,30.0
259,15.803448624173406,43.6955133393771,30.0
260,18.6427970420922,20.21813543547972,30.0
261,22.219741742100037,41.95837214811558,30.0
262,15.768224899173049,32.8125597587589,30.0
263,15.773935840387253,29.06489097040623,30.0
264,22.999319647470163,11.48641567089639,30.0
265,16.557631531427347,44.888739951878385,30.0
266,22.044077971763084,36.190017972024734,30.0
267,18.742737765328243,35.52367260661423,30.0
268,24.08559723762663,26.415136528758232,30.0
269,22.07087856346561,43.22841460904687,30.0
270,15.12517034672038,35.563231978177356,30.0
271,12.675060949163528,50.01812109529543,30.0
272,16.1068859577093,51.47307820400207,30.0
273,20.109474743197687,44.90960012846159,30.0
274,29.576749838149244,31.888545610563636,30.0
275,13.413765747785133,47.57005926292643,30.0
276,14.722713377429317,51.21546817638325,30.0
277,19.391551670914907,51.07507714325015,30.0
278,-10.824827235501589,79.95941423498832,30.0
279,20.706622758816287,40.97109645908695,30.0
280,15.727594451987503,56.398369906709085,30.0
281,15.32133029310105,42.54358293979952,30.0
282,22.995570506286988,26.01401708633273,30.0
283,26.112420284345557,31.985890405289737,30.0
284,17.890109692511935,48.90087061490593,30.0
285,21.79091223842013,35.43228179684056,30.0
286,9.56444385033843,41.38528739072504,30.0
287,2.812362244156849,70.3970685382808,30.0
288,3.1094552290666257,62.56794388074618,30.0
289,16.978397603829805,48.05202003314352,30.0
290,29.137785870793124,42.65342245554132,30.0
291,22.580599780610854,38.75245561112887,30.0
292,24.246194171729133,34.02041117248317,30.0
293,11.102258304928691,66.06162347175119,30.0
294,11.731926320433526,38.248883076050134,30.0
295,21.056773859364665,32.44940659800704,30.0
296,13.474711108209231,44.04096152846095,30.0
297,24.13176060858634,38.63492931582877,30.0
298,23.054264966958936,57.46095407573002,30.0
299,15.013298104500432,38.2199642308093,30.0
300,12.7840096596771,47.92145160100746,30.0
301,16.972781190759914,42.45978022402324,30.0
302,16.67482335870394,58.60454594216205,30.0
303,12.88984898596319,51.205803226104244,30.0
304,11.69485989441882,19.933633874609992,30.0
305,17.495540131357725,46.023635395924146,30.0
306,17.705215350291063,25.772453237159585,30.0
307,19.115821368679377,51.86482274785379,30.0
308,23.156679590399825,40.88519228537386,30.0
309,13.402315849606195,49.63354413029991,30.0
310,22.534417122937093,41.54177944304434,30.0
311,17.052434951391184,35.762173376356756,30.0
312,19.320647669642113,46.632158170088935,30.0
313,23.936905715546594,50.74933155216777,30.0
314,11.75995461036494,16.849943025396875,30.0
315,17.601366443987345,28.125754542432226,30.0
316,18.892425388754894,39.90458611038964,30.0
317,26.641627272413718,37.307297690381006,30.0
318,13.751980751641883,37.30961757712643,30.0
319,19.341814049711722,27.78610727649939,30.0
320,19.704118499901487,47.92730306104868,30.0
321,21.399852463344786,23.037002419593517,30.0
322,16.074629775868523,49.61186142216364,30.0
323,23.65142028749058,39.83230599205348,30.0
324,23.65727222930154,34.680101334575824,30.0
325,22.026710415604363,28.721724018961655,30.0
326,13.550587261232046,29.087610011919125,30.0
327,27.984996754287145,50.52279703757514,30.0
328,16.881703935219655,37.218913523692606,30.0
329,11.721017720965307,52.50164601903708,30.0
330,9.688628918861198,46.172393593406916,30.0
331,20.078434014596144,44.91729204406184,30.0
332,21.916883117139676,36.591649930005396,30.0
333,13.975578488142965,34.84149775801318,30.0
334,30.61012594965746,23.972139023149982,30.0
335,12.022813980401597,44.29701002167451,30.0
336,15.308456977950547,36.9780347748692,30.0
337,18.470035593551792,46.36496224188555,30.0
338,24.004442714587274,29.57528497168276,30.0
339,22.216280462275556,48.8258515701074,30.0
340,12.008592810662961,47.84171603429989,30.0
341,19.975533801217576,36.54128447828102,30.0
342,23.204266714933063,24.92508645724498,30.0
343,-3.926554816816647,61.247082137049205,30.0
344,13.019015066685983,49.668698942843065,30.0
345,21.522730413669912,26.950100765711177,30.0
346,10.777588163060978,42.42225158482598,30.0
347,13.171156551593315,63.12178489096226,30.0
348,23.582695983895015,47.01909813650884,30.0
349,14.35174230308042,38.76461424151907,30.0
350,10.680977319968632,38.957310001976495,30.0
351,21.034159462932656,24.971974881070807,30.0
352,16.14070708790349,44.40529517829928,30.0
353,19.181450176269998,54.29408999744497,30.0
354,20.933183812033885,22.0839489963006,30.0
355,14.168151697221237,36.37715560957995,30.0
356,15.002663826181507,50.955982795205394,30.0
357,23.700952338584344,19.4506778581579,30.0
358,27.39268912701271,26.990780792913696,30.0
359,18.17549242326599,40.01874403710126,30.0
360,25.50240205777285,23.445872377176734,30.0
361,5.431203854207408,36.077582130161474,30.0
362,9.287789772218963,48.40009614003029,30.0
363,22.818161453218377,32.06116096793828,30.0
364,16.645886218571597,31.16575206394351,30.0
365,14.900032484173424,35.28213383719322,30.0
366,21.496315307499632,57.42426869614133,30.0
367,21.631231132834166,28.796715290495868,30.0
368,22.725878450916717,44.87088542949117,30.0
369,24.997843481044683,44.34731569492257,30.0
370,16.548086264803988,47.77300261774021,30.0
371,-3.4132588943888433,53.259975976083496,30.0
372,18.35956247181402,54.10557193218896,30.0
373,8.683465983688091,34.15879099738029,30.0
374,18.589231161558303,44.17493999042752,30.0
375,19.982380520064805,25.505557166845445,30.0
376,16.328407200042772,45.374567214286586,30.0
377,8.022572735359985,64.04076320440358,30.0
378,19.573870077815013,39.12970588309688,30.0
379,21.44440427848057,21.71516388898568,30.0
380,22.695262858267608,60.75788923077444,30.0
381,20.7294595364518,32.01305646750451,30.0
382,23.766729111437133,40.02381442736467,30.0
383,21.942338423249755,30.153107388889683,30.0
384,23.28036776724131,37.09088982765014,30.0
385,25.797127926997838,41.3447572164413,30.0
386,21.148012285552742,47.06825513139919,30.0
387,17.735639114110292,38.2567347545076,30.0
388,17.803317185167142,52.06727282139389,30.0
389,11.505035678149735,65.3088234372832,30.0
390,16.53999039502986,44.76066972341255,30.0
391,16.735063965054614,40.62656958481581,30.0
392,17.529306014930896,36.94691007060233,30.0
393,19.174576912596873,49.94021550658135,30.0
394,18.55816732856099,39.62067984443448,30.0
395,11.176937488500457,48.28684657600626,30.0
396,20.448987013569432,59.52814740911041,30.0
397,20.05673275013802,43.5427051002046,30.0
398,9.738166797900789,37.08355714563868,30.0
399,12.20458385991982,39.97212781613038,30.0
